"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","실험실면적","사업장구분명","영업소면적","위탁업체명","실험실지역코드","실험실우편번호","실험실산","실험실번지","실험실호","실험실통","실험실반","실험실특수주소","실험실특수주소동","실험실특수주소호","실험실도로명주소시군구코드","실험실도로명주소읍면동코드","실험실도로명주소읍면동구분","실험실도로명주소코드","실험실도로명특수주소","실험실도로명주소건물층구분","실험실도로명주소건물본번호","실험실도로명주소건물부번호","실험실도로명주소우편번호",
"15","환경측정대행업","09_30_17_P","6470000","647000008202400060","2026-01-05","","01","영업/정상","N","신규","","","","","","","712-110","경상북도 경산시 정평동   82번지 3호","경상북도 경산시 대학로13길 82 (정평동)","712-110","(주)중앙환경기술","2026-01-05 11:45:20","U","2026-01-07 02:40:00","","355803.310406749","261123.735026909","0","측정대행업","0","","4729011100","712110","1","82","3","","","","","","47290","4729011100","1","4739254","","0","82","","712110",
"16","환경측정대행업","09_30_17_P","6440000","644000008202000002","2026-01-05","","01","영업/정상","N","신규","","","","","","","","충청남도 당진시 석문면 삼봉리 2241-1","충청남도 당진시 석문면 산단7로 201","","글로벌이엔텍 주식회사-대기","2026-01-05 16:43:13","U","2026-01-07 02:40:00","","","","112.04","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"17","환경측정대행업","09_30_17_P","5350000","535000066202300006","2023-03-09","","01","영업/정상","BBBB","영업","","","","","0552648494","","","경상남도 김해시 풍유동 1002-15","경상남도 김해시 서김해산단로 20-10 (풍유동)","50967","(주)그린환경연구원","2026-01-05 17:18:42","U","2026-01-07 02:40:00","","367791.761597445","191749.683872856","0","측정대행업","0","","4825011100","","1","1002","15","","","","","","48250","4825011100","1","3352444","(풍유동)","0","20","10","50967",
"18","환경측정대행업","09_30_17_P","6460000","646000008202000015","2026-01-05","","01","영업/정상","N","신규","","","","","","","58243","전라남도 나주시 석현동 285번지","전라남도 나주시 월림길 33 (석현동)","58243","(주)한울연구소(소음대장)","2026-01-05 21:53:17","U","2026-01-07 02:40:00","","175959.562561707","172329.382764938","0","측정대행업","0","","4617011800","58243","0","285","0","","","","","","46170","4617011800","1","4652458","","0","33","0","58243",
"19","환경측정대행업","09_30_17_P","3860000","386000066201900001","2019-01-03","","01","영업/정상","BBBB","영업","","","","","032-683-6326~8","","","경기도 부천시 원미구 도당동 187-7 부천대우테크노파크 A동 1303호","경기도 부천시 원미구 도약로 261, 부천대우테크노파크 A동 1303,1304호 (도당동)","14523","(주)대일환경","2026-01-05 17:16:23","U","2026-01-07 02:40:00","","180347.364342392","445487.202175751","0","측정대행업","0","","4119210400","","1","187","7","","","부천대우테크노파크","","1303","41192","4119210400","1","3184002","부천대우테크노파크 A동 1303~1304호 (도당동)","0","261","","14523",
"20","환경측정대행업","09_30_17_P","6310000","631000008202600001","2026-01-06","","01","영업/정상","N","신규","","","","","","","44776","울산광역시 남구 두왕동 0번지","울산광역시 남구 테크노산업로29번길 88 (두왕동)","44776","(주)밀레니엄숲","2026-01-06 13:52:23","I","2026-01-09 00:20:01","","408972.580662688","225782.812066486","67","측정대행업","0","","3114010300","44776","0","0","0","","","","","","31140","3114010300","1","4854917","","0","88","0","44776",
"21","환경측정대행업","09_30_17_P","6310000","631000008202600002","2026-01-06","","01","영업/정상","N","신규","","","","","","","44776","울산광역시 남구 두왕동 764-12 (주)미래숲환경연구소","울산광역시 남구 테크노산업로29번길 88, (주)미래숲환경연구소 (두왕동)","44776","(주)미래숲환경연구소","2026-01-06 13:57:13","I","2026-01-09 00:20:01","","408972.580662688","225782.812066486","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"22","환경측정대행업","09_30_17_P","6310000","631000008202600003","2026-01-06","","01","영업/정상","N","신규","","","","","","","44776","울산광역시 남구 두왕동 763번지","울산광역시 남구 테크노산업로29번길 39, 에이동 1층(두왕동)","44776","주식회사 보아스환경기술","2026-01-06 13:59:56","I","2026-01-09 00:20:01","","408783.645882839","226222.34475794","0","측정대행업","0","","3114010300","44776","0","763","0","","","","","","31140","3114010300","1","4854917","","0","39","0","44776",
"23","환경측정대행업","09_30_17_P","6410000","641000008202600002","2026-01-07","","01","영업/정상","N","신규","","","","","","","","경기도 광명시 철산동 626-3 광명테크노타운 701호","경기도 광명시 안양천로502번길 15, 광명테크노타운 701호 (철산동)","","(주)한솔환경산업","2026-01-07 15:27:25","I","2026-01-09 00:20:01","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"24","환경측정대행업","09_30_17_P","6410000","641000008202600003","2026-01-07","","01","영업/정상","N","신규","","","","","","","","경기도 광명시 철산동 626-3 광명테크노타운 701호","경기도 광명시 안양천로502번길 15, 광명테크노타운 701호 (철산동)","","(주)한솔환경산업","2026-01-07 15:28:23","I","2026-01-09 00:20:01","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"25","환경측정대행업","09_30_17_P","6260000","626000008201700002","2026-01-07","","01","영업/정상","N","신규","","","","","","","","","부산광역시 동래구 아시아드대로255번길 9, B동 2층 1호 (온천동,미도빌딩)","47846","(주)대한생활환경시험원","2026-01-07 09:26:43","U","2026-01-09 02:40:00","","388251.755829552","191670.472331296","96.25","측정대행업","0","","","","","","","","","","","","26260","2626010800","1","4190338","미도빌딩","0","9","","47846",
"26","환경측정대행업","09_30_17_P","3930000","393000066201900009","2019-01-04","","01","영업/정상","BBBB","영업","","","","","","","","경기도 안산시 단원구 고잔동 681-7 대덕프라자","경기도 안산시 단원구 광덕4로 116, 대덕프라자 301~303,403,405~407호 (고잔동)","15458","(주)원일환경안전연구원[일시]","2026-01-06 09:00:31","U","2026-01-09 02:40:00","","184439.948363824","423694.125264438","0","측정대행업","0","","4127310100","","1","681","7","","","대덕프라자","","","41273","4127310100","1","3190012","대덕프라자 302~303,403호 (고잔동)","0","116","","15458",
"27","환경측정대행업","09_30_17_P","3170000","317000066201800001","2018-01-05","","01","영업/정상","BBBB","영업","","","","","02-6264-2950","","","서울특별시 금천구 가산동 429-1 뉴티캐슬","서울특별시 금천구 가산디지털2로 108, 뉴티캐슬 (가산동)","08506","에코환경시험연구소","2026-01-06 09:29:16","U","2026-01-09 02:40:00","","189364.095969911","441746.981529543","0","측정대행업","0","","1154510100","","1","429","1","","","뉴티캐슬","","","11545","1154510100","1","3117002","뉴티캐슬 9층 903호 (가산동)","0","108","","08506",
"28","환경측정대행업","09_30_17_P","4010000","401000066202200002","2022-04-21","","01","영업/정상","BBBB","영업","","","","","031-498-3390","","","경기도 시흥시 정왕동 2089-13 (주)원일화학&환경","경기도 시흥시 군자천로31번길 70 (주)원일화학&환경 (정왕동)","15101","㈜원일화학엔환경","2026-01-07 09:14:41","U","2026-01-09 02:40:00","","174019.153317441","425242.106575428","0","측정대행업","0","","4139013200","","1","2089","13","","","(주)원일화학&환경","","","41390","4139013200","1","4397089","(주)원일화학&환경 (정왕동)","0","70","","15101",
"29","환경측정대행업","09_30_17_P","5350000","535000066201600002","2016-06-22","","01","영업/정상","BBBB","영업","","","","","3239258","","","경상남도 김해시 구산동 482-5","경상남도 김해시 가락로 293 (구산동)","50905","우림환경(주)","2026-01-07 14:00:41","U","2026-01-09 02:40:00","","370309.34151375","196256.712867319","89","측정대행업","0","","4825010600","","1","482","5","","","","","","48250","4825010600","1","3335002","(구산동)","0","293","","50905",
"30","환경측정대행업","09_30_17_P","6270000","627000008201400017","2026-01-06","","01","영업/정상","N","신규","","","","","","","","","대구광역시 수성구 동대구로38안길 28, 2층 (범어동)","42110","(주)테크월","2026-01-06 09:28:40","U","2026-01-09 02:40:00","","346847.037652879","262190.918868724","0","측정대행업","0","","","","","","","","","","","","27260","2726010100","1","4238118","","0","28","","42110",
"31","환경측정대행업","09_30_17_P","3930000","393000066201900036","2019-12-02","","01","영업/정상","BBBB","영업","","","","","","","","경기도 안산시 단원구 성곡동 676-13 (주)해남화학","경기도 안산시 단원구 진흥로38번길 33 (주)해남화학 204호 (성곡동)","","(주)에이치엔","2026-01-06 09:00:39","U","2026-01-09 02:40:00","","177026.97158168","423275.709559123","100","측정대행업","0","","4127310400","","1","676","13","","","(주)해남화학","","","41273","4127310400","1","4373393","(주)해남화학 (성곡동)","0","33","","15618",
"32","환경측정대행업","09_30_17_P","3830000","383000066202200002","2022-04-14","","01","영업/정상","BBBB","영업","","","","","031-425-7811","","","경기도 안양시 동안구 평촌동 126-1 두산벤처다임","경기도 안양시 동안구 흥안대로 415, 두산벤처다임 11층 1112호 (평촌동)","14059","(주)서영","2026-01-06 16:22:24","U","2026-01-09 02:40:00","","197536.460660019","432133.905985364","0","측정대행업","0","","4117310300","","1","126","1","","","두산벤처다임","","","41173","4117310300","1","2000018","두산벤처다임 11층 1112호 (평촌동)","0","415","","14059",
"33","환경측정대행업","09_30_17_P","6290000","629000008202200056","2025-12-31","","01","영업/정상","N","신규","","","","","","","61225","광주광역시 북구 신안동 240-5","광주광역시 북구 서암대로 182, 2층,3층(신안동)","61225","(주)정우엔텍연구소","2026-01-06 13:32:26","U","2026-01-09 02:40:00","","191173.596705661","185486.152061118","0","측정대행업","0","","2917010600","61225","0","240","5","","","","","","29170","2917010600","1","2009011","","0","182","0","61225",
"34","환경측정대행업","09_30_17_P","6300000","630000008202200003","2026-01-07","","01","영업/정상","N","신규","","","","","","","34574","대전광역시 동구 가양동 429-7","대전광역시 동구 동대전로 309 (가양동)","34574","(주)비앤지","2026-01-07 14:33:24","U","2026-01-09 02:40:00","","239738.615994589","316465.057620824","0","측정대행업","0","","3011011400","34574","0","429","7","","","","","","30110","3011011400","1","3164009","","0","309","0","34574",
"35","환경측정대행업","09_30_17_P","5380000","538000066202000001","2020-03-23","","01","영업/정상","BBBB","영업","","","","","0553854270","","","경상남도 양산시 북부동 687-7","경상남도 양산시 중앙로 203, 3, 4층 (북부동)","50616","(주)미래환경분석연구원","2026-01-07 16:22:22","U","2026-01-09 02:40:00","","385366.561890085","207380.211194916","177","측정대행업","0","","4833010400","","1","687","7","","","","","","48330","4833010400","1","3338098","3, 4층 (북부동)","0","203","","50616",
"36","환경측정대행업","09_30_17_P","5350000","535000066202300003","2023-02-20","","01","영업/정상","BBBB","영업","","","","","055-264-8494","","","경상남도 김해시 풍유동 1002-15","경상남도 김해시 서김해산단로 20-10 (풍유동)","50967","(주)그린환경연구원","2026-01-07 17:31:11","U","2026-01-09 02:40:00","","367791.761597445","191749.683872856","272","측정대행업","0","","4825011100","","1","1002","15","","","","","","48250","4825011100","1","3352444","(풍유동)","0","20","10","50967",
"37","환경측정대행업","09_30_17_P","3060000","306000066202500003","2025-09-10","","01","영업/정상","BBBB","영업","","","","","02-6238-0100","","","서울특별시 중랑구 신내동 821-2 신내 SK V1 center","서울특별시 중랑구 신내역로 111, 신내 SK V1 center A동 611호 (신내동)","02262","주식회사 한국환경시험원","2026-01-07 08:58:49","U","2026-01-09 02:40:00","","209856.1161416","456761.921129526","0","측정대행업","0","","1126010600","","1","821","2","","","신내 SK V1 center","","","11260","1126010600","1","3106013","신내 SK V1 center A동 611호 (신내동)","0","111","","02262",
"38","환경측정대행업","09_30_17_P","6410000","641000008202500211","2026-01-06","","01","영업/정상","N","신규","","","","","","","","경기도 의왕시 포일동 653번지 인덕원IT밸리 씨동 417호","경기도 의왕시 이미로 40, 인덕원IT밸리 씨동 417호 (포일동)","","(주)영진환경테크","2026-01-06 15:31:44","U","2026-01-09 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"39","환경측정대행업","09_30_17_P","4641000","464100066202000004","2020-12-31","","01","영업/정상","BBBB","영업","","","","","063-212-8878","","","전북특별자치도 전주시 덕진구 송천동2가 1325-1 501호","전북특별자치도 전주시 덕진구 세병로 8, 501호 (송천동2가)","55149","주식회사 공유","2026-01-07 16:14:06","U","2026-01-09 02:40:00","","211375.564017104","263935.886465989","0","측정대행업","0","","5211312200","","1","1325","1","","","","","501","52113","5211312200","1","3351483","501호 (송천동2가)","0","8","","55149",
"40","환경측정대행업","09_30_17_P","6270000","627000008202200002","2026-01-06","","01","영업/정상","N","신규","","","","","","","41756","대구광역시 서구 중리동 1166-1 디센터419호,719호,720호","대구광역시 서구 와룡로 307, 디센터419호,719호,720호 7층 (중리동)","41756","(주)이화생명연구소","2026-01-06 09:40:38","U","2026-01-09 02:40:00","","338733.082695384","263267.347561691","0","측정대행업","0","","2717010500","41756","0","1166","1","","","디센터419호,719호,720호","","","27170","2717010500","1","3143013","디센터419호,719호,720호","0","307","0","41756",
"41","환경측정대행업","09_30_17_P","6270000","627000008202100001","2026-01-06","","01","영업/정상","N","신규","","","","","","","","","대구광역시 북구 팔달북로15길 12 (노원동3가)","","(주)삼안환경측정","2026-01-06 09:35:22","U","2026-01-09 02:40:00","","","","133.2","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"42","환경측정대행업","09_30_17_P","6440000","644000008201700001","2026-01-07","","01","영업/정상","N","신규","","","","","","","","충청남도 당진시 수청동 1007번지","충청남도 당진시 시청1로 35, 2층(수청동)","","(주)스마트환경 - 수질","2026-01-07 08:50:25","U","2026-01-09 02:40:00","","","","30","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"43","환경측정대행업","09_30_17_P","5350000","535000066202100001","2021-01-14","","01","영업/정상","BBBB","영업","","","","","0553391519","","","경상남도 김해시 외동 1183-14","경상남도 김해시 내외로 12 (외동)","50955","(주)한국환경엔지니어링","2026-01-07 16:22:05","U","2026-01-09 02:40:00","","369121.581018616","194581.739374938","0","측정대행업","0","","4825010900","","1","1183","14","","","","","","48250","4825010900","1","3335012","(외동)","0","12","","50955",
"44","환경측정대행업","09_30_17_P","6540000","654000008202500001","2026-01-06","","01","영업/정상","N","신규","","","","","","","54001","전북특별자치도 군산시 오식도동 515-5 전북대학교창업보육센터 201호","전북특별자치도 군산시 산단남북로 193, 전북대학교창업보육센터 201호(오식도동)","54001","주식회사 웨니테크","2026-01-06 16:37:00","U","2026-01-09 02:40:00","","160290.561884082","273723.13031418","0","측정대행업","0","","5213014700","54001","0","515","5","","","전북대학교창업보육센터","","201","52130","5213014700","1","3268045","전북대학교창업보육센터","0","193","0","54001",
"45","환경측정대행업","09_30_17_P","6440000","644000008202400004","2026-01-07","","01","영업/정상","N","신규","","","","","","","","충청남도 당진시 수청동 1007번지","충청남도 당진시 시청1로 35(수청동)","","(주)스마트환경 - 대기","2026-01-07 08:52:01","U","2026-01-09 02:40:00","","","","119.98","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"46","환경측정대행업","09_30_17_P","3740000","374000066202600001","2026-01-07","","01","영업/정상","BBBB","영업","","","","","031-223-0044","","","경기도 수원시 권선구 세류동 1125-1 혜성 빌딩","경기도 수원시 권선구 세지로4번길 18, 혜성 빌딩 4층 (세류동)","16589","혜성이앤텍 주식회사","2026-01-08 09:09:29","I","2026-01-10 00:20:07","환경컨설팅 및 관련 엔지니어링 서비스업","201285.950433738","416683.806401347","0","측정대행업","0","","4111312600","","1","1113","14","","","","","","41113","4111312600","1","4325349","1층 (세류동)","0","11","","16589",
"47","환경측정대행업","09_30_17_P","3930000","393000066201800006","2018-12-28","","01","영업/정상","BBBB","영업","","","","","031-491-1221","","","경기도 안산시 단원구 신길동 1229 리드 스마트스퀘어 지식산업센터","경기도 안산시 단원구 산단로 325, 리드 스마트스퀘어 지식산업센터 808~816호 (신길동)","15426","(주)아카","2026-01-08 18:05:00","U","2026-01-10 02:40:00","","180878.941038538","424612.422892591","0","측정대행업","0","","4127310300","","1","1229","","","","리드 스마트스퀘어 지식산업센터","","","41273","4127310300","1","3012031","리드 스마트스퀘어 지식산업센터 812~816호 (신길동)","0","325","","15426",
"48","환경측정대행업","09_30_17_P","3930000","393000066201900008","2019-01-04","","01","영업/정상","BBBB","영업","","","","","","","","경기도 안산시 단원구 고잔동 681-7 대덕프라자","경기도 안산시 단원구 광덕4로 116, 대덕프라자 301~303, 403호호 (고잔동)","15458","(주)원일환경안전연구원[일시]","2026-01-08 17:59:10","U","2026-01-10 02:40:00","","184439.948363824","423694.125264438","0","측정대행업","0","","4127310100","","1","681","7","","","대덕프라자","","","41273","4127310100","1","3190012","대덕프라자 302~303,403호 (고잔동)","0","116","","15458",
"49","환경측정대행업","09_30_17_P","3930000","393000066201900012","2019-01-04","","01","영업/정상","BBBB","영업","","","","","","","","경기도 안산시 단원구 고잔동 708 웅신아트프라자 404호","경기도 안산시 단원구 광덕대로 161, 웅신아트프라자 404호 (고잔동)","15471","(주)이앤피","2026-01-08 18:04:53","U","2026-01-10 02:40:00","","184780.940100307","423235.932083668","0","측정대행업","0","","4127310100","","1","708","","","","웅신아트프라자","","404","41273","4127310100","1","2190001","웅신아트프라자 404호 (고잔동)","0","161","","15471",
"50","환경측정대행업","09_30_17_P","3930000","393000066201900027","2019-01-04","","01","영업/정상","BBBB","영업","","","","","031-439-4349","","","경기도 안산시 단원구 원시동 784-2","경기도 안산시 단원구 별망로 555, 805,806호 (원시동)","15434","(주)해솔환경컨설팅[일시]","2026-01-08 18:04:46","U","2026-01-10 02:40:00","","181041.227729424","422140.831653563","160","측정대행업","0","","4127310500","","1","784","2","","","","","","41273","4127310500","1","3191028","805,806호 (원시동)","0","555","","15434",
"51","환경측정대행업","09_30_17_P","4490000","449000066201800012","2018-12-13","","01","영업/정상","BBBB","영업","","","","","041-621-2400","","","충청남도 천안시 서북구 차암동 9-2 이그잭스(주)","충청남도 천안시 서북구 2공단7길 50, 이그잭스(주) (차암동)","31075","(주)부경이엔지 천안지점","2026-01-08 19:11:03","U","2026-01-10 02:40:00","","210791.542108581","372825.494186755","98","측정대행업","0","","4413310600","","1","9","2","","","이그잭스(주)","","","44133","4413310600","1","4550006","이그잭스(주) (차암동)","0","50","","31075",
"52","환경측정대행업","09_30_17_P","3930000","393000066201900033","2019-05-08","","01","영업/정상","BBBB","영업","","","","","031-414-3200","","","경기도 안산시 단원구 원시동 770-3 신안산비즈스타복합지식산업센터","경기도 안산시 단원구 산단로 232, 신안산비즈스타복합지식산업센터 (원시동)","15433","(주)영우환경","2026-01-08 17:59:18","U","2026-01-10 02:40:00","","181355.692340689","423815.131111617","0","측정대행업","0","","4127310500","","1","770","3","","","신안산비즈스타복합지식산업센터","","","41273","4127310500","1","3012031","신안산비즈스타복합지식산업센터 (원시동)","0","232","","15433",
"53","환경측정대행업","09_30_17_P","5710000","571000066201900007","2019-04-02","","01","영업/정상","BBBB","영업","","","","","0432670250","","","충청북도 청주시 흥덕구 송정동 70-73 직지스마트타워","충청북도 청주시 흥덕구 직지대로436번길 76, 직지스마트타워 605~608호 (송정동)","28581","(주)한국산업공해연구소","2026-01-08 13:25:30","U","2026-01-10 02:40:00","","239314.819250794","348918.534887668","629","측정대행업","0","","4311311600","","1","70","73","","","직지스마트타워","","","43113","4311311600","1","4511836","직지스마트타워 601~604,621호 (송정동)","0","76","","28581",
"54","환경측정대행업","09_30_17_P","5310000","531000066201900001","2019-08-07","","01","영업/정상","BBBB","영업","","","","","055-762-8496","","","경상남도 진주시 충무공동 69-3 B동 605,호","경상남도 진주시 동부로169번길 12, 윙스타워 B동 605, 606, 607호 (충무공동)","52818","㈜미래환경연구원","2026-01-08 16:49:01","U","2026-01-10 02:40:00","","302626.809267343","185667.81402946","100","측정대행업","0","","4812312700","","1","71","2","","","양지빌딩","","","48123","4812312700","1","2327003","양지빌딩 2층 (상남동)","0","56","","51504",
"55","환경측정대행업","09_30_17_P","5710000","571000066201900023","2019-10-10","","01","영업/정상","BBBB","영업","","","","","043-232-8201","","","충청북도 청주시 서원구 사직동 539-36","충청북도 청주시 서원구 호국로 169 (사직동)","28547","충북환경 주식회사","2026-01-08 13:25:48","U","2026-01-10 02:40:00","","242437.413678158","349188.022690209","0","측정대행업","0","","4311210100","","1","539","36","","","","","","43112","4311210100","1","3237095","(사직동)","0","169","","28547",
