"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"11","전화권유판매업","08_26_03_P","3170000","2021317023524200023","2021-07-08","","03","폐업","03","폐업처리","2025-12-31","","","","","","","서울특별시 금천구 시흥동 *** 시흥유통상가","서울특별시 금천구 시흥대로 **, 시흥유통상가 **동 *층 ***호 (시흥동)","08639","주식회사 체인커뮤니케이션","2025-12-31 13:15:32","U","2026-01-03 02:40:00","","191226.287379467","437914.06299827","184730288","96677368","100000000","",
"12","전화권유판매업","08_26_03_P","3940000","2025410012524200002","2025-06-17","","03","폐업","03","폐업처리","2025-12-31","","","","","","","경기도 고양시 일산서구 대화동 ****-*","경기도 고양시 일산서구 일산로***번길 *-**, *층 (대화동)","10370","한우즈국제결혼","2025-12-31 16:17:17","U","2026-01-03 02:40:00","","178509.749900929","464425.478279081","0","0","0","",
"13","전화권유판매업","08_26_03_P","3070000","2025307029924200001","2025-04-14","","03","폐업","03","폐업처리","2025-12-31","","","","","","","서울특별시 성북구 길음동 **** 길음뉴타운 ***동 ***호","서울특별시 성북구 길음로 ***, ***동 ***호 (길음동, 길음뉴타운)","02714","바이오 일렉트릭","2025-12-31 10:51:49","U","2026-01-03 02:40:00","","201356.035379848","456606.133621913","0","0","0","",
"14","전화권유판매업","08_26_03_P","3780000","2023378021924200014","2023-12-26","","03","폐업","03","폐업처리","2025-12-30","","","","","","","경기도 성남시 분당구 서현동 ***-* 여암빌딩","경기도 성남시 분당구 황새울로***번길 **, 여암빌딩 ***-W**호 (서현동)","13590","상상애드","2025-12-31 10:29:41","U","2026-01-03 02:40:00","","210834.307532665","431738.329161906","0","0","0","",
"15","전화권유판매업","08_26_03_P","3010000","2023301020524200012","2023-12-13","","04","취소/말소/만료/정지/중지","07","직권말소","2025-12-31","","","","","","","서울특별시 중구 신당동 *** 남산타운","서울특별시 중구 다산로 **, *상가동 ***-*호 (신당동, 남산타운)","04595","영앤슬림코리아","2025-12-31 09:03:12","U","2026-01-03 02:40:00","","200750.455125653","449638.824308081","0","0","0","",
"16","전화권유판매업","08_26_03_P","3820000","2023382034124200012","2023-07-19","","03","폐업","03","폐업처리","2025-12-31","","","","","","","경기도 의정부시 의정부동 ***-* 대정프라자 ****호","경기도 의정부시 시민로 **, 대정프라자 ****호 (의정부동)","11673","주식회사 틔울","2026-01-02 16:03:24","U","2026-01-04 02:40:00","","203411.254704141","470677.929287169","56413520","0","56413520","",
"17","전화권유판매업","08_26_03_P","3090000","2021309017024200007","2021-11-16","","03","폐업","03","폐업처리","2025-12-24","","","","02-455-1526","","","서울특별시 도봉구 방학동 ***-** 보성빌딩","서울특별시 도봉구 방학로*길 **(방학동)","01340","보성산업기술원","2026-01-02 14:48:09","U","2026-01-04 02:40:00","","203555.197063214","462497.278785272","0","0","0","",
"18","전화권유판매업","08_26_03_P","3230000","2026323029124200001","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 송파구 거여동 **-** 동인빌타운","서울특별시 송파구 거마로*길 **, 동인빌타운 ***호-*호 (거여동)","05768","(주)헬시업","2026-01-03 11:42:33","I","2026-01-05 00:20:02","","212959.73484683","443460.783510693","20000000","0","20000000","",
"19","전화권유판매업","08_26_03_P","3170000","2026317025724200001","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 금천구 시흥동 ***-** 정원빌라","서울특별시 금천구 독산로*길 **, 지층 B**호 (시흥동, 정원빌라)","08649","우사인인터넷","2026-01-05 11:07:36","I","2026-01-07 00:20:36","","191426.207833542","438431.276131137","0","0","0","",
"20","전화권유판매업","08_26_03_P","3860000","2016386033424200007","2016-03-07","","03","폐업","03","폐업처리","2026-01-05","","","","1600-0988","","","경기도 부천시 원미구 상동 ***-*","경기도 부천시 원미구 부일로***번길 **, ***호 (상동)","14623","(주)케이디엠","2026-01-05 17:34:35","U","2026-01-07 02:40:00","","178383.5071659","443033.191916854","742799420","198076224","544723200","",
"21","전화권유판매업","08_26_03_P","3860000","2016386043124200003","2016-08-01","","04","취소/말소/만료/정지/중지","07","직권말소","2024-11-27","","","","","","","","경기도 부천시 소사구  범안로 ***-**, ***동 ****호 (범박동, 부천범박힐스테이트*단지아파트)","14778","신양텔레콤","2026-01-05 11:25:21","U","2026-01-07 02:40:00","","182936.788635548","440785.851884714","0","0","0","",
"22","전화권유판매업","08_26_03_P","4500000","2023450032024200001","2015-06-18","","03","폐업","03","폐업처리","2025-12-31","","","","042-221-0900","","","충청남도 공주시 의당면 오인리 ***-*","충청남도 공주시 의당면 오인길 ***","32519","비비드","2026-01-05 17:37:53","U","2026-01-07 02:40:00","","210272.823039843","336275.161263764","0","0","0","",
"23","전화권유판매업","08_26_03_P","3860000","2021386055524200017","2021-07-12","","04","취소/말소/만료/정지/중지","07","직권말소","2024-11-27","","","","1544-4137","","","경기도 부천시 소사구 송내동 ***-* 한솔프라자","경기도 부천시 소사구 송내대로 **, 한솔프라자 *층 (송내동)","14742","주식회사 클라임에셋","2026-01-05 11:26:02","U","2026-01-07 02:40:00","","178067.570695586","442727.639372026","50000000","0","50000000","",
"24","전화권유판매업","08_26_03_P","3030000","2026303010324200001","2026-01-06","","01","영업/정상","01","정상영업","","","","","02-2038-0877","","","서울특별시 성동구 성수동*가 ***-**","서울특별시 성동구 성수이로 **, *층 (성수동*가)","04784","주식회사 건영기획","2026-01-06 16:51:42","I","2026-01-09 00:20:01","","204881.134181689","448769.640328683","230000000","260000000","30000000","",
"25","전화권유판매업","08_26_03_P","3020000","2026302020324200001","2020-04-01","","01","영업/정상","01","정상영업","","","","","1644-4785","","","서울특별시 용산구 한강로*가 **","서울특별시 용산구 서빙고로 **, 센트럴파크 제타워동 ****호 (한강로*가)","04387","(주)퍼플랩스헬스케어","2026-01-06 15:29:42","I","2026-01-09 00:20:01","","197056.728931087","447077.126289262","5277935100","3240816900","214285504","",
"26","전화권유판매업","08_26_03_P","3230000","2026323029124200002","2026-01-02","","01","영업/정상","01","정상영업","","","","","02-455-5623","","","서울특별시 송파구 거여동 *** 거여*단지아파트","서울특별시 송파구 양산로*길 **, ***동 ***호 (거여동, 거여*단지아파트)","05778","서울 패밀리 라이프","2026-01-06 10:01:45","I","2026-01-09 00:20:01","","212974.338350214","443085.538034229","0","0","0","",
"27","전화권유판매업","08_26_03_P","3000000","2023300020224200003","2023-08-08","","04","취소/말소/만료/정지/중지","07","직권말소","2026-01-05","","","","","","","서울특별시 종로구 동숭동 *-** 계우빌딩","서울특별시 종로구 대학로**길 **, 계우빌딩 *층 ***호 K***호 (동숭동)","03086","엠앤에이치컴퍼니","2026-01-06 14:10:08","U","2026-01-09 02:40:00","","200284.079710268","453238.540020978","0","0","0","",
"28","전화권유판매업","08_26_03_P","3660000","2023366021524200014","2023-07-20","","01","영업/정상","01","정상영업","","","","","042-537-6489","","","대전광역시 서구 탄방동 *** 메이저타운","대전광역시 서구 문정로**번길 **, ***호 (탄방동, 메이저타운)","35261","케이티유 바이럴마케팅","2026-01-07 14:44:49","U","2026-01-09 02:40:00","","234350.903766578","315946.430797532","0","0","0","",
"29","전화권유판매업","08_26_03_P","3000000","2017300016924200003","2017-03-08","","04","취소/말소/만료/정지/중지","07","직권말소","2026-01-06","","","","02-2238-9230","","","서울특별시 종로구 숭인동 ***번지 *호 *층 ***호","서울특별시 종로구 난계로**길 **-*, *층 ***호 (숭인동)","03115","한국신문기자회편찬실","2026-01-06 14:11:21","U","2026-01-09 02:40:00","","201744.684500585","452310.493659326","0","0","0","",
"30","전화권유판매업","08_26_03_P","3000000","2002300012924290081","2002-10-16","","04","취소/말소/만료/정지/중지","07","직권말소","2026-01-06","","","2002-10-16","02-3673-2202","","","서울특별시 종로구 효제동 일반번지 ***-*","","","고시에듀","2026-01-06 14:12:01","U","2026-01-09 02:40:00","","","","0","0","0","",
"31","전화권유판매업","08_26_03_P","3000000","2016300016924200003","2016-03-30","","04","취소/말소/만료/정지/중지","07","직권말소","2026-01-06","","","","02-3775-4407","","","서울특별시 종로구 경운동 **번지 ***동 *층 ***호","서울특별시 종로구 삼일대로 ***, ***동 *층 ***호 (경운동)","03147","주식회사 이코노미디어","2026-01-06 14:09:13","U","2026-01-09 02:40:00","","198715.780286168","452524.28971473","26836170","29806804","50000000","",
"32","전화권유판매업","08_26_03_P","3700000","2022370016024200003","2022-03-18","","03","폐업","03","폐업처리","2025-12-31","","","","0529166000","","","울산광역시 남구 선암동 ***-**","울산광역시 남구 두왕로 **, *층 (선암동)","44774","주식회사 제이정보통신","2026-01-06 15:37:59","U","2026-01-09 02:40:00","","","","193877376","32717042","161160336","",
"33","전화권유판매업","08_26_03_P","3860000","2018386043124200016","2018-07-10","","04","취소/말소/만료/정지/중지","07","직권말소","2025-12-29","","","","070-7897-0790","","","경기도 부천시 원미구 상동 ***번지 *호 효성프라자","경기도 부천시 원미구 송내대로***번길 **, 효성프라자 *층 *호 (상동)","14542","주식회사 글로벌교육개발원","2026-01-06 14:37:38","U","2026-01-09 02:40:00","","178530.926984245","444988.038862125","200000000","150000000","50000000","",
"34","전화권유판매업","08_26_03_P","3860000","2022386055524200007","2022-04-13","","04","취소/말소/만료/정지/중지","07","직권말소","2025-12-29","","","","1566-1729","","","경기도 부천시 원미구 중동 ****-* 신중동역 헤리움 메트로타워","경기도 부천시 원미구 길주로 ***, 신중동역 헤리움 메트로타워 ***,***호 (중동)","14548","위더스 기변센터","2026-01-06 14:38:05","U","2026-01-09 02:40:00","","179920.835610085","444530.865512297","0","0","0","",
"35","전화권유판매업","08_26_03_P","3740000","2015561001824200004","2015-03-24","","04","취소/말소/만료/정지/중지","07","직권말소","2026-01-07","","","","1661-7312","","","경기도 수원시 영통구 매탄동 ***-**","경기도 수원시 영통구 산남로**번길 **, ***호 (매탄동)","16524","(주)초록느낌","2026-01-07 10:34:20","U","2026-01-09 02:40:00","","204079.946686659","418674.406504898","105615552","215714048","50000000","",
"36","전화권유판매업","08_26_03_P","3000000","2018300016924200004","2018-09-12","","04","취소/말소/만료/정지/중지","07","직권말소","2026-01-06","","","","","","","서울특별시 종로구 숭인동 ***번지 **호 계명빌딩 ***호","서울특별시 종로구 종로**길 **, 계명빌딩 ***호 (숭인동)","03115","문중뿌리보첩보존회","2026-01-06 14:10:42","U","2026-01-09 02:40:00","","201850.462764525","452407.508781009","0","0","0","",
"37","전화권유판매업","08_26_03_P","3740000","2025561001824200002","2025-03-24","","04","취소/말소/만료/정지/중지","07","직권말소","2026-01-07","","","","","","","경기도 수원시 영통구 매탄동 ****-*","경기도 수원시 영통구 매탄로**번길 *-**, ***호 (매탄동)","16546","엘영 아리랑이온수기","2026-01-07 10:37:42","U","2026-01-09 02:40:00","","203633.713478334","417407.172821692","0","0","0","",
"38","전화권유판매업","08_26_03_P","3780000","2022378021924200013","2022-05-11","","03","폐업","03","폐업처리","2026-01-02","","","","02 - 1644 - 4858","","","경기도 성남시 분당구 수내동 **-* 분당 동부루트빌딩","경기도 성남시 분당구 황새울로***번길 **, 분당 동부루트빌딩 ****호, ****호 (수내동)","13595","씨에스텔","2026-01-06 19:49:15","U","2026-01-09 02:40:00","","210035.53319109","430588.918008914","0","0","0","",
"39","전화권유판매업","08_26_03_P","3220000","2026322024924200001","2026-01-08","","01","영업/정상","01","정상영업","","","","","02-565-3480","","","서울특별시 강남구 역삼동 ***-*","서울특별시 강남구 논현로**길 *-**, ***호 (역삼동)","06237","주식회사 아우라비앤더블유","2026-01-08 07:24:09","I","2026-01-10 00:20:07","","203178.445875229","444044.750081142","105755072","421622976","30000000","",
"40","전화권유판매업","08_26_03_P","3780000","2022378021924200010","2022-03-30","","03","폐업","03","폐업처리","2026-01-08","","","","","","","경기도 성남시 수정구 신흥동 ****-* 한신프라자","경기도 성남시 수정구 산성대로 ***, 한신프라자 *동 **층 ****호 (신흥동)","13272","이에프유 주식회사","2026-01-08 17:36:22","U","2026-01-10 02:40:00","","213447.149716812","437970.152370548","328864928","49528236","5000000","",
"41","전화권유판매업","08_26_03_P","4060000","2022406040724200005","2019-10-29","","01","영업/정상","01","정상영업","","","","","02-2646-1800","","","경기도 파주시 문발동 ***-*","경기도 파주시 파주로 **(문발동)","10880","주식회사 티지오","2026-01-08 16:29:24","U","2026-01-10 02:40:00","","173318.07720609","469112.458547912","6000000000","1900000000","1065859970","",
"42","전화권유판매업","08_26_03_P","4050000","2026564001824200001","2022-05-19","","01","영업/정상","01","정상영업","","","","","0215447898","","","경기도 용인시 수지구 동천동 *** 분당수지 U-TOWER","경기도 용인시 수지구 신수로 ***, 분당수지 U-TOWER 에이동 ****호 (동천동)","16827","(주)인투씨엔에스","2026-01-09 15:09:11","I","2026-01-11 00:20:02","","208940.745787289","426247.566686926","6488327200","3062483970","1351101060","",
"43","전화권유판매업","08_26_03_P","3060000","2026306021524200001","2026-01-09","","01","영업/정상","01","정상영업","","","","","02-2039-2620","","","서울특별시 중랑구 상봉동 ***-** 이레** *층","서울특별시 중랑구 봉우재로**길 **, *층 (상봉동, 이레**)","02154","주식회사 한국메디케어","2026-01-09 14:01:04","I","2026-01-11 00:20:02","","207651.765361212","454623.145146086","10000000","0","10000000","",
"44","전화권유판매업","08_26_03_P","3780000","2024378021924200006","2024-09-24","","01","영업/정상","01","정상영업","","","","","031-715-8008","","","경기도 성남시 분당구 구미동 *-*","경기도 성남시 분당구 돌마로 **, ***-*호 (구미동)","13630","다성씨앤씨 주식회사","2026-01-09 09:40:20","U","2026-01-11 02:40:00","","209408.852097392","427522.575677396","10000000","0","10000000","",
"45","전화권유판매업","08_26_03_P","4530000","2020453039124200002","2020-09-23","","03","폐업","03","폐업처리","2025-12-31","","","","","","","충청남도 서산시 동문동 ***-* 태양빌딩","충청남도 서산시 율지*로 **, 태양빌딩 (동문동)","31993","케이티 디오니","2026-01-09 09:17:19","U","2026-01-11 02:40:00","","151996.514871348","364143.178538924","0","0","0","",
"46","전화권유판매업","08_26_03_P","3140000","2022314016724200002","2022-06-13","","03","폐업","03","폐업처리","2026-01-09","","","","","","","서울특별시 양천구 목동 ***-* 다우렉스빌 ***호","서울특별시 양천구 목동중앙본로*길 **, ***호 (목동, 다우렉스빌)","07960","센스 파트너스","2026-01-09 16:23:41","U","2026-01-11 02:40:00","","188331.739726397","448466.39249294","0","0","0","",
"47","전화권유판매업","08_26_03_P","4490000","2026566002924200001","2026-01-12","","01","영업/정상","01","정상영업","","","","","","","","충청남도 천안시 서북구 백석동 **** ***호","충청남도 천안시 서북구 한들*로 ***, ***호 (백석동)","31087","주식회사 엠아이티티","2026-01-12 17:21:34","I","2026-01-14 00:20:02","","210688.781651584","370806.700438195","10000000","0","10000000","",
"48","전화권유판매업","08_26_03_P","3230000","2026323029124200003","2007-01-16","","01","영업/정상","01","정상영업","","","","2007-01-16","02-3485-9398","","","서울특별시 송파구 가락동 *-* 중앙일보사","서울특별시 송파구 오금로 ***, 중앙일보사 *층 (가락동)","05701","주식회사 참존","2026-01-12 11:42:27","I","2026-01-14 00:20:02","","211083.079854507","444474.489315972","30987221000","57791599000","24522465300","",
"49","전화권유판매업","08_26_03_P","3940000","2016396012824200006","2016-02-22","","03","폐업","03","폐업처리","2026-01-12","","","","031-812-1089","","","경기도 고양시 덕양구 동산동 ***번지 *호","경기도 고양시 덕양구 덕수천*로 ***, e-편한세상시티삼송 *차 ***동 ***호 (동산동)","10595","블루오션넷","2026-01-12 13:48:29","U","2026-01-14 02:40:00","","190688.144401272","460768.835144725","0","0","0","",
"50","전화권유판매업","08_26_03_P","3530000","2020353017924200008","2020-03-20","","03","폐업","03","폐업처리","2026-01-09","","","","032-715-6167","","","인천광역시 남동구 구월동 ****번지 **호 이노프라자텔","인천광역시 남동구 미래로 **, *층 ***-**호 (구월동)","21558","골든벨","2026-01-12 10:51:39","U","2026-01-14 02:40:00","","173747.870379682","438874.98019566","0","0","0","",
"51","전화권유판매업","08_26_03_P","3830000","2026385003724200001","2026-01-13","","01","영업/정상","01","정상영업","","","","","1588-1230","","","경기도 안양시 동안구 호계동 *** 신원비젼타워","경기도 안양시 동안구 전파로 **, 신원비젼타워 *층 (호계동)","14042","롯데렌탈 (주)","2026-01-13 16:28:32","I","2026-01-15 00:20:35","","194845.802030093","431924.117916635","6281586800000","5042197800000","183170318000","",
"52","전화권유판매업","08_26_03_P","3940000","2026410012524200001","2026-01-13","","01","영업/정상","01","정상영업","","","","","031-924-5000","","","경기도 고양시 일산서구 덕이동 ****-**","경기도 고양시 일산서구 송포로***번길 ***-**, *층 (덕이동)","10215","(주)케이원컴퍼니","2026-01-13 15:39:24","I","2026-01-15 00:20:35","","176071.294655686","464687.015895169","40000000","0","40000000","",
"53","전화권유판매업","08_26_03_P","3030000","2026303010324200002","2023-05-10","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 성동구 성수동*가 ***-* DL 성수","서울특별시 성동구 성수이로 ***, DL 성수 (성수동*가)","04794","주식회사 컨셉인","2026-01-13 15:40:53","I","2026-01-15 00:20:35","","205001.330561095","449340.301134739","50000000","0","50000000","",
"54","전화권유판매업","08_26_03_P","6510000","2026651024424200001","2026-01-12","","01","영업/정상","01","정상영업","","","","","","","","제주특별자치도 제주시 연동 ***-**","제주특별자치도 제주시 연동*길 **, *층 (연동)","63123","포스삼촌","2026-01-13 08:54:02","I","2026-01-15 00:20:35","","152573.054369991","-975.126251487858","0","0","0","",
"55","전화권유판매업","08_26_03_P","3780000","2023378021924200013","2023-11-22","","03","폐업","03","폐업처리","2026-01-09","","","","031-8022-7077","","","경기도 성남시 분당구 정자동 ***-* 젤존타워*","경기도 성남시 분당구 정자일로 ***, 젤존타워* *층 ***호 (정자동)","13558","㈜ 이앤임","2026-01-13 11:52:24","U","2026-01-15 02:40:00","","209346.56","429178.135","250000000","200000000","50000000","",
"56","전화권유판매업","08_26_03_P","3820000","2026382042224200001","2020-01-07","","01","영업/정상","01","정상영업","","","","","","","","경기도 의정부시 고산동 *** 고산 디에트르 에듀파크 아파트","경기도 의정부시 서광로 ***, ***동 ****호 (고산동, 고산 디에트르 에듀파크 아파트)","11819","제이피라이프","2026-01-14 17:06:12","I","2026-01-16 00:20:02","","209952.334517339","470285.685176406","8500000","16256921","10000000","",
"57","전화권유판매업","08_26_03_P","3740000","2026376003424200001","2026-01-14","","01","영업/정상","01","정상영업","","","","","","","","경기도 수원시 권선구 권선동 ****-* 우덕빌딩","경기도 수원시 권선구 효원로***번길 **, 우덕빌딩 *층 (권선동)","16571","주식회사우연","2026-01-14 14:01:18","I","2026-01-16 00:20:02","","202625.96058698","417621.501829675","1036844030","113172712","923671300","",
"58","전화권유판매업","08_26_03_P","4520000","2026452038324200001","2026-01-14","","01","영업/정상","01","정상영업","","","","","041-425-0011","","","충청남도 아산시 배방읍 북수리 **** 진성버터영어속","충청남도 아산시 배방읍 북수로 **, ***호","31490","써밋디자인(주)","2026-01-14 11:54:22","I","2026-01-16 00:20:02","","205856.911391409","363535.084948009","525902080","177324368","348577696","",
"59","전화권유판매업","08_26_03_P","5590000","2026559032124200001","2026-01-14","","01","영업/정상","01","정상영업","","","","","","","","경기도 양주시 옥정동 **** e편한세상 옥정 에듀써밋","경기도 양주시 옥정동로*길 **, ****동 ****호 (옥정동, e편한세상 옥정 에듀써밋)","11478","아이오","2026-01-14 10:19:13","I","2026-01-16 00:20:02","","208123.372323368","479319.367222028","0","0","0","",
"60","전화권유판매업","08_26_03_P","3210000","2020321015324200019","2020-11-03","","01","영업/정상","01","정상영업","","","","","1599-6034","","","서울특별시 서초구 서초동 ****-** 한화생명보험빌딩","서울특별시 서초구 강남대로 ***, 한화생명보험빌딩 (서초동)","06628","(주) 드림어스컴퍼니","2026-01-14 09:35:21","U","2026-01-16 02:40:00","","202605.525331034","443189.699750908","171585552000","53668516000","117917041000","",
"61","전화권유판매업","08_26_03_P","4060000","2026406055224200001","2026-01-15","","04","취소/말소/만료/정지/중지","04","직권취소","","","","2026-01-14","070 - 8064 - 2677","","","경기도 파주시 상지석동 ***-**","경기도 파주시 고봉로 ***-**, 가동 B**-E**호 (상지석동)","10911","판타스틱 인베스트먼트","2026-01-15 11:08:30","I","2026-01-17 00:20:02","","181429.886692476","469045.573730663","0","0","0","",
"62","전화권유판매업","08_26_03_P","4060000","2026406055224200002","2026-01-15","","01","영업/정상","08","영업재개","","","","2026-01-15","070 - 8064 - 2677","","","경기도 파주시 동패동 ****-* 센타프라자*","경기도 파주시 청석로 ***, ****-A***호 (동패동)","10874","만능탐정","2026-01-15 11:08:08","I","2026-01-17 00:20:02","","175051.536682254","469329.561686701","0","0","0","",
"63","전화권유판매업","08_26_03_P","4060000","2026406055224200003","2026-01-15","","01","영업/정상","01","정상영업","","","","","070 - 8064 - 2677","","","경기도 파주시 상지석동 ***-**","경기도 파주시 고봉로 ***-**, 가동 B**-E**호 (상지석동)","10911","판타스틱 인베스트먼트","2026-01-15 16:29:08","I","2026-01-17 00:20:02","","181429.886692476","469045.573730663","0","0","0","",
"64","전화권유판매업","08_26_03_P","4060000","2026406055224200004","2026-01-15","","01","영업/정상","01","정상영업","","","","","070 - 8064 - 2677","","","경기도 파주시 동패동 ****-* 센타프라자*","경기도 파주시 청석로 ***, ****-A***호 (동패동)","10874","만능탐정","2026-01-15 16:31:05","I","2026-01-17 00:20:02","","175051.536682254","469329.561686701","0","0","0","",
"65","전화권유판매업","08_26_03_P","3200000","2026320022524200001","2018-06-22","","01","영업/정상","01","정상영업","","","","","070-7209-5376","","","서울특별시 관악구 신림동 **-* S-빌딩","서울특별시 관악구 신림로**길 **, S-빌딩 *층 (신림동)","08777","체험 주식회사","2026-01-15 17:24:17","I","2026-01-17 00:20:02","","193796.9476638","442271.603023256","2797561340","1563003780","1234557700","",
"66","전화권유판매업","08_26_03_P","3040000","2026304019024200001","2023-06-28","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 광진구 군자동 **-*","서울특별시 광진구 군자로 ***, 지하*층 지-**호 (군자동)","04998","모던넥스트 주식회사","2026-01-15 13:00:23","I","2026-01-17 00:20:02","","206686.595268579","450299.12481082","1246147070","35166404","50000000","",
"67","전화권유판매업","08_26_03_P","4090000","2026409051624200001","2026-01-15","","01","영업/정상","01","정상영업","","","","","070 - 8064 - 2677","","","경기도 김포시 구래동 ****-**","경기도 김포시 김포한강**로***번길 **, B동 ***-엘**호(스위트엠아크라시티*차) (구래동)","10071","판타스틱마케팅","2026-01-15 11:08:06","I","2026-01-17 00:20:02","","166420.485479481","460026.890718341","0","0","0","",
"68","전화권유판매업","08_26_03_P","3560000","2026356028524200001","2026-01-15","","01","영업/정상","01","정상영업","","","","","1522-8580","","","인천광역시 서구 왕길동 ***-*","인천광역시 서구 완정로***번길 *, B동 *층 (왕길동)","22636","주식회사 엠제이통신","2026-01-15 09:15:24","I","2026-01-17 00:20:02","","169974.238478123","455397.113950425","2671383300","2854220030","-182836752","",
