"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"11","동물위탁관리업","02_03_10_P","3600000","360000004820220010","2022-08-23","","03","폐업","0002","폐업","2025-12-31","","","","","0","","광주광역시 서구 쌍촌동 ***-**","광주광역시 서구 금호운천길 **-*, *층 (쌍촌동)","62002","포우포우 반려견 유치원","2025-12-31 17:12:20","U","2026-01-03 02:40:00","","186818.540210527","182578.513099371","동물위탁관리업","동물위탁관리업","000","0",
"12","동물위탁관리업","02_03_10_P","3310000","331000004820180008","2018-06-08","","03","폐업","0002","폐업","2025-12-31","","","","051-628-0855","0","","부산광역시 남구 용호동 ***-* 목련아파트","부산광역시 남구 용호로***번길 *, 상가동 *층 ***호 (용호동, 목련아파트)","48578","용호동물병원","2025-12-31 13:26:17","U","2026-01-03 02:40:00","","392505.215427484","182296.122660257","동물위탁관리업","동물위탁관리업","000","0",
"13","동물위탁관리업","02_03_10_P","3220000","322000004820190079","2019-10-14","","03","폐업","0002","폐업","2025-12-31","","","","02-6204-5959","0","","서울특별시 강남구 논현동 ***-** 준화빌딩","서울특별시 강남구 봉은사로**길 **, 준화빌딩 *층 (논현동)","06102","펌킨 펫하우스 청담","2025-12-31 14:14:43","U","2026-01-03 02:40:00","","203413.921695182","445374.80036284","동물위탁관리업","동물위탁관리업","L00","0",
"14","동물위탁관리업","02_03_10_P","3310000","331000004820180042","2018-10-17","","03","폐업","0002","폐업","2025-12-31","","","","","0","","부산광역시 남구 우암동 ***-** 탑열린학원","부산광역시 남구 동제당로 ***, 탑열린학원 지하*층 (우암동)","48469","개와 사람(애견호텔)","2025-12-31 13:06:19","U","2026-01-03 02:40:00","","389242.480812327","182695.098215957","동물위탁관리업","동물위탁관리업","000","0",
"15","동물위탁관리업","02_03_10_P","3070000","307000004820200001","2020-01-16","","03","폐업","0002","폐업","2025-04-01","","","","0507-1346-9909","0","","서울특별시 성북구 돈암동 **-* 성운빌딩","서울특별시 성북구 북악산로 ***, 성운빌딩 *층 (돈암동)","02828","나오미야오 고양이호텔","2025-12-31 15:34:52","U","2026-01-03 02:40:00","","201709.92634238","455131.759563314","동물위탁관리업","동물위탁관리업","000","0",
"16","동물위탁관리업","02_03_10_P","3070000","307000004820210010","2021-05-13","","03","폐업","0002","폐업","2025-07-08","","","","","0","","서울특별시 성북구 장위동 ***-* 꿈의숲 빌딩","서울특별시 성북구 월계로**길 **, 꿈의숲 빌딩 ***호 (장위동)","02754","땡일리 애견 유치원","2025-12-31 14:03:47","U","2026-01-03 02:40:00","","203905.771080068","457377.671933134","동물위탁관리업","동물위탁관리업","000","0",
"17","동물위탁관리업","02_03_10_P","3740000","374000004820200037","2020-07-01","","03","폐업","0002","폐업","2025-12-31","","","","","0","","경기도 수원시 권선구 오목천동 ***-**","경기도 수원시 권선구 삼천병마로 ****, *층 ***호 (오목천동)","16634","#아름답개","2025-12-31 15:53:06","U","2026-01-03 02:40:00","","196598.80446747","415507.039940775","동물위탁관리업","동물위탁관리업","000","0",
"18","동물위탁관리업","02_03_10_P","3350000","335000004820210009","2021-06-10","","03","폐업","0002","폐업","2025-12-31","","","","","0","","부산광역시 금정구 구서동 ***-*","부산광역시 금정구 금강로 ***, *층 (구서동)","46229","펫플","2025-12-31 15:44:36","U","2026-01-03 02:40:00","","389938.406434511","197496.044951381","동물위탁관리업","동물위탁관리업","000","0",
"19","동물위탁관리업","02_03_10_P","3530000","353000004820180042","2018-07-13","","03","폐업","0002","폐업","2025-12-31","","","","032-465-9955","0","","인천광역시 남동구 만수동 *-***","인천광역시 남동구 만수로**번길 ** (만수동)","21521","준애견샵","2025-12-31 17:35:42","U","2026-01-03 02:40:00","","176588.038747872","440273.140132111","동물위탁관리업","동물위탁관리업","000","0",
"20","동물위탁관리업","02_03_10_P","3040000","304000004820180073","2018-11-06","","03","폐업","0002","폐업","2025-12-31","","","","02-455-7570","0","","서울특별시 광진구 광장동 ***-**","서울특별시 광진구 광나루로 *** (광장동)","04984","쥬라기동물병원","2025-12-31 17:05:14","U","2026-01-03 02:40:00","","208344.912915338","448875.286459939","동물위탁관리업","동물위탁관리업","000","0",
"21","동물위탁관리업","02_03_10_P","3030000","303000004820180055","2018-10-04","","01","영업/정상","0000","정상","","","","","02-3409-9225","0","","서울특별시 성동구 성수동*가 *** 트리마제","서울특별시 성동구 왕십리로 **, ***호 (성수동*가, 트리마제)","04773","모동모동","2025-12-31 15:38:05","U","2026-01-03 02:40:00","","203911.513091074","448508.756036449","동물위탁관리업","동물위탁관리업","000","0",
"22","동물위탁관리업","02_03_10_P","3560000","356000004820230022","2023-11-29","","03","폐업","0002","폐업","2025-12-31","","","","","0","","인천광역시 서구 가정동 * 루원 린스트라우스 더 린시티","인천광역시 서구 서곶로 **, 루원 린스트라우스 더 린시티 상가동 *층 **** 일부호 (가정동, 루원 린스트라우스 더 린시티)","22776","브라이트 독","2025-12-31 16:40:52","U","2026-01-03 02:40:00","","","","동물위탁관리업","동물위탁관리업","000","0",
"23","동물위탁관리업","02_03_10_P","3400000","340000004820260001","2026-01-02","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 기장군 일광읍 삼성리 *** 이지더원*차 오션포레","부산광역시 기장군 일광읍 해빛*로 *, ***호 (이지더원*차 오션포레)","46048","메리몰펫샵 일광점","2026-01-02 10:47:42","I","2026-01-04 00:20:12","","402085.646418977","198845.409257454","동물위탁관리업","동물위탁관리업","000","0",
"24","동물위탁관리업","02_03_10_P","3990000","399000004820260001","2026-01-02","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 다산동 ****-* *층","경기도 남양주시 다산순환로 ***-**, *층 (다산동)","12285","아워포우즈","2026-01-02 09:04:53","I","2026-01-04 00:20:12","","213957.746636755","457688.508309948","동물위탁관리업","동물위탁관리업","000","0",
"25","동물위탁관리업","02_03_10_P","3410000","341000004820260001","2026-01-02","","01","영업/정상","0000","정상","","","","","","0","","대구광역시 중구 북성로*가 *-*","대구광역시 중구 북성로 **, *층 (북성로*가)","41916","왈왈애견카페 유치원 호텔 픽업","2026-01-02 10:38:36","I","2026-01-04 00:20:12","","343581.803842195","264948.057077016","동물위탁관리업","동물위탁관리업","000","0",
"26","동물위탁관리업","02_03_10_P","3370000","337000004820260001","2026-01-02","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 연제구 연산동 ***-**","부산광역시 연제구 중앙천로**번길 **, *층 (연산동)","47600","두두멍스테이","2026-01-02 14:44:34","I","2026-01-04 00:20:12","","389465.446070878","188458.547259425","동물위탁관리업","동물위탁관리업","000","0",
"27","동물위탁관리업","02_03_10_P","4721000","472100004820220002","2022-10-13","","01","영업/정상","0000","정상","","","","","","0","","전북특별자치도 완주군 용진읍 구억리 ***-*","전북특별자치도 완주군 용진읍 목효로 **","55353","딩동댕댕","2026-01-02 13:35:59","U","2026-01-04 02:40:00","","214548.070299676","264222.786363767","동물위탁관리업","동물위탁관리업","000","0",
"28","동물위탁관리업","02_03_10_P","3560000","356000004820250019","2025-11-14","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 서구 신현동 ***-**","인천광역시 서구 새오개로***번안길 **, *동 *층 **호 (신현동)","22779","인천강아지분양 고양이입양 다온입양센터","2026-01-02 09:13:30","U","2026-01-04 02:40:00","","170167.442655065","446661.999270355","동물위탁관리업","동물위탁관리업","000","0",
"29","동물위탁관리업","02_03_10_P","5530000","553000004820250019","2025-12-09","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 반송동 **-*","경기도 화성시 동탄공원로*길 **-**, ***호 (반송동)","18436","냉큼오레오","2026-01-02 14:10:13","U","2026-01-04 02:40:00","","205343.353803139","411234.140714277","동물위탁관리업","동물위탁관리업","000","0",
"30","동물위탁관리업","02_03_10_P","5350000","535000004820240007","2024-02-22","","03","폐업","0002","폐업","2025-08-31","","","","","0","","경상남도 김해시 장유동 ***-*","경상남도 김해시 율하*로 **, ***호 (장유동)","51020","똑똑하개","2026-01-02 17:46:49","U","2026-01-04 02:40:00","","366037.674107947","187435.07729327","동물위탁관리업","동물위탁관리업","000","0",
"31","동물위탁관리업","02_03_10_P","3200000","320000004820220007","2022-12-01","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 관악구 봉천동 ***-* *층","서울특별시 관악구 봉천로**길 **, *층 (봉천동)","08750","데일리독","2026-01-02 09:01:53","U","2026-01-04 02:40:00","","194787.194233354","442629.877075961","동물위탁관리업","동물위탁관리업","000","0",
"32","동물위탁관리업","02_03_10_P","3940000","410010004820210002","2021-04-02","","03","폐업","0002","폐업","2025-12-31","","","","","0","","경기도 고양시 일산서구 일산동 ***-** 메이저프라자","경기도 고양시 일산서구 원일로 **, 메이저프라자 *층 ***호 (일산동)","10348","포근(FOGN)","2026-01-02 15:49:23","U","2026-01-04 02:40:00","","179457.991725863","464990.317992728","동물위탁관리업","동물위탁관리업","000","0",
"33","동물위탁관리업","02_03_10_P","3710000","371000004820210006","2021-10-05","","03","폐업","0002","폐업","2025-12-30","","","","0522520101","0","","울산광역시 동구 화정동 ***-* 금강아파트 상가","울산광역시 동구 봉수로 ***, 금강아파트 상가 (화정동)","44060","강아지 지니","2026-01-02 16:54:14","U","2026-01-04 02:40:00","","419285.128212187","225223.346157978","동물위탁관리업","동물위탁관리업","000","0",
"34","동물위탁관리업","02_03_10_P","3930000","393000004820220009","2022-03-31","","04","취소/말소/만료/정지/중지","0004","말소","2025-12-31","","","","","0","","경기도 안산시 단원구 고잔동 ***-* 동아아케이드빌딩 ***호","경기도 안산시 단원구 고잔*길 **, ***호 (고잔동)","15360","묘한스핑크스까페 안산고잔점","2026-01-02 15:35:05","U","2026-01-04 02:40:00","","185381.138274595","423954.956682969","동물위탁관리업","동물위탁관리업","000","0",
"35","동물위탁관리업","02_03_10_P","3930000","393000004820220012","2022-06-27","","04","취소/말소/만료/정지/중지","0004","말소","2025-12-31","","","","","0","","경기도 안산시 상록구 사동 **** 안산고잔*차푸르지오 상가동","경기도 안산시 상록구 해양*로 **, 안산고잔*차푸르지오 상가동 *층 *호 (사동)","15593","아이이뽀 퍼피하우스","2026-01-02 15:31:05","U","2026-01-04 02:40:00","","183807.285170032","421578.082802402","동물위탁관리업","동물위탁관리업","000","0",
"36","동물위탁관리업","02_03_10_P","3460000","346000004820210007","2021-05-03","","03","폐업","0002","폐업","2026-01-02","","","","","0","","대구광역시 수성구 중동 ***","대구광역시 수성구 청수로*길 **-** (중동)","42155","럽댕 강아지분양","2026-01-02 17:03:03","U","2026-01-04 02:40:00","","345886.650677014","261412.622462472","동물위탁관리업","동물위탁관리업","000","0",
"37","동물위탁관리업","02_03_10_P","3930000","393000004820230009","2023-10-06","","04","취소/말소/만료/정지/중지","0004","말소","2025-12-31","","","","","0","","경기도 안산시 상록구 이동 ***-* 상신프라자","경기도 안산시 상록구 중보로 **, 상신프라자 ***호 (이동)","15495","노리멍","2026-01-02 15:24:50","U","2026-01-04 02:40:00","","186522.436406404","422658.429648843","동물위탁관리업","동물위탁관리업","000","0",
"38","동물위탁관리업","02_03_10_P","4820000","482000004820240001","2024-01-07","","01","영업/정상","0000","정상","","","","","","0","","전라남도 순천시 해룡면 상삼리 ***-**","전라남도 순천시 해룡면 조례못등길 ***","57983","멍블리앤미","2026-01-03 12:50:55","U","2026-01-05 02:40:00","","248224.698189764","161242.712418973","동물위탁관리업","동물위탁관리업","000","0",
"39","동물위탁관리업","02_03_10_P","3740000","374000004820260002","2026-01-05","","01","영업/정상","0000","정상","","","","","","0","","경기도 수원시 장안구 송죽동 ***-*","경기도 수원시 장안구 송원로**번길 **, *층 일부호 (송죽동)","16307","멍니버스","2026-01-05 09:44:49","I","2026-01-07 00:20:36","","200614.473399794","421598.84092264","동물위탁관리업","동물위탁관리업","000","0",
"40","동물위탁관리업","02_03_10_P","3170000","317000004820260001","2026-01-05","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 금천구 가산동 ***-* *층 ***-*호","서울특별시 금천구 남부순환로 ****, *층 ***-*호 (가산동)","08527","펫대손손 애견센터 가산점","2026-01-05 09:40:01","I","2026-01-07 00:20:36","","190302.576827532","441861.779595513","동물위탁관리업","동물위탁관리업","000","0",
"41","동물위탁관리업","02_03_10_P","3740000","374000004820230028","2023-08-07","","03","폐업","0002","폐업","2026-01-05","","","","","0","","경기도 수원시 권선구 권선동 ****-* 이오스 오피스텔","경기도 수원시 권선구 권광로 ***, ***호 (권선동, 이오스 오피스텔)","16571","오늘도 편안하개","2026-01-05 17:27:52","U","2026-01-07 02:40:00","","202682.935","417648.83","동물위탁관리업","동물위탁관리업","000","0",
"42","동물위탁관리업","02_03_10_P","3520000","352000004820240008","2024-07-30","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 연수구 동춘동 **** 대성빌딩 ***호","인천광역시 연수구 봉재산로**번길 *, 대성빌딩 ***호 (동춘동)","21970","개,세신사","2026-01-05 13:40:36","U","2026-01-07 02:40:00","","170344.135487924","434031.850269205","동물위탁관리업","동물위탁관리업","000","0",
"43","동물위탁관리업","02_03_10_P","6510000","651000004820240002","2024-01-30","","03","폐업","0002","폐업","2025-12-15","","","","","0","","제주특별자치도 제주시 조천읍 대흘리 ***-*","제주특별자치도 제주시 조천읍 함선로 ***-*","63343","도그모루 애견유치원","2026-01-05 18:05:05","U","2026-01-07 02:40:00","","169543.031587771","2143.02244431822","동물위탁관리업","동물위탁관리업","000","0",
"44","동물위탁관리업","02_03_10_P","3250000","325000004820180004","2018-05-24","","03","폐업","0002","폐업","2026-01-05","","","","051-246-7551","0","","부산광역시 중구 남포동*가 **-*","부산광역시 중구 구덕로 **-* (남포동*가)","48954","피닉스애견미용","2026-01-05 16:00:15","U","2026-01-07 02:40:00","","385264.539023624","179559.218819161","동물위탁관리업","동물위탁관리업","000","0",
"45","동물위탁관리업","02_03_10_P","3910000","391000004820180117","2018-10-12","","03","폐업","0002","폐업","2025-12-31","","","","","0","","경기도 평택시 서정동 ***-*","경기도 평택시 송탄로 ***, *층 (서정동)","17772","헬로 마이펫","2026-01-05 15:38:56","U","2026-01-07 02:40:00","","205119.288830704","396066.297837297","동물위탁관리업","동물위탁관리업","000","0",
"46","동물위탁관리업","02_03_10_P","3520000","352000004820210011","2021-04-16","","03","폐업","0002","폐업","2026-01-05","","","","032-811-4501","0","","인천광역시 연수구 선학동 ***-* 선학프라자 ***-*호","인천광역시 연수구 학나래로***번길 *, 선학프라자 ***-*호 (선학동)","21909","개멋 애견미용","2026-01-05 14:59:10","U","2026-01-07 02:40:00","","173239.747269354","436275.296029206","동물위탁관리업","동물위탁관리업","000","0",
"47","동물위탁관리업","02_03_10_P","3450000","345000004820230007","2023-12-29","","01","영업/정상","0000","정상","","","","","","0","","대구광역시 북구 복현동 ***-*","대구광역시 북구 동북로 ***-*, *층 (복현동)","41529","욜로독","2026-01-05 17:17:48","U","2026-01-07 02:40:00","","346197.488416662","267184.605043825","동물위탁관리업","동물위탁관리업","000","0",
"48","동물위탁관리업","02_03_10_P","3740000","374000004820260001","2026-01-05","","01","영업/정상","0000","정상","","","","","","0","","경기도 수원시 권선구 금곡동 ****","경기도 수원시 권선구 금곡로***번길 **, ***(일부)호 (금곡동)","16385","하이멍뭉","2026-01-06 11:51:16","I","2026-01-09 00:20:01","","194708.566177877","418983.774877259","동물위탁관리업","동물위탁관리업","000","0",
"49","동물위탁관리업","02_03_10_P","4050000","563000004820260001","2026-01-06","","01","영업/정상","0000","정상","","","","","","0","","경기도 용인시 기흥구 공세동 ***-*","경기도 용인시 기흥구 고매로**번길 ** (공세동)","17084","도그레이 공세점","2026-01-06 15:00:38","I","2026-01-09 00:20:01","","210302.14994491","414766.590662368","동물위탁관리업","동물위탁관리업","000","0",
"50","동물위탁관리업","02_03_10_P","3990000","399000004820260002","2026-01-07","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 별내동 ***-*","경기도 남양주시 두물로**번길 **-*, ***호 (별내동)","12105","야옹이미용실","2026-01-07 18:59:41","I","2026-01-09 00:20:01","","211096.74266107","461795.622493447","동물위탁관리업","동물위탁관리업","000","0",
"51","동물위탁관리업","02_03_10_P","4830000","483000004820260001","2026-01-07","","01","영업/정상","0000","정상","","","","","","0","","전라남도 나주시 노안면 금동리 **-*","전라남도 나주시 노안면 노안로 ***","58209","댕마실","2026-01-07 17:27:14","I","2026-01-09 00:20:01","","175583.74077914","174981.532972438","동물위탁관리업","동물위탁관리업","000","0",
"52","동물위탁관리업","02_03_10_P","4231000","423100004820230001","2023-06-16","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 교동 ***-*","강원특별자치도 속초시 동해대로 ****, *층 (교동)","24862","하이멍","2026-01-07 10:23:40","U","2026-01-09 02:40:00","","337331.082698102","523267.368187986","동물위탁관리업","동물위탁관리업","000","0",
"53","동물위탁관리업","02_03_10_P","4040000","404000004820230002","2023-03-09","","03","폐업","0002","폐업","2026-01-07","","","","","0","","경기도 하남시 망월동 **** 미사역 파라곤 스퀘어","경기도 하남시 미사강변동로 ***-*, 미사역 파라곤 스퀘어 *층 ****호 (망월동)","12912","바우하우스","2026-01-07 14:27:19","U","2026-01-09 02:40:00","","217057.174856799","451355.879802577","동물위탁관리업","동물위탁관리업","000","0",
"54","동물위탁관리업","02_03_10_P","5530000","553000004820230002","2023-01-17","","02","휴업","0001","휴업","","2025-12-31","2026-12-31","","","0","","경기도 화성시 봉담읍 분천리 ***","경기도 화성시 봉담읍 분천길**번길 ***, *동","18329","멍스 크로스","2026-01-07 17:49:56","U","2026-01-09 02:40:00","","196772.870084351","410690.53315075","동물위탁관리업","동물위탁관리업","000","0",
"55","동물위탁관리업","02_03_10_P","4520000","452000004820180076","2018-12-27","","03","폐업","0002","폐업","2025-03-11","","","","","0","","충청남도 아산시 배방읍 장재리 ****","충청남도 아산시 배방읍 용연로 ***-**, *층 ***호","31468","다섯마리 하우스","2026-01-07 08:52:06","U","2026-01-09 02:40:00","","208238.803115496","364612.817062994","동물위탁관리업","동물위탁관리업","000","0",
"56","동물위탁관리업","02_03_10_P","5670000","567000004820180017","2018-06-27","","02","휴업","0001","휴업","","2026-01-01","2028-12-31","","","0","","경상남도 창원시 의창구 북면 화천리 ***-*","경상남도 창원시 의창구 북면 구룡로 ***, *층","51110","댕댕이 애견카페","2026-01-06 14:09:20","U","2026-01-09 02:40:00","","345991.91481388","201243.711352911","동물위탁관리업","동물위탁관리업","000","0",
"57","동물위탁관리업","02_03_10_P","5350000","535000004820190006","2019-02-07","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 진영읍 진영리 ***-*","경상남도 김해시 진영읍 진산대로 ***","50859","장보는 강아지와 고양이(김해진영점)","2026-01-07 09:42:47","U","2026-01-09 02:40:00","","356362.210141276","203891.710600129","동물위탁관리업","동물위탁관리업","000","0",
"58","동물위탁관리업","02_03_10_P","3690000","369000004820250002","2025-01-23","","03","폐업","0002","폐업","2026-01-06","","","","","0","","울산광역시 중구 성남동 **-**","울산광역시 중구 학성로 **-* (성남동)","44529","행복하개","2026-01-06 12:14:21","U","2026-01-09 02:40:00","","410288.076373133","230860.826374325","동물위탁관리업","동물위탁관리업","000","0",
"59","동물위탁관리업","02_03_10_P","3940000","410010004820260001","2026-01-07","","01","영업/정상","0000","정상","","","","","","0","","경기도 고양시 일산서구 일산동 ***-** 메이저프라자 ***호","경기도 고양시 일산서구 원일로 **, 메이저프라자 *층 ***호 (일산동)","10348","포근(FOGN)","2026-01-07 13:49:57","I","2026-01-10 00:20:07","","179457.991725863","464990.317992728","동물위탁관리업","동물위탁관리업","000","0",
"60","동물위탁관리업","02_03_10_P","3990000","399000004820260003","2026-01-08","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 평내동 ***-* ***호","경기도 남양주시 늘을*로 *, ***호 (평내동)","12217","신난댕 애견유치원","2026-01-08 10:03:16","I","2026-01-10 00:20:07","","221078.4952354","461125.496428013","동물위탁관리업","동물위탁관리업","000","0",
"61","동물위탁관리업","02_03_10_P","3210000","321000004820260001","2026-01-06","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 서초구 서초동 ****-** 서초빌딩 ***호","서울특별시 서초구 서초중앙로**길 ***, 서초빌딩 *층 ***호 (서초동)","06631","옐레드 애견유치원&애견호텔 서초교대역점","2026-01-06 10:19:40","I","2026-01-10 00:20:07","","201672.414997537","443598.413885358","동물위탁관리업","동물위탁관리업","000","0",
"62","동물위탁관리업","02_03_10_P","5310000","531000004820260001","2026-01-06","","01","영업/정상","0000","정상","","","","","","0","","경상남도 진주시 평거동 *-*","경상남도 진주시 진양호로 ***, *층 (평거동)","52677","오늘도 빛나개","2026-01-06 17:50:27","I","2026-01-10 00:20:07","","296741.847072898","186945.716996329","동물위탁관리업","동물위탁관리업","000","0",
"63","동물위탁관리업","02_03_10_P","3100000","310000004820260001","2026-01-08","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 노원구 상계동 ***-** 선우빌딩","서울특별시 노원구 한글비석로**길 **, 선우빌딩 *층 (상계동)","01657","멍울대 프리미엄 펫캠퍼스","2026-01-08 15:07:03","I","2026-01-10 00:20:07","","206051.627438213","462601.093826065","동물위탁관리업","동물위탁관리업","000","0",
"64","동물위탁관리업","02_03_10_P","3930000","393000004820230006","2023-09-07","","04","취소/말소/만료/정지/중지","0004","말소","2025-12-31","","","","","0","","경기도 안산시 상록구 성포동 *** 안산파크 푸르지오","경기도 안산시 상록구 화랑로 ***, *층 ***호 (성포동, 안산파크 푸르지오)","15298","호텔이냥","2026-01-08 14:56:24","U","2026-01-10 02:40:00","","186415.582051411","424162.241593955","동물위탁관리업","동물위탁관리업","000","0",
"65","동물위탁관리업","02_03_10_P","3420000","342000004820240004","2024-05-23","","01","영업/정상","0000","정상","","","","","","0","","대구광역시 동구 지묘동 ****-*","대구광역시 동구 동화천로**길 *, *층 ***호 (지묘동)","41003","댕이숲 애견유치원","2026-01-07 15:44:55","U","2026-01-10 02:40:00","","347131.295863366","272526.367459332","동물위탁관리업","동물위탁관리업","000","0",
"66","동물위탁관리업","02_03_10_P","3460000","346000004820240005","2024-04-29","","03","폐업","0002","폐업","2025-12-31","","","","","0","","대구광역시 수성구 황금동 ***-*","대구광역시 수성구 청수로**길 **-*, *층 (황금동)","42149","개린이 하우스","2026-01-07 08:49:32","U","2026-01-10 02:40:00","","346354.731900258","261356.841766941","동물위탁관리업","동물위탁관리업","000","0",
"67","동물위탁관리업","02_03_10_P","3780000","378000004820240002","2024-01-23","","03","폐업","0002","폐업","2026-01-08","","","","","0","","경기도 성남시 분당구 서현동 ***-* 풍림아이원플러스","경기도 성남시 분당구 서현로 ***, 풍림아이원플러스 S동 ****,****호 (서현동)","13590","랄라 강아지 놀이방&amp;호텔","2026-01-08 16:10:25","U","2026-01-10 02:40:00","","210776.048172188","431880.785795565","동물위탁관리업","동물위탁관리업","000","0",
