"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수",
"15","개인하수처리시설관리업(사업장)","09_30_03_P","4520000","452000053200800002","2008-12-30","","01","영업/정상","11","영업","","","","","041-534-7548","","","충청남도 아산시 온천동 1852","충청남도 아산시 번영로115번길 1 (온천동)","31511","(주)예덕엔지니어링","2026-01-07 15:55:50","U","2026-01-09 02:40:00","","200273.59655942","365025.777333594","분뇨등관련영업관리","","","","","0","","0",
"16","개인하수처리시설관리업(사업장)","09_30_03_P","3510500","351050053200100004","2000-03-06","","01","영업/정상","11","영업","","","","","","","","인천광역시 미추홀구 문학동 356-9","인천광역시 미추홀구 소성로 285 (문학동)","22236","(주)청수환경(관리업)","2026-01-07 16:45:35","U","2026-01-09 02:40:00","","171511.538841631","437325.349800515","분뇨등관련영업관리","","","","","0","","0",
"17","개인하수처리시설관리업(사업장)","09_30_03_P","4040000","404000053200010008","2000-09-01","","01","영업/정상","3","재개업","","","2025-01-21","2025-01-21","031-794-4218","","465-110","경기도 하남시 천현동 612 지층","경기도 하남시 신장로56번길 52 (천현동)","465-817","(주)좋은환경","2026-01-06 11:44:06","U","2026-01-09 02:40:00","","218801.181300007","448240.927403159","분뇨등관련영업관리","","","","","0","","0",
"18","개인하수처리시설관리업(사업장)","09_30_03_P","4261000","426100053201000001","2010-10-14","","01","영업/정상","11","영업","","","","","344-1989","","","강원특별자치도 횡성군 횡성읍 학곡리 876-1","강원특별자치도 횡성군 횡성읍 경강로 1620","25210","새한환경","2026-01-08 11:43:18","U","2026-01-10 02:40:00","","284392.713959808","445201.057797313","분뇨등관련영업관리","","","","","0","","0",
"19","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200000006","2000-01-07","","01","영업/정상","11","영업","","","","","005106224274","","608-766","부산광역시 남구 용호동 538-40 도시타워아파트 202호","부산광역시 남구 용호로232번길 31, 202호 (용호동, 도시타워아파트상가)","608-766","(주)팔공환경엔지니어링","2026-01-08 13:12:32","U","2026-01-10 02:40:00","","392177.054040305","181177.438378822","분뇨등관련영업관리","","","","","0","","0",
"20","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200900001","2009-04-16","","01","영업/정상","11","영업","","","","","051-643-8225","","","부산광역시 남구 문현동 61-23","부산광역시 남구 진남로 207, 2층 (문현동)","48409","(주)동해환경","2026-01-08 13:11:34","U","2026-01-10 02:40:00","","389153.361849672","184778.657753035","분뇨등관련영업관리","","","","","0","","0",
"21","개인하수처리시설관리업(사업장)","09_30_03_P","5670000","567012353202300001","2023-01-10","","01","영업/정상","11","영업","","","","","055-291-2323","","","경상남도 창원시 의창구 중동 763-9","경상남도 창원시 의창구 의창대로282번길 5-19 (중동)","51380","주식회사 미주시스템","2026-01-08 13:19:45","U","2026-01-10 02:40:00","건물 건설업","348262.982449588","196925.784064558","분뇨등관련영업관리","건물 건설업","","","","0","","0",
"22","개인하수처리시설관리업(사업장)","09_30_03_P","5540000","554000053201100003","2011-03-22","","01","영업/정상","11","영업","","","","","0317988040","","","경기도 광주시 쌍령동 418-16","경기도 광주시 경충대로 1442-27, 2층 (쌍령동)","12791","(주)유원엔텍","2026-01-09 09:05:02","U","2026-01-11 02:40:00","","224309.332416287","433065.135386497","분뇨등관련영업관리","","","","","0","","0",
"23","개인하수처리시설관리업(사업장)","09_30_03_P","4810000","481000053200700001","2007-12-31","","01","영업/정상","11","영업","","","","","0616538240","","","전라남도 여수시 미평동 275-12 2층","전라남도 여수시 미평로 57, 2층 (미평동)","59629","(주)가나수질환경","2026-01-13 14:30:03","U","2026-01-15 02:40:00","","264772.869255537","141292.743275121","분뇨등관련영업관리","","","","","0","","0",
"24","개인하수처리시설관리업(사업장)","09_30_03_P","3510500","351050053200100008","2004-06-03","","02","휴업","1","휴업","","2025-11-01","","","","","402-200","인천광역시 미추홀구 주안동 981-2","","","슈퍼텍엔지니어링(관리업)","2026-01-14 15:52:40","U","2026-01-16 02:40:00","","","","분뇨등관련영업관리","","","","","0","","0",
"25","개인하수처리시설관리업(사업장)","09_30_03_P","3510500","351050053200100006","2004-03-02","","02","휴업","1","휴업","","2026-01-01","","","032-883-7373","","","인천광역시 미추홀구 주안동 238-1 오피스텔 디에이 리베로 1314호","인천광역시 미추홀구 주안로 89, 오피스텔 디에이 리베로 1314호 (주안동)","22132","(주)새천년인천환경(관리업)","2026-01-14 15:41:32","U","2026-01-16 02:40:00","","171559.220855577","440292.143678819","분뇨등관련영업관리","","","","","0","","0",
