"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","용도지역","건물형태구분명","객실수","주택면적","방면적비율","소화기개수","단독경보형감지기개수","자동확산소화기대수","휴대용비상조명등대수","피난구유도등개수","유도표지개수","완강기대수","가스누설경보기대수","일산화탄소감지기대수","조식제공여부","오수처리시설용량","화장실수","화장실종류명",
"250","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000012","2026-01-12","","01","영업/정상","1","정상","","","","","","212.5","690-220","제주특별자치도 제주시 도평동 884","제주특별자치도 제주시 도평길 44-12 (도평동)","63076","행복동","2026-01-12 15:02:15","I","2026-01-14 00:20:02","","148690.967534914","-1906.69014570754","자연녹지지역","","1","97.76","97.76","4","5","0","3","0","2","0","0","1","","0","1","",
"251","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000013","2026-01-12","","01","영업/정상","1","정상","","","","","","165.3","690-241","제주특별자치도 제주시 도두일동 2621-4","제주특별자치도 제주시 도두항서5길 18-3, 2·3층 (도두일동)","63113","브리즈아일랜드","2026-01-12 15:13:21","I","2026-01-14 00:20:02","","150202.233160967","931.768230025573","준주거지역","","1","155.97","155.97","4","5","2","5","0","3","1","2","5","","0","2","",
"252","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000014","2026-01-12","","01","영업/정상","1","정상","","","","","","263","690-192","제주특별자치도 제주시 외도이동 334-5","제주특별자치도 제주시 월대3길 31, 2·3·4층 (외도이동)","63068","바당고띠","2026-01-12 15:08:18","I","2026-01-14 00:20:02","","147188.218818087","-116.667356689438","일반주거지역","","7","422.65","422.65","9","10","2","8","0","12","2","2","2","","0","8","",
"253","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000015","2026-01-12","","01","영업/정상","1","정상","","","","","","","695-915","제주특별자치도 제주시 애월읍 하가리 1449","제주특별자치도 제주시 애월읍 하가로 141-6","63036","애몽파트투","2026-01-12 14:10:29","I","2026-01-14 00:20:02","","139476.03351968","-4246.43961434877","","","1","72.82","0","3","4","1","2","0","1","0","1","1","","0","0","",
"254","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000016","2026-01-12","","01","영업/정상","1","정상","","","","","","856","695-962","제주특별자치도 제주시 조천읍 대흘리 119-1","제주특별자치도 제주시 조천읍 곱은달길 50","63343","유하우스","2026-01-12 20:05:04","I","2026-01-14 00:20:02","","169529.803513311","1769.56856721382","계획관리지역","","1","170.36","0","6","6","1","5","5","0","0","1","1","","0","2","",
"255","농어촌민박업","03_11_08_P","4460000","AGCV044600002026000001","2026-01-12","","01","영업/정상","1","정상","","","","","","991","367-871","충청북도 괴산군 장연면 광진리 848","충청북도 괴산군 장연면 충민로광진2길 46","28008","잿골민박","2026-01-12 10:21:48","I","2026-01-14 00:20:02","","282604.757682967","374932.474407077","생산관리지역","","2","72","72","4","5","1","3","0","1","0","1","1","","0","3","",
"256","농어촌민박업","03_11_08_P","4181000","AGCV041810002025000060","2025-12-30","","01","영업/정상","1","정상","","","","","","393","","강원특별자치도 춘천시 서면 금산리 663-35","강원특별자치도 춘천시 서면 박사로 1047-16","24461","점말촌 민박","2026-01-09 09:54:46","I","2026-01-14 00:20:02","","","","도시지역","","3","99.6","0","3","3","2","3","0","1","0","2","2","","0","0","",
"257","농어촌민박업","03_11_08_P","4201000","AGCV042010002026000002","2026-01-12","","01","영업/정상","1","정상","","","","","","326.6","","강원특별자치도 강릉시 주문진읍 교항리 84-12","강원특별자치도 강릉시 주문진읍 웃사다리3길 43-2","25417","아준하우스","2026-01-12 10:07:33","I","2026-01-14 00:20:02","","360141.415799543","488602.977052561","제2종일반주거지역","","1","152.25","152.25","3","1","1","1","1","1","0","1","1","","0","3","",
"258","농어촌민박업","03_11_08_P","3570000","AGCV035700002026000001","2026-01-12","","01","영업/정상","1","정상","","","","","","710","417-823","인천광역시 강화군 선원면 신정리 87","인천광역시 강화군 선원면 고식이길 199-18","23042","소영집","2026-01-12 17:27:31","I","2026-01-14 00:20:02","","156525.98575051","469709.374858928","계획관리지역","","1","80","0","2","4","1","1","2","0","0","1","2","","3","2","",
"259","농어촌민박업","03_11_08_P","3930000","AGCV039300002026000001","2026-01-09","","01","영업/정상","1","정상","","","","","","457","425-340","경기도 안산시 단원구 대부남동 139-69","경기도 안산시 단원구 부흥로 225-19 (대부남동)","","꿈에 그린 키즈풀 그린동","2026-01-12 10:35:35","I","2026-01-14 00:20:02","","","","자연녹지지역","","3","148.23","0","4","7","2","4","0","4","0","2","2","","10","0","",
"260","농어촌민박업","03_11_08_P","3930000","AGCV039300002026000002","2026-01-09","","01","영업/정상","1","정상","","","","","","457","425-340","경기도 안산시 단원구 대부남동 139-70","경기도 안산시 단원구 부흥로 225-21 (대부남동)","","꿈에 그린 키즈풀 꿈동","2026-01-12 10:35:47","I","2026-01-14 00:20:02","","","","자연녹지지역","","3","144.75","0","4","7","1","4","0","4","0","1","2","","10","0","",
"261","농어촌민박업","03_11_08_P","4291000","AGCV042910002017000003","2017-04-04","","03","폐업","3","폐업","2025-12-29","","","","","356.4","","강원특별자치도 정선군 고한읍 고한리 62-248","강원특별자치도 정선군 고한읍 고한로 149","26155","하이원민박","2026-01-12 13:28:00","U","2026-01-14 02:40:00","","364433.116842744","412690.430667271","농림지역","","4","118.8","118.8","0","0","0","0","0","0","0","0","0","","0","5","",
"262","농어촌민박업","03_11_08_P","4201000","AGCV042010002020000039","2020-03-25","","03","폐업","3","폐업","2026-01-12","","","","033-644-0413","650","","","강원특별자치도 강릉시 사천면 가마골길 30-1","25436","별빛속통나무펜션","2026-01-12 18:03:02","U","2026-01-14 02:40:00","","","","관리지역","","1","86.96","86.96","1","1","0","2","0","2","0","0","0","","0","2","",
"263","농어촌민박업","03_11_08_P","4500000","AGCV045000002026000002","2026-01-12","","01","영업/정상","1","정상","","","","","","830","314-823","충청남도 공주시 정안면 인풍리 45-10","충청남도 공주시 정안면 차령고개로 226-16","32511","별밤정안","2026-01-12 09:10:39","U","2026-01-14 02:40:00","","211121.352809936","349256.962612908","준농림 외 1","","2","97.98","0","4","3","2","3","0","2","0","0","2","","0","1","",
"264","농어촌민박업","03_11_08_P","6510000","AGCV065100002025000520","2026-01-07","","01","영업/정상","1","정상","","","","","","","695-913","제주특별자치도 제주시 애월읍 애월리 378","제주특별자치도 제주시 애월읍 일주서로 6335-13","63043","다담애월하나","2026-01-12 10:02:50","U","2026-01-14 02:40:00","","137723.544127103","-3432.33634122803","","","2","227.71","0","6","6","2","3","0","2","0","2","2","","8","0","",
"265","농어촌민박업","03_11_08_P","5370000","AGCV053700002019000934","2019-12-13","","03","폐업","3","폐업","2026-01-12","","","","","655","656-821","경상남도 거제시 하청면 대곡리 812","경상남도 거제시 하청면 황덕도길 95","53203","바닷가민박","2026-01-12 11:27:44","U","2026-01-14 02:40:00","","348587.925583561","168640.939583388","자연환경보전지역","","1","50.16","0","2","4","1","2","2","0","0","0","0","","4","2","",
"266","농어촌민박업","03_11_08_P","6510000","AGCV065100002019002527","2018-12-21","","03","폐업","3","폐업","2026-01-12","","","","","","695-969","제주특별자치도 제주시 조천읍 신흥리 536번지","제주특별자치도 제주시 조천읍 신흥로1길 52","63332","신흥부부민박","2026-01-12 17:25:38","U","2026-01-14 02:40:00","","167384.085099902","5797.34024840713","1종일반주거지역","","2","42.98","0","4","6","0","0","0","0","0","0","0","","0","0","",
"267","농어촌민박업","03_11_08_P","6510000","AGCV065100002020000485","2020-08-27","","03","폐업","3","폐업","2026-01-12","","","","","165.3","690-241","제주특별자치도 제주시 도두일동 2621-4","제주특별자치도 제주시 도두항서5길 18-3, 2,3층 (도두일동)","63113","BREEZE ISLAND","2026-01-12 16:23:43","U","2026-01-14 02:40:00","","150202.233160967","931.768230025573","준주거지역","","4","155.97","67.2","4","10","2","5","0","2","1","2","2","","0","2","",
"268","농어촌민박업","03_11_08_P","6510000","AGCV065100002019001444","2017-12-15","","01","영업/정상","1","정상","","","","","","","695-943","제주특별자치도 제주시 한경면 판포리 2620번지","제주특별자치도 제주시 한경면 판포중길 33-35","63003","유유부단","2026-01-12 08:58:44","U","2026-01-14 02:40:00","","125902.22467538","-15162.8889556115","계획관리지역","","2","49.09","0","2","5","0","2","0","1","0","0","0","","4","0","",
"269","농어촌민박업","03_11_08_P","6510000","AGCV065100002019001723","2012-03-16","","03","폐업","3","폐업","2026-01-12","","","","","","690-192","제주특별자치도 제주시 외도이동 334번지 5호","제주특별자치도 제주시 월대3길 31 (외도이동)","63068","바당고띠","2026-01-12 16:23:31","U","2026-01-14 02:40:00","","147188.218818087","-116.667356689438","제2종일반주거지역","","7","422.65","0","0","0","0","0","0","0","0","0","0","","0","0","",
"270","농어촌민박업","03_11_08_P","6520000","AGCV065200002022000064","2022-05-02","","03","폐업","3","폐업","2025-12-31","","","","","377","699-906","제주특별자치도 서귀포시 성산읍 오조리 139-1","제주특별자치도 서귀포시 성산읍 오조로61번길 3-9","63639","본터휴","2026-01-12 16:23:26","U","2026-01-14 02:40:00","","192003.183414722","-4096.49589240747","","","1","60.97","0","4","2","1","2","0","1","1","1","1","","0","0","",
"271","농어촌민박업","03_11_08_P","5120000","AGCV051200002018000019","2018-08-27","","03","폐업","3","폐업","2026-01-12","","","","","1006.1","745-901","경상북도 문경시 가은읍 하괴리 485","경상북도 문경시 가은읍 옥천길 59-6","36994","솔향기민박","2026-01-12 16:49:57","U","2026-01-14 02:40:00","","293458.13450147","350834.218876035","계획관리지역","","4","197.01","0","5","27","0","0","0","0","0","0","0","","0","6","",
"272","농어촌민박업","03_11_08_P","5600000","AGCV056000002025000024","2025-10-27","","01","영업/정상","1","정상","","","","","","692","","","경기도 포천시 소흘읍 이곡길 73-111","11187","스카이 427","2026-01-12 09:02:39","U","2026-01-14 02:40:00","","212967.943649565","475906.223242458","생산관리지역","","1","197.57","197.57","3","2","1","1","2","0","0","0","1","","0","2","",
"273","농어촌민박업","03_11_08_P","3580000","AGCV035800002025000028","2025-10-29","","01","영업/정상","1","정상","","","","","","361","409-872","인천광역시 옹진군 영흥면 선재리 131-2","인천광역시 옹진군 영흥면 선재로52번길 38","23123","선재도펜션ok민박","2026-01-12 14:41:07","U","2026-01-14 02:40:00","","158526.454699868","414900.653492851","","","0","199.38","0","4","4","0","4","0","4","0","0","0","","0","0","",
"274","농어촌민박업","03_11_08_P","5380000","AGCV053800002025000011","2025-12-15","","01","영업/정상","1","정상","","","","","","180","","","경상남도 양산시 원동면 원동마을2길 18","50587","원동역 민박","2026-01-12 18:41:28","U","2026-01-14 02:40:00","","374407.678920509","208907.886383396","계획관리지역","","1","48.59","48.59","4","3","2","1","0","1","0","0","2","","0","1","",
"275","농어촌민박업","03_11_08_P","5380000","AGCV053800002025000010","2025-12-11","","01","영업/정상","1","정상","","","","","","488","","","경상남도 양산시 동면 영천2길 28","50647","힐사이드 가든 하우스","2026-01-12 18:41:19","U","2026-01-14 02:40:00","","391498.902270826","203010.847807794","제1종일반주거지역","","2","99.27","99.27","4","5","2","4","0","6","0","0","1","","0","2","",
"276","농어촌민박업","03_11_08_P","5380000","AGCV053800002025000009","2025-12-01","","01","영업/정상","1","정상","","","","","","1142","","","경상남도 양산시 원동면 장선2길 16","50500","배내허브랜드펜션","2026-01-12 18:41:09","U","2026-01-14 02:40:00","","381099.696706959","224336.875869983","생산관리지역","","5","228.23","228.23","5","14","5","5","0","5","0","0","1","","0","6","",
"277","농어촌민박업","03_11_08_P","5340000","AGCV053400002020000018","2020-10-26","","01","영업/정상","1","정상","","","","","","646","664-914","경상남도 사천시 곤양면 무고리 844-1","경상남도 사천시 곤양면 곤북로 652-6","52504","만점농원펜션","2026-01-12 14:54:01","U","2026-01-14 02:40:00","","282890.399256705","176359.23653214","생산관리지역","","1","119.16","119.16","3","3","2","1","0","2","0","0","2","","0","2","",
"278","농어촌민박업","03_11_08_P","6520000","AGCV065200002019000090","2010-07-27","","03","폐업","3","폐업","2026-01-09","","","","","","697-310","제주특별자치도 서귀포시 하예동 1679번지 써니빌리조트","제주특별자치도 서귀포시 예래해안로 109-14, 써니빌리조트 (하예동)","63538","써니 빌리지","2026-01-12 09:11:00","U","2026-01-14 02:40:00","","141668.341055345","-28779.6967765786","자연녹지지역","","4","219.9","0","6","5","0","0","0","0","0","0","0","","0","0","",
"279","농어촌민박업","03_11_08_P","6520000","AGCV065200002019000180","2015-01-28","","03","폐업","3","폐업","2026-01-12","","","","","584","697-862","제주특별자치도 서귀포시 호근동 214번지 1호","제주특별자치도 서귀포시 태평로205번길 43-5 (호근동)","63571","뉴 꿈꾸는 숲","2026-01-12 09:26:54","U","2026-01-14 02:40:00","","157049.229905624","-27539.911351642","자연녹지지역","","2","99.9","0","3","2","3","3","0","3","0","3","3","","2","0","",
"280","농어촌민박업","03_11_08_P","4160000","AGCV041600002016000061","2016-07-29","","03","폐업","3","폐업","2026-01-09","","","","","992","477-842","경기도 가평군 북면 백둔리 716-3","경기도 가평군 북면 백둔로650번길 205-10","12406","에덴시아","2026-01-12 08:33:42","U","2026-01-14 02:40:00","","238633.569919476","490472.104193098","관리지역","","2","201.2","201.2","5","3","0","2","0","2","0","0","0","","0","4","",
"281","농어촌민박업","03_11_08_P","6510000","AGCV065100002019000263","2015-06-04","","03","폐업","3","폐업","2025-12-31","","","","","","690-071","제주특별자치도 제주시 삼양일동 1651번지 1호","제주특별자치도 제주시 원당로7길 5-1 (삼양일동)","63317","제주게스트하우스쑤기야","2026-01-12 16:23:21","U","2026-01-14 02:40:00","","161921.032813047","3360.87045518129","제2종 일반주거지역","","2","153.99","0","0","0","0","0","0","0","0","0","0","","0","0","",
"282","농어촌민박업","03_11_08_P","6510000","AGCV065100002023000646","2023-12-15","","03","폐업","3","폐업","2026-01-09","","","","","","","","제주특별자치도 제주시 애월읍 고성남서길 39-15","63065","파미에애월","2026-01-12 08:34:37","U","2026-01-14 02:40:00","","","","","","3","190.04","190.04","3","6","1","3","1","0","0","1","1","","0","0","",
"283","농어촌민박업","03_11_08_P","6510000","AGCV065100002024000531","2024-12-20","","03","폐업","3","폐업","2026-01-12","","","","","362","695-962","제주특별자치도 제주시 조천읍 와산리 326-8","제주특별자치도 제주시 조천읍 와선로 162-38","63342","제주기억","2026-01-12 17:21:32","U","2026-01-14 02:40:00","","171008.087001208","-1780.38991346128","보전관리지역","","1","83.86","0","3","4","1","2","0","2","2","1","1","","3","2","",
"284","농어촌민박업","03_11_08_P","4191000","AGCV041910002026000001","2026-01-13","","01","영업/정상","1","정상","","","","","","221.5","","강원특별자치도 원주시 판부면 서곡리 2007-12","강원특별자치도 원주시 판부면 오성마을길 67-1","26400","Cozy Zone","2026-01-13 09:07:25","I","2026-01-15 00:20:35","","283997.911695966","424603.540942014","일반주거지역","","1","223.86","27","1","1","1","1","0","1","0","1","1","","0","1","",
"285","농어촌민박업","03_11_08_P","4721000","AGCV047210002026000001","2026-01-13","","01","영업/정상","1","정상","","","","","","1604","","","전북특별자치도 완주군 고산면 대아저수로 213-4","55310","조용한 동네","2026-01-13 10:18:46","I","2026-01-15 00:20:35","","221927.178638472","276435.237193913","계획관리지역","","3","197.86","197.86","3","4","1","3","2","0","0","0","1","","0","3","",
"286","농어촌민박업","03_11_08_P","5330000","AGCV053300002026000001","2026-01-06","","01","영업/정상","1","정상","","","","","","104","","","경상남도 통영시 산양읍 세포큰길 80-7","53083","피노키오","2026-01-13 16:27:18","I","2026-01-15 00:20:35","","327029.999673884","147367.068873553","자연녹지지역","","1","60.54","0","2","4","1","1","0","1","0","0","1","","0","1","",
"287","농어촌민박업","03_11_08_P","5050000","AGCV050500002026000006","2026-01-13","","01","영업/정상","1","정상","","","","","","821","780-420","경상북도 경주시 구정동 291-16","경상북도 경주시 새골길 49-76 (구정동)","38128","소월스테이","2026-01-13 14:44:33","I","2026-01-15 00:20:35","","408173.169541329","256688.746279849","보전녹지","","2","107.27","107.27","4","4","2","4","2","2","0","2","2","","0","2","",
"288","농어촌민박업","03_11_08_P","5050000","AGCV050500002026000007","2026-01-13","","01","영업/정상","1","정상","","","","","","364","780-873","경상북도 경주시 천북면 물천리 907","경상북도 경주시 천북면 목실길 14-13","38038","힐스톤풀빌라","2026-01-13 15:10:43","I","2026-01-15 00:20:35","","405266.269700616","266124.755140813","가축사육제한","","2","227.18","227.18","3","8","2","5","0","2","0","2","2","","0","5","",
"289","농어촌민박업","03_11_08_P","5250000","AGCV052500002026000001","2026-01-13","","01","영업/정상","1","정상","","","","","","997","767-901","경상북도 울진군 평해읍 거일리 61-2","경상북도 울진군 평해읍 박실길 12-16","36368","파도향기","2026-01-13 10:11:08","I","2026-01-15 00:20:35","","420887.539215955","359539.412229812","계획관리지역","","4","181.65","181.65","6","6","4","4","0","4","0","1","3","","0","5","",
"290","농어촌민박업","03_11_08_P","4870000","AGCV048700002026000001","2026-01-13","","01","영업/정상","1","정상","","","","","","348","","","전라남도 구례군 광의면 수한2길 23","57615","재료의 산책","2026-01-13 09:46:29","I","2026-01-15 00:20:35","","242680.017352462","195096.108988752","계획관리지구","","2","105.84","105.84","4","3","1","2","0","2","0","1","1","","0","2","",
"291","농어촌민박업","03_11_08_P","4160000","AGCV041600002026000002","2026-01-13","","01","영업/정상","1","정상","","","","","","674","477-855","경기도 가평군 설악면 위곡리 868","경기도 가평군 설악면 사당골길 30-14","12463","뒹굴뒹굴","2026-01-13 10:19:49","I","2026-01-15 00:20:35","","245354.936776184","462276.384294711","계획관리지역","","1","141.12","141.12","4","4","0","4","0","3","0","0","0","","8","2","",
"292","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000017","2026-01-09","","01","영업/정상","1","정상","","","","","","","695-979","제주특별자치도 제주시 구좌읍 송당리 1107-4","제주특별자치도 제주시 구좌읍 중산간동로 2070","63355","도도도","2026-01-09 15:25:05","I","2026-01-15 00:20:35","","178043.252446739","-2563.4538602197","","","1","97.09","0","4","5","2","2","0","2","0","2","2","","0","0","",
"293","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000018","2026-01-13","","01","영업/정상","1","정상","","","","","","","695-976","제주특별자치도 제주시 구좌읍 하도리 1321-3","제주특별자치도 제주시 구좌읍 문주란로 22-13","63363","돌, 제주","2026-01-13 16:48:20","I","2026-01-15 00:20:35","","189224.46297927","2367.33254407177","","","2","136.53","0","4","4","0","0","0","2","0","2","0","","0","0","",
"294","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000019","2026-01-13","","01","영업/정상","1","정상","","","","","","","695-975","제주특별자치도 제주시 구좌읍 행원리 1925-9","제주특별자치도 제주시 구좌읍 덕행로 137","63349","소이제주","2026-01-13 17:33:11","I","2026-01-15 00:20:35","","181108.732058952","4333.54723844038","","","1","66.3","0","4","4","2","2","0","2","0","2","2","","0","0","",
"295","농어촌민박업","03_11_08_P","3570000","AGCV035700002025000096","2026-01-12","","01","영업/정상","1","정상","","","","","","533","417-843","인천광역시 강화군 길상면 장흥리 281-3","인천광역시 강화군 길상면 해안남로352번길 31-2","23052","리세스","2026-01-13 17:43:48","I","2026-01-15 00:20:35","","157109.369941559","456360.139783066","계획관리지역","","2","147.59","0","2","4","1","3","0","3","0","1","1","","6","2","",
"296","농어촌민박업","03_11_08_P","6510000","AGCV065100002023000394","2023-07-28","","01","영업/정상","1","정상","","","","","","972","695-921","제주특별자치도 제주시 한림읍 상대리 3228-2","제주특별자치도 제주시 한림읍 한상로 116-6","63022","안도 프라이빗 풀빌라 제주 협재","2026-01-13 10:12:13","U","2026-01-15 02:40:00","","133581.647126758","-9536.66963860443","자연녹지지역","","2","220.77","0","5","7","2","6","3","0","0","2","2","","0","3","",
"297","농어촌민박업","03_11_08_P","6510000","AGCV065100002023000385","2023-07-24","","03","폐업","3","폐업","2026-01-13","","","","","0","","","제주특별자치도 제주시 구좌읍 비자숲길 15-6","63351","비자곰","2026-01-13 16:40:55","U","2026-01-15 02:40:00","","182492.548530548","-128.335164481811","","","2","99.21","0","2","6","1","1","0","1","0","1","1","","1.98","2","",
"298","농어촌민박업","03_11_08_P","4721000","AGCV047210002024000007","2024-05-30","","01","영업/정상","1","정상","","","","","","683","","","전북특별자치도 완주군 소양면 신교응암길 173-21","55357","전주소나무뜰펜션","2026-01-13 16:30:58","U","2026-01-15 02:40:00","","219773.3909383","260164.354777238","생산녹지지역","","3","202.3","202.3","5","7","1","7","2","0","0","1","0","","8","3","",
"299","농어촌민박업","03_11_08_P","4721000","AGCV047210002024000013","2024-10-30","","01","영업/정상","1","정상","","","","","","728","","전북특별자치도 완주군 소양면 화심리 489-3","전북특별자치도 완주군 소양면 상관소양로 1089-40, 외 1개소","55346","화심골","2026-01-13 16:28:27","U","2026-01-15 02:40:00","","224110.917408246","260039.561239763","계회관리지역","","2","164.03","117.13","2","8","2","2","0","2","0","3","0","","0","3","",
"300","농어촌민박업","03_11_08_P","4251000","AGCV042510002020000481","2020-02-06","","02","휴업","2","휴업","","2024-06-01","2026-03-02","","","5859","","강원특별자치도 홍천군 서면 개야리 312번지 8호","강원특별자치도 홍천군 서면 개야로 222-4, 주1동","25100","레스또","2026-01-13 09:40:41","U","2026-01-15 02:40:00","","255168.52043671","464834.931621453","보전관리지역","","5","198.98","198.98","6","12","9","10","10","3","3","3","8","","10","6","",
"301","농어촌민박업","03_11_08_P","4251000","AGCV042510002020000347","2016-11-17","","02","휴업","2","휴업","","2024-09-01","2026-03-02","","","91","","강원특별자치도 홍천군 서면 모곡리 516","강원특별자치도 홍천군 서면 모곡강변길 151","25100","더체어","2026-01-13 09:44:25","U","2026-01-15 02:40:00","","253494.879816436","466484.887491144","관리지역","","1","149.14","0","2","2","0","0","0","0","0","0","0","","10","4","",
"302","농어촌민박업","03_11_08_P","4341000","AGCV043410002006000447","2006-05-03","","03","폐업","3","폐업","2025-04-08","","","","033-682-0373","545","","강원특별자치도 고성군 현내면 대진리 354 우리민박","강원특별자치도 고성군 현내면 한나루로 205, 우리민박","24703","우리민박","2026-01-13 17:47:47","U","2026-01-15 02:40:00","","323936.324306713","556715.151088855","준도시지역","","2","91.96","27","2","2","1","1","1","1","1","0","0","","20","2","",
"303","농어촌민박업","03_11_08_P","4331000","AGCV043310002006000339","2006-05-04","","01","영업/정상","1","정상","","","","","","830","","강원특별자치도 인제군 기린면 진동리 185-1","강원특별자치도 인제군 기린면 설피밭길 528","24653","곰배령스케치","2026-01-13 17:41:09","U","2026-01-15 02:40:00","","329258.481714636","503649.857523907","계획관리지역","","5","151","151","4","3","0","0","0","0","0","0","0","","4","3","",
"304","농어촌민박업","03_11_08_P","4721000","AGCV047210002024000011","2024-07-30","","01","영업/정상","1","정상","","","","","","414","","","전북특별자치도 완주군 동상면 송광수만로 1191","55344","에벤에셀","2026-01-13 16:29:58","U","2026-01-15 02:40:00","","","","보전관리지역","","1","93.18","93.18","3","3","0","3","0","2","0","0","0","","0","2","",
"305","농어촌민박업","03_11_08_P","4721000","AGCV047210002024000008","2024-06-12","","01","영업/정상","1","정상","","","","","","700","","","전북특별자치도 완주군 운주면 대둔산로 2130-21","55300","선이네민박","2026-01-13 16:30:38","U","2026-01-15 02:40:00","","230316.603067636","290012.540501735","자연환경보전지역","","1","44.46","19.07","2","3","0","2","0","1","0","0","0","","1","1","",
"306","농어촌민박업","03_11_08_P","4721000","AGCV047210002024000010","2024-07-30","","01","영업/정상","1","정상","","","","","","1311","","전북특별자치도 완주군 상관면 신리 516-5","전북특별자치도 완주군 상관면 월암길 38-31, 월암길 38-29, 28-31","55359","달빛하루","2026-01-13 16:29:37","U","2026-01-15 02:40:00","","218434.911882828","253165.530911684","보전녹지지역","","2","167.01","167.01","4","6","2","2","0","2","0","2","7","","3","4","",
"307","농어촌민박업","03_11_08_P","4721000","AGCV047210002024000009","2024-07-11","","01","영업/정상","1","정상","","","","","","890","","","전북특별자치도 완주군 운주면 대둔산로 1752","55300","옥계정펜션","2026-01-13 16:30:16","U","2026-01-15 02:40:00","","228306.299991581","288461.037563418","자연환경보전지역","","2","229.02","229.02","3","5","4","2","2","0","0","2","2","","15","4","",
"308","농어촌민박업","03_11_08_P","4781000","AGCV047810002025000021","2025-12-23","","01","영업/정상","1","정상","","","","","","519","","","전북특별자치도 고창군 고창읍 상원사길 120","56426","영주성 민박","2026-01-13 10:11:56","U","2026-01-15 02:40:00","","","","","","3","159.9","0","6","6","0","6","2","0","0","1","0","","0","4","",
"309","농어촌민박업","03_11_08_P","5190000","AGCV051900002018000016","2018-06-12","","03","폐업","3","폐업","2026-01-12","","","","","1367","714-881","경상북도 청도군 운문면 신원리 23번지 3호","경상북도 청도군 운문면 운문로 1033-31","38368","숲속에서민박","2026-01-13 09:06:04","U","2026-01-15 02:40:00","","381334.298518024","242101.487578365","보전관리","","2","40.95","0","4","3","0","0","0","0","0","0","0","","6","2","",
"310","농어촌민박업","03_11_08_P","6520000","AGCV065200002019000836","2019-07-11","","03","폐업","3","폐업","2025-09-15","","","","","551","699-925","제주특별자치도 서귀포시 안덕면 동광리 5-141","제주특별자치도 서귀포시 안덕면 신화역사로682번길 17","63524","탐라도다","2026-01-13 15:06:13","U","2026-01-15 02:40:00","","140265.311373218","-20247.8121692263","계획관리지역","","5","229.01","229.01","6","6","0","0","0","0","0","0","0","","0","6","",
"311","농어촌민박업","03_11_08_P","4810000","AGCV048100002022000064","2022-09-21","","01","영업/정상","1","정상","","","","","","790","","","전라남도 여수시 돌산읍 계동로 379-1","59774","스테이 쉼 풀빌라","2026-01-13 17:27:41","U","2026-01-15 02:40:00","","271791.689213542","130377.729434259","생산관리","","2","227.04","103.2","4","6","2","4","0","1","0","2","2","","16","6","",
"312","농어촌민박업","03_11_08_P","6510000","AGCV065100002019004073","2019-07-01","","01","영업/정상","1","정상","","","","","","","695-927","제주특별자치도 제주시 한림읍 명월리 1726","제주특별자치도 제주시 한림읍 명월로2길 8","63014","명월에 푸른달","2026-01-13 10:12:22","U","2026-01-15 02:40:00","","131541.406258331","-11842.1162487834","자연녹지지역","","2","49.58","0","1","4","0","0","0","0","0","0","0","","0","0","",
"313","농어촌민박업","03_11_08_P","4490000","AGCV044900002019000001","1995-06-28","","03","폐업","3","폐업","2026-01-12","","","","","615","330-842","충청남도 천안시 동남구 목천읍 덕전리 582 민박하얀집","충청남도 천안시 동남구 목천읍 덕전1길 121, 민박하얀집","31235","하얀집","2026-01-13 09:22:32","U","2026-01-15 02:40:00","","218888.253888838","367322.762811554","계획관리지역","","7","198.62","0","7","7","0","0","0","0","0","0","0","","0","0","",
"314","농어촌민박업","03_11_08_P","4490000","AGCV044900002019000008","2000-03-10","","03","폐업","3","폐업","2026-01-13","2024-06-10","2025-06-09","","","2792","330-862","충청남도 천안시 동남구 병천면 봉항리 73-3 우리농원","충청남도 천안시 동남구 병천면 봉항4길 120, 우리농원","31239","은퇴농장","2026-01-13 18:12:06","U","2026-01-15 02:40:00","","229175.060961213","372438.30000427","보전관리지역","","7","346.48","0","7","7","0","0","0","0","0","0","0","","0","0","",
"315","농어촌민박업","03_11_08_P","4721000","AGCV047210002024000003","2024-04-08","","01","영업/정상","1","정상","","","","","","1150","","","전북특별자치도 완주군 운주면 금고당로 887-16","55301","야호민박","2026-01-13 16:33:52","U","2026-01-15 02:40:00","","230973.692367001","282256.13215098","보전관리지역","","1","229.59","147.37","3","5","1","2","0","2","0","0","1","","0","3","",
