"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"43","이용업","05_19_01_P","3590000","3590000-203-2003-00013","2003-12-26","","03","폐업","02","폐업","2026-01-05","","","","062 2391359","52.00","501-838","광주광역시 동구 지산동 342-1 (지하1층)","광주광역시 동구 준법로 7-12 (지산동,(지하1층))","61441","법원구내이용원","2026-01-05 10:49:50","U","2026-01-07 02:40:00","일반이용업","193981.958754895","183484.202851849","일반이용업","6","1","0","0","1","1","4","","","","","0","0","0","N",
"44","이용업","05_19_01_P","3330000","3330000-203-1992-00420","1992-05-08","","03","폐업","02","폐업","2026-01-05","","","","051 7828530","18.18","612-831","부산광역시 해운대구 재송동 1084-7","부산광역시 해운대구 재송1로 80 (재송동)","48055","재송이용원","2026-01-05 09:50:41","U","2026-01-07 02:40:00","일반이용업","393489.624320556","189630.760461919","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"45","이용업","05_19_01_P","3200000","3200000-203-2019-00002","2019-03-12","","01","영업/정상","01","영업","","","","","028864822","16.00","151-867","서울특별시 관악구 신림동 409-370","서울특별시 관악구 신림로 241-1 (신림동)","08844","태후사랑","2026-01-05 09:46:46","U","2026-01-07 02:40:00","일반이용업","194125.585498395","441689.859478847","일반이용업","1","0","1","0","0","0","1","","","","","0","0","0","N",
"46","이용업","05_19_01_P","3050000","3050000-203-2023-00004","2023-06-20","","03","폐업","02","폐업","2026-01-05","","","","","2.07","130-848","서울특별시 동대문구 전농동 10 전농 SK아파트","서울특별시 동대문구 사가정로 148, 5층 501호 (전농동, 전농 SK아파트)","02532","백두산","2026-01-05 17:17:27","U","2026-01-07 02:40:00","일반이용업","205271.704936121","452706.897879436","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"47","이용업","05_19_01_P","5250000","5250000-203-2020-00002","2020-03-09","","03","폐업","02","폐업","2026-01-05","","","","","9.62","767-831","경상북도 울진군 후포면 삼율리 732 3층","경상북도 울진군 후포면 중밤터1길 21-13, 3층","36370","후포하와이찜질방이용원","2026-01-05 14:38:21","U","2026-01-07 02:40:00","일반이용업","417517.296964277","356091.126388228","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"48","이용업","05_19_01_P","3530000","3530000-203-2003-00017","2003-08-04","","03","폐업","02","폐업","2026-01-05","","","","032 4628594","39.60","405-862","인천광역시 남동구 만수동 924-11","인천광역시 남동구 구월로336번길 60 (만수동)","21535","한빛이용원","2026-01-05 12:04:08","U","2026-01-07 02:40:00","일반이용업","175831.686543034","438961.541810831","일반이용업","2","1","1","1","0","0","3","","","","자가","0","0","0","N",
"49","이용업","05_19_01_P","5050000","5050000-203-2025-00005","2025-11-25","","03","폐업","02","폐업","2026-01-05","","","","","3.93","780-935","경상북도 경주시 동천동 801","경상북도 경주시 양정로251번길 5, 3층 (동천동)","38103","예승 이용원","2026-01-05 10:41:15","U","2026-01-07 02:40:00","일반이용업","400807.953654737","263930.959880908","일반이용업","0","0","0","0","0","0","0","","","","","0","1","0","N",
"50","이용업","05_19_01_P","3200000","3200000-203-2025-00003","2025-05-19","","03","폐업","02","폐업","2026-01-05","","","","","16.50","151-731","서울특별시 관악구 신림동 617-3 프린스빌딩","서울특별시 관악구 난우길 2, 프린스빌딩 7층 (신림동)","08854","프린스목욕탕","2026-01-05 14:08:44","U","2026-01-07 02:40:00","일반이용업","192780.535811963","441230.473348398","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"51","이용업","05_19_01_P","3290000","3290000-203-1990-02206","1990-01-11","","03","폐업","02","폐업","2026-01-05","","","","051 8031603","84.19","614-849","부산광역시 부산진구 부전동 402-4","부산광역시 부산진구 새싹로29번길 12 (부전동)","47256","삼오","2026-01-05 11:44:10","U","2026-01-07 02:40:00","일반이용업","387290.348475755","186515.213026994","일반이용업","3","0","0","0","0","0","10","","","","","0","0","0","N",
"52","이용업","05_19_01_P","3900000","3900000-203-2003-00079","2003-04-18","","03","폐업","02","폐업","2026-01-05","","","","0226827024","19.27","423-858","경기도 광명시 광명동 158-846 1층 일부호","경기도 광명시 오리로985번안길 7, 1층 일부호 (광명동)","14286","지원이발관","2026-01-05 09:20:01","U","2026-01-07 02:40:00","일반이용업","186896.204964375","441927.829985405","일반이용업","1","0","0","1","0","0","4","","","","","0","0","0","N",
"53","이용업","05_19_01_P","3610000","3610000-203-2017-00002","2017-03-20","","03","폐업","02","폐업","2026-01-05","","","","","16.00","503-809","광주광역시 남구 백운동 625-14 지하1층","광주광역시 남구 독립로 12 (백운동, 지하 1층)","61657","청수이용원","2026-01-05 11:12:03","U","2026-01-07 02:40:00","일반이용업","190970.261436529","181733.471820768","일반이용업","0","0","0","0","0","0","1","","","","","0","0","0","N",
"54","이용업","05_19_01_P","5680000","5680000-203-2021-00001","2021-01-06","","03","폐업","02","폐업","2026-01-05","","","","","13.81","343-854","충청남도 당진시 석문면 삼화리 산 137-9 삼화2리마을회관","충청남도 당진시 석문면 보덕포로 827","31704","삼화이용원","2026-01-05 10:35:49","U","2026-01-07 02:40:00","일반이용업","165293.517908791","385635.375969124","일반이용업","0","0","0","0","0","0","1","","","","","0","0","0","N",
"55","이용업","05_19_01_P","3300000","3300000-203-2026-00001","2026-01-07","","01","영업/정상","01","영업","","","","","","6.60","607-020","부산광역시 동래구 복천동 377","부산광역시 동래구 동래로116번길 36, 2층 (복천동)","47809","뉴평화탕내 캇트실","2026-01-07 13:09:43","I","2026-01-09 00:20:01","일반이용업","389742.922916961","191558.596820205","일반이용업","0","0","2","2","0","0","1","","","","","0","0","0","N",
"56","이용업","05_19_01_P","3700000","3700000-203-2026-00002","2026-01-07","","01","영업/정상","01","영업","","","","","","0.00","680-831","울산광역시 남구 신정동 867-5","울산광역시 남구 수암로 104, 1층 102호 (신정동)","44748","도쿄이발소","2026-01-07 15:40:22","I","2026-01-09 00:20:01","일반이용업","410244.650749624","227917.138405525","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"57","이용업","05_19_01_P","3450000","3450000-203-2026-00003","2026-01-06","","01","영업/정상","01","영업","","","","","","47.00","702-850","대구광역시 북구 읍내동 971-1","대구광역시 북구 대천로7길 6, 1층 101호 (읍내동)","41436","더 덴 바버샵(THE DEN BARBERSHOP)","2026-01-06 15:27:41","I","2026-01-09 00:20:01","일반이용업","340064.315303719","271994.0097879","일반이용업","0","0","1","1","0","0","2","","","","","0","0","0","N",
"58","이용업","05_19_01_P","3450000","3450000-203-2026-00002","2026-01-06","","01","영업/정상","01","영업","","","","","","10.00","702-894","대구광역시 북구 서변동 1724-1","대구광역시 북구 호국로57길 6, 4층 (서변동)","41474","유니버시아드","2026-01-06 11:22:58","I","2026-01-09 00:20:01","일반이용업","344135.625386683","270911.45465356","일반이용업","0","0","4","4","0","0","1","","","","","0","0","0","N",
"59","이용업","05_19_01_P","3420000","3420000-203-2026-00001","2026-01-06","","01","영업/정상","01","영업","","","","","","16.50","701-839","대구광역시 동구 지묘동 330-2","대구광역시 동구 팔공로101길 67, 3층 (지묘동)","41005","팔공사우나커터실","2026-01-06 11:22:15","I","2026-01-09 00:20:01","일반이용업","347949.037437822","272399.844929722","일반이용업","0","0","3","3","0","0","2","","","","","0","1","0","N",
"60","이용업","05_19_01_P","3280000","3280000-203-2026-00001","2026-01-06","","01","영업/정상","01","영업","","","","","","21.25","606-822","부산광역시 영도구 청학동 307-93","부산광역시 영도구 태종로 308, 1층 (청학동)","49023","남성컷트전문","2026-01-06 11:05:40","I","2026-01-09 00:20:01","일반이용업","387739.902842632","179510.049918313","일반이용업","0","0","1","1","0","0","2","","","","","0","0","0","N",
"61","이용업","05_19_01_P","3860000","3881000-203-2026-00001","2026-01-07","","01","영업/정상","01","영업","","","","","","0.00","","경기도 부천시 소사구 소사본동 78 세영타워메카 3-1호","경기도 부천시 소사구 소사로247번길 19, 3층 3-1 일부호 (소사본동, 세영타워메카)","14705","봉이이용원","2026-01-07 15:00:51","I","2026-01-09 00:20:01","일반이용업","181738.861613817","442029.608124581","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
