"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수","주사육업종",
"15","가축사육업","02_04_01_P","4530000","453000003320150015","2015-04-22","","03","폐업","0002","폐업","2025-12-29","","","","","","356-851","충청남도 서산시 성연면 평리 ***-*","","","상평농장","2025-12-31 12:59:58","U","2026-01-03 02:40:00","","151110.902044683","370650.479499853","가축사육업","","1357","000","0","한우",
"16","가축사육업","02_04_01_P","4530000","453000003320150035","2015-10-26","","02","휴업","0001","휴업","","2025-12-08","2026-12-07","","688-0357","","356-821","충청남도 서산시 해미면 홍천리 **","충청남도 서산시 해미면 관터로 ***-**","31948","전농장","2025-12-31 12:58:00","U","2026-01-03 02:40:00","","159679.991910745","361208.012434056","가축사육업","","1377","000","0","한우",
"17","가축사육업","02_04_01_P","4500000","450000003320140444","2014-04-04","","03","폐업","0002","폐업","2025-12-30","","","","852-4508","","314-833","충청남도 공주시 계룡면 상성리 ***","","","덕상농장","2025-12-30 08:55:58","U","2026-01-03 02:40:00","","","","가축사육업","","2478","000","0","한우",
"18","가축사육업","02_04_01_P","4430000","443000003320050038","2005-04-19","","02","휴업","0001","휴업","","2025-08-31","2028-08-30","","","0","373-801","충청북도 옥천군 옥천읍 가풍리 ***-*","충청북도 옥천군 옥천읍 원각*길 **-**","29055","원각목장","2025-12-31 16:20:02","U","2026-01-03 02:40:00","","252850.096988829","307883.743788325","가축사육업","","111","000","0","한우",
"19","가축사육업","02_04_01_P","4430000","443000003320190005","2019-01-25","","01","영업/정상","0000","정상","","","","","","","","충청북도 옥천군 청산면 효목리 ****","충청북도 옥천군 청산면 의지길 ***","29015","금강농원","2025-12-31 15:42:59","U","2026-01-03 02:40:00","","273801.91466851","314675.012782943","가축사육업","","731","000","0","돼지",
"20","가축사육업","02_04_01_P","4540000","454000003320150020","2015-04-01","","01","영업/정상","0000","정상","","","","","","","320-862","충청남도 논산시 부적면 덕평리 **-**","충청남도 논산시 부적면 백일헌로 **-**","32914","농장","2025-12-31 10:41:28","U","2026-01-03 02:40:00","","213024.648994095","302110.721174815","가축사육업","","1377","000","0","한우",
"21","가축사육업","02_04_01_P","4540000","454000003320050238","2005-04-19","","01","영업/정상","0000","정상","","","","","742-6823","0","320-833","충청남도 논산시 연무읍 동산리 *** 외 *필지","충청남도 논산시 연무읍 행정*길 ** (외 *필지)","","농장","2025-12-31 10:31:10","U","2026-01-03 02:40:00","","211083.354483709","292383.560692509","가축사육업","","312","000","0","돼지",
"22","가축사육업","02_04_01_P","4500000","450000003320130082","2013-08-23","","03","폐업","0002","폐업","2025-12-30","","","","","","314-813","충청남도 공주시 의당면 청룡리 ***","충청남도 공주시 의당면 의당전의로 ***-**","","세청축사","2025-12-30 09:03:22","U","2026-01-03 02:40:00","","213966.44157086","334024.280506368","가축사육업","","1939","000","0","한우",
"23","가축사육업","02_04_01_P","4570000","457000003320080354","2008-07-10","","03","폐업","0002","폐업","2025-12-31","","","","","0","323-824","충청남도 부여군 은산면 은산리 **","충청남도 부여군 은산면 충의로 ***-**","","삼칠농장","2025-12-31 18:34:34","U","2026-01-03 02:40:00","","186280.285972097","311507.067435805","가축사육업","","853","000","0","한우",
"24","가축사육업","02_04_01_P","4490000","565000003320160001","2016-02-17","","01","영업/정상","0000","정상","","","","","","","330-891","충청남도 천안시 동남구 성남면 석곡리 **-*","충청남도 천안시 동남구 성남면 신사대화로 **-*","31247","가교농산","2025-12-30 10:30:31","U","2026-01-03 02:40:00","","220267.325371037","360183.775330247","가축사육업","","1341","000","0","한우",
"25","가축사육업","02_04_01_P","4500000","450000003320050429","2005-09-22","","03","폐업","0002","폐업","2025-12-31","","","","","0","314-911","충청남도 공주시 동현동 ***-*","","","백제농장","2025-12-31 15:05:52","U","2026-01-03 02:40:00","","216402.953074885","332117.11381089","가축사육업","","549","000","0","육계",
"26","가축사육업","02_04_01_P","4490000","566000003320130018","2013-09-12","","03","폐업","0002","폐업","2025-12-30","","","","581-9152","","331-811","충청남도 천안시 서북구 직산읍 판정리 ***-*","","","원진농장","2025-12-30 13:18:43","U","2026-01-03 02:40:00","","215427.010268927","378533.606132666","가축사육업","","1162","000","0","한우",
"27","가축사육업","02_04_01_P","4570000","457000003320050106","2005-05-19","","03","폐업","0002","폐업","2025-12-31","","","","833-2734","0","323-922","충청남도 부여군 임천면 칠산리 **","","","영남목장","2025-12-31 18:30:47","U","2026-01-03 02:40:00","","192673.493417418","295018.942498427","가축사육업","","193","000","0","한우",
"28","가축사육업","02_04_01_P","4530000","453000003320080029","2008-04-29","","03","폐업","0002","폐업","2025-12-30","","","","663-4285","0","356-835","충청남도 서산시 운산면 고풍리 **-*","","","영일축산","2025-12-31 09:08:38","U","2026-01-03 02:40:00","","166728.729036131","363707.735342436","가축사육업","","496","000","0","한우",
"29","가축사육업","02_04_01_P","4570000","457000003320050123","2005-06-08","","03","폐업","0002","폐업","2025-12-31","","","","832-6538","0","323-823","충청남도 부여군 은산면 대양리 **-*","","","승환농장","2025-12-31 18:32:35","U","2026-01-03 02:40:00","","183444.200279293","313934.647399919","가축사육업","","210","000","0","한우",
"30","가축사육업","02_04_01_P","4570000","457000003320050124","2005-06-08","","03","폐업","0002","폐업","2025-12-31","","","","832-6511","0","323-822","충청남도 부여군 은산면 경둔리 ***","","","둔일농장","2025-12-31 18:35:58","U","2026-01-03 02:40:00","","184557.416015205","312024.203073308","가축사육업","","211","000","0","한우",
"31","가축사육업","02_04_01_P","4530000","453000003320090021","2009-01-12","","02","휴업","0001","휴업","","2025-12-29","2035-12-28","","","0","356-835","충청남도 서산시 운산면 와우리 ***-*","충청남도 서산시 운산면 와우현*길 ***","31952","와우농장","2025-12-31 12:58:53","U","2026-01-03 02:40:00","","168017.23992358","363837.930348449","가축사육업","","927","000","0","한우",
"32","가축사육업","02_04_01_P","4530000","453000003320080091","2008-07-08","","03","폐업","0002","폐업","2025-12-31","","","","663-4733","0","356-831","충청남도 서산시 운산면 가좌리 ***-*","충청남도 서산시 운산면 홍안벌로 ****-**","","유일농장","2025-12-31 13:02:02","U","2026-01-03 02:40:00","","160030.769310587","365745.042365116","가축사육업","","558","000","0","한우",
"33","가축사육업","02_04_01_P","4600000","460000003320120061","2012-11-22","","03","폐업","0002","폐업","2025-12-30","","","","","","350-822","충청남도 홍성군 금마면 덕정리 ***-**","","",".","2025-12-31 13:05:02","U","2026-01-03 02:40:00","","176242.285553084","344684.778533528","가축사육업","","3309","000","0","산양",
"34","가축사육업","02_04_01_P","4510000","451000003320080125","2008-04-14","","03","폐업","0002","폐업","2025-12-31","","","","","0","355-883","충청남도 보령시 남포면 소송리 ***","충청남도 보령시 남포면 삼현소송길 ***-**","","완빈농장","2025-12-31 15:29:36","U","2026-01-03 02:40:00","","162816.546112723","311620.026321165","가축사육업","","766","000","0","한우",
"35","가축사육업","02_04_01_P","4510000","451000003320080129","2008-04-14","","03","폐업","0002","폐업","2025-12-31","","","","","0","","충청남도 보령시 남포면 읍내리 ***","","","학수농장","2025-12-31 15:29:05","U","2026-01-03 02:40:00","","164719.930042586","311491.249417216","가축사육업","","770","000","0","한우",
"36","가축사육업","02_04_01_P","4500000","450000003320140362","2014-03-14","","03","폐업","0002","폐업","2025-12-30","","","","","","314-895","","충청남도 공주시 유구읍 명곡요골길 **","32503","남중","2025-12-30 08:58:24","U","2026-01-03 02:40:00","","195891.202595151","345825.406523416","가축사육업","","2396","000","0","한우",
"37","가축사육업","02_04_01_P","4510000","451000003320050085","2005-02-28","","03","폐업","0002","폐업","2025-12-31","","","","","0","355-821","충청남도 보령시 청소면 야현리 ***","","","야현농장","2025-12-31 15:30:03","U","2026-01-03 02:40:00","","162673.928008445","326644.978715675","가축사육업","","243","000","0","한우",
"38","가축사육업","02_04_01_P","4500000","450000003320140296","2014-02-22","","03","폐업","0002","폐업","2025-12-30","","","","","","314-893","충청남도 공주시 유구읍 녹천리 ***-*","충청남도 공주시 유구읍 아랫쟁이길 **-*","","큰골사슴목장","2025-12-30 11:38:10","U","2026-01-03 02:40:00","","194647.201391603","342521.974629071","가축사육업","","2330","000","0","사슴",
"39","가축사육업","02_04_01_P","4500000","450000003320140304","2014-02-22","","03","폐업","0002","폐업","2025-12-30","","","","853-5546","","314-861","","충청남도 공주시 우성면 신웅새뜸길 **","32528","을용","2025-12-30 11:44:52","U","2026-01-03 02:40:00","","208992.982728403","331693.111518735","가축사육업","","2338","000","0","한우",
"40","가축사육업","02_04_01_P","4060000","406000003320050431","2005-05-18","","02","휴업","0001","휴업","","2025-12-26","2028-12-25","","","0","413-873","경기도 파주시 법원읍 웅담리 ***-*","경기도 파주시 법원읍 술이홀로 ****","10806","명광농장","2025-12-31 09:00:24","U","2026-01-03 02:40:00","","190162.09231003","488914.66389176","가축사육업","","602","000","0","한우",
"41","가축사육업","02_04_01_P","4140000","414000003320090005","2009-01-30","","03","폐업","0002","폐업","2025-12-31","","","","","0","486-860","경기도 연천군 미산면 아미리 산 ***","","","승의농장","2025-12-31 09:09:23","U","2026-01-03 02:40:00","","196063.417306588","503389.718537627","가축사육업","","819","000","0","한우",
"42","가축사육업","02_04_01_P","4060000","406000003320180021","2018-07-20","","02","휴업","0001","휴업","","2025-12-26","2028-12-25","","","","","경기도 파주시 월롱면 덕은리 ***","","","오봉농장","2025-12-31 08:56:22","U","2026-01-03 02:40:00","","179307.39261739","479814.716391111","가축사육업","","1383","000","0","한우",
"43","가축사육업","02_04_01_P","4920000","492000003320190018","2019-05-19","","03","폐업","0002","폐업","2025-12-31","","","","","","","전라남도 강진군 강진읍 영파리 ****-*","","","양정농장","2025-12-31 14:48:36","U","2026-01-03 02:40:00","","174517.195509321","123614.260940503","가축사육업","","1989","000","0","한우",
"44","가축사육업","02_04_01_P","4711000","471100003320050078","2005-02-22","","03","폐업","0002","폐업","2025-12-31","","","","542-4820","0","576-964","전북특별자치도 김제시 금산면 삼봉리 **","전북특별자치도 김제시 금산면 삼봉길 ***-**","","연희양계장","2025-12-31 18:08:21","U","2026-01-03 02:40:00","","200602.843187663","248047.875667885","가축사육업","","252","000","0","육계",
"45","가축사육업","02_04_01_P","4181000","418000003320140140","2014-02-21","","03","폐업","0002","폐업","2025-12-30","","","","","","200-842","강원특별자치도 춘천시 동산면 봉명리 ***","강원특별자치도 춘천시 동산면 원무동*길 **","24410","영균농장","2025-12-30 14:44:04","U","2026-01-03 02:40:00","","268659.852850175","473860.857256097","가축사육업","","594","000","0","한우",
"46","가축사육업","02_04_01_P","5230000","523000003320130309","2013-12-16","","03","폐업","0002","폐업","2025-12-31","","","","","","757-843","경상북도 예천군 용문면 하금곡리 ***","","","군직농장","2025-12-31 13:29:02","U","2026-01-03 02:40:00","","327246.738474751","355236.27614521","가축사육업","","1073","000","0","한우",
"47","가축사육업","02_04_01_P","5230000","523000003320140483","2014-03-11","","03","폐업","0002","폐업","2025-12-31","","","","","","757-843","경상북도 예천군 용문면 하금곡리 ***","경상북도 예천군 용문면 유전길 **","36835","군직농장","2025-12-31 13:30:01","U","2026-01-03 02:40:00","","327267.158388938","355224.950216321","가축사육업","","1576","000","0","한우",
"48","가축사육업","02_04_01_P","5230000","523000003320140493","2014-03-11","","03","폐업","0002","폐업","2025-12-31","","","","","","757-843","경상북도 예천군 용문면 능천리 ***","경상북도 예천군 용문면 반서울로 ***","36836","홍석농장","2025-12-31 13:19:32","U","2026-01-03 02:40:00","","327454.871513099","356276.657077049","가축사육업","","1586","000","0","한우",
"49","가축사육업","02_04_01_P","5110000","511000003320180030","2018-06-12","","01","영업/정상","0000","정상","","","","","","","","경상북도 상주시 공성면 무곡리 *** , ***, ***, ***-*, ***, ***, ***, ***-*, ***, ***, ***","","","명진농장","2025-12-31 09:54:51","U","2026-01-03 02:40:00","","301899.478458018","310745.44396437","가축사육업","","2153","000","0","종계/산란계",
"50","가축사육업","02_04_01_P","5100000","510000003320080379","2008-07-09","","03","폐업","0002","폐업","2025-12-31","","","","","0","770-883","경상북도 영천시 북안면 도유리 ***","경상북도 영천시 북안면 도유길 ***-*","","완동농장","2025-12-31 11:17:50","U","2026-01-03 02:40:00","","379111.346852718","265731.014610979","가축사육업","","930","000","0","한우",
"51","가축사육업","02_04_01_P","5110000","511000003320120019","2012-03-13","","03","폐업","0002","폐업","2025-12-31","","","","","","742-803","경상북도 상주시 함창읍 신덕리 ***-*","경상북도 상주시 함창읍 신덕*길 **-*","37121","신덕농장","2025-12-31 11:18:48","U","2026-01-03 02:40:00","","307157.416504776","337985.826166977","가축사육업","","1669","000","0","한우",
"52","가축사육업","02_04_01_P","5210000","521000003320110017","2011-06-21","","03","폐업","0002","폐업","2025-12-30","","","","","","719-844","경상북도 성주군 용암면 사곡리 *** 외 *","경상북도 성주군 용암면 사곡*길 *** (외 *)","","은서농장","2025-12-30 16:10:52","U","2026-01-03 02:40:00","","323207.66999738","259313.86951967","가축사육업","","424","000","0","한우",
"53","가축사육업","02_04_01_P","5210000","521000003320130138","2013-06-10","","02","휴업","0001","휴업","","2025-12-30","2028-12-29","","","","719-843","경상북도 성주군 용암면 덕평리 ****-**","","","덕평농장","2025-12-30 16:10:00","U","2026-01-03 02:40:00","","318377.346605824","260229.920425223","가축사육업","","630","000","0","한우",
"54","가축사육업","02_04_01_P","5210000","521000003320150025","2015-10-21","","03","폐업","0002","폐업","2025-12-30","","","","","","719-842","경상북도 성주군 용암면 상언리 ***","","","우석농장","2025-12-30 16:10:28","U","2026-01-03 02:40:00","","320828.17465967","261818.321672752","가축사육업","","847","000","0","한우",
"55","가축사육업","02_04_01_P","5210000","521000003320140076","2014-02-28","","02","휴업","0001","휴업","","2025-12-30","2028-12-29","","","","719-844","경상북도 성주군 용암면 용계리 ***","경상북도 성주군 용암면 성암로 ****-**","40053","김원달농장","2025-12-30 16:11:14","U","2026-01-03 02:40:00","","321949.812553869","258688.909393581","가축사육업","","788","000","0","한우",
"56","가축사육업","02_04_01_P","5210000","521000003320130102","2013-03-19","","03","폐업","0002","폐업","2025-12-30","","","","","","719-841","경상북도 성주군 용암면 마월리 ***-*","","","범준농장","2025-12-30 16:10:14","U","2026-01-03 02:40:00","","315818.246063563","263606.096266706","가축사육업","","594","000","0","한우",
"57","가축사육업","02_04_01_P","5210000","521000003320140098","2014-06-13","","03","폐업","0002","폐업","2025-12-30","","","","","","719-841","경상북도 성주군 용암면 중거리 ***","경상북도 성주군 용암면 상성로 ***-*","40049","대원농장2","2025-12-30 16:10:40","U","2026-01-03 02:40:00","","315294.441953594","264938.632483393","가축사육업","","810","000","0","한우",
"58","가축사육업","02_04_01_P","5120000","512000003320080030","2008-04-03","","01","영업/정상","0000","정상","","","","","","0","745-823","경상북도 문경시 산양면 송죽리 *** ***번지 외 *필","경상북도 문경시 산양면 옥산길 **-* (***번지 외 *필)","","옥산농장","2025-12-31 10:22:48","U","2026-01-03 02:40:00","","311875.10760464","345447.602350339","가축사육업","","409","000","0","한우",
"59","가축사육업","02_04_01_P","3570000","357000003320050247","2005-08-31","","01","영업/정상","0000","정상","","","","","032)937-6728","0","417-830","인천광역시 강화군 불은면 삼성리 ***","인천광역시 강화군 불은면 중앙로***번길 **-*","","광성농장","2025-12-31 13:11:21","U","2026-01-03 02:40:00","","152332.44209046","467547.900189769","가축사육업","","250","000","0","한우",
"60","가축사육업","02_04_01_P","4771000","477100003320080187","2008-07-07","","02","휴업","0001","휴업","","2025-12-31","2028-12-30","","","0","595-891","전북특별자치도 순창군 쌍치면 종암리 **","전북특별자치도 순창군 쌍치면 국사봉로 ***-**","","진섭농장","2025-12-31 09:51:59","U","2026-01-03 02:40:00","","198146.060587509","225132.685676233","가축사육업","","527","000","0","한우",
"61","가축사육업","02_04_01_P","4771000","477100003320110033","2011-05-24","","03","폐업","0002","폐업","2025-12-31","","","","","","595-893","전북특별자치도 순창군 쌍치면 방산리 ***","전북특별자치도 순창군 쌍치면 방산*길 ***","","영수농장","2025-12-31 09:47:42","U","2026-01-03 02:40:00","","193798.774068866","223600.22306886","가축사육업","","895","000","0","한우",
"62","가축사육업","02_04_01_P","4771000","477100003320140016","2014-01-21","","03","폐업","0002","폐업","2025-12-31","","","","","","595-822","전북특별자치도 순창군 동계면 ***","전북특별자치도 순창군 동계면 내령길  **-**","56028","재규농장","2025-12-31 09:48:28","U","2026-01-03 02:40:00","","225091.158774807","216110.643502006","가축사육업","","1021","000","0","한우",
"63","가축사육업","02_04_01_P","4771000","477100003320090106","2009-03-10","","03","폐업","0002","폐업","2025-12-31","","","","","0","595-893","전북특별자치도 순창군 쌍치면 방산리 ***","","","윤근농장","2025-12-31 09:46:55","U","2026-01-03 02:40:00","","","","가축사육업","","801","000","0","한우",
"64","가축사육업","02_04_01_P","4771000","477100003320140005","2014-01-21","","03","폐업","0002","폐업","2025-12-31","","","","652-4382","","595-822","전북특별자치도 순창군 동계면 ***-*","전북특별자치도 순창군 동계면 수장*길  **","56028","강억농장","2025-12-31 09:35:55","U","2026-01-03 02:40:00","","223880.968719376","215641.13784422","가축사육업","","1010","000","0","한우",
"65","가축사육업","02_04_01_P","4771000","477100003320140032","2014-01-26","","03","폐업","0002","폐업","2025-12-31","","","","","","595-873","전북특별자치도 순창군 구림면 ***","전북특별자치도 순창군 구림면 산내길  ***-**","56011","병두농장","2025-12-31 09:43:55","U","2026-01-03 02:40:00","","208823.19015099","221256.905367448","가축사육업","","1037","000","0","한우",
"66","가축사육업","02_04_01_P","4771000","477100003320140048","2014-01-26","","03","폐업","0002","폐업","2025-12-31","","","","653-4640","","595-872","전북특별자치도 순창군 구림면 ***-*","전북특별자치도 순창군 구림면 남정*길  **-*","56012","해곤농장","2025-12-31 09:41:03","U","2026-01-03 02:40:00","","208139.816354456","216284.384208406","가축사육업","","1053","000","0","한우",
"67","가축사육업","02_04_01_P","4771000","477100003320090101","2009-03-10","","03","폐업","0002","폐업","2025-12-31","","","","","0","595-893","전북특별자치도 순창군 쌍치면 시산리 ***","","","영섭농장","2025-12-31 09:44:44","U","2026-01-03 02:40:00","","198008.372987399","221619.629400731","가축사육업","","796","000","0","한우",
"68","가축사육업","02_04_01_P","4771000","477100003320090137","2009-11-18","","03","폐업","0002","폐업","2025-12-31","","","","","0","595-881","전북특별자치도 순창군 복흥면 금월리 ***-*","전북특별자치도 순창군 복흥면 금월*길 **-**","","칠립농장","2025-12-31 09:49:23","U","2026-01-03 02:40:00","","191510.421774902","213735.008478605","가축사육업","","834","000","0","한우",
"69","가축사육업","02_04_01_P","4771000","477100003320090028","2009-01-18","","03","폐업","0002","폐업","2025-12-31","","","","","0","595-883","전북특별자치도 순창군 복흥면 답동리 ***","","","한울타리농장","2025-12-31 09:39:42","U","2026-01-03 02:40:00","","198891.312979649","216152.404215541","가축사육업","","723","000","0","한우",
"70","가축사육업","02_04_01_P","4751000","475100003320070020","2007-01-30","","01","영업/정상","0000","정상","","","","2008-06-02","","0","597-823","전북특별자치도 장수군 산서면 쌍계리 **","전북특별자치도 장수군 산서면 마평*길 *-*","","충일농장","2025-12-31 16:48:20","U","2026-01-03 02:40:00","","238666.757491698","229829.553594493","가축사육업","","1783","000","0","한우",
"71","가축사육업","02_04_01_P","4751000","475100003320040048","2004-10-11","","03","폐업","0002","폐업","2025-12-31","","","","","0","597-823","전북특별자치도 장수군 산서면 학선리","","","최양순","2025-12-31 17:45:39","U","2026-01-03 02:40:00","","","","가축사육업","","49","000","0","한우",
"72","가축사육업","02_04_01_P","4751000","475100003320040415","2004-11-18","","03","폐업","0002","폐업","2025-12-31","","","","","0","597-823","전북특별자치도 장수군 산서면 백운리 ***","전북특별자치도 장수군 산서면 동백로 ***-*","","규훈농장","2025-12-31 11:40:23","U","2026-01-03 02:40:00","","238229.474220581","233830.748971339","가축사육업","","417","000","0","한우",
"73","가축사육업","02_04_01_P","4751000","475100003320040524","2004-11-26","","03","폐업","0002","폐업","2025-12-31","","","","","0","597-843","전북특별자치도 장수군 장계면 명덕리 ****","","","완기농장","2025-12-31 17:44:12","U","2026-01-03 02:40:00","","257392.55002191","246721.271281649","가축사육업","","526","000","0","한우",
"74","가축사육업","02_04_01_P","4751000","475100003320050101","2005-01-24","","03","폐업","0002","폐업","2025-12-31","","","","351-3481","0","597-823","전북특별자치도 장수군 산서면 오성리 ***","전북특별자치도 장수군 산서면 방화길 *-**","","태섭농장","2025-12-31 11:37:33","U","2026-01-03 02:40:00","","238922.04472209","230730.393829057","가축사육업","","1033","000","0","한우",
"75","가축사육업","02_04_01_P","4751000","475100003320040293","2004-11-02","","03","폐업","0002","폐업","2025-12-31","","","","","0","597-841","전북특별자치도 장수군 장계면 무농리 ***-*","전북특별자치도 장수군 장계면 원무농길 **-**","","영희농장","2025-12-31 11:39:12","U","2026-01-03 02:40:00","","252133.473041256","249218.759900152","가축사육업","","295","000","0","한우",
"76","가축사육업","02_04_01_P","4671000","467100003320110030","2011-09-22","","01","영업/정상","0000","정상","","","","","","","573-932","전북특별자치도 군산시 임피면 술산리 ***-**","전북특별자치도 군산시 임피면 탑천로 ***-**","","한울농장","2025-12-31 15:37:12","U","2026-01-03 02:40:00","","188548.781576577","272711.850215243","가축사육업","","276","000","0","한우",
"77","가축사육업","02_04_01_P","4251000","425000003320080092","2008-04-02","","01","영업/정상","0000","정상","","","","","","0","250-804","강원특별자치도 홍천군 홍천읍 상오안리 ***-** , ***-**","","","양심농원","2025-12-31 13:54:29","U","2026-01-03 02:40:00","","271824.78569362","461355.779866219","가축사육업","","536","000","0","한우",
"78","가축사육업","02_04_01_P","4201000","420000003320050173","2005-12-26","","03","폐업","0002","폐업","2025-12-31","","","","","0","210-821","강원특별자치도 강릉시 강동면 임곡리 **","강원특별자치도 강릉시 강동면 임곡로 ***-**","25629","박병수","2025-12-31 14:32:28","U","2026-01-03 02:40:00","","375521.258003443","467805.439111435","가축사육업","","174","000","0","종계/산란계",
"79","가축사육업","02_04_01_P","4331000","433000003320050086","2005-09-29","","02","휴업","0001","휴업","","2025-12-31","2027-12-31","","033-462-5999","0","252-850","강원특별자치도 인제군 상남면 상남리 *통*반","","","장형배농장","2025-12-31 16:19:32","U","2026-01-03 02:40:00","","","","가축사육업","","105","000","0","한우",
"80","가축사육업","02_04_01_P","4331000","433000003320070020","2007-05-29","","02","휴업","0001","휴업","","2025-12-31","2027-12-31","","","0","252-842","강원특별자치도 인제군 기린면 북리 ****-*","강원특별자치도 인제군 기린면 한석산로 ****","","한여울농장","2025-12-31 16:13:53","U","2026-01-03 02:40:00","","317340.595479034","498695.760087387","가축사육업","","138","000","0","한우",
