"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"11","의원","01_01_02_P","5710000","PHMA120074410018041100005","2007-02-20","","03","폐업","03","폐업","2025-12-31","","","","241-8275","","","","충청북도 청주시 청원구 오창읍 오창중앙로 47-16, 201호 (우림필유 2차아파트 상가)","28124","아이맘심소아청소년과의원","2025-12-31 17:58:43","U","2026-01-03 02:40:00","의원","237753.060596299","356083.638973121","의원","1","0","0","152","111","소아청소년과","","","","0","0","","","0","",
"12","의원","01_01_02_P","5710000","PHMA120094360079041100017","2009-08-14","","01","영업/정상","13","영업중","","","","","043-238-1070","","","","충청북도 청주시 흥덕구 가로수로 1386 (복대동)","28596","자연한의원","2026-01-01 21:15:33","U","2026-01-03 02:40:00","한의원","239917.704522403","348164.341605459","한의원","4","13","17","828","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"13","의원","01_01_02_P","3160000","PHMA119883160034041100296","1988-02-02","","03","폐업","03","폐업","2025-12-30","","","","02-867-9570","","","서울특별시 구로구 구로동 685번지 124호 중앙구로하이츠아파트","서울특별시 구로구 구일로8길 92, 205호 (구로동, 중앙구로하이츠아파트)","08323","김경효소아과의원","2025-12-30 11:26:55","U","2026-01-03 02:40:00","의원","188973.657255048","443848.715615601","의원","1","0","0","51.17","111","소아청소년과","","","","0","0","","","0","",
"14","의원","01_01_02_P","3230000","PHMA120073230034041101480","2007-12-18","","01","영업/정상","13","영업중","","","","","593-2460","","138-223","서울특별시 송파구 잠실3동 40번지 1호 롯데호텔건물 지하1층,6층","서울특별시 송파구 올림픽로 240 (잠실동,롯데호텔건물 지하1층,6층)","05554","김기준봄한의원","2026-01-01 21:43:22","U","2026-01-03 02:40:00","한의원","208589.363343145","445455.90405262","한의원","2","0","0","170.55","301 304 307 302 305 308 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"15","의원","01_01_02_P","3010000","PHMA120153010033041100020","2015-08-19","","03","폐업","03","폐업","2025-12-31","","","","02-6482-2580","","","서울특별시 중구 태평로2가 340-6 대한일보빌딩 4층","서울특별시 중구 서소문로 138, 대한일보빌딩 4층 (태평로2가)","04514","성모웰니스마취통증의학과의원","2025-12-31 13:48:44","U","2026-01-03 02:40:00","의원","197836.402101893","451263.716163965","의원","1","2","10","417.8","101 104 105 106 109 120 122","내과, 외과, 정형외과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"16","의원","01_01_02_P","3110000","PHMA120153110032041100021","2015-09-16","","01","영업/정상","13","영업중","","","","","02-379-0003","","","","서울특별시 은평구 진관2로 15-46, 505호 (진관동, 메트로프라자)","03306","경희아이한의원","2025-12-31 09:31:32","U","2026-01-03 02:40:00","한의원","","","한의원","1","0","0","90","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"17","의원","01_01_02_P","3230000","PHMA120163230034041100058","2016-11-09","","01","영업/정상","13","영업중","","","","","02-402-4523","","","서울특별시 송파구 석촌동 286-3","서울특별시 송파구 송파대로 425, 3층 (석촌동)","05685","명쾌한한의원","2026-01-01 23:13:24","U","2026-01-03 02:40:00","한의원","209402.274512653","444723.270577208","한의원","1","0","0","232.67","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"18","의원","01_01_02_P","3030000","PHMA119993030033041100020","1999-08-23","","01","영업/정상","13","영업중","","","","","02-2216-2875","","","","서울특별시 성동구 용답중앙15길 13, 3층 (용답동)","04804","서울빛치과의원","2026-01-01 20:13:41","U","2026-01-03 02:40:00","치과의원","204682.523217059","451387.379780001","치과의원","1","0","0","105","403 404 406 412","치과보철과, 치과교정과, 치주과, 통합치의학과","","","","0","0","","","0","",
"19","의원","01_01_02_P","3030000","PHMA119983030033041100006","1998-05-11","","03","폐업","03","폐업","2025-12-31","","","","02-2238-7588","","","서울특별시 성동구 금호동2가 225 3층","서울특별시 성동구 금호로11길 4, 3층 (금호동2가)","04723","김재명내과의원","2025-12-31 16:14:42","U","2026-01-03 02:40:00","의원","201645.994821551","450278.054726058","의원","1","0","0","87.1","101 111 115 114 104 113 105 110 112","내과, 외과, 정형외과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과","","","","0","0","","","0","",
"20","의원","01_01_02_P","3140000","PHMA120043140033041100024","2004-09-30","","03","폐업","03","폐업","2025-08-24","","","","02-2648-7773","","","서울특별시 양천구 목동 792번지 4호 목동태영프라자 4층","서울특별시 양천구 등촌로 32, 목동태영프라자 4층 (목동)","07965","바른몸정형외과의원","2025-12-31 17:00:59","U","2026-01-03 02:40:00","의원","187923.919592336","447850.891096367","의원","1","0","0","218.4","120 109 106 105 101","내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"21","의원","01_01_02_P","3470000","PHMA120193470022041100005","2019-02-27","","03","폐업","03","폐업","2025-12-31","","","","053-642-5757","","","대구광역시 달서구 상인동 1439번지 2호 아보스타워","대구광역시 달서구 월배로 168, 아보스타워 4층 403호 (상인동)","42788","두웰신경과의원","2025-12-31 11:23:26","U","2026-01-03 02:40:00","의원","338417.790084496","258474.165920463","의원","1","0","0","197.3","102 101","내과, 신경과","","","","0","0","","","0","",
"22","의원","01_01_02_P","3940000","PHMA120193940139041100002","2019-02-18","","01","영업/정상","13","영업중","","","","","031-977-8770","","","","경기도 고양시 일산동구 중산로 244, 고은프라자 3층 301호 (중산동)","10331","열린부부한의원","2026-01-01 20:43:37","U","2026-01-03 02:40:00","한의원","180607.643873876","465731.677828297","한의원","1","0","0","89","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"23","의원","01_01_02_P","4050000","PHMA120234050147041100007","2023-08-28","","01","영업/정상","13","영업중","","","","","031-335-8888","","","경기도 용인시 처인구 김량장동 143","경기도 용인시 처인구 백옥대로 1142, 302호, 303호, 401호~403호 (김량장동)","17052","서울본정형외과의원","2026-01-01 23:13:44","U","2026-01-03 02:40:00","의원","218478.710266153","415077.393332272","의원","3","1","1","688.7","120 109 106 105","정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"24","의원","01_01_02_P","3980000","PHMA120233980021041100007","2023-08-25","","01","영업/정상","13","영업중","","","","","031-565-7528","","","경기도 구리시 인창동 412-15 인창프라자","경기도 구리시 건원대로 95, 인창프라자 201호 (인창동)","11918","화이트365치과의원","2026-01-01 23:13:26","U","2026-01-03 02:40:00","치과의원","212117.612552482","456344.486297734","치과의원","4","0","0","584.49","412 411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"25","의원","01_01_02_P","3230000","PHMA120233230034041100024","2023-07-11","","01","영업/정상","13","영업중","","","","","02-416-8885","","","서울특별시 송파구 신천동 7-28 현대타워아파트","서울특별시 송파구 올림픽로 293-19, 310,311,312,321호 (신천동, 현대타워아파트)","05510","샤인봄의원","2026-01-01 21:43:23","U","2026-01-03 02:40:00","의원","208992.217212857","445885.719952303","의원","1","0","0","170.44","114 122","피부과, 가정의학과","","","","0","0","","","0","",
"26","의원","01_01_02_P","3740000","PHMA120233740031041100008","2023-06-29","","01","영업/정상","13","영업중","","","","","031-891-5008","","","","경기도 수원시 장안구 창룡대로 175, 2층 (연무동)","16220","이지마디척척의원","2026-01-01 20:43:41","U","2026-01-03 02:40:00","의원","202525.325020473","421145.500270512","의원","1","2","4","436.28","105 106 109 120","정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"27","의원","01_01_02_P","3560000","PHMA120233560021041100031","2023-09-06","","01","영업/정상","13","영업중","","","","","032-710-6875","","","인천광역시 서구 마전동 932-1 이지화인프라자","인천광역시 서구 검단로 505, 202호 (마전동, 이지화인프라자)","22618","약손365한의원","2026-01-01 23:13:51","U","2026-01-03 02:40:00","한의원","169922.345602304","455722.053814028","한의원","1","0","0","252.82","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"28","의원","01_01_02_P","3620000","PHMA119833620020041100003","1983-12-20","","01","영업/정상","13","영업중","","","","","062-510-3102","","500-862","광주광역시 북구 유동 115번지 1호","광주광역시 북구 태봉로 32 (유동)","61245","천주의성요한의원","2026-01-01 21:13:24","U","2026-01-03 02:40:00","의원","191123.444383295","184616.014178526","의원","21","15","20","7575.48","101 118 114 111 103","내과, 정신건강의학과, 소아청소년과, 피부과, 병리과","","","","0","0","","","0","",
"29","의원","01_01_02_P","3620000","PHMA120153620020041100031","2015-11-12","","01","영업/정상","13","영업중","","","","","062-262-7775","","","광주광역시 북구 각화동 721 각화센트럴파크 3차","광주광역시 북구 동문대로249번길 7, 303동 2층 205호 (각화동, 각화센트럴파크 3차)","61135","새봄소아청소년과의원","2025-12-30 17:39:43","U","2026-01-03 02:40:00","의원","194270.107173452","184985.278273535","의원","1","0","0","156.16","114 113 112 111 101","내과, 소아청소년과, 안과, 이비인후과, 피부과","","","","0","0","","","0","",
"30","의원","01_01_02_P","3470000","PHMA119993470022041100026","1999-05-26","","01","영업/정상","13","영업중","","","","","053-639-1075","","","","대구광역시 달서구 상인서로 46, 110동 202호 (상인동, 상인서한상가)","42812","명문당한의원","2025-12-31 16:28:52","U","2026-01-03 02:40:00","한의원","339531.608110376","258308.417645727","한의원","1","0","0","198","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"31","의원","01_01_02_P","3420000","PHMA119933420023041200003","1984-11-06","","01","영업/정상","13","영업중","","","","","053-757-0500","","","대구광역시 동구신천3동 128-1","대구광역시 동구 장등로 16 (신천동)","41261","한국건강관리협회 건강증진의원","2026-01-01 20:13:25","U","2026-01-03 02:40:00","의원","346582.612816693","264389.797170963","의원","48","1","29","5083.93","122 119 116 110 101","내과, 산부인과, 영상의학과, 진단검사의학과, 가정의학과","","","","0","0","","","0","",
"32","의원","01_01_02_P","3470000","PHMA120063470022041100029","2006-10-04","","01","영업/정상","13","영업중","","","","","053-262-7500","","704-150","대구광역시 달서구 감삼동 452번지 1호 1층","대구광역시 달서구 달구벌대로 1542 (감삼동)","42688","대구탑연합정형외과의원","2026-01-01 23:13:30","U","2026-01-03 02:40:00","의원","338660.466882108","262127.394862957","의원","1","10","27","1132.3","105 109 106 120","정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"33","의원","01_01_02_P","3470000","PHMA119883470022041100004","1988-03-24","","01","영업/정상","13","영업중","","","","","053-628-3600","","","","대구광역시 달서구 명덕로 10 (두류동)","42662","다나소아청소년과의원","2026-01-01 21:13:34","U","2026-01-03 02:40:00","의원","341956.973445967","263474.225584099","의원","2","0","0","92.8","111 101","내과, 소아청소년과","","","","0","0","","","0","",
"34","의원","01_01_02_P","3470000","PHMA120133470022041100015","2013-07-12","","01","영업/정상","13","영업중","","","","","053-563-3001","","","","대구광역시 달서구 당산로 39, 224동 206호 (본리동)","42675","박성후한의원","2025-12-31 09:28:40","U","2026-01-03 02:40:00","한의원","339457.680723867","261191.614204479","한의원","1","0","0","155.66","301 302 303 304 305 306 307 308 309","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과","","","","0","0","","","0","",
"35","의원","01_01_02_P","3450000","PHMA120033450022041100026","2003-11-13","","01","영업/정상","13","영업중","","","","","053-324-7575","","","","대구광역시 북구 학정로 419, 1층2층6층일부,7층 층호 (동천동)","41423","새강북연합정형외과의원","2026-01-01 22:13:23","U","2026-01-03 02:40:00","의원","340965.853536661","272441.576799004","의원","2","9","29","1296","101 105 106","내과, 정형외과, 신경외과","","","","0","0","","","0","",
"36","의원","01_01_02_P","5070000","PHMA120055070014041100002","2015-12-30","","01","영업/정상","13","영업중","","","","","054-858-3733","","","","경상북도 안동시 풍산읍 풍산중앙길 132, 2층 (서안동새마을금고 풍산지점)","36621","풍산한의원","2025-12-31 18:17:50","U","2026-01-03 02:40:00","한의원","340894.494649421","343080.65691028","한의원","2","0","0","210.41","301 302 303 304 305 306 307 308 309","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과","","","","0","0","","","0","",
"37","의원","01_01_02_P","4490000","PHMA120124490261041100007","2012-05-31","","01","영업/정상","13","영업중","","","","","041-577-6200","","331-969","충청남도 천안시 서북구 성정1동 727번지 2호","충청남도 천안시 서북구 성정로 82 (성정동)","31146","천안튼튼정형외과의원","2026-01-01 21:13:33","U","2026-01-03 02:40:00","의원","212347.107570526","368024.324875835","의원","1","10","26","638.12","101 105 106 120","내과, 정형외과, 신경외과, 재활의학과","","","","0","0","","","0","",
"38","의원","01_01_02_P","4590000","PHMA119984590042041100001","1998-03-20","","01","영업/정상","13","영업중","","","","","041-943-8277","","345-814","충청남도 청양군  서정리","충청남도 청양군 정산면 서정2길 14","33351","현대의원","2026-01-01 23:14:09","U","2026-01-03 02:40:00","의원","195340.947735208","323412.636654123","의원","1","1","4","134.29","101 104 105 114 115","내과, 외과, 정형외과, 피부과, 비뇨의학과","","","","0","0","","","0","",
"39","의원","01_01_02_P","4520000","PHMA120094520031041100004","2009-04-14","","01","영업/정상","13","영업중","","","","","041-541-0777","","","충청남도 아산시 배방읍 북수리 1664","충청남도 아산시 배방읍 배방로 267, 405호","31494","배방가족한의원","2026-01-01 22:13:27","U","2026-01-03 02:40:00","한의원","206711.488771222","363342.64815646","한의원","1","0","0","158.62","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"40","의원","01_01_02_P","4490000","PHMA120144490261041100012","2014-05-15","","01","영업/정상","13","영업중","","","","","041-587-1236","","","충청남도 천안시 서북구 입장면 하장리 204 2층","충청남도 천안시 서북구 입장면 입장로 130, 2층","31055","123한의원","2026-01-01 23:13:26","U","2026-01-03 02:40:00","한의원","219714.715366371","379038.817534536","한의원","1","0","0","332.91","307 302 305 308 303 306 301 304","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"41","의원","01_01_02_P","5680000","PHMA119984630020041100001","1998-02-16","","01","영업/정상","13","영업중","","","","","041-363-3250","","","충청남도 당진시 합덕읍 운산리 290번지 2호","충청남도 당진시 합덕읍 합덕시장로 214-6","31812","합덕외과의원","2026-01-01 22:13:28","U","2026-01-03 02:40:00","의원","179903.751817898","367599.582923617","의원","1","0","0","225.1","115 114 113 111 106 105 104 103 102 101","내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과","","","","0","0","","","0","",
"42","의원","01_01_02_P","4510000","PHMA120074510030041100002","2007-03-16","","03","폐업","03","폐업","2026-01-01","","","","041-934-5475","","355-933","충청남도 보령시 대천동 195번지 8호","충청남도 보령시 한내시장길 6 (대천동)","33464","소창한의원","2025-12-31 13:00:07","U","2026-01-03 02:40:00","한의원","163565.775800277","316601.356161316","한의원","1","0","0","266","301 302 303 304 306 308 305","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과","","","","0","0","","","0","",
"43","의원","01_01_02_P","4050000","PHMA120154050148041100008","2015-05-18","","01","영업/정상","13","영업중","","","","","031-286-1075","","","","경기도 용인시 기흥구 신갈로58번길 16-1, 4층 (신갈동)","17064","경희다날한의원","2025-12-31 17:03:01","U","2026-01-03 02:40:00","한의원","209478.872884867","418922.672641343","한의원","2","0","0","204","301 302 303 306 308","한방내과, 한방부인과, 한방소아과, 한방재활의학과, 침구과","","","","0","0","","","0","",
"44","의원","01_01_02_P","4050000","PHMA120134050149041100006","2013-03-04","","01","영업/정상","13","영업중","","","","","031-526-1002","","","경기도 용인시 수지구 성복동 789 성복역 롯데캐슬 골드타운","경기도 용인시 수지구 성복2로 38, 성복역 롯데캐슬 골드타운 201동 5층 517-1호 (성복동)","16847","눈사랑안과의원","2026-01-01 23:13:42","U","2026-01-03 02:40:00","의원","207273.490731332","423410.218285701","의원","3","1","2","462.81","112","안과","","","","0","0","","","0","",
"45","의원","01_01_02_P","5700000","PHMA119984110016041100005","1998-12-14","","01","영업/정상","13","영업중","","","","","885-8857","","469-800","경기도 여주시 창동 50-3","경기도 여주시 여흥로109번길 15 (창동)","12622","삼성신경정신과의원","2026-01-01 21:43:17","U","2026-01-03 02:40:00","의원","256314.512336204","421867.19545815","의원","1","0","0","92.4","103 101 120 108","내과, 정신건강의학과, 성형외과, 재활의학과","","","","0","0","","","0","",
"46","의원","01_01_02_P","5600000","PHMA120165600005041100009","2016-11-04","","01","영업/정상","13","영업중","","","","","","","","","경기도 포천시 영북면 운천안길 31-1","11106","동의보감한의원","2025-12-31 11:10:07","U","2026-01-03 02:40:00","한의원","223925.763498805","509732.644470183","한의원","1","0","0","60.71","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"47","의원","01_01_02_P","4060000","PHMA119984060023041100005","1998-06-02","","01","영업/정상","13","영업중","","","","","031-947-1075","","","","경기도 파주시 광탄면 큰여울길 53","10948","광탄한의원","2025-12-31 15:54:38","U","2026-01-03 02:40:00","한의원","186537.070226383","475347.543844869","한의원","1","0","0","113","301 302 303 304 305 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과","","","","0","0","","","0","",
"48","의원","01_01_02_P","3820000","PHMA120003820050041100010","2000-06-02","","01","영업/정상","13","영업중","","","","","031-870-2332","","480-824","경기도 의정부시 의정부동 494외6필지 센트럴타워601호","경기도 의정부시 시민로 80 (의정부동)","11651","박정희내과의원","2026-01-01 21:43:33","U","2026-01-03 02:40:00","의원","203772.831832169","470619.109108938","의원","12","0","0","420.7","101 111","내과, 소아청소년과","","","","0","0","","","0","",
"49","의원","01_01_02_P","3210000","PHMA120193210034041100030","2019-04-25","","01","영업/정상","13","영업중","","","","","1833-9183","","","서울특별시 서초구 서초동 1306-2 한승빌딩","서울특별시 서초구 강남대로 423, 한승빌딩 3층 (서초동)","06614","블리비의원","2026-01-01 21:43:19","U","2026-01-03 02:40:00","의원","202216.994449726","444227.046426732","의원","7","0","0","364.3","114","피부과","","","","0","0","","","0","",
"50","의원","01_01_02_P","3410000","PHMA120033410023041100024","2003-11-19","","01","영업/정상","13","영업중","","","","","053-471-0119","","","","대구광역시 중구 명덕로 59 (남산동)","41976","남대구정형외과의원","2026-01-01 21:13:16","U","2026-01-03 02:40:00","의원","342421.309572327","263231.981661198","의원","1","9","27","1427","101 105 106 108 109 111 114 116 120","내과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 소아청소년과, 피부과, 영상의학과, 재활의학과","","","","0","0","","","0","",
"51","의원","01_01_02_P","3410000","PHMA120113410023041100032","2011-12-13","","01","영업/정상","13","영업중","","","","","053-252-0255","","","","대구광역시 중구 동성로2길 95, BL타워 302호 (동성로2가)","41938","후한의원","2025-12-31 15:37:04","U","2026-01-03 02:40:00","한의원","344128.875507429","264507.156679394","한의원","4","0","0","229","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"52","의원","01_01_02_P","3410000","PHMA120033410023041100005","2003-02-27","","01","영업/정상","13","영업중","","","","","053-426-4700","","","대구광역시 중구 봉산동 51-1","대구광역시 중구 달구벌대로 2118, 3,4층 (봉산동)","41958","더블랙성형외과의원","2025-12-31 13:29:07","U","2026-01-03 02:40:00","의원","344002.684641666","263910.085339383","의원","1","0","0","676","108","성형외과","","","","0","0","","","0","",
"53","의원","01_01_02_P","3410000","PHMA120023410023041100007","2002-04-17","","01","영업/정상","13","영업중","","","","","053-252-4343","","","","대구광역시 중구 관덕정길 6-12 (남산동)","41966","신흥한의원","2025-12-31 15:43:30","U","2026-01-03 02:40:00","한의원","343567.788940674","263986.82098256","한의원","1","0","0","120","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
