"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","일반테마파크업","03_07_09_P","3230000","CDFI5271002025000001","2025-11-18","","03","폐업","03","폐업","2026-01-05","","","","","","","서울특별시 송파구 신천동 29 롯데월드타워앤드롯데월드몰","서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 (신천동)","05551","롯데타운 크리스마스마켓 회전목마","2026-01-05 13:27:47","U","2026-01-07 02:40:00","","209074.900840074","445657.80932984","허가테마파크업","","일반상업지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성 검사대상 유기기구1종","0","Y","Y","Y","Y","","","0","","","","0",
"12","일반테마파크업","03_07_09_P","4741000","CDFI5271002025000001","2025-09-04","","04","취소/말소/만료/정지/중지","35","직권말소","2025-09-14","","","","","","","전북특별자치도 무주군 무주읍 당산리 1103 무주반딧불체육관","전북특별자치도 무주군 무주읍 한풍루로 326-28, 무주반딧불체육관","55514","키즈존","2026-01-05 09:15:09","U","2026-01-07 02:40:00","","259629.571781219","278110.988392171","허가테마파크업","","자연녹지지역","2","","","","기타","2","0","0","0","","","0","0","","0","0","","0","0","안전성 검사 1종, 안전성검사 비대상 5종","0","Y","Y","Y","Y","","","0","","","","0",
"13","일반테마파크업","03_07_09_P","4741000","CDFI5271002025000002","2025-09-04","","04","취소/말소/만료/정지/중지","35","직권말소","2025-09-14","","","","063-320-5004","","","전북특별자치도 무주군 무주읍 당산리 1199-3 무주예체문화관","전북특별자치도 무주군 무주읍 한풍루로 326-17, 무주예체문화관","55514","주식회사 레인보우트레인","2026-01-05 09:15:53","U","2026-01-07 02:40:00","","259656.692874536","278226.103847156","허가테마파크업","","자연녹지지역","0","","","","문화시설","0","0","0","0","","","0","0","","0","0","","0","0","궤도형시설 1종","0","Y","Y","Y","Y","","","0","","","","0",
"14","일반테마파크업","03_07_09_P","4741000","CDFI5271002026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 무주군 적상면 북창리 222","","","무주꽁꽁놀이축제","2026-01-07 15:12:00","I","2026-01-09 00:20:01","","262956.573589678","276001.300194162","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","Y","","Y","Y","","","0","","","","0",
"15","일반테마파크업","03_07_09_P","3420000","CDFI5271001987000002","1987-12-30","","01","영업/정상","13","영업중","","","","","","","701-843","대구광역시 동구 효목동 1114","","","동촌유원지 유기장","2026-01-07 09:29:51","U","2026-01-09 02:40:00","","349293.701201286","265563.482460945","허가테마파크업","테마파크업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","2","Y","Y","N","Y","","","0","","","","0",
"16","일반테마파크업","03_07_09_P","3420000","CDFI5271001988000001","1988-06-15","","01","영업/정상","13","영업중","","","","","","","701-843","대구광역시 동구 효목동 1160","대구광역시 동구 효동로2길 68 (효목동)","41179","파크랜드","2026-01-07 09:30:43","U","2026-01-09 02:40:00","","349348.468608607","265521.055083959","허가테마파크업","테마파크업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","우주비행기, 바이킹, 범퍼카, 회전목마","4","Y","Y","N","Y","","","0","","","","0",
"17","일반테마파크업","03_07_09_P","3420000","CDFI5271002016000001","2016-12-14","","01","영업/정상","13","영업중","","","","","053-661-1042","","","대구광역시 동구 신천동 1506","대구광역시 동구 동부로 149, 9층 (신천동, 동대구역복합환승센터)","41229","주라지(ZOORAJI)","2026-01-07 09:34:57","U","2026-01-09 02:40:00","","347037.241970286","265407.404336831","허가테마파크업","","중심상업지역","0","기타","","","","9","0","0","0","","","0","0","","0","0","","0","3432.44","안전성검사 대상 유기기구 1종 1대(무당벌레 모노레일 1대)","0","Y","","","Y","","","0","","","","3432",
"18","일반테마파크업","03_07_09_P","4070000","CDFI5271002016000001","2016-05-12","","01","영업/정상","13","영업중","","","","","","","","경기도 이천시 호법면 단천리 864","경기도 이천시 호법면 프리미엄아울렛로 177-74 (롯데 프리미엄 아울렛)","17384","(주)아이플레이코리아","2026-01-07 15:39:33","U","2026-01-09 02:40:00","","235461.813044175","415640.639277805","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","38.65","회전목마 1, 무궤도열차 1 (안전성 검사2)","0","Y","","Y","Y","","","0","","","","39",
"19","일반테마파크업","03_07_09_P","6520000","CDFI5271002013000001","2013-03-25","","02","휴업","02","휴업","","2025-11-01","2026-10-31","","064-764-7777","","699-941","제주특별자치도 서귀포시 남원읍 남원리 1408","제주특별자치도 서귀포시 남원읍 태위로 536","63620","주식회사 제주에코빌리지","2026-01-07 15:37:27","U","2026-01-09 02:40:00","","172483.892747213","-24598.0313681802","허가테마파크업","","자연녹지지역","1","기타","","","","1","0","0","0","","","0","0","","0","0","","0","3357.38","코코몽기차(1), 정글캠프(1), 코코몽카레이싱(6), 워터바이크(5)","0","Y","Y","Y","Y","","","0","","","","3357",
"20","일반테마파크업","03_07_09_P","5570000","CDFI5271002021000001","2021-12-16","","01","영업/정상","13","영업중","","","","","043-926-1001","","","충청북도 증평군 도안면 연촌리 산 84-2","","","회전그네","2026-01-06 14:53:51","U","2026-01-09 02:40:00","","251221.124991709","371762.239739725","허가테마파크업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","151.75","안전검사 대상 유기기구 1종(회전그네)","0","Y","Y","Y","Y","","","0","","","","152",
"21","일반테마파크업","03_07_09_P","5050000","CDFI5271002021000002","2021-11-18","","01","영업/정상","13","영업중","","","","","054-701-2255","","","경상북도 경주시 신평동 355","경상북도 경주시 천북남로 16 (신평동)","38116","경주루지월드","2026-01-07 15:15:32","U","2026-01-09 02:40:00","","406840.513081937","262971.181676741","허가테마파크업","","자연녹지지역","3","기타","","","기타","2","1","0","0","","","0","0","","0","0","","0","0","안정성검사대상 1종(루지)","0","Y","","","Y","","","0","","","","0",
"22","일반테마파크업","03_07_09_P","5310000","CDFI5271002025000003","2025-10-22","","03","폐업","03","폐업","2025-10-24","","","","","","","경상남도 진주시 초전동 1583-14 진주국민체육센터","경상남도 진주시 남강로 1655, 진주국민체육센터 (초전동)","52733","진주시 어린이집연합회","2026-01-07 13:54:14","U","2026-01-09 02:40:00","","302418.88422588","190404.354921593","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"23","일반테마파크업","03_07_09_P","3010000","CDFI5271002025000002","2025-12-12","","03","폐업","03","폐업","2025-12-31","","","","02-904-1159","","","서울특별시 중구 무교동 96","서울특별시 중구 청계천로 8 (무교동)","04520","주식회사 주경","2026-01-07 17:54:10","U","2026-01-09 02:40:00","","198007.312899736","451837.180272831","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","꼬마기차 1개","0","Y","","Y","Y","","","0","","","","0",
"24","일반테마파크업","03_07_09_P","3160000","CDFI5271002025000001","2025-09-26","","03","폐업","03","폐업","2025-09-29","","","","","","","서울특별시 구로구 신도림동 285-39","서울특별시 구로구 구로중앙로42길 59 (신도림동)","08205","아르스","2026-01-06 12:41:42","U","2026-01-09 02:40:00","","189028.298692595","445249.358972833","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","무궤도 열차","0","","","","","","","0","","","","0",
"25","일반테마파크업","03_07_09_P","4781000","CDFI5271002009000001","2009-02-13","","01","영업/정상","13","영업중","","","","","","","585-802","전북특별자치도 고창군 고창읍 도산리 676","전북특별자치도 고창군 고창읍 고인돌공원길 74","56443","고창 세계유산 고인돌 박물관","2026-01-06 17:57:02","U","2026-01-09 02:40:00","","168331.276881235","215866.5196115","허가테마파크업","테마파크업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"26","일반테마파크업","03_07_09_P","4771000","CDFI5271002019000001","2019-01-09","","01","영업/정상","13","영업중","","","","","063-652-6511","","","전북특별자치도 순창군 순창읍 백산리 580","전북특별자치도 순창군 순창읍 장류로 55","56048","재단법인 순창발효관광재단","2026-01-07 10:57:00","U","2026-01-09 02:40:00","","210067.637255791","207596.753952423","허가테마파크업","","","0","","","","문화시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","Y","","Y","Y","","","0","","","","0",
"27","일반테마파크업","03_07_09_P","3420000","CDFI5271002021000001","2021-01-22","","01","영업/정상","13","영업중","","","","","053-282-0167","","","대구광역시 동구 효목동 1264-4 대구지방기상청","대구광역시 동구 효동로2길 10, 대구지방기상청 (효목동)","41179","대구지방기상청(국립대구기상과학관)","2026-01-07 16:25:06","U","2026-01-09 02:40:00","","349172.945261031","265495.648171668","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"28","일반테마파크업","03_07_09_P","4520000","CDFI5271002013000001","2013-05-03","","01","영업/정상","13","영업중","","","","","041-547-7882","","336-914","충청남도 아산시 도고면 신언리 142-1","충청남도 아산시 도고면 아산만로 199-7","31550","홍익관광개발(주)","2026-01-08 09:08:32","U","2026-01-10 02:40:00","","188073.675895553","362245.093782279","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","2792","레일바이크 50대, 레일 4.2km왕복(5.2km에서 변경)","1","Y","","","Y","","","0","","","","2792",
"29","일반테마파크업","03_07_09_P","5590000","CDFI5271002017000001","2017-08-08","","02","휴업","02","휴업","","2025-10-10","2026-06-05","","031-826-2975","","","경기도 양주시 장흥면 석현리 산 10-13","경기도 양주시 장흥면 권율로 592","11519","(주)아트밸리","2026-01-08 15:45:40","U","2026-01-10 02:40:00","","197427.338916274","472964.270866187","허가테마파크업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사 대상(유수풀, 워터플래이), 안전성검사 비대상(붕붕뜀틀 4개)","0","Y","","Y","Y","","","0","","","","0",
"30","일반테마파크업","03_07_09_P","5190000","CDFI5271002013000001","2013-08-28","","01","영업/정상","13","영업중","","","","","","","714-901","경상북도 청도군 화양읍 삼신리 893","경상북도 청도군 화양읍 이슬미로 272-23","38324","(주)청도프로방스","2026-01-08 16:25:34","U","2026-01-10 02:40:00","","355458.011637736","244116.403164146","허가테마파크업","","관리지역","0","기타","","","유기장","0","0","0","0","","","0","0","","0","0","","0","0","미니바이킹1대, 미니기차1대->25.8.6.변경하여 삭제(현재 회전목마,에어버스뿐임)","0","Y","","","Y","","","0","","","","0",
"31","일반테마파크업","03_07_09_P","5190000","CDFI5271002016000001","2016-06-30","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 청도읍 유호리 702","","","청도레일바이크","2026-01-08 18:26:10","U","2026-01-10 02:40:00","","360244.484853526","233412.193566171","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","레일바이크,","1","Y","","","","","","0","","","","0",
"32","일반테마파크업","03_07_09_P","4900000","CDFI5271002008000001","2008-04-21","","01","영업/정상","13","영업중","","","","","061-374-7600","","519-832","전라남도 화순군 도곡면 천암리 788","전라남도 화순군 도곡면 온천1길 45","","썬웨이 워터파크 도곡온천","2026-01-08 11:23:08","U","2026-01-10 02:40:00","","191062.04324192","170047.877457569","허가테마파크업","테마파크업","근린상업지역","7","기타","","","근린생활시설","6","1","0","0","","","0","0","","0","0","","0","82","워터슬라이드 1기구","0","Y","Y","Y","Y","","","0","","","","82",
"33","일반테마파크업","03_07_09_P","5590000","CDFI5271002022000001","2022-11-24","","02","휴업","02","휴업","","2025-10-10","2026-06-05","","","","","경기도 양주시 백석읍 기산리 382-3","경기도 양주시 백석읍 기산로440번길 74-19","11518","양주송천캠핑장","2026-01-08 15:45:50","U","2026-01-10 02:40:00","","194469.631209999","474596.632715219","허가테마파크업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사 대상 1종, 확인검사 대상 1종","0","","","","","","","0","","","","0",
"34","일반테마파크업","03_07_09_P","4781000","CDFI5271002012000001","2012-07-13","","01","영업/정상","13","영업중","","","","","063-560-7500","","585-804","전북특별자치도 고창군 고창읍 석정리 733","전북특별자치도 고창군 고창읍 석정2로 173","56451","석정 휴스파","2026-01-08 18:28:09","U","2026-01-10 02:40:00","","176443.895143518","214766.839761114","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","2종 2대(유수풀 1. 미니슬라이드 1)","1","Y","","Y","Y","","","0","","","","0",
"35","일반테마파크업","03_07_09_P","4781000","CDFI5271002013000001","2013-06-03","","02","휴업","02","휴업","","","","","063-560-7500","","585-804","전북특별자치도 고창군 고창읍 석정리 733","전북특별자치도 고창군 고창읍 석정2로 207-35","56451","석정휴스파","2026-01-08 18:32:47","U","2026-01-10 02:40:00","","176443.895143518","214766.839761114","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","2종 3대(유수풀, 바디슬라이드, 스피드슬라이드)","0","","","","","","","0","","","","0",
"36","일반테마파크업","03_07_09_P","4641000","CDFI5271001980000001","1980-05-03","","01","영업/정상","13","영업중","","","","","063-275-4900","","561-807","전북특별자치도 전주시 덕진구 덕진동1가 산 36-8","전북특별자치도 전주시 덕진구 소리로 104 (덕진동1가)","54901","전주드림랜드","2026-01-08 13:47:51","U","2026-01-10 02:40:00","","212954.542006525","261947.681699704","허가테마파크업","테마파크업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","2200","","0","N","N","N","N","","","0","","","","2200",
"37","일반테마파크업","03_07_09_P","4641000","CDFI5271002019000001","2019-01-02","","01","영업/정상","13","영업중","","","","","0632737788","","","전북특별자치도 전주시 덕진구 우아동1가 944-1 아중역","전북특별자치도 전주시 덕진구 동부대로 420, 아중역 (우아동1가)","55026","전주한옥레일바이크(주)","2026-01-08 13:48:52","U","2026-01-10 02:40:00","","215832.241550964","258844.706048627","허가테마파크업","","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","35488","1종(레일바이크)","0","","","","","","","0","","","","35488",
"38","일반테마파크업","03_07_09_P","4641000","CDFI5271002019000002","2019-10-17","","01","영업/정상","13","영업중","","","","","063-290-6660","","","전북특별자치도 전주시 덕진구 송천동1가 234-5 창의체험관","전북특별자치도 전주시 덕진구 보훈누리로 63, 창의체험관 (송천동1가)","54900","전북특별자치도 어린이창의체험관","2026-01-08 14:20:04","U","2026-01-10 02:40:00","","211510.59809572","261730.722228427","허가테마파크업","","자연녹지지역","3","","","","문화시설","2","1","0","0","","","0","0","","0","0","","0","2176.85","3종 4대(에어바운스 1, 붕붕뜀틀 1, 미니시뮬레이션 2)","0","Y","Y","","Y","","","0","","","","2177",
"39","일반테마파크업","03_07_09_P","3100000","CDFI5271002012000001","2012-08-30","","01","영업/정상","13","영업중","","","","","","","139-942","서울특별시 노원구 상계동 730-5 지하5호","서울특별시 노원구 동일로 1393, 지하5호 (상계동, 일신프라자)","01762","뉴존","2026-01-08 10:28:27","U","2026-01-10 02:40:00","","205270.719919314","461175.377243531","허가테마파크업","","상업지역","8","기타","","","기타","6","2","0","0","","","0","0","","0","0","","0","105.84","디스코팡팡 1대 ('노리존'에서 상호변경 2021. 2)","0","","","","","","","0","","","","106",
"40","일반테마파크업","03_07_09_P","4400000","CDFI5271002026000001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","충청북도 제천시 고암동 1068","","","명인플레이","2026-01-09 17:18:48","I","2026-01-11 00:20:02","","308349.619583945","407485.545544899","허가테마파크업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","290","바이킹 1대, 타가다디스코 1대, 배터리카 5대","0","Y","Y","Y","Y","","","0","","","","290",
"41","일반테마파크업","03_07_09_P","3620000","CDFI5271002021000001","2021-09-08","","01","영업/정상","13","영업중","","","","","062-960-6134","","","광주광역시 북구 오룡동 1-6","광주광역시 북구 첨단과기로 235 (오룡동)","61005","국립광주과학관","2026-01-09 09:59:33","U","2026-01-11 02:40:00","","186266.253739064","192286.028230954","허가테마파크업","","공업지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사 대상(2종 2대), 확인검사 대상(11종 12대)","0","Y","Y","Y","Y","","","0","","","","0",
"42","일반테마파크업","03_07_09_P","4641000","CDFI5271002012000001","2012-03-23","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 고사동 427-7","전북특별자치도 전주시 완산구 전주객사3길 26-3 (고사동)","54999","노리존","2026-01-09 10:34:52","U","2026-01-11 02:40:00","","212822.723400421","257622.692213427","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","263.37","","0","","","","","","","0","","","","263",
"43","일반테마파크업","03_07_09_P","6510000","CDFI5271002013000003","2013-10-01","","01","영업/정상","13","영업중","","","","","064-783-0033","","695-976","제주특별자치도 제주시 구좌읍 종달리 4639","제주특별자치도 제주시 구좌읍 용눈이오름로 641","63354","제주레일파크(주)","2026-01-11 16:28:38","U","2026-01-13 02:40:00","","184766.603873128","-3515.32993112316","허가테마파크업","","관리지역","0","기타","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","27767","레일바이크 90대","0","Y","","Y","Y","","","0","","","","27767",
"44","일반테마파크업","03_07_09_P","6510000","CDFI5271002010000001","2010-10-20","","01","영업/정상","13","영업중","","","","","064-802-8000","","695-962","제주특별자치도 제주시 조천읍 대흘리 1221-1","제주특별자치도 제주시 조천읍 번영로 1278-169","","(주)더원(에코랜드)","2026-01-11 16:27:45","U","2026-01-13 02:40:00","","169281.312554753","-3801.6498447293","허가테마파크업","","관리지역","0","기타","","","기타","0","0","0","0","","","0","0","","0","0","","0","0","기관차-2종 9대, 붕붕뜀틀-2종 5대","0","Y","","Y","Y","","","0","","","","0",
"45","일반테마파크업","03_07_09_P","4850000","CDFI5271002025000001","2025-12-05","","01","영업/정상","13","영업중","","","","","","","","전라남도 담양군 담양읍 학동리 539-3","","","호호펀 놀이동산","2026-01-11 17:54:24","U","2026-01-13 02:40:00","","200325.208403917","202517.338596655","허가테마파크업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","고정형 4대(미니바이킹, 슬라이딩카, 스윙거, 타가디스코)","0","Y","Y","","Y","","","0","","","","0",
"46","일반테마파크업","03_07_09_P","5350000","CDFI5271002016000003","2016-05-11","","01","영업/정상","13","영업중","","","","","","","","경상남도 김해시 어방동 993","경상남도 김해시 가야테마길 161 (어방동)","50833","김해랜드","2026-01-11 12:25:33","U","2026-01-13 02:40:00","","372207.131990597","196221.094758574","허가테마파크업","","자연녹지지역","0","기타","","","기타","0","0","0","0","","","0","0","","0","0","","0","150","","0","Y","Y","Y","Y","","","0","","","","150",
"47","일반테마파크업","03_07_09_P","5710000","CDFI5271002026000001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 주중동 1122","충청북도 청주시 청원구 밀레니엄1로 18, 생명누리공원 (주중동)","28353","에스와이엔진 콘텐츠(2025년 청주시 겨울철 눈썰매장)","2026-01-12 13:38:20","I","2026-01-14 00:20:02","","242714.134159176","353460.135858311","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","일반유원시설업","0","","","","","","","0","","","","0",
"48","일반테마파크업","03_07_09_P","4980000","CDFI5271002025000003","2025-10-17","","03","폐업","03","폐업","2025-10-26","","","","","","","경기도 광명시 광명동 150-17","경기도 광명시 오리로 974 (광명동)","14220","고구려기획","2026-01-12 10:16:10","U","2026-01-14 02:40:00","","187121.809585585","441941.719327999","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","미니바이킹, 에어범퍼카, 디스코팡팡, 화이타, 페달보트, 에어바운스, 유로번지","0","","","","","","","0","","","","0",
"49","일반테마파크업","03_07_09_P","5600000","CDFI5271002020000001","2020-06-22","","02","휴업","02","휴업","","2025-04-24","2026-04-24","","","","","경기도 포천시 이동면 도평리 509","경기도 포천시 이동면 금강로 6159-7","11110","휴랜드관광농원","2026-01-12 15:37:02","U","2026-01-14 02:40:00","","234036.728684707","508553.304875848","허가테마파크업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","총 2종(3대) - 검사대상:1종 2대, 비검사:1종 1대","0","Y","","","Y","","","0","","","","0",
"50","일반테마파크업","03_07_09_P","4980000","CDFI5271002025000002","2025-10-02","","03","폐업","03","폐업","2025-11-02","","","","043-269-3650","","","충청북도 청주시 서원구 남이면 상발리 88-1","충청북도 청주시 서원구 남이면 사동구암로 243","28178","(주)지에이치","2026-01-12 10:14:19","U","2026-01-14 02:40:00","","236261.789890939","342778.366295964","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
