"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"11","국내외여행업","03_12_02_P","3150000","CDFI2260022007000012","2007-11-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 방화동 807 방화9단지아파트 상가동 101호","서울특별시 강서구 양천로11길 57, 방화9단지아파트 상가동 101호 (방화동, 방화9단지아파트)","07507","주식회사 뿌리항공","2025-12-31 13:50:36","U","2026-01-03 02:40:00","","182929.561795629","452526.699106933","국내외여행업","관광사업","일반주거지역","4","주택가주변","","서울보증보험","근린생활시설","3","1","0","0","","","0","0","","0","0","","0","33","","0","","","","","","","100000000","20191001","20200930","","33","",
"12","국내외여행업","03_12_02_P","3150000","CDFI2260022009000014","2005-12-26","","03","폐업","03","폐업","2025-12-31","","","","","","157-842","서울특별시 강서구 등촌동 656-54 베스틴빌딩 3층 302호","서울특별시 강서구 공항대로 411  (등촌동,베스틴빌딩 3층 302호)","","(주)나무나루","2025-12-31 10:41:29","U","2026-01-03 02:40:00","","186988.441947115","450457.806553468","국내외여행업","관광사업","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","150000000","20091101","20101031","","0","",
"13","국내외여행업","03_12_02_P","4810000","CDFI2260022018000010","2018-10-12","","03","폐업","03","폐업","2025-12-26","","","","","","","전라남도 여수시 신기동 110-14","전라남도 여수시 망마로 53, 3층 (신기동)","59687","VIP투어","2025-12-31 10:04:43","U","2026-01-03 02:40:00","","261151.315408144","140271.654973897","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20231130","20241129","","0","",
"14","국내외여행업","03_12_02_P","3940000","CDFI2260022014000015","2004-11-09","","03","폐업","03","폐업","2025-12-31","","","","031-925-8838","","411-371","경기도 고양시 일산서구 주엽동 17","경기도 고양시 일산서구 중앙로 1470, B동 202호 (주엽동, 동부썬프라자)","411-371","세은여행사","2025-12-31 14:07:25","U","2026-01-03 02:40:00","","178529.136791301","463365.623578833","국내외여행업","관광사업","","0","","","서울보증보험(2천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20190401","20200331","","0","",
"15","국내외여행업","03_12_02_P","3590000","CDFI2260022018000006","2018-12-21","","01","영업/정상","13","영업중","","","","","","","","광주광역시 동구 남동 157","광주광역시 동구 문화전당로 19-1, 6층 604호 (남동)","61487","주식회사 굿투어","2025-12-31 17:59:46","U","2026-01-03 02:40:00","","192579.799577662","182811.863437188","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20260101","20261231","","0","",
"16","국내외여행업","03_12_02_P","5670000","CDFI2260022025000001","2025-01-23","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 의창구 명서동 199-8 장복빌딩 904호","경상남도 창원시 의창구 창이대로113번길 6, 장복빌딩 904호 (명서동)","51388","원투어(WON TOUR)","2025-12-31 13:24:13","U","2026-01-03 02:40:00","","350109.118153371","194899.592809561","국내외여행업","","","0","","","SGI서울보증","","0","0","0","0","","","0","0","","0","0","","0","34.96","","0","","","","","","","0","20260123","20270122","","35","",
"17","국내외여행업","03_12_02_P","3150000","CDFI2260022026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 747 마곡엠밸리10단지 오피스업무시설동 507호","서울특별시 강서구 마곡중앙1로 72, 마곡엠밸리10단지 오피스업무시설동 507호 (마곡동, 마곡엠밸리10단지)","07629","쉼여행","2026-01-02 17:11:21","I","2026-01-04 00:20:12","","183968.906835987","450822.830988735","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","","","","0","",
"18","국내외여행업","03_12_02_P","3000000","CDFI2260022026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 종로1가 24 르메이에르종로타운1","서울특별시 종로구 종로 19, 르메이에르종로타운1 17층 1706호 (종로1가)","03157","주식회사하니유럽","2026-01-02 15:09:23","I","2026-01-04 00:20:12","","198150.300374121","452019.212642931","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","36","","0","","","","","","","100000000","","","","36","",
"19","국내외여행업","03_12_02_P","3170000","CDFI2260022025000014","2019-05-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 291-7 홈플러스 금천점","서울특별시 금천구 시흥대로 391, 홈플러스 금천점 3층 (독산동)","08584","한새투어","2026-01-02 09:03:27","I","2026-01-04 00:20:12","","190809.507840375","440728.382273075","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","77.19","","0","","","","","","","30000000","20250419","20260418","","77","",
"20","국내외여행업","03_12_02_P","3530000","CDFI2260022019000002","2019-08-19","","02","휴업","02","휴업","","2026-01-01","2026-12-31","","","","","인천광역시 남동구 구월동 1542-1 네이쳐프라자 502호","인천광역시 남동구 선수촌공원로23번길 11, 네이쳐프라자 502호 (구월동)","21582","플랜 어 트립","2026-01-02 17:02:17","U","2026-01-04 02:40:00","","174136.448502526","437677.045395368","국내외여행업","","일반상업지역","0","","","서울보증보험주식회사","","0","0","0","0","PLAN a TRIP","Overseas Travel Business","0","0","","0","0","","0","1.5","","0","","","","","","","30000000","20220429","20230428","","2","",
"21","국내외여행업","03_12_02_P","3010000","CDFI2260022023000031","2023-05-09","","03","폐업","03","폐업","2025-11-25","","","","029692577","","","서울특별시 중구 충무로4가 125-3 일흥빌딩","서울특별시 중구 퇴계로 213, 일흥빌딩 3층 309-20호 (충무로4가)","04557","이지투어여행사","2026-01-02 16:21:17","U","2026-01-04 02:40:00","","199532.084458879","451067.194729829","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","33000000","20241119","20251118","","0","",
"22","국내외여행업","03_12_02_P","3000000","CDFI2260022025000040","2025-12-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 종로2가 56-6","서울특별시 종로구 종로 96, 410호 (종로2가)","03191","주식회사아비아(A-VIA)","2026-01-02 17:14:10","U","2026-01-04 02:40:00","","198892.023011278","451952.062116173","국내외여행업","","","0","","","서울보증보험(30,000,000원)","","0","0","0","0","","","0","0","","0","0","","0","6","","0","","","","","","","60000000","20251219","20261218","","6","",
"23","국내외여행업","03_12_02_P","4020000","CDFI2260022017000002","2009-11-23","","01","영업/정상","13","영업중","","","","","031-452-7700","","","경기도 군포시 당동 7-6","경기도 군포시 공단로 161 (당동, 클로버빌딩)","15845","클로버관광여행사(주)","2026-01-02 14:23:19","U","2026-01-04 02:40:00","","195415.286080489","428617.980754798","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20251201","20261130","","0","",
"24","국내외여행업","03_12_02_P","3900000","CDFI2260022013000004","2013-10-25","","03","폐업","03","폐업","2026-01-02","","","","","","","경기도 광명시 광명동 158-485","경기도 광명시 새터로121번길 10, 102호 (광명동)","14263","백두산여행사","2026-01-02 14:15:16","U","2026-01-04 02:40:00","","187303.57594362","441793.673153552","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","11.57","","0","","","","","","","60000000","20251101","20261031","","12","",
"25","국내외여행업","03_12_02_P","5600000","CDFI2260022023000002","2011-02-21","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 화현면 명덕리 570-6","경기도 포천시 화현면 봉화로577번길 32","11125","(주)팔삼하나여행사","2026-01-02 16:53:07","U","2026-01-04 02:40:00","","224003.847541918","488449.93298799","국내외여행업","","","0","","","경기도관광협회(3천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20241025","20261024","","0","",
"26","국내외여행업","03_12_02_P","3150000","CDFI2260022024000022","2024-12-04","","03","폐업","03","폐업","2025-12-31","","","","","","","서울특별시 강서구 등촌동 648-6 비원오피스텔","서울특별시 강서구 공항대로 525, 비원오피스텔 1501나-125호 (등촌동)","07563","로나글로벌","2026-01-02 09:55:18","U","2026-01-04 02:40:00","","187999.32555627","449920.361168751","국내외여행업","","","0","","","","사무실","0","0","0","0","","","0","0","","0","0","","0","3.3","","0","","","","","","","30000000","","","","3","",
"27","국내외여행업","03_12_02_P","4090000","CDFI2260022024000012","2024-12-11","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 사우동 250-3","경기도 김포시 봉화로 9-19, 202호 (사우동)","10109","와비트레블","2026-01-02 09:30:29","U","2026-01-04 02:40:00","","174872.204486294","457252.773263513","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20251211","20261210","","0","",
"28","국내외여행업","03_12_02_P","6510000","CDFI2260022025000009","2025-02-14","","03","폐업","03","폐업","2026-01-02","","","","064-747-8255","","","제주특별자치도 제주시 노형동 716 골든스퀘어 1층 105호","제주특별자치도 제주시 한라대학로 114, 골든스퀘어 1층 105호 (노형동)","63092","영하TOUR","2026-01-02 17:27:41","U","2026-01-04 02:40:00","","151862.414404646","-2196.28583079105","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"29","국내외여행업","03_12_02_P","3990000","CDFI2260022025000001","2025-01-21","","01","영업/정상","13","영업중","","","","","0315152626","","","경기도 남양주시 수동면 입석리 505-23","경기도 남양주시 수동면 비룡로973번길 10-47","12029","하은투어","2026-01-02 17:37:21","U","2026-01-04 02:40:00","","227458.53403375","468592.55384313","국내외여행업","","","0","","","서울보증보험(3천만)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20260121","20270120","","0","",
"30","국내외여행업","03_12_02_P","5080000","CDFI2260022026000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 원평동 1074-5","경상북도 구미시 송원동로 58-17, 2층 (원평동)","39233","GB TOUR","2026-01-05 08:53:41","I","2026-01-07 00:20:36","","321675.841234257","292054.678531315","국내외여행업","","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","115.5","","0","","","","","","","30000000","","","","116","",
"31","국내외여행업","03_12_02_P","3700000","CDFI2260022014000002","2014-02-05","","01","영업/정상","13","영업중","","","","","052-261-8881","","","울산광역시 남구 야음동 789-14","울산광역시 남구 수암로 138, 2층 208호 (야음동)","44750","트윈스여행사","2026-01-05 14:30:30","U","2026-01-07 02:40:00","","410542.477354439","227733.249408478","국내외여행업","","","0","","","서울보증보험 주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20230226","20240225","","0","",
"32","국내외여행업","03_12_02_P","5600000","CDFI2260022007000002","2007-03-27","","01","영업/정상","13","영업중","","","","","","","487-823","경기도 포천시 소흘읍 송우리 107-16 다와빌딩 1층","경기도 포천시 소흘읍 솔모루로98번길 10-1 (다와빌딩 1층)","11174","(주)자만그룹 투어","2026-01-05 11:22:37","U","2026-01-07 02:40:00","","213053.226745069","480819.057561908","국내외여행업","관광사업","준주거지역","6","","","서울보증보험주식회사","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","99","","0","","","","","","","100000000","20240301","20260228","","99","",
"33","국내외여행업","03_12_02_P","5600000","CDFI2260022015000002","2015-11-02","","01","영업/정상","13","영업중","","","","","031-543-9922","","","경기도 포천시 자작동 588-4","경기도 포천시 자작로 155, 경기대진테크노파크 304-2호 (자작동)","11158","브이아이피여행(주)","2026-01-05 11:23:43","U","2026-01-07 02:40:00","","214204.284090553","485923.217347631","국내외여행업","","관리지역","6","기타","","서울보증보험주식회사","","5","1","0","0","","","0","0","","0","0","","0","96.66","","0","","","","","","","60000000","20251022","20281021","","97","",
"34","국내외여행업","03_12_02_P","5600000","CDFI2260022018000001","2018-01-23","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 소흘읍 이동교리 738-14","경기도 포천시 소흘읍 광릉수목원로 1185, 2층","11184","마스타투어","2026-01-05 11:25:08","U","2026-01-07 02:40:00","","210207.651943567","475101.748519464","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20240825","20270824","","0","",
"35","국내외여행업","03_12_02_P","5600000","CDFI2260022011000001","2011-12-14","","01","영업/정상","13","영업중","","","","","031-544-2848","","","경기도 포천시 선단동 8-5","경기도 포천시 탑동가산로 548 (선단동)","11158","투어샵","2026-01-05 11:26:32","U","2026-01-07 02:40:00","","215019.544627424","483944.583155903","국내외여행업","","준주거지역","1","아파트지역","","서울보증보험주식회사","근린생활시설","3","1","0","0","Tour Shop","Foreign country Tour Agency","0","0","","0","0","","0","33","","0","","","","","","","78000000","20250101","20251231","","33","",
"36","국내외여행업","03_12_02_P","5600000","CDFI2260022012000003","2012-07-11","","01","영업/정상","13","영업중","","","","","031-542-9233","","487-824","경기도 포천시 소흘읍 송우리 146-2","경기도 포천시 소흘읍 솔모루로 53","11178","드림여행사","2026-01-05 11:28:49","U","2026-01-07 02:40:00","","212655.091335009","480513.513671117","국내외여행업","","근린상업지역","3","아파트지역","","서울보증보험","근린생활시설","3","0","0","0","Dream Tour Agency","Foreign Country Tour Agency","0","0","","0","0","","0","50","","0","","","","","","","92580248","20251008","20261007","","50","",
"37","국내외여행업","03_12_02_P","5600000","CDFI2260022012000004","2010-01-25","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 가산면 마산리 399-25","경기도 포천시 가산면 선마로 238","11164","하나포천투어","2026-01-05 11:30:42","U","2026-01-07 02:40:00","","216399.443170036","482739.88816105","국내외여행업","","일반상업지역","2","학교정화(상대)","","서울보증보험","근린생활시설","2","0","0","0","Hana Pocheon Tour","Overseas tour agency","0","0","","0","0","","0","47.53","","0","","","","","","","0","20250901","20260831","","48","",
"38","국내외여행업","03_12_02_P","5600000","CDFI2260022013000001","2013-04-08","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 신읍동 112-11","경기도 포천시 호병로 51-10 (신읍동)","11148","IC TOUR","2026-01-05 11:33:29","U","2026-01-07 02:40:00","","217285.241111162","488050.788934465","국내외여행업","","자연녹지지역","0","학교정화(상대)","","서울보증보험주식회사","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","33","","0","","","","","","","60000000","20250801","20260731","","33","",
"39","국내외여행업","03_12_02_P","5600000","CDFI2260022013000003","2013-08-04","","01","영업/정상","13","영업중","","","","","031-531-0178","","487-892","경기도 포천시 영북면 운천리 505-11","경기도 포천시 영북면 운천로 8","11105","주식회사 조은","2026-01-05 11:34:54","U","2026-01-07 02:40:00","","223916.029626986","509891.208826298","국내외여행업","","준주거지역","2","학교정화(상대)","","서울보증보험주식회사","사무실","1","0","0","0","","","0","0","","0","0","","0","26","","0","","","","","","","60000000","20250805","20260804","","26","",
"40","국내외여행업","03_12_02_P","5600000","CDFI2260022014000001","2014-08-13","","01","영업/정상","13","영업중","","","","","031-542-3330","","487-823","경기도 포천시 소흘읍 송우리 494-1","경기도 포천시 소흘읍 호국로 571","11180","멀티투어","2026-01-05 11:36:08","U","2026-01-07 02:40:00","","212275.960069033","480062.060884211","국내외여행업","","생산녹지지역","5","기타","","서울보증보험주식회사","근린생활시설","4","1","0","0","","","0","0","","0","0","","0","249.96","","0","","","","","","","130000000","20251022","20261021","","250","",
"41","국내외여행업","03_12_02_P","3350000","CDFI2260022007000001","2007-01-11","","01","영업/정상","13","영업중","","","","","515-0566","","609-839","부산광역시 금정구 장전동 316-11 4층","부산광역시 금정구 금정로60번길 6 (장전동,4층)","","(주)투어클리닉관광여행사","2026-01-05 11:52:39","U","2026-01-07 02:40:00","","389894.817790741","194274.55026144","국내외여행업","관광사업","일반주거지역","4","기타","","부산광역시 관광협회","근린생활시설","3","1","0","0","","","0","0","","0","0","","0","15","","0","","","","","","","15000000","20260111","20270110","","15","",
"42","국내외여행업","03_12_02_P","3700000","CDFI2260022009000005","2009-05-26","","01","영업/정상","13","영업중","","","","","052-257-7705","","","울산광역시 남구 야음동 789-14","울산광역시 남구 수암로 138, 2층 206호 (야음동)","44750","여행조아서","2026-01-05 14:34:35","U","2026-01-07 02:40:00","","410542.477354439","227733.249408478","국내외여행업","","","0","","","서울보증보험주식회사","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20250602","20260601","","0","",
"43","국내외여행업","03_12_02_P","5600000","CDFI2260022020000001","2020-03-06","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 영북면 운천리 539-46","경기도 포천시 영북면 영북로 161, 2층","11106","(주)투어고","2026-01-05 11:20:45","U","2026-01-07 02:40:00","","224019.02744169","509564.984298082","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20250501","20280430","","0","",
"44","국내외여행업","03_12_02_P","5420000","CDFI2260022025000001","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경상남도 고성군 상리면 신촌리 산 24-5","경상남도 고성군 상리면 상정대로 1750","52950","모두기획","2026-01-05 15:18:09","U","2026-01-07 02:40:00","","307320.258146085","169474.584535723","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","20260105","20270104","50162820","20260105","20270104","","0","3370300861",
"45","국내외여행업","03_12_02_P","5600000","CDFI2260022024000001","2011-08-25","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 선단동 529-4","경기도 포천시 호국로 922, 2층 (선단동)","11162","다가투어 주식회사","2026-01-05 11:21:52","U","2026-01-07 02:40:00","","214194.219965062","482827.115904372","국내외여행업","","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20251012","20261011","","0","",
"46","국내외여행업","03_12_02_P","3860000","CDFI2260022019000004","2019-03-08","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 중동 1059 신중동역 랜드마크 푸르지오 시티","경기도 부천시 원미구 신흥로 223, 신중동역 랜드마크 푸르지오 시티 101동 2107호 (중동)","14539","지니CO","2026-01-05 14:09:32","U","2026-01-07 02:40:00","","180055.338981845","444675.457254185","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","22.43","","0","","","","","","","30000000","20250808","20260807","","22","",
"47","국내외여행업","03_12_02_P","6510000","CDFI2260022025000028","2025-12-24","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 도두일동 2280-2 2층","제주특별자치도 제주시 월랑로 93, 2층 (도두일동)","63109","(주)골킹","2026-01-05 18:29:56","U","2026-01-07 02:40:00","","150836.242997134","-294.461137078925","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20251224","20261223","","0","",
"48","국내외여행업","03_12_02_P","5530000","CDFI2260022025000011","2025-11-27","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 봉담읍 상기리 430-2","경기도 화성시 봉담읍 주석로 962-41","18333","(주)마스투어","2026-01-05 19:42:35","U","2026-01-07 02:40:00","","193122.062912176","410559.596334255","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20251201","20261130","","0","",
"49","국내외여행업","03_12_02_P","3150000","CDFI2260022023000003","2023-02-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 696 세신그린코아빌딩 202호","서울특별시 강서구 공항대로41길 51, 세신그린코아빌딩 202호 (등촌동)","07586","주식회사 요나단여행사","2026-01-05 14:53:02","U","2026-01-07 02:40:00","","186301.875540288","450896.992532972","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","17.52","","0","","","","","","","0","20251224","20261223","","18","",
"50","국내외여행업","03_12_02_P","3150000","CDFI2260022012000014","2012-07-27","","03","폐업","03","폐업","2023-12-07","","","","02-2607-6896","","157-884","서울특별시 강서구 화곡동 372-1 지층 102호","서울특별시 강서구 가로공원로 186, 지층 102호 (화곡동)","157-884","주식회사 착한여행늘봄","2026-01-05 17:04:49","U","2026-01-07 02:40:00","","185498.755132778","448300.451846753","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","","","","0","",
"51","국내외여행업","03_12_02_P","3240000","CDFI2260022014000006","2005-01-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강동구 명일동 47","서울특별시 강동구 고덕로62길 29, 2층 203호 (명일동, 명일삼환아파트상가)","05269","(주)삼풍월드서비스","2026-01-05 14:57:02","U","2026-01-07 02:40:00","","213522.288105074","450169.517626003","국내외여행업","관광사업","","0","","","서울보증보험(서울시관광협회)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260125","20270124","","0","",
