"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"34","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025200800013","2008-11-01","","04","취소/말소/만료/정지/중지","4","폐쇄","2015-01-07","","","","0313301146","","","경기도 용인시 처인구 양지읍 대대리 산 281-1","","","금호리조트(주)아시아나시시","2026-01-02 10:55:02","U","2026-01-04 02:40:00","","","","기타수질오염원관리","","","","","0","","0","1428504966",
"35","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025201300006","2013-11-11","","01","영업/정상","11","영업","","","","","","","","경기도 용인시 처인구 양지읍 남곡리 124-7 가동 102호","경기도 용인시 처인구 양지읍 남평로 32, 가동 102호","","(주)지이에스앤드에프","2026-01-02 10:54:57","U","2026-01-04 02:40:00","","225466.850246441","414350.36641158","기타수질오염원관리","","","","","0","","0","1428521311",
"36","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025201900008","2019-09-20","","01","영업/정상","11","영업","","","","","","","","경기도 용인시 처인구 양지읍 평창리 640-25","경기도 용인시 처인구 양지읍 죽양대로2016번길 30","17163","금호타이어 양지IC점","2026-01-02 10:54:58","U","2026-01-04 02:40:00","","228231.550587846","412974.607936049","기타수질오염원관리","","","","","0","","0","1420805998",
"37","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025201900010","2019-10-22","","04","취소/말소/만료/정지/중지","4","폐쇄","2020-11-12","","","","0313384078","","","경기도 용인시 처인구 양지읍 주북리 367-2","경기도 용인시 처인구 양지읍 주북로193번길 21","17159","광희그래픽스","2026-01-02 10:55:03","U","2026-01-04 02:40:00","","222478.826144697","416277.355605507","기타수질오염원관리","","","","","0","","0","2050189698",
"38","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025200900001","2009-02-09","","03","폐업","2","폐업","2016-07-07","","","","0313344171","","","경기도 용인시 처인구 양지읍 주북리 1110","경기도 용인시 처인구 양지읍 한터로 281","","(주)용인폐차사업소","2026-01-02 10:55:03","U","2026-01-04 02:40:00","","221054.899214771","416992.958700605","기타수질오염원관리","","","","","0","","0","1358110273",
"39","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025200300011","2003-01-26","","04","취소/말소/만료/정지/중지","4","폐쇄","2025-06-25","","","","3384797","","","경기도 용인시 처인구 양지읍 양지리 573-5","경기도 용인시 처인구 양지읍 양지로 140","","서울삼성의원","2026-01-02 10:54:59","U","2026-01-04 02:40:00","","225114.59562268","414761.730407598","기타수질오염원관리","","","","","0","","0","1359045610",
"40","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025201700002","2017-10-16","","01","영업/정상","11","영업","","","","","02-471-2511","","","경기도 용인시 처인구 양지읍 주북리 115-1 115-3,115-4","경기도 용인시 처인구 양지읍 주북로342번길 6-17","17159","민우건설기계(주)","2026-01-02 10:55:03","U","2026-01-04 02:40:00","","223609.801705341","415998.548101858","기타수질오염원관리","","","","","0","","0","2158741827",
"41","수질오염원설치시설(기타)","09_30_12_P","3390000","339000025201000002","2010-02-02","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-02","","","","051 315-9922","","","부산광역시 사상구 감전동 147-9","부산광역시 사상구 낙동대로1062번길 17 (감전동)","617-804","(주)천일정비서비스","2026-01-02 11:36:49","U","2026-01-04 02:40:00","","379810.761260608","185797.640711346","기타수질오염원관리","","","","","0","","0","6068615455",
"42","수질오염원설치시설(기타)","09_30_12_P","3030000","303000025201900001","2019-02-19","","04","취소/말소/만료/정지/중지","4","폐쇄","2025-12-31","","","","","","","서울특별시 성동구 성수동2가 271-3 2,3층","서울특별시 성동구 연무장길 87, 2,3층 (성수동2가)","04783","㈜헐크모터스","2026-01-02 13:13:01","U","2026-01-04 02:40:00","","205139.510454711","448820.400834501","기타수질오염원관리","","","","","0","","0","8328102549",
"43","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025202000004","2020-04-14","","04","취소/말소/만료/정지/중지","4","폐쇄","2021-09-14","","","","","","","경기도 용인시 처인구 양지읍 주북리 358 B동","경기도 용인시 처인구 양지읍 주북로173번길 54, B동","17159","알에이치Custom","2026-01-02 10:55:03","U","2026-01-04 02:40:00","","","","기타수질오염원관리","","","","","0","","0","8662200436",
"44","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025199200002","1992-03-28","","01","영업/정상","11","영업","","","","","0313301121,1304","","","경기도 용인시 처인구 양지읍 대대리 산 281-1","경기도 용인시 처인구 양지읍 양대로 290","449-822","금호리조트(주)","2026-01-02 10:55:02","U","2026-01-04 02:40:00","","225622.153527581","416941.404061624","기타수질오염원관리","","","","","0","","0","1428103111",
"45","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025199300003","1993-06-18","","01","영업/정상","11","영업","","","","","","","449-820","경기도 용인시 처인구 양지읍 주북리 1110","경기도 용인시 처인구 양지읍 한터로 281","","공우산업(주)","2026-01-02 10:55:03","U","2026-01-04 02:40:00","자동차 전문 수리업","221054.899214771","416992.958700605","기타수질오염원관리","자동차 전문 수리업","","","","0","","0","",
"46","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025199500003","1995-03-25","","01","영업/정상","11","영업","","","","","","","449-820","경기도 용인시 처인구 양지읍 제일리 112","경기도 용인시 처인구 양지읍 중부대로2517번길 21","","제일양어장","2026-01-02 10:54:59","U","2026-01-04 02:40:00","양식어업","227998.353475781","415489.408615653","기타수질오염원관리","양식어업","","","","0","","0","",
"47","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025199500004","1995-06-13","","01","영업/정상","11","영업","","","","","","","449-820","경기도 용인시 처인구 양지읍 남곡리 489-7","","","도원자동차공업(주)","2026-01-02 10:54:57","U","2026-01-04 02:40:00","자동차 수리업","","","기타수질오염원관리","자동차 수리업","","","","0","","0","",
"48","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025199500010","1995-12-15","","01","영업/정상","11","영업","","","","","","","","경기도 용인시 처인구 양지읍 남곡리 34-1","경기도 용인시 처인구 양지읍 남평로 112","","미래개발주식회사","2026-01-02 10:54:57","U","2026-01-04 02:40:00","","225676.720320733","412532.949074993","기타수질오염원관리","","","","","0","","0","1358503969",
"49","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025199600001","1996-07-11","","01","영업/정상","11","영업","","","","","","","","경기도 용인시 처인구 양지읍 남곡리 493-29","","","현대양지자동차정비(주)","2026-01-02 10:54:57","U","2026-01-04 02:40:00","","","","기타수질오염원관리","","","","","0","","0","1358176974",
"50","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025200700017","2007-10-24","","01","영업/정상","11","영업","","","","","","","","경기도 용인시 처인구 양지읍 주북리 602","경기도 용인시 처인구 양지읍 주북로5번길 160","","유림현대공업사","2026-01-02 10:55:03","U","2026-01-04 02:40:00","","221932.222407785","417386.583935215","기타수질오염원관리","","","수리된 자동차","","0","","0","",
"51","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025199900003","1999-08-18","","01","영업/정상","11","영업","","","","","0313396503","","","경기도 용인시 처인구 양지읍 주북리 545-2","","","주식회사 화성특장","2026-01-02 10:55:03","U","2026-01-04 02:40:00","","","","기타수질오염원관리","","","","","0","","0","",
"52","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025200200003","2002-03-21","","01","영업/정상","11","영업","","","","","","","449-823","경기도 용인시 처인구 양지읍 양지리 652-1","","","용인기아자동차공업사","2026-01-02 10:54:55","U","2026-01-04 02:40:00","","","","기타수질오염원관리","","","","","0","","0","",
"53","수질오염원설치시설(기타)","09_30_12_P","3830000","383000025202500003","2025-07-25","","01","영업/정상","11","영업","","","","","","","","경기도 안양시 동안구 관양동 1604-4 평촌벌말프라자","경기도 안양시 동안구 관평로182번길 54, 평촌벌말프라자 2층 204호 (관양동)","14066","으뜸50안경평촌역","2026-01-02 13:09:11","U","2026-01-04 02:40:00","","196677.373788978","432418.177418613","기타수질오염원관리","","","","","0","","0","6861103001",
"54","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025202500008","2025-09-05","","01","영업/정상","11","영업","","","","","","","","경기도 용인시 처인구 양지읍 송문리 114-1","경기도 용인시 처인구 양지읍 신송로 297","17160","케이지모빌리티용인서비스센터(주)","2026-01-02 10:55:04","U","2026-01-04 02:40:00","","223318.305641128","413903.710196502","기타수질오염원관리","","","","","0","","0","",
"55","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025202500009","2025-09-30","","01","영업/정상","11","영업","","","","","031-334-4667","","","경기도 용인시 처인구 양지읍 주북리 712-10","경기도 용인시 처인구 양지읍 한금로 20","17039","(주)한터테크","2026-01-02 10:55:03","U","2026-01-04 02:40:00","","","","기타수질오염원관리","","","","","0","","0","1828702989",
"56","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025202200006","2023-01-03","","01","영업/정상","11","영업","","","","","","","","경기도 용인시 처인구 양지읍 평창리 640-25","경기도 용인시 처인구 양지읍 죽양대로2016번길 30","17163","금호공업사","2026-01-02 10:54:58","U","2026-01-04 02:40:00","","228231.550587846","412974.607936049","기타수질오염원관리","","","","","0","","0","6537500234",
"57","수질오염원설치시설(기타)","09_30_12_P","3830000","383000025202500002","2025-06-25","","01","영업/정상","11","영업","","","","","031-458-4200","","","경기도 안양시 만안구 안양동 604-3","경기도 안양시 만안구 만안로 120 (안양동)","14032","금강자동차정비검사소","2026-01-02 11:50:34","U","2026-01-04 02:40:00","","","","기타수질오염원관리","","","","","0","","0","1360664499",
"58","수질오염원설치시설(기타)","09_30_12_P","4050000","562000025202500004","2025-06-30","","01","영업/정상","11","영업","","","","","031-322-1063","","","경기도 용인시 처인구 양지읍 양지리 586-1","경기도 용인시 처인구 양지읍 양지로 152","17158","이앤김 하이안경","2026-01-02 10:54:55","U","2026-01-04 02:40:00","","225232.236186552","414748.182943376","기타수질오염원관리","","","","","0","","0","2956100818",
"59","수질오염원설치시설(기타)","09_30_12_P","3830000","383000025202500001","2025-06-13","","01","영업/정상","11","영업","","","","","0313840988","","","경기도 안양시 동안구 관양동 1591-12 평촌자이엘라","경기도 안양시 동안구 관평로 183, 평촌자이엘라 1층 102호 (관양동)","14067","브리즘 평촌점","2026-01-02 11:49:31","U","2026-01-04 02:40:00","","196348.623611046","432336.522653627","기타수질오염원관리","","","","","0","","0","6042093430",
"60","수질오염원설치시설(기타)","09_30_12_P","4390000","439000025202500002","2025-07-21","","01","영업/정상","11","영업","","","","","","","","충청북도 충주시 칠금동 441-5","충청북도 충주시 탄금대로 241 (칠금동)","27441","대림정비공업사","2026-01-03 21:51:35","U","2026-01-05 02:40:00","","280510.376147434","387386.414943301","기타수질오염원관리","","","","","0","","0","3030915351",
"61","수질오염원설치시설(기타)","09_30_12_P","3170000","317000025202600001","2026-01-05","","01","영업/정상","11","영업","","","","","02-804-8585","","","서울특별시 금천구 시흥동 1036 기아자동차 시흥서비스센터","서울특별시 금천구 시흥대로51길 20, 기아자동차 시흥서비스센터 (시흥동)","08633","기아(주) 시흥서비스센터","2026-01-05 09:40:50","I","2026-01-07 00:20:36","자동차 제조업","191072.547225504","438867.37115031","기타수질오염원관리","자동차 제조업","","","","0","","0","1198506362",
"62","수질오염원설치시설(기타)","09_30_12_P","3170000","317000025202600002","2026-01-05","","01","영업/정상","11","영업","","","","","02 8048585","","","서울특별시 금천구 시흥동 996-3","서울특별시 금천구 시흥대로51길 20 (시흥동)","153-864","기아(주)시흥서비스센터","2026-01-05 14:07:55","I","2026-01-07 00:20:36","","190959.277765513","438851.051916362","기타수질오염원관리","","","","","0","","0","1198506362",
"63","수질오염원설치시설(기타)","09_30_12_P","5540000","554000025202600001","2026-01-05","","01","영업/정상","11","영업","","","","","","","","경기도 광주시 역동 348-10","경기도 광주시 광주역9로 39 (역동)","12764","(주)새천모터스","2026-01-05 17:01:23","I","2026-01-07 00:20:36","","222514.872558417","433813.263727229","기타수질오염원관리","","","","","0","","0","3378603581",
"64","수질오염원설치시설(기타)","09_30_12_P","5670000","567012325202500003","2026-01-05","","01","영업/정상","11","영업","","","","","0557141932","","","경상남도 창원시 의창구 중동 782-1","경상남도 창원시 의창구 중동북로 23, 제이디윙스 빌딩 1층 117호 (중동)","51380","아이젠트리 창원유니시티점","2026-01-05 13:11:57","I","2026-01-07 00:20:36","","348005.925500209","196631.909856073","기타수질오염원관리","","","","","0","","0","6110630868",
"65","수질오염원설치시설(기타)","09_30_12_P","4271000","427100025202200001","2022-02-18","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 영월군 영월읍 팔괴리 481","강원특별자치도 영월군 영월읍 태화산로 225-14","26240","팔괴송어장","2026-01-05 18:03:04","U","2026-01-07 02:40:00","","332464.279042512","405930.788954425","기타수질오염원관리","","","","","0","","0","2259005191",
"66","수질오염원설치시설(기타)","09_30_12_P","5130000","513000025200300010","2006-05-25","","04","취소/말소/만료/정지/중지","4","폐쇄","2025-12-30","","","","053-817-1797","","","경상북도 경산시 압량읍 부적리 514-13","경상북도 경산시 압량읍 대학로 345","38527","현대외과의원","2026-01-05 15:56:34","U","2026-01-07 02:40:00","","358789.177229081","261431.679082203","기타수질오염원관리","","","","","0","","0","5159018380",
