"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","휴게실면적","사무실면적","탈의실면적","회원모집총인원","세부업종명","법인명",
"11","체력단련장업","10_42_01_P","5530000","CDFH3301062021000052","2021-12-28","","01","영업/정상","13","영업중","","","","","","604.44","","경기도 화성시 산척동 728-4 동탄2우성메디피아","경기도 화성시 동탄순환대로 127-17, 동탄2우성메디피아 7층 707~714호 (산척동)","18505","모델짐 호수공원점","2025-12-31 10:29:08","U","2026-01-03 02:40:00","","209458.265131345","407248.535700706","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"12","체력단련장업","10_42_01_P","3130000","CDFH3301062021000021","2021-12-31","","01","영업/정상","13","영업중","","","","","","274","","서울특별시 마포구 용강동 19-4","서울특별시 마포구 큰우물로 64, 3층 (용강동)","04166","MMT FITNESS","2025-12-31 17:49:49","U","2026-01-03 02:40:00","","195077.877539775","448814.310205292","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"13","체력단련장업","10_42_01_P","3300000","CDFH3301062023000005","2023-04-12","","01","영업/정상","13","영업중","","","","","","485.57","","부산광역시 동래구 사직동 608-2 산용산호빌라","부산광역시 동래구 쇠미로60번길 53, 지하1층 (사직동, 산용산호빌라)","47861","첼시피트니스&PT 사직점","2025-12-31 10:30:11","U","2026-01-03 02:40:00","","387249.011720963","190822.552842142","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"14","체력단련장업","10_42_01_P","3940000","CDFH3301062024000017","2024-04-23","","03","폐업","03","폐업","2025-12-31","","","","0507-1358-8443","238.36","","경기도 고양시 일산동구 백석동 1294 삼운프라자 301호","경기도 고양시 일산동구 중앙로 1074, 삼운프라자 301호 (백석동)","10447","영양플러스짐","2025-12-31 15:37:41","U","2026-01-03 02:40:00","","181018.19989115","460342.769898663","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"15","체력단련장업","10_42_01_P","4930000","CDFH3301062020000001","2020-06-05","","01","영업/정상","13","영업중","","","","","","402.36","","전라남도 해남군 해남읍 해리 461-1","전라남도 해남군 해남읍 해리3길 9, 3층","59027","보석사우나 헬스장","2025-12-31 09:43:47","U","2026-01-03 02:40:00","","164005.374186673","119366.661094368","체력단련장업","사립","","1","0","1485.41","0","0","0","0","","",
"16","체력단련장업","10_42_01_P","3290000","CDFH3301062021000032","2021-10-26","","01","영업/정상","13","영업중","","","","","070-7378-0936","753.13","","부산광역시 부산진구 전포동 690-4 현대타워","부산광역시 부산진구 전포대로199번길 15, 현대타워 지하1층 (전포동)","47297","커스텀피트니스 서면본점 PT&헬스","2025-12-31 16:19:06","U","2026-01-03 02:40:00","","388038.599996574","185847.48270792","체력단련장업","사립","","2","0","15076.08","0","0","0","0","","",
"17","체력단련장업","10_42_01_P","4930000","CDFH3301062025000001","2025-12-18","","01","영업/정상","13","영업중","","","","","","442.21","","전라남도 해남군 해남읍 고도리 492-12","전라남도 해남군 해남읍 신안길 2-4, 3층","59044","청춘 휘트니스","2025-12-31 13:08:10","U","2026-01-03 02:40:00","","163970.393572762","118551.847086513","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"18","체력단련장업","10_42_01_P","3170000","CDFH3301062025000011","2025-12-29","","01","영업/정상","13","영업중","","","","","","252.5","","서울특별시 금천구 독산동 1031-27 삼미뉴타워","서울특별시 금천구 시흥대로 352, 삼미뉴타워 B01호 (독산동)","08616","토스 독산점","2025-12-31 12:33:07","U","2026-01-03 02:40:00","","190905.704667758","440300.195322112","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"19","체력단련장업","10_42_01_P","3440000","CDFH3301062020000001","2020-06-29","","01","영업/정상","13","영업중","","","","","053-655-9677","","","대구광역시 남구 대명동 1890-20","대구광역시 남구 명덕로 120, 2층 (대명동)","42409","피트온24","2025-12-31 10:44:19","U","2026-01-03 02:40:00","","342950.037711388","262929.373254956","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"20","체력단련장업","10_42_01_P","3540000","CDFH3301062025000013","2025-09-24","","01","영업/정상","13","영업중","","","","","","299","","인천광역시 부평구 부평동 70-127 모다백화점","인천광역시 부평구 부평문화로 35, 모다백화점 지하1층 (부평동)","21387","그레이짐 헬스PT 모다부평점","2025-12-31 15:56:59","U","2026-01-03 02:40:00","","175119.872281497","443502.318221991","체력단련장업","사립","","1","0","28193.32","0","0","0","0","","",
"21","체력단련장업","10_42_01_P","5670000","CDFH3301062019000008","2019-06-14","","01","영업/정상","13","영업중","","","","","055-242-3396","211.7","","경상남도 창원시 마산합포구 산호동 324-18","경상남도 창원시 마산합포구 합포동1길 5, 6층 (산호동)","51723","황실헬스","2025-12-31 17:23:08","U","2026-01-03 02:40:00","","344143.755874572","191190.070014049","체력단련장업","사립","","2","0","2596.44","0","0","0","0","","",
"22","체력단련장업","10_42_01_P","4050000","CDFH3301062016000002","2016-01-18","","01","영업/정상","13","영업중","","","","","031-333-7033","490","","경기도 용인시 처인구 모현읍 왕산리 256-1 1층","경기도 용인시 처인구 모현읍 외대로26번길 25-1, 1층","17035","더 찬스 짐","2025-12-31 11:27:27","U","2026-01-03 02:40:00","","221732.905367067","426189.966987432","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"23","체력단련장업","10_42_01_P","4050000","CDFH3301062021000009","2021-03-11","","01","영업/정상","13","영업중","","","","","031-272-3215","579.07","","경기도 용인시 수지구 신봉동 50-2 뉴골드프라자","경기도 용인시 수지구 신봉1로48번길 11, 뉴골드프라자 B102호 (신봉동)","16816","버너스(BURNERS)","2025-12-31 16:38:18","U","2026-01-03 02:40:00","","207002.028266852","424570.640703268","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"24","체력단련장업","10_42_01_P","3050000","CDFH3301062015000005","2015-11-12","","04","취소/말소/만료/정지/중지","35","직권말소","2025-12-31","","","","02-3394-5155","243.09","","서울특별시 동대문구 휘경동 42-23","서울특별시 동대문구 망우로 101 (휘경동)","02436","HTV 휘트니스","2025-12-31 21:04:30","U","2026-01-03 02:40:00","","205617.104388076","454298.230422924","체력단련장업","사립","","1","0","2204","0","0","0","0","","",
"25","체력단련장업","10_42_01_P","3050000","CDFH3301062016000001","2016-01-06","","04","취소/말소/만료/정지/중지","35","직권말소","2025-12-31","","","","02-2216-2858","489","","서울특별시 동대문구 휘경동 57-1","서울특별시 동대문구 한천로 264 (휘경동)","02511","M&F 스포츠클럽","2025-12-31 21:05:15","U","2026-01-03 02:40:00","","205964.401655984","453559.086631839","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"26","체력단련장업","10_42_01_P","3050000","CDFH3301062003000001","2003-03-04","","04","취소/말소/만료/정지/중지","35","직권말소","2025-12-31","","","","966-7676","","130-867","서울특별시 동대문구 청량리동 672-0 2층","서울특별시 동대문구 홍릉로 37 (청량리동,2층)","","비너스헬스","2025-12-31 21:02:56","U","2026-01-03 02:40:00","","203800.753654144","453471.793320561","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"27","체력단련장업","10_42_01_P","3470000","CDFH3301062023000006","2023-11-02","","01","영업/정상","13","영업중","","","","","053-633-0617","580","","대구광역시 달서구 진천동 595-28","대구광역시 달서구 월배로15길 8, 6층 (진천동)","42760","짐엘리트&부티크 진천점","2025-12-31 09:46:07","U","2026-01-03 02:40:00","","337571.555428429","258194.870965418","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"28","체력단련장업","10_42_01_P","3170000","CDFH3301062024000014","2024-12-26","","03","폐업","03","폐업","2025-12-31","","","","","235.72","","서울특별시 금천구 시흥동 904-6 서우빌딩","서울특별시 금천구 시흥대로 172, 서우빌딩 3층 (시흥동)","08631","뉴마인드짐","2025-12-31 16:47:17","U","2026-01-03 02:40:00","","191374.584035138","438600.409604547","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"29","체력단련장업","10_42_01_P","4010000","CDFH3301062025000002","2025-02-07","","01","영업/정상","13","영업중","","","","","031-434-8144","296.12","","경기도 시흥시 정왕동 1883-3 정왕프라자","경기도 시흥시 함송로14번길 13-5, 정왕프라자 4층 (정왕동)","15020","하이본 헬스&PT","2025-12-31 17:06:48","U","2026-01-03 02:40:00","","175919.693568568","429039.938083371","체력단련장업","사립","","1","1","2217.49","0","0","0","0","","",
"30","체력단련장업","10_42_01_P","3990000","CDFH3301062024000014","2024-12-16","","03","폐업","03","폐업","2025-12-29","","","","","147.54","","경기도 남양주시 별내면 청학리 473-5","경기도 남양주시 별내면 청학로 118, 5층","12088","청학PT 굿데이","2025-12-31 10:54:53","U","2026-01-03 02:40:00","","209979.68433769","467328.132394385","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"31","체력단련장업","10_42_01_P","5090000","CDFH3301062025000001","2025-01-24","","01","영업/정상","13","영업중","","","","","","139.58","","경상북도 영주시 휴천동 493-42","경상북도 영주시 목민로 43, 휴천동 2층 201호 (휴천동)","36128","에이오 피티","2025-12-31 16:42:36","U","2026-01-03 02:40:00","","344462.995337695","368669.253536896","체력단련장업","사립","","1","0","575.52","0","0","0","0","","",
"32","체력단련장업","10_42_01_P","3700000","CDFH3301062026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","0507-1343-6807","357.7","","울산광역시 남구 달동 1394-14","울산광역시 남구 도산로 45, 2층 (달동)","44722","모모짐(MOMO GYM)","2026-01-02 16:29:32","I","2026-01-04 00:20:12","","410366.032369993","228322.375127447","체력단련장업","사립","","2","0","1172.9","0","0","0","0","","",
"33","체력단련장업","10_42_01_P","3220000","CDFH3301062026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 111-27","서울특별시 강남구 선릉로 709, 4층 (논현동)","06059","우아트레이닝 강남구청점","2026-01-02 09:35:42","I","2026-01-04 00:20:12","","203525.599581745","446221.432922059","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"34","체력단련장업","10_42_01_P","3320000","CDFH3301062026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","270.71","","부산광역시 북구 화명동 2276-4 큐빅스타워 702, 703호","부산광역시 북구 금곡대로285번길 46, 큐빅스타워 702,703호 (화명동)","46526","조아짐","2026-01-02 16:13:36","I","2026-01-04 00:20:12","","383005.236517068","194637.031814051","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"35","체력단련장업","10_42_01_P","5530000","CDFH3301062026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 장지동 955-3","경기도 화성시 동탄장지천5길 30-5, 와우스퀘어 1동 401~405호 (장지동)","18508","스페이스 마인드웰핏","2026-01-02 17:15:01","I","2026-01-04 00:20:12","","209196.69","406370.95","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"36","체력단련장업","10_42_01_P","5060000","CDFH3301062026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","237.2","","경상북도 김천시 부곡동 1267-4","경상북도 김천시 송설로 156, 3층 (부곡동)","39626","NEW BODY PT 센터","2026-01-02 13:15:50","I","2026-01-04 00:20:12","","299109.046197658","292001.955759103","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"37","체력단련장업","10_42_01_P","3740000","CDFH3301062026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","102.64","","경기도 수원시 영통구 영통동 1003-3","경기도 수원시 영통구 청명남로4번길 21-12, 지하1층 (영통동)","16705","프리원핏 경희대점","2026-01-02 15:46:00","I","2026-01-04 00:20:12","","206580.544721455","416470.455245304","체력단련장업","사립","","3","0","0","0","0","0","0","","",
"38","체력단련장업","10_42_01_P","3470000","CDFH3301062023000003","2023-07-04","","01","영업/정상","13","영업중","","","","","","378.2","","대구광역시 달서구 신당동 1790-9","대구광역시 달서구 계대동문로 14, 4,5층 (신당동)","42614","너드짐 트레이닝 센터","2026-01-02 16:59:27","U","2026-01-04 02:40:00","","334859.254949484","262696.762682045","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"39","체력단련장업","10_42_01_P","3940000","CDFH3301062008000004","2008-10-16","","01","영업/정상","13","영업중","","","","","","516.2","412-221","경기도 고양시 덕양구 행신동 943 선프라자 7층","경기도 고양시 덕양구 충장로 140 (행신동, 7층일부)","10495","짐플릭스 행신점","2026-01-02 14:16:12","U","2026-01-04 02:40:00","","185383.262204339","458055.33743775","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"40","체력단련장업","10_42_01_P","3140000","CDFH3301062022000002","2022-02-14","","01","영업/정상","13","영업중","","","","","","196.88","","서울특별시 양천구 목동 798-8 MD 798 BUILDING","서울특별시 양천구 목동중앙서로 36, MD 798 BUILDING 지층 1호 (목동)","07967","브로제이짐(Brojgym)","2026-01-02 15:36:50","U","2026-01-04 02:40:00","","188245.684685035","447845.144728631","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"41","체력단련장업","10_42_01_P","5310000","CDFH3301062020000002","2020-01-23","","01","영업/정상","13","영업중","","","","","","888.59","","경상남도 진주시 충무공동 287-5","경상남도 진주시 에나로 142, 솔레어빌딩 9층 (충무공동)","52856","머슬팩토리24 진주혁신","2026-01-02 09:11:02","U","2026-01-04 02:40:00","","304159.848545564","187011.009744316","체력단련장업","사립","","2","1","11649","0","0","0","0","","",
"42","체력단련장업","10_42_01_P","3000000","CDFH3301062016000002","2016-02-22","","01","영업/정상","13","영업중","","","","","","95.5","","서울특별시 종로구 종로1가 24 르메이에르종로타운1","서울특별시 종로구 종로 19, 르메이에르종로타운1 416호 (종로1가)","03157","다함PT","2026-01-02 15:10:06","U","2026-01-04 02:40:00","","198150.300374121","452019.212642931","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"43","체력단련장업","10_42_01_P","3060000","CDFH3301062024000002","2024-03-12","","01","영업/정상","13","영업중","","","","","02-967-3003","537.66","","서울특별시 중랑구 상봉동 91-4 상봉역 유보라 퍼스트리브&포스퀘어","서울특별시 중랑구 망우로 322, 307~316호 (상봉동, 상봉역 유보라 퍼스트리브&포스퀘어)","02149","온타임 피트니스","2026-01-02 15:22:48","U","2026-01-04 02:40:00","","207734.217753337","454934.006784906","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"44","체력단련장업","10_42_01_P","3340000","CDFH3301062013000001","2013-05-02","","01","영업/정상","13","영업중","","","","","","638.11","","부산광역시 사하구 괴정동 966-1","부산광역시 사하구 사하로 200, 7,8층 (괴정동, 형지빌딩)","49355","고 피트니스 괴정","2026-01-02 15:27:49","U","2026-01-04 02:40:00","","381721.386144221","179650.592845187","체력단련장업","사립","","0","0","8794.08","0","0","0","0","","",
"45","체력단련장업","10_42_01_P","3470000","CDFH3301062021000006","2021-07-29","","01","영업/정상","13","영업중","","","","","","263.59","","대구광역시 달서구 호산동 353-5","대구광역시 달서구 호산동로 187, 5층 (호산동)","42708","웰휘트니스 24H 계대정문점","2026-01-02 16:04:00","U","2026-01-04 02:40:00","","334114.666278621","262304.866385701","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"46","체력단련장업","10_42_01_P","3120000","CDFH3301062021000004","2021-06-21","","01","영업/정상","13","영업중","","","","","","87.6","","서울특별시 서대문구 홍제동 94","서울특별시 서대문구 통일로 383, 2층 (홍제동)","03730","짐굿라이프 PT 헬스 홍제 무악재점","2026-01-02 13:53:49","U","2026-01-04 02:40:00","","195398.479251407","453544.843115941","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"47","체력단련장업","10_42_01_P","3190000","CDFH3301062020000005","2020-07-06","","01","영업/정상","13","영업중","","","","","","776.11","","서울특별시 동작구 노량진동 57-1 메가스터디타워","서울특별시 동작구 노량진로 140, 메가스터디타워 B201, B204~B208호 (노량진동)","06922","펜타짐","2026-01-02 13:55:48","U","2026-01-04 02:40:00","","194772.975405476","445623.080168564","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"48","체력단련장업","10_42_01_P","4800000","CDFH3301062025000002","2025-03-17","","01","영업/정상","13","영업중","","","","","","895.52","","전라남도 목포시 옥암동 1237-4","전라남도 목포시 남악1로52번길 31-3, 1~3층 (옥암동)","58676","더블에스휘트니스 목포점","2026-01-02 10:02:37","U","2026-01-04 02:40:00","","149418.198298745","146005.539934082","체력단련장업","사립","","1","1","1670.76","0","0","0","0","","",
"49","체력단련장업","10_42_01_P","3080000","CDFH3301062022000006","2022-08-09","","03","폐업","03","폐업","2026-01-02","","","","02-981-3009","96","","서울특별시 강북구 미아동 811-9 위브 테라스 파크","서울특별시 강북구 삼양로27길 43, 위브 테라스 파크 3층 303호 (미아동)","01197","커브스 미아클럽","2026-01-02 13:35:31","U","2026-01-04 02:40:00","","201598.511376716","457357.306972319","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"50","체력단련장업","10_42_01_P","3740000","CDFH3301062022000046","2022-08-02","","01","영업/정상","13","영업중","","","","","031-234-3570","295.6","","경기도 수원시 팔달구 매교동 158-7","경기도 수원시 팔달구 정조로 667, 1101 ~ 1103호 (매교동)","16467","카인드짐 24시 헬스&PT 매교역점","2026-01-02 09:00:46","U","2026-01-04 02:40:00","","201408.724381999","418453.082738858","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"51","체력단련장업","10_42_01_P","4000000","CDFH3301062002000005","2002-08-28","","03","폐업","03","폐업","2025-12-31","","","","031-372-9488","1092","447-010","경기도 오산시 오산동 925-5 월드타워 7층","경기도 오산시 성호대로 121, 7층 (오산동, 월드타워)","18133","빅토리짐","2026-01-02 13:05:10","U","2026-01-04 02:40:00","","206578.368693369","405251.511184751","체력단련장업","사립","","2","0","0","0","307.44","0","0","","",
"52","체력단련장업","10_42_01_P","3220000","CDFH3301062014000011","2014-03-11","","01","영업/정상","13","영업중","","","","","02-451-2486","530.36","135-190","서울특별시 강남구 세곡동 281-4 강남리더스프라자 501,502,503호","서울특별시 강남구 헌릉로 569 (세곡동)","06376","짐82","2026-01-02 16:07:25","U","2026-01-04 02:40:00","","208882.245870174","440405.743740801","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"53","체력단련장업","10_42_01_P","3560000","CDFH3301062021000001","2021-01-27","","03","폐업","03","폐업","2026-01-02","","","","","109.27","","인천광역시 서구 가정동 619-3 대건프라자","인천광역시 서구 염곡로 472, 대건프라자 704호 (가정동)","22883","비에이(B/A)","2026-01-02 13:54:31","U","2026-01-04 02:40:00","","170736.195342085","447227.476516139","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"54","체력단련장업","10_42_01_P","5370000","CDFH3301062024000004","2024-12-30","","01","영업/정상","13","영업중","","","","","","370","","경상남도 거제시 상동동 711-4","경상남도 거제시 상동7길 15, 1층 (상동동)","53294","조짐 상동점","2026-01-02 14:33:43","U","2026-01-04 02:40:00","","349335.349966949","153580.367368731","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"55","체력단련장업","10_42_01_P","4191000","CDFH3301062023000006","2023-07-04","","01","영업/정상","13","영업중","","","","","","229.26","","강원특별자치도 원주시 무실동 1663-1","강원특별자치도 원주시 만대로 166, 4층 (무실동)","26385","리햅포먼스","2026-01-04 13:28:11","U","2026-01-06 02:40:00","","281669.231661525","426139.378095438","체력단련장업","사립","","1","0","911.44","0","0","0","0","","",
"56","체력단련장업","10_42_01_P","3910000","CDFH3301062026000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","253.8","","경기도 평택시 세교동 618-1","경기도 평택시 세교7길 38, 3층 (세교동)","17842","플랜제이((PLAN.J)","2026-01-05 14:12:36","I","2026-01-07 00:20:36","","207816.693302999","389269.180438641","체력단련장업","사립","","1","1","972.34","0","0","0","0","","",
"57","체력단련장업","10_42_01_P","3940000","CDFH3301062026000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","386.37","","경기도 고양시 덕양구 행신동 195-1 행신미원프라자","경기도 고양시 덕양구 중앙로 478, 행신미원프라자 지하1층 제지하1호,3호 (행신동)","10492","골드베어짐","2026-01-05 15:47:38","I","2026-01-07 00:20:36","","186045.736284293","457462.909085995","체력단련장업","사립","","2","1","0","0","0","0","0","","",
"58","체력단련장업","10_42_01_P","3130000","CDFH3301062026000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","268","","서울특별시 마포구 중동 64-23","서울특별시 마포구 월드컵북로38길 14, B1층 (중동)","03941","성산동 여성전용 헬스&PT 다움","2026-01-05 14:48:40","I","2026-01-07 00:20:36","","191427.097563261","452028.237293526","체력단련장업","사립","","0","1","3037","0","0","0","0","","",
"59","체력단련장업","10_42_01_P","3050000","CDFH3301062026000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","181.5","","서울특별시 동대문구 제기동 1212 한신아파트","서울특별시 동대문구 고산자로 534, 관리동 지하1층 (제기동, 한신아파트)","02467","한신휘트니스","2026-01-05 14:26:01","I","2026-01-07 00:20:36","","203388.646669062","454069.152283609","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"60","체력단련장업","10_42_01_P","3540000","CDFH3301062023000015","2023-07-19","","01","영업/정상","13","영업중","","","","","","293.18","","인천광역시 부평구 청천동 301-17","인천광역시 부평구 길주로494번길 25, 2층 (청천동)","21364","리버짐","2026-01-05 14:44:27","U","2026-01-07 02:40:00","","174917.83571743","444958.442112733","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"61","체력단련장업","10_42_01_P","6510000","CDFH3301062019000005","2019-05-07","","01","영업/정상","13","영업중","","","","","","234.44","","제주특별자치도 제주시 노형동 1047-5","제주특별자치도 제주시 남녕로 39, 지하층 (노형동)","63097","크로스핏 리까","2026-01-05 11:58:56","U","2026-01-07 02:40:00","","151624.861482106","-489.826815085226","체력단련장업","사립","","1","1","1035.26","0","0","0","0","","",
"62","체력단련장업","10_42_01_P","3920000","CDFH3301062005000003","2005-07-29","","03","폐업","03","폐업","2019-11-01","","","","","202.86","11347","경기도 동두천시 지행동 691-5","경기도 동두천시 중앙로 125, 4층 406호 (지행동)","11347","홍키통키 휘트니스","2026-01-05 17:55:48","U","2026-01-07 02:40:00","","204477.938349617","487797.24990714","체력단련장업","사립","","0","0","16497.3","0","0","0","0","","",
"63","체력단련장업","10_42_01_P","3920000","CDFH3301062005000004","2005-11-10","","03","폐업","03","폐업","2024-12-16","","","","","199.05","","경기도 동두천시 지행동 718 메인프라자 801호","경기도 동두천시 중앙로 112, 8층 801호 (지행동, 메인프라자)","11350","홍키통키 라이프","2026-01-05 17:55:58","U","2026-01-07 02:40:00","","204547.185498716","487650.088794104","체력단련장업","사립","0","0","0","0","0","0","0","0","","",
