"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수",
"16","분뇨수집운반업","09_30_10_P","4050000","405000053198300001","1983-10-14","","01","영업/정상","11","영업","","","","","0312817000","","449-822","경기도 용인시 처인구 양지읍 주북리 891-5","경기도 용인시 처인구 양지읍 주북로53번길 12-4","","대림환경(주)","2026-01-02 10:55:03","U","2026-01-04 02:40:00","","221171.72162497","416427.779901291","분뇨등관련영업관리","","","","","0","","0",
"17","분뇨수집운반업","09_30_10_P","4181000","418100053199900016","1999-10-08","","01","영업/정상","3","재개업","","","","2014-10-01","033-264-6277","","","강원특별자치도 춘천시 동내면 신촌리 322-1","강원특별자치도 춘천시 동내면 신촌길 15","24407","명성환경","2026-01-07 10:57:07","U","2026-01-09 02:40:00","","267757.27726712","483484.700912071","분뇨등관련영업관리","","","","","0","","0",
"18","분뇨수집운반업","09_30_10_P","5410000","541000053199600003","2001-07-30","","01","영업/정상","11","영업","","","","","","","","경상남도 창녕군 창녕읍 송현리 172","경상남도 창녕군 창녕읍 솔터길 12","50326","남지위생","2026-01-06 17:45:18","U","2026-01-09 02:40:00","","336132.187607934","227998.167826618","분뇨등관련영업관리","","","","","0","","0",
"19","분뇨수집운반업","09_30_10_P","4490000","449000053199900012","1999-03-10","","01","영업/정상","11","영업","","","","","041-553-5560","","","충청남도 천안시 동남구 원성동 571-8","충청남도 천안시 동남구 고재15길 19-6 (원성동)","31187","천안정화조","2026-01-06 09:55:13","U","2026-01-09 02:40:00","","214327.975901976","366691.850571565","분뇨등관련영업관리","","","","","0","","0",
"20","분뇨수집운반업","09_30_10_P","4520000","452000053200500002","2005-04-11","","01","영업/정상","11","영업","","","","","0415422929","","","충청남도 아산시 모종동 576-1 한라동백아파트 102동 413호","충청남도 아산시 삼동로 34, 102동 413호 (모종동, 한라동백아파트)","31521","온양정화","2026-01-07 15:55:12","U","2026-01-09 02:40:00","","201005.83396122","364614.416479624","분뇨등관련영업관리","","","","","0","","0",
"21","분뇨수집운반업","09_30_10_P","3150000","315000053197400001","1974-06-01","","01","영업/정상","11","영업","","","","","0236649885","","","서울특별시 강서구 염창동 241-13","서울특별시 강서구 양천로 601 (염창동)","07546","(주)유성정화","2026-01-06 13:19:29","U","2026-01-09 02:40:00","사람 분뇨 처리업","188042.344375938","450388.016452647","분뇨등관련영업관리","사람 분뇨 처리업","","","","0","","0",
"22","분뇨수집운반업","09_30_10_P","4610000","461000053202500002","2025-12-11","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","041-333-5991","","340-809","충청남도 예산군 예산읍 향천리 205-3","충청남도 예산군 예산읍 예산로 319-4","340-809","영진환경위생산업","2026-01-06 11:37:20","U","2026-01-09 02:40:00","","187405.964078315","353227.057248409","분뇨등관련영업관리","","","","","0","","0",
"23","분뇨수집운반업","09_30_10_P","5410000","541000053198300001","1983-10-17","","01","영업/정상","11","영업","","","","","","","","경상남도 창녕군 창녕읍 말흘리 344 창녕코아루더파크 104동 1601호","경상남도 창녕군 창녕읍 말흘5길 62, 104동 16층 1601호 (창녕코아루더파크)","50331","대흥위생","2026-01-06 17:42:28","U","2026-01-09 02:40:00","","336438.737432706","227128.480152499","분뇨등관련영업관리","","","","","0","","0",
"24","분뇨수집운반업","09_30_10_P","5410000","541000053199000001","2007-04-23","","01","영업/정상","11","영업","","","","","","","635-804","경상남도 창녕군 창녕읍 송현리 172","경상남도 창녕군 창녕읍 솔터길 12","635-804","창녕위생","2026-01-06 17:44:22","U","2026-01-09 02:40:00","","336132.187607934","227998.167826618","분뇨등관련영업관리","","","","","0","","0",
"25","분뇨수집운반업","09_30_10_P","3590000","359000053200400001","2006-06-15","","01","영업/정상","11","영업","","","","","0622260044","","","광주광역시 동구 학동 901-85","광주광역시 동구 남문로701번길 21 (학동)","61458","원일정화 유한회사","2026-01-08 13:53:01","U","2026-01-10 02:40:00","분뇨 처리업","193198.06737785","181438.632300853","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"26","분뇨수집운반업","09_30_10_P","3110000","311000053201100002","2011-03-17","","03","폐업","2","폐업","2026-01-09","","","","","","122-010","","서울특별시 은평구 증산서길 95 (증산동)","03498","한도정화(주)","2026-01-09 16:51:47","I","2026-01-11 00:20:02","분뇨 처리업","191762.106575891","453610.100756295","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"27","분뇨수집운반업","09_30_10_P","4261000","426100053202200001","2022-11-16","","01","영업/정상","11","영업","","","","","0333450666","","","강원특별자치도 횡성군 횡성읍 학곡리 881-4","강원특별자치도 횡성군 횡성읍 경강로 1642-6","25210","그린환경","2026-01-09 16:38:49","U","2026-01-11 02:40:00","분뇨 처리업","284498.09322902","445022.562494627","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"28","분뇨수집운반업","09_30_10_P","3940000","394000053199800010","1998-11-04","","01","영업/정상","11","영업","","","","","0319753030","","","경기도 고양시 일산동구 식사동 268-33 2동","경기도 고양시 일산동구 견달산로 308, 2동 (식사동)","10315","합자회사 일산위생공사","2026-01-12 16:08:27","U","2026-01-14 02:40:00","분뇨 처리업","184104.971067109","465664.826090267","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"29","분뇨수집운반업","09_30_10_P","3260000","326000053199200001","1992-03-31","","01","영업/정상","11","영업","","","","","051-242-4747","","602-821","부산광역시 서구 서대신동2가 476-14","부산광역시 서구 대티로 113 (서대신동2가)","602-821","해동환경(주)한일영업소","2026-01-12 09:29:52","U","2026-01-14 02:40:00","","383111.00639051","180775.386116718","분뇨등관련영업관리","","","","","0","","0",
"30","분뇨수집운반업","09_30_10_P","4810000","481000053199700001","1997-03-21","","01","영업/정상","11","영업","","","","","","","556-903","전라남도 여수시 돌산읍 신복리 1056-2","","","남부위생공사","2026-01-13 14:20:11","U","2026-01-15 02:40:00","","","","분뇨등관련영업관리","","","","","0","","0",
"31","분뇨수집운반업","09_30_10_P","3490000","349000053199700001","1997-10-31","","01","영업/정상","11","영업","","","","","0327778000","","","인천광역시 중구 사동 13-4 정우빌딩 902호","인천광역시 중구 인중로 178, 902호 (사동, 정우빌딩)","22313","중부환경(주)","2026-01-14 16:28:49","U","2026-01-16 02:40:00","","166719.882366105","440810.956215248","분뇨등관련영업관리","","","","","0","","0",
"32","분뇨수집운반업","09_30_10_P","3510500","351050053200000003","2000-04-17","","01","영업/정상","3","재개업","","","","2009-03-24","","","","인천광역시 미추홀구 주안동 1523-7 314호","인천광역시 미추홀구 인하로352번길 4, 314호 (주안동)","22229","(주)인천환경개발공사","2026-01-14 10:41:23","U","2026-01-16 02:40:00","","172251.725613377","438462.266356905","분뇨등관련영업관리","","","","","0","","0",
"33","분뇨수집운반업","09_30_10_P","3510500","351050053200200021","2002-04-18","","01","영업/정상","11","영업","","","","","","","","인천광역시 미추홀구 주안동 238-1 오피스텔 디에이 리베로 1314호","인천광역시 미추홀구 주안로 89, 오피스텔 디에이 리베로 1314호 (주안동)","22132","(주)새천년인천환경","2026-01-14 10:42:24","U","2026-01-16 02:40:00","","171559.220855577","440292.143678819","분뇨등관련영업관리","","","","","0","","0",
"34","분뇨수집운반업","09_30_10_P","3900000","390000053198100005","2007-05-18","","01","영업/정상","11","영업","","","","","0226879888","","","경기도 광명시 광명동 236","경기도 광명시 광화로 50, B층 01호 (광명동)","14293","광명위생","2026-01-15 08:22:08","U","2026-01-17 02:40:00","","186312.324907836","441388.214347266","분뇨등관련영업관리","","","","","0","","0",
"35","분뇨수집운반업","09_30_10_P","3040000","304000053199500001","1995-03-01","","01","영업/정상","11","영업","","","","","024642233","","","서울특별시 광진구 구의동 589-10 구의아크로리버 B204-호","서울특별시 광진구 구의강변로 64, 2층 B204-1호 (구의동, 구의아크로리버)","05116","광진정화(주)","2026-01-15 09:52:43","U","2026-01-17 02:40:00","","208135.50744518","448204.09170096","분뇨등관련영업관리","","","","","0","","0",
