"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업종구분명","관리업구분명","자본금","자산","보수범위","유지관리책임인력수","실무기술인력수","설계책임기술인력수","제조책임기술인력수","임원수","총직원수","기술직직원수","기능직직원수","사무직직원수","기타직원수","회사구분명","사업자등록번호",
"11","승강기유지관리업체","11_48_01_P","6270000","627000000107","2024-10-02","","01","영업/정상","1","인허가","","","","","0537658064","","42221","대구광역시 수성구 지산동 1203-8","대구광역시 수성구 용학로44길 36, 3층 (지산동)","42221","(주)더원엘리베이터","2026-01-15 16:36:54","U","2026-01-17 02:40:00","","347608.364725712","259004.392955808","유지관리","중저속승강기","100000000","","810","1","","","","","9","","","","","본점","2848603439",
"12","승강기유지관리업체","11_48_01_P","6440000","644000000037","2017-09-16","","01","영업/정상","1","인허가","","","","","0415480222","","","충청남도 아산시 배방읍 장재리 1662번지","충청남도 아산시 배방읍 공원로16번길 17, 101호","31470","(주)덕양엘리베이터","2026-01-14 08:57:30","U","2026-01-16 02:40:00","","208977.897291961","364897.766290125","유지관리","중저속승강기","100000000","","1,000","1","","","","","13","","","","","본점","5218600705",
"13","승강기유지관리업체","11_48_01_P","6410000","409000000021","2019-10-04","","01","영업/정상","1","인허가","","","","","031 984 6591","","10116","경기도 김포시 풍무동 661번지 13호","경기도 김포시 승가로 37-40 (풍무동)","10116","한국승강기 주식회사","2026-01-06 00:00:00","U","2026-01-09 02:40:00","","","","유지관리","중저속승강기","500","","900","1","","","","","","","","","","본점","1368101836",
"14","승강기유지관리업체","11_48_01_P","6480000","567000000022","1999-03-04","","01","영업/정상","1","인허가","","","","","","","51395","경상남도 창원시 의창구 팔용동 210-1 경남테크노파크","경상남도 창원시 의창구 창원대로18번길 22, 경남테크노파크 벤처동 4층 406호 (팔용동)","51395","성광엘리베이터(주)","2026-01-14 00:00:00","U","2026-01-16 02:40:00","","","","유지관리","중저속승강기","504","","500","1","","","","","","","","","","본점","6098129496",
"15","승강기유지관리업체","11_48_01_P","6300000","630000000085","2022-02-22","","01","영업/정상","1","인허가","","","","","0425221500","","35265","대전광역시 서구 갈마동 1426번지","대전광역시 서구 대덕대로162번길 51, 덕수빌딩 3층 2호(갈마동)","35265","주식회사 미래엘리베이터","2026-01-09 13:14:27","U","2026-01-11 02:40:00","","233858.05510965","316159.774054777","유지관리","중저속승강기","100000000","100000000","630","1","","","","","7","","","","","본점","2598802331",
"16","승강기유지관리업체","11_48_01_P","6260000","626000000165","2022-02-21","","01","영업/정상","1","인허가","","","","","0515557750","","47736","부산광역시 동래구 명륜동 553-5 우성빌딩 0호","부산광역시 동래구 명륜로129번길 20, 우성빌딩 5층(명륜동)","47736","(주)효원엘리베이터","2026-01-06 09:42:27","U","2026-01-09 02:40:00","","389460.804046159","191567.517047412","유지관리","중저속승강기","100000000","","900","2","","","","","8","","","","","본점","5648702314",
"17","승강기유지관리업체","11_48_01_P","6110000","611000000531","2024-06-13","","01","영업/정상","1","인허가","","","","","024181072","","05510","서울특별시 송파구 신천동 11-10 잠실아이스페이스 1018호","서울특별시 송파구 오금로 58, 1018호 (신천동, 잠실 아이 스페이스)","05510","지엠씨엘리베이터 주식회사","2026-01-13 15:51:47","U","2026-01-15 02:40:00","","209248.063694462","446061.439207259","유지관리","중저속승강기","100000000","","900","1","","","","","9","","","","","본점","8158702890",
"18","승강기유지관리업체","11_48_01_P","6290000","629000000067","2011-08-11","","01","영업/정상","1","인허가","","","","","0314310151","","","광주광역시 광산구 장덕동 1289번지","광주광역시 광산구 풍영로228번길 31 (장덕동)","62224","오티스이앤엠코리아(주) 광주지점","2026-01-05 13:23:44","U","2026-01-07 02:40:00","","183094.19478458","188037.102087252","유지관리","중저속승강기","5902000000","","1,000","1","","","","","13","","","","","본점","4098530144",
"19","승강기유지관리업체","11_48_01_P","6310000","631000000019","2005-01-24","","01","영업/정상","1","인허가","","","","","0522609941","","681-821","울산광역시 중구 학성동  189번지 14호","울산광역시 중구 옥교로 105, 5층 (학성동,신오빌딩)","681-821","울산한국엘리베이터(주)","2026-01-14 15:12:13","U","2026-01-16 02:40:00","","411703.096885539","230514.946711059","유지관리","중저속승강기","200000000","","900","1","","","","","10","5","","1","","본점","6108173712",
"20","승강기유지관리업체","11_48_01_P","6310000","631000000020","2005-03-18","","01","영업/정상","1","인허가","","","","","0522722022","","","울산광역시 울주군 청량읍 상남리 333번지","울산광역시 울주군 청량읍 화창1길 4-20","44986","다인엘리베이터 주식회사","2026-01-15 12:36:27","U","2026-01-17 02:40:00","","409682.553853362","223064.030896354","유지관리","중저속승강기","200000000","0","3,150","4","","","","","35","8","","1","","본점","6108175442",
"21","승강기유지관리업체","11_48_01_P","6480000","567000000013","2007-03-09","","01","영업/정상","1","인허가","","","","","055 541 1100","","","","경상남도 창원시 진해구 이동로40번길 3 (이동)","","(주)우성엘리베이터","2026-01-14 00:00:00","U","2026-01-16 02:40:00","","","","유지관리","중저속승강기","539","0","900","2","0","","","","","","","","","본점","6098179297",
"22","승강기유지관리업체","11_48_01_P","6480000","531000000001","1993-01-12","","01","영업/정상","1","인허가","","","","","055 759 6771","","","경상남도 진주시 상대동 515번지 5호","경상남도 진주시 선학산길57번길 8 (상대동)","","신진엘리베이터(주)","2026-01-12 00:00:00","U","2026-01-14 02:40:00","","","","유지관리","중저속승강기","100","200","1800","2","","","","","","","","","","본점","6138166165",
"23","승강기유지관리업체","11_48_01_P","6480000","567000000010","2000-03-02","","01","영업/정상","1","인허가","","","","","055 232 7532","","","경상남도 창원시 마산회원구 양덕동 155번지 17호","경상남도 창원시 마산회원구 합포로 292 (양덕동, 대동빌딩)","","(주)대동엘리베이터","2026-01-05 00:00:00","U","2026-01-07 02:40:00","","","","유지관리","중저속승강기","105","0","1100","2","0","","","","","","","","","본점","6088145377",
"24","승강기유지관리업체","11_48_01_P","6480000","535000000007","2017-12-27","","01","영업/정상","1","인허가","","","","","055 335 6796","","51002","경상남도 김해시 대청동 325번지 4호","경상남도 김해시 대청로104번길 47-24 (대청동)","51002","(주)가야엘리베이터","2026-01-09 00:00:00","U","2026-01-11 02:40:00","","","","유지관리","중저속승강기","100","","1000","2","","","","","","","","","","본점","1448600866",
"25","승강기유지관리업체","11_48_01_P","6480000","537000000004","2016-10-06","","01","영업/정상","1","인허가","","","","","0556875461","","53211","경상남도 거제시 연초면 송정리 585","경상남도 거제시 연초면 거제대로 4103-16, 2층","53211","(주)타워엘리베이터","2026-01-08 00:00:00","U","2026-01-10 02:40:00","","","","유지관리","중저속승강기","100","","1100","2","","","","","","","","","","본점","6918800309",
"26","승강기유지관리업체","11_48_01_P","6480000","531000000010","2016-04-26","","01","영업/정상","1","인허가","","","","","","","","경상남도 진주시 정촌면 예하리 1297-13","경상남도 진주시 정촌면 화개천로54번길 31, 101,102호","","(주)동문엘리베이터","2026-01-09 00:00:00","U","2026-01-11 02:40:00","","","","유지관리","중저속승강기","101","","1600","2","","","","","","","","","","본점","5538701538",
"27","승강기유지관리업체","11_48_01_P","6480000","535000000001","1999-04-22","","01","영업/정상","1","인허가","","","","","055 332 6796","","","경상남도 김해시 삼정동 656번지 1호","경상남도 김해시 인제로25번길 37 (삼정동)","","(주)동양산전엘리베이터","2026-01-12 00:00:00","U","2026-01-14 02:40:00","","","","유지관리","중저속승강기","100","","1600","2","3","","","","","","","","","본점","6228124039",
"28","승강기유지관리업체","11_48_01_P","6310000","631000000012","2001-05-16","","01","영업/정상","1","인허가","","","","","0316445114","","27329","충청북도 충주시 용탄동 1157번지 현대엘리베이터","충청북도 충주시 충주산단1로 128, 현대엘리베이터(용탄동)","27329","현대엘리베이터(주) 울산지사","2026-01-14 15:14:53","U","2026-01-16 02:40:00","","284118.410926242","389922.931197633","유지관리","중저속승강기","5550000000","","5,400","6","","","","","60","23","","1","","지점","6108509014",
"29","승강기유지관리업체","11_48_01_P","6440000","644000000044","2020-02-07","","01","영업/정상","1","인허가","","","","","0418818870","","","충청남도 공주시 금흥동 657번지","충청남도 공주시 신금1길 97-30, 3층 (금흥동)","32567","(주)한화엘리베이터","2026-01-14 17:50:15","U","2026-01-16 02:40:00","","213439.223638366","330547.101281733","유지관리","중저속승강기","100500000","","630","1","","","","","7","","","","","본점","7558101355",
"30","승강기유지관리업체","11_48_01_P","6270000","627000000095","2020-03-27","","01","영업/정상","1","인허가","","","","","0535648858","","41814","대구광역시 서구 평리동 1676번지 평리롯데캐슬상가 201동 401호","대구광역시 서구 국채보상로 316, 201동 401호 (평리동, 평리롯데캐슬)","41814","(주)부광엘리베이터","2026-01-12 13:52:14","U","2026-01-14 02:40:00","","341340.524728059","264622.51591133","유지관리","중저속승강기","100000000","","2,070","3","0","","","","23","","","","","본점","3688601869",
"31","승강기유지관리업체","11_48_01_P","6410000","393000000021","2022-01-14","","01","영업/정상","1","인허가","","","","","","","15448","경기도 안산시 단원구 초지동 735-3 한솔프라자","경기도 안산시 단원구 초지로 94, 한솔프라자 503호 (초지동)","15448","(주)새한엘리베이터A/S","2026-01-06 00:00:00","U","2026-01-09 02:40:00","","","","유지관리","중저속승강기","300","300","900","1","","","","","","","","","","본점","5308802244",
"32","승강기유지관리업체","11_48_01_P","6110000","611000000543","2026-01-08","","01","영업/정상","1","인허가","","","","","0226107777","","","서울특별시 마포구 상암동 1596번지 상암DMC푸르지오시티,S-City","서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티,S-City(상암동)","03924","티케이엘리베이터코리아(주) 강서지사","2026-01-08 16:27:57","I","2026-01-10 00:20:07","","190144.892942247","453302.04990022","유지관리","고속승강기,중저속승강기","100000000","","8,600","10","","","","","86","","","","","지점","1098540285",
"33","승강기유지관리업체","11_48_01_P","6110000","611000000544","2026-01-08","","01","영업/정상","1","인허가","","","","","0226107777","","","서울특별시 마포구 상암동 1596번지 상암DMC푸르지오시티,S-City","서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티,S-City(상암동)","03924","티케이엘리베이터코리아(주) 강남2지사","2026-01-08 16:28:07","I","2026-01-10 00:20:07","","190144.892942247","453302.04990022","유지관리","고속승강기,중저속승강기","100000000","","8,300","9","","","","","83","","","","","지점","2158526647",
"34","승강기유지관리업체","11_48_01_P","6260000","626000000168","2023-05-16","","01","영업/정상","1","인허가","","","","","0516376112","","48741","부산광역시 동구 범일동 830-138 201호","부산광역시 동구 조방로 22, 2층 201호 (범일동)","48741","오티스서비스엑스퍼트(유) 부산","2026-01-15 09:18:42","U","2026-01-17 02:40:00","","387898.982257248","184160.510606819","유지관리","고속승강기,중저속승강기","2650000000","","6,500","7","","","","","84","","","","","본점","3718501984",
"35","승강기유지관리업체","11_48_01_P","6110000","611000000190","1995-12-29","","01","영업/정상","1","인허가","","","","","0226786256","","","서울특별시 영등포구 문래동3가 77-9 메가벤처타워 607호","서울특별시 영등포구 문래로20길 60, 메가벤처타워 607호 (문래동3가)","07295","(주)우성아이디에스엘리베이터","2025-12-31 14:52:03","U","2026-01-03 02:40:00","","190161.737344082","446125.33590618","유지관리","중저속승강기","200000000","","600","1","0","","","","","","","","","본점","1078166689",
"36","승강기유지관리업체","11_48_01_P","6110000","611000000308","2001-04-24","","01","영업/정상","1","인허가","","","","","0226422893","","","서울특별시 강서구 등촌동 668번지 3호","서울특별시 강서구 강서로54길 98 (등촌동)","07591","승우엘레텍(주)","2026-01-15 14:11:11","U","2026-01-17 02:40:00","","186151.128809155","450705.553579235","유지관리","중저속승강기","200000000","","1,000","1","0","","","","","","","","","본점","1178132828",
"37","승강기유지관리업체","11_48_01_P","6110000","611000000290","2000-04-21","","01","영업/정상","1","인허가","","","","","025768701","","137-160","서울특별시 서초구 신원동 271번지 23호 내곡드림시티2차 501호","서울특별시 서초구 청계산로 189, 501호 (신원동,내곡드림시티2차)","137-160","원엘리베이터(주)","2025-12-31 12:01:03","U","2026-01-03 02:40:00","","204833.349826117","438463.510444768","유지관리","중저속승강기","100000000","","1,000","1","0","","","","","","","","","본점","2148652775",
"38","승강기유지관리업체","11_48_01_P","6110000","611000000289","2000-04-14","","01","영업/정상","1","인허가","","","","","025323232","","","서울특별시 동작구 사당동 105번지 극동아파트 제113상가동 307호","서울특별시 동작구 동작대로29길 119, 제113상가동 307호 (사당동, 극동아파트)","06990","(주)승강기나라","2026-01-12 17:19:07","U","2026-01-14 02:40:00","","197802.436613024","443049.214038897","유지관리","중저속승강기","200000000","","800","1","0","","","","","","","","","본점","1148196672",
"39","승강기유지관리업체","11_48_01_P","6110000","611000000284","2000-03-07","","01","영업/정상","1","인허가","","","","","023334426","","","서울특별시 마포구 성산동 209-1 201호","서울특별시 마포구 월드컵북로 78, 진영제2빌딩 201호 (성산동)","03978","조은엘리베이터(주)","2026-01-15 13:55:06","U","2026-01-17 02:40:00","","192513.961688702","450966.302367257","유지관리","중저속승강기","100000000","","1,000","1","0","","","","0","","","","","본점","1058607597",
"40","승강기유지관리업체","11_48_01_P","6110000","611000000279","1999-12-09","","01","영업/정상","1","인허가","","","","","0226585172","","","서울특별시 강서구 가양동 1481-4 가양아파트형공장 0호","서울특별시 강서구 양천로57길 26, 비젼타워 5층 502호(가양동)","07526","성원엘리베이터(주)","2026-01-12 17:30:41","U","2026-01-14 02:40:00","","186948.110072214","451278.788007055","유지관리","고속승강기,중저속승강기","200000000","","2,000","2","0","","","","","","","","","본점","1098160380",
"41","승강기유지관리업체","11_48_01_P","6110000","611000000268","1999-06-26","","01","영업/정상","1","인허가","","","","","029355383","","","서울특별시 노원구 공릉동 379-13 3층","서울특별시 노원구 동일로193가길 26, 3층 (공릉동)","01852","(주)원신엘리베이터","2026-01-06 12:07:55","U","2026-01-09 02:40:00","","206244.831623123","458313.370671975","유지관리","중저속승강기","100000000","","3,000","3","0","","","","","","","","","본점","2178115866",
"42","승강기유지관리업체","11_48_01_P","6110000","611000000427","2009-02-26","","01","영업/정상","1","인허가","","","","","0234421117","","","서울특별시 광진구 능동 237-11 광명빌딩 0호","서울특별시 광진구 천호대로 592, 광명빌딩 5층(능동)","04986","(주)금영제너럴","2025-12-31 12:00:43","U","2026-01-03 02:40:00","","207295.535773115","450336.900913019","유지관리","중저속승강기","450000000","","3,000","3","0","","","","0","","","","","본점","2118612828",
"43","승강기유지관리업체","11_48_01_P","6280000","628000000058","1999-04-15","","01","영업/정상","1","인허가","","","","","0324722828","","","인천광역시 남동구 만수동 5번지 426호 신동아아파트 관리동 2층","인천광역시 남동구 만수로111번길 38, 201호 (만수동,신동아아파트관리동)","21521","세계이엠티(주)","2026-01-06 09:24:52","U","2026-01-09 02:40:00","","176669.87296832","440531.187084353","유지관리","고속승강기,중저속승강기","150000000","","2,160","3","0","","","","24","","","","","본점","1318637561",
"44","승강기유지관리업체","11_48_01_P","6280000","628000000100","2006-12-19","","01","영업/정상","1","인허가","","","","","0323300830","","158-803","서울특별시 양천구 목2동  244번지","서울특별시 양천구 목동서로 201 (목동)","158-803","티케이엘리베이터코리아(주)인천지사","2026-01-12 17:53:38","U","2026-01-14 02:40:00","","188538.244361038","447476.275717561","유지관리","중저속승강기","873220000","","8,460","10","","","","","94","","","","","지점","1308542064",
"45","승강기유지관리업체","11_48_01_P","6110000","611000000357","2004-04-14","","01","영업/정상","1","인허가","","","","","0234702664","","150-834","서울특별시 영등포구 문래동3가  32번지 원터빌딩","서울특별시 영등포구 문래북로 122, 1동 (문래동3가,원터빌딩)","150-834","오티스이앤엠코리아 주식회사","2026-01-05 11:08:07","U","2026-01-07 02:40:00","","190987.544398298","446346.549180499","유지관리","고속승강기,중저속승강기","22000000000","","1,000","5","0","","","","0","","","","","본점","1148520694",
"46","승강기유지관리업체","11_48_01_P","6280000","628000000126","2016-12-08","","01","영업/정상","1","인허가","","","","","0327457611","","","인천광역시 서구 검암동 399번지 29호","인천광역시 서구 검바위로 46 (검암동)","22694","공항철도(주)","2026-01-12 17:53:10","U","2026-01-14 02:40:00","","170859.704735697","451856.16001494","유지관리","중저속승강기","2615","","1,000","1","0","","","","24","","","","","본점","1018168490",
"47","승강기유지관리업체","11_48_01_P","6280000","628000000035","1995-06-10","","01","영업/정상","1","인허가","","","","","0325023796","","22121","인천광역시 미추홀구 주안동 1385-10","인천광역시 미추홀구 방축로 312, 주안제이타워2차지식산업센터 3층 331호 (주안동)","22121","(주)대신엘리베이터","2026-01-06 09:25:31","U","2026-01-09 02:40:00","","171374.371646197","441403.039318273","유지관리","중저속승강기","100000000","","720","1","0","","","","8","","","","","본점","1318191274",
"48","승강기유지관리업체","11_48_01_P","6110000","611000000489","2015-06-12","","01","영업/정상","1","인허가","","","","","024082533","","","서울특별시 송파구 가락동 185-4 우진빌딩","서울특별시 송파구 문정로11길 10, 우진빌딩 2층 (가락동)","05782","(주)한성엘리베이터","2026-01-14 09:50:51","U","2026-01-16 02:40:00","","211845.619661602","443477.07782016","유지관리","중저속승강기","100000000","","1,000","1","0","","","","0","","","","","본점","2108600085",
"49","승강기유지관리업체","11_48_01_P","6110000","611000000235","1998-04-07","","01","영업/정상","1","인허가","","","","","024520982","","143-854","서울특별시 광진구 자양3동  227번지 223호 자양빌딩 201호","서울특별시 광진구 아차산로38길 20, 201호 (자양동,자양빌딩)","143-854","(주)광성엘리베이터","2026-01-12 17:22:46","U","2026-01-14 02:40:00","","206527.375555639","448387.419398861","유지관리","중저속승강기","110000000","","1,600","2","0","","","","","","","","","본점","2068627426",
"50","승강기유지관리업체","11_48_01_P","6110000","611000000414","2008-03-14","","01","영업/정상","1","인허가","","","","","029002526","","","서울특별시 강북구 수유동 95-7 수유동이테크밸리오피스텔 301호~306호","서울특별시 강북구 도봉로77길 6, 수유동이테크밸리오피스텔 301호~306호 (수유동)","01113","하나로엠지엠(주)","2026-01-14 16:36:46","U","2026-01-16 02:40:00","","201942.872328818","459046.125539538","유지관리","고속승강기,중저속승강기","200000000","","2,000","2","0","","","","","","","","","본점","2108156584",
"51","승강기유지관리업체","11_48_01_P","6110000","611000000103","1993-07-16","","01","영업/정상","1","인허가","","","","","025678010","","","서울특별시 강남구 역삼동 769번지 정도빌딩 603호","서울특별시 강남구 논현로 340, 정도빌딩 603호 (역삼동)","06227","(주)두남엔지니어링","2026-01-12 17:16:22","U","2026-01-14 02:40:00","","203435.754087512","443724.244046572","유지관리","중저속승강기","100000000","","1,500","2","0","","","","","","","","","본점","2208140231",
"52","승강기유지관리업체","11_48_01_P","6110000","611000000065","1993-03-08","","01","영업/정상","1","인허가","","","","","025156999","","137-070","서울특별시 서초구 서초동  1315번지","서울특별시 서초구 서초대로 385, 303호 (서초동,진흥프라자)","137-070","태양엘리베이터(주)","2026-01-06 12:33:01","U","2026-01-09 02:40:00","","201930.014907812","443904.461723691","유지관리","중저속승강기","200000000","","1,000","1","0","","","","","","","","","본점","",
"53","승강기유지관리업체","11_48_01_P","6110000","611000000036","1993-01-19","","01","영업/정상","1","인허가","","","","","029332354","","","서울특별시 도봉구 방학동 705번지 17호 퍼스티안 206호","서울특별시 도봉구 도봉로150가길 27, 2층 206호 (방학동,퍼스티안)","01333","한양엘리베이터(주)","2026-01-07 11:40:38","U","2026-01-09 02:40:00","","203802.902569945","462787.189725519","유지관리","중저속승강기","100000000","","2,800","3","0","","","","0","","","","","본점","2178114116",
"54","승강기유지관리업체","11_48_01_P","6110000","611000000018","1993-01-19","","01","영업/정상","1","인허가","","","","","0236700816","","110-754","서울특별시 종로구 연지동 1번지 7호 현대그룹빌딩","서울특별시 종로구 율곡로 194, 1동 (연지동,현대그룹빌딩)","110-754","현대엘리베이터(주) 서울사무소","2026-01-13 15:52:53","U","2026-01-15 02:40:00","","199976.765493088","452526.527263312","유지관리","고속승강기,중저속승강기","147100000","","500","51","0","","","","0","","","","","본점","1268104267",
"55","승강기유지관리업체","11_48_01_P","6110000","611000000439","2009-11-13","","01","영업/정상","1","인허가","","","","","0226994346","","158-857","서울특별시 양천구 신정동 905번지 2호 해풍빌딩 204호","서울특별시 양천구 신정중앙로 68, 204호 (신정동,해풍빌딩)","158-857","신한엘리베이터(주)","2026-01-14 16:37:12","U","2026-01-16 02:40:00","","187496.753603391","447163.623642728","유지관리","중저속승강기","100000000","","800","1","0","","","","0","","","","","본점","1138633024",
"56","승강기유지관리업체","11_48_01_P","6110000","611000000452","2011-04-01","","01","영업/정상","1","인허가","","","","","025140138","","","서울특별시 금천구 가산동 517-4 에이스가산포휴(지식산업센터) 1003호","서울특별시 금천구 가산디지털1로 225, 에이스가산포휴(지식산업센터) 1003호 (가산동)","08501","(주)하나엘리베이터","2026-01-12 17:29:09","U","2026-01-14 02:40:00","","189202.181652324","442562.722742062","유지관리","중저속승강기","100000000","","1,000","1","0","","","","0","","","","","본점","2148874676",
"57","승강기유지관리업체","11_48_01_P","6110000","611000000461","2012-01-09","","01","영업/정상","1","인허가","","","","","029499912","","139-240","서울특별시 노원구 공릉동  392번지 9호 소연빌딩 2호","서울특별시 노원구 동일로190길 51 (공릉동)","139-240","청라승강기(주)","2026-01-13 12:59:46","U","2026-01-15 02:40:00","","206632.143910533","458216.113173495","유지관리","중저속승강기","200000000","","1,000","1","0","","","","0","","","","","본점","2178136139",
"58","승강기유지관리업체","11_48_01_P","6110000","611000000304","2001-02-27","","01","영업/정상","1","인허가","","","","","0222420330","","","서울특별시 동대문구 장안동 166번지 6호","서울특별시 동대문구 답십리로64길 75, 3층 (장안동)","02626","(주)성우엘리베이터","2025-12-31 12:01:28","U","2026-01-03 02:40:00","","205775.765296843","451904.441881338","유지관리","중저속승강기","100000000","","2,000","2","0","","","","0","","","","","본점","2048156255",
"59","승강기유지관리업체","11_48_01_P","6110000","611000000329","2002-05-23","","01","영업/정상","1","인허가","","","","","029562034","","132-821","서울특별시 도봉구 도봉2동  624번지 한일빌딩  201호","서울특별시 도봉구 도봉로152가길 102, 201호 (도봉동,한일빌딩)","132-821","현승엘리베이터(주)","2026-01-08 09:59:32","U","2026-01-10 02:40:00","","203897.345550149","463517.966210349","유지관리","중저속승강기","200000000","","1,600","2","0","","","","","","","","","본점","2108140156",
"60","승강기유지관리업체","11_48_01_P","6290000","629000000054","2005-05-12","","01","영업/정상","1","인허가","","","","","0625158776","","502-852","광주광역시 서구 상무2동  1030번지","광주광역시 서구 천변좌하로 492 (쌍촌동)","502-852","(주)세진엘리베이터","2026-01-06 18:10:54","U","2026-01-09 02:40:00","","187647.267840922","185358.418825534","유지관리","중저속승강기","200000000","","720","1","","","","","8","","","","","본점","4098186015",
