"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"11","숙박업","03_11_03_P","3830000","3840000-201-1989-00004","1989-04-14","","01","영업/정상","01","영업","","","","","031 466 5704","241.10","430-824","경기도 안양시 만안구 안양동 532-8","경기도 안양시 만안구 문예로52번길 20 (안양동)","14035","라핌 안양원룸 코리빙 원룸텔 명학역점","2025-12-31 09:02:16","U","2026-01-03 02:40:00","여관업","","","여관업","0","0","0","0","0","0","0","20","체류기간 연장 시 보고 바람","20200731","20260608","","0","0","N",
"12","숙박업","03_11_03_P","5600000","5600000-201-2019-00001","2019-09-10","","01","영업/정상","01","영업","","","","","","1385.90","487-823","경기도 포천시 소흘읍 송우리 143-2","경기도 포천시 소흘읍 송우로21번길 14-3, 143-2외 3필지(10,75,77)","11179","뮤즈모텔","2025-12-31 10:51:18","U","2026-01-03 02:40:00","숙박업 기타","212710.126274205","480461.478243378","숙박업 기타","5","0","5","0","0","0","0","41","","","","","0","0","N",
"13","숙박업","03_11_03_P","4201000","4201000-201-2021-00002","2021-06-03","","01","영업/정상","01","영업","","","","","","539.70","","강원특별자치도 강릉시 안현동 857-2","강원특별자치도 강릉시 해안로 549, 3~5층 (안현동)","25460","더호텔비즈니스","2025-12-31 10:23:02","U","2026-01-03 02:40:00","일반호텔","367499.531574028","480047.751461797","일반호텔","5","1","3","5","1","1","0","12","","","","","0","0","N",
"14","숙박업","03_11_03_P","4281000","4281000-201-2010-00001","2010-01-06","","01","영업/정상","01","영업","","","","","033 333 2266","6000.36","","강원특별자치도 평창군 대관령면 차항리 266-14 (주)현대엘리엇호텔앤드리조트","강원특별자치도 평창군 대관령면 경강로 4887-5 (주)현대 엘리엇 호텔 앤드리조트","25340","(주)현대엘리엇호텔앤드리조트","2025-12-31 15:00:19","U","2026-01-03 02:40:00","관광호텔","347311.790890313","466289.191453241","관광호텔","7","1","1","0","7","0","0","98","","","","임대","5","5","N",
"15","숙박업","03_11_03_P","5700000","5700000-201-2024-00001","2024-10-16","","01","영업/정상","01","영업","","","","","031 887 7902","778.91","469-883","경기도 여주시 가남읍 양귀리 797-1","경기도 여주시 가남읍 가남로 320-21, B, C동","12661","트리니티빌라","2025-12-31 13:13:52","U","2026-01-03 02:40:00","숙박업 기타","251189.764171645","411855.326027169","숙박업 기타","0","0","1","2","0","0","0","3","","","","자가","0","0","N",
"16","숙박업","03_11_03_P","3610000","3610000-201-1994-00001","1994-11-01","","01","영업/정상","01","영업","","","","","062 6526300","302.52","503-050","광주광역시 남구 방림동 377-12 ,13,379-1)","광주광역시 남구 대남대로95번길 4 (방림동)","61665","샤이닝모텔","2025-12-31 11:48:03","U","2026-01-03 02:40:00","여관업","192138.217128045","181640.026885373","여관업","0","0","0","0","0","0","6","24","","","","","","","N",
"17","숙박업","03_11_03_P","5670000","5670156-214-2012-00003","2012-02-28","","01","영업/정상","01","영업","","","","","","203.38","631-394","경상남도 창원시 마산합포구 월남동4가 8-3 (지상2-3층)","경상남도 창원시 마산합포구 문화동14길 7 (월남동4가)","51743","한솔여관","2026-01-01 10:18:56","U","2026-01-03 02:40:00","숙박업(생활)","341964.887806752","188057.714548591","숙박업(생활)","4","1","2","3","0","0","10","0","","","","임대","0","0","N",
"18","숙박업","03_11_03_P","5670000","5670156-214-2012-00004","2012-03-06","","01","영업/정상","01","영업","","","","","","493.43","631-855","경상남도 창원시 마산합포구 산호동 337-78 지상1,층.2층.3층 4층","경상남도 창원시 마산합포구 합포동3길 8-1 (산호동)","51723","청광","2026-01-01 10:29:12","U","2026-01-03 02:40:00","숙박업(생활)","344096.147293765","191053.768199484","숙박업(생활)","0","0","0","0","0","0","0","22","","","","","0","0","N",
"19","숙박업","03_11_03_P","5670000","5670156-214-2012-00005","2012-03-08","","01","영업/정상","01","영업","","","","","055247 7755","569.49","631-860","경상남도 창원시 마산합포구 오동동 153-26 2층.3층.4층.5층","경상남도 창원시 마산합포구 오동북16길 22 (오동동)","51727","삼성모텔","2026-01-01 10:41:33","U","2026-01-03 02:40:00","숙박업(생활)","343580.345889044","190970.312198976","숙박업(생활)","0","0","0","0","0","0","0","19","","","","","0","0","N",
"20","숙박업","03_11_03_P","5670000","5670156-201-2003-00018","2003-08-19","","01","영업/정상","01","영업","","","","","055 2438278","837.16","631-860","경상남도 창원시 마산합포구 오동동 306-5","경상남도 창원시 마산합포구 수산1길 241 (오동동)","51713","K모텔","2026-01-01 10:15:13","U","2026-01-03 02:40:00","여관업","344059.564528345","190650.821313452","여관업","5","0","1","5","0","0","0","26","","","","자가","0","0","N",
"21","숙박업","03_11_03_P","5670000","5670156-214-2015-00001","2015-09-23","","01","영업/정상","01","영업","","","","","","299.79","631-855","경상남도 창원시 마산합포구 산호동 211-18 2층,3층,4층","경상남도 창원시 마산합포구 산호동4길 5 (산호동, 2층,3층,4층)","51336","수정빌","2026-01-01 10:25:57","U","2026-01-03 02:40:00","숙박업(생활)","344562.985020858","191960.607042674","숙박업(생활)","4","1","2","4","0","0","7","0","","","","자가","0","0","N",
"22","숙박업","03_11_03_P","5670000","5670156-201-2004-00017","2004-07-12","","01","영업/정상","01","영업","","","","","2417735","830.97","631-852","경상남도 창원시 마산합포구 산호동 6-36","경상남도 창원시 마산합포구 산호북19길 20 (산호동)","51329","에로스모텔","2026-01-01 10:35:12","U","2026-01-03 02:40:00","여관업","344186.708340588","192476.555580707","여관업","6","0","1","6","0","0","1","22","","","","자가","0","0","N",
"23","숙박업","03_11_03_P","5670000","5670156-201-1997-00011","1997-12-23","","01","영업/정상","01","영업","","","","","055 248 7781","722.03","631-852","경상남도 창원시 마산합포구 산호동 7-4","경상남도 창원시 마산합포구 산호북20길 12 (산호동)","51329","에스에스모텔","2026-01-01 10:38:28","U","2026-01-03 02:40:00","여관업","344266.51135422","192472.539523713","여관업","0","0","0","0","0","0","3","22","","","","","0","0","N",
"24","숙박업","03_11_03_P","5670000","5670156-201-2004-00006","2004-02-26","","01","영업/정상","01","영업","","","","","2244747","1052.91","631-450","경상남도 창원시 마산합포구 남성동 248-7","경상남도 창원시 마산합포구 어시장9길 103 (남성동)","51721","ECO모텔","2026-01-01 10:14:28","U","2026-01-03 02:40:00","여관업","343644.380128383","190461.932614187","여관업","7","0","1","6","0","0","5","23","","","","","0","0","N",
"25","숙박업","03_11_03_P","5670000","5670156-201-1990-00007","1990-04-23","","01","영업/정상","01","영업","","","","","2454137","500.49","631-855","경상남도 창원시 마산합포구 산호동 337-53","경상남도 창원시 마산합포구 합포동4길 3 (산호동)","51723","신우모텔","2026-01-01 10:23:36","U","2026-01-03 02:40:00","여관업","344127.022220325","191013.104458611","여관업","0","0","0","0","0","0","0","18","","","","","0","0","N",
"26","숙박업","03_11_03_P","5670000","5670156-201-1991-00004","1991-04-10","","01","영업/정상","01","영업","","","","","055221 1600","294.41","631-442","경상남도 창원시 마산합포구 신포동2가 117-16","경상남도 창원시 마산합포구 어시장9길 1 (신포동2가)","51720","소라장여관","2026-01-01 10:25:21","U","2026-01-03 02:40:00","여관업","343253.884944044","190137.967867921","여관업","0","0","0","0","0","0","19","0","","","","","0","0","N",
"27","숙박업","03_11_03_P","5670000","5670156-201-2003-00005","2003-02-10","","01","영업/정상","01","영업","","","","","055244 1327","277.00","631-860","경상남도 창원시 마산합포구 오동동 233-5","경상남도 창원시 마산합포구 오동남1길 7 (오동동)","51728","리츠모텔","2026-01-01 10:15:42","U","2026-01-03 02:40:00","여관업","343725.72299747","190809.680217648","여관업","0","0","0","0","0","0","0","20","","","","","0","0","N",
"28","숙박업","03_11_03_P","5670000","5670156-201-2001-00024","2001-12-24","","01","영업/정상","01","영업","","","","","055 2414755","1034.00","631-860","경상남도 창원시 마산합포구 오동동 306-9","경상남도 창원시 마산합포구 수산1길 255 (오동동)","51713","조코모텔","2026-01-01 10:11:35","U","2026-01-03 02:40:00","여관업","344110.59390719","190692.822347626","여관업","6","0","0","0","0","0","2","25","","","","","0","0","N",
"29","숙박업","03_11_03_P","5670000","5670156-214-2012-00016","2012-11-20","","01","영업/정상","01","영업","","","","","","805.98","631-080","경상남도 창원시 마산합포구 수성동 104 지상2-3층","경상남도 창원시 마산합포구 동서북8길 17 (수성동)","51731","썬힐","2026-01-01 10:28:04","U","2026-01-03 02:40:00","숙박업(생활)","343308.351131873","190548.971744817","숙박업(생활)","3","0","2","3","0","0","28","0","","","","자가","0","0","N",
"30","숙박업","03_11_03_P","5670000","5670156-201-1986-00022","1986-11-20","","01","영업/정상","01","영업","","","","","","329.32","631-858","경상남도 창원시 마산합포구 상남동 230-7","경상남도 창원시 마산합포구 합포서7길 23 (상남동)","51725","하얏트모텔","2026-01-01 10:13:06","U","2026-01-03 02:40:00","여관업","343517.632530153","191176.970674748","여관업","0","0","0","0","0","0","0","19","","","","","0","0","N",
"31","숙박업","03_11_03_P","5670000","5670156-201-2004-00012","2004-04-13","","01","영업/정상","01","영업","","","","","055224 2717","672.73","631-859","경상남도 창원시 마산합포구 오동동 55-13","경상남도 창원시 마산합포구 교방천남길 366 (오동동)","51727","렉스모텔","2026-01-01 10:12:10","U","2026-01-03 02:40:00","여관업","343924.923524658","191079.085699186","여관업","7","0","1","6","0","0","0","19","","","","자가","0","0","N",
"32","숙박업","03_11_03_P","5670000","5670156-201-2002-00026","2002-11-07","","01","영업/정상","01","영업","","","","","055 2219500","333.00","631-860","경상남도 창원시 마산합포구 오동동 149-75","경상남도 창원시 마산합포구 아구찜길 42 (오동동)","51727","제우스모텔","2026-01-01 10:26:52","U","2026-01-03 02:40:00","여관업","343676.220211965","190936.568645928","여관업","0","0","0","0","0","0","0","21","","","","","0","0","N",
"33","숙박업","03_11_03_P","5670000","5670156-201-1985-00014","1985-11-09","","01","영업/정상","01","영업","","","","","055244 7758","177.16","631-857","경상남도 창원시 마산합포구 상남동 162-57","경상남도 창원시 마산합포구 노산동7길 9 (상남동)","51273","백화","2026-01-01 10:09:32","U","2026-01-03 02:40:00","여관업","343394.014672883","191638.030472583","여관업","0","0","0","0","0","0","9","3","","","","","0","0","N",
"34","숙박업","03_11_03_P","5670000","5670156-214-2012-00006","2012-03-15","","01","영업/정상","01","영업","","","","","","697.49","631-860","경상남도 창원시 마산합포구 오동동 107-1 지상.3층.4층 5층 1층.2층","경상남도 창원시 마산합포구 오동북14길 34-1 (오동동)","51727","에이스","2026-01-01 10:10:45","U","2026-01-03 02:40:00","숙박업(생활)","343619.507748316","191086.045598577","숙박업(생활)","0","0","1","6","0","0","20","5","","","","자가","0","0","N",
"35","숙박업","03_11_03_P","5670000","5670156-214-1988-00001","1988-12-08","","01","영업/정상","01","영업","","","","","055 221 5047","828.25","631-860","경상남도 창원시 마산합포구 오동동 65-1 1필지(57-15)","경상남도 창원시 마산합포구 오동북11길 36 (오동동)","51727","골드","2026-01-01 10:22:02","U","2026-01-03 02:40:00","숙박업(생활)","343829.251117475","191109.808194443","숙박업(생활)","5","1","1","5","0","0","1","33","","","","자가","0","0","N",
"36","숙박업","03_11_03_P","5670000","5670156-201-2001-00016","2001-10-08","","01","영업/정상","01","영업","","","","","055246 2850","824.88","631-859","경상남도 창원시 마산합포구 오동동 41-4","경상남도 창원시 마산합포구 오동북4길 18 (오동동)","51727","라벤다모텔","2026-01-01 10:11:10","U","2026-01-03 02:40:00","여관업","343812.302607967","191009.013093288","여관업","0","0","0","0","0","0","4","24","","","","","0","0","N",
"37","숙박업","03_11_03_P","5670000","5670156-201-2001-00008","2001-06-11","","01","영업/정상","01","영업","","","","","","495.00","631-860","경상남도 창원시 마산합포구 오동동 153-16","경상남도 창원시 마산합포구 오동북19길 15 (오동동)","51727","비너스모텔","2026-01-01 10:08:57","U","2026-01-03 02:40:00","여관업","343577.809034891","190921.792891699","여관업","0","0","0","0","0","0","0","16","","","","","0","0","N",
"38","숙박업","03_11_03_P","5670000","5670156-214-2012-00014","2012-11-02","","01","영업/정상","01","영업","","","","","055295 0764","229.88","631-430","경상남도 창원시 마산합포구 서성동 66-30 지상2-3층","경상남도 창원시 마산합포구 동서서1길 29 (서성동)","51285","행복빌","2026-01-01 10:20:05","U","2026-01-03 02:40:00","숙박업(생활)","343049.674019776","190528.785783094","숙박업(생활)","3","1","2","3","0","0","6","0","","","","자가","0","0","N",
"39","숙박업","03_11_03_P","5670000","5670156-214-2012-00010","2012-07-19","","01","영업/정상","01","영업","","","","","","547.83","631-858","경상남도 창원시 마산합포구 상남동 218-13 지상 2층 3층 4층","경상남도 창원시 마산합포구 합포서9길 14 (상남동)","51724","로얄 빌리지","2026-01-01 10:19:40","U","2026-01-03 02:40:00","숙박업(생활)","343414.942625829","191219.646352607","숙박업(생활)","0","0","2","4","0","0","0","21","","","","자가","0","0","N",
"40","숙박업","03_11_03_P","5670000","5670156-201-1986-00014","1986-09-09","","01","영업/정상","01","영업","","","","","055241 1212","291.16","631-460","경상남도 창원시 마산합포구 동성동 137","경상남도 창원시 마산합포구 동서북17길 8-1 (동성동)","51728","한국장","2026-01-01 10:36:56","U","2026-01-03 02:40:00","여관업","343556.564679634","190753.053186125","여관업","0","0","0","0","0","0","0","16","","","","","0","0","N",
"41","숙박업","03_11_03_P","5670000","5670156-201-2007-00005","2007-12-28","","01","영업/정상","01","영업","","","","","055222 5190","447.37","631-460","경상남도 창원시 마산합포구 동성동 135 4~6층","경상남도 창원시 마산합포구 동서북17길 2, 4~6층 (동성동)","51728","퀸모텔","2026-01-01 10:31:20","U","2026-01-03 02:40:00","여관업","343531.381144228","190753.031746915","여관업","6","1","2","6","0","0","1","20","","","","임대","0","0","N",
"42","숙박업","03_11_03_P","5670000","5670156-214-2012-00012","2012-09-24","","01","영업/정상","01","영업","","","","","","391.40","631-450","경상남도 창원시 마산합포구 남성동 24 지상2층-지상5층","경상남도 창원시 마산합포구 동서북9길 2 (남성동)","51731","씨앤씨 모텔","2026-01-01 10:13:30","U","2026-01-03 02:40:00","숙박업(생활)","343496.426302358","190605.743813162","숙박업(생활)","5","1","2","5","0","0","12","0","","","","자가","0","0","N",
"43","숙박업","03_11_03_P","5670000","5670156-201-1996-00002","1996-06-12","","01","영업/정상","01","영업","","","","","221-3313","597.10","631-857","경상남도 창원시 마산합포구 상남동 110-22","경상남도 창원시 마산합포구 교방천북길 221 (상남동)","51284","하이트 여관","2026-01-01 10:27:28","U","2026-01-03 02:40:00","여관업","343256.772312141","191265.242380972","여관업","0","0","0","0","0","0","4","22","","","","","0","0","N",
"44","숙박업","03_11_03_P","5670000","5670156-214-2012-00009","2012-07-06","","01","영업/정상","01","영업","","","","","","346.88","631-060","경상남도 창원시 마산합포구 중성동 58-13 외1필지 지상 1층.2층.3층","경상남도 창원시 마산합포구 오동서8길 28 (중성동)","51729","광동텔","2026-01-01 10:22:27","U","2026-01-03 02:40:00","숙박업(생활)","343342.370587345","191107.755575641","숙박업(생활)","0","0","1","3","0","0","9","8","","","","자가","0","0","N",
"45","숙박업","03_11_03_P","5670000","5670156-201-1966-00001","1966-07-09","","01","영업/정상","01","영업","","","","","055253 1695","160.30","631-860","경상남도 창원시 마산합포구 오동동 146-18","경상남도 창원시 마산합포구 오동북5길 11-3 (오동동)","51727","만경모텔","2026-01-01 10:17:28","U","2026-01-03 02:40:00","여관업","343758.760180717","190937.106185486","여관업","0","0","0","0","0","0","5","8","","","","","0","0","N",
"46","숙박업","03_11_03_P","5670000","5670156-214-1999-00001","1999-02-22","","01","영업/정상","01","영업","","","","","","532.95","631-872","경상남도 창원시 마산합포구 해운동 35-9","경상남도 창원시 마산합포구 월영동4길 19 (해운동)","51749","제이(J) 빌하우스","2026-01-01 10:18:27","U","2026-01-03 02:40:00","숙박업(생활)","342159.709500145","187770.174152395","숙박업(생활)","5","1","3","5","0","0","21","0","","","","자가","0","0","N",
"47","숙박업","03_11_03_P","5670000","5670156-201-1991-00002","1991-02-08","","01","영업/정상","01","영업","","","","","248-9090","507.78","631-442","경상남도 창원시 마산합포구 신포동2가 117-6","경상남도 창원시 마산합포구 어시장8길 30 (신포동2가)","51720","광명장","2026-01-01 10:24:41","U","2026-01-03 02:40:00","여관업","343352.256823212","190242.081027539","여관업","0","0","0","0","0","0","6","14","","","","","0","0","N",
"48","숙박업","03_11_03_P","5670000","5670156-201-2003-00009","2003-06-16","","01","영업/정상","01","영업","","","","","055 2216475","1091.21","631-441","경상남도 창원시 마산합포구 신포동1가 66-7","경상남도 창원시 마산합포구 해안대로 284 (신포동1가)","51714","코자자","2026-01-01 10:16:39","U","2026-01-03 02:40:00","여관업","343176.37562084","189920.76590998","여관업","6","0","1","6","0","0","1","28","","","","자가","0","0","N",
"49","숙박업","03_11_03_P","5670000","5670156-201-2004-00021","2004-10-02","","01","영업/정상","01","영업","","","","","2434700","989.88","631-859","경상남도 창원시 마산합포구 오동동 25-7","경상남도 창원시 마산합포구 오동북5길 10 (오동동)","51727","커플모텔","2026-01-01 09:16:40","U","2026-01-03 02:40:00","여관업","343811.424445128","190949.123236781","여관업","6","0","1","6","0","0","2","25","","","","자가","0","0","N",
"50","숙박업","03_11_03_P","5670000","5670156-201-2009-00003","2009-12-08","","01","영업/정상","01","영업","","","","","055 221 7755","659.02","631-841","경상남도 창원시 마산합포구 구산면 심리 480-1","경상남도 창원시 마산합포구 구산면 괭이바다길 205","51783","퀸모텔","2026-01-01 10:30:41","U","2026-01-03 02:40:00","여관업","346996.41293428","174992.964168883","여관업","3","1","1","3","1","1","0","11","","","","자가","0","0","N",
"51","숙박업","03_11_03_P","5670000","5670156-201-2009-00004","2009-12-09","","01","영업/정상","01","영업","","","","","055221 7755","237.57","631-841","경상남도 창원시 마산합포구 구산면 심리 481-1","경상남도 창원시 마산합포구 구산면 괭이바다길 203","51783","킹모텔","2026-01-01 10:31:52","U","2026-01-03 02:40:00","여관업","346987.890072035","175014.476840659","여관업","3","0","1","3","0","0","0","7","","","","","0","0","N",
"52","숙박업","03_11_03_P","5670000","5670156-201-1994-00003","1994-05-09","","01","영업/정상","01","영업","","","","","055 271 0076","408.12","631-832","경상남도 창원시 마산합포구 진전면 양촌리 136-1","경상남도 창원시 마산합포구 진전면 양촌1길 38-54","51795","온천궁전여관","2026-01-01 10:35:58","U","2026-01-03 02:40:00","여관업","326396.311179432","181467.608467007","여관업","0","0","0","0","0","0","5","13","","","","","0","0","N",
"53","숙박업","03_11_03_P","5670000","5670156-201-2010-00009","2010-11-24","","01","영업/정상","01","영업","","","","","055 221 1114","1555.36","631-860","경상남도 창원시 마산합포구 오동동 303-5 (지상1~6층)","경상남도 창원시 마산합포구 해안대로 410 (오동동,(지상1~6층))","51713","로제호텔","2026-01-01 10:20:33","U","2026-01-03 02:40:00","일반호텔","344132.509607149","190735.561045354","일반호텔","7","0","1","6","0","0","0","29","","","","임대","0","0","N",
"54","숙박업","03_11_03_P","5670000","5670156-214-2013-00002","2013-07-26","","01","영업/정상","01","영업","","","","","","203.83","631-857","경상남도 창원시 마산합포구 상남동 105-14 외 2필지 선우아트빌 301호","경상남도 창원시 마산합포구 노산남7길 25, 301호 (상남동, 선우아트빌)","51284","해피홈","2026-01-01 10:21:35","U","2026-01-03 02:40:00","숙박업(생활)","343206.824840216","191298.586432101","숙박업(생활)","7","1","3","0","0","0","4","0","","","","","0","0","N",
"55","숙박업","03_11_03_P","5670000","5670156-201-1996-00007","1996-12-21","","01","영업/정상","01","영업","","","","","055 246 1600","724.00","631-442","경상남도 창원시 마산합포구 신포동2가 117-23","경상남도 창원시 마산합포구 어시장1길 11 (신포동2가)","51720","브론즈호텔","2026-01-01 10:24:12","U","2026-01-03 02:40:00","여관업","343328.482828053","190199.91582961","여관업","0","0","0","0","0","0","8","21","","","","","0","0","N",
"56","숙박업","03_11_03_P","5670000","5670156-214-1984-00001","1984-08-08","","01","영업/정상","01","영업","","","","","","438.90","631-855","경상남도 창원시 마산합포구 산호동 316-5","경상남도 창원시 마산합포구 합포동6길 5-2 (산호동)","51337","비너스","2026-01-01 10:16:15","U","2026-01-03 02:40:00","숙박업(생활)","344345.264700632","191461.833024228","숙박업(생활)","0","0","0","0","0","0","13","4","","","","자가","0","0","N",
"57","숙박업","03_11_03_P","5670000","5670156-201-2003-00017","2003-08-18","","01","영업/정상","01","영업","","","","","","1886.25","631-860","경상남도 창원시 마산합포구 오동동 306 (A동)","경상남도 창원시 마산합포구 해안대로 406-1 (오동동,(A동))","51713","스테이 공담","2026-01-01 10:21:08","U","2026-01-03 02:40:00","여관업","344105.319717072","190712.45736501","여관업","8","0","1","8","0","0","2","39","","","","자가","0","0","N",
"58","숙박업","03_11_03_P","5670000","5670156-201-1982-00012","1982-05-19","","01","영업/정상","01","영업","","","","","005502212726","214.01","631-855","경상남도 창원시 마산합포구 산호동 316-24","경상남도 창원시 마산합포구 합포동6길 7 (산호동)","51337","종로모텔","2026-01-01 10:10:15","U","2026-01-03 02:40:00","여관업","344353.159133558","191426.28596135","여관업","0","0","0","0","0","0","1","19","","","","","0","0","N",
"59","숙박업","03_11_03_P","4990000","4990000-201-1996-00005","1996-03-29","","01","영업/정상","01","영업","","","","","061 5532727","68.00","537-904","전라남도 완도군 금일읍 사동리 239-1","전라남도 완도군 금일읍 금일로 1012","59143","남태평양","2025-12-30 14:23:55","U","2026-01-03 02:40:00","여관업","206222.372707341","93018.1375134084","여관업","1","0","1","0","0","0","4","0","","","","","0","0","N",
"60","숙박업","03_11_03_P","6520000","6520000-201-2011-00005","2011-07-25","","01","영업/정상","01","영업","","","","","064 739 7891","1561.60","697-828","제주특별자치도 서귀포시 강정동 3786-1","제주특별자치도 서귀포시 중산간서로 241 (강정동)","63558","제이하우스","2025-12-31 11:58:29","U","2026-01-03 02:40:00","관광호텔","151994.015770753","-26051.7403882094","관광호텔","2","0","1","2","0","0","0","21","","","","자가","0","0","N",
"61","숙박업","03_11_03_P","6510000","6510000-214-2009-00001","2009-08-13","","01","영업/정상","01","영업","","","","","064 799 6909","660.00","695-906","제주특별자치도 제주시 애월읍 납읍리 102","제주특별자치도 제주시 애월읍 도치돌길 293","63035","통나무파크","2025-12-31 11:25:57","U","2026-01-03 02:40:00","숙박업(생활)","140936.098635636","-9364.38499303802","숙박업(생활)","1","0","1","0","0","0","0","30","","","","자가","0","0","N",
