"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명","기타내역2",
"17","인터넷컴퓨터게임시설제공업","03_05_05_P","4520000","CDFF2241022016000035","2016-11-03","","03","폐업","03","폐업","2025-12-31","","","","","","","충청남도 아산시 모종동 561-1","충청남도 아산시 번영로 190 (모종동)","31521","피에스타PC방","2025-12-31 13:28:18","U","2026-01-03 02:40:00","","200971.227698383","364817.163577297","인터넷컴퓨터게임시설제공업","유통관련업","2","기타","","410.06","2","","근린생활시설","","","","","","","","","","","","","","","","119","","","","","","일반상업지역","",
"18","인터넷컴퓨터게임시설제공업","03_05_05_P","3710000","CDFF2241022022000007","2022-04-21","2025-12-31","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","울산광역시 동구 일산동 456-9 삼성힐스파크","울산광역시 동구 진성9길 2, 1층 108호 (일산동, 삼성힐스파크)","44052","천둥PC","2025-12-31 09:00:25","U","2026-01-03 02:40:00","","420274.510462315","225471.63346059","인터넷컴퓨터게임시설제공업","유통관련업","0","","","70.53","1","0","","0","0","0","0","","","","","","","","","","","","10","","청소년이용불가","","","","","성인PC방",
"19","인터넷컴퓨터게임시설제공업","03_05_05_P","4490000","CDFF2241022023000079","2023-08-10","","03","폐업","03","폐업","2025-12-29","","","","","","","충청남도 천안시 동남구 청당동 798","충청남도 천안시 동남구 청수7로 14-9 (청당동)","31197","판도라PC","2025-12-31 08:41:39","U","2026-01-03 02:40:00","","214307.927813517","364766.696482218","인터넷컴퓨터게임시설제공업","유통관련업","0","","","102.9","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인pc방",
"20","인터넷컴퓨터게임시설제공업","03_05_05_P","3450000","CDFF2241022008000019","2008-05-14","","03","폐업","03","폐업","2025-12-31","","","","","","","대구광역시 북구 산격동 1382-8","대구광역시 북구 대현로9길 60, 3층 (산격동)","41567","제이와이피씨카페(JY PC cafe)","2025-12-31 16:14:01","U","2026-01-03 02:40:00","","344662.643107935","266496.49881748","인터넷컴퓨터게임시설제공업","유통관련업","6","","","157.67","3","0","","0","50","0","0","","","","","","","","","","","","64","","","","","","","",
"21","인터넷컴퓨터게임시설제공업","03_05_05_P","3560000","CDFF2241022019000010","2019-03-04","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 석남동 529-6","인천광역시 서구 거북로 65, 108호 (석남동)","22792","호박PC","2025-12-31 09:44:34","U","2026-01-03 02:40:00","","170663.626732132","444629.457260046","인터넷컴퓨터게임시설제공업","유통관련업","0","","","25.29","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"22","인터넷컴퓨터게임시설제공업","03_05_05_P","3510500","CDFF2241022011000018","2011-03-28","","03","폐업","03","폐업","2025-12-31","","","","","","","인천광역시 미추홀구 주안동 737-7","인천광역시 미추홀구 인하로 206, 1층 (주안동)","22218","스타PC","2025-12-31 16:13:18","U","2026-01-03 02:40:00","","170804.923924001","438530.815654879","인터넷컴퓨터게임시설제공업","유통관련업","0","","","62.41","1","0","","0","0","0","0","","","","","","","","","","","","9","","","","","","","",
"23","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022019000027","2019-09-23","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 삼산동 1561-2","울산광역시 남구 삼산로317번길 16-6, 1층 (삼산동)","44713","써니PC","2025-12-30 21:09:55","U","2026-01-03 02:40:00","","412339.401979471","229367.016930011","인터넷컴퓨터게임시설제공업","유통관련업","0","","","64.39","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","성인PC방",
"24","인터넷컴퓨터게임시설제공업","03_05_05_P","3340000","CDFF2241022019000006","2019-07-31","","03","폐업","03","폐업","2025-12-31","","","","","","","부산광역시 사하구 괴정동 263-1 스마트W2차","부산광역시 사하구 낙동대로 182, 지하2층 (괴정동, 스마트W2차)","49338","자드 PC방 괴정점","2025-12-31 10:41:50","U","2026-01-03 02:40:00","","381928.168296884","179899.703759889","인터넷컴퓨터게임시설제공업","유통관련업","","","","274.3","","","","","","","","","","","","","","","","","","","109","","","","","","","",
"25","인터넷컴퓨터게임시설제공업","03_05_05_P","4010000","CDFF2241022022000008","2022-04-18","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 거모동 1727-11 군자은혜교회","경기도 시흥시 한우물로 42, 군자은혜교회 203, 204, 205호 (거모동)","15071","놀이터PC","2025-12-30 10:43:39","U","2026-01-03 02:40:00","","180778.448251371","427155.412508988","인터넷컴퓨터게임시설제공업","유통관련업","0","","","11.52","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"26","인터넷컴퓨터게임시설제공업","03_05_05_P","4181000","CDFF2241022020000003","2020-02-13","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 효자동 663-6 1층","강원특별자치도 춘천시 효자로 93-2, 1층 (효자동)","24336","골드 PC방","2025-12-31 16:56:55","U","2026-01-03 02:40:00","","264388.452115642","485689.406763123","인터넷컴퓨터게임시설제공업","유통관련업","2","","","40","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","10","","","","","","","성인PC방",
"27","인터넷컴퓨터게임시설제공업","03_05_05_P","4201000","CDFF2241022024000023","2024-08-29","","03","폐업","03","폐업","2025-12-31","","","","","","","강원특별자치도 강릉시 노암동 227-3","강원특별자치도 강릉시 율곡로 2724, 1층 4호 (노암동)","25584","딸기PC","2025-12-31 09:34:59","U","2026-01-03 02:40:00","","368002.65975791","473693.389983207","인터넷컴퓨터게임시설제공업","유통관련업","0","","","30","0","0","","0","0","0","0","","","","","","","","","","","","6","","전체이용가","","","","","성인PC방",
"28","인터넷컴퓨터게임시설제공업","03_05_05_P","3560000","CDFF2241022024000027","2024-11-11","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 석남동 572","인천광역시 서구 거북로 120, 1층 (석남동)","22796","고래PC","2025-12-30 09:56:50","U","2026-01-03 02:40:00","","171196.326470635","444570.647607812","인터넷컴퓨터게임시설제공업","유통관련업","0","","","40.26","0","0","","0","0","0","0","","","","","","","","","","","","11","","청소년이용불가","","","","","",
"29","인터넷컴퓨터게임시설제공업","03_05_05_P","3560000","CDFF2241022014000024","2014-11-27","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 마전동 1021-1 마전프라자","인천광역시 서구 완정로 43, 마전프라자 201,202,203호 (마전동)","22639","퍼스트클래스 PC","2025-12-30 09:57:51","U","2026-01-03 02:40:00","","170724.990191463","454895.33612382","인터넷컴퓨터게임시설제공업","유통관련업","","","","293.37","","","","","","","","","","","","","","","","","","","127","","","","","","","",
"30","인터넷컴퓨터게임시설제공업","03_05_05_P","3120000","CDFF2241022019000005","2019-12-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서대문구 창천동 31-80 큐비드빌딩, 지하1층","서울특별시 서대문구 명물길 23, 큐비드빌딩 지하1층 (창천동)","03776","옵티멈존PC카페 신촌역점","2025-12-31 09:35:00","U","2026-01-03 02:40:00","","194445.522088608","450650.471335574","인터넷컴퓨터게임시설제공업","유통관련업","0","","","544.95","0","0","판매시설","0","0","0","0","","","","","","","","","","","","203","","","","","","","",
"31","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022024000039","2024-06-12","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 내덕동 668-15","충청북도 청주시 청원구 향군로 163, 1층 (내덕동)","28483","금당PC","2025-12-31 10:17:37","U","2026-01-03 02:40:00","","242679.782209366","350895.378982723","인터넷컴퓨터게임시설제공업","유통관련업","0","","바둑이, 홀덤, 포커, 맞고","26.4","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","8","","청소년이용불가","","","","","성인PC방",
"32","인터넷컴퓨터게임시설제공업","03_05_05_P","3730000","CDFF2241022012000011","2012-12-21","","01","영업/정상","13","영업중","","","","","","","","울산광역시 울주군 온산읍 덕신리 1295-3","울산광역시 울주군 온산읍 온덕2길 4, 3층","45001","미녀PC","2025-12-30 09:35:59","U","2026-01-03 02:40:00","","409772.799223348","217403.161460206","인터넷컴퓨터게임시설제공업","유통관련업","0","","","123.31","3","0","","0","0","0","0","","","","","","","","","","","","60","","전체이용가","","","","준주거지역","",
"33","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022014000002","2014-01-29","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 신정동 153-1","울산광역시 남구 번영로201번길 19, 1층 (신정동)","44687","야옹이PC","2025-12-30 21:14:45","U","2026-01-03 02:40:00","","410644.106444768","229441.445691312","인터넷컴퓨터게임시설제공업","유통관련업","4","","","50.77","1","0","근린생활시설","0","75","0","0","","","","","","","","","","","","6","","전체이용가","","","","일반주거지역","성인PC방",
"34","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022015000012","2015-04-15","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 달동 1291-22","울산광역시 남구 삼산중로5번길 27 (달동)","44721","홀인원PC","2025-12-30 21:10:34","U","2026-01-03 02:40:00","","411610.875622588","228537.404476514","인터넷컴퓨터게임시설제공업","유통관련업","0","","","48.96","1","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"35","인터넷컴퓨터게임시설제공업","03_05_05_P","3520000","CDFF2241022020000003","2020-03-11","","03","폐업","03","폐업","2025-12-31","","","","","","","인천광역시 연수구 옥련동 128","인천광역시 연수구 독배로90번길 67 (옥련동)","21948","라이또PC 인천옥련점","2025-12-31 14:39:07","U","2026-01-03 02:40:00","","168888.389174125","436272.255910156","인터넷컴퓨터게임시설제공업","유통관련업","","","","192.08","","","","","","","","","","","","","","","","","","","70","","전체이용가","","","","","",
"36","인터넷컴퓨터게임시설제공업","03_05_05_P","3050000","CDFF2241022023000003","2023-06-02","","03","폐업","03","폐업","2025-12-30","","","","","","","서울특별시 동대문구 용두동 712-68 지하호","서울특별시 동대문구 왕산로 106, 지층 (용두동)","02566","PC월드","2025-12-31 09:20:52","U","2026-01-03 02:40:00","","203037.753469242","452852.135759064","인터넷컴퓨터게임시설제공업","유통관련업","0","","","63.64","0","0","","0","0","0","0","","","","","","","","","","","","8","","청소년이용불가","","","","","성인PC방",
"37","인터넷컴퓨터게임시설제공업","03_05_05_P","4010000","CDFF2241022023000014","2023-06-05","","03","폐업","03","폐업","2025-12-30","","","","","","","경기도 시흥시 능곡동 719 능곡타운","경기도 시흥시 장현능곡로 178, 능곡타운 114호 (능곡동)","14995","노다지PC","2025-12-30 17:02:44","U","2026-01-03 02:40:00","","183094.315546217","429741.225241601","인터넷컴퓨터게임시설제공업","유통관련업","0","","","40.95","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","성인PC방",
"38","인터넷컴퓨터게임시설제공업","03_05_05_P","3060000","CDFF2241022023000005","2023-04-24","","03","폐업","03","폐업","2025-12-31","","","","","","","서울특별시 중랑구 묵동 240-11","서울특별시 중랑구 중랑역로 199, 1층 (묵동)","02007","개꿀PC","2025-12-31 14:38:50","U","2026-01-03 02:40:00","","206616.850987605","456545.49326707","인터넷컴퓨터게임시설제공업","유통관련업","0","","","21","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","",
"39","인터넷컴퓨터게임시설제공업","03_05_05_P","3730000","CDFF2241022023000023","2023-05-12","","01","영업/정상","13","영업중","","","","","","","","울산광역시 울주군 삼남읍 교동리 1579-12","울산광역시 울주군 삼남읍 교동로 123, 3층","44949","보너스PC","2025-12-30 14:39:29","U","2026-01-03 02:40:00","","391769.877678261","231076.69507468","인터넷컴퓨터게임시설제공업","유통관련업","0","","","211.2","0","0","","0","0","0","0","","","","","","","","","","","","10","","","","","","","성인PC방",
"40","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022023000043","2023-05-01","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 달동 1335-11","울산광역시 남구 왕생로 89, 2층 (달동)","44703","판도라PC","2025-12-30 21:12:54","U","2026-01-03 02:40:00","","411239.012140739","229337.970705072","인터넷컴퓨터게임시설제공업","유통관련업","0","","","143.64","0","0","","0","0","0","0","","","","","","","","","","","","9","","","","","","","성인PC방",
"41","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022024000015","2024-04-19","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 달동 114-1","울산광역시 남구 삼산로 136, 2층 (달동)","44725","레벨업PC방","2025-12-30 15:41:41","U","2026-01-03 02:40:00","","410557.041663573","228707.529846254","인터넷컴퓨터게임시설제공업","유통관련업","0","","","494.02","0","0","","0","0","0","0","","","","","","","","","","","","143","","","","","","","",
"42","인터넷컴퓨터게임시설제공업","03_05_05_P","3430000","CDFF2241022024000004","2024-05-03","","03","폐업","03","폐업","2025-12-31","","","","","","","대구광역시 서구 비산동 312-9","대구광역시 서구 달서로 87, 3층 (비산동)","41816","바다이야기PC","2025-12-31 16:29:36","U","2026-01-03 02:40:00","","341788.934850479","264457.648740999","인터넷컴퓨터게임시설제공업","유통관련업","4","","","132.4","3","0","","0","0","0","0","","","","","","","","","","","","60","","","","","","","",
"43","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022024000011","2024-03-26","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 달동 1279-6","울산광역시 남구 달삼로 46, 2층 (달동)","44721","바비PC","2025-12-30 21:14:13","U","2026-01-03 02:40:00","","411626.878089749","228734.734567959","인터넷컴퓨터게임시설제공업","유통관련업","0","","","228.24","0","0","","0","0","0","0","","","","","","","","","","","","9","","","","","","","성인PC방",
"44","인터넷컴퓨터게임시설제공업","03_05_05_P","3630000","CDFF2241022018000010","2018-04-03","","01","영업/정상","13","영업중","","","","","","","","광주광역시 광산구 비아동 714-6","광주광역시 광산구 비아로34번길 9, 1층 (비아동)","62237","골프PC","2025-12-31 18:06:54","U","2026-01-03 02:40:00","","183620.10728218","191250.843931327","인터넷컴퓨터게임시설제공업","유통관련업","0","","","33","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","성인PC방",
"45","인터넷컴퓨터게임시설제공업","03_05_05_P","3670000","CDFF2241022016000005","2016-04-28","","03","폐업","03","폐업","2025-12-31","","","","","","","대전광역시 유성구 신성동 125-1","대전광역시 유성구 신성로 106, 3층 (신성동)","34116","해피로 PC 대전 신성점","2025-12-31 17:25:03","U","2026-01-03 02:40:00","","231425.311957322","321297.861083024","인터넷컴퓨터게임시설제공업","유통관련업","","","","121.61","3","","","","","","","","","","","","","","","","","","96","","","","","","","",
"46","인터넷컴퓨터게임시설제공업","03_05_05_P","3550000","CDFF2241022008000033","2008-05-19","","01","영업/정상","13","영업중","","","","","","","","인천광역시 계양구 계산동 928-29 신세계빌딩","인천광역시 계양구 경명대로 1071, 신세계빌딩 3층 (계산동)","21040","DB PC","2025-12-30 09:37:35","U","2026-01-03 02:40:00","","175736.564225133","449084.869838041","인터넷컴퓨터게임시설제공업","유통관련업","7","기타","","324.9","7","1","근린생활시설","","","","","","","","","","","","","","","","120","","","","","","일반상업지역","",
"47","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022020000017","2020-04-27","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 상록구 부곡동 661-11 UH","경기도 안산시 상록구 성호로21길 9, UH 1층 101호 (부곡동)","15303","짱PC","2025-12-31 14:53:43","U","2026-01-03 02:40:00","","187807.187841669","425772.441053886","인터넷컴퓨터게임시설제공업","유통관련업","0","","","35","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","성인PC방",
"48","인터넷컴퓨터게임시설제공업","03_05_05_P","3150000","CDFF2241022021000009","2021-10-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 936-9","서울특별시 강서구 월정로 106, 지층 (화곡동)","07775","588PC랜드","2025-12-31 11:02:53","U","2026-01-03 02:40:00","","185722.464882151","447403.097248268","인터넷컴퓨터게임시설제공업","유통관련업","0","","","99.9","0","0","","0","0","0","0","","","","","","","","","","","","55","","","","","","","",
"49","인터넷컴퓨터게임시설제공업","03_05_05_P","3690000","CDFF2241022021000017","2021-10-01","","01","영업/정상","13","영업중","","","","","","","","울산광역시 중구 남외동 349-2","울산광역시 중구 곽남14길 30, 1층 (남외동)","44491","라떼PC","2025-12-31 15:16:24","U","2026-01-03 02:40:00","","412300.247183152","232643.37883208","인터넷컴퓨터게임시설제공업","유통관련업","0","","","50","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","성인PC방",
"50","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022025000086","2025-11-07","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 안중읍 현화리 854-3","경기도 평택시 안중읍 안현로서6길 3, 102호","17940","맥스PC","2025-12-31 13:15:25","U","2026-01-03 02:40:00","","193569.6128061","386825.984981538","인터넷컴퓨터게임시설제공업","유통관련업","0","","오락","65.88","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","",
"51","인터넷컴퓨터게임시설제공업","03_05_05_P","3140000","CDFF2241022025000010","2025-11-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 신월동 128 신월프라자","서울특별시 양천구 곰달래로5길 17, 신월프라자 2층 202-1호 (신월동)","07921","바다PC게임랜드","2025-12-31 11:04:34","U","2026-01-03 02:40:00","","185222.73244302","447665.545654592","인터넷컴퓨터게임시설제공업","유통관련업","0","","","159.7","0","0","","0","0","0","0","","","","","","","","","","","","70","","","","","","","",
"52","인터넷컴퓨터게임시설제공업","03_05_05_P","3820000","CDFF2241022025000014","2025-12-17","","01","영업/정상","13","영업중","","","","","","","","경기도 의정부시 녹양동 411-1 휴먼시아","경기도 의정부시 체육로 298-12, 201동 1층 상가103호 (녹양동, 휴먼시아)","11610","오렌지PC","2025-12-31 13:38:22","U","2026-01-03 02:40:00","","203482.43034612","473084.701436183","인터넷컴퓨터게임시설제공업","유통관련업","0","","","39.49","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","성인PC방",
