"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"13","자동차야영장업","03_11_05_P","3820000","CDFI2262142024000001","2024-06-28","","01","영업/정상","13","영업중","","","","","","","","경기도 의정부시 장암동 98-2","경기도 의정부시 동일로192번길 28-67 (장암동)","11724","서울승마힐링캠프","2025-12-31 11:01:57","U","2026-01-03 02:40:00","","205395.177001799","467020.879234581","자동차야영장업","","자연녹지지역","0","기타","","사고배상책임보험","","0","0","0","220","","","0","0","","0","0","","0","4878","","0","","","","","","","0","","","","4878",
"14","자동차야영장업","03_11_05_P","4860000","CDFI2262142012000001","2012-05-15","","01","영업/정상","13","영업중","","","","","061-363-6224","","516-802","전라남도 곡성군 곡성읍 구원리 558-1","","","도림사오토캠핑리조트","2026-01-08 17:02:09","U","2026-01-10 02:40:00","","224172.497976643","195787.228777174","자동차야영장업","","","0","기타","","","","1","0","0","355","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"15","자동차야영장업","03_11_05_P","5160000","CDFI2262142019000001","2019-12-30","","01","영업/정상","13","영업중","","","","","054-873-7799","","","경상북도 청송군 부남면 화장리 381-1","경상북도 청송군 부남면 얼음골로 690","37445","산소파크 글램핑 청송오토캠핑장","2026-01-07 08:51:10","U","2026-01-09 02:40:00","","393701.566319522","312394.428654312","자동차야영장업","","","","","","","","","","","289","","","","","","","","","","","","","","","","","","","10000000","","","","",
"16","자동차야영장업","03_11_05_P","5090000","CDFI2262142026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","054-630-4284","","","경상북도 영주시 부석면 남대리 354-6 부석북부초등학교남대분교장","경상북도 영주시 부석면 영부로 1018, 부석북부초등학교남대분교장","36000","경상북도교육청 영주소백산오토캠핑장","2026-01-02 13:07:03","I","2026-01-04 00:20:12","","347184.866540419","395135.330918797","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"17","자동차야영장업","03_11_05_P","5420000","CDFI2262142026000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경상남도 고성군 동해면 봉암리 659-2","경상남도 고성군 동해면 봉암4길 314-11","52921","공룡자연 팜핑장","2026-01-05 15:18:24","I","2026-01-07 00:20:36","","328899.635767183","168665.285469005","자동차야영장업","","주거지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"18","자동차야영장업","03_11_05_P","5230000","CDFI2262142026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","경상북도 예천군 호명읍 산합리 84-3","","","패밀리파크 캠핑장","2026-01-08 13:36:09","I","2026-01-10 00:20:07","","","","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"19","자동차야영장업","03_11_05_P","3580000","CDFI2262142026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","인천광역시 옹진군 영흥면 선재리 439-80","","","뻘마당캠핑장","2026-01-08 17:27:08","I","2026-01-10 00:20:07","","157915.934818507","415598.368289989","자동차야영장업","","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","1593","","0","","","","","","","1000000000","","","","1593",
"20","자동차야영장업","03_11_05_P","5670000","CDFI2262142018000001","2018-10-22","","01","영업/정상","13","영업중","","","","","055-271-8111","","","경상남도 창원시 마산합포구 진전면 일암리 1313-55","경상남도 창원시 마산합포구 진전면 일암1길 74, 외 3필지","51795","(주)드윌레저캠프 양촌지점","2025-12-31 10:03:49","U","2026-01-03 02:40:00","","325652.034002546","181483.833248669","자동차야영장업","","관리지역","0","기타","","한화손해보험","기타","0","0","0","205","","","0","0","","0","0","","0","6917","","0","","","","","","","0","","","","6917",
"21","자동차야영장업","03_11_05_P","4731000","CDFI2262142025000001","2025-07-31","","01","영업/정상","13","영업중","","","","","063-430-2552","","","전북특별자치도 진안군 주천면 대불리 91-9","","","운일암반일암 구르미캠핑장","2026-01-09 08:02:58","U","2026-01-11 02:40:00","","","","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"22","자동차야영장업","03_11_05_P","4450000","CDFI2262142021000001","2021-04-14","","01","영업/정상","13","영업중","","","","","","","","충청북도 진천군 문백면 봉죽리 250-1","충청북도 진천군 문백면 봉죽2길 20-78","27869","주식회사 더빌리지","2026-01-15 19:51:49","U","2026-01-17 02:40:00","","237686.614267599","364924.620900473","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0",
"23","자동차야영장업","03_11_05_P","4090000","CDFI2262142013000001","2013-08-28","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 하성면 전류리 167 영업신고 최종 필지 : 전류리 167,170-3,170-6,170-2,171,176(22.10.25.)","경기도 김포시 하성면 월하로912번길 64, 한강오토캠핑장","10013","김포한강오토캠핑장","2026-01-14 11:48:28","U","2026-01-16 02:40:00","","169457.048160509","466826.283986951","자동차야영장업","","","0","","","삼성화재재해보상","","0","0","0","382","","","0","0","","0","0","","0","0","","0","","","","","","","3004999940","","","","0",
"24","자동차야영장업","03_11_05_P","5340000","CDFI2262142025000001","2025-02-27","","01","영업/정상","13","영업중","","","","","","","","경상남도 사천시 서포면 선전리 890-6","경상남도 사천시 서포면 선창부두길 17","52543","호두마루 캠핑","2026-01-07 11:06:49","U","2026-01-09 02:40:00","","288830.500441373","166261.928239191","자동차야영장업","","관리지역","1","","","현대해상화재보험","숙박시설","1","0","0","70","","","0","0","","0","0","","0","70","","0","","","","","","","1000","","","","70",
"25","자동차야영장업","03_11_05_P","5340000","CDFI2262142023000004","2023-12-22","","01","영업/정상","13","영업중","","","","","","","","경상남도 사천시 서포면 비토리 산 20-19","경상남도 사천시 서포면 거북길 254","52545","비토 노을숲 글램핑","2026-01-05 09:08:12","U","2026-01-07 02:40:00","","287932.594446689","164161.726940673","자동차야영장업","","관리지역","0","","","NH농협손해보험","","0","0","0","482","","","0","0","","0","0","","0","16498","","0","","","","","","","0","","","","16498",
"26","자동차야영장업","03_11_05_P","5680000","CDFI2262142020000002","2020-12-11","","01","영업/정상","13","영업중","","","","","","","","충청남도 당진시 고대면 진관리 1319-1","충청남도 당진시 고대면 삼선산수목원길 50","31793","별빛하늘 카라반 캠핑장","2026-01-14 08:59:12","U","2026-01-16 02:40:00","","162844.511676176","378875.841435738","자동차야영장업","","","0","","","","","0","0","0","70","","","0","0","","0","0","","0","1607","","0","","","","","","","0","","","","1607",
"27","자동차야영장업","03_11_05_P","3670000","CDFI2262142020000001","2020-12-07","","01","영업/정상","13","영업중","","","","","042-611-2466","","","대전광역시 유성구 하기동 259","","","하기숲 캠핑장","2026-01-07 15:10:16","U","2026-01-09 02:40:00","","229741.259116088","321419.779751856","자동차야영장업","","자연녹지지역","0","","","현대해상","","0","0","0","0","","","0","0","","0","0","","0","16311","","0","","","","","","","0","","","","16311",
"28","자동차야영장업","03_11_05_P","5340000","CDFI2262142023000003","2023-09-26","","01","영업/정상","13","영업중","","","","","055-834-1008","","","경상남도 사천시 대포동 176","경상남도 사천시 석양길 196 (대포동)","52546","무지개카라반","2026-01-14 13:03:53","U","2026-01-16 02:40:00","","295297.801409987","165887.449454749","자동차야영장업","","자연녹지지역","0","","","삼성화재해상보험주식회사","","0","0","0","96","","","0","0","","0","0","","0","5157.3","","0","","","","","","","0","","","","5157",
