"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"14","종합여행업","03_12_03_P","3070000","CDFI2260042025000006","2024-07-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 장위동 65-154 성북벤처창업지원센터","서울특별시 성북구 화랑로 211, 성북벤처창업지원센터 205호 (장위동)","02772","아이씨유 컴퍼니","2025-12-31 09:28:57","U","2026-01-03 02:40:00","","204629.736121071","456341.359410406","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20240708","20250707","","0","",
"15","종합여행업","03_12_03_P","3000000","CDFI2260042025000058","2025-11-26","","01","영업/정상","13","영업중","","","","","02-2135-1005","","","서울특별시 종로구 사간동 51","서울특별시 종로구 삼청로 22-21 (사간동)","03062","쿼드서울","2025-12-31 16:41:16","U","2026-01-03 02:40:00","","198217.172175246","452869.948075387","종합여행업","","","0","","","한국관광협회(50,000,000원)","","0","0","0","0","QUAD SEOUL","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","66","","0","","","","","","","50000000","20251212","20261212","","66","",
"16","종합여행업","03_12_03_P","3220000","CDFI2260042016000053","2016-08-26","","03","폐업","03","폐업","2025-12-31","","","","","","","서울특별시 강남구 역삼동 628 중일빌딩 404호","서울특별시 강남구 논현로101길 7, 중일빌딩 404호 (역삼동)","06126","주식회사 레드에이트홀딩스","2025-12-31 09:58:02","U","2026-01-03 02:40:00","","202980.229130822","444692.727490889","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20220826","20230825","","0","",
"17","종합여행업","03_12_03_P","3010000","CDFI2260042022000119","2015-09-10","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 명동1가 59-5 타임워크명동빌딩","서울특별시 중구 남대문로 78, 타임워크명동빌딩 9층 C호 (명동1가)","04534","올스테이 주식회사","2025-12-31 10:24:48","U","2026-01-03 02:40:00","","198490.512404745","451316.412077837","종합여행업","","","0","","","서울보증보험(6천5백만원)","","0","0","0","0","Allstay Co., Ltd.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","247536768","20250526","20260526","","0","",
"18","종합여행업","03_12_03_P","3990000","CDFI2260042024000001","2024-01-15","","01","영업/정상","13","영업중","","","","","070-7815-7300","","","경기도 남양주시 수동면 운수리 395-3","경기도 남양주시 수동면 비룡로 895-41","12031","콘텐츠랩","2025-12-31 11:23:50","U","2026-01-03 02:40:00","","228210.617936755","468236.595165925","종합여행업","","","0","","","서울보증보험(65,000,000)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260115","20270114","","0","",
"19","종합여행업","03_12_03_P","4010000","CDFI2260042025000003","2025-03-11","","02","휴업","02","휴업","","2025-12-30","2026-12-30","","","","","경기도 시흥시 대야동 578-3 대원빌딩","경기도 시흥시 은행로167번길 3, 대원빌딩 601-27호 (대야동)","14914","트립피파이","2025-12-31 09:05:01","U","2026-01-03 02:40:00","","182071.722506841","438163.276123435","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20250319","20260318","","0","",
"20","종합여행업","03_12_03_P","3170000","CDFI2260042022000032","2022-07-27","","03","폐업","03","폐업","2025-12-30","","","","02-852-5762","","","서울특별시 금천구 가산동 670-2 대륭테크노타운18차 2004호","서울특별시 금천구 가산디지털1로 19, 대륭테크노타운18차 2004호 (가산동)","08594","주식회사 셀바스투어","2025-12-31 12:18:58","U","2026-01-03 02:40:00","","189889.938752675","440609.342128829","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20240115","20250114","","0","",
"21","종합여행업","03_12_03_P","3940000","CDFI2260042023000044","2023-12-11","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 고양시 일산동구 장항동 869 엠시티타워&엠시티오피스텔 6002호","경기도 고양시 일산동구 백마로 195, 엠시티타워&엠시티오피스텔 섹션동 6층 6002호 (장항동)","10403","커다란","2025-12-31 18:07:52","U","2026-01-03 02:40:00","","179708.826286267","461404.803949418","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","55166608","","","","0","",
"22","종합여행업","03_12_03_P","3160000","CDFI2260042025000003","2025-01-23","","01","영업/정상","13","영업중","","","","","02-318-1664","","","서울특별시 구로구 구로동 614-50 구로 대명벨리온 지식산업센터","서울특별시 구로구 경인로53가길 10, 구로 대명벨리온 지식산업센터 1304호 (구로동)","08214","(주)로망스투어","2025-12-31 10:09:29","U","2026-01-03 02:40:00","","188832.235054987","444554.302462386","종합여행업","","","0","","","한국관광협회","","0","0","0","0","","","0","0","","0","0","","0","88","","0","","","","","","","50000000","20260124","20270124","","88","",
"23","종합여행업","03_12_03_P","4810000","CDFI2260042026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","061-692-3999","","","전라남도 여수시 학동 84-7","전라남도 여수시 망마로 33, 2층 1호 (학동)","59676","잘해브로스 주식회사","2026-01-02 13:53:29","I","2026-01-04 00:20:12","","260971.841518266","140355.857578123","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"24","종합여행업","03_12_03_P","3220000","CDFI2260042026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 개포동 1165-11","서울특별시 강남구 논현로2길 55, 205호 (개포동)","06315","쓰리디스포크디자인랩","2026-01-02 14:58:17","I","2026-01-04 00:20:12","","204730.62","441352.985","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"25","종합여행업","03_12_03_P","3040000","CDFI2260042026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 681 광진 경제허브센터 도약관","서울특별시 광진구 광나루로 478, 광진 경제허브센터 도약관 3층 305호 (구의동)","05022","주식회사 트래블이지","2026-01-02 17:56:04","I","2026-01-04 00:20:12","","207181.590733857","449188.899220998","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"26","종합여행업","03_12_03_P","3270000","CDFI2260042025000019","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 범일동 830-295 삼환오피스텔","부산광역시 동구 자성로141번길 11, 삼환오피스텔 14층 1405호 (범일동)","48742","세정글로벌 주식회사","2026-01-02 17:12:17","I","2026-01-04 00:20:12","","388188.345022103","184059.516935515","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260102","20270101","","0","",
"27","종합여행업","03_12_03_P","3130000","CDFI2260042026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 공덕동 456 한국사회복지회관 르네상스타워","서울특별시 마포구 만리재로 14, 한국사회복지회관 르네상스타워 16층 1608호 (공덕동)","04195","너드소","2026-01-02 16:44:47","I","2026-01-04 00:20:12","","195766.588069694","449083.306922623","종합여행업","","","0","","","","","0","0","0","0","Nerdso","General Travel Business","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"28","종합여행업","03_12_03_P","3130000","CDFI2260042026000002","2026-01-02","","01","영업/정상","13","영업중","","","","","02-322-6999","","","서울특별시 마포구 동교동 165-8 LG팰리스빌딩","서울특별시 마포구 양화로 156, LG팰리스빌딩 11층 1211호 (동교동)","04050","골든트래블(주)","2026-01-02 16:11:44","I","2026-01-04 00:20:12","","193166.430144679","450425.852790862","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"29","종합여행업","03_12_03_P","3010000","CDFI2260042001000006","2001-04-26","","01","영업/정상","13","영업중","","","","","771-2500,2118-6683","","100-721","서울특별시 중구 소공동 1","서울특별시 중구 남대문로 81 (소공동)","04533","롯데쇼핑(주)","2026-01-02 09:13:44","U","2026-01-04 02:40:00","","198259.65357739","451392.198218657","종합여행업","","","0","","","관광공제회(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20250508","20260508","","0","",
"30","종합여행업","03_12_03_P","4181000","CDFI2260042018000005","2018-07-05","","02","휴업","02","휴업","","2025-08-28","2026-01-24","","070-4100-9500","","","강원특별자치도 춘천시 퇴계동 1166-12","강원특별자치도 춘천시 퇴계로 61-2, 3층 (퇴계동)","24370","하이하이투어 주식회사","2026-01-02 18:02:28","U","2026-01-04 02:40:00","","263985.529133383","484850.2858895","종합여행업","","","0","","","서울보증보험","","0","0","0","0","HIHITOUR CO., LTD.","GENERAL TRAVEL AGENCY","0","0","","0","0","","0","82.73","","0","","","","","","","100000000","20250704","20260704","","83","",
"31","종합여행업","03_12_03_P","3150000","CDFI2260042024000034","2024-06-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 방화동 619-7 에어팰리스","서울특별시 강서구 개화동로27가길 33, 에어팰리스 지하2층 201호 (방화동)","07620","주식회사 유앤아이글로벌유니트","2026-01-02 17:08:41","U","2026-01-04 02:40:00","","182924.505322144","451175.952498834","종합여행업","","","0","","","서울보증보험(5천만원)","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","12.42","","0","","","","","","","100000000","20250607","20260606","","12","",
"32","종합여행업","03_12_03_P","3540000","CDFI2260042018000001","2018-01-03","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부평동 199-20 가나빌딩","인천광역시 부평구 부평대로 24, 가나베스트빌 1006호 (부평동)","21394","주식회사 그린투어","2026-01-02 14:20:02","U","2026-01-04 02:40:00","","175462.634473627","443520.063822855","종합여행업","","근린상업지역","2","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","59.98","","0","","","","","","","100000000","20260103","20270102","","60","",
"33","종합여행업","03_12_03_P","3860000","CDFI2260042019000001","2019-01-15","","01","영업/정상","13","영업중","","","","","032-667-3355","","","경기도 부천시 소사구 송내동 392-1","경기도 부천시 소사구 중동로 30, 에이동 201호 (송내동)","14727","(주)여가투어","2026-01-02 18:09:08","U","2026-01-04 02:40:00","","179057.855907606","442304.704861455","종합여행업","","일반주거지역","0","","","서울보증보험","근린생활시설","0","0","0","0","Leisure Tour Co., Ltd.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","7.9","","0","","","","","","","100000000","20260121","20270120","","8","",
"34","종합여행업","03_12_03_P","3220000","CDFI2260042022000002","2022-01-12","","01","영업/정상","13","영업중","","","","","02-6959-0550","","","서울특별시 강남구 역삼동 647-14 한국타이어빌딩","서울특별시 강남구 테헤란로 133, 한국타이어빌딩 18층 (역삼동)","06133","주식회사 컬리","2026-01-02 15:43:29","U","2026-01-04 02:40:00","","202882.728038934","444215.31666966","종합여행업","","","0","","","서울보증보험(5000만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260111","20270110","","0","",
"35","종합여행업","03_12_03_P","3900000","CDFI2260042025000011","2024-07-29","","01","영업/정상","13","영업중","","","","","","","","경기도 광명시 광명동 158-195 광명리더스빌딩","경기도 광명시 오리로 992, 광명리더스빌딩 1102-비41호 (광명동)","14202","우주여행(SPACE TRAVEL)","2026-01-02 14:09:08","U","2026-01-04 02:40:00","","186953.360738423","441992.675094466","종합여행업","","","0","","","SGI서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20250902","20260901","","0","",
"36","종합여행업","03_12_03_P","3150000","CDFI2260042023000024","2023-05-02","","03","폐업","03","폐업","2025-12-31","","","","02-8282-2662","","","서울특별시 강서구 방화동 830-2 하이포트","서울특별시 강서구 금낭화로 128, 하이포트 901호 (방화동)","07511","주식회사 월드에어텍","2026-01-02 10:25:42","U","2026-01-04 02:40:00","","183382.861571856","452713.505241493","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","70.11","","0","","","","","","","650000000","","","","70","",
"37","종합여행업","03_12_03_P","5310000","CDFI2260042018000001","2018-02-14","","01","영업/정상","13","영업중","","","","","","","","경상남도 진주시 초전동 1638-5","경상남도 진주시 초전북로52번길 31-17, 103호 (초전동)","52734","주식회사 늘다올여행","2026-01-02 09:11:23","U","2026-01-04 02:40:00","","301323.289565401","190254.332272167","종합여행업","","근린상업지역","3","기타","","한국관광협회중앙회 관광공제회","근린생활시설","2","1","0","0","","","0","0","","0","0","","0","58","","0","","","","","","","150000000","20250219","20260219","","58","",
"38","종합여행업","03_12_03_P","3130000","CDFI2260042017000001","2017-01-02","","01","영업/정상","13","영업중","","","","","070-7124-3130","","","서울특별시 마포구 망원동 424-31 2층","서울특별시 마포구 월드컵로25길 46, 2층 (망원동, 남일빌딩)","03964","(주)한차오","2026-01-02 16:26:41","U","2026-01-04 02:40:00","","191553.237365309","450653.181251146","종합여행업","","","0","","","관광공제회(01-26-0004호)","","0","0","0","0","HANCHAO Inc.","General Travel Business","0","0","","0","0","","0","110.2","","0","","","","","","","200000000","20260101","20270101","","110","",
"39","종합여행업","03_12_03_P","3530000","CDFI2260042013000001","1998-09-12","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 구월동 1529 두플라스2 114호","인천광역시 남동구 선수촌공원로 30, 두플라스2 114호 (구월동)","21583","인천태화관광(주)","2026-01-02 08:22:56","U","2026-01-04 02:40:00","","174314.759802237","437751.184500734","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260101","20261231","","0","",
"40","종합여행업","03_12_03_P","3010000","CDFI2260042025000066","2023-04-28","","01","영업/정상","13","영업중","","","","","02-722-5562","","","서울특별시 중구 무교동 25-1 원창빌딩","서울특별시 중구 세종대로20길 23, 원창빌딩 701호 (무교동)","04520","주식회사 케이티피여행사","2026-01-02 17:36:32","U","2026-01-04 02:40:00","","198053.591672742","451652.397672222","종합여행업","","","0","","","서울보증보험(65,000,000)","","0","0","0","0","KTP TRAVEL Co.,Ltd.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","0","20250926","20260925","","0","",
"41","종합여행업","03_12_03_P","3130000","CDFI2260042025000093","2024-05-09","","01","영업/정상","13","영업중","","","","","02-318-5128","","","서울특별시 마포구 염리동 172-8 참앤참","서울특별시 마포구 독막로 306, 참앤참 4층 (염리동)","04155","주식회사 성찬여행사","2026-01-02 16:11:19","U","2026-01-04 02:40:00","","195215.199757134","449033.374663828","종합여행업","","","0","","","관광협회(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20251230","20261230","","0","",
"42","종합여행업","03_12_03_P","6510000","CDFI2260042025000030","2025-12-29","","01","영업/정상","13","영업중","","","","","064-723-8850","","","제주특별자치도 제주시 일도이동 132-44 서반아파트","제주특별자치도 제주시 고마로 21, 2층 210호 (일도이동, 서반아파트)","63250","블랙버드모빌리티(주)","2026-01-02 17:33:37","U","2026-01-04 02:40:00","","157068.697027862","1866.56121241757","종합여행업","","","0","","","관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","350000000","20260102","20270102","","0","",
"43","종합여행업","03_12_03_P","5600000","CDFI2260042025000004","2025-08-19","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 소흘읍 송우리 107-13","경기도 포천시 소흘읍 솔모루로98번길 6-1, 103호","11174","INAYA TRAVEL AND TOURS","2026-01-02 16:55:09","U","2026-01-04 02:40:00","","213017.705035786","480814.441646478","종합여행업","","","0","","","한국여행업협회(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20251024","20261023","","0","",
"44","종합여행업","03_12_03_P","4060000","CDFI2260042018000002","2018-09-12","","01","영업/정상","13","영업중","","","","","031-939-8890","","","경기도 파주시 야동동 589-12 대산건설중기","경기도 파주시 평화로 278, 대산건설중기 1층 (야동동)","10849","(주)여행사랑","2026-01-02 17:36:41","U","2026-01-04 02:40:00","","178033.689632485","474543.457342176","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20230201","20260131","","0","",
"45","종합여행업","03_12_03_P","3010000","CDFI2260042025000046","2025-06-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 오장동 139-5 건림빌딩","서울특별시 중구 동호로 341, 건림빌딩 301호 (오장동)","04547","주식회사 상원스카이","2026-01-02 17:48:13","U","2026-01-04 02:40:00","","200120.682920771","451400.785692972","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"46","종합여행업","03_12_03_P","3210000","CDFI2260042017000016","2017-04-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 1445-3 국제전자센터","서울특별시 서초구 효령로 304, 국제전자센터 5층 5125호 (서초동)","06720","투어 팜(TOUR FARM)","2026-01-02 12:44:59","U","2026-01-04 02:40:00","","201501.672660443","442505.573142545","종합여행업","","","0","","","한국여행업협회/50.000.000","","0","0","0","0","TOUR FARM","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","33","","0","","","","","","","100000000","20200412","20260609","","33","",
"47","종합여행업","03_12_03_P","3530000","CDFI2260042022000002","2022-05-26","","01","영업/정상","13","영업중","","","","","032-432-0017","","","인천광역시 남동구 구월동 1264 퍼스트하임프라자","인천광역시 남동구 호구포로 818, 퍼스트하임프라자 315호 (구월동)","21534","(주)심지항공여행사","2026-01-02 10:46:14","U","2026-01-04 02:40:00","","175127.311445245","439299.829381154","종합여행업","","","0","","","서울보증보험주식회사","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","29.56","","0","","","","","","","150000000","20260101","20261231","","30","",
"48","종합여행업","03_12_03_P","3170000","CDFI2260042026000001","2026-01-03","","01","영업/정상","13","영업중","","","","","02-866-9958","","","서울특별시 금천구 가산동 550-9 에이스가산타워","서울특별시 금천구 디지털로 121, 에이스가산타워 314호 (가산동)","08505","주식회사 대동성국제여행사","2026-01-03 17:44:18","I","2026-01-05 00:20:02","","189325.86426015","441551.478093955","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"49","종합여행업","03_12_03_P","3780000","CDFI2260042024000024","1999-11-12","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 수정구 금토동 717","경기도 성남시 수정구 금토로 70, 텐엑스타워 (금토동)","13453","주식회사 놀유니버스","2026-01-03 21:55:00","U","2026-01-05 02:40:00","","","","종합여행업","","","0","","","서울보증보험(주)","사무실","0","0","0","0","Nol Universe Co., Ltd.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","20250101","20251231","350000000","20250101","20251231","","0","",
"50","종합여행업","03_12_03_P","3700000","CDFI2260042024000001","2024-01-15","","03","폐업","03","폐업","2026-01-02","","","","052-707-1030","","","울산광역시 남구 야음동 698-1 에이3동 제8호 2층","울산광역시 남구 수암로 128, 2층 (야음동)","44749","루다여행사","2026-01-04 17:02:34","U","2026-01-06 02:40:00","","410436.971225107","227803.304114254","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","51.84","","0","","","","","","","50000000","","","","52","",
