"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"12","축산가공업","07_22_05_P","6470000","647000000420130022","2013-11-07","","01","영업/정상","0000","정상","","","","","0545547879","448.33","","경상북도 문경시 모전동  921번지 3호","경상북도 문경시 매봉6길 16 (모전동)","745-883","(주)제이에스푸드","2025-12-31 09:00:24","U","2026-01-03 02:40:00","식육가공업","305532.228415187","343407.204078497","축산물가공업","식육가공업","0","L00","0",
"13","축산가공업","07_22_05_P","6440000","644000000420150006","2015-02-25","","02","휴업","0001","휴업","","2026-01-01","2026-12-31","","0413371593","521.33","","충청남도 예산군 삽교읍 가리 294번지 9호","충청남도 예산군 가마시로 75","340-901","주식회사 성원에프앤디","2026-01-01 09:10:14","U","2026-01-03 02:40:00","유가공업","173735.471824916","355963.551070171","축산물가공업","유가공업","0","L00","0",
"14","축산가공업","07_22_05_P","6440000","644000000420200034","2020-12-03","","03","폐업","0002","폐업","2025-12-31","","","","0415838797","1363.52","","충청남도 천안시 동남구 성남면 용원리 468번지 0호","충청남도 천안시 동남구 성남면 용원1길 30-19","","주식회사 대명에프에스","2025-12-31 17:54:05","U","2026-01-03 02:40:00","식육가공업","218968.08688911","361575.395388435","축산물가공업","식육가공업","0","L00","0",
"15","축산가공업","07_22_05_P","6410000","641000000420260001","2026-01-02","","01","영업/정상","0000","정상","","","","","","125.43","","경기도 고양시 덕양구 도내동  1094번지 0호 109~110호","경기도 고양시 덕양구 도래울로 42-8, 109~110호 (도내동)","","쉘위푸드","2026-01-02 11:18:55","I","2026-01-04 00:20:12","식육가공업","188399.886172512","458526.635024183","축산물가공업","식육가공업","0","000","2",
"16","축산가공업","07_22_05_P","6500000","650000000420240002","2024-09-08","","01","영업/정상","0000","정상","","","","","0647584475","94","","제주특별자치도 제주시 연동  2327번지 7호","제주특별자치도 제주시 성신로2길 19 (연동)","","한일식품","2026-01-02 08:08:08","U","2026-01-04 02:40:00","식육가공업","152260.672363697","-344.776769948175","축산물가공업","식육가공업","0","000","4",
"17","축산가공업","07_22_05_P","6540000","654000000420140012","2014-04-28","","01","영업/정상","0000","정상","","","","","0632373620","138.01","","전북특별자치도 전주시 완산구 삼천동3가  589번지 2호","전북특별자치도 전주시 완산구 호동길 49-2 (삼천동3가)","","유한회사 돈두사랑","2026-01-02 18:57:25","U","2026-01-04 02:40:00","식육가공업","207334.13612357","254478.682143505","축산물가공업","식육가공업","0","L00","4",
"18","축산가공업","07_22_05_P","6440000","644000000420240003","2024-01-17","","02","휴업","0001","휴업","","2026-01-02","2027-01-01","","","177.5","","충청남도 천안시 서북구 성거읍 모전리 85번지 0호 6동","충청남도 천안시 서북구 성거읍 모전4길 58-28, 6동","","도깨비 프렌즈","2026-01-02 15:00:27","U","2026-01-04 02:40:00","식육가공업","","","축산물가공업","식육가공업","0","000","0",
"19","축산가공업","07_22_05_P","6290000","629000000420180004","2018-04-25","","01","영업/정상","0000","정상","","","","","","108.9","","광주광역시 광산구 수완동  362번지 2호","광주광역시 광산구 하완길 68 (수완동)","","(주)산과들푸드","2026-01-02 14:22:03","U","2026-01-04 02:40:00","식육가공업","184199.998888671","189361.312637608","축산물가공업","식육가공업","0","L00","1",
"20","축산가공업","07_22_05_P","6410000","641000000420250009","2025-01-23","","03","폐업","0002","폐업","2026-01-02","","","","0319774797","537.25","","경기도 양주시 백석읍 홍죽리 953번지 8호","경기도 양주시 백석읍 권율로1203번길 8-47, 3층","","(주)푸드장","2026-01-02 14:53:15","U","2026-01-04 02:40:00","식육가공업","196669.173379053","477522.582859673","축산물가공업","식육가공업","0","L00","10",
"21","축산가공업","07_22_05_P","6280000","628000000420240026","2024-10-07","","01","영업/정상","0000","정상","","","","","0328689631","582.99","","인천광역시 미추홀구 도화동  831번지 3호 1층대아티아이(주)인천지점","인천광역시 미추홀구 염전로143번길 12, 대아티아이(주)인천지점 1층 (도화동)","","대아티아이 인천지점","2026-01-05 09:18:59","U","2026-01-07 02:40:00","유가공업","","","축산물가공업","유가공업","0","L00","15",
"22","축산가공업","07_22_05_P","6470000","647000000420200013","2020-05-04","","01","영업/정상","0000","정상","","","","","0549729517","115.16","","경상북도 칠곡군 기산면 죽전리 256번지 0호","경상북도 칠곡군 기산면 주산로 1208","","고기좀아는언니","2026-01-05 15:56:46","U","2026-01-07 02:40:00","식육가공업","324725.029250154","277014.969620423","축산물가공업","식육가공업","0","000","2",
"23","축산가공업","07_22_05_P","3130000","313000000420210002","2021-10-12","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 마포구 합정동 396-2 1층 좌측 일부호","서울특별시 마포구 포은로 7, 1층 좌측 일부호 (합정동)","04020","에이스외식산업(주)","2026-01-05 10:08:49","U","2026-01-07 02:40:00","식육가공업","191934.476231808","449626.650125669","축산물가공업","식육가공업","0","L00","0",
"24","축산가공업","07_22_05_P","6280000","628000000420250016","2025-10-23","","01","영업/정상","0000","정상","","","","","","267.63","","인천광역시 서구 금곡동  745번지 17호 주식회사혜진수산 2동 101호","인천광역시 서구 소담2로 36, 주식회사혜진수산 2동 1층 101호 (금곡동)","","고기6 주식회사","2026-01-05 16:34:44","U","2026-01-07 02:40:00","식육가공업","167649.460338849","456536.085248018","축산물가공업","식육가공업","0","L00","4",
"25","축산가공업","07_22_05_P","6410000","641000000420180094","2018-08-30","","01","영업/정상","0000","정상","","","","2026-01-05","0319490925","1228.44","","경기도 파주시 조리읍 오산리 312번지 2호","경기도 파주시 조리읍 등원로 274","","주식회사 초록햇살","2026-01-05 14:23:54","U","2026-01-07 02:40:00","식육가공업","","","축산물가공업","식육가공업","0","L00","2",
"26","축산가공업","07_22_05_P","6470000","647000000420160010","2016-05-02","","01","영업/정상","0000","정상","","","","","0549566236","372.67","","경상북도 고령군 다산면 송곡리 2056번지 0호","경상북도 고령군 다산면 성암로 534-33, 2층","","(주)곱창114","2026-01-05 12:29:34","U","2026-01-07 02:40:00","식육가공업","326135.130833703","255700.419140824","축산물가공업","식육가공업","0","L00","0",
"27","축산가공업","07_22_05_P","6470000","647000000420250001","2025-01-16","","01","영업/정상","0000","정상","","","","","","448.5","","경상북도 영천시 대창면 대창리 892번지 9호","경상북도 영천시 대창면 선진길 12","","(주)늘푸른스마트테크","2026-01-05 12:36:27","U","2026-01-07 02:40:00","식육가공업","","","축산물가공업","식육가공업","0","L00","4",
"28","축산가공업","07_22_05_P","6410000","641000000420260002","2026-01-07","","01","영업/정상","0000","정상","","","","","0317580288","","","경기도 성남시 중원구 상대원동  5460번지 0호 성남SKV1tower B225,B226호","경기도 성남시 중원구 갈마치로288번길 14, 성남SKV1tower B225,B226호 (상대원동)","","(주)가원푸드아트","2026-01-07 11:37:07","I","2026-01-09 00:20:01","식육가공업","215296.634934355","437492.166694164","축산물가공업","식육가공업","0","L00","3",
"29","축산가공업","07_22_05_P","6470000","647000000420230020","2023-07-20","","01","영업/정상","0000","정상","","","","","07043331313","1122.39","","경상북도 상주시 청리면 마공리 1203번지 0호","경상북도 상주시 청리면 마공공단로 84","","(주)에쓰와이푸드","2026-01-06 10:12:39","U","2026-01-09 02:40:00","식육가공업","300827.343067545","314169.393473237","축산물가공업","식육가공업","0","L00","0",
"30","축산가공업","07_22_05_P","6470000","647000000420190010","2019-04-11","","01","영업/정상","0000","정상","","","","","0542323788","28.3","","경상북도 포항시 북구 남빈동  989번지 35호","경상북도 포항시 북구 칠성로 54 (남빈동)","","동아축산","2026-01-06 10:13:55","U","2026-01-09 02:40:00","식육가공업","413327.443351638","284403.093556422","축산물가공업","식육가공업","0","000","2",
"31","축산가공업","07_22_05_P","5350000","535000000420060006","2006-04-13","","01","영업/정상","0000","정상","","","","","335-5971","1147.25","","경상남도 김해시 삼방동 104-7","경상남도 김해시 분성로627번길 53 (삼방동)","50821","대양FS","2026-01-07 15:53:49","U","2026-01-09 02:40:00","식육가공업","373983.419417716","195121.337716956","축산물가공업","식육가공업","0","000","0",
"32","축산가공업","07_22_05_P","6410000","641000000420190184","2019-12-24","","01","영업/정상","0000","정상","","","","","0318814637","1624.86","","경기도 여주시 가남읍 신해리 655번지 4호","경기도 여주시 가남읍 경충대로 1473-19, 1층,2층","","농업회사법인 해밀(주) 계란유통센터","2026-01-06 16:57:00","U","2026-01-09 02:40:00","알가공업","247434.409841214","412538.047121562","축산물가공업","알가공업","0","L00","0",
"33","축산가공업","07_22_05_P","6410000","641000000420240042","2024-05-31","","01","영업/정상","0000","정상","","","","","","496","","경기도 광주시 초월읍 지월리 414번지 7호","경기도 광주시 초월읍 경수길153번길 5-15","","디에스푸드팜 농업회사법인 주식회사","2026-01-06 16:57:22","U","2026-01-09 02:40:00","식육가공업","226093.798983082","435396.270900052","축산물가공업","식육가공업","0","L00","7",
"34","축산가공업","07_22_05_P","6470000","647000000420230008","2023-04-03","","01","영업/정상","0000","정상","","","","","0549750530","281.6","","경상북도 칠곡군 동명면 봉암리 181번지 0호","경상북도 칠곡군 동명면 봉암5길 10-1","","(주)사람들","2026-01-06 10:12:07","U","2026-01-09 02:40:00","식육가공업","339909.451195881","275992.014506083","축산물가공업","식육가공업","0","L00","0",
"35","축산가공업","07_22_05_P","6470000","647000000420230012","2023-05-08","","01","영업/정상","0000","정상","","","","","0548419990","2500.62","","경상북도 안동시 풍산읍 매곡리 1128번지 0호","경상북도 안동시 풍산읍 산업단지길 87","","주식회사 에이트리에프앤비","2026-01-06 10:50:22","U","2026-01-09 02:40:00","식육가공업","338165.692904031","344881.912208227","축산물가공업","식육가공업","0","L00","0",
"36","축산가공업","07_22_05_P","6430000","643000000420250021","2025-12-08","","01","영업/정상","0000","정상","","","","","","144","","충청북도 청주시 청원구 내수읍 학평리 251번지 1호","충청북도 청주시 청원구 내수읍 학평길 78-38","","아원","2026-01-07 17:45:59","U","2026-01-09 02:40:00","식육가공업","248694.385690443","357455.370266273","축산물가공업","식육가공업","0","000","2",
"37","축산가공업","07_22_05_P","6470000","647000000420200020","2020-06-30","","01","영업/정상","0000","정상","","","","","07070196852","195","","경상북도 경주시 건천읍 송선리 114번지 7호","경상북도 경주시 건천읍 단석로 1833-4","","이든자연영농조합법인","2026-01-06 10:42:24","U","2026-01-09 02:40:00","알가공업","388411.57211212","262079.122256002","축산물가공업","알가공업","0","L00","0",
"38","축산가공업","07_22_05_P","6410000","641000000420210135","2021-09-09","","01","영업/정상","0000","정상","","","","","0313573370","201.92","","경기도 화성시 남양읍 온석리 379번지 17호 101,102,104호","경기도 화성시 남양읍 현대기아로 199, 101,102,104호","","주식회사 오른","2026-01-06 16:42:33","U","2026-01-09 02:40:00","식육가공업","186294.962362907","407410.296895261","축산물가공업","식육가공업","0","L00","5",
"39","축산가공업","07_22_05_P","6470000","647000000420210021","2021-09-06","","01","영업/정상","0000","정상","","","","","07075371519","169.1","","경상북도 포항시 북구 양덕동  2134번지 0호","경상북도 포항시 북구 양덕로6번길 65-14(양덕동)","","이강 컴퍼니","2026-01-06 10:40:10","U","2026-01-09 02:40:00","식육가공업","416939.270206657","289423.27901019","축산물가공업","식육가공업","0","000","3",
"40","축산가공업","07_22_05_P","6410000","641000000420120049","2012-06-15","","01","영업/정상","0000","정상","","","","","0316938624","988.3","","경기도 용인시 기흥구 하갈동  177번지 외2필지","경기도 용인시 기흥구 하갈로86번길 46 (하갈동)","446-930","신갈CK","2026-01-06 15:28:32","U","2026-01-09 02:40:00","식육가공업","208976.08612349","417048.010370698","축산물가공업","식육가공업","0","L00","20",
"41","축산가공업","07_22_05_P","6280000","628000000420020008","2002-08-26","","01","영업/정상","0000","정상","","","","","0325655750","2845.55","404-320","인천광역시 강화군 선원면 신정리 208번지 1호","인천광역시 강화군 선원면 고식이길 208","417-823","대상참푸드 주식회사","2026-01-06 11:01:13","U","2026-01-09 02:40:00","식육가공업","156318.871037019","469666.52772454","축산물가공업","식육가공업","0","L00","51",
"42","축산가공업","07_22_05_P","6470000","647000000420200025","2020-09-24","","01","영업/정상","0000","정상","","","","","0547711880","480","","경상북도 경주시 천북면 모아리 958번지 2호","경상북도 경주시 천북면 산업로 4905","","도시농부","2026-01-06 10:10:46","U","2026-01-09 02:40:00","식육가공업","402326.019297096","270550.1092189","축산물가공업","식육가공업","0","000","0",
"43","축산가공업","07_22_05_P","6430000","643000000420060020","2006-05-03","","02","휴업","0001","휴업","","2026-01-01","2026-06-15","","","35704.4","361-778","충청북도 청주시 흥덕구 송정동  140번지 15호","충청북도 청주시 흥덕구 대신로164번길 69 (송정동)","361-290","롯데웰푸드 주식회사","2026-01-07 16:56:16","U","2026-01-09 02:40:00","식육가공업","239349.344497834","349792.097526029","축산물가공업","식육가공업","0","L00","0",
"44","축산가공업","07_22_05_P","6470000","647000000420090002","2009-02-23","","01","영업/정상","0000","정상","","","","","0543367867","0","770-903","경상북도 영천시 야사동  164번지 4호","경상북도 영천시 상록3길 30 (야사동)","770-903","부성식품","2026-01-06 10:30:15","U","2026-01-09 02:40:00","식육가공업","375263.758343248","276663.658510338","축산물가공업","식육가공업","0","000","2",
"45","축산가공업","07_22_05_P","6430000","643000000420160030","2016-11-02","","01","영업/정상","0000","정상","","","","","","1618","","충청북도 진천군 이월면 중산리 474번지 1호","충청북도 진천군 이월면 진광로 558-19","","주식회사 전원푸드락","2026-01-07 11:22:02","U","2026-01-09 02:40:00","식육가공업","238859.528625514","379112.278677705","축산물가공업","식육가공업","0","L00","0",
"46","축산가공업","07_22_05_P","6430000","643000000420160001","2016-01-07","","01","영업/정상","0000","정상","","","","","0435340900","14237.06","","충청북도 진천군 덕산읍 산수리 1072번지 1호 (주)사세","충청북도 진천군 덕산읍 산수산단3로 11, (주)사세","","(주)사세","2026-01-07 17:02:06","U","2026-01-09 02:40:00","식육가공업","242833.790949397","377204.864609779","축산물가공업","식육가공업","0","L00","0",
"47","축산가공업","07_22_05_P","6470000","647000000420130001","2013-01-15","","01","영업/정상","0000","정상","","","","","","0","","경상북도 경산시 진량읍 선화리 1158번지 1호","경상북도 경산시 진량읍 선화로20길 28","712-831","천일푸드","2026-01-06 10:55:29","U","2026-01-09 02:40:00","식육가공업","362070.664494325","264371.3922689","축산물가공업","식육가공업","0","000","0",
"48","축산가공업","07_22_05_P","6470000","647000000420000001","2000-03-14","","01","영업/정상","0000","정상","","","","","0549562510","213.6","717-870","경상북도 고령군 다산면 평리리 239번지 2호","경상북도 고령군 다산면 평리1길 28","717-873","(주)경북농민축산육가공공장","2026-01-06 10:11:20","U","2026-01-09 02:40:00","식육가공업","331286.555174774","259611.727735529","축산물가공업","식육가공업","0","L00","0",
"49","축산가공업","07_22_05_P","6470000","647000000420220016","2022-08-05","","01","영업/정상","0000","정상","","","","","0542829278","258.84","","경상북도 포항시 남구 오천읍 원리 1068번지 0호","경상북도 포항시 남구 오천읍 냉천로236번길 66","","주식회사 하누","2026-01-06 10:51:55","U","2026-01-09 02:40:00","식육가공업","416551.575529053","277462.606835535","축산물가공업","식육가공업","0","L00","21",
"50","축산가공업","07_22_05_P","6410000","641000000420200193","2020-12-15","","01","영업/정상","0000","정상","","","","","0313567886","581.29","","경기도 화성시 서신면 매화리 575번지 0호","경기도 화성시 서신면 흔들길 42, 1동2층,2동1층","","이싼푸드","2026-01-07 10:56:18","U","2026-01-09 02:40:00","식육가공업","173599.53130359","406602.408769124","축산물가공업","식육가공업","0","000","0",
"51","축산가공업","07_22_05_P","6310000","631000000420250004","2025-11-20","","01","영업/정상","0000","정상","","","","","","1037.34","","울산광역시 울주군 삼남읍 상천리 946번지 5호","울산광역시 울주군 삼남읍 연봉상천길 33-1","","(주)123푸드2공장","2026-01-08 15:58:32","U","2026-01-10 02:40:00","식육가공업","390180.340567704","225668.443274836","축산물가공업","식육가공업","0","L00","0",
"52","축산가공업","07_22_05_P","6410000","641000000420170148","2017-11-24","","01","영업/정상","0000","정상","","","","","0315446648","602.95","","경기도 포천시 군내면 용정리 486번지 8호 라동","경기도 포천시 군내면 용정경제로1길 93-14, 라동","","주식회사 푸드장 포천공장","2026-01-08 18:32:22","U","2026-01-10 02:40:00","식육가공업","218107.300653314","486003.26662546","축산물가공업","식육가공업","0","L00","20",
"53","축산가공업","07_22_05_P","6290000","629000000420260001","2026-01-09","","01","영업/정상","0000","정상","","","","","","146","","광주광역시 광산구 산정동  151번지 0호 에이펙스타운 102호","광주광역시 광산구 여대길 226, 102호 (산정동)","","(주)다옴 에프에스","2026-01-09 09:12:56","I","2026-01-11 00:20:02","식육가공업","181653.677640744","185214.415694891","축산물가공업","식육가공업","0","L00","0",
"54","축산가공업","07_22_05_P","6430000","643000000420260002","2026-01-09","","01","영업/정상","0000","정상","","","","","","7455.86","","충청북도 충주시 주덕읍 당우리 1483번지 0호","충청북도 충주시 주덕읍 중원산업로 246","","동보식품 주식회사","2026-01-09 18:13:32","I","2026-01-11 00:20:02","식육가공업","266706.604565554","390465.100410852","축산물가공업","식육가공업","0","L00","89",
"55","축산가공업","07_22_05_P","6410000","641000000420260003","2026-01-09","","01","영업/정상","0000","정상","","","","","","196.02","","경기도 남양주시 수동면 송천리 51번지 8호 주1동","경기도 남양주시 수동면 송천1길 113-6, 주1동 1층","","주식회사 우슴지음","2026-01-09 11:34:51","I","2026-01-11 00:20:02","식육가공업","230119.896442292","465118.342730748","축산물가공업","식육가공업","0","L00","4",
"56","축산가공업","07_22_05_P","6410000","641000000420190055","2019-04-17","","01","영업/정상","0000","정상","","","","","0317934973","293.88","","경기도 광주시 역동  105번지 0호 2동","경기도 광주시 경충대로 1775, 2동 (역동)","","한알팜","2026-01-09 11:32:09","U","2026-01-11 02:40:00","알가공업","","","축산물가공업","알가공업","0","000","3",
"57","축산가공업","07_22_05_P","5350000","535000000419970004","1997-02-19","","01","영업/정상","0000","정상","","","","","338-7756~9","2255.5","","경상남도 김해시 주촌면 내삼리 871-11","경상남도 김해시 주촌면 서부로1403번길 22, 2층","50877","두원식품(주)","2026-01-09 14:58:48","U","2026-01-11 02:40:00","식육가공업","365337.811642579","193261.984319051","축산물가공업","식육가공업","0","L00","0",
"58","축산가공업","07_22_05_P","6290000","629000000420240011","2024-10-17","","01","영업/정상","0000","정상","","","","","0622266297","261.1","","광주광역시 북구 용전동  466번지 0호","광주광역시 북구 하서로 811 (용전동)","","주식회사 은하푸드","2026-01-09 09:13:52","U","2026-01-11 02:40:00","식육가공업","190539.91019115","193647.769685645","축산물가공업","식육가공업","0","L00","0",
"59","축산가공업","07_22_05_P","6290000","629000000420110006","2011-10-14","","01","영업/정상","0000","정상","","","","","0625715211","1167.6","500-888","광주광역시 북구 양산동  401번지 4호","광주광역시 북구 하서로 290-30 (양산동)","500-888","(주)호남샤니","2026-01-09 09:12:25","U","2026-01-11 02:40:00","유가공업","188825.85601642","189037.872958713","축산물가공업","유가공업","0","L00","8",
"60","축산가공업","07_22_05_P","6410000","641000000420140082","2014-06-13","","01","영업/정상","0000","정상","","","","","07077214809","2824.1","","경기도 양주시 백석읍 홍죽리 953번지 8호","경기도 양주시 백석읍 권율로1203번길 8-47","482-838","주식회사 푸드장 양주공장","2026-01-09 16:35:35","U","2026-01-11 02:40:00","식육가공업","196669.173379053","477522.582859673","축산물가공업","식육가공업","0","L00","31",
"61","축산가공업","07_22_05_P","6290000","629000000420250002","2025-02-06","","01","영업/정상","0000","정상","","","","","","420.4","","광주광역시 광산구 임곡동  131번지 4호","광주광역시 광산구 임곡로 32-3, 1층 (임곡동)","","(주)하늘먹은흑염소목장","2026-01-09 09:13:30","U","2026-01-11 02:40:00","식육가공업","177157.720080176","190920.395986939","축산물가공업","식육가공업","0","L00","2",
"62","축산가공업","07_22_05_P","6470000","647000000420190016","2019-06-14","","03","폐업","0002","폐업","2026-01-12","","","","0546200808","347.59","","경상북도 경주시 충효동  662번지 0호","경상북도 경주시 충현로2길 24-11 (충효동)","","남선씨엔델리","2026-01-12 13:23:18","U","2026-01-14 02:40:00","식육가공업","395915.049060548","263045.005097126","축산물가공업","식육가공업","0","000","12",
"63","축산가공업","07_22_05_P","6270000","627000000420230007","2023-06-26","","01","영업/정상","0000","정상","","","","","","118.08","","대구광역시 달성군 다사읍 세천리 850번지 0호","대구광역시 달성군 다사읍 세천북로 81-17","","올바른푸드","2026-01-12 09:31:46","U","2026-01-14 02:40:00","식육가공업","333055.655345327","265099.492135386","축산물가공업","식육가공업","0","000","0",
"64","축산가공업","07_22_05_P","6470000","647000000420220006","2022-04-04","","01","영업/정상","0000","정상","","","","","0543367401","2471.8","","경상북도 영천시 청통면 애련리 167번지 0호","경상북도 영천시 청통면 애련길 103","","대영푸드","2026-01-12 10:12:39","U","2026-01-14 02:40:00","알가공업","363069.737685366","278970.692280308","축산물가공업","알가공업","0","L00","5",
"65","축산가공업","07_22_05_P","6290000","629000000420210008","2021-07-05","","02","휴업","0001","휴업","","2026-01-12","2026-07-31","","","142.4","","광주광역시 광산구 운남동  249번지 1호","광주광역시 광산구 목련로273번안길 19(운남동)","","오진에프앤비","2026-01-12 15:46:21","U","2026-01-14 02:40:00","식육가공업","183876.202170748","186547.601331599","축산물가공업","식육가공업","0","000","2",
"66","축산가공업","07_22_05_P","6280000","628000000420090008","2009-03-23","","01","영업/정상","0000","정상","","","","","","97.44","404-825","인천광역시 서구 석남동  223번지 572호","인천광역시 서구 거북로24번길 12 (석남동)","404-825","(주)오광푸드","2026-01-12 09:02:32","U","2026-01-14 02:40:00","식육가공업","170198.066901493","444535.155582523","축산물가공업","식육가공업","0","L00","5",
"67","축산가공업","07_22_05_P","6440000","644000000420250010","2025-05-20","","01","영업/정상","0000","정상","","","","","","1751.68","","충청남도 논산시 노성면 읍내리 579번지 0호","충청남도 논산시 노성면 특화농공단지로 53","","농업회사법인 주식회사 란투유","2026-01-12 20:22:43","U","2026-01-14 02:40:00","알가공업","","","축산물가공업","알가공업","0","L00","0",
"68","축산가공업","07_22_05_P","6470000","647000000420160019","2016-08-08","","01","영업/정상","0000","정상","","","","","0548562256","2366.92","","경상북도 안동시 풍산읍 매곡리 1133번지","경상북도 안동시 풍산읍 산업단지2길 55","","안동yes푸드","2026-01-12 10:18:30","U","2026-01-14 02:40:00","식육가공업","338388.229370449","345155.295774962","축산물가공업","식육가공업","0","000","0",
"69","축산가공업","07_22_05_P","6410000","641000000420120088","2012-10-23","","01","영업/정상","0000","정상","","","","","0314059988","463.65","","경기도 화성시 남양읍 송림리 633번지 0호","경기도 화성시 남양읍 남양서로 69","426-200","색시포크거성 주식회사","2026-01-12 17:12:08","U","2026-01-14 02:40:00","식육가공업","183482.068857165","413027.98937722","축산물가공업","식육가공업","0","L00","19",
