"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분","건축물명","건축물연면적","건축물상태명","청소대상시작일자","청소대상종료일자","휴업폐지사유","업무구분명",
"11","저수조청소업","09_30_14_P","4520000","452000031201400001","2026-01-06","","01","영업/정상","11","정상","","","","","041-545-4939","","","충청남도 아산시 신인동 ***-*","충청남도 아산시 무궁화로 ** (신인동)","31559","주식회사 에스엠티엠에스","2026-01-07 09:01:04","U","2026-01-09 02:40:00","","198252.605895198","361041.116371453","31","","0","","","","","저수조청소업",
"12","저수조청소업","09_30_14_P","3560000","356000031202500001","2025-02-12","","01","영업/정상","11","정상","","","","","","","","인천광역시 서구 왕길동 ***-* 제이원검단메디컬프라자","인천광역시 서구 완정로 ***, 제이원검단메디컬프라자 ***동 *층 ***호 (왕길동)","22616","주식회사 거참","2026-01-07 15:12:11","U","2026-01-09 02:40:00","","169589.976023258","455611.117427815","31","","0","","","","","저수조청소업",
"13","저수조청소업","09_30_14_P","4000000","400000031202500003","2026-01-08","","01","영업/정상","11","정상","","","","","031-8077-2442","","","경기도 오산시 부산동 ***-* 오산무역","경기도 오산시 부원로**번길 *, 오산무역 ***호 (부산동)","18149","(주)다온코퍼레이션","2026-01-08 11:36:02","I","2026-01-10 00:20:07","","207428.725101368","404981.479706826","31","","0","","","","","저수조청소업",
"14","저수조청소업","09_30_14_P","3910000","391000031201700001","2026-01-08","","01","영업/정상","11","정상","","","","","0316661472","","","경기도 평택시 서정동 ***-*","경기도 평택시 서정북로 **, *층 (서정동)","17766","일사천리종합서비스","2026-01-08 13:53:03","U","2026-01-10 02:40:00","","205176.835638465","396610.252897211","31","","0","","","","","저수조청소업",
"15","저수조청소업","09_30_14_P","4820000","482000031201300003","2013-03-06","","01","영업/정상","11","정상","","","","","061-744-1515","","","전라남도 순천시 서면 동산리 ***-* 샘다방","전라남도 순천시 서면 임촌동길 **, 샘다방","57906","순천장애인보호작업장","2026-01-08 15:54:57","U","2026-01-10 02:40:00","","244485.01754034","166378.766739543","31","","0","","","","","저수조청소업",
"16","저수조청소업","09_30_14_P","3660000","366000031202500001","2025-01-31","","01","영업/정상","11","정상","","","","","042-637-1853","","","대전광역시 서구 도마동 **-* 도마스토아","대전광역시 서구 변동중로 **, 도마스토아서관 ***-*호 (도마동)","35327","주식회사 씨디바이오텍","2026-01-08 14:07:46","U","2026-01-10 02:40:00","","233282.972065527","314104.704727818","31","","0","","","","","저수조청소업",
"17","저수조청소업","09_30_14_P","4010000","401000031200500001","2005-05-27","","01","영업/정상","11","정상","","","","","031-317-7005","","","경기도 시흥시 하중동 ***-* 조은프라자 ***호","경기도 시흥시 연성로**번길 *, 조은프라자 ***호 (하중동)","14976","(주)중앙종합관리","2026-01-09 14:14:54","U","2026-01-11 02:40:00","","182638.097770638","432067.305202698","31","","0","","","","","저수조청소업",
"18","저수조청소업","09_30_14_P","4010000","401000031200900002","2023-06-08","","01","영업/정상","11","정상","","","","","031-404-7226","","","경기도 시흥시 하중동 ***-* *층","경기도 시흥시 하중로 ***, *층 (하중동)","14976","주식회사 시운","2026-01-09 14:19:56","U","2026-01-11 02:40:00","","182506.284100329","432627.937729428","31","","0","","","","","저수조청소업",
"19","저수조청소업","09_30_14_P","4010000","401000031201000005","2007-12-06","","01","영업/정상","11","정상","","","","","031-497-7933","","","경기도 시흥시 정왕동 ****-* ***호","경기도 시흥시 큰솔로**번길 **, ***호 (정왕동)","15060","마스터클린(주)","2026-01-09 14:06:59","U","2026-01-11 02:40:00","","178261.678328791","426430.165551271","31","","0","","","","","저수조청소업",
"20","저수조청소업","09_30_14_P","4010000","401000031201000001","2010-04-01","","01","영업/정상","11","정상","","","","","031-316-7113","","","경기도 시흥시 장곡동 ***-*","경기도 시흥시 황고개로 ***, ***호 (장곡동)","15002","건강한세상","2026-01-09 14:09:56","U","2026-01-11 02:40:00","","181169.740102257","430726.162195521","31","","0","","","","","저수조청소업",
"21","저수조청소업","09_30_14_P","4010000","401000031201000002","2014-07-22","","01","영업/정상","11","정상","","","","","031-318-1111","","","경기도 시흥시 장현동 ***-* 해솔프라자 ***호","경기도 시흥시 새재로**번길 *, 해솔프라자 ***호 (장현동)","14998","(주)한우리종합관리","2026-01-09 14:24:16","U","2026-01-11 02:40:00","","182405.859161811","431047.144766909","31","","0","","","","","저수조청소업",
"22","저수조청소업","09_30_14_P","4010000","401000031202400001","2024-01-26","","01","영업/정상","11","정상","","","","","031-317-0815","","","경기도 시흥시 하상동 ***-**","경기도 시흥시 하상로*번길 *, ***호 (하상동)","14977","(주)홍우도시개발","2026-01-09 14:04:25","U","2026-01-11 02:40:00","","183373.150127394","432194.359475055","31","","0","","","","","저수조청소업",
"23","저수조청소업","09_30_14_P","5540000","554000031202100003","2021-09-13","","01","영업/정상","11","정상","","","","","","","","경기도 광주시 퇴촌면 광동리 ***","경기도 광주시 퇴촌면 천진암로 ***, *층","12711","성도씨앤디","2026-01-09 13:16:38","U","2026-01-11 02:40:00","","227525.878274362","441109.727118816","31","","0","","","","","저수조청소업",
"24","저수조청소업","09_30_14_P","5540000","554000031202500002","2025-08-22","","01","영업/정상","11","정상","","","","","","","","경기도 광주시 매산동 ***-* 태룡빌딩","경기도 광주시 회안대로 *, 태룡빌딩 ***호 (매산동)","12798","(주)더원종합관리","2026-01-09 13:15:03","U","2026-01-11 02:40:00","","","","31","","0","","","","","저수조청소업",
"25","저수조청소업","09_30_14_P","5540000","554000031202100002","2021-04-27","","01","영업/정상","11","정상","","","","","031-717-8863","","","경기도 광주시 신현동 ***-**","경기도 광주시 신현로 ***-*, *층","12820","(주)한윤산업개발","2026-01-09 13:16:09","U","2026-01-11 02:40:00","","","","31","","0","","","","","저수조청소업",
"26","저수조청소업","09_30_14_P","4681000","468100031201100002","2026-01-09","","01","영업/정상","11","정상","","","","","063-851-3344","","","전북특별자치도 익산시 남중동 ***-* **통*반","전북특별자치도 익산시 익산대로 *** (남중동)","","(유)대산환경","2026-01-09 09:57:24","U","2026-01-11 02:40:00","","195543.986889633","272317.692737333","31","","0","","","","","저수조청소업",
"27","저수조청소업","09_30_14_P","5670000","567000031202000004","2025-03-19","","01","영업/정상","11","정상","","","","","055-551-0929","","","경상남도 창원시 진해구 태평동 **-*","경상남도 창원시 진해구 백구로 * (태평동)","51678","호연환경","2026-01-09 15:51:46","U","2026-01-11 02:40:00","","351421.510700792","184264.978533761","31","","0","","","","","저수조청소업",
"28","저수조청소업","09_30_14_P","3650000","365000031201100005","2025-03-18","","01","영업/정상","11","정상","","","","2025-03-18","042-631-5168","","","대전광역시 중구 중촌동 **-**","대전광역시 중구 대종로 ***, *층 (중촌동)","34803","(주)일보람","2026-01-09 17:18:18","U","2026-01-11 02:40:00","","236647.900012475","315805.971890793","31","","0","","","","중구 저수조청소업 소재지 변경 신고","저수조청소업",
"29","저수조청소업","09_30_14_P","5690000","569000031202600001","2026-01-06","","01","영업/정상","11","정상","","","","","044-866-7328","","","세종특별자치시 금남면 영곡리 ***","세종특별자치시 금남면 성덕영곡길 ***-**","30084","주식회사  효산","2026-01-10 10:23:01","I","2026-01-12 00:20:09","","223419.385557101","327969.199791033","31","","0","","","","","저수조청소업",
"30","저수조청소업","09_30_14_P","4711000","471100031202600002","2026-01-12","","01","영업/정상","11","정상","","","","","","","","전북특별자치도 김제시 요촌동 ***-**","전북특별자치도 김제시 요촌*길 ** (요촌동)","54384","(유)가온이앤씨","2026-01-12 16:08:24","I","2026-01-14 00:20:02","","189517.423000661","256045.821977731","31","","0","","","","","저수조청소업",
"31","저수조청소업","09_30_14_P","4711000","471100031202600001","2026-01-02","","01","영업/정상","11","정상","","","","","063-545-2007","","","전북특별자치도 김제시 요촌동 ***-**","전북특별자치도 김제시 요촌*길 ** (요촌동)","54384","유한회사 가온이앤씨","2026-01-12 15:40:13","I","2026-01-14 00:20:02","","189517.423000661","256045.821977731","31","","0","","","","","저수조청소업",
"32","저수조청소업","09_30_14_P","4550000","455000031201500002","2026-01-12","","01","영업/정상","11","정상","","","","","041-753-9096","","","충청남도 금산군 금산읍 중도리 ***","충청남도 금산군 금산읍 인삼로 ***-*, ***호","","한일위생관리공사","2026-01-12 10:01:42","U","2026-01-14 02:40:00","","244363.929386319","289277.479358758","31","","0","","","","","저수조청소업",
"33","저수조청소업","09_30_14_P","4191000","419100031201400007","2014-11-14","","01","영업/정상","11","정상","","","","","033-748-5891","","","강원특별자치도 원주시 단구동 ****-**","강원특별자치도 원주시 천매봉길 ***-*, *층 (단구동)","26483","(주)더피플","2026-01-12 14:18:59","U","2026-01-14 02:40:00","","283724.141726471","425486.67039459","31","","0","","","","","저수조청소업",
"34","저수조청소업","09_30_14_P","3930000","393000031200300010","2004-03-04","","01","영업/정상","11","정상","","","","","414-9130","","","경기도 안산시 단원구 선부동 **** 서울프라자 ***-*호","경기도 안산시 단원구 삼일로 ***, 서울프라자 ***-*호 (선부동)","15368","대광안전관리(주)","2026-01-12 11:02:27","U","2026-01-14 02:40:00","","183276.530808057","425771.686562823","31","","0","","","","","저수조청소업",
"35","저수조청소업","09_30_14_P","3540000","354000031202400003","2024-06-17","","01","영업/정상","11","정상","","","","","","","","인천광역시 부평구 산곡동 ***-** 현대아파트","인천광역시 부평구 원적로***번길 **, 상가동 ***호 (산곡동, 현대아파트)","21368","클린순청소업체","2026-01-12 20:26:17","U","2026-01-14 02:40:00","","172921.074893622","444852.973695717","31","","0","","","","","저수조청소업",
"36","저수조청소업","09_30_14_P","3540000","354000031200300002","2008-02-13","","01","영업/정상","11","정상","","","","","032)514-7071","","","인천광역시 부평구 청천동 ***-*** 동연빌딩 *층","인천광역시 부평구 마장로***번길 **-** (청천동,동연빌딩 *층)","","동연개발(주)","2026-01-12 20:27:03","U","2026-01-14 02:40:00","","173887.01522706","445488.7309558","31","","0","","","","","저수조청소업",
"37","저수조청소업","09_30_14_P","3540000","354000031200300005","2017-01-31","","01","영업/정상","11","정상","","","","","032-524-4420","","","인천광역시 부평구 부개동 **-*","인천광역시 부평구 부흥로***번길 * (부개동)","","경인클린환경","2026-01-12 20:25:28","U","2026-01-14 02:40:00","","176405.617665558","444033.051912977","31","","0","","","","","저수조청소업",
"38","저수조청소업","09_30_14_P","3540000","354000031200300019","2019-12-18","","01","영업/정상","11","정상","","","","","032-529-3800","","","인천광역시 부평구 부개동 ***-** 이지팰리스 ***호","인천광역시 부평구 경인로****번길 **, *층 ***호 (부개동, 이지팰리스)","21426","푸른환경개발","2026-01-12 20:27:30","U","2026-01-14 02:40:00","","176243.199434497","442697.885064122","31","","0","","","","사업장 이메일 주소 5293800@naver.com","저수조청소업",
"39","저수조청소업","09_30_14_P","3930000","393000031200400002","2025-10-14","","01","영업/정상","11","정상","","","","","","","","경기도 안산시 상록구 월피동 *** 다농마트 ***호","경기도 안산시 상록구 예술광장로 *, 다농마트 ***호 (월피동)","15288","유조이 이노베이션(주)","2026-01-12 10:52:54","U","2026-01-14 02:40:00","","186106.832558134","425161.59402192","31","","0","","","","","저수조청소업",
"40","저수조청소업","09_30_14_P","3930000","393000031202400004","2024-04-15","","01","영업/정상","11","정상","","","","","","","","경기도 안산시 상록구 사동 ****-* *층","경기도 안산시 상록구 당골*길 *, *층 (사동)","15582","(주)비즈니스클럽","2026-01-12 10:56:55","U","2026-01-14 02:40:00","","187013.690781575","421648.814586852","31","","0","","","","","저수조청소업",
"41","저수조청소업","09_30_14_P","3930000","393000031202500007","2025-10-20","","01","영업/정상","11","정상","","","","","031-8942-6615","","","경기도 안산시 단원구 원시동 ***-*","경기도 안산시 단원구 동산로 **, ***호 (원시동)","15433","혜광크린","2026-01-12 10:59:56","U","2026-01-14 02:40:00","","181961.733012032","423615.27638305","31","","0","","","","","저수조청소업",
"42","저수조청소업","09_30_14_P","3930000","393000031202500008","2025-11-19","","01","영업/정상","11","정상","","","","","031-438-6988","","","경기도 안산시 단원구 고잔동 ***-*","경기도 안산시 단원구 이삭*길 **, ***호 (고잔동)","15465","그린워터환경","2026-01-12 11:01:52","U","2026-01-14 02:40:00","","185762.098238736","423438.031587062","31","","0","","","","","저수조청소업",
"43","저수조청소업","09_30_14_P","4920000","492000031202300001","2026-01-12","","01","영업/정상","11","정상","","","","","061-434-1580","","","전라남도 강진군 강진읍 동성리 ***-*","전라남도 강진군 강진읍 동성로 **","59231","한국방역환경","2026-01-12 14:28:13","U","2026-01-14 02:40:00","","179183.447758525","126986.193202826","31","","0","","","","","저수조청소업",
"44","저수조청소업","09_30_14_P","4450000","445000031202500001","2025-08-08","","03","폐업","2","폐업","2026-01-09","","","","","","","충청북도 진천군 이월면 노원리 ***","충청북도 진천군 이월면 논실안길 **-*","27818","삼원개발 주식회사","2026-01-12 16:18:41","U","2026-01-14 02:40:00","","237239.666850816","380352.115661223","31","","0","","","","개인사정","저수조청소업",
"45","저수조청소업","09_30_14_P","5670000","567000031200300041","1999-11-10","","03","폐업","2","폐업","2026-01-12","","","","055-248-0608","","","경상남도 창원시 마산합포구 교방동 ***-*","경상남도 창원시 마산합포구 교방천북길 ** (교방동)","51277","JM환경","2026-01-12 17:27:00","U","2026-01-14 02:40:00","","342339.462668451","191376.780243863","31","","0","","","","사업부진","저수조청소업",
"46","저수조청소업","09_30_14_P","3930000","393000031202100001","2024-07-18","","01","영업/정상","11","정상","","","","","031-493-4478","","","경기도 안산시 단원구 신길동 ***-* *층","경기도 안산시 단원구 새뿔길 *-*, *층 (신길동)","15399","(주)경기용역연합회","2026-01-12 10:57:55","U","2026-01-14 02:40:00","","179669.543445222","426071.562520812","31","","0","","","","","저수조청소업",
"47","저수조청소업","09_30_14_P","3930000","393000031202500001","2024-10-22","","01","영업/정상","11","정상","","","","","031-492-8572","","","경기도 안산시 상록구 사동 ****-*","경기도 안산시 상록구 당골*길 *, 지층 (사동)","15582","이우진","2026-01-12 10:56:11","U","2026-01-14 02:40:00","","187013.690781575","421648.814586852","31","","0","","","","","저수조청소업",
"48","저수조청소업","09_30_14_P","3200000","320000031202400001","2024-10-10","","01","영업/정상","11","정상","","","","","","","","서울특별시 관악구 봉천동 ***-* 대우디오슈페리움*단지","서울특별시 관악구 관악로 ***, *층 *호 (봉천동, 대우디오슈페리움*단지)","08788","주식회사 오가피","2026-01-13 12:13:53","U","2026-01-15 02:40:00","","195785.625847341","442009.829041898","31","","0","","","","","저수조청소업",
"49","저수조청소업","09_30_14_P","3230000","323000031200600001","2026-01-13","","01","영업/정상","11","정상","","","","","02-425-3060","","","서울특별시 송파구 가락동 **","서울특별시 송파구 오금로**길 **, B*호 (가락동)","05706","서울환경컴퍼니","2026-01-13 16:19:50","U","2026-01-15 02:40:00","","210729.788797009","444138.294943841","31","","0","","","","","저수조청소업",
"50","저수조청소업","09_30_14_P","4020000","402000031200200001","2009-03-19","","01","영업/정상","11","정상","","","","","429-0670","","","경기도 군포시 금정동 ***-* 지하층","경기도 군포시 번영로***번길 * (금정동)","15835","다와건설","2026-01-13 16:38:50","U","2026-01-15 02:40:00","","194582.588553704","428805.538053942","31","","0","","","","","저수조청소업",
"51","저수조청소업","09_30_14_P","3740000","374000031201100007","2025-06-26","","01","영업/정상","11","정상","","","","","0312487568","","","경기도 수원시 영통구 이의동 **** 광교 센트럴비즈타워","경기도 수원시 영통구 창룡대로 ***, 광교 센트럴비즈타워 ****호 (이의동)","16229","(주)태영이엔씨","2026-01-13 09:28:10","U","2026-01-15 02:40:00","","203248.317007337","421498.090312553","31","","0","","","","","저수조청소업",
"52","저수조청소업","09_30_14_P","4251000","425100031202600001","2026-01-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 홍천군 영귀미면 좌운리 ****-*","강원특별자치도 홍천군 영귀미면 예의촌길 ***","25155","청소앤방역","2026-01-14 17:39:33","I","2026-01-16 00:20:02","","","","31","","0","","","","","저수조청소업",
"53","저수조청소업","09_30_14_P","3070000","307000031202600001","2026-01-12","","01","영업/정상","11","정상","","","","","","","","서울특별시 성북구 장위동 **-**","서울특별시 성북구 돌곶이로**길 * (장위동)","02771","성지알에스알","2026-01-14 13:08:05","I","2026-01-16 00:20:02","","204864.829990125","456555.855180784","31","","0","","","","","저수조청소업",
"54","저수조청소업","09_30_14_P","5310000","531000031200500001","2020-10-08","","01","영업/정상","11","정상","","","","","055-746-1728","","","경상남도 진주시 상봉동 ****-*","경상남도 진주시 북장대로**번길 **, *층 (상봉동)","52662","서부용역방역공사","2026-01-14 09:31:00","U","2026-01-16 02:40:00","","297826.959168455","189098.349757159","31","","0","","","","","저수조청소업",
"55","저수조청소업","09_30_14_P","4191000","419100031202100002","2022-01-03","","01","영업/정상","11","정상","","","","","033-746-4876","","","강원특별자치도 원주시 단계동 ***-*","강원특별자치도 원주시 단구로 **, *층 (단계동)","26424","에버그린환경","2026-01-14 14:48:54","U","2026-01-16 02:40:00","","282989.45071785","427351.962172572","31","","0","","","","","저수조청소업",
"56","저수조청소업","09_30_14_P","3630000","363000031201500001","2015-05-06","","01","영업/정상","11","정상","","","","","954-8822","","","광주광역시 광산구 월곡동 ***-*","광주광역시 광산구 풍영로 ** (월곡동)","","(주)블루앤지","2026-01-14 11:23:29","U","2026-01-16 02:40:00","","182761.281763106","186289.19154272","31","","0","","","","","저수조청소업",
"57","저수조청소업","09_30_14_P","3940000","394000031200700002","2017-12-27","","01","영업/정상","11","정상","","","","","031-907-4121","","","경기도 고양시 일산동구 설문동 ***-** *층","경기도 고양시 일산동구 장진천길***번길 **-**, *층 (설문동)","10253","(주)동남","2026-01-14 18:59:46","U","2026-01-16 02:40:00","","183426.303098229","468565.188549784","31","","0","","","","","저수조청소업",
"58","저수조청소업","09_30_14_P","3940000","394000031201700002","2017-05-29","","01","영업/정상","11","정상","","","","","031-913-2288","","","경기도 고양시 일산서구 탄현동 ****-* 지층","경기도 고양시 일산서구 현중로**번길 **-**, 지층 (탄현동)","10244","화성산업(주)","2026-01-14 18:05:52","U","2026-01-16 02:40:00","","179633.185","465768.555","31","","0","","","","","저수조청소업",
"59","저수조청소업","09_30_14_P","3940000","394000031202000002","2025-11-14","","01","영업/정상","11","정상","","","","","031-962-1551","","","경기도 고양시 덕양구 화정동 *** 삼원프라자 ***호","경기도 고양시 덕양구 화중로***번길 **, 삼원프라자 ***호 (화정동)","10477","(주)케이원서비스","2026-01-14 19:01:35","U","2026-01-16 02:40:00","","185304.626049075","459555.359416184","31","","0","","","","","저수조청소업",
"60","저수조청소업","09_30_14_P","3940000","394000031202000001","2020-01-28","","01","영업/정상","11","정상","","","","","031-966-2431","","","경기도 고양시 일산동구 식사동 ***-** *층","경기도 고양시 일산동구 은행마을로 **, *층 (식사동)","10304","경남환경","2026-01-14 18:01:26","U","2026-01-16 02:40:00","","182742.896666667","462793.2","31","","0","","","","","저수조청소업",
"61","저수조청소업","09_30_14_P","3940000","394000031202000008","2020-04-28","","01","영업/정상","11","정상","","","","","031-908-8485","","","경기도 고양시 일산동구 백석동 ****-* *층","경기도 고양시 일산동구 백석로**번길 **, *층 (백석동)","10446","(주)육전사","2026-01-14 18:03:59","U","2026-01-16 02:40:00","","181316.270696803","460491.761489857","31","","0","","","","","저수조청소업",
"62","저수조청소업","09_30_14_P","3940000","394000031202000009","2020-05-28","","01","영업/정상","11","정상","","","","","031-994-5305","","","경기도 고양시 일산동구 중산동 ****-* 해태쇼핑타운 ***호","경기도 고양시 일산동구 중산로 ***, 해태쇼핑타운 ***호 (중산동)","10336","경인공무종합관리 주식회사","2026-01-14 19:08:20","U","2026-01-16 02:40:00","","180555.458077737","465725.147077495","31","","0","","","","","저수조청소업",
"63","저수조청소업","09_30_14_P","3940000","394000031201800004","2022-09-07","","01","영업/정상","11","정상","","","","","031-906-3999","","","경기도 고양시 일산동구 장항동 *** 엠시티타워&엠시티오피스텔","경기도 고양시 일산동구 백마로 ***, 엠시티타워&엠시티오피스텔 *****-*호 (장항동)","10403","(주)티에스산업","2026-01-14 18:11:05","U","2026-01-16 02:40:00","","179708.826286267","461404.803949418","31","","0","","","","","저수조청소업",
"64","저수조청소업","09_30_14_P","3940000","394000031202500004","2025-08-22","","01","영업/정상","11","정상","","","","","070-7767-8354","","","경기도 고양시 일산동구 중산동 **** 가든프라자","경기도 고양시 일산동구 탄중로 ***-**, 가든프라자 ***호(일부), ***호 (중산동)","10333","(주)해솔","2026-01-14 18:04:39","U","2026-01-16 02:40:00","","180605.991480142","465590.386892428","31","","0","","","","","저수조청소업",
"65","저수조청소업","09_30_14_P","3940000","394000031202000011","2020-09-07","","01","영업/정상","11","정상","","","","","070-8820-4520","","","경기도 고양시 덕양구 성사동 ***-* 풍산빌딩 ***호","경기도 고양시 덕양구 마상로 ***, 풍산빌딩 ***호 (성사동)","10466","주식회사 씨아이씨","2026-01-14 19:05:14","U","2026-01-16 02:40:00","","185923.025628932","461738.205859679","31","","0","","","","","저수조청소업",
"66","저수조청소업","09_30_14_P","5350000","535000031202500002","2026-01-13","","01","영업/정상","11","정상","","","","","1661-8645","","","경상남도 김해시 어방동 ****-*","경상남도 김해시 분성로***번길 *, ***호 (어방동)","50930","홈앤베이비크린","2026-01-14 10:22:03","U","2026-01-16 02:40:00","","373081.259542498","194512.388739272","31","","0","","","","","저수조청소업",
"67","저수조청소업","09_30_14_P","3670000","367000031200900004","2011-04-04","","03","폐업","2","폐업","2026-01-07","","","","042-862-7326","","","대전광역시 유성구 신성동 ***-*","대전광역시 유성구 신성로**번길 **, ***호 (신성동)","34117","(주) 효산","2026-01-14 16:39:13","U","2026-01-16 02:40:00","","231303.838447247","320842.547952039","31","","0","","","","사무소 이전","저수조청소업",
"68","저수조청소업","09_30_14_P","3090000","309000031201600004","2002-10-30","","01","영업/정상","11","정상","","","","","02-939-1978","","","서울특별시 도봉구 쌍문동 ***","서울특별시 도봉구 도봉로***길 * (쌍문동)","","금보씨앤씨(주)","2026-01-14 09:42:21","U","2026-01-16 02:40:00","","203378.483575907","461658.084175108","31","","0","","","","","저수조청소업",
"69","저수조청소업","09_30_14_P","3940000","394000031202500001","2025-03-04","","01","영업/정상","11","정상","","","","","02-6929-0654","","","경기도 고양시 덕양구 향동동 *** DMC스타비즈 *st ****호","경기도 고양시 덕양구 향동로 ***, DMC스타비즈 *st ****호 (향동동)","10545","바른관리 주식회사","2026-01-14 19:07:42","U","2026-01-16 02:40:00","","190220.795104756","455402.818543143","31","","0","","","","","저수조청소업",
"70","저수조청소업","09_30_14_P","3940000","394000031201800005","2024-06-04","","01","영업/정상","11","정상","","","","","1566-9898","","","경기도 고양시 일산동구 장항동 *** 웨스턴돔*","경기도 고양시 일산동구 정발산로 **, 웨스턴돔* 제티*동 ***호 (장항동)","10403","(주)코끼리","2026-01-14 10:17:01","U","2026-01-16 02:40:00","","179867.687196662","461402.023019802","31","","0","","","","","저수조청소업",
