"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"11","인쇄사","04_16_01_P","4020000","CDFG1252001995000001","1995-06-20","","04","취소/말소/만료/정지/중지","35","직권말소","2025-12-31","","","","031-458-2800","","435-817","경기도 군포시 당동 ***-** *층","경기도 군포시 당산로 ** (당동)","435-817","자유기획인쇄","2025-12-31 17:54:14","U","2026-01-03 02:40:00","","195117.782977441","428465.171568412","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"12","인쇄사","04_16_01_P","4020000","CDFG1252001998000002","1998-03-18","","04","취소/말소/만료/정지/중지","35","직권말소","2025-12-31","","","","","","435-842","경기도 군포시 산본동 ***-*","경기도 군포시 산본천로 *** (산본동)","435-842","바로기획","2025-12-31 17:54:41","U","2026-01-03 02:40:00","","194601.75266539","429782.928959036","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"13","인쇄사","04_16_01_P","4020000","CDFG1252002005000002","2005-02-03","","04","취소/말소/만료/정지/중지","35","직권말소","2025-12-31","","","","","","435-776","경기도 군포시 당정동 *** SK벤티움 ***동 ****호","경기도 군포시 고산로 ***, ***동 ****호 (당정동, SK벤티움)","435-776","(주)퓨전테크","2025-12-31 13:16:21","U","2026-01-03 02:40:00","","195723.686533605","427447.95777886","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"14","인쇄사","04_16_01_P","4020000","CDFG1252002018000001","2014-07-17","","04","취소/말소/만료/정지/중지","35","직권말소","2025-12-31","","","","","","","경기도 군포시 당정동 *** SK벤티움","경기도 군포시 고산로 ***, SK벤티움 ***동 ***호 (당정동)","15850","(사) 한국척수장애인협회 디지털인쇄사업소)","2025-12-31 17:57:18","U","2026-01-03 02:40:00","","195723.686533605","427447.95777886","인쇄사","출판인쇄업","0","","","87","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"15","인쇄사","04_16_01_P","4020000","CDFG1252002007000005","2007-10-08","","04","취소/말소/만료/정지/중지","35","직권말소","2025-12-31","","","","031-456-5982","","435-807","경기도 군포시 당동 **-**","경기도 군포시 당정로 ** (당동)","","경인인쇄","2025-12-31 17:56:35","U","2026-01-03 02:40:00","","195513.307981236","428143.638866996","인쇄사","출판인쇄업","5","","","569.02","5","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","일반공업지역",
"16","인쇄사","04_16_01_P","4020000","CDFG1252002005000005","2005-03-03","","04","취소/말소/만료/정지/중지","35","직권말소","2025-12-31","","","","","","435-050","경기도 군포시 금정동 ***-* 소명빌딩 ***호","경기도 군포시 번영로***번안길 **, ***호 (금정동, 소명빌딩)","435-050","엠이씨케이(주)","2025-12-31 13:38:46","U","2026-01-03 02:40:00","","194392.532778294","428776.304137654","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"17","인쇄사","04_16_01_P","4020000","CDFG1252002005000009","2005-12-22","","04","취소/말소/만료/정지/중지","35","직권말소","2025-12-31","","","","","","435-826","경기도 군포시 금정동 **-*","경기도 군포시 금정로**번길 ** (금정동)","","유일스크린","2025-12-31 17:55:53","U","2026-01-03 02:40:00","","194916.674847415","429299.339637151","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"18","인쇄사","04_16_01_P","4020000","CDFG1252002006000003","2006-04-28","","04","취소/말소/만료/정지/중지","35","직권말소","2025-12-31","","","","","","435-862","경기도 군포시 금정동 ***-*","경기도 군포시 흥안대로**번길 **-** (금정동)","","한국정보컴","2025-12-31 17:56:16","U","2026-01-03 02:40:00","","195254.250032552","429714.944954313","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"19","인쇄사","04_16_01_P","4840000","CDFG1252002018000003","2018-09-05","","01","영업/정상","13","영업중","","","","","","","","전라남도 광양시 마동 ****-*번지","전라남도 광양시 등논*길 * (마동)","57774","어울림디자인","2026-01-02 14:53:53","D","2026-01-04 02:30:00","","263506.962911562","161734.613130805","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"20","인쇄사","04_16_01_P","4840000","CDFG1252002008000002","2008-10-29","","01","영업/정상","13","영업중","","","","","","","","전라남도 광양시 마동 ****-*","전라남도 광양시 등논*길 * (마동)","57774","어울림디자인","2026-01-02 14:53:40","U","2026-01-04 02:40:00","","263506.962911562","161734.613130805","인쇄사","출판인쇄업","0","","","103.5","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","일반주거지역",
"21","인쇄사","04_16_01_P","4840000","CDFG1252002018000001","2018-01-22","","01","영업/정상","13","영업중","","","","","061-792-5115","","","전라남도 광양시 마동 ****-*","전라남도 광양시 눈소*길 **-** (마동)","57797","수팩토리","2026-01-02 13:53:56","U","2026-01-04 02:40:00","","264196.348616654","159834.373782124","인쇄사","출판인쇄업","0","","","0","1","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"22","인쇄사","04_16_01_P","5070000","CDFG1252002023000006","2023-10-23","","01","영업/정상","13","영업중","","","","","054-843-2789","","","경상북도 안동시 운안동 ***-**","경상북도 안동시 단원로 **, *층 (운안동)","36649","주식회사 태산종합","2026-01-02 11:03:24","U","2026-01-04 02:40:00","","353276.552948885","342537.479775717","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"23","인쇄사","04_16_01_P","3640000","CDFG1252002025000017","2018-09-11","","01","영업/정상","13","영업중","","","","","","","","대전광역시 동구 삼성동 ***-*","대전광역시 동구 태전로 **-* (삼성동)","34623","린 기획 인쇄","2026-01-03 11:49:30","U","2026-01-05 02:40:00","","238305.666252116","315096.882780501","인쇄사","출판인쇄업","3","","","23.1","2","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","주거지역",
"24","인쇄사","04_16_01_P","4060000","CDFG1252002026000001","2026-01-05","","01","영업/정상","13","영업중","","","","","02-3662-8200","","","경기도 파주시 문산읍 이천리 ***-**","경기도 파주시 문산읍 사임당로***번길 **","10810","(주)태신미디어 파주지점","2026-01-05 11:22:28","I","2026-01-07 00:20:36","","184853.88651988","484498.385630461","인쇄사","출판인쇄업","0","","","453.6","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"25","인쇄사","04_16_01_P","5070000","CDFG1252001994000002","1994-04-26","","03","폐업","03","폐업","2026-01-05","","","","","","","경상북도 안동시 송현동 ***-**","경상북도 안동시 경북대로 ***-*, *층 (송현동)","36642","부청인쇄사","2026-01-05 17:00:08","U","2026-01-07 02:40:00","","351911.18828582","342395.34923885","인쇄사","출판인쇄업","0","기타","","50","0","0","사무실","0","0","0","0","","","","","","","","","","","","0","","","","","","근린상업지역",
"26","인쇄사","04_16_01_P","3740000","CDFG1252002026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","053-581-6051","","","경기도 수원시 권선구 권선동 ****-**","경기도 수원시 권선구 권광로 **, *층 ***호 (권선동)","16568","스마트이노베이션 주식회사","2026-01-06 14:07:42","I","2026-01-09 00:20:01","","202525.77303232","417090.615716927","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"27","인쇄사","04_16_01_P","3170000","CDFG1252002026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","070-7537-3352","","","서울특별시 금천구 가산동 **-** IT미래TOWER","서울특별시 금천구 디지털로*길 **, IT미래TOWER *층 ***호 (가산동)","08511","주식회사 에이와이제이그룹","2026-01-07 16:18:26","I","2026-01-09 00:20:01","","189863.598209033","441870.90420315","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"28","인쇄사","04_16_01_P","3270000","CDFG1252002026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","051-467-2828","","","부산광역시 동구 초량동 ****-* 서남빌딩","부산광역시 동구 중앙대로***번길 *, 서남빌딩 *층 (초량동)","48729","동양칼라인쇄","2026-01-07 10:49:07","I","2026-01-09 00:20:01","","386480.438778908","182596.053419147","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"29","인쇄사","04_16_01_P","5090000","CDFG1252002012000001","2012-04-30","","01","영업/정상","13","영업중","","","","","","","","경상북도 영주시 가흥동 ****-**","경상북도 영주시 원당로**번길 **, *층 (가흥동)","36101","굿 디자인","2026-01-07 14:57:13","U","2026-01-09 02:40:00","","344313.106943994","369731.204363359","인쇄사","출판인쇄업","2","기타","","26.13","1","","근린생활시설","","","","","","","","","","","","","","","","","","","","","","일반상업지역",
"30","인쇄사","04_16_01_P","3010000","CDFG1252002009000073","2009-09-07","","01","영업/정상","13","영업중","","","","","02-2279-6812","","","서울특별시 중구 오장동 ***-* 센트마상가","서울특별시 중구 동호로**길 **, 센트마빌딩 ****,****,****~****,****~****호 (오장동)","04547","세일문화사","2026-01-07 14:20:51","U","2026-01-09 02:40:00","","200015.499568016","451485.349952584","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"31","인쇄사","04_16_01_P","3010000","CDFG1252002015000060","2015-06-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 을지로*가 *** 을지트윈타워","서울특별시 중구 을지로 ***, 을지트윈타워 B***-*호 (을지로*가)","04548","주식회사 프린파크","2026-01-06 13:50:40","U","2026-01-09 02:40:00","","199336.009340872","451201.823851272","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"32","인쇄사","04_16_01_P","5680000","CDFG1252002016000001","2016-03-30","","01","영업/정상","13","영업중","","","","","041-363-6000","","","충청남도 당진시 신평면 거산리 **-*","충청남도 당진시 신평면 거산*거리길 **","31748","(주)백두","2026-01-07 09:03:53","U","2026-01-09 02:40:00","","178043.417219138","375402.020559767","인쇄사","출판인쇄업","1","아파트지역","","189.56","","","근린생활시설","","","","","","","","","","","","","","","","","","","","","","일반주거지역",
"33","인쇄사","04_16_01_P","3640000","CDFG1252002006000001","2006-01-02","","01","영업/정상","13","영업중","","","","","042-626-1788","","","대전광역시 동구 삼성동 ***-**","대전광역시 동구 태전로***번길 ** (삼성동)","34570","이문인쇄","2026-01-07 18:25:16","U","2026-01-09 02:40:00","","238015.797352118","315417.855633314","인쇄사","출판인쇄업","1","기타","","46","1","","사무실","","","","","","","","","","","","","","","","","","","","","","상업지역",
"34","인쇄사","04_16_01_P","3200000","CDFG1252002014000004","2014-08-25","","03","폐업","03","폐업","2025-06-30","","","","","","151-804","서울특별시 관악구 봉천동 ***-** 봉일교회 *층","서울특별시 관악구 구암*길 **, *층 (봉천동, 봉일교회)","151-804","다님소프트","2026-01-06 15:23:41","U","2026-01-09 02:40:00","","","","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"35","인쇄사","04_16_01_P","6510000","CDFG1252002022000007","2022-08-31","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 영평동 ****-* ***호","제주특별자치도 제주시 연신로 ***-**, *층 ***호 (영평동)","63308","디자인그린","2026-01-06 14:01:39","U","2026-01-09 02:40:00","","158419.578601047","-889.235091979707","인쇄사","출판인쇄업","2","기타","","90.3","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","자연녹지지역",
"36","인쇄사","04_16_01_P","3670000","CDFG1252002022000004","2022-09-21","","03","폐업","03","폐업","2025-12-31","","","","042-489-9335","","","대전광역시 유성구 지족동 ***-* 옥타브상가","대전광역시 유성구 지족로 ***, 옥타브상가 제비동 ***호 (지족동)","34077","(주)아태인구연구원","2026-01-06 16:07:47","U","2026-01-09 02:40:00","","228448.24771002","320687.733197898","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"37","인쇄사","04_16_01_P","3110000","CDFG1252002026000001","2020-02-10","","03","폐업","03","폐업","2026-01-07","","","","02-2633-3338","","","서울특별시 은평구 응암동 **-*","서울특별시 은평구 통일로 ***, ***호 (응암동)","03473","주식회사 느티나무","2026-01-08 13:19:15","I","2026-01-10 00:20:07","","194260.483039208","455317.693667082","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"38","인쇄사","04_16_01_P","5160000","CDFG1252002026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","경상북도 청송군 진보면 진안리 ***","경상북도 청송군 진보면 경동로 ****-**","37407","레이아웃디자인","2026-01-08 11:38:29","I","2026-01-10 00:20:07","","382654.213491803","337932.859237182","인쇄사","출판인쇄업","1","","","77.32","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"39","인쇄사","04_16_01_P","3830000","CDFG1252002026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","031-443-4623","","","경기도 안양시 만안구 안양동 **** 안양아이에스BIZ타워센트럴","경기도 안양시 만안구 덕천로***번길 **, 안양아이에스BIZ타워센트럴 **층 ****B호 (안양동)","14084","(주)디자인비책","2026-01-08 09:15:50","I","2026-01-10 00:20:07","","","","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"40","인쇄사","04_16_01_P","4000000","CDFG1252002026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","경기도 오산시 청학동 **-* 정문빌라","경기도 오산시 청학로**번길 *, *층 ***호 (청학동, 정문빌라)","18119","대학복사","2026-01-08 10:23:52","I","2026-01-10 00:20:07","","205508.757933258","405683.423067709","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"41","인쇄사","04_16_01_P","3180000","CDFG1252002026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","02-826-5114","","","서울특별시 영등포구 신길동 ****","서울특별시 영등포구 여의대방로*길 * (신길동)","07435","주식회사 이음드림","2026-01-08 09:59:35","I","2026-01-10 00:20:07","","192215.081099413","443908.074484835","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"42","인쇄사","04_16_01_P","4830000","CDFG1252002026000001","2021-06-23","","01","영업/정상","13","영업중","","","","","","","","전라남도 나주시 빛가람동 ***-*","전라남도 나주시 우정로 **, 이노파크식스틴 지식산업센터 가동 *층 ***호 (빛가람동)","58322","비유화","2026-01-08 17:17:55","I","2026-01-10 00:20:07","","179943.430024561","169509.049413143","인쇄사","출판인쇄업","0","","","47.22","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"43","인쇄사","04_16_01_P","3010000","CDFG1252002007000019","2007-03-20","","01","영업/정상","13","영업중","","","","","02-935-9745","","","서울특별시 중구 인현동*가 *-**","서울특별시 중구 을지로**길 **-* (인현동*가)","04549","한빛기획인쇄","2026-01-08 15:22:43","U","2026-01-10 02:40:00","","199510.041148613","451444.844772636","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"44","인쇄사","04_16_01_P","5080000","CDFG1252002000000001","2000-10-04","","01","영업/정상","13","영업중","","","","","456-6500","","730-925","경상북도 구미시 원평동 ****","경상북도 구미시 송원동로 **-* (원평동)","730-925","주)씨워즈","2026-01-08 10:52:08","U","2026-01-10 02:40:00","","321536.500758033","292107.26981291","인쇄사","출판인쇄업","3","","","226.53","3","","근린생활시설","","","","","","","","","","","","","","","","","","","","","","상업지역",
"45","인쇄사","04_16_01_P","3860000","CDFG1252002004000004","2004-05-03","","03","폐업","03","폐업","2026-01-08","","","","032-665-0290","","420-840","경기도 부천시 원미구 원미동 ***-*","경기도 부천시 원미구 조종로*번길 **  (원미동)","","청산인쇄","2026-01-08 15:40:09","U","2026-01-10 02:40:00","","180941.110531981","443442.687794579","인쇄사","출판인쇄업","1","","","0","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","일반주거지역",
"46","인쇄사","04_16_01_P","3940000","CDFG1252002025000012","2017-06-09","","01","영업/정상","13","영업중","","","","","031-442-0470","","","경기도 고양시 일산서구 가좌동 ***-**","경기도 고양시 일산서구 덕산로 ***-* (가좌동)","10208","사단법인 우리들행복나눔 인쇄사업단","2026-01-08 15:47:59","U","2026-01-10 02:40:00","","175608.983661297","465845.967709092","인쇄사","출판인쇄업","0","","","441.22","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"47","인쇄사","04_16_01_P","3320000","CDFG1252002021000001","2016-09-08","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 금곡동 ****-* 금곡월드프라자","부산광역시 북구 금곡대로 ***, 금곡월드프라자 ***,***호 (금곡동)","46509","참기획","2026-01-08 14:17:56","U","2026-01-10 02:40:00","","383187.953800754","196281.988973649","인쇄사","출판인쇄업","10","학교정화(상대)","","15.94","8","2","근린생활시설","","","","","","","","","","","","","","","","","","","","","","일반주거지역",
"48","인쇄사","04_16_01_P","3940000","CDFG1252002009000041","2009-11-09","","03","폐업","03","폐업","2026-01-08","","","","904-4494","","410-834","경기도 고양시 일산동구 장항동 ***-*","경기도 고양시 일산동구 장대길 ***-**  (장항동)","","(주) 삼보프린테크","2026-01-08 14:33:01","U","2026-01-10 02:40:00","","179279.550393598","459823.437626211","인쇄사","출판인쇄업","1","기타","","198","1","","생산시설","","","","","","","","","","","","","","","","","","","","","","준주거지역",
"49","인쇄사","04_16_01_P","3940000","CDFG1252002026000001","2006-08-23","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 내유동 ***-** *동, *동 일부","경기도 고양시 덕양구 통일로****번길 ***-**, *동, *동 일부호 (내유동)","10264","대성사","2026-01-09 17:04:05","I","2026-01-11 00:20:02","","186919.519415643","469028.114354586","인쇄사","출판인쇄업","0","","","488.25","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"50","인쇄사","04_16_01_P","3640000","CDFG1252002026000001","2026-01-09","","01","영업/정상","13","영업중","","","","","042-252-1085","","","대전광역시 동구 가오동 ***-*","대전광역시 동구 대전로***번길 **, ***호 (가오동)","34691","두원기획","2026-01-09 09:43:57","I","2026-01-11 00:20:02","","240661.908437478","312025.756416478","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"51","인쇄사","04_16_01_P","4060000","CDFG1252002026000002","2025-12-04","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 산남동 ***-* A동 ***호","경기도 파주시 산남로**번길 **, A동 ***호 (산남동)","10882","(주)그라나디자인","2026-01-09 11:54:54","I","2026-01-11 00:20:02","","172740.568603669","466230.472029338","인쇄사","출판인쇄업","0","","","33","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"52","인쇄사","04_16_01_P","4080000","CDFG1252002026000001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","경기도 안성시 가사동 **-**","경기도 안성시 보개원삼로 ***-**, *층 (가사동)","17585","디자인세계","2026-01-09 09:04:30","I","2026-01-11 00:20:02","","225508.686007188","390737.273833833","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"53","인쇄사","04_16_01_P","4791000","CDFG1252002021000001","2021-05-26","","01","영업/정상","13","영업중","","","","","063-583-9928","","","전북특별자치도 부안군 부안읍 봉덕리 ***-* 상상공작소","전북특별자치도 부안군 부안읍 봉신길 **-**, 상상공작소","56314","(주)상상공작소","2026-01-09 14:55:50","U","2026-01-11 02:40:00","","175623.203487535","246826.931585899","인쇄사","출판인쇄업","0","","","90","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"54","인쇄사","04_16_01_P","3160000","CDFG1252002026000001","2023-06-26","","01","영업/정상","13","영업중","","","","","02-6952-3345","","","서울특별시 구로구 구로동 ***-** 아티스포럼","서울특별시 구로구 디지털로**길 **, 아티스포럼 ****호,****호 (구로동)","08376","주식회사 플랜엑스","2026-01-12 13:16:53","I","2026-01-14 00:20:02","","190399.724477247","442702.053385749","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"55","인쇄사","04_16_01_P","4351000","CDFG1252002026000001","2026-01-12","","01","영업/정상","13","영업중","","","","","033-673-1230","","","강원특별자치도 양양군 양양읍 포월리 ***","강원특별자치도 양양군 양양읍 포월새말길 **-**, *층 ***호","25013","강원디자인개발연구소","2026-01-12 15:18:24","I","2026-01-14 00:20:02","","342580.715416823","511950.938562367","인쇄사","출판인쇄업","1","기타","","165","1","0","사무실","0","0","0","0","","","","","","","","","","","","0","","","","","","관리지역",
"56","인쇄사","04_16_01_P","3940000","CDFG1252002026000002","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산동구 장항동 ***-*","경기도 고양시 일산동구 장대길 ***-**, *동 (장항동)","10428","주식회사 삼보프린테크","2026-01-12 16:58:45","I","2026-01-14 00:20:02","","179279.550393598","459823.437626211","인쇄사","출판인쇄업","0","","","132","1","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
