"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"11","동물미용업","02_03_11_P","3520000","352000004920240006","2024-04-16","","03","폐업","0002","폐업","2025-12-31","","","","02-837-0230","0","","인천광역시 연수구 송도동 **-* 더샵 센트럴파크* C동 ***~*호","인천광역시 연수구 센트럴로 ***, C동 ***~***호 (송도동, 더샵 센트럴파크*)","22003","A+(알파 플러스) 펫라운지","2025-12-31 17:36:12","U","2026-01-03 02:40:00","","168141.708728648","432551.899734649","동물미용업","동물미용업(일반)","L00","0",
"12","동물미용업","02_03_11_P","3740000","374000004920240017","2024-04-17","","03","폐업","0002","폐업","2025-12-31","","","","","0","","경기도 수원시 권선구 고색동 ***-***","경기도 수원시 권선구 서부로 ****, 일부호 (고색동)","16623","도그베이 수원","2025-12-31 13:30:13","U","2026-01-03 02:40:00","","197745.538088991","416836.602426932","동물미용업","동물미용업(일반)","000","0",
"13","동물미용업","02_03_11_P","3860000","386000004920230001","2023-01-06","","03","폐업","0002","폐업","2025-12-31","","","","032-324-8575","0","","경기도 부천시 원미구 상동 ***-* 홈플러스부천상동점","경기도 부천시 원미구 길주로 ***, 홈플러스부천상동점 *층 (상동)","14545","아이러브펫 동물병원","2025-12-31 17:44:48","U","2026-01-03 02:40:00","","178267.428293028","444706.144749999","동물미용업","동물미용업(일반)","000","0",
"14","동물미용업","02_03_11_P","3740000","374000004920230005","2023-02-07","","01","영업/정상","0000","정상","","","","","","0","","경기도 수원시 장안구 송죽동 ***-* 윤중빌딩","경기도 수원시 장안구 파장로 *, 윤중빌딩 *층 (송죽동)","16301","손선생반려견센터","2025-12-31 08:58:20","U","2026-01-03 02:40:00","","199919.548206308","422385.839031172","동물미용업","동물미용업(일반)","000","0",
"15","동물미용업","02_03_11_P","3560000","356000004920240006","2024-03-04","","03","폐업","0002","폐업","2025-12-31","","","","070-7704-9552","0","","인천광역시 서구 가좌동 *** 인천가좌 두산위브 트레지움 상가*동 ***호","인천광역시 서구 여우재로 ***, 상가*동 ***호 (가좌동, 인천가좌 두산위브 트레지움)","22811","네오펫 인천가좌","2025-12-31 10:47:56","U","2026-01-03 02:40:00","","172226.850941033","443232.814442752","동물미용업","동물미용업(일반)","000","0",
"16","동물미용업","02_03_11_P","5530000","553000004920230001","2023-01-05","","03","폐업","0002","폐업","2025-09-01","","","","","0","","경기도 화성시 영천동 ***-**","경기도 화성시 동탄치동천로*길 **-*, ***호 (영천동)","18474","메인독","2025-12-31 14:59:18","U","2026-01-03 02:40:00","","210819.862966042","411339.427309314","동물미용업","동물미용업(일반)","000","0",
"17","동물미용업","02_03_11_P","3510500","351050004920220018","2022-11-16","","03","폐업","0002","폐업","2025-08-11","","","","","0","","인천광역시 미추홀구 학익동 ***-**","인천광역시 미추홀구 매소홀로 ***, *층 ***호 (학익동)","22204","멍블링","2025-12-31 17:42:11","U","2026-01-03 02:40:00","","169169.873759794","438068.204570087","동물미용업","동물미용업(일반)","000","0",
"18","동물미용업","02_03_11_P","3340000","334000004920220006","2022-10-28","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 사하구 하단동 **-*","부산광역시 사하구 괴정로**번길 **(하단동)","49410","고양이무마취미용 나의캣","2025-12-31 13:07:51","U","2026-01-03 02:40:00","","379787.174290972","179961.1600354","동물미용업","동물미용업(일반)","000","0",
"19","동물미용업","02_03_11_P","3780000","378000004920250007","2025-04-08","","03","폐업","0002","폐업","2025-12-31","","","","","0","","경기도 성남시 수정구 금토동 **-* *층","경기도 성남시 수정구 달래내로***번길 **-*, *층 (금토동)","13450","헬로우버디 그루밍센터 판교밸리점","2025-12-31 16:39:47","U","2026-01-03 02:40:00","","206870.664622995","435182.104022064","동물미용업","동물미용업(일반)","000","0",
"20","동물미용업","02_03_11_P","4820000","482000004920220002","2022-04-20","","03","폐업","0002","폐업","2025-12-31","","","","","0","","전라남도 순천시 해룡면 남가리 ***-*","전라남도 순천시 해룡면 남가*길 **-**","58005","몽실몽실","2025-12-31 12:05:43","U","2026-01-03 02:40:00","","249542.275807546","158353.04507673","동물미용업","동물미용업(일반)","000","0",
"21","동물미용업","02_03_11_P","5020000","502000004920180017","2018-04-25","","01","영업/정상","0000","정상","","","","","","0","","경상북도 포항시 남구 오천읍 원리 ****-*","경상북도 포항시 남구 오천읍 중원로 **-**","37881","에이치독 트리밍","2025-12-31 09:29:03","U","2026-01-03 02:40:00","","416441.110320237","277537.267525136","동물미용업","동물미용업(일반)","000","0",
"22","동물미용업","02_03_11_P","3310000","331000004920180008","2018-06-08","","03","폐업","0002","폐업","2025-12-31","","","","051-628-0855","0","","부산광역시 남구 용호동 ***-* 목련아파트","부산광역시 남구 용호로***번길 *, 상가동 *층 ***호 (용호동, 목련아파트)","48578","용호동물병원","2025-12-31 13:30:08","U","2026-01-03 02:40:00","","392505.215427484","182296.122660257","동물미용업","동물미용업(일반)","000","0",
"23","동물미용업","02_03_11_P","3630000","363000004920210032","2021-11-17","","01","영업/정상","0000","정상","","","","","","0","","광주광역시 광산구 월계동 ***-* 신동아아파트 상가동 ***호","광주광역시 광산구 첨단중앙로***번길 **-**, 상가동 ***호 (월계동, 신동아아파트)","62255","꼬리빗","2025-12-31 09:23:07","U","2026-01-03 02:40:00","","185554.262786571","190242.954502347","동물미용업","동물미용업(일반)","000","0",
"24","동물미용업","02_03_11_P","4490000","566000004920210029","2021-11-29","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 서북구 두정동 **** 두정필레오Ⅱ","충청남도 천안시 서북구 두정로 ***, 두정필레오Ⅱ *층 ***호 (두정동)","31105","디어몽","2025-12-31 13:16:41","U","2026-01-03 02:40:00","","212774.269896915","370197.676080713","동물미용업","동물미용업(일반)","000","0",
"25","동물미용업","02_03_11_P","3200000","320000004920180044","2018-08-20","","03","폐업","0002","폐업","2025-12-30","","","","02-889-0575","0","","서울특별시 관악구 봉천동 ***-**","서울특별시 관악구 남부순환로 ****-* (봉천동)","08757","형제종합동물병원","2025-12-30 17:05:21","U","2026-01-03 02:40:00","","194993.179667198","442244.266085433","동물미용업","동물미용업(일반)","000","0",
"26","동물미용업","02_03_11_P","3530000","353000004920180062","2018-09-05","","03","폐업","0002","폐업","2025-12-31","","","","032-434-7525","0","","인천광역시 남동구 간석동 ***-* *층","인천광역시 남동구 백범로 ***, *층 (간석동)","21504","D&amp;C 동물병원","2025-12-31 17:36:53","U","2026-01-03 02:40:00","","173407.876159521","440677.1746683","동물미용업","동물미용업(일반)","000","0",
"27","동물미용업","02_03_11_P","3560000","356000004920210003","2021-01-18","","03","폐업","0002","폐업","2025-12-31","","","","07041210950","0","","인천광역시 서구 석남동 *** 한승빌딩","인천광역시 서구 거북로 ***, 한승빌딩 (석남동)","22796","미니펫","2025-12-31 14:06:56","U","2026-01-03 02:40:00","","171038.949968897","444559.358818713","동물미용업","동물미용업(일반)","000","0",
"28","동물미용업","02_03_11_P","4010000","401000004920180023","2018-06-15","","03","폐업","0002","폐업","2025-12-31","","","","031-317-7234","0","","경기도 시흥시 능곡동 *** 센타프라자 ***호","경기도 시흥시 승지로**번길 **, 센타프라자 ***호 (능곡동)","14995","능곡동물병원","2025-12-31 13:26:46","U","2026-01-03 02:40:00","","183299.263019354","429563.86993943","동물미용업","동물미용업(일반)","000","0",
"29","동물미용업","02_03_11_P","3220000","322000004920190078","2019-10-14","","03","폐업","0002","폐업","2025-12-31","","","","02-6204-5960","0","","서울특별시 강남구 논현동 ***-** 준화빌딩","서울특별시 강남구 봉은사로**길 **, 준화빌딩 *층 (논현동)","06102","펌킨 펫하우스 청담","2025-12-31 14:11:01","U","2026-01-03 02:40:00","","203413.921695182","445374.80036284","동물미용업","동물미용업(일반)","L00","0",
"30","동물미용업","02_03_11_P","3780000","378000004920180080","2018-07-03","","03","폐업","0002","폐업","2025-12-31","","","","","0","","경기도 성남시 수정구 태평동 ****","경기도 성남시 수정구 탄리로 ** (태평동)","13304","그린애견샵","2025-12-31 12:36:56","U","2026-01-03 02:40:00","","211875.463473704","438014.141204915","동물미용업","동물미용업(일반)","000","0",
"31","동물미용업","02_03_11_P","3350000","335000004920230001","2023-12-26","","03","폐업","0002","폐업","2025-12-17","","","","","0","","부산광역시 금정구 장전동 ***-*","부산광역시 금정구 수림로**번길 **, *층 (장전동)","46247","with dog(위드독)","2025-12-31 18:21:57","U","2026-01-03 02:40:00","","389745.283057442","195612.149698043","동물미용업","동물미용업(일반)","000","0",
"32","동물미용업","02_03_11_P","3030000","303000004920180054","2018-10-04","","01","영업/정상","0000","정상","","","","","02-3409-9225","0","","서울특별시 성동구 성수동*가 *** 트리마제","서울특별시 성동구 왕십리로 **, ***호 (성수동*가, 트리마제)","04773","모동모동","2025-12-31 15:34:10","U","2026-01-03 02:40:00","","203911.513091074","448508.756036449","동물미용업","동물미용업(일반)","000","0",
"33","동물미용업","02_03_11_P","3560000","356000004920230026","2023-11-20","","03","폐업","0002","폐업","2025-12-31","","","","","0","","인천광역시 서구 가정동 * 루원 린스트라우스 더 린시티","인천광역시 서구 서곶로 **, 상가동 **** 일부호 (가정동, 루원 린스트라우스 더 린시티)","22776","브라이트 독","2025-12-31 16:33:40","U","2026-01-03 02:40:00","","","","동물미용업","동물미용업(일반)","000","0",
"34","동물미용업","02_03_11_P","3340000","334000004920250001","2025-01-03","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 사하구 괴정동 ***-**","부산광역시 사하구 괴정로 ***, *층 (괴정동)","49384","이쁜멍멍","2025-12-31 13:11:03","U","2026-01-03 02:40:00","","381398.021539277","179369.305468665","동물미용업","동물미용업(일반)","000","0",
"35","동물미용업","02_03_11_P","3560000","356000004920240029","2024-12-05","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 서구 가정동 ***-** 퍼스트프라자","인천광역시 서구 염곡로***번안길 **-*, 퍼스트프라자 *층 ***호 (가정동)","22731","잘어울리개","2025-12-31 11:35:41","U","2026-01-03 02:40:00","","170742.670119695","447319.149041978","동물미용업","동물미용업(일반)","000","0",
"36","동물미용업","02_03_11_P","3330000","333000004920260001","2026-01-02","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 해운대구 우동 **** 현대카멜리아","부산광역시 해운대구 마린시티*로 ***, ***호 (우동, 현대카멜리아)","48092","스니프 아틀라스 스파앤아로마","2026-01-02 16:59:01","I","2026-01-04 00:20:12","","395812.483825459","186378.367552534","동물미용업","동물미용업(일반)","000","0",
"37","동물미용업","02_03_11_P","3400000","340000004920260001","2026-01-02","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 기장군 일광읍 삼성리 *** 이지더원*차 오션포레","부산광역시 기장군 일광읍 해빛*로 *, ***호 (이지더원*차 오션포레)","46048","메리몰펫샵 일광점","2026-01-02 10:49:00","I","2026-01-04 00:20:12","","402085.646418977","198845.409257454","동물미용업","동물미용업(일반)","000","0",
"38","동물미용업","02_03_11_P","4090000","409000004920260001","2026-01-02","","01","영업/정상","0000","정상","","","","","","0","","경기도 김포시 운양동 ****-*","경기도 김포시 김포한강*로 ***, ***호 (운양동)","10078","아틀리에 독독독","2026-01-02 15:58:15","I","2026-01-04 00:20:12","","172209.55105993","461244.972338448","동물미용업","동물미용업(일반)","000","0",
"39","동물미용업","02_03_11_P","3300000","330000004920260001","2026-01-02","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동래구 안락동 ***-**","부산광역시 동래구 충렬대로***번길 **, *층 (안락동)","47895","비비몽","2026-01-02 11:17:40","I","2026-01-04 00:20:12","","391512.906407722","190272.510643437","동물미용업","동물미용업(일반)","000","0",
"40","동물미용업","02_03_11_P","3480000","348000004920260001","2026-01-02","","01","영업/정상","0000","정상","","","","","","0","","대구광역시 달성군 화원읍 성산리 ***-**","대구광역시 달성군 화원읍 성화로 **","42946","초코댕댕","2026-01-02 17:03:32","I","2026-01-04 00:20:12","","334703.341974345","256670.659941703","동물미용업","동물미용업(일반)","000","0",
"41","동물미용업","02_03_11_P","4050000","564000004920230004","2023-07-06","","01","영업/정상","0000","정상","","","","","","0","","경기도 용인시 수지구 죽전동 ****-* 에이스프라자 ***호","경기도 용인시 수지구 현암로 ***, 에이스프라자 ***호 (죽전동)","16876","아르떼그룸","2026-01-02 13:05:54","U","2026-01-04 02:40:00","","211235.125420596","425548.544723489","동물미용업","동물미용업(일반)","000","0",
"42","동물미용업","02_03_11_P","4490000","566000004920230017","2023-09-04","","03","폐업","0002","폐업","2026-01-02","","","","","0","","충청남도 천안시 서북구 불당동 ****","충청남도 천안시 서북구 불당**길 **, ***호 (불당동)","31169","온달 그루밍","2026-01-02 17:50:42","U","2026-01-04 02:40:00","","209412.121636677","366658.090504234","동물미용업","동물미용업(일반)","000","0",
"43","동물미용업","02_03_11_P","3860000","386000004920180143","2018-12-10","","01","영업/정상","0000","정상","","","","","","0","","경기도 부천시 원미구 원미동 **-**","경기도 부천시 원미구 원미로***번길 **, *층 (원미동)","14568","펫사랑","2026-01-02 09:29:50","U","2026-01-04 02:40:00","","181376.875876818","443613.86966798","동물미용업","동물미용업(일반)","000","0",
"44","동물미용업","02_03_11_P","3930000","393000004920190017","2022-01-12","","04","취소/말소/만료/정지/중지","0004","말소","2025-12-31","","","","","0","","경기도 안산시 단원구 초지동 ***-** 메가쇼핑*","경기도 안산시 단원구 원포공원*로 **, 메가쇼핑* ***호 (초지동)","15455","펫맘","2026-01-02 15:08:34","U","2026-01-04 02:40:00","","183364.713520375","422214.592127284","동물미용업","동물미용업(일반)","000","0",
"45","동물미용업","02_03_11_P","3460000","346000004920210008","2021-05-03","","03","폐업","0002","폐업","2026-01-02","","","","","0","","대구광역시 수성구 중동 ***","대구광역시 수성구 청수로*길 **-** (중동)","42155","럽댕 강아지분양","2026-01-02 17:02:17","U","2026-01-04 02:40:00","","345886.650677014","261412.622462472","동물미용업","동물미용업(일반)","000","0",
"46","동물미용업","02_03_11_P","3930000","393000004920210019","2021-07-01","","04","취소/말소/만료/정지/중지","0004","말소","2025-12-31","","","","031-415-8089","0","","경기도 안산시 상록구 사동 ****-*","경기도 안산시 상록구 해양*로 ***, P동 ***호 (사동)","15596","폴리파크 안산그랑시티자이","2026-01-02 16:49:44","U","2026-01-04 02:40:00","","184876.518205217","420089.978783381","동물미용업","동물미용업(일반)","000","0",
"47","동물미용업","02_03_11_P","3930000","393000004920220019","2022-06-27","","04","취소/말소/만료/정지/중지","0004","말소","2025-12-31","","","","","0","","경기도 안산시 상록구 사동 **** 안산고잔*차푸르지오 상가동","경기도 안산시 상록구 해양*로 **, 안산고잔*차푸르지오 상가동 *층 *호 (사동)","15593","아이이뽀 퍼피하우스","2026-01-02 15:03:54","U","2026-01-04 02:40:00","","183807.285170032","421578.082802402","동물미용업","동물미용업(일반)","000","0",
"48","동물미용업","02_03_11_P","3930000","393000004920180035","2018-07-25","","04","취소/말소/만료/정지/중지","0004","말소","2025-12-31","","","","4115050","0","","경기도 안산시 단원구 초지동 ***-* 메디프라자","경기도 안산시 단원구 광덕*로 **, 메디프라자 ***호 (초지동)","15445","한국애견랜드","2026-01-02 15:12:18","U","2026-01-04 02:40:00","","183681.310235768","422991.45891915","동물미용업","동물미용업(일반)","000","0",
"49","동물미용업","02_03_11_P","3930000","393000004920180039","2018-07-27","","04","취소/말소/만료/정지/중지","0004","말소","2025-12-31","","","","","0","","경기도 안산시 상록구 이동 ***-*","경기도 안산시 상록구 석호로 **, ***호 (이동)","15496","파파펫푸드","2026-01-02 15:02:42","U","2026-01-04 02:40:00","","186401.334431024","422902.474222077","동물미용업","동물미용업(일반)","000","0",
"50","동물미용업","02_03_11_P","3930000","393000004920180050","2018-08-22","","04","취소/말소/만료/정지/중지","0004","말소","2025-12-31","","","","4071183","0","","경기도 안산시 상록구 일동 **-*","경기도 안산시 상록구 구룡서길 ** (일동)","15324","개조심","2026-01-02 14:56:21","U","2026-01-04 02:40:00","","188315.713882758","423479.652073502","동물미용업","동물미용업(일반)","000","0",
"51","동물미용업","02_03_11_P","3530000","353000004920200014","2020-05-19","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 간석동 ***-* *층","인천광역시 남동구 백범로***번길 **, *층 (간석동)","21546","트리멍","2026-01-02 15:10:51","U","2026-01-04 02:40:00","","175066.071105812","439891.312886529","동물미용업","동물미용업(일반)","000","0",
"52","동물미용업","02_03_11_P","3930000","393000004920180090","2018-10-01","","04","취소/말소/만료/정지/중지","0004","말소","2025-12-31","","","","","0","","경기도 안산시 단원구 와동 ***-* 창동*차빌라","경기도 안산시 단원구 와동로 *, ***호 (와동, 창동*차빌라)","15269","예뻐질개","2026-01-02 15:08:00","U","2026-01-04 02:40:00","","184496.159378689","425566.961006358","동물미용업","동물미용업(일반)","000","0",
"53","동물미용업","02_03_11_P","4820000","482000004920240001","2024-01-07","","01","영업/정상","0000","정상","","","","","","0","","전라남도 순천시 해룡면 상삼리 ***-**","전라남도 순천시 해룡면 조례못등길 ***","57983","멍블리앤미","2026-01-03 12:51:44","U","2026-01-05 02:40:00","","248224.698189764","161242.712418973","동물미용업","동물미용업(일반)","000","0",
"54","동물미용업","02_03_11_P","3720000","372000004920180028","2018-11-05","","03","폐업","0002","폐업","2025-12-31","","","","052-281-5025","0","","울산광역시 북구 산하동 **-*","울산광역시 북구 화암*길 ** (산하동)","44264","멍클린","2026-01-03 15:59:28","U","2026-01-05 02:40:00","","420910.752894199","239873.660001738","동물미용업","동물미용업(일반)","000","0",
"55","동물미용업","02_03_11_P","3720000","372000004920200007","2020-09-14","","03","폐업","0002","폐업","2025-12-31","","","","052-713-7582","0","","울산광역시 북구 송정동 ****-*","울산광역시 북구 박상진**로 *, ***,***,***호 (송정동)","44236","잘하는 동물메디컬센터","2026-01-03 15:59:06","U","2026-01-05 02:40:00","","414148.385801716","235960.452363709","동물미용업","동물미용업(일반)","000","0",
"56","동물미용업","02_03_11_P","3930000","393000004920260001","2026-01-05","","01","영업/정상","0000","정상","","","","","","0","","경기도 안산시 상록구 월피동 *** 다농마트","경기도 안산시 상록구 예술광장로 *, 다농마트 *층 ***호 (월피동)","15288","댕기세요","2026-01-05 11:27:41","I","2026-01-07 00:20:36","","186106.832558134","425161.59402192","동물미용업","동물미용업(일반)","000","0",
"57","동물미용업","02_03_11_P","3740000","374000004920260001","2026-01-05","","01","영업/정상","0000","정상","","","","","","0","","경기도 수원시 권선구 금곡동 ****","경기도 수원시 권선구 금곡로***번길 **, ***(일부)호 (금곡동)","16385","하이멍뭉","2026-01-05 09:39:26","I","2026-01-07 00:20:36","","194708.566177877","418983.774877259","동물미용업","동물미용업(일반)","000","0",
"58","동물미용업","02_03_11_P","4000000","400000004920260001","2026-01-05","","01","영업/정상","0000","정상","","","","","","0","","경기도 오산시 가수동 *** 가수주공아파트 ***동 ***호","경기도 오산시 가수*로 **, ***동 ***호 (가수동, 가수주공아파트)","18125","복덕이네 출장미용","2026-01-05 09:59:33","I","2026-01-07 00:20:36","","204400.312480304","404922.296612003","동물미용업","동물미용업(자동차 이용)","000","0",
"59","동물미용업","02_03_11_P","4490000","566000004920260001","2026-01-05","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 서북구 불당동 **** ***호","충청남도 천안시 서북구 불당**길 **, *층 ***호 (불당동)","31169","무무하우스","2026-01-05 17:47:23","I","2026-01-07 00:20:36","","209412.121636677","366658.090504234","동물미용업","동물미용업(일반)","000","0",
"60","동물미용업","02_03_11_P","3170000","317000004920260001","2026-01-05","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 금천구 가산동 ***-* *층 ***-*호","서울특별시 금천구 남부순환로 ****, *층 ***-*호 (가산동)","08527","펫대손손 애견센터 가산점","2026-01-05 09:37:34","I","2026-01-07 00:20:36","","190302.576827532","441861.779595513","동물미용업","동물미용업(일반)","000","0",
"61","동물미용업","02_03_11_P","3740000","374000004920230036","2023-08-07","","01","영업/정상","0000","정상","","","","","","0","","경기도 수원시 권선구 권선동 ****-* 이오스 오피스텔","경기도 수원시 권선구 권광로 ***, ***호 (권선동, 이오스 오피스텔)","16571","오늘도 편안하개","2026-01-05 10:30:07","U","2026-01-07 02:40:00","","202682.935","417648.83","동물미용업","동물미용업(일반)","000","0",
"62","동물미용업","02_03_11_P","3520000","352000004920240013","2024-07-30","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 연수구 동춘동 **** 대성빌딩 ***호","인천광역시 연수구 봉재산로**번길 *, 대성빌딩 ***호 (동춘동)","21970","개,세신사","2026-01-05 13:49:00","U","2026-01-07 02:40:00","","170344.135487924","434031.850269205","동물미용업","동물미용업(일반)","000","0",
"63","동물미용업","02_03_11_P","3530000","353000004920240006","2024-05-08","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 구월동 *-**","인천광역시 남동구 용천로 ***, *층 *호 (구월동)","21547","멍스타","2026-01-05 13:37:21","U","2026-01-07 02:40:00","","174709.246563301","439663.062072383","동물미용업","동물미용업(일반)","000","0",
"64","동물미용업","02_03_11_P","5310000","531000004920180009","2018-07-09","","03","폐업","0002","폐업","2026-01-02","","","","055-759-8966","0","","경상남도 진주시 상대동 ***-*","경상남도 진주시 돗골로 ***-* (상대동)","52784","예삐하우스애견샵","2026-01-05 17:16:22","U","2026-01-07 02:40:00","","301232.717605565","187590.391390671","동물미용업","동물미용업(일반)","000","0",
"65","동물미용업","02_03_11_P","3820000","382000004920190034","2019-08-27","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 낙양동 ***","경기도 의정부시 송양로 **, 크리스탈써밋 ***호 (낙양동)","11812","코지퍼지","2026-01-05 15:54:19","U","2026-01-07 02:40:00","","209512.779560631","472210.314694323","동물미용업","동물미용업(일반)","000","0",
"66","동물미용업","02_03_11_P","3520000","352000004920210010","2021-04-16","","03","폐업","0002","폐업","2026-01-05","","","","032-811-4501","0","","인천광역시 연수구 선학동 ***-* 선학프라자 ***-*호","인천광역시 연수구 학나래로***번길 *, 선학프라자 ***-*호 (선학동)","21909","개멋 애견미용","2026-01-05 14:59:46","U","2026-01-07 02:40:00","","173239.747269354","436275.296029206","동물미용업","동물미용업(일반)","000","0",
"67","동물미용업","02_03_11_P","3740000","374000004920180046","2018-07-12","","01","영업/정상","0000","정상","","","","","031-205-5937","0","","경기도 수원시 영통구 영통동 ***-* 미네시티 ***호","경기도 수원시 영통구 봉영로 ****, 미네시티 *층 ***호 (영통동)","16704","애견미용 미용하는 남자(MINAM)","2026-01-05 09:52:31","U","2026-01-07 02:40:00","","206539.285410275","416884.39256056","동물미용업","동물미용업(일반)","000","0",
"68","동물미용업","02_03_11_P","3980000","398000004920220002","2022-02-22","","01","영업/정상","0000","정상","","","","","","0","","경기도 구리시 인창동 ***-** 현산빌딩","경기도 구리시 동구릉로**번길 **, 현산빌딩 *층 ***호 (인창동)","11919","이쁘구멍","2026-01-05 15:14:48","U","2026-01-07 02:40:00","","211627.656344323","456360.940870726","동물미용업","동물미용업(일반)","000","0",
