"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"13","동물병원","02_03_01_P","5680000","463000001019750001","1975-06-17","","03","폐업","0002","폐업","2026-01-02","","","","","0","","충청남도 당진시 읍내동 626-9 10통","충청남도 당진시 당진중앙2로 17-5 (읍내동)","31769","정가축병원","2026-01-02 09:58:45","U","2026-01-04 02:40:00","","166631.272050857","376778.191541596","동물병원","","000","0",
"14","동물병원","02_03_01_P","3560000","356000001020100001","2010-03-02","","01","영업/정상","0000","정상","","","","","565-7975","0","","인천광역시 서구 당하동 1082-6 대리점","인천광역시 서구 서곶로 829, 2층 (당하동)","22675","검단탑동물의료센터","2026-01-02 16:49:08","U","2026-01-04 02:40:00","","171040.504920043","454384.034587416","동물병원","","000","0",
"15","동물병원","02_03_01_P","3540000","354000001019900002","1990-11-30","","01","영업/정상","0000","정상","","","","","032-503-0075","0","","인천광역시 부평구 산곡동 143-2","인천광역시 부평구 원적로 392 (산곡동)","21377","세림동물병원","2026-01-02 16:34:48","U","2026-01-04 02:40:00","","174283.654723663","444642.283941241","동물병원","","000","0",
"16","동물병원","02_03_01_P","3600000","360000001020190002","2019-12-23","","01","영업/정상","0000","정상","","","","","062-384-7582","81.51","","광주광역시 서구 화정동 755-19","광주광역시 서구 화운로 111, 2층 (화정동)","61987","베스트동물병원","2026-01-02 15:54:10","U","2026-01-04 02:40:00","","188891.337646305","183353.270457515","동물병원","","000","0",
"17","동물병원","02_03_01_P","4870000","487000001020200001","2020-03-24","","03","폐업","0002","폐업","2025-12-31","","","","","29","","전라남도 구례군 구례읍 봉남리 91-10","전라남도 구례군 구례읍 중앙로 11","57641","소담동물병원","2026-01-02 13:30:45","U","2026-01-04 02:40:00","","242511.201820973","189818.928871207","동물병원","","000","0",
"18","동물병원","02_03_01_P","4181000","418100001020250004","2025-09-01","","01","영업/정상","0000","정상","","","","","0339100037","125","","강원특별자치도 춘천시 우두동 1092-4","강원특별자치도 춘천시 우두2길 3-1, 101호 앞쪽 (우두동)","24221","오늘봄동물병원","2026-01-02 17:01:21","U","2026-01-04 02:40:00","","264872.85261306","490145.857993628","동물병원","","000","0",
"19","동물병원","02_03_01_P","3710000","371000001020260001","2026-01-05","","01","영업/정상","0000","정상","","","","","052-713-9700","","","울산광역시 동구 서부동 100-1","울산광역시 동구 명덕로 15, 3층 303 304호 (서부동)","44033","본힐동물병원","2026-01-05 09:51:46","I","2026-01-07 00:20:36","","420433.563763287","227460.253802175","동물병원","","000","0",
"20","동물병원","02_03_01_P","4870000","487000001020260001","2026-01-05","","01","영업/정상","0000","정상","","","","","","44","","전라남도 구례군 구례읍 봉남리 91-10","전라남도 구례군 구례읍 중앙로 11","57641","닥터 하 동물병원","2026-01-05 10:20:08","I","2026-01-07 00:20:36","","242511.201820973","189818.928871207","동물병원","","000","0",
"21","동물병원","02_03_01_P","4570000","457000001019800001","1980-07-25","","03","폐업","0002","폐업","2026-01-05","","","","835-2198","30","","충청남도 부여군 부여읍 구아리 141-3 3통","충청남도 부여군 부여읍 성왕로 202","33145","금강동물병원","2026-01-05 16:10:40","U","2026-01-07 02:40:00","","191852.896157724","309093.514617458","동물병원","","000","0",
"22","동물병원","02_03_01_P","3910000","391000001019800001","1980-09-18","","03","폐업","0002","폐업","2025-12-31","","","","031-666-6501","0","","경기도 평택시 서정동 303-1","경기도 평택시 서정역로58번길 30 (서정동)","","경기동물병원(출장진료 전문)","2026-01-05 15:45:10","U","2026-01-07 02:40:00","","204789.268442002","395373.036356228","동물병원","","000","0",
"23","동물병원","02_03_01_P","3560000","356000001020140001","2014-01-08","","01","영업/정상","0000","정상","","","","","583-0365","0","","인천광역시 서구 경서동 958-1 롯데캐슬단지내상가 C동","인천광역시 서구 청라커낼로 252, c동 118, 119호 (경서동)","22762","청라종합동물병원","2026-01-05 10:44:57","U","2026-01-07 02:40:00","","168725.044916072","447687.557991574","동물병원","","000","0",
"24","동물병원","02_03_01_P","3230000","323000001020250013","2025-12-31","","01","영업/정상","0000","정상","","","","","02-2202-2025","0","","서울특별시 송파구 방이동 40 파라다이스빌잠실 201호","서울특별시 송파구 올림픽로 366, 201호 (방이동, 파라다이스빌잠실)","05544","THE허그동물의료센터","2026-01-05 11:26:48","U","2026-01-07 02:40:00","","209725.556146719","446039.346355569","동물병원","","000","0",
"25","동물병원","02_03_01_P","3310000","331000001019950001","1995-04-08","","03","폐업","0002","폐업","2026-01-02","","","","628-0855","0","","부산광역시 남구 용호동 368-4 목련아파트","부산광역시 남구 용호로123번길 5 (용호동, 목련아파트)","48578","용호동물병원","2026-01-05 10:37:42","U","2026-01-07 02:40:00","","392505.215427484","182296.122660257","동물병원","","000","0",
"26","동물병원","02_03_01_P","5670000","567000001020190003","2019-07-18","","01","영업/정상","0000","정상","","","","","","37.25","","경상남도 창원시 의창구 대산면 제동리 821-2 2층","경상남도 창원시 의창구 대산면 주남로 540-15, 2층","51124","대산서울동물병원","2026-01-05 14:30:49","U","2026-01-07 02:40:00","","355243.869917157","204910.489485186","동물병원","","000","0",
"27","동물병원","02_03_01_P","5540000","554000001020250002","2025-08-21","","01","영업/정상","0000","정상","","","","","","0","","경기도 광주시 양벌동 274","경기도 광주시 양벌로 162 (양벌동)","12796","엠(M)동물메디컬센터","2026-01-05 11:14:18","U","2026-01-07 02:40:00","","","","동물병원","","000","0",
"28","동물병원","02_03_01_P","3560000","356000001020250001","2025-04-30","","01","영업/정상","0000","정상","","","","","032-721-5665","744","","인천광역시 서구 심곡동 278-11","인천광역시 서구 서곶로 326 (심곡동)","22713","24시 인천 이음동물의료센터","2026-01-05 11:45:56","U","2026-01-07 02:40:00","","171416.194837875","449439.326671175","동물병원","","000","0",
"29","동물병원","02_03_01_P","3220000","322000001020170001","2017-01-06","","01","영업/정상","0000","정상","","","","","02-549-0275","0","","서울특별시 강남구 신사동 587-13 1층 지하1층","서울특별시 강남구 도산대로 213 (신사동, 1층, 지하1층)","06026","시그니처 동물의료센터","2026-01-05 10:25:33","U","2026-01-07 02:40:00","","202580.58909147","446499.582136322","동물병원","","000","0",
"30","동물병원","02_03_01_P","3150000","315000001020140004","2014-12-18","","01","영업/정상","0000","정상","","","","","02-518-7500","0","","서울특별시 강서구 등촌동 658-4","서울특별시 강서구 화곡로 371 (등촌동)","07590","강서YD동물의료센터","2026-01-05 16:50:13","U","2026-01-07 02:40:00","","186868.771611134","450531.905642082","동물병원","","000","0",
"31","동물병원","02_03_01_P","3110000","311000001020260001","2026-01-06","","01","영업/정상","0000","정상","","","","","02-2088-4531","231","","서울특별시 은평구 응암동 84-1 서운빌딩 102, 103호","서울특별시 은평구 서오릉로 9, 서운빌딩 102, 103호 (응암동)","03460","동물병원 산책: 내과/외과/재활센터","2026-01-06 10:59:54","I","2026-01-09 00:20:01","","193425.18186685","455537.043261083","동물병원","","000","0",
"32","동물병원","02_03_01_P","4671000","467100001020190002","2019-12-16","","01","영업/정상","0000","정상","","","","","","16","","전북특별자치도 군산시 비응도동 103 새만금도매어시장","전북특별자치도 군산시 비응동로 40, C동 107호 (비응도동)","54003","누리동물병원","2026-01-06 13:08:23","U","2026-01-09 02:40:00","","173383.048156402","276143.583351496","동물병원","","000","0",
"33","동물병원","02_03_01_P","4751000","475100001020250001","2025-12-10","","01","영업/정상","0000","정상","","","","","063-784-7515","98","","전북특별자치도 장수군 계남면 호덕리 632-6","전북특별자치도 장수군 계남면 장무로 119","55622","무진장거점동물병원","2026-01-07 17:41:08","U","2026-01-09 02:40:00","","252670.692141175","247025.483892875","동물병원","","000","0",
"34","동물병원","02_03_01_P","3240000","324000001020010002","2001-04-13","","01","영업/정상","0000","정상","","","","","02-474-0117","0","","","서울특별시 강동구 구천면로 289 (천호동)","05320","다래동물병원","2026-01-06 11:01:19","U","2026-01-09 02:40:00","","211723.368575566","449296.322354931","동물병원","","000","0",
"35","동물병원","02_03_01_P","3740000","374000001020250004","2025-06-02","","01","영업/정상","0000","정상","","","","","031-895-6008","73.06","","경기도 수원시 영통구 망포동 760 영통아이파크캐슬2단지","경기도 수원시 영통구 덕영대로 1400, 상가에이동 104,105호 (망포동, 영통아이파크캐슬2단지)","16684","한걸음 동물병원","2026-01-06 16:14:59","U","2026-01-09 02:40:00","","203682.901989481","415678.03854995","동물병원","","000","0",
"36","동물병원","02_03_01_P","4520000","452000001020250005","2025-03-26","","01","영업/정상","0000","정상","","","","","","39.14","","충청남도 아산시 신창면 남성리 852 아산 삼부르네상스 더힐 제301동 제지1층2호","충청남도 아산시 신창면 천우물로 22, 제301동 제지1층 2호 (아산 삼부르네상스 더힐)","31531","유동물병원","2026-01-06 10:02:38","U","2026-01-09 02:40:00","","","","동물병원","","000","0",
"37","동물병원","02_03_01_P","4830000","483000001020260001","2026-01-06","","01","영업/정상","0000","정상","","","","","","39.69","","전라남도 나주시 빛가람동 203-3 T.C.C복합타워 102호","전라남도 나주시 상야4길 16-16, T.C.C복합타워 1층 102호 (빛가람동)","58217","대영동물병원","2026-01-06 13:57:19","I","2026-01-10 00:20:07","","181036.536231515","169457.841399785","동물병원","","000","0",
"38","동물병원","02_03_01_P","3230000","323000001020260001","2026-01-07","","01","영업/정상","0000","정상","","","","","","","","서울특별시 송파구 삼전동 132-6 상구빌딩 2층","서울특별시 송파구 삼학사로 67, 상구빌딩 2층 (삼전동)","05603","잠실바른눈안과동물병원","2026-01-07 09:14:10","I","2026-01-10 00:20:07","","208488.63100076","444574.426119412","동물병원","","000","0",
"39","동물병원","02_03_01_P","4681000","468100001020260001","2026-01-08","","01","영업/정상","0000","정상","","","","","","330","","전북특별자치도 익산시 영등동 816-2","전북특별자치도 익산시 하나로 499 (영등동)","54541","늘봄동물병원","2026-01-08 15:41:24","I","2026-01-10 00:20:07","","198128.463288501","273859.898430858","동물병원","","000","0",
"40","동물병원","02_03_01_P","4600000","460000001020190001","2019-01-29","","01","영업/정상","0000","정상","","","","","","132.28","","충청남도 홍성군 홍북읍 신경리 553 성원타워","충청남도 홍성군 홍북읍 청사로174번길 25, 성원타워","32256","내포동물의료센터","2026-01-07 09:14:42","U","2026-01-10 02:40:00","","171402.06532856","351071.771100058","동물병원","","000","0",
"41","동물병원","02_03_01_P","3910000","391000001020190001","2019-05-27","","01","영업/정상","0000","정상","","","","","031-692-5022","270.98","","경기도 평택시 비전동 1103-1","경기도 평택시 비전5로 20-24, 더테라스 207,208호 (비전동)","17854","24시 라움동물의료센터","2026-01-07 13:44:14","U","2026-01-10 02:40:00","","210072.869932937","388588.911600578","동물병원","","000","0",
"42","동물병원","02_03_01_P","3600000","360000001020040004","2004-03-29","","01","영업/정상","0000","정상","","","","","652-8275","88","","광주광역시 서구 풍암동 1137","광주광역시 서구 풍암순환로188번길 15 (풍암동)","62060","한결동물의료센터","2026-01-06 18:24:41","U","2026-01-10 02:40:00","","189281.908948695","180985.791354867","동물병원","","000","0",
"43","동물병원","02_03_01_P","4820000","482000001020050001","2005-10-31","","01","영업/정상","0000","정상","","","","","061-745-7577","34.5","","전라남도 순천시 황전면 괴목리 45-1","전라남도 순천시 황전면 괴목길 11-1","57902","이레동물병원","2026-01-08 16:54:52","U","2026-01-10 02:40:00","","238896.824179962","178248.966143063","동물병원","","000","0",
"44","동물병원","02_03_01_P","3310000","331000001020170001","2017-10-12","","01","영업/정상","0000","정상","","","","","051-624-2475","349.01","","부산광역시 남구 대연동 1745-9","부산광역시 남구 수영로 221 (대연동)","48445","UN동물의료센터","2026-01-06 09:41:20","U","2026-01-10 02:40:00","","390487.342969125","183799.204837057","동물병원","","000","0",
"45","동물병원","02_03_01_P","3990000","399000001020210003","2021-06-03","","01","영업/정상","0000","정상","","","","","031-511-7582","97.84","","경기도 남양주시 호평동 174-10 201호","경기도 남양주시 호평로45번길 28, 2층 201호 (호평동)","12147","24시 위너스동물의료센터","2026-01-08 10:04:04","U","2026-01-10 02:40:00","","221658.043624952","461782.158261089","동물병원","","000","0",
"46","동물병원","02_03_01_P","3660000","366000001020180001","2018-06-04","","01","영업/정상","0000","정상","","","","","042)486-7581","421.61","","대전광역시 서구 탄방동 605 2,3층","대전광역시 서구 문정로 16, 2,3층 (탄방동)","35261","24아프리카동물메디컬센터","2026-01-08 15:47:01","U","2026-01-10 02:40:00","","234195.7496706","316142.475902615","동물병원","","000","0",
"47","동물병원","02_03_01_P","5710000","573000001020250001","2025-04-23","","01","영업/정상","0000","정상","","","","","043-715-7675","187","","충청북도 청주시 흥덕구 봉명동 1612 윤성열내과의원","충청북도 청주시 흥덕구 직지대로 571, 윤성열내과의원 1층 (봉명동)","28453","두근동물병원","2026-01-08 14:15:11","U","2026-01-10 02:40:00","","240750.239654692","349252.850058717","동물병원","","000","0",
"48","동물병원","02_03_01_P","4070000","407000001020230005","2023-12-29","","01","영업/정상","0000","정상","","","","","031-637-7959","0","","경기도 이천시 진리동 367-1","경기도 이천시 구만리로 114 (진리동)","17391","바른동물병원","2026-01-07 16:35:45","U","2026-01-10 02:40:00","","239715.500262086","418572.125696158","동물병원","","000","0",
"49","동물병원","02_03_01_P","3220000","322000001020180006","2018-11-14","","03","폐업","0002","폐업","2025-12-29","","","","02-546-9539","0","","서울특별시 강남구 논현동 88-4 양현빌딩 2층/5층","서울특별시 강남구 논현로132길 24, 양현빌딩 2층/5층 (논현동)","06052","최영민 동물의료센터","2026-01-08 10:15:50","U","2026-01-10 02:40:00","","202792.559749655","445881.073698208","동물병원","","000","0",
"50","동물병원","02_03_01_P","5130000","513000001020160006","2016-12-23","","01","영업/정상","0000","정상","","","","","","499","","경상북도 경산시 와촌면 동강리 140","경상북도 경산시 와촌면 동강길 26","38412","다원동물병원","2026-01-09 14:55:17","U","2026-01-11 02:40:00","","365193.883856717","274264.027935716","동물병원","","000","0",
"51","동물병원","02_03_01_P","3940000","394000001020200002","2020-03-11","","01","영업/정상","0000","정상","","","","","02-381-2475","860.69","","경기도 고양시 덕양구 삼송동 291 힐스테이트 삼송역","경기도 고양시 덕양구 동송로 70, 힐스테이트 삼송역 221,227~231호 (삼송동)","10591","24시 라인동물의료센터","2026-01-09 09:57:25","U","2026-01-11 02:40:00","","190815.458049782","461119.342314115","동물병원","","000","0",
"52","동물병원","02_03_01_P","4170000","417000001020250001","2025-08-26","","01","영업/정상","0000","정상","","","","","031-773-7582","82.64","","경기도 양평군 용문면 다문리 338-4","경기도 양평군 용문면 다문북길 110","12522","이장석 동물병원","2026-01-09 14:32:30","U","2026-01-11 02:40:00","","252561.080477572","443023.534195729","동물병원","","000","0",
"53","동물병원","02_03_01_P","3130000","313000001020210004","2021-05-26","","01","영업/정상","0000","정상","","","","","02-376-7675","","","서울특별시 마포구 성산동 151-6","서울특별시 마포구 월드컵북로 218, 2층 (성산동)","03941","키다리 동물병원","2026-01-09 16:10:13","U","2026-01-11 02:40:00","","191539.563874532","451916.77064097","동물병원","","000","0",
"54","동물병원","02_03_01_P","5540000","554000001020030001","2003-07-09","","01","영업/정상","0000","정상","","","","","726-3336","396","","경기도 광주시 능평동 175-9","경기도 광주시 능평로 168 (능평동)","12773","분당에덴동물병원","2026-01-09 15:00:50","U","2026-01-11 02:40:00","","","","동물병원","","000","0",
"55","동물병원","02_03_01_P","3940000","394000001020070002","2007-03-30","","01","영업/정상","0000","정상","","","","","1666-7501","790.8","","경기도 고양시 덕양구 화정동 984-8","경기도 고양시 덕양구 화신로272번길 5, 2,3층 (화정동)","10500","탑케어동물의료원","2026-01-09 11:03:34","U","2026-01-11 02:40:00","","185013.703419501","458778.522826862","동물병원","","000","0",
"56","동물병원","02_03_01_P","3940000","394000001020140004","2014-05-12","","01","영업/정상","0000","정상","","","","","031-962-3232","352.54","","경기도 고양시 덕양구 원흥동 471-10 고양시 농업기술센터","경기도 고양시 덕양구 고양대로 1695, 고양시 농업기술센터 (원흥동)","10563","고양시 동물보호센터","2026-01-09 09:35:53","U","2026-01-11 02:40:00","","188445.243037768","460802.626677644","동물병원","","O00","0",
"57","동물병원","02_03_01_P","3930000","393000001020180004","2018-12-21","","01","영업/정상","0000","정상","","","","","401-7200","0","","경기도 안산시 단원구 고잔동 725-1 스타맥스타워1","경기도 안산시 단원구 광덕대로 194, 스타맥스타워1 A동 602호 (고잔동)","15462","웰니스동물병원(고잔점)","2026-01-09 17:39:47","U","2026-01-11 02:40:00","","184953.121683517","423556.960051606","동물병원","","000","0",
"58","동물병원","02_03_01_P","5130000","513000001020260001","2026-01-12","","01","영업/정상","0000","정상","","","","","","","","경상북도 경산시 와촌면 동강리 140","경상북도 경산시 와촌면 동강길 26","38412","든든한우 동물병원","2026-01-12 17:45:22","I","2026-01-14 00:20:02","","365193.883856717","274264.027935716","동물병원","","000","0",
"59","동물병원","02_03_01_P","3530000","353000001020120002","2012-12-21","","01","영업/정상","0000","정상","","","","","433-0075","0","","인천광역시 남동구 간석동 210-2 1층, 지하1층","인천광역시 남동구 남동대로 912, 1층, 지하1층 (간석동)","21545","독스동물병원","2026-01-12 10:12:49","U","2026-01-14 02:40:00","","174139.774518789","440218.672076386","동물병원","","000","0",
"60","동물병원","02_03_01_P","3040000","304000001020050001","2005-01-11","","01","영업/정상","0000","정상","","","","","455-7570","69","","서울특별시 광진구 광장동 530-39","서울특별시 광진구 광나루로 601 (광장동)","04984","쥬라기동물병원","2026-01-12 09:06:20","U","2026-01-14 02:40:00","","208344.912915338","448875.286459939","동물병원","","000","0",
"61","동물병원","02_03_01_P","3940000","394000001020170001","2017-03-07","","01","영업/정상","0000","정상","","","","","031-979-7975","304.2","","경기도 고양시 덕양구 화정동 970-1 대감빌딩","경기도 고양시 덕양구 화중로 76, 102,103호 (화정동, 대감빌딩)","10500","FM 동물메디컬센터","2026-01-12 15:53:57","U","2026-01-14 02:40:00","","185023.143470242","459077.395478509","동물병원","","000","0",
"62","동물병원","02_03_01_P","3120000","312000001019980001","2002-12-24","","01","영업/정상","0000","정상","","","","","396-5525","0","","서울특별시 서대문구 홍제동 330-54","서울특별시 서대문구 통일로 463 (홍제동)","03636","홍제동물병원","2026-01-12 16:10:33","U","2026-01-14 02:40:00","","194873.372298953","454149.190304917","동물병원","","000","0",
"63","동물병원","02_03_01_P","3310000","331000001020260001","2026-01-13","","01","영업/정상","0000","정상","","","","","051)715-2601","122.71","","부산광역시 남구 대연동 1954 힐스테이트대연센트럴","부산광역시 남구 진남로 95, 상가 110호 (대연동, 힐스테이트대연센트럴)","48451","세이 동물병원","2026-01-13 10:49:19","I","2026-01-15 00:20:35","","","","동물병원","","000","0",
"64","동물병원","02_03_01_P","3670000","367000001020190001","2019-04-18","","01","영업/정상","0000","정상","","","","","0427197566","0","","대전광역시 유성구 봉명동 548-11","대전광역시 유성구 계룡로 131 (봉명동)","34187","24시 성심동물메디컬센터","2026-01-13 09:00:33","U","2026-01-15 02:40:00","","230922.68885307","316964.023218492","동물병원","","000","0",
"65","동물병원","02_03_01_P","6510000","651000001020140007","2014-12-03","","01","영업/정상","0000","정상","","","","","746-7410","0","","제주특별자치도 제주시 연동 276-11","제주특별자치도 제주시 신광로 105, 103, 104호 (연동)","63136","찬`s 동물병원","2026-01-13 20:25:42","U","2026-01-15 02:40:00","","152531.07250357","-1414.10490304801","동물병원","","000","0",
"66","동물병원","02_03_01_P","5080000","508000001020170003","2017-07-10","","03","폐업","0002","폐업","2026-01-13","","","","","140","","경상북도 구미시 선산읍 완전리 210","경상북도 구미시 선산읍 남문로5길 5, 102호","39125","범방동물병원","2026-01-13 10:16:44","U","2026-01-15 02:40:00","","316864.232192803","305338.382276571","동물병원","","000","0",
"67","동물병원","02_03_01_P","3830000","383000001020200002","2020-03-03","","01","영업/정상","0000","정상","","","","","031-422-7579","189.14","","경기도 안양시 동안구 평촌동 897 평촌칼라힐주차빌딩","경기도 안양시 동안구 시민대로 312, 평촌칼라힐주차빌딩 2층 234~237호 (평촌동)","14065","연합에이엠씨","2026-01-13 15:47:33","U","2026-01-15 02:40:00","","196822.119978806","432554.706986554","동물병원","","000","0",
"68","동물병원","02_03_01_P","4600000","460000001020230001","2023-05-02","","01","영업/정상","0000","정상","","","","","","56.07","","충청남도 홍성군 홍성읍 월산리 827-1","충청남도 홍성군 홍성읍 월산로50번길 29","32226","한울산업동물병원","2026-01-13 08:56:34","U","2026-01-15 02:40:00","","168365.228516885","344467.695105551","동물병원","","000","0",
"69","동물병원","02_03_01_P","5540000","554000001020240002","2024-04-25","","01","영업/정상","0000","정상","","","","","","0","","경기도 광주시 경안동 447 경기광주역 금호리첸시아","경기도 광주시 경안로41번길 6, D209, 210-2호 (경안동, 경기광주역 금호리첸시아)","12760","우리동물메디컬센터","2026-01-13 13:42:51","U","2026-01-15 02:40:00","","222618.188936667","434045.266636268","동물병원","","000","0",
"70","동물병원","02_03_01_P","4681000","468100001020030003","2003-07-30","","03","폐업","0002","폐업","2026-01-13","","","","","0","","전북특별자치도 익산시 영등동 816-3","전북특별자치도 익산시 하나로 483-26(영등동)","54541","와우동물메디컬센터","2026-01-13 16:26:56","U","2026-01-15 02:40:00","","198131.376721287","273839.986716688","동물병원","","000","0",
"71","동물병원","02_03_01_P","4810000","481000001020250001","2025-06-10","","01","영업/정상","0000","정상","","","","","","762.58","","전라남도 여수시 평여동 578 여수시 반려동물보호센터","전라남도 여수시 여수산단로 292-62, 여수시 반려동물보호센터 (평여동)","59616","반려동물보호센터 동물병원","2026-01-13 17:52:15","U","2026-01-15 02:40:00","","261693.626182214","145632.864252191","동물병원","","000","0",
"72","동물병원","02_03_01_P","3220000","322000001020130003","2013-05-13","","01","영업/정상","0000","정상","","","","","02-541-7515","295.88","","서울특별시 강남구 삼성동 70-6","서울특별시 강남구 삼성로 614 (삼성동)","06085","24시 청담우리 동물병원","2026-01-13 14:17:02","U","2026-01-15 02:40:00","","204603.205","445808.225","동물병원","","000","0",
"73","동물병원","02_03_01_P","4500000","450000001020000001","2000-05-24","","03","폐업","0002","폐업","2026-01-14","","","","","78.78","","충청남도 공주시 의당면 유계리 28","충청남도 공주시 의당면 의당전의로 463","32517","금강동물병원","2026-01-14 15:16:47","U","2026-01-16 02:40:00","","215811.81689823","335664.569247303","동물병원","","000","0",
