"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"11","부속의료기관","01_01_03_P","4520000","PHMA320134520031041300001","2013-10-18","","01","영업/정상","13","영업중","","","","","041-535-2357","","","","충청남도 아산시 탕정면 삼성로 181","31454","삼성디스플레이(주) 아산1 부속의원","2026-01-09 01:43:23","U","2026-01-11 02:40:00","","205626.079105033","368076.885738105","부속의원","9","0","0","424.04","101 103 104 105 112 114 122","내과, 정신건강의학과, 외과, 정형외과, 안과, 피부과, 가정의학과","","","","0","0","","","0","",
"12","부속의료기관","01_01_03_P","4070000","PHMA320084070023041300001","2008-03-19","","01","영업/정상","13","영업중","","","","","031-5185-5555","","","","경기도 이천시 부발읍 경충대로 2091","17336","SK 하이스텍(주)부속의원","2026-01-14 11:19:02","U","2026-01-17 02:40:00","","243104.079290009","416797.645145138","부속의원","18","0","0","1036.9","101 104 112 113 114 122 125","내과, 외과, 안과, 이비인후과, 피부과, 가정의학과, 응급의학과","","","","0","0","","","0","",
"13","부속의료기관","01_01_03_P","3910000","PHMA320173910165041300001","2017-08-30","","01","영업/정상","13","영업중","","","","","031-6191-1004","","","경기도 평택시 고덕동 1697 삼성전자(주) 평택캠퍼스","경기도 평택시 삼성로 144, 삼성전자(주) 평택캠퍼스 복지동 2층 (고덕동)","17786","삼성전자(주) 평택부속의원","2026-01-08 22:43:30","U","2026-01-10 02:40:00","","204538.699823208","392857.319489022","부속의원","6","0","0","721.4","122 114 103 101","내과, 정신건강의학과, 피부과, 가정의학과","","","","0","0","","","0","",
"14","부속의료기관","01_01_03_P","5080000","PHMA319965080035041300001","1996-09-06","","01","영업/정상","13","영업중","","","","","054-479-5088","","","경상북도 구미시 임수동 94-1 삼성전자 2공장","경상북도 구미시 3공단3로 302, 삼성전자 2공장 E동 2층 (임수동)","39388","삼성전자(주)2공장부속의원","2026-01-02 09:49:39","U","2026-01-04 02:40:00","","327246.920067768","290666.358443785","부속의원","6","0","0","211","122 120 114 113 112 105 104 103 101","내과, 정신건강의학과, 외과, 정형외과, 안과, 이비인후과, 피부과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"15","부속의료기관","01_01_03_P","5080000","PHMA319965080035041300002","1996-07-26","","01","영업/정상","13","영업중","","","","","054-469-7258","","730-708","경상북도 구미시 공단동 엘에스전선(주)구미공장","경상북도 구미시 수출대로 228 (공단동)","39369","엘에스전선(주)부속의원","2026-01-09 03:43:25","U","2026-01-11 02:40:00","","325175.372818699","290728.185663039","부속의원","2","0","0","120","122 114 113 112 110 105 104 102 101","내과, 신경과, 외과, 정형외과, 산부인과, 안과, 이비인후과, 피부과, 가정의학과","","","","0","0","","","0","",
"16","부속의료기관","01_01_03_P","3500000","PHMA320123500020041300001","2012-03-30","","01","영업/정상","13","영업중","","","","","0322111383","","","인천광역시 동구 화수동 7-11","인천광역시 동구 인중로 489(화수동)","22502","에이치디 건설기계(주)부속의원","2026-01-14 11:24:20","U","2026-01-16 02:40:00","","167026.3164495","442927.500637717","부속의원","5","0","0","127.27","104","외과","","","","0","0","","","0","",
"17","부속의료기관","01_01_03_P","5020000","PHMA320225020055041300001","2022-03-08","","01","영업/정상","13","영업중","","","","","054-220-7023","","","경상북도 포항시 남구 동촌동 701-45 보건지원센타","경상북도 포항시 남구 동해안로6213번길 27, 보건지원센타 (동촌동)","37859","(주)포스코부속의원","2026-01-09 03:43:25","U","2026-01-11 02:40:00","","415225.023716335","279903.292124307","부속의원","7","0","0","1877","124 104 101","내과, 외과, 직업환경의학과","","","","0","0","","","0","",
"18","부속의료기관","01_01_03_P","3710000","PHMA319903710033041300001","1990-06-13","","01","영업/정상","13","영업중","","","","","052-250-3671","","682-712","울산광역시 동구 방어동 1381번지","울산광역시 동구 방어진순환도로 100 (방어동)","44113","HD현대중공업(주) 중형선부속의원","2026-01-02 01:43:23","U","2026-01-04 02:40:00","","417802.794202797","225326.968907405","부속의원","2","0","0","140.9","101","내과","","","","0","0","","","0","",
"19","부속의료기관","01_01_03_P","3700000","PHMA319823700018041300001","1982-07-16","","01","영업/정상","13","영업중","","","","","052-208-2391","","680-130","울산광역시 남구 고사동 110번지","울산광역시 남구 신여천로 2 (고사동)","44782","에스케이에너지주식회사부속의원","2026-01-09 13:23:41","U","2026-01-11 02:40:00","","413725.562545146","225181.99803865","부속의원","3","0","0","286.2","101","내과","","","","0","0","","","0","",
"20","부속의료기관","01_01_03_P","3910000","PHMA320253910165041300001","2025-12-30","","01","영업/정상","13","영업중","","","","","031-6191-6278","","","경기도 평택시 고덕동 1695 삼성전자(주) 평택캠퍼스","경기도 평택시 삼성로 114, 삼성전자(주) 평택캠퍼스 3동 6층 (고덕동)","17786","삼성전자(주)평택사무3동부속의원","2026-01-09 08:43:37","U","2026-01-11 02:40:00","","205276.542163998","392561.65560657","부속의원","2","0","0","696.4","122 101","내과, 가정의학과","","","","0","0","","","0","",
"21","부속의료기관","01_01_03_P","3220000","PHMA320253220033041300002","2025-12-15","","01","영업/정상","13","영업중","","","","","02-6214-0857","","","서울특별시 강남구 삼성동 168-6 K뷰티스퀘어 5층","서울특별시 강남구 영동대로 502, K뷰티스퀘어 5층 (삼성동)","06173","(주)바임부속의원","2025-12-31 09:13:11","I","2026-01-03 00:20:02","","205534.332417883","445272.310347112","부속의원","1","0","0","63.76","114 101","내과, 피부과","","","","0","0","","","0","",
"22","부속의료기관","01_01_03_P","3220000","PHMA320233220033041300001","2023-06-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 49-4 신영와코루빌딩","서울특별시 강남구 강남대로 566, 신영와코루빌딩 1층 일부 (논현동)","06044","(주)제이시스메디칼부속의원","2026-01-01 21:43:40","U","2026-01-03 02:40:00","","201811.305286389","445614.558650583","부속의원","0","0","0","69.26","122 114","피부과, 가정의학과","","","","0","0","","","0","",
"23","부속의료기관","01_01_03_P","3000000","PHMA320213000034041300003","2021-10-01","","01","영업/정상","13","영업중","","","","","02-3671-6891~2","","","서울특별시 종로구 세종로 100 KT 광화문 빌딩 West","서울특별시 종로구 세종대로 178, KT 광화문 빌딩 West 3층 (세종로)","03154","KT광화문부속의원","2026-01-09 09:43:23","U","2026-01-11 02:40:00","","197982.889600104","452206.123138933","부속의원","2","0","0","156.43","122","가정의학과","","","","0","0","","","0","",
"24","부속의료기관","01_01_03_P","3210000","PHMA320213210034041300001","2021-11-10","","01","영업/정상","13","영업중","","","","","02-526-5031","","","서울특별시 서초구 우면동 17 한국통신연구개발본부","서울특별시 서초구 태봉로 151, 한국통신연구개발본부 1층 (우면동)","06763","케이티(KT)우면부속의원","2026-01-09 02:43:19","U","2026-01-11 02:40:00","","202497.519150037","441019.955686197","부속의원","1","0","0","122.6","122","가정의학과","","","","0","0","","","0","",
"25","부속의료기관","01_01_03_P","3630000","PHMA320053630020041300001","2005-03-10","","01","영업/정상","13","영업중","","","","","062-950-6075","","","","광주광역시 광산구 하남산단6번로 107 (오선동)","62218","삼성전자㈜부속의원","2026-01-13 10:43:57","U","2026-01-15 02:40:00","","182370.144227651","189464.591873446","부속의원","4","0","0","158","101 103 104 105 112 113 114 120 122","내과, 정신건강의학과, 외과, 정형외과, 안과, 이비인후과, 피부과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"26","부속의료기관","01_01_03_P","3360000","PHMA320143360024041300001","2014-08-27","","01","영업/정상","13","영업중","","","","","051979-9089","","","","부산광역시 강서구 르노삼성대로 61 (신호동)","46758","르노코리아부속의원","2026-01-09 09:43:25","U","2026-01-11 02:40:00","","371070.269343302","178844.95719133","부속의원","3","0","0","580","101 104 105","내과, 외과, 정형외과","","","","0","0","","","0","",
"27","부속의료기관","01_01_03_P","5370000","PHMA319935370025041300001","1993-07-01","","01","영업/정상","13","영업중","","","","","055-630-3488","","","","경상남도 거제시 장평3로 80 (장평동)","53261","삼성중공업부속의원","2026-01-02 02:13:20","U","2026-01-04 02:40:00","","346399.237199992","156840.927799368","부속의원","14","0","0","1829","113 112 104 103 101","내과, 정신건강의학과, 외과, 안과, 이비인후과","","","","0","0","","","0","",
"28","부속의료기관","01_01_03_P","5530000","PHMA320045530021041300001","2004-08-02","","01","영업/정상","13","영업중","","","","","031-208-5588","","445-701","경기도 화성시 반월동 산 16번지","경기도 화성시 삼성전자로 1 (반월동)","18448","삼성전자(주)화성부속의원","2025-12-31 15:34:31","U","2026-01-03 02:40:00","","205820.890952409","413028.454932076","부속의원","8","0","0","351.8","101 103","내과, 정신건강의학과","","","","0","0","","","0","",
"29","부속의료기관","01_01_03_P","5530000","PHMA320145530021041300001","2014-01-28","","01","영업/정상","13","영업중","","","","","031-8096-0123","","445-330","경기도 화성시 반월동 산 16번지","경기도 화성시 삼성전자로 1-1 (반월동, 부품연구동)","18448","삼성전자(주) 부품연구동부속의원","2025-12-31 16:23:53","U","2026-01-03 02:40:00","","","","부속의원","7","0","0","482.6","101 114 103","내과, 정신건강의학과, 피부과","","","","0","0","","","0","",
"30","부속의료기관","01_01_03_P","3740000","PHMA320133740106041300001","2013-06-28","","01","영업/정상","13","영업중","","","","","031-200-1318","","443-742","경기도 수원시 영통구 매탄동 416번지 2,3층","경기도 수원시 영통구 삼성로 129, 2,3층 (매탄동)","16677","삼성전자수원부속의원","2026-01-08 22:44:03","U","2026-01-10 02:40:00","","204466.046131577","417102.66211722","부속의원","30","0","0","1408","101 104 105 113 122 124 103","내과, 정신건강의학과, 외과, 정형외과, 이비인후과, 가정의학과, 직업환경의학과","","","","0","0","","","0","",
"31","부속의료기관","01_01_03_P","3740000","PHMA320143740106041300001","2014-04-30","","01","영업/정상","13","영업중","","","","","031-210-5874","","","경기도 수원시 영통구 매탄동 310 삼성전기","경기도 수원시 영통구 매영로 150, 삼성전기 5동 2층 (매탄동)","16674","삼성전기 부속의원","2026-01-09 05:13:44","U","2026-01-11 02:40:00","","205011.647923585","418078.816794824","부속의원","4","0","0","196.2","101 104 114 122","내과, 외과, 피부과, 가정의학과","","","","0","0","","","0","",
"32","부속의료기관","01_01_03_P","3740000","PHMA320143740106041300002","2014-11-21","","01","영업/정상","13","영업중","","","","","","","","","경기도 수원시 영통구 삼성로 130, 삼성미래기술캠퍼스 (매탄동)","16678","삼성전자(주)SAIT부속의원","2026-01-09 11:43:44","U","2026-01-11 02:40:00","","204875.754450729","416736.841570505","부속의원","5","0","0","134.2","101 103 104 105 113 122","내과, 정신건강의학과, 외과, 정형외과, 이비인후과, 가정의학과","","","","0","0","","","0","",
"33","부속의료기관","01_01_03_P","3240000","PHMA320183240033041300001","2016-04-07","","01","영업/정상","13","영업중","","","","","02-2145-7070","","","","서울특별시 강동구 상일로6길 26, 글로벌엔지니어링센터 B1층 (상일동)","05288","삼성물산(주)부속의원","2026-01-15 23:13:18","U","2026-01-17 02:40:00","","215423.76462869","449636.964226068","부속의원","3","0","0","134.04","101 112 113 114 122","내과, 안과, 이비인후과, 피부과, 가정의학과","","","","0","0","","","0","",
"34","부속의료기관","01_01_03_P","5250000","PHMA320205250079041300001","2020-10-16","","01","영업/정상","13","영업중","","","","","031-289-3741","","","","경상북도 울진군 북면 울진북로 2040","36313","한국수력원자력(주)한울본부 부속의원","2026-01-13 09:35:17","U","2026-01-15 02:40:00","","411263.922780223","402156.431169634","부속의원","3","0","0","536.7","122","가정의학과","","","","0","0","","","0","",
"35","부속의료기관","01_01_03_P","5690000","PHMA320145690045041300002","2014-12-11","","01","영업/정상","13","영업중","","","","","044-200-3871","","","세종특별자치시 어진동 572 정부세종청사 중앙동","세종특별자치시 도움6로 42, 정부세종청사 중앙동 2층 일부호 (어진동)","30112","정부세종청사 중앙동 부속의원","2026-01-09 05:13:18","U","2026-01-11 02:40:00","","223634.261553682","333541.625480343","부속의원","2","0","0","86.51","122","가정의학과","","","","0","0","","","0","",
"36","부속의료기관","01_01_03_P","3520000","PHMA320253520019041300001","2025-03-18","","01","영업/정상","13","영업중","","","","","032-728-3435","","","인천광역시 연수구 송도동 198-7 삼성바이오에피스","인천광역시 연수구 송도교육로 76, 삼성바이오에피스 바이오에피스 글로벌센터 본관동 2층 일부호 (송도동)","21987","삼성바이오에피스부속의원","2026-01-09 09:43:21","U","2026-01-11 02:40:00","","169826.093037404","429797.088629826","부속의원","1","0","0","209.5","122","가정의학과","","","","0","0","","","0","",
"37","부속의료기관","01_01_03_P","4450000","PHMA320124450014041300001","2012-06-13","","01","영업/정상","13","영업중","","","","","043-531-0072","","","","충청북도 진천군 광혜원면 선수촌로 105","27809","대한체육회 국가대표선수촌 부속의원","2026-01-09 09:49:44","U","2026-01-11 02:40:00","","237678.623044808","386083.250489432","부속의원","6","0","0","401.4","105 120 122","정형외과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"38","부속의료기관","01_01_03_P","4080000","PHMA319964080023041300001","1996-12-02","","01","영업/정상","13","영업중","","","","","690-0033","","","경기도 안성시 공도읍 양기리 377번지 워치타워성서책자협회","경기도 안성시 공도읍 신두만곡로 73, 워치타워성서책자협회 가동 1층","17558","워치타워부속의원","2026-01-09 05:13:34","U","2026-01-11 02:40:00","","217356.158684093","388839.765365159","부속의원","7","2","4","429.2","122 112 104 101","내과, 외과, 안과, 가정의학과","","","","0","0","","","0","",
"39","부속의료기관","01_01_03_P","3780000","PHMA320113780062021300001","2011-08-30","","01","영업/정상","13","영업중","","","","","031-720-3478","","","경기도 성남시 수정구 심곡동 461번지 798호","경기도 성남시 수정구 대왕판교로 1210 (심곡동)","13103","공군제15특수임무비행단 항공의무대대","2026-01-06 15:48:37","U","2026-01-09 02:40:00","","209393.624763289","437334.629563181","군부대시설","2","0","0","100","605","의무대","","","","0","0","","","0","",
"40","부속의료기관","01_01_03_P","3230000","PHMA320143230034041300001","2014-07-18","","01","영업/정상","13","영업중","","","","","02-6155-0151","","","","서울특별시 송파구 올림픽로35길 125, B2층 (신천동)","05510","삼성에스디에스(주)부속의원","2026-01-09 04:43:30","U","2026-01-11 02:40:00","","208808.460094719","446014.471916419","부속의원","6","0","0","189","101 103 104 112 113 114 122","내과, 정신건강의학과, 외과, 안과, 이비인후과, 피부과, 가정의학과","","","","0","0","","","0","",
