"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"11","대기오염물질배출시설설치사업장","09_30_08_P","6440000","644000001200500001","2010-07-13","","01","영업/정상","01","영업","","","","","0413562114","","","충청남도 당진군 정미면 봉생리 318-3번지","충청남도 당진시 정미면 상구실로 179","343-862","(주)인광아스콘","2025-12-31 09:36:01","U","2026-01-03 02:40:00","","163215.242570971","376734.907600879","대기배출업소관리","아스콘 제조업","2종","아스콘","10","200","0","0","3118121904",
"12","대기오염물질배출시설설치사업장","09_30_08_P","6280000","628000001201700033","2017-03-03","","01","영업/정상","01","영업","","","","","","","","인천광역시 서구 오류동 1622번지 8호","인천광역시 서구 마중3로 7 (오류동)","22222","건설철강(주)","2025-12-31 14:51:05","U","2026-01-03 02:40:00","","165159.506832439","454645.207835586","대기배출업소관리","금속 조립구조재 제조업","4종","","0","0","0","0","1368121981",
"13","대기오염물질배출시설설치사업장","09_30_08_P","6280000","628000001201000095","2010-12-22","","01","영업/정상","01","영업","","","","","","","","인천광역시 서구 가좌동   525번지 4호","인천광역시 서구 가좌로12번길 39 (가좌동)","404-817","린나이코리아(주) 3공장","2025-12-31 15:41:14","U","2026-01-03 02:40:00","","171967.434614469","441412.260883059","대기배출업소관리","주방용 전기기기 제조업","5종","주방용 전기기기","8","300","0","0","",
"14","대기오염물질배출시설설치사업장","09_30_08_P","6440000","644000001201500149","2015-12-31","","01","영업/정상","01","영업","","","","","","","","충청남도 서산시 대산읍 독곶리 1-2","충청남도 서산시 대산읍 평신1로 386","31901","한국수자원공사 대산산업용수관리단 대산산업용수센터","2025-12-31 12:41:25","U","2026-01-03 02:40:00","","145110.533512898","387783.507178888","대기배출업소관리","산업용수 공급업","4종","","0","0","0","0","3068200471",
"15","대기오염물질배출시설설치사업장","09_30_08_P","6480000","648000001201600010","2019-03-07","","01","영업/정상","01","영업","","","","","0415207500","","","경상남도 함안군 군북면 사도리 1217번지","경상남도 함안군 군북면 함안산단5길 63","52061","대원강업(주)창원2공장","2025-12-31 16:35:38","U","2026-01-03 02:40:00","","319584.419267791","200617.806552396","대기배출업소관리","","1종","스프링제조","16","300","0","0","",
"16","대기오염물질배출시설설치사업장","09_30_08_P","6440000","644000001200100004","2001-01-26","","01","영업/정상","01","영업","","","","","0416422637","","","충청남도 홍성군 장곡면 상송리 687-5번지","충청남도 홍성군 장곡면 홍장남로 51-10","350-893","(주)현성세라믹","2025-12-31 18:26:57","U","2026-01-03 02:40:00","","173067.126019112","333723.242964167","대기배출업소관리","","1종","","24","300","","0","",
"17","대기오염물질배출시설설치사업장","09_30_08_P","6480000","648000001201500049","2015-12-23","","01","영업/정상","01","영업","","","","","0555893333","","","","경상남도 함안군 칠서면 공단서3길 59","52001","태림포장(주)마산공장","2025-12-31 16:40:02","U","2026-01-03 02:40:00","","334576.026714585","208110.084711909","대기배출업소관리","골판지 및 골판지상자 제조업","2종","","0","0","0","0","6738500426",
"18","대기오염물질배출시설설치사업장","09_30_08_P","3530000","353000021201900001","2019-03-06","","03","폐업","2","폐업","2025-12-31","","","","","","","인천광역시 남동구 간석동 1-409","인천광역시 남동구 만월북로44번길 23 (간석동)","21515","대성테크","2025-12-31 11:18:17","U","2026-01-03 02:40:00","","175135.245384455","441014.904275766","대기배출업소관리","","5종","","8","300","8","300","7473300238",
"19","대기오염물질배출시설설치사업장","09_30_08_P","6480000","648000001200900023","2010-09-20","","01","영업/정상","01","영업","","","","","0555860420","","","경상남도 함안군 칠서면 대치리  555번지 1호","경상남도 함안군 칠서면 공단서4길 11","637-941","(주)칠서알씨[구.씨알씨]","2025-12-31 16:38:57","U","2026-01-03 02:40:00","","333995.25383322","208159.633353587","대기배출업소관리","폐기물처리 및 오염방지시설 건설업","3종","유가물","0","240","0","0","4988602698",
"20","대기오염물질배출시설설치사업장","09_30_08_P","4930000","493000021202300002","2023-07-28","","01","영업/정상","11","영업","","","","","","","","전라남도 해남군 해남읍 복평리 976-8","전라남도 해남군 해남읍 응달길 175-170","59045","거산환경개발 유한회사","2025-12-31 09:03:25","U","2026-01-03 02:40:00","","157205.899253951","117498.033526377","대기배출업소관리","","5종","","8","300","","0","4688602659",
"21","대기오염물질배출시설설치사업장","09_30_08_P","6530000","653000001198500001","1985-01-11","","01","영업/정상","01","영업","","","","","0335301462","","","강원특별자치도 강릉시 옥계면 산계리 280-1","강원특별자치도 강릉시 옥계면 산계길 225","210-834","한라시멘트주식회사","2025-12-31 14:01:54","U","2026-01-03 02:40:00","","377317.711567857","456045.680054891","대기배출업소관리","시멘트 제조업","1종","시멘트","24","365","0","0","2268122191",
"22","대기오염물질배출시설설치사업장","09_30_08_P","5350000","535000021200702003","2007-09-01","","01","영업/정상","11","영업","","","","","055-346-4477","","","경상남도 김해시 한림면 용덕리 267","경상남도 김해시 한림면 명동로 62-19","50851","(주)게이트","2025-12-31 13:22:18","U","2026-01-03 02:40:00","절삭 가공 및 유사 처리업","365195.683013736","201595.082006176","대기배출업소관리","절삭 가공 및 유사 처리업","4종","","","0","","300","6158148542",
"23","대기오염물질배출시설설치사업장","09_30_08_P","4920000","492000021202400001","2024-10-15","","01","영업/정상","11","영업","","","","","","","","전라남도 강진군 성전면 송학리 841-7","전라남도 강진군 성전면 강진산단로1길 67","59205","(유)조은산업","2025-12-31 10:18:34","U","2026-01-03 02:40:00","기타 식품 제조업","176284.233852816","131338.976815929","대기배출업소관리","기타 식품 제조업","3종","꽃소금","24","300","24","300","8168601562",
"24","대기오염물질배출시설설치사업장","09_30_08_P","4520000","452000021202400024","2024-08-27","","01","영업/정상","11","영업","","","","","","","","충청남도 아산시 음봉면 신수리 산 112-1","충청남도 아산시 음봉면 염치산단2길 44","31442","삼성웰스토리(주) Central Kitchen 아산","2025-12-31 13:38:51","U","2026-01-03 02:40:00","육류 가공 및 저장 처리업","197187.390509928","371411.453213613","대기배출업소관리","육류 가공 및 저장 처리업","4종","","17","365","24","365","5478502896",
"25","대기오염물질배출시설설치사업장","09_30_08_P","4090000","409000021202200016","2022-02-11","","01","영업/정상","11","영업","","","","","031-8049-3855","","","경기도 김포시 대곶면 송마리 86","경기도 김포시 대곶면 율생중앙로 139-15","10040","아주산업(주)김포공장","2025-12-31 14:56:24","U","2026-01-03 02:40:00","콘크리트 타일, 기와, 벽돌 및 블록 제조업","162412.506236327","461793.805644427","대기배출업소관리","콘크리트 타일, 기와, 벽돌 및 블록 제조업","5종","타일","14","300","14","300","4478502091",
"26","대기오염물질배출시설설치사업장","09_30_08_P","6310000","631000001202400015","2024-07-22","","01","영업/정상","01","영업","","","","","0557162258","","","울산광역시 울주군 온산읍 원산리 921-1","울산광역시 울주군 온산읍 화산로 108","45009","디케이케미칼(주)","2025-12-31 11:18:06","U","2026-01-03 02:40:00","","411555.143386442","215906.685866515","대기배출업소관리","그외 기타 분류안된 화학제품 제조업","5종","생석회, 요소수","8","300","8","300","7648602668",
"27","대기오염물질배출시설설치사업장","09_30_08_P","6480000","648000001202400008","2024-08-08","","01","영업/정상","01","영업","","","","","0552852331","","","경상남도 함안군 법수면 우거리 1007번지 동해기계(주)","경상남도 함안군 법수면 법수로 358-46, 동해기계(주)","52056","동해기계(주)함안우거지점","2025-12-31 16:33:47","U","2026-01-03 02:40:00","","323751.172409215","201936.878522592","대기배출업소관리","토목공사 및 유사용 기계장비 제조업","1종","","8","240","8","240","6098137550",
"28","대기오염물질배출시설설치사업장","09_30_08_P","3330000","333000021202100006","2021-12-29","","01","영업/정상","11","영업","","","","","601-3071","","","부산광역시 해운대구 우동 603-19","부산광역시 해운대구 구남로 9 (우동)","48095","주식회사 디에스에이치글로벌 해운대지점","2025-12-31 16:57:04","U","2026-01-03 02:40:00","호텔업","396697.41331065","187037.673015125","대기배출업소관리","호텔업","5종","","6","365","6","365","1618103882",
"29","대기오염물질배출시설설치사업장","09_30_08_P","3910000","391000021202100042","2022-01-12","","01","영업/정상","11","영업","","","","","","","","경기도 평택시 서탄면 수월암리 275-2","경기도 평택시 서탄면 수월암4길 39","17703","(주)나노테크","2025-12-31 08:06:42","U","2026-01-03 02:40:00","그외 기타 플라스틱 제품 제조업","202510.789255449","403149.421090608","대기배출업소관리","그외 기타 플라스틱 제품 제조업","5종","","24","360","","0","3018137700",
"30","대기오염물질배출시설설치사업장","09_30_08_P","5670000","567014021202200001","2022-01-25","","01","영업/정상","11","영업","","","","","055-289-8119","","","경상남도 창원시 성산구 신촌동 67-12 대성금속","경상남도 창원시 성산구 공단로21번길 15 (신촌동)","51561","(주)대성금속","2025-12-31 16:00:59","U","2026-01-03 02:40:00","도금업","348064.676311151","191487.803467165","대기배출업소관리","도금업","4종","산업용산업기계","8","300","8","300","4768803667",
"31","대기오염물질배출시설설치사업장","09_30_08_P","3740000","561000021202100007","2021-12-31","","01","영업/정상","11","영업","","","","","031-888-5119","","","경기도 수원시 영통구 이의동 906-5","경기도 수원시 영통구 광교로 105 (이의동)","16229","(재)경기도경제과학진흥원","2025-12-31 14:27:01","U","2026-01-03 02:40:00","연구개발업","203754.265003274","421063.64691372","대기배출업소관리","연구개발업","4종","","12","365","12","365","1248208755",
"32","대기오염물질배출시설설치사업장","09_30_08_P","4840000","484000021202300004","2023-05-17","","01","영업/정상","11","영업","","","","","0617917177","","","전라남도 광양시 태인동 1798","전라남도 광양시 명당4길 17 (태인동)","57815","이레콘텍주식회사","2025-12-31 16:51:30","U","2026-01-03 02:40:00","콘크리트 타일, 기와, 벽돌 및 블록 제조업","269339.662489359","162082.755247003","대기배출업소관리","콘크리트 타일, 기와, 벽돌 및 블록 제조업","4종","콘크리트블럭","8","276","8","276","4098199562",
"33","대기오염물질배출시설설치사업장","09_30_08_P","6480000","648000001202100004","2021-12-07","","01","영업/정상","01","영업","","","","","","","","경상남도 함안군 칠서면 대치리 285-5 (주)한국큐빅","경상남도 함안군 칠서면 공단서1길 36, (주)한국큐빅","52001","(주)한국큐빅부산공장","2025-12-31 16:36:36","U","2026-01-03 02:40:00","","334512.669850526","208302.283756016","대기배출업소관리","도장 및 기타 피막처리업","3종","","0","0","0","0","6088511569",
"34","대기오염물질배출시설설치사업장","09_30_08_P","5020000","502000021202100021","2021-12-06","","01","영업/정상","11","영업","","","","","054-291-1201","","","경상북도 포항시 남구 호동 574","경상북도 포항시 남구 서원재로 1 (호동)","37859","유한회사 종운환경","2025-12-31 18:13:37","U","2026-01-03 02:40:00","폐기물 처리업","415017.095510898","279186.390182306","대기배출업소관리","폐기물 처리업","5종","","","0","","0","5068148535",
"35","대기오염물질배출시설설치사업장","09_30_08_P","5710000","573000021202500007","2025-10-20","","01","영업/정상","11","영업","","","","","041-856-1311","","","충청북도 청주시 흥덕구 오송읍 쌍청리 599 , 647-86","","","(주)한정","2025-12-31 10:30:41","U","2026-01-03 02:40:00","모래 및 자갈 채취업","231453.17397878","348286.015169212","대기배출업소관리","모래 및 자갈 채취업","5종","","10","240","10","240","8348700817",
"36","대기오염물질배출시설설치사업장","09_30_08_P","5600000","560000021202400003","2024-02-07","","01","영업/정상","11","영업","","","","","0315363222","","","경기도 포천시 신북면 삼성당리 403","경기도 포천시 신북면 삼성당길 113","11136","골든산업","2025-12-31 09:49:25","U","2026-01-03 02:40:00","도장및기타피막처리업","217363.779174358","494359.082382843","대기배출업소관리","도장및기타피막처리업","4종","","","0","","0","1274329819",
"37","대기오염물질배출시설설치사업장","09_30_08_P","3480000","348000021202400003","2024-01-29","","01","영업/정상","11","영업","","","","","053-615-0573","","","대구광역시 달성군 논공읍 위천리 720","대구광역시 달성군 논공읍 비슬로 1491-26","42976","(주)보영하이텍","2025-12-31 16:16:53","U","2026-01-03 02:40:00","그외 기타 금속가공업","326202.896141423","251604.512633043","대기배출업소관리","그외 기타 금속가공업","4종","금속가공품","8","300","8","300","5358802609",
"38","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021201500169","2015-10-08","","01","영업/정상","11","영업","","","","","031-356-8766","","","경기도 화성시 남양읍 북양리 500-92","경기도 화성시 남양읍 주석로184번길 71","18255","(주)인지산업","2025-12-31 11:19:56","U","2026-01-03 02:40:00","산업용 비경화고무제품 제조업","186352.663996837","412239.929373202","대기배출업소관리","산업용 비경화고무제품 제조업","5종","고무 패킹","8","300","8","300","1408172816",
"39","대기오염물질배출시설설치사업장","09_30_08_P","6280000","628000001202000040","2020-07-15","","01","영업/정상","01","영업","","","","","0324423440","","","인천광역시 남동구 고잔동 727번지","인천광역시 남동구 남동동로64번길 44 (고잔동)","21693","대건산업","2025-12-31 13:14:14","U","2026-01-03 02:40:00","","173037.092910669","432052.016614368","대기배출업소관리","금속 가구 제조업","5종","","0","0","0","0","1313184496",
"40","대기오염물질배출시설설치사업장","09_30_08_P","5050000","505000021202000018","2020-09-01","","01","영업/정상","11","영업","","","","","","","","경상북도 경주시 천북면 동산리 244-1 외 2필지","경상북도 경주시 천북면 천강로 185-16","38035","(주)현테크","2025-12-31 13:28:53","U","2026-01-03 02:40:00","기타 1차 비철금속 제조업","405095.20610521","270481.10381553","대기배출업소관리","기타 1차 비철금속 제조업","5종","","8","264","8","264","3308801136",
"41","대기오염물질배출시설설치사업장","09_30_08_P","3560000","356000021202500019","2025-08-13","","01","영업/정상","11","영업","","","","","","","","인천광역시 서구 가좌동 173-334 외 2필지","인천광역시 서구 봉수대로 220, 외 2필지 (가좌동)","22831","주식회사 피알앤디테크베이","2025-12-31 17:36:25","U","2026-01-03 02:40:00","자동차 종합 수리업","170092.053515136","443728.087440649","대기배출업소관리","자동차 종합 수리업","4종","","","0","","0","5658603060",
"42","대기오염물질배출시설설치사업장","09_30_08_P","5020000","502000021202200020","2022-12-01","","01","영업/정상","11","영업","","","","","0542900114","","","경상북도 포항시 남구 호동 611 (주)포스렉","경상북도 포항시 남구 서원재로 7 (주)포스렉 (호동)","37859","(주)포스코퓨처엠 신내화재료사업부","2025-12-31 18:13:51","U","2026-01-03 02:40:00","","415062.606095713","279160.719950474","대기배출업소관리","","3종","","","0","","0","5068101452",
"43","대기오염물질배출시설설치사업장","09_30_08_P","3930000","393000021202200067","2022-12-12","","01","영업/정상","11","영업","","","","","","","","경기도 안산시 상록구 사동 1496-12","경기도 안산시 상록구 선진5길 19 (사동)","15633","보국자동차공업사","2025-12-31 17:40:38","U","2026-01-03 02:40:00","자동차 종합 수리업","186311.607426911","419914.508956263","대기배출업소관리","자동차 종합 수리업","5종","차량정비","8","300","8","300","6010892371",
"44","대기오염물질배출시설설치사업장","09_30_08_P","4641000","464100021202100003","2022-02-24","","01","영업/정상","11","영업","","","","","063-212-8300","","","전북특별자치도 전주시 덕진구 팔복동4가 180-11","전북특별자치도 전주시 덕진구 감수길 10-42 (팔복동4가)","54842","(유)고양산업","2025-12-31 15:45:13","U","2026-01-03 02:40:00","아스콘 제조업","209267.672999454","262990.57666225","대기배출업소관리","아스콘 제조업","3종","","8","95","8","95","4028126641",
"45","대기오염물질배출시설설치사업장","09_30_08_P","6430000","643000001202100022","2021-06-02","","01","영업/정상","01","영업","","","","","0438571450","","","충청북도 충주시 주덕읍 당우리 1499번지","충청북도 충주시 주덕읍 중원산업로 309","27459","나모케미칼(주)","2025-12-31 10:05:31","U","2026-01-03 02:40:00","","266940.328582194","389843.605540786","대기배출업소관리","그외 기타 분류안된 화학제품 제조업","5종","S-polymer","8","240","8","240","2778601831",
"46","대기오염물질배출시설설치사업장","09_30_08_P","4610000","461000021201800007","2018-04-10","","01","영업/정상","11","영업","","","","","041-542-6335","","","충청남도 예산군 응봉면 주령리 400","충청남도 예산군 응봉면 산단1길 7","32446","(주)경인양행","2025-12-31 17:20:34","U","2026-01-03 02:40:00","전자 부품 제조업","177267.499253736","352051.267404934","대기배출업소관리","전자 부품 제조업","5종","Resin","24","300","24","300","1378100562",
"47","대기오염물질배출시설설치사업장","09_30_08_P","4920000","492000021201500001","2015-12-21","","01","영업/정상","11","영업","","","","","","","","전라남도 강진군 강진읍 서성리 440","전라남도 강진군 강진읍 해강로 1405","59243","(주)동원에프앤비 강진공장","2025-12-31 10:39:46","U","2026-01-03 02:40:00","식료품 제조업","177517.444045825","126012.025688962","대기배출업소관리","식료품 제조업","4종","액상시유,연유,발효유제품","17","315","17","315","4158523084",
"48","대기오염물질배출시설설치사업장","09_30_08_P","4420000","442000021201800002","2018-06-19","","01","영업/정상","11","영업","","","","","0435434521","","","충청북도 보은군 장안면 구인리 182-23","충청북도 보은군 장안면 매화구인로 332-18","376-841","동양기업(주)","2025-12-31 15:09:44","U","2026-01-03 02:40:00","건축용 플라스틱제품 제조업","268666.558637226","329795.39856209","대기배출업소관리","건축용 플라스틱제품 제조업","5종","건축용 천정재, 황토불판","10","260","10","260","3028120124",
"49","대기오염물질배출시설설치사업장","09_30_08_P","4060000","406000021199800751","1998-04-11","","01","영업/정상","11","영업","","","","","0319436105","","","경기도 파주시 광탄면 분수리 90","경기도 파주시 광탄면 장지산로 258 (분수리 90)","10954","현대교구산업&키즈드림","2025-12-31 14:09:55","U","2026-01-03 02:40:00","기타 목재가구 제조업","189255.397785135","472736.515961813","대기배출업소관리","기타 목재가구 제조업","4종","교구제품","8","300","8","300","1360562580",
"50","대기오염물질배출시설설치사업장","09_30_08_P","5540000","554000021199600688","1996-03-23","","01","영업/정상","11","영업","","","","","031-763-9900","","","경기도 광주시 곤지암읍 열미리 506-6","경기도 광주시 곤지암읍 광여로 187","12717","(주)대동엠엔디","2025-12-31 09:37:21","U","2026-01-03 02:40:00","기타 금속가공제품 제조업","232261.039354655","427700.478371233","대기배출업소관리","기타 금속가공제품 제조업","5종","","4","300","4","300","1268156862",
"51","대기오염물질배출시설설치사업장","09_30_08_P","5540000","554000021199901238","1999-06-11","","01","영업/정상","11","영업","","","","","031-766-7444","","","경기도 광주시 매산동 136-3","경기도 광주시 매자리길 183-7","12798","(주)대한기업","2025-12-31 09:49:34","U","2026-01-03 02:40:00","기타 금속가공제품 제조업","","","대기배출업소관리","기타 금속가공제품 제조업","4종","","8","300","8","300","1268118849",
"52","대기오염물질배출시설설치사업장","09_30_08_P","5540000","554000021200001542","2000-08-23","","01","영업/정상","11","영업","","","","","0317663134","","","경기도 광주시 초월읍 대쌍령리 130-3","경기도 광주시 초월읍 경충대로1284번길 70","12735","더베스트","2025-12-31 09:55:17","U","2026-01-03 02:40:00","배전반 및 전기자동제어반 제조업","225860.660738323","432250.56135671","대기배출업소관리","배전반 및 전기자동제어반 제조업","5종","제어판넬","8","300","8","300","1261576844",
"53","대기오염물질배출시설설치사업장","09_30_08_P","5540000","554000021200001605","2001-12-19","","01","영업/정상","11","영업","","","","","","","","경기도 광주시 양벌동 108-1","경기도 광주시 마루들길 46-23","12795","진가구","2025-12-31 09:57:16","U","2026-01-03 02:40:00","기타 목재가구 제조업","","","대기배출업소관리","기타 목재가구 제조업","5종","가구류","8","300","8","300","4034800365",
"54","대기오염물질배출시설설치사업장","09_30_08_P","5540000","554000021200100135","2001-09-20","","01","영업/정상","11","영업","","","","","0317657046","","","경기도 광주시 초월읍 선동리 352-4 외 4필지","경기도 광주시 초월읍 선장동길16번길 28","12732","신화산업","2025-12-31 10:05:08","U","2026-01-03 02:40:00","그외 기타 금속가공업","228028.136120973","431475.166854658","대기배출업소관리","그외 기타 금속가공업","4종","","8","300","8","300","1262198285",
"55","대기오염물질배출시설설치사업장","09_30_08_P","5540000","554000021200100136","2001-09-20","","01","영업/정상","11","영업","","","","","031-763-6171","","","경기도 광주시 초월읍 신월리 473-2","경기도 광주시 초월읍 산수로 494","12729","풍산아트도어","2025-12-31 10:06:00","U","2026-01-03 02:40:00","기타 목재가구 제조업","227308.316589432","433673.893633443","대기배출업소관리","기타 목재가구 제조업","4종","","8","300","8","300","1260971324",
"56","대기오염물질배출시설설치사업장","09_30_08_P","5540000","554000021200200013","2002-01-30","","01","영업/정상","11","영업","","","","","0317978111","","","경기도 광주시 회덕동 259-1","경기도 광주시 회덕길 19-11 (회덕동)","12766","(주)대우트럭동부정비사업소","2025-12-31 10:12:07","U","2026-01-03 02:40:00","자동차 수리업","221241.394102608","436461.751711106","대기배출업소관리","자동차 수리업","5종","","8","300","8","300","5158702272",
"57","대기오염물질배출시설설치사업장","09_30_08_P","5540000","554000021200200103","2002-07-15","","01","영업/정상","11","영업","","","","","031-766-0770","","","경기도 광주시 초월읍 학동리 289","경기도 광주시 초월읍 동막골길 112-26","12731","(주)인천특수목재","2025-12-31 10:15:41","U","2026-01-03 02:40:00","목재문 및 관련제품 제조업","229090.648636762","430881.307960075","대기배출업소관리","목재문 및 관련제품 제조업","5종","목재문,문틀","8","300","8","300","1268647714",
"58","대기오염물질배출시설설치사업장","09_30_08_P","5540000","554000021200200119","2002-08-22","","01","영업/정상","11","영업","","","","","","","","경기도 광주시 곤지암읍 수양리 309-12","경기도 광주시 곤지암읍 구수동길11번길 36","12813","금강가구","2025-12-31 10:16:21","U","2026-01-03 02:40:00","기타 목재가구 제조업","233366.505755604","425394.196933645","대기배출업소관리","기타 목재가구 제조업","5종","","8","300","8","300","1261240200",
"59","대기오염물질배출시설설치사업장","09_30_08_P","5540000","554000021200200137","2002-09-17","","01","영업/정상","11","영업","","","","","0317640057","","","경기도 광주시 초월읍 지월리 727-1","경기도 광주시 초월읍 현산로361번길 6","12728","한솔이앤씨(주)","2025-12-31 10:17:46","U","2026-01-03 02:40:00","비내화 모르타르 제조업","225138.3738164","435060.074974887","대기배출업소관리","비내화 모르타르 제조업","5종","","8","300","8","300","1268627552",
"60","대기오염물질배출시설설치사업장","09_30_08_P","5540000","554000021200200142","2002-09-25","","01","영업/정상","11","영업","","","","","031-769-5958","","","경기도 광주시 문형동 738-1","경기도 광주시 오포안로 36","12774","(주)스퀘어퍼니쳐","2025-12-31 10:18:24","U","2026-01-03 02:40:00","주방용 및 음식점용 목재가구 제조업","","","대기배출업소관리","주방용 및 음식점용 목재가구 제조업","5종","","8","300","8","300","6448700024",
"61","대기오염물질배출시설설치사업장","09_30_08_P","3910000","391000021200300023","2003-04-03","","01","영업/정상","11","영업","","","","","031 683 2672","","","경기도 평택시 청북읍 고잔리 1079-5","","","범종사","2025-12-31 16:22:11","U","2026-01-03 02:40:00","","189640.804528634","393386.811260282","대기배출업소관리","","5종","","8","300","8","300","1251555040",
