"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"12","국제회의기획업","03_08_01_P","3150000","CDFI2263102026000001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 798-3 747","서울특별시 강서구 공항대로 168, 747 13층 1309, 1310호 (마곡동)","07807","(주)케이디지털미디어센터","2026-01-12 16:06:37","I","2026-01-14 00:20:02","","184572.413912003","450792.481822587","국제회의기획업","","일반상업지역","17","","","","근린생활시설","13","4","0","0","","","0","0","","0","0","","0","61.62","","0","","","","","","","500000000","","","","62",
"13","국제회의기획업","03_08_01_P","3000000","CDFI2263102024000007","2024-11-01","","01","영업/정상","13","영업중","","","","","02-722-9950","","","서울특별시 종로구 수송동 58 두산위브파빌리온","서울특별시 종로구 삼봉로 81, 두산위브파빌리온 1233호 (수송동)","03150","주식회사 도반기획","2026-01-12 10:39:08","U","2026-01-14 02:40:00","","198324.653631679","452252.812389497","국제회의기획업","","","0","","","","","0","0","0","58","","","0","0","","0","0","","0","57.96","","0","","","","","","","100000000","","","","58",
"14","국제회의기획업","03_08_01_P","3930000","CDFI2263102026000001","2025-07-21","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 원시동 768-1 대우테크노피아아파트","경기도 안산시 단원구 산단로 296, 대우테크노피아아파트 527호 (원시동)","15433","(주)라이프월드투어","2026-01-12 15:41:22","U","2026-01-14 02:40:00","","181174.40591547","424448.569834666","국제회의기획업","","","0","","","","","0","0","0","0","Life World Tour Co., Ltd.","International conference business","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0",
"15","국제회의기획업","03_08_01_P","3210000","CDFI2263102026000001","2020-03-19","","01","영업/정상","13","영업중","","","","","02-6956-6826","","","서울특별시 서초구 양재동 75-1","서울특별시 서초구 바우뫼로27길 7-31, 7층 (양재동)","06752","에코마이스 주식회사","2026-01-12 10:35:12","U","2026-01-14 02:40:00","","203053.159117435","441556.266092535","국제회의기획업","","","0","","","","","0","0","0","0","ECOMICE Co., Ltd","PROFESSIONAL CONGRESS ORGANIZER","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"16","국제회의기획업","03_08_01_P","3780000","CDFI2263102016000003","2016-12-01","","01","영업/정상","13","영업중","","","","","031-8039-6684","","","경기도 성남시 중원구 여수동 186 스카이프라자 303호","경기도 성남시 중원구 성남대로 985, 스카이프라자 303호 (여수동)","13438","주식회사 플러스케이","2026-01-12 13:45:09","U","2026-01-14 02:40:00","","211276.518223594","435066.679999415","국제회의기획업","","","0","","","","사무실","0","0","0","0","Plus K Co., Ltd.","Professional Convention Organizer","0","0","","0","0","","0","68.12","","0","","","","","","","50000000","","","","68",
"17","국제회의기획업","03_08_01_P","3230000","CDFI2263102025000009","2025-12-04","","01","영업/정상","13","영업중","","","","","02-422-6403","","","서울특별시 송파구 방이동 35-2 쌩모리빌오피스텔","서울특별시 송파구 올림픽로 350, 쌩모리빌오피스텔 201호 (방이동)","05543","주식회사 영인스페이스","2026-01-12 15:40:57","U","2026-01-14 02:40:00","","209592.329601283","445982.324739193","국제회의기획업","","","0","","","","","0","0","0","0","Young-In space Co.,Ltd.","PROFESSIONAL CONGRESS ORGANIZER","0","0","","0","0","","0","254.1","","0","","","","","","","450000000","","","","254",
"18","국제회의기획업","03_08_01_P","3030000","CDFI2263102026000001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동1가 685-696 갤러리아 포레","서울특별시 성동구 서울숲2길 32-14, 비119, 비120호 (성수동1가, 갤러리아 포레)","04769","리앤황컴퍼니(주)","2026-01-13 18:44:33","I","2026-01-15 00:20:35","","203684.281166499","449280.97521227","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"19","국제회의기획업","03_08_01_P","3130000","CDFI2263102026000001","2023-08-10","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 도화동 538 성지빌딩","서울특별시 마포구 큰우물로 75, 성지빌딩 1207호 (도화동)","04158","주식회사 제이엠커넥티드","2026-01-13 09:07:09","U","2026-01-15 02:40:00","","195184.335899857","448780.26877488","국제회의기획업","","","24","","","","사무실","0","0","0","0","JM CONNECTED Co.Ltd","PROFESSIONAL CONGRESS ORGANIZER","0","0","","0","0","","0","135.08","","0","","","","","","","94421784","","","","135",
"20","국제회의기획업","03_08_01_P","3740000","CDFI2263102017000002","2017-02-27","","03","폐업","03","폐업","2026-01-13","","","","07088838744","","","경기도 수원시 영통구 이의동 1257-3 805호","경기도 수원시 영통구 대학3로4번길 12, 805호 (이의동)","16225","제이에치씨마이스(JHC MICE)","2026-01-13 09:56:24","U","2026-01-15 02:40:00","","203782.619896135","421993.806628267","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"21","국제회의기획업","03_08_01_P","3170000","CDFI2263102026000001","2026-01-14","","01","영업/정상","13","영업중","","","","","02-6278-8560","","","서울특별시 금천구 가산동 451-1 가산 어반워크I","서울특별시 금천구 가산디지털2로 135, 가산 어반워크I 815호 (가산동)","08504","컨빈인","2026-01-14 12:02:43","I","2026-01-16 00:20:02","","189161.545672175","441988.711766202","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"22","국제회의기획업","03_08_01_P","3600000","CDFI2263102006000002","2006-06-05","","01","영업/정상","13","영업중","","","","","062-611-2000","","","광주광역시 서구 치평동 1159-2 김대중컨벤션센터","광주광역시 서구 상무누리로 30, 김대중컨벤션센터 (치평동)","61958","광주광역시 관광공사","2026-01-14 09:38:36","U","2026-01-16 02:40:00","","185392.574206531","183086.136002077","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","99999998000","","","","0",
"23","국제회의기획업","03_08_01_P","3290000","CDFI2263102025000002","2025-02-17","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 229 에이원플라자","부산광역시 부산진구 중앙대로 668, 에이원플라자 4층 407호 (부전동)","47296","주식회사 위메이커","2026-01-14 16:16:22","U","2026-01-16 02:40:00","","387598.777340921","185636.701047663","국제회의기획업","","","0","","","SGI서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"24","국제회의기획업","03_08_01_P","3090000","CDFI2263102025000001","2025-02-06","","01","영업/정상","13","영업중","","","","","050-6332-5702","","","서울특별시 도봉구 창동 1-28 씨드큐브 창동 C동 408호","서울특별시 도봉구 마들로13길 61, 씨드큐브 창동 C동 4층 408호 (창동)","01413","주식회사 프로젝트여름","2026-01-14 15:14:54","U","2026-01-16 02:40:00","","204313.906829097","461347.878668101","국제회의기획업","","일반상업지역","56","","","","사무실","49","7","0","0","Project yeoreum Co., Ltd.","Professional Congress Organizer","0","0","","0","0","","0","16.56","","0","","","","","","","80000000","","","","17",
"25","국제회의기획업","03_08_01_P","3210000","CDFI2263102017000014","2017-11-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 1321 강남빌딩","서울특별시 서초구 서초대로 396, 강남빌딩 2층 204호 (서초동)","06619","주식회사 유니크플랜","2026-01-15 14:14:20","U","2026-01-17 02:40:00","","202103.696247363","443834.981395661","국제회의기획업","","","","","","","","","","","","UniquePlan Co., Ltd.","PROFESSIONAL CONGRESS ORGANIZER","","","","","","","","","","","","","","","","","64627360","","","","",
"26","국제회의기획업","03_08_01_P","3220000","CDFI2263102023000002","2019-07-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 637-20 도연빌딩","서울특별시 강남구 강남대로94길 67, 도연빌딩 6층 (역삼동)","06131","(주)탑플래너스","2026-01-15 17:33:44","U","2026-01-17 02:40:00","","202806.711195844","444292.344286527","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"27","국제회의기획업","03_08_01_P","3030000","CDFI2263102022000001","2010-02-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동1가 656-591 서울숲A타워","서울특별시 성동구 상원1길 26, 서울숲A타워 1404호 (성수동1가)","04779","(주)에이치엠엔월드와이드","2026-01-15 21:06:21","U","2026-01-17 02:40:00","","204229.703739897","449325.484843723","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","166000000","","","","0",
"28","국제회의기획업","03_08_01_P","3180000","CDFI2263102025000005","2025-04-23","","01","영업/정상","13","영업중","","","","","02-6323-8888","","","서울특별시 영등포구 양평동5가 42 선유도 투웨니퍼스트밸리","서울특별시 영등포구 양평로 157, 선유도 투웨니퍼스트밸리 1607호 (양평동5가)","07207","주식회사 아주세계여행사","2026-01-15 11:07:52","U","2026-01-17 02:40:00","","190237.437423451","448554.360195644","국제회의기획업","","","0","","","","","0","0","0","0","Asia world travel service co.,ltd","PROFESSIONAL CONGRESS ORGANIZER","0","0","","0","0","","0","0","","0","","","","","","","350000000","","","","0",
