"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"35","골프연습장업","10_31_01_P","4830000","CDFH3301052018000003","2018-05-18","","03","폐업","03","폐업","2026-01-06","","","","","","","전라남도 나주시 빛가람동 348-1 씨티원 빌딩 705, 706호","전라남도 나주시 빛가람로 676, 씨티원 빌딩 7층 705, 706호 (빛가람동)","58325","무등산","2026-01-06 16:00:20","U","2026-01-09 02:40:00","","180336.979586973","169113.610775317","골프연습장업","사립","","0","0","0","0","","",
"36","골프연습장업","10_31_01_P","3990000","CDFH3301052016000002","2016-09-12","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 남양주시 와부읍 월문리 109-10","경기도 남양주시 와부읍 수레로661번안길 9, 3층 (NS GOLF CLUB)","12202","지오","2026-01-07 17:48:31","U","2026-01-09 02:40:00","","224032.637173279","457406.355513147","골프연습장업","사립","","0","0","0","0","","",
"37","골프연습장업","10_31_01_P","5350000","CDFH3301052022000005","2022-01-19","","01","영업/정상","13","영업중","","","","","","","","경상남도 김해시 장유동 839-3","경상남도 김해시 율하4로 56, 이룸팰리스1 4층 401호 (장유동)","51022","GDR골프 장유점","2026-01-07 09:28:39","U","2026-01-09 02:40:00","","365971.523292657","187302.398307716","골프연습장업","사립","","0","1","3006.22","0","","",
"38","골프연습장업","10_31_01_P","4830000","CDFH3301052018000004","2018-08-16","","03","폐업","03","폐업","2026-01-06","","","","061-334-9116","","","전라남도 나주시 빛가람동 277-2 진우타워","전라남도 나주시 빛가람로 730, 진우타워 604~606호 (빛가람동)","58325","블루스크린골프","2026-01-06 16:00:54","U","2026-01-09 02:40:00","","180905.251348821","169118.965","골프연습장업","사립","","0","1","1109.1","0","","",
"39","골프연습장업","10_31_01_P","3640000","CDFH3301052010000001","2010-01-14","","01","영업/정상","13","영업중","","","","","","","","대전광역시 동구 홍도동 9-5 지하1층","대전광역시 동구 동서대로 1629-6, 지하1층 (홍도동)","34553","삼성실내골프연습장","2026-01-07 10:49:23","U","2026-01-09 02:40:00","","238659.663085304","316383.301528854","골프연습장업","사립","","0","0","4059.6","0","","",
"40","골프연습장업","10_31_01_P","3460000","CDFH3301052003000008","2003-11-28","","01","영업/정상","13","영업중","","","","","","","","대구광역시 수성구 황금동 541-1 한국방송광고공사","대구광역시 수성구 동대구로 126, 한국방송광고공사 지하1층 (황금동)","42110","포썸스크린연습장","2026-01-07 09:56:29","U","2026-01-09 02:40:00","","346743.07317937","261376.865971988","골프연습장업","사립","","","","","","","",
"41","골프연습장업","10_31_01_P","4830000","CDFH3301052022000002","2022-05-24","","03","폐업","03","폐업","2026-01-06","","","","","","","전라남도 나주시 빛가람동 203-3 T.C.C복합타워 303호","전라남도 나주시 상야4길 16-16, T.C.C복합타워 3층 303호 (빛가람동)","58217","바른골프아카데미","2026-01-06 16:01:51","U","2026-01-09 02:40:00","","181036.536231515","169457.841399785","골프연습장업","사립","","0","0","0","0","","",
"42","골프연습장업","10_31_01_P","4830000","CDFH3301052022000004","2022-05-24","","03","폐업","03","폐업","2026-01-06","","","","","","","전라남도 나주시 빛가람동 203-3 T.C.C복합타워 304 외호","전라남도 나주시 상야4길 16-16, T.C.C복합타워 304~305호 (빛가람동)","58217","으뜸골프아카데미","2026-01-06 16:02:31","U","2026-01-09 02:40:00","","181036.536231515","169457.841399785","골프연습장업","사립","","0","0","0","0","","",
"43","골프연습장업","10_31_01_P","4830000","CDFH3301052022000006","2022-05-24","","03","폐업","03","폐업","2026-01-06","","","","","","","전라남도 나주시 빛가람동 203-3 T.C.C복합타워 306호","전라남도 나주시 상야4길 16-16, T.C.C복합타워 3층 306호 (빛가람동)","58217","늘담 아카데미","2026-01-06 16:03:08","U","2026-01-09 02:40:00","","181036.536231515","169457.841399785","골프연습장업","사립","","0","0","0","0","","",
"44","골프연습장업","10_31_01_P","4241000","CDFH3301052003000003","2003-04-22","","01","영업/정상","13","영업중","","","","","033-570-5000","","","강원특별자치도 삼척시 근덕면 하맹방리 221-45 씨스포빌리조트","강원특별자치도 삼척시 근덕면 상맹방길 30-80, 씨스포빌리조트","25932","맹방골프연습장","2026-01-08 09:14:52","U","2026-01-10 02:40:00","","396612.869375498","434953.660543651","골프연습장업","사립","","0","0","210.06","0","","",
"45","골프연습장업","10_31_01_P","3560000","CDFH3301051998000001","1998-10-31","","03","폐업","03","폐업","2026-01-08","","","","566-1177","","404-140","인천광역시 서구 백석동 85","인천광역시 서구 드림로209번길 69 (백석동)","22676","백석블루힐골프클럽","2026-01-08 10:49:23","U","2026-01-10 02:40:00","","170780.295620156","453610.522464019","골프연습장업","사립","","1","","","","","",
"46","골프연습장업","10_31_01_P","3930000","CDFH3301052004000003","2004-02-26","","01","영업/정상","13","영업중","","","","","0328860055","","","경기도 안산시 단원구 대부동동 198-17 외 8필지","경기도 안산시 단원구 대부황금로 746 (대부동동)","15643","제이유제이골프클럽(JUJ)","2026-01-08 14:13:14","U","2026-01-10 02:40:00","","165408.281620408","415375.900142889","골프연습장업","사립","","0","0","4260","0","","",
"47","골프연습장업","10_31_01_P","4641000","CDFH3301052011000005","2011-03-29","","03","폐업","03","폐업","2026-01-08","","","","","","","전북특별자치도 전주시 완산구 효자동2가 1234-2 302호","전북특별자치도 전주시 완산구 바우배기2길 11, 302호 (효자동2가)","54966","GDR아카데미(온스윙)","2026-01-08 14:53:45","U","2026-01-10 02:40:00","","209215.115210868","257455.328959753","골프연습장업","사립","","0","0","0","0","","",
"48","골프연습장업","10_31_01_P","4671000","CDFH3301052014000003","2014-10-31","","01","영업/정상","13","영업중","","","","","","","573-370","전북특별자치도 군산시 수송동 828-2","전북특별자치도 군산시 동수송안길 55 (수송동)","54088","PGA골프아카데미","2026-01-08 09:49:16","U","2026-01-10 02:40:00","","174369.098309018","274329.390033599","골프연습장업","사립","","0","1","3592.1","0","","",
"49","골프연습장업","10_31_01_P","4671000","CDFH3301052010000002","2010-03-22","","01","영업/정상","13","영업중","","","","","","","573-530","전북특별자치도 군산시 내초동 156-6","전북특별자치도 군산시 새만금북로 534-21 (내초동)","","㈜새만금 골프클럽","2026-01-08 09:55:19","U","2026-01-10 02:40:00","","163573.558607334","272030.026102429","골프연습장업","사립","","0","0","2161.5","0","","",
"50","골프연습장업","10_31_01_P","4671000","CDFH3301052015000003","2015-07-21","","01","영업/정상","13","영업중","","","","","","","573-370","전북특별자치도 군산시 수송동 810-3","전북특별자치도 군산시 월명로 233, 303호 (수송동)","54090","한울 스크린골프","2026-01-08 09:50:43","U","2026-01-10 02:40:00","","174227.88639543","273874.636089834","골프연습장업","사립","","0","0","3589.77","0","","",
"51","골프연습장업","10_31_01_P","4671000","CDFH3301052016000005","2016-10-06","","01","영업/정상","13","영업중","","","","","471-0410","","","","전북특별자치도 군산시 나운2길 28, 4층 (나운동, 미즈아이산부인과)","54140","포텐스크린골프","2026-01-08 09:51:28","U","2026-01-10 02:40:00","","173118.145012488","273902.859044512","골프연습장업","사립","","0","0","0","0","","",
"52","골프연습장업","10_31_01_P","4671000","CDFH3301052018000002","2018-12-04","","01","영업/정상","13","영업중","","","","","063-452-5804","","","전북특별자치도 군산시 미장동 519-5","전북특별자치도 군산시 수송로 315, MJ빌딩 5층 (미장동)","54094","MJ GDR 골프 아카데미","2026-01-08 09:52:57","U","2026-01-10 02:40:00","","175597.180248811","273826.176231921","골프연습장업","사립","","0","0","6303","0","","",
"53","골프연습장업","10_31_01_P","4671000","CDFH3301052023000001","2023-02-07","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 군산시 나운동 1315-3","전북특별자치도 군산시 현충로 93-6, 102호 (나운동)","54141","레드골프아카데미군산","2026-01-08 09:53:29","U","2026-01-10 02:40:00","","171889.768629597","273778.849103739","골프연습장업","사립","","0","0","824.5","0","","",
"54","골프연습장업","10_31_01_P","3460000","CDFH3301052016000006","2016-06-13","","01","영업/정상","13","영업중","","","","","","","","대구광역시 수성구 두산동 707","대구광역시 수성구 수성못2길 36, 1,2,3층 (두산동)","42203","두산스크린","2026-01-08 16:11:26","U","2026-01-10 02:40:00","","346735.750443185","259679.384670227","골프연습장업","사립","","0","0","0","0","","",
"55","골프연습장업","10_31_01_P","4470000","CDFH3301052014000003","2014-12-12","","03","폐업","03","폐업","2026-01-08","","","","043-872-3560","","369-804","충청북도 음성군 음성읍 용산리 254-4","충청북도 음성군 음성읍 용광로 77","27688","SG시온 스크린골프","2026-01-08 17:43:34","U","2026-01-10 02:40:00","","261014.235322081","382793.827616218","골프연습장업","사립","Y","0","0","0","0","","",
"56","골프연습장업","10_31_01_P","4201000","CDFH3301052026000001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 옥천동 157-4","강원특별자치도 강릉시 옥천로61번길 25, 2층 (옥천동)","25551","양방향 골프","2026-01-09 10:05:31","I","2026-01-11 00:20:02","","367225.403323151","474459.019029925","골프연습장업","사립","","1","0","478.67","0","","",
"57","골프연습장업","10_31_01_P","4530000","CDFH3301052019000003","2019-02-13","","01","영업/정상","13","영업중","","","","","041-668-3081","","","충청남도 서산시 성연면 일람리 1100","충청남도 서산시 성연면 성연4로 27-28, 401,402,403호","31931","퍼펙트 골프 연습장","2026-01-09 11:47:25","U","2026-01-11 02:40:00","","150856.427618139","369251.290653892","골프연습장업","사립","","0","0","0","0","","",
"58","골프연습장업","10_31_01_P","3450000","CDFH3301052016000007","2016-12-30","","01","영업/정상","13","영업중","","","","","","","","대구광역시 북구 침산동 13-112","대구광역시 북구 중앙대로 596, 2층 (침산동)","41577","골프인클럽","2026-01-09 16:06:18","U","2026-01-11 02:40:00","","344241.691685291","266219.176188821","골프연습장업","사립","Y","0","0","0","0","","",
"59","골프연습장업","10_31_01_P","4241000","CDFH3301052003000001","2003-04-22","","01","영업/정상","13","영업중","","","","","574-1433","","","강원특별자치도 삼척시 등봉동 6-1","강원특별자치도 삼척시 오십천로 102-12 (등봉동)","25907","그린골프연습장","2026-01-09 14:20:56","U","2026-01-11 02:40:00","","388572.775592006","439937.148060215","골프연습장업","사립","","0","0","721.93","0","","",
"60","골프연습장업","10_31_01_P","4810000","CDFH3301052010000006","2010-06-07","","03","폐업","03","폐업","2026-01-09","","","","061-654-8870","","","전라남도 여수시 문수동 117","전라남도 여수시 문수로 87 (문수동)","59701","황제골프장","2026-01-09 17:59:32","U","2026-01-11 02:40:00","","264417.207358568","139785.201429377","골프연습장업","사립","","0","0","1782","0","","",
"61","골프연습장업","10_31_01_P","3940000","CDFH3301052017000010","2017-08-17","","01","영업/정상","13","영업중","","","","","031-5173-4555","","","경기도 고양시 덕양구 동산동 370 4117,호","경기도 고양시 덕양구 고양대로 1955, 4층 4117,4118호 (동산동, 스타필드고양)","10595","데이골프","2026-01-09 13:14:21","U","2026-01-11 02:40:00","","190645.314309928","460528.947974088","골프연습장업","사립","","0","0","0","0","","",
"62","골프연습장업","10_31_01_P","3110000","CDFH3301052018000002","2018-05-10","","01","영업/정상","13","영업중","","","","","02-387-0753","","","서울특별시 은평구 진관동 67-1 은평구 뉴타운2지구 에코테라스","서울특별시 은평구 진관3로 37, 은평구 뉴타운2지구 에코테라스 2층 208,209,210,211호 (진관동)","03301","골프존파크 진관뉴타운점","2026-01-09 16:32:28","U","2026-01-11 02:40:00","","192800.902227864","459540.593409197","골프연습장업","사립","","0","1","15764.23","0","","",
"63","골프연습장업","10_31_01_P","3110000","CDFH3301052001000006","2001-10-05","","01","영업/정상","13","영업중","","","","","02-389-7253","","","서울특별시 은평구 갈현동 393-8","서울특별시 은평구 통일로85길 6-14 (갈현동)","03329","세리골프스쿨","2026-01-09 16:10:35","U","2026-01-11 02:40:00","","192795.440939386","457818.396191342","골프연습장업","사립","","0","0","985.91","0","","",
"64","골프연습장업","10_31_01_P","3110000","CDFH3301052004000003","2004-07-09","","01","영업/정상","13","영업중","","","","","02-389-6069","","","서울특별시 은평구 구산동 199-2 강산빌딩","서울특별시 은평구 서오릉로 183, 강산빌딩 2층 (구산동)","03410","강산골프연습장","2026-01-09 16:20:40","U","2026-01-11 02:40:00","","192250.477590297","456749.24149003","골프연습장업","사립","","0","0","814.32","0","","",
"65","골프연습장업","10_31_01_P","3110000","CDFH3301052003000009","2003-09-03","","01","영업/정상","13","영업중","","","","","02-389-0079","","","서울특별시 은평구 응암동 85-52 명남빌딩","서울특별시 은평구 은평로11길 12-10, 명남빌딩 (응암동)","03460","MOON스크린골프","2026-01-09 16:16:44","U","2026-01-11 02:40:00","","193207.705533457","455487.498724408","골프연습장업","사립","","0","0","1575.28","0","","",
"66","골프연습장업","10_31_01_P","3110000","CDFH3301052005000004","2005-09-28","","01","영업/정상","13","영업중","","","","","02-356-0755","","","서울특별시 은평구 갈현동 453-13","서울특별시 은평구 연서로27길 20-4 (갈현동)","03331","훼밀리골프","2026-01-09 16:19:58","U","2026-01-11 02:40:00","","192654.049674413","457355.318698397","골프연습장업","사립","","0","0","312.66","0","","",
