"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"18","동물약국","02_03_02_P","3150000","315000001120260002","2026-01-02","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강서구 가양동 1498 강서한강자이타워","서울특별시 강서구 양천로 401, 강서한강자이타워 B동 2층 208호 (가양동)","07528","가양2층약국","2026-01-02 10:16:35","I","2026-01-04 00:20:12","","186501.233192961","451485.251875922","동물약국","","000","0",
"19","동물약국","02_03_02_P","3520000","352000001120220007","2022-04-19","","01","영업/정상","0000","정상","","","","","032-858-0565","0","","인천광역시 연수구 송도동 21-40 105호","인천광역시 연수구 신송로 157-9, 105호 (송도동)","22002","송도골드약국","2026-01-02 14:32:56","U","2026-01-04 02:40:00","","168819.45004407","432817.941671748","동물약국","","000","0",
"20","동물약국","02_03_02_P","3240000","324000001120230014","2023-06-20","","03","폐업","0002","폐업","2025-12-31","","","","","","","서울특별시 강동구 성내동 244 라이저강동빌딩","서울특별시 강동구 천호대로 1116, 103호 (성내동, 라이저강동빌딩)","05373","땡큐약국","2026-01-02 15:28:07","U","2026-01-04 02:40:00","","211878.097723811","448049.826281484","동물약국","","000","0",
"21","동물약국","02_03_02_P","5710000","571000001120240018","2024-10-10","","03","폐업","0002","폐업","2026-01-01","","","","","","","충청북도 청주시 청원구 오창읍 양청리 752-4","충청북도 청주시 청원구 오창읍 과학산업2로 375, 오창호수약국","28115","오창호수약국","2026-01-02 16:53:28","U","2026-01-04 02:40:00","","237697.238479795","357257.609423155","동물약국","","000","0",
"22","동물약국","02_03_02_P","3550000","355000001120240008","2024-07-08","","03","폐업","0002","폐업","2025-12-31","","","","","","","인천광역시 계양구 동양동 605","인천광역시 계양구 양지로 40, 1층 (동양동)","21018","사랑인약국","2026-01-02 17:26:55","U","2026-01-04 02:40:00","","178322.188869029","451120.806828105","동물약국","","000","0",
"23","동물약국","02_03_02_P","5710000","571000001120230011","2023-05-18","","03","폐업","0002","폐업","2026-01-01","","","","","58.95","","충청북도 청주시 청원구 오창읍 양청리 752-4","충청북도 청주시 청원구 오창읍 과학산업2로 375, 102호","28115","오창호수약국","2026-01-02 16:55:50","U","2026-01-04 02:40:00","","237697.238479795","357257.609423155","동물약국","","000","0",
"24","동물약국","02_03_02_P","3730000","373000001120250004","2025-10-17","","03","폐업","0002","폐업","2025-12-31","","","","","","","울산광역시 울주군 청량읍 상남리 699-4","울산광역시 울주군 청량읍 삼정로 804, 102호","44985","고래약국","2026-01-02 11:13:10","U","2026-01-04 02:40:00","","408863.240443813","223267.482049984","동물약국","","000","0",
"25","동물약국","02_03_02_P","3460000","346000001120230002","2023-02-13","","03","폐업","0002","폐업","2025-12-31","","","","","0","","대구광역시 수성구 범어동 179 두산위브더제니스 301동 309-2호","대구광역시 수성구 달구벌대로 2435, 301동 1층 309-2호 (범어동, 두산위브더제니스)","42028","대영약국","2026-01-02 16:50:28","U","2026-01-04 02:40:00","","347067.226051368","263458.521990653","동물약국","","000","0",
"26","동물약국","02_03_02_P","4070000","407000001120250003","2025-06-16","","01","영업/정상","0000","정상","","","","","031-637-9637","","","경기도 이천시 창전동 463-19","경기도 이천시 이섭대천로 1236 (창전동)","17370","이천 우리들약국","2026-01-02 13:46:27","U","2026-01-04 02:40:00","","239583.133877483","419922.003419214","동물약국","","000","0",
"27","동물약국","02_03_02_P","5350000","535000001120180015","2018-10-25","","03","폐업","0002","폐업","2025-10-30","","","","312-3720","","","경상남도 김해시 대청동 316-3","경상남도 김해시 번화2로 33 (대청동)","51004","늘푸른나무약국","2026-01-02 17:40:29","U","2026-01-04 02:40:00","","364297.238481879","189565.953335592","동물약국","","000","0",
"28","동물약국","02_03_02_P","4090000","409000001120250003","2025-02-18","","03","폐업","0002","폐업","2025-12-31","","","","031-984-8813","","","경기도 김포시 풍무동 107-6","경기도 김포시 풍무로 104, 103호 (풍무동)","10114","풍무온누리약국","2026-01-02 09:36:20","U","2026-01-04 02:40:00","","175421.552572268","455872.853120107","동물약국","","000","0",
"29","동물약국","02_03_02_P","3100000","310000001120220005","2022-06-08","","03","폐업","0002","폐업","2026-01-02","","","","","","","서울특별시 노원구 중계동 359-14 원광빌딩","서울특별시 노원구 중계로 218, 원광빌딩 1층 102호 (중계동)","01714","중계상록수약국","2026-01-02 14:02:18","U","2026-01-04 02:40:00","","206637.892930184","460946.518479375","동물약국","","000","0",
"30","동물약국","02_03_02_P","4090000","409000001120230012","2023-11-02","","03","폐업","0002","폐업","2025-12-31","","","","","0","","경기도 김포시 감정동 692","경기도 김포시 중봉로 14, 홈플러스김포점 (감정동)","10102","김포홈플러스약국","2026-01-02 09:51:10","U","2026-01-04 02:40:00","","173328.23709684","457991.128265107","동물약국","","000","0",
"31","동물약국","02_03_02_P","4090000","409000001120260002","2026-01-03","","01","영업/정상","0000","정상","","","","","","","","경기도 김포시 풍무동 107-6","경기도 김포시 풍무로 104, 103호 (풍무동)","10114","풍무온누리약국","2026-01-03 16:20:33","I","2026-01-05 00:20:02","","175421.552572268","455872.853120107","동물약국","","000","0",
"32","동물약국","02_03_02_P","4090000","409000001120260003","2026-01-03","","01","영업/정상","0000","정상","","","","","","","","경기도 김포시 감정동 692","경기도 김포시 중봉로 14, 홈플러스김포점 지하 1층 (감정동)","10102","김포홈플러스약국","2026-01-03 16:38:38","I","2026-01-05 00:20:02","","173328.23709684","457991.128265107","동물약국","","000","0",
"33","동물약국","02_03_02_P","3410000","341000001120260001","2026-01-05","","01","영업/정상","0000","정상","","","","","","","","대구광역시 중구 봉산동 177-11","대구광역시 중구 이천로 237 (봉산동)","41959","시온약국","2026-01-05 16:32:52","I","2026-01-07 00:20:36","","344357.504884139","263636.780913209","동물약국","","000","0",
"34","동물약국","02_03_02_P","3150000","315000001120260003","2026-01-05","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강서구 마곡동 801","서울특별시 강서구 공항대로 236, 1층 101호 (마곡동)","07805","민들레약국","2026-01-05 16:20:17","I","2026-01-07 00:20:36","","185235.843162745","450709.635045354","동물약국","","000","0",
"35","동물약국","02_03_02_P","4540000","454000001120260001","2026-01-05","","01","영업/정상","0000","정상","","","","","041-732-3233","","","충청남도 논산시 반월동 67-4 1층","충청남도 논산시 중앙로 472, 김광호내과 (반월동)","32968","강산약국","2026-01-05 09:52:36","I","2026-01-07 00:20:36","","207527.927053809","300510.534081086","동물약국","","000","0",
"36","동물약국","02_03_02_P","3340000","334000001120260001","2026-01-05","","01","영업/정상","0000","정상","","","","","0512633813","","","부산광역시 사하구 장림동 615-2","부산광역시 사하구 장림번영로 28, 1층 (장림동)","49482","새중앙약국","2026-01-05 16:14:31","I","2026-01-07 00:20:36","","379442.715567305","177503.461861305","동물약국","","000","0",
"37","동물약국","02_03_02_P","3530000","353000001120260001","2026-01-05","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 만수동 978-24","인천광역시 남동구 하촌로 7, 102호 (만수동)","21539","바다약국","2026-01-05 09:09:55","I","2026-01-07 00:20:36","","176044.867759055","438606.81892143","동물약국","","000","0",
"38","동물약국","02_03_02_P","5710000","571000001120260001","2026-01-05","","01","영업/정상","0000","정상","","","","","","","","충청북도 청주시 청원구 오창읍 양청리 752-4","충청북도 청주시 청원구 오창읍 과학산업2로 375, 102호","28115","오창호수약국","2026-01-05 16:51:04","I","2026-01-07 00:20:36","","237697.238479795","357257.609423155","동물약국","","000","0",
"39","동물약국","02_03_02_P","5710000","571000001120260002","2026-01-05","","01","영업/정상","0000","정상","","","","","","","","충청북도 청주시 서원구 성화동 722","충청북도 청주시 서원구 장전로6번길 32, 103호 (성화동)","28614","소담약국","2026-01-05 17:01:31","I","2026-01-07 00:20:36","","239968.905717185","346294.711571118","동물약국","","000","0",
"40","동물약국","02_03_02_P","6510000","651000001120260001","2026-01-05","","01","영업/정상","0000","정상","","","","","064-796-2567","","","제주특별자치도 제주시 한림읍 한림리 1073-1","제주특별자치도 제주시 한림읍 한림중앙로 1, 1층","63029","세창약국","2026-01-05 09:05:48","I","2026-01-07 00:20:36","","131546.043579925","-8832.57973808462","동물약국","","000","0",
"41","동물약국","02_03_02_P","3900000","390000001120260001","2026-01-05","","01","영업/정상","0000","정상","","","","","","","","경기도 광명시 소하동 1340-5 웅신아트 113호","경기도 광명시 금하로 458, 웅신아트 113호 (소하동)","14316","마음드림약국","2026-01-05 15:32:06","I","2026-01-07 00:20:36","","189604.623666721","438478.689394262","동물약국","","000","0",
"42","동물약국","02_03_02_P","4181000","418100001120260001","2026-01-05","","01","영업/정상","0000","정상","","","","","0338180500","","","강원특별자치도 춘천시 동내면 학곡리 396 101-2호","강원특별자치도 춘천시 동내면 영서로 1832, 1층 101-2호","24408","학곡온누리약국","2026-01-05 16:06:03","I","2026-01-07 00:20:36","","266788.139311053","482241.886625609","동물약국","","000","0",
"43","동물약국","02_03_02_P","5350000","535000001120260001","2026-01-05","","01","영업/정상","0000","정상","","","","","","","","경상남도 김해시 삼계동 1501-2","경상남도 김해시 삼계중앙로 22, 1층 107호 (삼계동)","50902","하루약국","2026-01-05 16:51:02","I","2026-01-07 00:20:36","","369881.292422865","197245.819039752","동물약국","","000","0",
"44","동물약국","02_03_02_P","3030000","303000001120130003","2013-08-13","","03","폐업","0002","폐업","2026-01-02","","","","02-2292-9231","0","","서울특별시 성동구 행당동 19-54 1층","서울특별시 성동구 마조로 17, 1층 (행당동)","04760","한양약국","2026-01-05 09:26:58","U","2026-01-07 02:40:00","","203512.949927348","450799.537553394","동물약국","","000","0",
"45","동물약국","02_03_02_P","4020000","402000001120230003","2023-06-16","","03","폐업","0002","폐업","2026-01-05","","","","","","","경기도 군포시 산본동 1240 래미안 하이어스 아파트 상가(145동)","경기도 군포시 금산로 89, 래미안 하이어스 아파트 상가(145동) 1105호 (산본동)","15815","힐링약국","2026-01-05 09:41:16","U","2026-01-07 02:40:00","","194189.37215072","429607.667400243","동물약국","","000","0",
"46","동물약국","02_03_02_P","3530000","353000001120180005","2018-03-08","","03","폐업","0002","폐업","2025-12-29","","","","031-464-3347","","","인천광역시 남동구 서창동 676 더포레스트아파트상가 101호","인천광역시 남동구 서창남순환로 140, 더포레스트아파트상가 101호 (서창동)","21615","오약국","2026-01-05 17:38:05","U","2026-01-07 02:40:00","","177218.327077546","436259.949615223","동물약국","","000","0",
"47","동물약국","02_03_02_P","3220000","322000001120230016","2023-06-07","","03","폐업","0002","폐업","2026-01-02","","","","02-581-5020","","","서울특별시 강남구 대치동 896-36 1층","서울특별시 강남구 선릉로86길 42, 1층 (대치동)","06197","대치약국","2026-01-05 09:56:38","U","2026-01-07 02:40:00","","204627.423538699","444635.785162319","동물약국","","000","0",
"48","동물약국","02_03_02_P","5130000","513000001120240007","2024-12-16","","03","폐업","0002","폐업","2025-04-14","","","","0507-1338-7162","","","경상북도 경산시 정평동 189-4","경상북도 경산시 성동로 8, 1층 (정평동)","38653","꿀단지약국","2026-01-05 09:23:40","U","2026-01-07 02:40:00","","355876.448518324","260851.282997155","동물약국","","000","0",
"49","동물약국","02_03_02_P","4390000","439000001120260001","2026-01-07","","01","영업/정상","0000","정상","","","","","","199.41","","충청북도 충주시 칠금동 855","충청북도 충주시 봉계1길 58, 1층 (칠금동)","27361","곰약국","2026-01-07 10:58:50","I","2026-01-09 00:20:01","","281475.822678001","387034.093222287","동물약국","","000","0",
"50","동물약국","02_03_02_P","4390000","439000001120260002","2026-01-07","","01","영업/정상","0000","정상","","","","","","1566.81","","충청북도 충주시 주덕읍 화곡리 1246 서충주신도시 삼일파라뷰 그랜드","충청북도 충주시 주덕읍 화개1길 16, 220동 1층 13호 (서충주신도시 삼일파라뷰 그랜드)","27465","햇살약국","2026-01-07 16:34:14","I","2026-01-09 00:20:01","","272845.603705709","389500.326089809","동물약국","","000","0",
"51","동물약국","02_03_02_P","5530000","553000001120260001","2026-01-06","","01","영업/정상","0000","정상","","","","","","","","경기도 화성시 산척동 738-2","경기도 화성시 동탄순환대로12길 8, 105호 (산척동)","18502","판다약국","2026-01-06 13:06:35","I","2026-01-09 00:20:01","","210529.947748761","407453.617984442","동물약국","","000","0",
"52","동물약국","02_03_02_P","5530000","553000001120260002","2026-01-06","","01","영업/정상","0000","정상","","","","","0312960365","","","경기도 화성시 봉담읍 상리 690-3","경기도 화성시 봉담읍 상리2길 51, 10-105호","18309","365봉담약국","2026-01-06 13:15:02","I","2026-01-09 00:20:01","","195238.534634398","413630.318703919","동물약국","","000","0",
"53","동물약국","02_03_02_P","5530000","553000001120260003","2026-01-06","","01","영업/정상","0000","정상","","","","","","","","경기도 화성시 봉담읍 상리 690-3","경기도 화성시 봉담읍 상리2길 51, 101-105호","18309","365봉담약국","2026-01-06 20:07:55","I","2026-01-09 00:20:01","","195238.534634398","413630.318703919","동물약국","","000","0",
"54","동물약국","02_03_02_P","3610000","361000001120260001","2026-01-06","","01","영업/정상","0000","정상","","","","","","","","광주광역시 남구 진월동 292","광주광역시 남구 서문대로701번길 2, 넥스타워 6층 1호 (진월동)","61725","진월다정약국","2026-01-06 14:56:19","I","2026-01-09 00:20:01","","190635.477936701","180345.157511934","동물약국","","000","0",
"55","동물약국","02_03_02_P","3780000","378000001120260001","2026-01-06","","01","영업/정상","0000","정상","","","","","","","","경기도 성남시 수정구 태평동 7288-15 성남빌딩","경기도 성남시 수정구 수정로 181, 성남빌딩 1층 (태평동)","13290","행복약국","2026-01-06 09:12:19","I","2026-01-09 00:20:01","","212318.433502036","437947.974606913","동물약국","","000","0",
"56","동물약국","02_03_02_P","3330000","333000001120260001","2026-01-06","","01","영업/정상","0000","정상","","","","","","","","부산광역시 해운대구 반여동 1609-1 문훈치과","부산광역시 해운대구 재반로 253-1, 문훈치과 1층 (반여동)","48024","지리산약국","2026-01-06 13:17:42","I","2026-01-09 00:20:01","","394029.29313286","191052.246835551","동물약국","","000","0",
"57","동물약국","02_03_02_P","3780000","378000001120260002","2026-01-06","","01","영업/정상","0000","정상","","","","","","","","경기도 성남시 수정구 신흥동 3436-13 메드위즈","경기도 성남시 수정구 수정로 208, 메드위즈 1층 (신흥동)","13346","메드백세약국","2026-01-06 09:27:15","I","2026-01-09 00:20:01","","212566.668421192","437986.956485241","동물약국","","000","0",
"58","동물약국","02_03_02_P","4010000","401000001120260001","2026-01-07","","01","영업/정상","0000","정상","","","","","","","","경기도 시흥시 장곡동 932-1 대광프라자","경기도 시흥시 장현장곡로 6, 대광프라자 105호 (장곡동)","14996","청솔약국","2026-01-07 08:46:07","I","2026-01-09 00:20:01","","181311.003928597","430802.905083433","동물약국","","000","0",
"59","동물약국","02_03_02_P","3530000","353000001120260002","2026-01-06","","01","영업/정상","0000","정상","","","","","","","","인천광역시 남동구 서창동 676 더포레스트","인천광역시 남동구 서창남순환로 140, 101호 (서창동, 더포레스트)","21615","오약국","2026-01-06 10:26:54","I","2026-01-09 00:20:01","","177218.327077546","436259.949615223","동물약국","","000","0",
"60","동물약국","02_03_02_P","3900000","390000001120260002","2026-01-06","","01","영업/정상","0000","정상","","","","","","","","경기도 광명시 광명동 158-795","경기도 광명시 광명로 891-1, 1층 (광명동)","14286","사거리약국","2026-01-06 09:43:59","I","2026-01-09 00:20:01","","186995.652891353","441843.578572626","동물약국","","000","0",
"61","동물약국","02_03_02_P","3050000","305000001120260001","2026-01-07","","01","영업/정상","0000","정상","","","","","","","","서울특별시 동대문구 이문동 305-59","서울특별시 동대문구 휘경로 12, 1층 (이문동)","02441","든든약국","2026-01-07 13:16:50","I","2026-01-09 00:20:01","","205341.673793045","454835.667578621","동물약국","","000","0",
"62","동물약국","02_03_02_P","5700000","570000001120260001","2026-01-06","","01","영업/정상","0000","정상","","","","","","","","경기도 여주시 하동 417-2","경기도 여주시 청심로 40, B동 101호 (하동)","12618","세종정문약국","2026-01-06 13:32:47","I","2026-01-09 00:20:01","","255352.093680858","422295.86719031","동물약국","","000","0",
"63","동물약국","02_03_02_P","3180000","318000001120260001","2026-01-07","","01","영업/정상","0000","정상","","","","","02-2633-3669","","","서울특별시 영등포구 당산동6가 339-4 디엔빌딩 103호","서울특별시 영등포구 양평로 68, 디엔빌딩 1층 103호 (당산동6가)","07222","수성약국","2026-01-07 09:43:05","I","2026-01-09 00:20:01","","191046.720915509","448126.220291917","동물약국","","000","0",
"64","동물약국","02_03_02_P","3210000","321000001120190002","2019-03-20","","03","폐업","0002","폐업","2026-01-06","","","","02-535-8233","0","","서울특별시 서초구 서초동 1306-4 강남 지웰타워2","서울특별시 서초구 서초대로77길 24, 강남 지웰타워2 (서초동)","06614","굿약국","2026-01-06 09:08:18","U","2026-01-09 02:40:00","","202228.219796335","444201.821735534","동물약국","","000","0",
"65","동물약국","02_03_02_P","3230000","323000001120230010","2023-05-30","","01","영업/정상","0000","정상","","","","","","","","서울특별시 송파구 잠실동 209 송천빌딩","서울특별시 송파구 석촌호수로 80, 송천빌딩 1층 2호 (잠실동)","05564","잠실팜약국","2026-01-06 13:20:40","U","2026-01-09 02:40:00","","207562.998269706","445212.647550343","동물약국","","000","0",
"66","동물약국","02_03_02_P","3610000","361000001120210008","2021-10-18","","03","폐업","0002","폐업","2026-01-07","","","","","0","","광주광역시 남구 진월동 292","광주광역시 남구 서문대로701번길 2, 넥스타워 1층 103-2호 (진월동)","61725","하누리 약국","2026-01-07 10:48:31","U","2026-01-09 02:40:00","","190635.477936701","180345.157511934","동물약국","","000","0",
"67","동물약국","02_03_02_P","4390000","439000001120230001","2023-03-06","","03","폐업","0002","폐업","2026-01-07","","","","043-847-7700","","","충청북도 충주시 칠금동 584","충청북도 충주시 칠금12길 8, 백세약국 (칠금동)","27355","백세약국","2026-01-07 17:23:20","U","2026-01-09 02:40:00","","282121.507738085","387662.558252516","동물약국","","000","0",
"68","동물약국","02_03_02_P","4060000","406000001120240003","2024-03-14","","01","영업/정상","0000","정상","","","","","0319473304","","","경기도 파주시 광탄면 용미리 327-3","경기도 파주시 광탄면 혜음로 495","10955","광탄동화약국","2026-01-06 16:47:12","U","2026-01-09 02:40:00","","189379.132587449","470460.405730628","동물약국","","000","0",
"69","동물약국","02_03_02_P","3050000","305000001120250013","2025-07-28","","03","폐업","0002","폐업","2026-01-06","","","","","","","서울특별시 동대문구 이문동 305-59","서울특별시 동대문구 휘경로 12, 1층 (이문동)","02441","든든약국","2026-01-07 13:58:15","U","2026-01-09 02:40:00","","205341.673793045","454835.667578621","동물약국","","000","0",
"70","동물약국","02_03_02_P","3090000","309000001120170006","2017-05-11","","03","폐업","0002","폐업","2026-01-03","","","","900-2055","","","서울특별시 도봉구 창동 661-38","서울특별시 도봉구 도봉로 496, 1층 102호 (창동)","01453","참좋은약국","2026-01-07 11:13:41","U","2026-01-09 02:40:00","","203084.15164045","460814.414238496","동물약국","","000","0",
"71","동물약국","02_03_02_P","3330000","333000001120220014","2022-10-07","","03","폐업","0002","폐업","2025-12-31","","","","","0","","부산광역시 해운대구 반여동 1609-1 문훈치과","부산광역시 해운대구 재반로 253-1, 문훈치과 1층 (반여동)","48024","지리산약국","2026-01-06 13:55:39","U","2026-01-09 02:40:00","","394029.29313286","191052.246835551","동물약국","","000","0",
"72","동물약국","02_03_02_P","3540000","354000001120230019","2023-10-30","","03","폐업","0002","폐업","2026-01-07","","","","032-710-4770","0","","인천광역시 부평구 부평동 534-48 스테이션 타워 105호","인천광역시 부평구 경원대로 1366, 스테이션 타워 105호 (부평동)","21404","부평수약국","2026-01-07 10:16:06","U","2026-01-09 02:40:00","","175224.311282633","443233.018452387","동물약국","","000","0",
"73","동물약국","02_03_02_P","5710000","571000001120230016","2023-09-15","","03","폐업","0002","폐업","2026-01-01","","","","","","","충청북도 청주시 서원구 성화동 722 ,103호","충청북도 청주시 서원구 장전로6번길 32, 103호 (성화동)","28614","소담약국","2026-01-07 16:17:52","U","2026-01-09 02:40:00","","239968.905717185","346294.711571118","동물약국","","000","0",
"74","동물약국","02_03_02_P","4470000","447000001120260001","2026-01-08","","01","영업/정상","0000","정상","","","","","043-877-0532","135.32","","충청북도 음성군 맹동면 두성리 1429","충청북도 음성군 맹동면 용두5길 5, 112,113호","27739","가까운소망약국","2026-01-08 13:26:51","I","2026-01-10 00:20:07","","249188.040055178","378527.92505648","동물약국","","000","0",
"75","동물약국","02_03_02_P","3220000","322000001120260001","2026-01-06","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강남구 역삼동 682-17","서울특별시 강남구 봉은사로54길 9, 1층 (역삼동)","06143","싱싱약국","2026-01-06 13:35:27","I","2026-01-10 00:20:07","","203797.336891864","445241.770411677","동물약국","","000","0",
