"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"20","축산판매업","07_22_04_P","4820000","482000000920250030","2025-12-31","","01","영업/정상","0000","정상","","","","","","0","","전라남도 순천시 낙안면 목촌리 682-1","전라남도 순천시 낙안면 수정1길 54","57916","순금한돈 본점","2025-12-31 10:53:41","I","2026-01-03 00:20:02","축산물유통전문판매업","229073.70731145","159642.935380071","축산물판매업","축산물유통전문판매업","0","000","0",
"21","축산판매업","07_22_04_P","5210000","521000000920110002","2011-01-18","","03","폐업","0002","폐업","2025-12-31","","","","933-5544","18.55","","경상북도 성주군 성주읍 경산리 718-134","경상북도 성주군 성주읍 시장길 23","","만물유통","2025-12-31 13:17:20","U","2026-01-03 02:40:00","식육판매업","315997.726113723","269204.704830096","축산물판매업","식육판매업","0","000","0",
"22","축산판매업","07_22_04_P","5670000","567000000920102055","2010-11-29","","01","영업/정상","0000","정상","","","","","","0","","경상남도 창원시 성산구 상남동 16","경상남도 창원시 성산구 마디미로 28, C동 1층 104호 (상남동, 상남재래시장)","51496","길샘푸드","2025-12-31 11:25:42","U","2026-01-03 02:40:00","식육판매업","353189.423782494","192735.097969597","축산물판매업","식육판매업","0","000","0",
"23","축산판매업","07_22_04_P","5670000","567000000920170017","2017-02-08","","03","폐업","0002","폐업","2025-12-31","","","","","5","","경상남도 창원시 의창구 대산면 갈전리 609-1","경상남도 창원시 의창구 대산면 갈전로 100-23","51119","그린원푸드","2025-12-31 11:18:37","U","2026-01-03 02:40:00","식육판매업","352998.958363449","208663.212183924","축산물판매업","식육판매업","0","000","0",
"24","축산판매업","07_22_04_P","5670000","567000000920071007","2007-04-11","","03","폐업","0002","폐업","2025-12-31","","","","055-533-9133","44.05","","경상남도 창원시 마산합포구 남성동 191-2","경상남도 창원시 마산합포구 합포로 32 (남성동)","","한울맘축산판매장","2025-12-31 11:20:07","U","2026-01-03 02:40:00","식육판매업","343416.917131353","190475.584322604","축산물판매업","식육판매업","0","L00","0",
"25","축산판매업","07_22_04_P","5670000","567000000920180003","2018-01-11","","03","폐업","0002","폐업","2025-12-31","","","","055-716-1797","7.48","","경상남도 창원시 진해구 용원동 1170-1 조은빌 1층","경상남도 창원시 진해구 용원북로11번나길 11, 1층 (용원동, 조은빌)","51603","주식회사 팜팜유통","2025-12-31 11:17:48","U","2026-01-03 02:40:00","식육판매업","365188.691582634","179822.166679121","축산물판매업","식육판매업","0","L00","0",
"26","축산판매업","07_22_04_P","3560000","356000000920100017","2010-04-16","","01","영업/정상","0000","정상","","","","","","197","","인천광역시 서구 마전동 900-13","인천광역시 서구 완정로188번1길 14 (마전동)","22612","(주)케이피티에스푸드","2025-12-31 15:17:06","U","2026-01-03 02:40:00","식육판매업","169525.228390541","455883.829715767","축산물판매업","식육판매업","0","L00","0",
"27","축산판매업","07_22_04_P","3560000","356000000919950006","1995-07-28","","01","영업/정상","0000","정상","","","","","","48","","인천광역시 서구 심곡동 283-8","인천광역시 서구 심곡로 129 (심곡동)","","대동한우마을","2025-12-31 11:16:15","U","2026-01-03 02:40:00","식육판매업","171794.781046036","449184.271288094","축산물판매업","식육판매업","0","000","0",
"28","축산판매업","07_22_04_P","3490000","349000000920090016","2009-08-28","","01","영업/정상","0000","정상","","","","","032-745-1234","6.73","","인천광역시 중구 운서동 2850-1","인천광역시 중구 영종해안남로321번길 208 (운서동)","","(주)칼호텔네트워크 그랜드하얏트인천","2025-12-31 10:58:53","U","2026-01-03 02:40:00","축산물유통전문판매업","151916.378983327","437733.282970468","축산물판매업","축산물유통전문판매업","0","L00","0",
"29","축산판매업","07_22_04_P","4050000","563000000920080031","2008-08-28","","01","영업/정상","0000","정상","","","","","031-284-5601","58.7","","경기도 용인시 기흥구 언남동 419-1","경기도 용인시 기흥구 구성로 118 (언남동)","","롯데쇼핑(주)롯데슈퍼 언남점","2025-12-31 10:12:10","U","2026-01-03 02:40:00","식육판매업","210702.859783873","421190.48783457","축산물판매업","식육판매업","0","000","0",
"30","축산판매업","07_22_04_P","3830000","383000000920120031","2012-06-21","","03","폐업","0002","폐업","2025-12-31","","","","442-3737","26.82","","경기도 안양시 만안구 안양동 491-16","경기도 안양시 만안구 수리산로28번길 3, 1층 (안양동)","14092","SM할인마트정육점","2025-12-31 10:57:59","U","2026-01-03 02:40:00","식육판매업","","","축산물판매업","식육판매업","0","000","0",
"31","축산판매업","07_22_04_P","3140000","314000000920140017","2014-06-27","","03","폐업","0002","폐업","2025-12-31","","","","6205-8459","18.52","","서울특별시 양천구 신월동 535-4 1층","서울특별시 양천구 신월로 187, 1층 (신월동)","08030","한우사랑미트","2025-12-31 16:01:40","U","2026-01-03 02:40:00","식육판매업","186110.201186169","446397.806029971","축산물판매업","식육판매업","0","000","0",
"32","축산판매업","07_22_04_P","3000000","300000000920120020","2012-12-26","","03","폐업","0002","폐업","2025-12-31","","","","02-739-7779","0","","서울특별시 종로구 무악동 63-2 3층","서울특별시 종로구 통일로 276, 3층 (무악동)","03030","신선유통(풀무원녹즙)","2025-12-31 14:26:50","U","2026-01-03 02:40:00","우유류판매업","196047.812876606","452688.379729032","축산물판매업","우유류판매업","0","000","0",
"33","축산판매업","07_22_04_P","5710000","573000000920190005","2019-03-14","","03","폐업","0002","폐업","2025-12-01","","","","","23.68","","충청북도 청주시 흥덕구 복대동 2372","충청북도 청주시 흥덕구 성봉로 227 (복대동)","28604","신세계 축산물","2025-12-31 10:58:08","U","2026-01-03 02:40:00","식육판매업","240144.210868265","347222.999560975","축산물판매업","식육판매업","0","000","0",
"34","축산판매업","07_22_04_P","4040000","404000000920190003","2019-01-14","","03","폐업","0002","폐업","2025-12-31","","","","","0","","경기도 하남시 신장동 523-1 현대베스코아빌딩","경기도 하남시 대청로 33, 현대베스코아빌딩 3층 355호 (신장동)","12947","푸드온","2025-12-31 17:18:49","U","2026-01-03 02:40:00","축산물유통전문판매업","219019.083032917","448782.644793748","축산물판매업","축산물유통전문판매업","0","000","0",
"35","축산판매업","07_22_04_P","3010000","301000000920190006","2019-03-25","","03","폐업","0002","폐업","2025-12-31","","","","","19.5","","서울특별시 중구 황학동 583-1 2호","서울특별시 중구 퇴계로87길 29-6, 2호 (황학동)","04576","삼정유통","2025-12-31 15:29:46","U","2026-01-03 02:40:00","식육부산물전문판매업","201767.48508967","451627.226022892","축산물판매업","식육부산물전문판매업","0","000","0",
"36","축산판매업","07_22_04_P","3730000","373000000920230009","2023-06-30","","03","폐업","0002","폐업","2025-12-31","","","","","67.2","","울산광역시 울주군 서생면 대송리 209","울산광역시 울주군 서생면 해맞이로 1236-28, 1층","45015","알리바바 로봇커피 간절곶점","2025-12-31 13:58:24","U","2026-01-03 02:40:00","식육판매업","414158.893353933","209320.594760768","축산물판매업","식육판매업","0","000","0",
"37","축산판매업","07_22_04_P","3180000","318000000920230032","2023-09-13","","01","영업/정상","0000","정상","","","","","02-6222-5000","0","","서울특별시 영등포구 여의도동 17-5 서여의도 비즈니스호텔 1층","서울특별시 영등포구 의사당대로 16, 서여의도 비즈니스호텔 1층 (여의도동)","07236","글래드호텔 여의도","2025-12-31 14:09:43","U","2026-01-03 02:40:00","식육판매업","192622.209000336","447248.142200812","축산물판매업","식육판매업","0","L00","0",
"38","축산판매업","07_22_04_P","3180000","318000000920230029","2023-08-10","","01","영업/정상","0000","정상","","","","","02-782-4581","0","","서울특별시 영등포구 여의도동 42 롯데슈퍼프레시 여의점","서울특별시 영등포구 국제금융로 79 (여의도동, 한양아파트)","07340","롯데슈퍼 여의점","2025-12-31 13:28:40","U","2026-01-03 02:40:00","식육판매업","193963.563089797","446584.550237569","축산물판매업","식육판매업","0","L00","0",
"39","축산판매업","07_22_04_P","5350000","535000000920140014","2014-02-13","","03","폐업","0002","폐업","2025-12-31","","","","","163.52","","경상남도 김해시 화목동 1052-9","경상남도 김해시 칠산로399번길 21 (화목동)","51006","태진축산","2025-12-31 10:38:37","U","2026-01-03 02:40:00","식육판매업","368479.531565481","191425.070609531","축산물판매업","식육판매업","0","000","0",
"40","축산판매업","07_22_04_P","4140000","414000000920010001","2001-01-19","","01","영업/정상","0000","정상","","","","","834-9966","43.43","","경기도 연천군 전곡읍 전곡리 300-3","경기도 연천군 전곡읍 온골로 19","","박사식품","2025-12-31 09:16:03","U","2026-01-03 02:40:00","식육판매업","206018.067934954","502227.969929387","축산물판매업","식육판매업","0","000","0",
"41","축산판매업","07_22_04_P","3560000","356000000920190050","2019-06-17","","01","영업/정상","0000","정상","","","","","","23.1","","인천광역시 서구 검암동 604-2","인천광역시 서구 승학로483번길 22-3 (검암동)","22695","명가푸드","2025-12-31 16:51:30","U","2026-01-03 02:40:00","식육판매업","170948.503677844","451369.568723354","축산물판매업","식육판매업","0","000","0",
"42","축산판매업","07_22_04_P","5141000","514000000920220001","2022-05-03","","01","영업/정상","0000","정상","","","","","","36","","대구광역시 군위군 효령면 고곡리 960","대구광역시 군위군 효령면 용매로 952","43137","주식회사 대성축산","2025-12-31 09:17:00","U","2026-01-03 02:40:00","식육판매업","342567.810430669","289585.140247376","축산물판매업","식육판매업","0","L00","0",
"43","축산판매업","07_22_04_P","4181000","418000000920020027","2002-07-15","","03","폐업","0002","폐업","2025-12-31","","","","","0","","강원특별자치도 춘천시 신북읍 천전리 39-3 6통","강원특별자치도 춘천시 신북읍 상천3길 4","","소양강마트정육점","2025-12-31 16:15:04","U","2026-01-03 02:40:00","식육판매업","269607.450180333","492542.728992475","축산물판매업","식육판매업","0","000","0",
"44","축산판매업","07_22_04_P","3630000","363000000920110014","2011-03-18","","03","폐업","0002","폐업","2025-12-31","","","","","86.55","","광주광역시 광산구 요기동 50-1","광주광역시 광산구 동곡하선길 47 (요기동)","62454","대화축산유통","2025-12-31 17:28:40","U","2026-01-03 02:40:00","식육판매업","179653.470753619","179284.356464667","축산물판매업","식육판매업","0","000","0",
"45","축산판매업","07_22_04_P","3650000","365000000920170008","2017-03-07","","03","폐업","0002","폐업","2025-12-31","","","","","42.99","","대전광역시 중구 유천동 308-37","대전광역시 중구 계백로1565번길 10, 1층 (유천동)","34891","맛소야정육","2025-12-31 15:01:15","U","2026-01-03 02:40:00","식육판매업","235330.233083976","313114.194763401","축산물판매업","식육판매업","0","000","0",
"46","축산판매업","07_22_04_P","3180000","318000000920190009","2019-04-04","","01","영업/정상","0000","정상","","","","","02-6222-5223","135","","서울특별시 영등포구 여의도동 17-5 서여의도 비즈니스호텔","서울특별시 영등포구 의사당대로 16, 서여의도 비즈니스호텔 지하1(M)층 (여의도동)","07236","글래드호텔앤리조트(주)글래드호텔여의도","2025-12-31 13:52:48","U","2026-01-03 02:40:00","축산물유통전문판매업","192622.209000336","447248.142200812","축산물판매업","축산물유통전문판매업","0","L00","0",
"47","축산판매업","07_22_04_P","3730000","373000000920170006","2017-04-18","","03","폐업","0002","폐업","2025-12-31","","","","","72.46","","","울산광역시 울주군 범서읍 굴화2길 34","44933","봉화축산유통","2025-12-31 15:26:42","U","2026-01-03 02:40:00","식육판매업","404851.032957133","230600.332185001","축산물판매업","식육판매업","0","000","0",
"48","축산판매업","07_22_04_P","4910000","491000000920150007","2015-08-28","","01","영업/정상","0000","정상","","","","","061-863-9290","83.44","","전라남도 장흥군 장흥읍 예양리 149","전라남도 장흥군 장흥읍 토요시장3길 10-1","59331","장흥 일등 한우 직판장","2025-12-31 13:57:47","U","2026-01-03 02:40:00","식육판매업","191045.863642575","130850.390157657","축산물판매업","식육판매업","0","000","0",
"49","축산판매업","07_22_04_P","4050000","562000000920190059","2019-10-22","","03","폐업","0002","폐업","2025-12-31","","","","","38.73","","경기도 용인시 처인구 양지읍 남곡리 390","경기도 용인시 처인구 양지읍 은이로 35-1, B동 1층","17161","어반푸드","2025-12-31 15:42:53","U","2026-01-03 02:40:00","식육판매업","224360.649399977","413916.734752641","축산물판매업","식육판매업","0","000","0",
"50","축산판매업","07_22_04_P","3630000","363000000920220014","2022-02-23","","03","폐업","0002","폐업","2025-12-31","","","","","31.14","","광주광역시 광산구 본덕동 523-4","광주광역시 광산구 동곡로35번길 2-1(본덕동)","62462","(주)퍼스트미트 광주지점","2025-12-31 09:29:32","U","2026-01-03 02:40:00","식육판매업","179142.005891131","176467.944012477","축산물판매업","식육판매업","0","L00","0",
"51","축산판매업","07_22_04_P","4470000","447000000920220010","2022-02-23","","03","폐업","0002","폐업","2025-12-31","","","","070-7705-6551","44.5","","충청북도 음성군 대소면 대풍리 655-12","충청북도 음성군 대소면 대금로 20, 208호","27671","정직한BUSANMUL","2025-12-31 14:43:57","U","2026-01-03 02:40:00","식육판매업","239884.749178487","387512.74586052","축산물판매업","식육판매업","0","000","0",
"52","축산판매업","07_22_04_P","5600000","560000000920220006","2022-03-07","","01","영업/정상","0000","정상","","","","","","198","","경기도 포천시 소흘읍 무봉리 458-19","경기도 포천시 소흘읍 거친봉이1길 36","11183","일품농장","2025-12-31 09:45:30","U","2026-01-03 02:40:00","식용란수집판매업","211611.336740536","476882.020638269","축산물판매업","식용란수집판매업","0","L00","0",
"53","축산판매업","07_22_04_P","3730000","373000000920220002","2022-03-22","","03","폐업","0002","폐업","2025-12-31","","","","","28.8","","울산광역시 울주군 언양읍 동부리 371-5","울산광역시 울주군 언양읍 북문4길 11","44938","언양일등한우식육점","2025-12-31 17:53:25","U","2026-01-03 02:40:00","식육판매업","392525.304710287","232204.020142168","축산물판매업","식육판매업","0","000","0",
"54","축산판매업","07_22_04_P","4211000","421000000920000011","2000-07-18","","01","영업/정상","0000","정상","","","","","522-9427","147","","강원특별자치도 동해시 천곡동 961-12","강원특별자치도 동해시 동굴로 142 (천곡동)","25777","엘에이 갈비 백화점","2025-12-31 13:09:38","U","2026-01-03 02:40:00","식육판매업","387318.11427501","448391.021824286","축산물판매업","식육판매업","0","000","0",
"55","축산판매업","07_22_04_P","3530000","353000000920240031","2024-07-14","","01","영업/정상","0000","정상","","","","","","3.3","","인천광역시 남동구 고잔동 632-1 (주)남동상공센타 205호","인천광역시 남동구 은청로 18, (주)남동상공센타 205호 (고잔동)","21633","정인INT","2025-12-31 11:10:19","U","2026-01-03 02:40:00","식육판매업","172904.26594345","433874.827139882","축산물판매업","식육판매업","0","000","0",
"56","축산판매업","07_22_04_P","5470000","547000000919980040","1998-12-09","","01","영업/정상","0000","정상","","","","","942-0163","6.2","","경상남도 거창군 가조면 장기리 286-11","경상남도 거창군 가조면 가조가야로 951","50118","장기식육점","2025-12-31 09:16:29","U","2026-01-03 02:40:00","식육판매업","290450.391641513","246463.718863573","축산물판매업","식육판매업","0","000","0",
"57","축산판매업","07_22_04_P","5380000","538000000920200003","2020-02-06","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 명동 791","경상남도 양산시 서창로 37 (명동)","50536","정푸드","2025-12-31 14:02:48","U","2026-01-03 02:40:00","식육판매업","396529.585294112","213829.986905698","축산물판매업","식육판매업","0","000","0",
"58","축산판매업","07_22_04_P","5380000","538000000920200004","2020-02-06","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 명동 791","경상남도 양산시 서창로 37 (명동)","50536","정푸드","2025-12-31 14:00:01","U","2026-01-03 02:40:00","축산물유통전문판매업","396529.585294112","213829.986905698","축산물판매업","축산물유통전문판매업","0","000","0",
"59","축산판매업","07_22_04_P","3150000","315000000920240014","2024-03-29","","03","폐업","0002","폐업","2025-12-31","","","","02-6396-0214","243.09","","서울특별시 강서구 마곡동 768-2 동익드미라벨복합빌딩 8층 833-835호","서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 8층 833-835호 (마곡동)","07798","에이제이토탈(주)","2025-12-31 15:13:44","U","2026-01-03 02:40:00","축산물유통전문판매업","184345.724012817","451171.287709396","축산물판매업","축산물유통전문판매업","0","L00","0",
"60","축산판매업","07_22_04_P","5360000","536000000920100004","2010-07-08","","03","폐업","0002","폐업","2025-12-31","","","","","49.5","","경상남도 밀양시 내이동 1190-5","경상남도 밀양시 북성로3길 8 (내이동)","","금호식육점","2025-12-31 11:11:45","U","2026-01-03 02:40:00","식육판매업","358240.88711946","223412.590821686","축산물판매업","식육판매업","0","000","0",
"61","축산판매업","07_22_04_P","5530000","553000000920170109","2017-10-11","","03","폐업","0002","폐업","2025-12-31","","","","","25.76","","","경기도 화성시 여울로4길 15-1 (능동)","18422","화성키즈","2025-12-31 11:44:29","U","2026-01-03 02:40:00","식용란수집판매업","204973.313748954","412837.778545619","축산물판매업","식용란수집판매업","0","000","0",
"62","축산판매업","07_22_04_P","5530000","553000000920170095","2017-08-23","","03","폐업","0002","폐업","2025-12-31","","","","","54.4","","","경기도 화성시 여울로4길 15-1 (능동)","18422","화성키즈","2025-12-31 11:43:29","U","2026-01-03 02:40:00","식육판매업","204973.313748954","412837.778545619","축산물판매업","식육판매업","0","000","0",
"63","축산판매업","07_22_04_P","4470000","447000000920180022","2018-07-26","","03","폐업","0002","폐업","2025-12-31","","","","070-4612-3557","30.61","","충청북도 음성군 대소면 대풍리 655-12 208호","충청북도 음성군 대소면 대금로 20, 208호","27671","정직한BUSANMUL","2025-12-31 14:42:57","U","2026-01-03 02:40:00","식육부산물전문판매업","239884.749178487","387512.74586052","축산물판매업","식육부산물전문판매업","0","000","0",
"64","축산판매업","07_22_04_P","4050000","563000000920200026","2020-06-08","","03","폐업","0002","폐업","2025-12-31","","","","031-281-9957","0","","경기도 용인시 기흥구 고매동 546-2","경기도 용인시 기흥구 공세로 16 (고매동)","17101","주식회사 미라클미트","2025-12-31 10:00:18","U","2026-01-03 02:40:00","축산물유통전문판매업","209085.040267248","414098.8480602","축산물판매업","축산물유통전문판매업","0","L00","0",
"65","축산판매업","07_22_04_P","3940000","394000000920210073","2021-11-09","","03","폐업","0002","폐업","2025-12-31","","","","","198","","경기도 고양시 덕양구 내유동 621","경기도 고양시 덕양구 유산길50번길 13, 2층 일부호 (내유동)","10263","(주)한익스프레스","2025-12-31 13:23:38","U","2026-01-03 02:40:00","식육판매업","186572.472939698","469574.202457682","축산물판매업","식육판매업","0","L00","0",
"66","축산판매업","07_22_04_P","3360000","336000000920250093","2025-12-24","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 강서구 신호동 252-1 우리집 1층 오른쪽 2호","부산광역시 강서구 신호이로75번길 30-7, 우리집 1층 오른쪽 2호 (신호동)","46759","강동푸드","2025-12-31 11:36:28","U","2026-01-03 02:40:00","식육판매업","371309.70104845","177506.633931042","축산물판매업","식육판매업","0","000","0",
"67","축산판매업","07_22_04_P","3360000","336000000920250094","2025-12-24","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 강서구 신호동 252-1","부산광역시 강서구 신호이로75번길 30-7, 우리집 1층 오른쪽 2호 (신호동)","46759","강동푸드","2025-12-31 11:37:43","U","2026-01-03 02:40:00","축산물유통전문판매업","371309.70104845","177506.633931042","축산물판매업","축산물유통전문판매업","0","000","0",
"68","축산판매업","07_22_04_P","3150000","315000000920230016","2023-03-29","","01","영업/정상","0000","정상","","","","","","29.7","","서울특별시 강서구 등촌동 689 NC 강서점 지하2층 일부","서울특별시 강서구 강서로56길 17, NC 강서점 지하2층 일부호 (등촌동)","07584","(주)이랜드팜앤푸드","2025-12-31 15:53:51","U","2026-01-03 02:40:00","축산물유통전문판매업","185824.428508883","450866.252126246","축산물판매업","축산물유통전문판매업","0","L00","0",
