"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","테마파크업(기타)","03_07_08_P","3900000","CDFI5272002021000002","2021-11-25","","01","영업/정상","13","영업중","","","","","02-6226-2291","","","경기도 광명시 일직동 500 이케아광명점,롯데아울렛","경기도 광명시 일직로 17, 이케아광명점,롯데아울렛 1,2층 (일직동)","14352","캘리클럽X태그액션 더익스트림 롯데몰 광명","2026-01-02 15:10:47","U","2026-01-04 02:40:00","","189614.445095321","435789.264012576","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","722.3","","0","","","","","","","0","","","","722",
"12","테마파크업(기타)","03_07_08_P","3210000","CDFI5272002025000001","2025-03-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 내곡동 384 서초포레스타2단지","서울특별시 서초구 헌릉로8길 45, 상가동 1동 204,205호 (내곡동, 서초포레스타2단지)","06800","렉트 영어 키즈 트램폴린","2026-01-02 09:18:35","U","2026-01-04 02:40:00","","205329.561120927","439241.118196373","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","트램폴린 9대","0","","","","","","","0","","","","0",
"13","테마파크업(기타)","03_07_08_P","4490000","CDFI5272002025000004","2025-08-14","","01","영업/정상","13","영업중","","","","","041-622-8575","","","충청남도 천안시 동남구 문화동 180 천안역 필하우스 에듀시티 1단지","충청남도 천안시 동남구 성황로 40 (문화동, 천안역 필하우스 에듀시티 1단지)","31127","천안역필하우스 에듀시티1단지 워터쿨링파크","2026-01-03 09:58:08","D","2026-01-05 02:30:00","","213676.093877519","367798.213954042","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","3","","","","","","","0","","","","0",
"14","테마파크업(기타)","03_07_08_P","4490000","CDFI5272002025000001","2025-07-18","","01","영업/정상","13","영업중","","","","","043-221-7171","","","충청남도 천안시 동남구 신부동 124 도솔광장","충청남도 천안시 동남구 천안대로 844, 도솔광장 (신부동)","31115","2025 야외 물놀이장 도솔광장","2026-01-03 09:57:05","D","2026-01-05 02:30:00","","214364.929704322","369193.171652813","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"15","테마파크업(기타)","03_07_08_P","3820000","CDFI5272002019000006","2019-08-05","","03","폐업","03","폐업","2025-12-31","","","","02-937-0273","","","경기도 의정부시 가능동 96-1","경기도 의정부시 가금로 29, 지승메디컬프라자 6층 (가능동)","11611","루나루즈","2026-01-05 15:24:38","U","2026-01-07 02:40:00","","203414.037240483","472563.764952835","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","661","","0","","","","","","","0","","","","661",
"16","테마파크업(기타)","03_07_08_P","3670000","CDFI5272002025000007","2025-10-17","","03","폐업","03","폐업","2025-10-19","","","","","","","대전광역시 유성구 죽동 668 (주)인아트 본사","대전광역시 유성구 죽동로 89 (주)인아트 본사 (죽동)","34127","바운스통통","2026-01-05 14:02:24","U","2026-01-07 02:40:00","","229922.415892138","319288.305502788","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"17","테마파크업(기타)","03_07_08_P","5360000","CDFI5272002025000011","2025-11-17","","01","영업/정상","13","영업중","","","","","","","","경상남도 밀양시 단장면 고례리 1516-1","경상남도 밀양시 단장면 고례2길 3","50418","밀양댐스쿨캠핑장","2026-01-05 13:27:07","U","2026-01-07 02:40:00","","375005.662469942","223102.031929463","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"18","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002020000003","2020-10-29","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 역곡동 35","경기도 부천시 원미구 지봉로 46, 백호빌딩 3층 (역곡동)","14672","대산(키즈카페 놀자)","2026-01-06 15:48:43","U","2026-01-08 02:40:00","","182683.752637833","442643.983702026","신고테마파크업","","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","247.95","트램폴린2대","0","","","","","","","0","","","","248",
"19","테마파크업(기타)","03_07_08_P","4040000","CDFI5272002026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 하남시 감이동 372","경기도 하남시 학암로 37-15 (감이동)","13007","농업회사법인 주식회사 비욘더팜","2026-01-06 11:17:41","I","2026-01-09 00:20:01","","214175.080646256","442984.465752853","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"20","테마파크업(기타)","03_07_08_P","3230000","CDFI5272002026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 잠실동 40-1 롯데월드","서울특별시 송파구 올림픽로 240, 롯데월드 키자니아 잠실점 1층 (잠실동)","05554","브릭스","2026-01-07 17:40:06","I","2026-01-09 00:20:01","","208589.363343145","445455.90405262","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","6","","","","","","","0","","","","0",
"21","테마파크업(기타)","03_07_08_P","3090000","CDFI5272002026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 도봉구 방학동 717-6 도봉 롯데캐슬 골든파크","서울특별시 도봉구 도봉로150마길 34, B1층 B127~B132호 (방학동, 도봉 롯데캐슬 골든파크)","01332","주식회사 헬로방방도봉구청점","2026-01-06 17:43:30","I","2026-01-09 00:20:01","","203920.444016775","462830.484935873","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"22","테마파크업(기타)","03_07_08_P","4600000","CDFI5272002023000001","2023-07-28","","03","폐업","03","폐업","2023-07-31","","","","043-269-3650","","","충청북도 청주시 서원구 남이면 척북리 74-7 삼포아파트","충청북도 청주시 서원구 남이면 저산척북로 636-10 (삼포아파트)","28182","(주)지에이치","2026-01-06 13:47:54","U","2026-01-09 02:40:00","","237838.853236073","341288.352795115","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"23","테마파크업(기타)","03_07_08_P","4070000","CDFI5272002015000003","2015-12-09","","01","영업/정상","13","영업중","","","","","","","","경기도 이천시 부발읍 가산리 500-2","경기도 이천시 부발읍 경충대로 1917","17405","도드람양돈협동조합","2026-01-07 15:43:46","U","2026-01-09 02:40:00","","244505.881766552","415609.43561221","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","붕붕뜀틀 2, 코인라이더 5, 미니회전목마 1, 미니기차 1, 영상모험관 1","0","","","","","","","0","","","","0",
"24","테마파크업(기타)","03_07_08_P","4301000","CDFI5272002021000001","2021-12-16","","01","영업/정상","13","영업중","","","","","033-450-5351","","","강원특별자치도 철원군 갈말읍 신철원리 702-1","강원특별자치도 철원군 갈말읍 삼부연로8번길 17-6","24049","갈리말리","2026-01-06 16:34:59","U","2026-01-09 02:40:00","","227101.059924469","515687.528305521","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"25","테마파크업(기타)","03_07_08_P","4301000","CDFI5272002020000001","2020-04-21","","01","영업/정상","13","영업중","","","","","033-455-6081","","","강원특별자치도 철원군 동송읍 이평리 698-8","강원특별자치도 철원군 동송읍 금학로 172, 1층","24017","노리파크 철원점","2026-01-06 16:33:56","U","2026-01-09 02:40:00","","219257.326451033","522415.160239034","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"26","테마파크업(기타)","03_07_08_P","3400000","CDFI5272002016000008","2016-12-02","","03","폐업","03","폐업","2026-01-07","","","","051-717-0501","","","부산광역시 기장군 정관읍 달산리 417-24","부산광역시 기장군 정관읍 달음산길 66 ((주)승우레포렉스)","46027","노리잼","2026-01-07 15:58:39","U","2026-01-09 02:40:00","","399614.593265099","203596.370955434","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","4","","","","","","","0","","","","0",
"27","테마파크업(기타)","03_07_08_P","6520000","CDFI5272002018000004","2018-06-19","","03","폐업","03","폐업","2026-01-07","","","","064-792-2345","","","제주특별자치도 서귀포시 대정읍 하모리 1497-2","제주특별자치도 서귀포시 대정읍 하모중앙로 48, 2층","63507","리틀비틀 모슬포점","2026-01-07 15:44:57","U","2026-01-09 02:40:00","","130204.893857241","-29970.2289648127","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"28","테마파크업(기타)","03_07_08_P","4460000","CDFI5272002022000001","2022-01-03","","01","영업/정상","13","영업중","","","","","","","","충청북도 괴산군 청천면 신월리 130","충청북도 괴산군 청천면 괴산로상신5길 6-10","28064","The 하루만 캠핑장","2026-01-07 10:08:52","U","2026-01-09 02:40:00","","269928.34387909","348442.366444685","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"29","테마파크업(기타)","03_07_08_P","5310000","CDFI5272002025000005","2025-10-23","","01","영업/정상","13","영업중","","","","","","","","경상남도 진주시 가좌동 480-5 U City 빌딩","경상남도 진주시 진주대로 522, U City 빌딩 1동 4층 402호 (가좌동)","52827","키즈룸 쁘띠빌","2026-01-06 15:57:53","U","2026-01-09 02:40:00","","300741.022655637","184354.808451025","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"30","테마파크업(기타)","03_07_08_P","5380000","CDFI5272002020000001","2020-06-22","","02","휴업","02","휴업","","2026-01-01","2026-02-28","","","","","경상남도 양산시 원동면 선리 6","경상남도 양산시 원동면 청수골길 106","50500","캠프포레","2026-01-07 11:24:48","U","2026-01-09 02:40:00","","382937.812357473","226620.532317445","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"31","테마파크업(기타)","03_07_08_P","4301000","CDFI5272002025000001","2025-07-30","","01","영업/정상","13","영업중","","","","","033-458-7200","","","강원특별자치도 철원군 김화읍 청양리 9-6","강원특별자치도 철원군 김화읍 호국로 6442","24055","화강쉬리공원","2026-01-06 16:36:08","U","2026-01-09 02:40:00","","236248.965780486","527247.55203622","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","Y","Y","Y","Y","","","0","","","","0",
"32","테마파크업(기타)","03_07_08_P","3660000","CDFI5272002025000003","2025-09-25","","01","영업/정상","13","영업중","","","","","042-867-1600","","","대전광역시 서구 관저동 1106","대전광역시 서구 관저중로 70, 3층 (관저동)","35382","유한회사 라라키즈클럽","2026-01-07 17:05:10","U","2026-01-09 02:40:00","","230044.058965557","310874.215538092","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"33","테마파크업(기타)","03_07_08_P","4890000","CDFI5272002025000004","2025-08-29","","03","폐업","03","폐업","2025-09-20","","","","","","","전라남도 보성군 득량면 비봉리 산 113","전라남도 보성군 득량면 공룡로 822-51","59467","디노글램핑 물놀이장","2026-01-07 09:39:57","U","2026-01-09 02:40:00","","217972.697561872","134390.158902178","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"34","테마파크업(기타)","03_07_08_P","3660000","CDFI5272002025000001","2025-08-13","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 둔산동 915 202호","대전광역시 서구 청사로 228, 202호 (둔산동)","35209","어부바 무인키즈카페&파티룸","2026-01-07 16:55:43","U","2026-01-09 02:40:00","","234851.46","317691.62","신고테마파크업","","중심상업지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"35","테마파크업(기타)","03_07_08_P","4820000","CDFI5272002025000002","2025-09-30","","01","영업/정상","13","영업중","","","","","","","","전라남도 순천시 조례동 1594 워터피아","전라남도 순천시 장선배기1길 20, 워터피아 (조례동)","57968","위플레이 바이 모넬로","2026-01-07 10:06:42","U","2026-01-09 02:40:00","","247659.967382191","161796.274855766","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"36","테마파크업(기타)","03_07_08_P","3420000","CDFI5272002025000001","2025-07-16","","03","폐업","03","폐업","2025-07-20","","","","053-759-3205","","","대구광역시 동구 신천동 1514 동대구역더샵센터시티","대구광역시 동구 동부로19길 18 (신천동, 동대구역더샵센터시티)","41228","동대구역더샵센터시티","2026-01-07 09:22:27","U","2026-01-09 02:40:00","","346532.276306565","265286.987170863","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"37","테마파크업(기타)","03_07_08_P","5530000","CDFI5272002022000007","2022-08-29","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 봉담읍 상기리 449","경기도 화성시 봉담읍 도곡1길 20-21","18333","풀내음 캠핑장","2026-01-06 17:44:38","U","2026-01-09 02:40:00","","192853.020433656","410908.962674899","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"38","테마파크업(기타)","03_07_08_P","4070000","CDFI5272002023000001","2023-12-05","","01","영업/정상","13","영업중","","","","","070-8287-0371","","","경기도 이천시 사음동 448-1","경기도 이천시 경충대로 2954, 2층 (사음동)","17308","제니스 키즈카페 이천점","2026-01-07 16:13:41","U","2026-01-09 02:40:00","","236864.027184498","421551.164012763","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"39","테마파크업(기타)","03_07_08_P","3650000","CDFI5272002026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 중촌동 252","","","2025년 중구 어린이 눈썰매장","2026-01-06 16:47:20","I","2026-01-10 00:20:07","","236295.082232546","315752.389916344","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","3","","","","","","","0","","","","0",
"40","테마파크업(기타)","03_07_08_P","3620000","CDFI5272002026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","광주광역시 북구 용봉동 17-1 하미스포렉스","광주광역시 북구 문화소통로 170, 하미스포렉스 206호 (용봉동)","61173","키즈베이 광주점","2026-01-08 10:22:38","I","2026-01-10 00:20:07","","191975.418538539","187025.354518704","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","4","","","","","","","0","","","","0",
"41","테마파크업(기타)","03_07_08_P","4010000","CDFI5272002026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 장곡동 820-3 부석프라자","경기도 시흥시 진말로9번길 2, 부석프라자 지하층 B1호 (장곡동)","15002","티니타운키즈카페","2026-01-08 13:40:49","I","2026-01-10 00:20:07","","180903.089589895","430743.560929967","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"42","테마파크업(기타)","03_07_08_P","3640000","CDFI5272002026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","053-782-5898","","","대전광역시 동구 상소동 1","대전광역시 동구 산내로 748, 상소문화공원 (상소동)","34712","주식회사 위드레져스포츠","2026-01-08 11:15:52","I","2026-01-10 00:20:07","","242093.553072607","304195.36175952","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"43","테마파크업(기타)","03_07_08_P","5590000","CDFI5272002023000006","2023-08-04","","02","휴업","02","휴업","","2025-10-10","2026-06-05","","","","","경기도 양주시 장흥면 삼상리 28-14","경기도 양주시 장흥면 유원지로 176-77","11524","일영무두리캠핑장","2026-01-08 15:46:47","U","2026-01-10 02:40:00","","195302.057061686","466468.438163597","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"44","테마파크업(기타)","03_07_08_P","5590000","CDFI5272002023000008","2023-08-28","","02","휴업","02","휴업","","2025-10-10","2026-06-05","","","","","경기도 양주시 장흥면 삼상리 20-3 일영솔밭","경기도 양주시 장흥면 유원지로 168, 일영솔밭","11524","일영솔밭","2026-01-08 15:46:09","U","2026-01-10 02:40:00","","195074.951534941","466645.368520727","신고테마파크업","","자연녹지지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"45","테마파크업(기타)","03_07_08_P","5710000","CDFI5272002023000007","2023-09-04","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 강내면 학천리 175","충청북도 청주시 흥덕구 강내면 청주역로 213-52","28170","한국잠사플레이팜 농업회사법인(주)","2026-01-07 14:41:45","U","2026-01-10 02:40:00","","234115.03319006","348667.992538091","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","7","","","","","","","0","","","","0",
"46","테마파크업(기타)","03_07_08_P","4241000","CDFI5272002017000002","2017-08-01","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 삼척시 갈천동 225","강원특별자치도 삼척시 수로부인길 453 (갈천동, (주)대명레저산업삼척지점)","25909","플레이존","2026-01-08 13:42:17","U","2026-01-10 02:40:00","","391420.652116354","443183.726638104","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"47","테마파크업(기타)","03_07_08_P","4321000","CDFI5272002022000001","2022-02-03","","02","휴업","02","휴업","","2024-05-01","2026-12-31","","033-480-7251","","","강원특별자치도 양구군 해안면 후리 642","강원특별자치도 양구군 해안면 해안서화로 47-6","24562","양구 DMZ 조이나믹 체험장","2026-01-08 10:41:03","U","2026-01-10 02:40:00","","300325.227691871","532416.970683778","신고테마파크업","","관리지역","2","기타","","","근린생활시설","2","0","0","0","","","0","0","","0","0","","0","222.97","트램폴린","1","Y","","","Y","","","0","","","","223",
"48","테마파크업(기타)","03_07_08_P","5530000","CDFI5272002024000005","2024-10-14","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 영천동 767-5","경기도 화성시 동탄치동천로4길 6-24, 101호 (영천동)","18474","동탄하늘빛키즈파티룸","2026-01-08 09:13:46","U","2026-01-10 02:40:00","","211415.918872838","411165.29","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"49","테마파크업(기타)","03_07_08_P","5590000","CDFI5272002024000002","2024-06-13","","02","휴업","02","휴업","","2025-10-10","2026-06-05","","","","","경기도 양주시 백석읍 기산리 230 외 1필지","경기도 양주시 백석읍 기산로 614","11518","여우별꽃 캠핑장","2026-01-08 15:46:19","U","2026-01-10 02:40:00","","195905.586210407","475357.847871578","신고테마파크업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","미니워터에어바운스 4개","0","","","","","","","0","","","","0",
"50","테마파크업(기타)","03_07_08_P","5590000","CDFI5272002024000007","2024-08-14","","02","휴업","02","휴업","","2025-10-10","2026-06-05","","","","","경기도 양주시 장흥면 삼상리 16-8","경기도 양주시 장흥면 유원지로 248","11524","봉주르","2026-01-08 15:46:37","U","2026-01-10 02:40:00","","195342.163796138","466978.400872979","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","미니워터에어바운스 5개","0","","","","","","","0","","","","0",
"51","테마파크업(기타)","03_07_08_P","5590000","CDFI5272002024000008","2024-08-16","","02","휴업","02","휴업","","2025-10-10","2026-06-05","","031-855-2299","","","경기도 양주시 장흥면 삼상리 10-30 10-27, 10-31 등 3필지","경기도 양주시 장흥면 유원지로 318, 외 2필지","11524","여울마당","2026-01-08 15:47:01","U","2026-01-10 02:40:00","","195831.904853902","467269.524587449","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","미니워터에어바운스 3개(로켓에어바운스,노랑천막에어바운스, 파랑천막에어바운스)","0","","","","","","","0","","","","0",
"52","테마파크업(기타)","03_07_08_P","5590000","CDFI5272002024000004","2024-08-02","","02","휴업","02","휴업","","2025-10-10","2026-06-05","","","","","경기도 양주시 장흥면 삼상리 5-10","경기도 양주시 장흥면 유원지로 328, 외 2필지(330,332)","11524","우석농원","2026-01-08 15:45:59","U","2026-01-10 02:40:00","","195782.029656704","467466.611558958","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","미니워터에어바운스(상어슬라이드, 캐릭터슬라이드, 악어슬라이드)","0","","","","","","","0","","","","0",
"53","테마파크업(기타)","03_07_08_P","5590000","CDFI5272002024000006","2024-08-07","","02","휴업","02","휴업","","2025-10-10","2026-06-05","","","","","경기도 양주시 장흥면 삼상리 13-2","경기도 양주시 장흥면 유원지로 279","11524","그린랜드","2026-01-08 15:46:28","U","2026-01-10 02:40:00","","195370.847698714","467428.75423546","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","미니워터에어바운스3개(핑크퐁에어바운스,삐에로에어바운스,상어에어바운스)","0","","","","","","","0","","","","0",
