"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","제조구분명","사업장부지용도구분명",
"37","고압가스업","09_28_05_P","4450000","2008445005302100004","2008-10-14","","01","영업/정상","01","영업중","","","","2009-04-06","","","","충청북도 진천군 진천읍 장관리 332-3","충청북도 진천군 진천읍 부영길 49","","(주)현대에버다임","2026-03-04 10:05:01","U","2026-03-06 02:40:00","저장소","238865.553803214","374771.220989914","","",
"38","고압가스업","09_28_05_P","3830000","2025383033302100001","2025-03-05","","01","영업/정상","01","영업중","","","","","","","","경기도 안양시 동안구 관양동 869 LG유플러스 평촌2센터","경기도 안양시 동안구 벌말로 113, LG유플러스 평촌2센터 (관양동)","14056","(주)엘지유플러스","2026-03-04 15:18:20","U","2026-03-06 02:40:00","제조","197138.72188673","432978.032556344","냉동","공업용",
"39","고압가스업","09_28_05_P","3730000","2008373008802200003","2010-04-22","","01","영업/정상","01","영업중","","","","","","","","울산광역시 울주군 온산읍 대정리 70","울산광역시 울주군 온산읍 산암로 148","","엘에스엠앤엠(주)","2026-03-04 17:51:14","U","2026-03-06 02:40:00","제조","413073.60596054","217604.286908352","냉동","",
"40","고압가스업","09_28_05_P","4520000","2009452011602100008","2009-08-03","","01","영업/정상","01","영업중","","","","","","","","충청남도 아산시 선장면 가산리 400-1","충청남도 아산시 선장면 삽교천로 50","","(주)비엠아이","2026-03-04 11:00:04","U","2026-03-06 02:40:00","저장소","187744.459149686","367321.337259101","","공업용",
"41","고압가스업","09_28_05_P","4050000","2009405024002100005","2009-07-02","","01","영업/정상","01","영업중","","","","","","","","경기도 용인시 처인구 모현면 매산리 산 105-4","","","용인정수장","2026-03-04 09:25:09","U","2026-03-06 02:40:00","저장소","","","","기타",
"42","고압가스업","09_28_05_P","3910000","2016391026802100004","2016-09-06","","01","영업/정상","01","영업중","","","","","","","","경기도 평택시 세교동 536-9","경기도 평택시 세교산단로101번길 47 (세교동)","17843","롯데 평택 씨케이(주)","2026-03-04 15:41:59","U","2026-03-06 02:40:00","제조","207036.122306097","390274.022500186","냉동","",
"43","고압가스업","09_28_05_P","3130000","2012313011802200002","2012-11-02","","01","영업/정상","01","영업중","","","","","","","","서울특별시 마포구 공덕동 450 효성빌딩","서울특별시 마포구 마포대로 119 (공덕동)","","공덕개발(주)","2026-03-04 17:55:08","U","2026-03-06 02:40:00","제조","195665.095236718","449265.007135047","냉동","업무용",
"44","고압가스업","09_28_05_P","5570000","2009557003102100003","2011-03-02","","01","영업/정상","01","영업중","","","","","","","","충청북도 증평군 증평읍 미암리 1071","충청북도 증평군 증평읍 미암로 82-41","","에스케이아이이테크놀로지(주)","2026-03-04 11:30:00","U","2026-03-06 02:40:00","제조","253159.408587768","366359.147693568","냉동","",
"45","고압가스업","09_28_05_P","3100000","1990310025302200001","1990-01-25","","03","폐업","03","폐업","2026-03-04","","","","","","","서울특별시 노원구 상계동 727-1 조광빌딩","서울특별시 노원구 노해로 480, 조광빌딩 (상계동)","01751","조광빌딩","2026-03-04 14:43:53","U","2026-03-06 02:40:00","제조","205352.224914502","461310.667794352","냉동","",
"46","고압가스업","09_28_05_P","4721000","2008472008902100002","2008-10-21","","01","영업/정상","01","영업중","","","","","","1111","","전북특별자치도 완주군 봉동읍 용암리 844 KCC전주제3공장","전북특별자치도 완주군 봉동읍 과학로 801, KCC전주제3공장","55321","(주)케이씨씨실리콘 전주공장","2026-03-04 13:10:43","U","2026-03-06 02:40:00","제조","210955.69104907","271129.96067949","냉동","공업용",
"47","고압가스업","09_28_05_P","4641000","2026464103402100001","2026-03-05","","01","영업/정상","01","영업중","","","","","","","","전북특별자치도 전주시 덕진구 팔복동3가 180-24","전북특별자치도 전주시 덕진구 팔복로 59 (주)전주페이퍼 (팔복동2가)","54885","(주)전주파워","2026-03-05 11:30:11","I","2026-03-07 00:20:02","제조","208519.534359737","260896.506895214","일반","공업용",
"48","고압가스업","09_28_05_P","3460000","2004346006502200002","2010-09-08","","01","영업/정상","01","영업중","","","","","","","","대구광역시 수성구 범물동 1273","대구광역시 수성구 지범로 191 (범물동)","","(주)이티엠 (동아백화점 수성점)","2026-03-05 14:21:21","U","2026-03-07 02:40:00","제조","348194.499420792","259144.519321173","냉동","상업용",
"49","고압가스업","09_28_05_P","5380000","2000538001002150006","1993-11-30","","01","영업/정상","01","영업중","","","","","","","","경상남도 양산시 유산동 215","경상남도 양산시 유산공단4길 77 (유산동)","","(주)파카하니핀커넥터","2026-03-05 11:06:38","U","2026-03-07 02:40:00","저장소","384343.397873757","208531.113990544","일반","주상나지",
"50","고압가스업","09_28_05_P","4201000","1998420001902100003","2008-02-13","","01","영업/정상","01","영업중","","","","","","","","강원특별자치도 강릉시 포남동 산 1085-1 동인병원","강원특별자치도 강릉시 강릉대로419번길 42, 동인병원 (포남동)","25478","의료법인 강릉동인병원","2026-03-05 11:17:10","U","2026-03-07 02:40:00","저장소","","","일반","특수토지",
"51","고압가스업","09_28_05_P","4201000","1999420001902100006","1999-10-08","","01","영업/정상","01","영업중","","","","","","","","강원특별자치도 강릉시 남문동 164-1 강릉의료원","강원특별자치도 강릉시 경강로 2007, 강릉의료원 (남문동)","25535","강원도강릉의료원","2026-03-05 11:16:58","U","2026-03-07 02:40:00","저장소","366422.253758707","473561.999489545","일반","특수토지",
"52","고압가스업","09_28_05_P","5130000","2000513001702140003","2011-02-18","","01","영업/정상","01","영업중","","","","","","","","경상북도 경산시 하양읍 부호리 115","","","해태아이스크림(주)","2026-03-05 17:42:41","U","2026-03-07 02:40:00","제조","362832.711606686","268452.06647833","냉동","연립",
"53","고압가스업","09_28_05_P","4810000","2000481001902120326","2008-03-25","","01","영업/정상","01","영업중","","","","","","","","전라남도 여수시 중흥동 759","전라남도 여수시 여수산단4로 58 (중흥동)","","(주)LX MMA MMA1공장","2026-03-05 15:13:56","U","2026-03-07 02:40:00","제조","262485.92499736","148377.880787761","특정","주상나지",
"54","고압가스업","09_28_05_P","5530000","2015553030102100011","2015-07-28","","02","휴업","02","휴업","","2026-03-04","2027-03-03","","","","","경기도 화성시 만세구 향남읍 동오리 76-2 대성가스텍(주)","","","대성가스텍(주)","2026-03-05 09:48:27","U","2026-03-07 02:40:00","판매","196151.83548253","404403.19904449","","",
"55","고압가스업","09_28_05_P","3180000","2005318007602200001","2005-03-11","","01","영업/정상","01","영업중","","","","","","","","서울특별시 영등포구 여의도동 36","서울특별시 영등포구 의사당대로 127 (여의도동)","","롯데캐슬엠파이어 입주자대표회의","2026-03-05 11:31:23","U","2026-03-07 02:40:00","제조","193421.628256074","446448.15755737","냉동","주거기타",
"56","고압가스업","09_28_05_P","4681000","2024468101702200002","2024-05-24","","01","영업/정상","01","영업중","","","","","","","","전북특별자치도 익산시 삼기면 오룡리 1099","전북특별자치도 익산시 삼기면 산단오룡길 126-45","54524","주식회사 에이치에스머티리얼즈(브라인냉각기 1,2,3,4호용)","2026-03-05 10:04:04","U","2026-03-07 02:40:00","제조","199138.086973608","282384.026176035","냉동","",
"57","고압가스업","09_28_05_P","4681000","2024468101702200003","2024-05-24","","01","영업/정상","01","영업중","","","","","","","","전북특별자치도 익산시 삼기면 오룡리 1099","전북특별자치도 익산시 삼기면 산단오룡길 126-45","54524","주식회사 에이치에스머티리얼즈(BH605,606,608호용)","2026-03-05 10:05:30","U","2026-03-07 02:40:00","제조","199138.086973608","282384.026176035","냉동","",
"58","고압가스업","09_28_05_P","4641000","2011464036002100002","2011-06-13","","02","휴업","02","휴업","","2026-02-27","2027-02-26","","","","","전북특별자치도 전주시 덕진구 팔복동2가 339","전북특별자치도 전주시 덕진구 기린대로 787 (팔복동2가)","","(주)휴비스 전주공장","2026-03-05 13:18:56","U","2026-03-07 02:40:00","제조","208688.430383697","261577.193757233","냉동","",
"59","고압가스업","09_28_05_P","3230000","1991323007802200036","1991-05-13","","03","폐업","03","폐업","2026-03-05","","","","","","","서울특별시 송파구 가락동 79-4","","","세화오피스텔","2026-03-05 16:45:58","U","2026-03-07 02:40:00","제조","210562.900849903","443555.864703206","냉동","기타",
"60","고압가스업","09_28_05_P","4201000","1999420001902200005","1999-08-13","","02","휴업","02","휴업","","2026-03-04","2027-03-04","","","","","강원특별자치도 강릉시 지변동 123","강원특별자치도 강릉시 죽헌길 7 (지변동)","","강릉대학교","2026-03-05 10:47:23","U","2026-03-07 02:40:00","제조","364627.278082023","475810.449226925","일반","특수토지",
"61","고압가스업","09_28_05_P","4201000","2025420101602200003","2025-12-26","","01","영업/정상","01","영업중","","","","2026-03-05","","","","강원특별자치도 강릉시 안현동 75-5 경포 119안전센터","강원특별자치도 강릉시 안현로 377, 경포 119안전센터 (안현동)","25460","강릉소방서(경포119안전센터)","2026-03-05 15:33:10","U","2026-03-07 02:40:00","제조","367273.075907926","480005.834168891","특정","",
"62","고압가스업","09_28_05_P","4681000","2025468110302100002","2025-08-22","","01","영업/정상","01","영업중","","","","","","","","전북특별자치도 익산시 삼기면 오룡리 1099","전북특별자치도 익산시 삼기면 산단오룡길 126-45","54524","(주)에이치에스머티리얼즈","2026-03-05 17:50:59","U","2026-03-07 02:40:00","제조","199138.086973608","282384.026176035","냉동","",
"63","고압가스업","09_28_05_P","4641000","2019464045002100001","2019-04-01","","02","휴업","02","휴업","","2026-02-27","2027-02-26","","","","","전북특별자치도 전주시 덕진구 팔복동2가 339 (주)휴비스","전북특별자치도 전주시 덕진구 기린대로 787 (주)휴비스 (팔복동2가)","54881","(주)휴비스 전주공장","2026-03-05 13:16:53","U","2026-03-07 02:40:00","제조","208688.430383697","261577.193757233","냉동","",
"64","고압가스업","09_28_05_P","5670000","2016567056602100003","2016-09-26","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 의창구 동읍 무점리 22-7","경상남도 창원시 의창구 동읍 무성길 129","51129","(주)원진가스","2026-03-05 15:49:47","U","2026-03-07 02:40:00","판매","354441.07981736","200772.063565456","","",
"65","고압가스업","09_28_05_P","5600000","2016560013402100001","2016-04-21","","01","영업/정상","01","영업중","","","","","","","","경기도 포천시 신북면 신평리 661-2","경기도 포천시 신북면 장자경제로 70-10","11138","포천도시공사(장자산단공공폐수처리시설)","2026-03-05 16:32:55","U","2026-03-07 02:40:00","저장소","220545.701441821","495068.882702458","","공업용",
