"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"11","체육도장업","10_41_01_P","3860000","CDFH3301022022000001","2022-01-19","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 상동 411-2","경기도 부천시 원미구 상일로94번길 37, 302,304호 (상동)","14598","파이널 유도 멀티짐 송내점","2026-03-03 13:18:13","U","2026-03-05 02:40:00","유도","178071.799241968","443105.719744558","체육도장업","사립","","1","0","0","0","","",
"12","체육도장업","10_41_01_P","4181000","CDFH3301022026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 퇴계동 1240 e편한세상 춘천 한숲시티","강원특별자치도 춘천시 안마산로 115, e편한세상 춘천 한숲시티 상가 A동 2층 A3 201호~204호 (퇴계동)","24448","용인대행복한태권도(퇴계점)","2026-03-03 13:21:53","U","2026-03-05 02:40:00","태권도","264260.591704341","483777.59503768","체육도장업","사립","","1","0","125068.3","0","","",
"13","체육도장업","10_41_01_P","3780000","CDFH3301022023000008","2023-04-04","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 수정구 창곡동 509-1 우성트램타워","경기도 성남시 수정구 위례광장로 310, 우성트램타워 A동 1005~1006호 (창곡동)","13640","위례교천 검도관","2026-03-03 13:18:59","U","2026-03-05 02:40:00","검도","212552.60409159","441182.813544656","체육도장업","사립","","0","0","0","0","","",
"14","체육도장업","10_41_01_P","3510500","CDFH3301022024000003","2024-04-08","","01","영업/정상","13","영업중","","","","","032-439-0045","","","인천광역시 미추홀구 주안동 79-6 다호빌딩","인천광역시 미추홀구 경인로 401, 다호빌딩 2층 (주안동)","22140","용인대 SM복싱클럽 석바위점21관","2026-03-03 10:17:18","U","2026-03-05 02:40:00","권투","172037.631751794","439636.148474972","체육도장업","사립","","1","0","0","0","","",
"15","체육도장업","10_41_01_P","3230000","CDFH3301022012000014","2012-11-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 장지동 841-3 장지플라자","서울특별시 송파구 충민로2길 26, 303호 (장지동)","05816","백호타이거즈태권도","2026-03-03 15:52:37","U","2026-03-05 02:40:00","태권도","211193.726600018","441703.846676865","체육도장업","사립","","1","0","2443.6","0","","",
"16","체육도장업","10_41_01_P","4910000","CDFH3301022020000002","2020-06-19","","01","영업/정상","13","영업중","","","","","","","","전라남도 장흥군 장흥읍 건산리 720-19 2층","전라남도 장흥군 장흥읍 동교3길 11-8, 2층","59327","제암합기도장","2026-03-03 09:58:40","U","2026-03-05 02:40:00","합기도","191353.010165293","131342.850660972","체육도장업","사립","","1","0","505.22","0","","",
"17","체육도장업","10_41_01_P","3740000","CDFH3301022024000005","2024-03-05","","03","폐업","03","폐업","2026-03-03","","","","","","","경기도 수원시 영통구 매탄동 414-22","경기도 수원시 영통구 삼성로 184, 5층 (매탄동)","16676","Mobility work-out for Boxing, MMA","2026-03-03 13:09:28","U","2026-03-05 02:40:00","권투","205092.317494665","417485.707128486","체육도장업","사립","","1","1","740.88","0","","",
"18","체육도장업","10_41_01_P","3330000","CDFH3301022001000013","2001-06-25","","01","영업/정상","13","영업중","","","","","051-741-4180","","612-824","부산광역시 해운대구 우동 993-5 경남마리나상가 501호","부산광역시 해운대구 해운대해변로 83, 501호 (우동,경남마리나상가)","","해강체육관2","2026-03-03 13:30:53","U","2026-03-05 02:40:00","","395128.423701457","186853.837116823","체육도장업","사립","","0","0","176.47","0","","",
"19","체육도장업","10_41_01_P","3290000","CDFH3301021998000001","1998-11-11","","01","영업/정상","13","영업중","","","","","051-895-7005","","","부산광역시 부산진구 개금동 455 엘지유치원","부산광역시 부산진구 백양대로300번길 30, 2층 (개금동)","47174","LG 체육관","2026-03-03 09:47:59","U","2026-03-05 02:40:00","태권도","383956.019600585","185966.951728163","체육도장업","사립","","0","0","168.3","0","","",
"20","체육도장업","10_41_01_P","3780000","CDFH3301022018000008","2018-08-24","","03","폐업","03","폐업","2026-03-03","","","","031-715-7075","","","경기도 성남시 분당구 구미동 66 까치마을","경기도 성남시 분당구 미금로 177, 상가동 3층 301호 (구미동, 까치마을)","13628","이든 태권도장","2026-03-03 13:36:22","U","2026-03-05 02:40:00","태권도","210045.559684606","427479.511070923","체육도장업","사립","","1","1","1555.7","0","","",
"21","체육도장업","10_41_01_P","3330000","CDFH3301022018000001","2018-01-19","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 반여동 1449-22 지하 1층","부산광역시 해운대구 선수촌로 66-2, 지하1층 (반여동)","48039","용인대우아유도관","2026-03-03 13:29:08","U","2026-03-05 02:40:00","유도","392974.303644125","190955.099322431","체육도장업","사립","","0","0","793.43","0","","",
"22","체육도장업","10_41_01_P","4050000","CDFH3301022002000012","2002-03-29","","01","영업/정상","13","영업중","","","","","031-693-6789","","","경기도 용인시 기흥구 동백동 656 상가동 201,202호 (호수마을서해그랑블)","경기도 용인시 기흥구 동백7로 58, 호수마을서해그랑블아파트 상가동 201,202호 (동백동)","17002","동백 LS 태권도장","2026-03-03 11:35:48","U","2026-03-05 02:40:00","태권도","213884.015029001","420012.909494049","체육도장업","사립","Y","1","0","0","0","","",
"23","체육도장업","10_41_01_P","4520000","CDFH3301022026000001","2026-02-10","","01","영업/정상","13","영업중","","","","","","","","충청남도 아산시 배방읍 세교리 1549","충청남도 아산시 배방읍 세교중앙로 32, 4층 401호","31473","행복한 태권도(세교점)","2026-03-03 09:43:48","U","2026-03-05 02:40:00","태권도","208294.118735148","364200.772310739","체육도장업","사립","","0","0","2976.82","0","","",
"24","체육도장업","10_41_01_P","3550000","CDFH3301021989000007","1989-12-06","","03","폐업","03","폐업","2026-03-03","","","","032-541-4990","","","인천광역시 계양구 계산동 971-15","인천광역시 계양구 계양대로163번길 14-1 (계산동)","21054","용인대석사계산체육도장","2026-03-03 17:41:59","U","2026-03-05 02:40:00","태권도","175257.039513205","448534.781500264","체육도장업","사립","","0","0","0","0","","",
"25","체육도장업","10_41_01_P","3360000","CDFH3301022021000003","2021-04-19","","03","폐업","03","폐업","2026-03-03","","","","","","","부산광역시 강서구 명지동 3358-3","부산광역시 강서구 명지국제8로 259, 삼성빌딩 6층 603,604호 (명지동)","46773","팀매드 명지","2026-03-03 16:10:48","U","2026-03-05 02:40:00","권투","375111.418949778","179376.012085207","체육도장업","사립","","1","0","7038.84","0","","",
"26","체육도장업","10_41_01_P","3320000","CDFH3301022015000004","2015-12-09","","01","영업/정상","13","영업중","","","","","331-0030","","","부산광역시 북구 만덕동 834","부산광역시 북구 덕천로276번길 60, 상가동 3층 (만덕동, 백양산동문굿모닝힐)","46611","승리마루 백양 태권도장","2026-03-03 11:16:32","U","2026-03-05 02:40:00","태권도","385017.803672063","191676.422509467","체육도장업","사립","","1","0","0","0","","",
"27","체육도장업","10_41_01_P","5070000","CDFH3301022007000003","2007-12-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 정하동 292-6 2층","경상북도 안동시 강남1길 133-4, 2층 (정하동)","36751","빠바복싱","2026-03-03 13:38:30","U","2026-03-05 02:40:00","권투","355276.562211173","340094.624175772","체육도장업","사립","Y","1","0","1043.83","0","","",
"28","체육도장업","10_41_01_P","5710000","CDFH3301022025000010","2025-04-21","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 오창읍 창리 102","충청북도 청주시 청원구 오창읍 2산단4로 81","28109","무혼 태권도장","2026-03-03 09:57:11","U","2026-03-05 02:40:00","태권도","240349.098584851","359839.990626949","체육도장업","사립","","1","0","577.87","0","","",
"29","체육도장업","10_41_01_P","4140000","CDFH3301022000000001","2000-07-28","","01","영업/정상","13","영업중","","","","","031-834-7936","","486-803","경기도 연천군 연천읍 차탄리 34-53","경기도 연천군 연천읍 연천로 238","11016","시온태권도","2026-03-03 10:24:18","U","2026-03-05 02:40:00","태권도","206469.188625569","510588.365461489","체육도장업","사립","","0","0","399.03","0","","",
"30","체육도장업","10_41_01_P","3050000","CDFH3301022026000003","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 청량리동 30-1","서울특별시 동대문구 왕산로 273, 301호 (청량리동)","02488","정재광복싱클럽 청량점","2026-03-04 19:21:54","I","2026-03-06 00:20:02","권투","204414.124968198","453650.787929978","체육도장업","사립","","1","0","0","0","","",
"31","체육도장업","10_41_01_P","5700000","CDFH3301022026000001","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경기도 여주시 상동 140-11","경기도 여주시 여양로 127, 2층 (상동)","12620","팀 실버백 MMA","2026-03-04 14:42:07","I","2026-03-06 00:20:02","권투","257261.54886646","421627.710630316","체육도장업","사립","","1","0","0","0","","",
"32","체육도장업","10_41_01_P","3070000","CDFH3301022026000002","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 석관동 274-1","서울특별시 성북구 돌곶이로22길 26-2, 4층 (석관동)","02784","온앤오프 유도관","2026-03-04 17:34:01","I","2026-03-06 00:20:02","유도","205172.425408742","456423.449024632","체육도장업","사립","","0","0","0","0","","",
"33","체육도장업","10_41_01_P","5710000","CDFH3301022026000003","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 복대동 3379 신영지웰시티","충청북도 청주시 흥덕구 대농로 43, 상가동 223,224호 (복대동, 신영지웰시티)","28424","K.O.mma 킥복싱&주짓수&종합격투기 복대점","2026-03-04 16:20:27","I","2026-03-06 00:20:02","레슬링","237951.599011839","349264.552038844","체육도장업","사립","","1","0","0","0","","",
"34","체육도장업","10_41_01_P","3200000","CDFH3301022026000002","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 봉천동 34-7","서울특별시 관악구 관악로 226, 2층 203호 (봉천동)","08737","체리복싱PT","2026-03-04 15:11:53","I","2026-03-06 00:20:02","권투","196019.646998625","442498.989028408","체육도장업","사립","","1","0","654.78","0","","",
"35","체육도장업","10_41_01_P","5530000","CDFH3301022026000007","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 효행구 비봉면 삼화리 1899-1","경기도 화성시 효행구 비봉면 간곡1길 5, 엔터타워 6층 9, 10, 11호","18283","스타 태권도장","2026-03-04 09:05:51","I","2026-03-06 00:20:02","태권도","","","체육도장업","사립","","1","0","0","0","","",
"36","체육도장업","10_41_01_P","5080000","CDFH3301022004000021","2004-12-07","","03","폐업","03","폐업","2026-03-04","","","","465-8787","","730-142","경상북도 구미시 오태동 755-1","경상북도 구미시 금오대로10길 19-12 (오태동)","39362","월드태권도장","2026-03-04 16:16:35","U","2026-03-06 02:40:00","태권도","321615.96319924","286348.19244865","체육도장업","사립","","0","1","164.76","0","","",
"37","체육도장업","10_41_01_P","5530000","CDFH3301022012000005","2012-10-17","","01","영업/정상","13","영업중","","","","","031-613-4112","","445-160","경기도 화성시 동탄구 반송동 104-1 메디컬센타 2층","경기도 화성시 동탄구 동탄반석로 134, 2층 (반송동, 메디컬센타)","18455","카운터 복싱 동탄 남광장","2026-03-04 16:38:42","U","2026-03-06 02:40:00","","206259.4537595","411024.881232937","체육도장업","사립","","1","0","11535.94","0","","",
"38","체육도장업","10_41_01_P","4890000","CDFH3301021989000001","1989-12-26","","01","영업/정상","13","영업중","","","","","","","","전라남도 보성군 보성읍 보성리 857-37","전라남도 보성군 보성읍 신일길 4","59457","보성태권도장","2026-03-04 13:11:13","U","2026-03-06 02:40:00","","207410.986273063","141180.990212148","체육도장업","사립","","","","","","","",
"39","체육도장업","10_41_01_P","3900000","CDFH3301022003000011","2003-05-24","","01","영업/정상","13","영업중","","","","","02-2617-7556","","423-733","경기도 광명시 철산동 634 철산래미안자이아파트 단지상가3층","경기도 광명시 디지털로 56 (철산동)","14242","연세정도태권도장","2026-03-04 17:09:11","U","2026-03-06 02:40:00","태권도","188817.803794713","441078.624489493","체육도장업","사립","","0","0","0","0","","",
"40","체육도장업","10_41_01_P","5710000","CDFH3301022020000003","2020-01-17","","03","폐업","03","폐업","2026-03-01","","","","043-231-4277","","","충청북도 청주시 흥덕구 가경동 1849","충청북도 청주시 흥덕구 서현북로 36, 4층 (가경동)","28383","정무합기도","2026-03-04 13:35:08","U","2026-03-06 02:40:00","합기도","238132.252306585","346665.983034075","체육도장업","사립","","1","0","0","0","","",
"41","체육도장업","10_41_01_P","3350000","CDFH3301022004000012","2004-11-22","","01","영업/정상","13","영업중","","","","","","","","부산광역시 금정구 구서동 251-24 구서골드3상가","부산광역시 금정구 금강로 494, 구서골드3상가 6층 601호 (구서동)","46233","승리마루 금빛태권도장","2026-03-04 11:25:55","U","2026-03-06 02:40:00","태권도","389966.426398582","196676.597129631","체육도장업","사립","","0","1","0","0","","",
"42","체육도장업","10_41_01_P","3900000","CDFH3301022021000004","2021-09-14","","01","영업/정상","13","영업중","","","","","","","","경기도 광명시 광명동 720-7","경기도 광명시 도덕로 63, 2층 (광명동)","14276","광명연세정도태권도장","2026-03-04 17:08:44","U","2026-03-06 02:40:00","태권도","187057.974760565","440859.005042267","체육도장업","사립","","1","1","0","0","","",
"43","체육도장업","10_41_01_P","4641000","CDFH3301022001000002","2001-02-20","","01","영업/정상","13","영업중","","","","","","","560-282","전북특별자치도 전주시 완산구 평화동2가 943 상가2층 203호","전북특별자치도 전주시 완산구 평화7길 22 (평화동2가)","55124","궁전 태권도교육관","2026-03-04 14:32:16","U","2026-03-06 02:40:00","태권도","212397.043730128","253993.274507177","체육도장업","사립","","1","0","0","0","","",
"44","체육도장업","10_41_01_P","3910000","CDFH3301022026000004","2026-02-20","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 고덕동 2613-2 505호","경기도 평택시 고덕중앙2로 41, 5층 505호 (고덕동)","18013","고덕국제검도관","2026-03-04 09:54:36","U","2026-03-06 02:40:00","검도","203552.483575284","393722.870324679","체육도장업","사립","","1","505","0","0","","",
"45","체육도장업","10_41_01_P","6520000","CDFH3301022021000001","2021-04-08","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 대정읍 하모리 1416-4 이화가든","제주특별자치도 서귀포시 대정읍 동일하모로 203, 이화가든 2층","63508","연세 성원 태권도","2026-03-04 13:50:36","U","2026-03-06 02:40:00","","130280.972132935","-29732.1047037085","체육도장업","사립","","1","0","473.61","0","","",
"46","체육도장업","10_41_01_P","3430000","CDFH3301021987000001","1987-01-17","","01","영업/정상","13","영업중","","","","","","","","대구광역시 서구 평리동 1491-3 서대구농협","대구광역시 서구 서대구로 195, 서대구농협 5층 (평리동)","41765","송림태권도","2026-03-04 16:03:55","U","2026-03-06 02:40:00","태권도","340309.426345537","265011.170625537","체육도장업","사립","","0","0","3321.77","0","","",
"47","체육도장업","10_41_01_P","3080000","CDFH3301022025000003","2025-04-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 번동 460-47","서울특별시 강북구 한천로124길 9, 2층 (번동)","01059","한양태권도 수송초점","2026-03-04 17:39:15","U","2026-03-06 02:40:00","태권도","202776.249823871","459424.061849925","체육도장업","사립","","1","0","0","0","","",
"48","체육도장업","10_41_01_P","3480000","CDFH3301022026000003","2026-02-27","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달성군 유가읍 봉리 601 하나리움퀸즈파크","대구광역시 달성군 유가읍 테크노북로 164 (하나리움퀸즈파크)","43015","태권 핏","2026-03-04 14:19:13","U","2026-03-06 02:40:00","태권도","332149.48546355","244982.85665365","체육도장업","사립","","0","0","0","0","","",
"49","체육도장업","10_41_01_P","5050000","CDFH3301022026000002","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 건천읍 화천리 2722-6","경상북도 경주시 건천읍 경주역세권3로 7, 3층","38183","푸르온 태권도장","2026-03-05 09:18:10","I","2026-03-07 00:20:02","태권도","","","체육도장업","사립","","1","0","0","0","","",
"50","체육도장업","10_41_01_P","4490000","CDFH3301022026000003","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 성성동 694 하나타워","충청남도 천안시 서북구 성성9로 7, 하나타워 605~606호 (성성동)","31078","점프윙스","2026-03-05 15:22:35","I","2026-03-07 00:20:02","태권도","211634.067","370965.811","체육도장업","사립","","1","0","0","0","","",
"51","체육도장업","10_41_01_P","4500000","CDFH3301022026000001","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","충청남도 공주시 신관동 327-1","충청남도 공주시 한적1길 2, 2층 (신관동)","32576","인투복싱 공주신관점","2026-03-05 11:18:38","I","2026-03-07 00:20:02","권투","212274.4285291","330412.996409874","체육도장업","사립","","1","0","0","0","","",
"52","체육도장업","10_41_01_P","3260000","CDFH3301022026000001","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동3가 514-2","부산광역시 서구 망양로33번길 7, 지하1층 (서대신동3가)","49210","태극무림","2026-03-05 17:10:51","I","2026-03-07 00:20:02","우슈","383477.833654551","181242.573001683","체육도장업","사립","","1","0","672.91","0","","",
"53","체육도장업","10_41_01_P","4050000","CDFH3301022026000007","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 마북동 170-2 중앙프라자","경기도 용인시 기흥구 마북로 132, 중앙프라자 2층 (마북동)","16910","블랙아웃 복싱짐","2026-03-05 14:02:47","I","2026-03-07 00:20:02","권투","210765.773122732","422255.243566962","체육도장업","사립","","1","0","0","0","","",
"54","체육도장업","10_41_01_P","4691000","CDFH3301022026000001","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 정읍시 수성동 965-4","전북특별자치도 정읍시 수성1로 56-13 (수성동)","56179","티포스(T-FORCE) 정읍 태권도장","2026-03-05 09:46:00","I","2026-03-07 00:20:02","태권도","186586.105286854","230808.282599564","체육도장업","사립","","0","0","0","0","","",
"55","체육도장업","10_41_01_P","3160000","CDFH3301021999000006","1999-03-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 천왕동 156-14 천왕센타프라자 701호","서울특별시 구로구 천왕로 36, 701호 (천왕동, 천왕센타프라자)","08365","국가대표 아이엔태권도장","2026-03-05 14:05:28","U","2026-03-07 02:40:00","태권도","185713.902047377","442103.411241111","체육도장업","사립","","0","0","318","0","","",
"56","체육도장업","10_41_01_P","3740000","CDFH3301022005000024","2005-08-05","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 입북동 251-8","경기도 수원시 권선구 율전로 2, 301호 (입북동)","16370","새싹태권도&줄넘기","2026-03-05 09:31:18","U","2026-03-07 02:40:00","태권도","196349.692733359","421421.917081053","체육도장업","사립","","0","0","0","0","","",
"57","체육도장업","10_41_01_P","3520000","CDFH3301022012000004","2012-10-11","","01","영업/정상","13","영업중","","","","","832-7989","","406-838","인천광역시 연수구 옥련동 194-4 B21호","인천광역시 연수구 독배로 35, 지층 21호 (옥련동)","21958","옥련 복싱 클럽","2026-03-05 10:45:12","U","2026-03-07 02:40:00","권투","168454.658046789","435811.44754117","체육도장업","사립","","0","0","0","0","","",
"58","체육도장업","10_41_01_P","5220000","CDFH3301022021000002","2021-12-20","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 왜관읍 왜관리 281-204","경상북도 칠곡군 왜관읍 관문로 24-1","39898","바람소리 해솔 태권도","2026-03-05 14:19:36","U","2026-03-07 02:40:00","태권도","325945.581915341","277249.228242382","체육도장업","사립","","1","0","348.7","0","","",
"59","체육도장업","10_41_01_P","3550000","CDFH3301022024000004","2024-03-22","","01","영업/정상","13","영업중","","","","","","","","인천광역시 계양구 작전동 797-5 힐스테이트자이계양 상가동 202동 207호","인천광역시 계양구 봉오대로651번길 9, 202동 207호 (작전동, 힐스테이트자이계양)","21046","용인대 진태권도장","2026-03-05 13:12:43","U","2026-03-07 02:40:00","태권도","175244.599077414","447819.073576852","체육도장업","사립","","1","0","0","0","","",
"60","체육도장업","10_41_01_P","6510000","CDFH3301022023000003","2023-02-17","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 한경면 저지리 2973-3","제주특별자치도 제주시 한경면 녹차분재로 555, 1층","63005","배움유도장","2026-03-05 12:36:41","U","2026-03-07 02:40:00","유도","131579.343487524","-19333.4196399498","체육도장업","사립","","0","0","0","0","","",
"61","체육도장업","10_41_01_P","4000000","CDFH3301022024000003","2024-02-22","","01","영업/정상","13","영업중","","","","","","","","경기도 오산시 원동 921 오산롯데캐슬스카이파크","경기도 오산시 원당로 35, 2동 지하1층 B1-206호 (원동, 오산롯데캐슬스카이파크)","18149","무진태권도장","2026-03-05 13:05:14","U","2026-03-07 02:40:00","태권도","","","체육도장업","사립","","1","0","0","0","","",
"62","체육도장업","10_41_01_P","3340000","CDFH3301022003000016","2003-05-12","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사하구 장림동 287-7","부산광역시 사하구 다대로277번길 32, 1층 (장림동)","49511","태인태권도","2026-03-05 11:33:19","U","2026-03-07 02:40:00","","380397.677362221","177097.952522827","체육도장업","사립","","0","0","0","0","","",
"63","체육도장업","10_41_01_P","3300000","CDFH3301022015000001","2015-04-03","","03","폐업","03","폐업","2026-03-05","","","","051-337-2497","","607-841","부산광역시 동래구 온천동 1249-17","부산광역시 동래구 아시아드대로 223, 3층 (온천동)","47851","동선태극권","2026-03-05 18:26:18","U","2026-03-07 02:40:00","우슈","388136.791669974","191377.824935713","체육도장업","사립","","1","1","556.8","0","","",
"64","체육도장업","10_41_01_P","4000000","CDFH3301022018000001","2018-01-24","","01","영업/정상","13","영업중","","","","","031-378-8265","","","경기도 오산시 원동 755-3 2층","경기도 오산시 경기대로 260, 2층 (원동)","18139","김성범 유도 멀티짐","2026-03-05 17:27:05","U","2026-03-07 02:40:00","유도","206495.614101444","405125.092678599","체육도장업","사립","","0","0","0","0","","",
"65","체육도장업","10_41_01_P","3670000","CDFH3301022020000016","2020-09-16","","01","영업/정상","13","영업중","","","","","042-936-2728","","","대전광역시 유성구 관평동 806 대덕테크노벨리 303호","대전광역시 유성구 테크노중앙로 32, 대덕테크노벨리 303호 (관평동)","34017","드림오브유도 관평유도관","2026-03-05 09:03:05","U","2026-03-07 02:40:00","유도","234820.308659395","325184.438789983","체육도장업","사립","","0","0","0","0","","",
"66","체육도장업","10_41_01_P","5220000","CDFH3301022026000001","2026-02-23","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 왜관읍 왜관리 785-66","경상북도 칠곡군 왜관읍 구상길 201, 1층","39897","바람소리 해담태권도","2026-03-05 14:21:24","U","2026-03-07 02:40:00","태권도","325715.346730602","276942.78935719","체육도장업","사립","","0","0","0","0","","",
