번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),지정일자,민원종류명,Unnamed: 30,record_key
1011,담배소매업,11_43_02_P,4470000,2026447014505600007,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,충청북도 음성군 음성읍 읍내리 402-4 시티빌아파트,"충청북도 음성군 음성읍 중앙로40번길 13, 201동 101호 (시티빌아파트)",27706,지에스이십오(GS25) 음성참사랑점,2026-02-13 17:38:18,I,2026-02-15 00:20:02,,261468.12862503,380944.209910707,20260213.0,제7조의3제2항에따른경우,,지에스이십오(GS25)음성참사랑점_충청북도음성군음성읍읍내리402-4시티빌아파트
878,담배소매업,11_43_02_P,4810000,2026481045105600009,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,전라남도 여수시 경호동 1024 관광호텔,"전라남도 여수시 대경도길 111, 관광호텔 (경호동)",59766,세븐일레븐 여수경도골프앤리조트점,2026-02-12 17:38:29,I,2026-02-14 00:20:02,,266351.151961989,135283.282320804,20260213.0,제7조의3제2항에따른경우,,세븐일레븐여수경도골프앤리조트점_전라남도여수시경호동1024관광호텔
1013,담배소매업,11_43_02_P,4641000,2026465100605600006,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,전북특별자치도 전주시 완산구 효자동2가 310,"전북특별자치도 전주시 완산구 효천서로 19, 1층 101호~105호 (효자동2가)",55079,지에스25 전주효천프레시점,2026-02-13 10:45:17,I,2026-02-15 00:20:02,,,,20260213.0,제7조의3제2항에따른경우,,지에스25전주효천프레시점_전북특별자치도전주시완산구효자동2가310
1020,담배소매업,11_43_02_P,3190000,2026319027105600003,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 동작구 사당동 1133 동작삼성래미안아파트,"서울특별시 동작구 사당로23바길 9, 상가동 지층 비01-06호 (사당동, 동작삼성래미안아파트)",07002,삼성할인마트,2026-02-13 14:44:24,I,2026-02-15 00:20:02,,197317.188277304,442998.117056593,20260213.0,제7조의3제3항에따른경우,,삼성할인마트_서울특별시동작구사당동1133동작삼성래미안아파트
1080,담배소매업,11_43_02_P,3300000,2026330011905600007,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,부산광역시 동래구 안락동 459-42,"부산광역시 동래구 화현길 19, 1층 2호 (안락동)",47795,병원마트(식당휴게실),2026-02-14 12:59:27,I,2026-02-16 00:20:01,,391930.472221505,190616.302843549,20260213.0,제7조의3제2항에따른경우,,병원마트(식당휴게실)_부산광역시동래구안락동459-42
1079,담배소매업,11_43_02_P,3300000,2026330011905600006,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,부산광역시 동래구 온천동 213,부산광역시 동래구 금강로124번길 25 (온천동),47709,지에스(GS)25 온천중앙점,2026-02-14 12:58:51,I,2026-02-16 00:20:01,,389449.1532201,193126.982070016,20260213.0,제7조의3제2항에따른경우,,지에스(GS)25온천중앙점_부산광역시동래구온천동213
1031,담배소매업,11_43_02_P,3530000,2026353017905600009,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,인천광역시 남동구 고잔동 633-1 현태종합상가,"인천광역시 남동구 은청로 9, 현태종합상가 제에이동 1층 117호 (고잔동)",21632,인더스마트,2026-02-13 13:27:39,I,2026-02-15 00:20:02,,172851.12230993,433994.675751342,20260213.0,제7조의3제2항에따른경우,,인더스마트_인천광역시남동구고잔동633-1현태종합상가
1030,담배소매업,11_43_02_P,3320000,2026332014205600005,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,부산광역시 북구 구포동 1206-14 한국빌라,"부산광역시 북구 팽나무로30번길 1, 1층 101호 (구포동, 한국빌라)",46598,이마트24 구포원룸점,2026-02-13 11:20:07,I,2026-02-15 00:20:02,,382749.271367811,191374.621607093,20260213.0,제7조의3제2항에따른경우,,이마트24구포원룸점_부산광역시북구구포동1206-14한국빌라
1028,담배소매업,11_43_02_P,6510000,2026651004705600010,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,제주특별자치도 제주시 이도이동 2005-8,제주특별자치도 제주시 구남동2길 11-1 (이도이동),63232,GS25 이도구남점,2026-02-13 18:40:54,I,2026-02-15 00:20:02,,156849.681173288,-625.842420441143,20260213.0,제7조의3제2항에따른경우,,GS25이도구남점_제주특별자치도제주시이도이동2005-8
1027,담배소매업,11_43_02_P,3710000,2026371015005600002,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,울산광역시 동구 전하동 634-4,"울산광역시 동구 진성13길 90, 1층 (전하동)",44043,교동김밥 동구점,2026-02-13 14:22:43,I,2026-02-15 00:20:02,,420107.118179915,226119.176066918,20260213.0,제7조의3제2항에따른경우,,교동김밥동구점_울산광역시동구전하동634-4
1025,담배소매업,11_43_02_P,4530000,2026453042405600007,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,충청남도 서산시 석림동 527-1 인성,"충청남도 서산시 율지18로 8, 인성 1층 (석림동)",31993,이마트24 서산석림중앙점,2026-02-13 16:34:22,I,2026-02-15 00:20:02,,152013.893412192,364047.616605889,20260213.0,제7조의3제2항에따른경우,,이마트24서산석림중앙점_충청남도서산시석림동527-1인성
1024,담배소매업,11_43_02_P,3190000,2026319027105600004,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 동작구 상도동 531 힐스테이트 상도 센트럴파크,"서울특별시 동작구 상도로 346-1, 상가3동 1층 103, 104호 (상도동, 힐스테이트 상도 센트럴파크)",07039,지에스(GS)25 동작엠코타운,2026-02-13 14:46:42,I,2026-02-15 00:20:02,,195585.914045797,443690.595413251,20260213.0,제7조의3제2항에따른경우,,지에스(GS)25동작엠코타운_서울특별시동작구상도동531힐스테이트상도센트럴파크
1023,담배소매업,11_43_02_P,3070000,2026307029905600006,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,"서울특별시 성북구 하월곡동 222 월곡두산위브아파트 부상가동 1층 101호,102호","서울특별시 성북구 오패산로 46, 부상가동 1층 101호, 102호 (하월곡동, 월곡두산위브아파트)",02750,씨유 월곡본점,2026-02-13 15:12:19,I,2026-02-15 00:20:02,,203318.127254872,456078.982123486,20260213.0,제7조의3제2항에따른경우,,"씨유월곡본점_서울특별시성북구하월곡동222월곡두산위브아파트부상가동1층101호,102호"
1022,담배소매업,11_43_02_P,4191000,2026419100605600012,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,강원특별자치도 원주시 명륜동 62-37,"강원특별자치도 원주시 남산고개길 37, 1층 (명륜동)",26441,남산마트,2026-02-13 15:26:38,I,2026-02-15 00:20:02,,284233.130545369,427224.788550996,20260213.0,제7조의3제2항에따른경우,,남산마트_강원특별자치도원주시명륜동62-37
1021,담배소매업,11_43_02_P,4840000,2026484025805600007,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,전라남도 광양시 중동 1881-13,"전라남도 광양시 항만9로 118, 1층 (중동)",57793,세븐일레븐 광양중마길호점,2026-02-13 11:23:43,I,2026-02-15 00:20:02,,263668.724796397,158782.172025181,20260213.0,제7조의3제2항에따른경우,,세븐일레븐광양중마길호점_전라남도광양시중동1881-13
1026,담배소매업,11_43_02_P,3910000,2026391003505600005,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,경기도 평택시 고덕동 2094-4 1층,"경기도 평택시 고덕여염11길 78, 1층 (고덕동)",18014,오지구 삼성고덕점,2026-02-13 16:11:57,I,2026-02-15 00:20:02,,204490.34718524,393395.792273583,20260213.0,제7조의3제2항에따른경우,,오지구삼성고덕점_경기도평택시고덕동2094-41층
1015,담배소매업,11_43_02_P,3740000,2026377004105600006,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,경기도 수원시 팔달구 인계동 1038-10,"경기도 수원시 팔달구 인계로138번길 41, 104호 (인계동)",16489,24시 전자담배,2026-02-13 10:55:23,I,2026-02-15 00:20:02,,202787.916555654,418131.603130078,20260213.0,제7조의3제2항에따른경우,,24시전자담배_경기도수원시팔달구인계동1038-10
1016,담배소매업,11_43_02_P,4641000,2026465100605600007,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,전북특별자치도 전주시 완산구 중앙동4가 19-1,"전북특별자치도 전주시 완산구 전라감영로 41, 1층 (중앙동4가)",55038,세븐일레븐 전주전라감영점,2026-02-13 13:53:26,I,2026-02-15 00:20:02,,212921.316282286,257278.504382531,20260213.0,제7조의3제2항에따른경우,,세븐일레븐전주전라감영점_전북특별자치도전주시완산구중앙동4가19-1
1018,담배소매업,11_43_02_P,4470000,2026447014505600006,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,충청북도 음성군 대소면 성본리 381-4,충청북도 음성군 대소면 대금로 802,27663,주식회사 더빅마트,2026-02-13 17:37:34,I,2026-02-15 00:20:02,,246653.437695404,386221.676930897,20260213.0,제7조의3제2항에따른경우,,주식회사더빅마트_충청북도음성군대소면성본리381-4
1017,담배소매업,11_43_02_P,3630000,2026363034405600011,2026-02-13,,1,영업/정상,0,정상영업,,,,,,,,광주광역시 광산구 우산동 1573-1,"광주광역시 광산구 사암로215번길 103, 1층 (우산동)",62359,씨유 뉴광주우산점,2026-02-13 08:53:10,I,2026-02-15 00:20:02,,181940.661710109,184993.944882517,20260213.0,제7조의3제2항에따른경우,,씨유뉴광주우산점_광주광역시광산구우산동1573-1
890,담배소매업,11_43_02_P,5250000,2026525014605600003,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,경상북도 울진군 북면 고목리 176-4 (주)지엘푸드 B동,"경상북도 울진군 북면 고목3길 102, B동 ((주)지엘푸드)",36312,주식회사 호,2026-02-12 13:17:22,I,2026-02-14 00:20:02,,412539.383979008,399153.975842602,20260212.0,제7조의3제2항에따른경우,,주식회사호_경상북도울진군북면고목리176-4(주)지엘푸드B동
885,담배소매업,11_43_02_P,4020000,2026402025605600003,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,경기도 군포시 산본동 1060,"경기도 군포시 고산로 695, 1층 103,104호 (산본동)",15802,지에스25(GS25)산본타운점,2026-02-12 16:07:49,I,2026-02-14 00:20:02,,194196.444668225,430014.873767788,20260212.0,제7조의3제2항에따른경우,,지에스25(GS25)산본타운점_경기도군포시산본동1060
886,담배소매업,11_43_02_P,5000000,2026500012105600001,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,전라남도 진도군 진도읍 쌍정리 15-11,전라남도 진도군 진도읍 옥주길 28-1,58923,삼일슈퍼,2026-02-12 11:26:53,I,2026-02-14 00:20:02,,132429.457618196,109725.685366676,20260212.0,제7조의3제2항에따른경우,,삼일슈퍼_전라남도진도군진도읍쌍정리15-11
887,담배소매업,11_43_02_P,5710000,2026573002305600009,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,충청북도 청주시 흥덕구 복대동 3029,"충청북도 청주시 흥덕구 증안로 75, 101,102호 (복대동)",28421,복대현대슈퍼,2026-02-12 13:22:15,I,2026-02-14 00:20:02,,238580.888647932,348472.56644365,20260212.0,제7조의3제2항에따른경우,,복대현대슈퍼_충청북도청주시흥덕구복대동3029
888,담배소매업,11_43_02_P,3340000,2026334018105600006,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,부산광역시 사하구 괴정동 764-90,"부산광역시 사하구 승학로 190, 1층 (괴정동)",49343,이마트24 부산승학점,2026-02-12 12:40:04,I,2026-02-14 00:20:02,,381041.757340682,179729.502987668,20260212.0,제7조의3제2항에따른경우,,이마트24부산승학점_부산광역시사하구괴정동764-90
889,담배소매업,11_43_02_P,3400000,2026340013205600004,2026-02-12,,1,영업/정상,0,정상영업,,,,,0517-1341-5117,,,부산광역시 기장군 정관읍 매학리 712-3 광장아울렛 129호,"부산광역시 기장군 정관읍 정관7로 3, 광장아울렛 129호",46015,베이프독 정관점,2026-02-12 18:03:10,I,2026-02-14 00:20:02,,397799.929319089,204727.131165848,20260212.0,제7조의3제2항에따른경우,,베이프독정관점_부산광역시기장군정관읍매학리712-3광장아울렛129호
861,담배소매업,11_43_02_P,3990000,2026399051205600009,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,경기도 남양주시 다산동 668-3 브릭스타워,"경기도 남양주시 경춘로 368, 브릭스타워 109호 (다산동)",12262,GS25 남양브릭스점,2026-02-12 10:15:27,I,2026-02-14 00:20:02,,213667.471779121,455819.933596539,20260212.0,제7조의3제2항에따른경우,,GS25남양브릭스점_경기도남양주시다산동668-3브릭스타워
884,담배소매업,11_43_02_P,4810000,2026481045105600007,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,전라남도 여수시 여서동 218-4,전라남도 여수시 여문문화1길 16 (여서동),59713,세븐일레븐 여수여서여문점,2026-02-12 16:30:26,I,2026-02-14 00:20:02,,264513.554279316,139707.532073443,20260212.0,제7조의3제2항에따른경우,,세븐일레븐여수여서여문점_전라남도여수시여서동218-4
892,담배소매업,11_43_02_P,3150000,2026315020005600011,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 강서구 염창동 241-31,"서울특별시 강서구 양천로 607, 1층 (염창동)",07546,씨유 염창대로점,2026-02-12 20:07:06,I,2026-02-14 00:20:02,,188068.860819531,450350.323929261,20260212.0,제7조의3제2항에따른경우,,씨유염창대로점_서울특별시강서구염창동241-31
893,담배소매업,11_43_02_P,3030000,2026303009105600004,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 성동구 행당동 377 서울숲 더샵,"서울특별시 성동구 왕십리로 241, 201동 상가 B102호 (행당동, 서울숲 더샵)",04765,이마트24 서울숲더샵점,2026-02-12 13:06:48,I,2026-02-14 00:20:02,,203481.628249668,450468.773302861,20260212.0,제7조의3제3항에따른경우,,이마트24서울숲더샵점_서울특별시성동구행당동377서울숲더샵
894,담배소매업,11_43_02_P,3820000,2026382023905600001,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,경기도 의정부시 녹양동 355 녹양힐스테이트,"경기도 의정부시 녹양로62번길 12, 상가동 101호, 102호 (녹양동, 녹양힐스테이트)",11615,녹양마트,2026-02-12 14:46:05,I,2026-02-14 00:20:02,,202978.492639538,472604.872479804,20260212.0,제7조의3제2항에따른경우,,녹양마트_경기도의정부시녹양동355녹양힐스테이트
860,담배소매업,11_43_02_P,3990000,2026399051205600008,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,경기도 남양주시 오남읍 오남리 785 두산아파트,"경기도 남양주시 오남읍 진건오남로 781-9, 두산아파트 상가동 104, 105, 106호",12043,GS25 오남두산점,2026-02-12 09:33:26,I,2026-02-14 00:20:02,,217951.293581483,465956.244058608,20260212.0,제7조의3제2항에따른경우,,GS25오남두산점_경기도남양주시오남읍오남리785두산아파트
896,담배소매업,11_43_02_P,5130000,2026513018005600009,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,경상북도 경산시 사정동 41-1,"경상북도 경산시 경산로 130, 1층 (사정동)",38677,나우타바코,2026-02-12 14:04:57,I,2026-02-14 00:20:02,,356167.784749171,259177.452756684,20260212.0,제7조의3제2항에따른경우,,나우타바코_경상북도경산시사정동41-1
897,담배소매업,11_43_02_P,3740000,2026376003405600008,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,경기도 수원시 권선구 탑동 835-8,"경기도 수원시 권선구 탑동로 1, 1층 101호 (탑동)",16606,세븐일레븐(탑동중앙점),2026-02-12 10:18:41,I,2026-02-14 00:20:02,,197726.319014397,418570.562313444,20260212.0,제7조의3제2항에따른경우,,세븐일레븐(탑동중앙점)_경기도수원시권선구탑동835-8
891,담배소매업,11_43_02_P,3150000,2026315020005600010,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 강서구 등촌동 639-23,"서울특별시 강서구 공항대로45길 63, 108호 (등촌동)",07567,지에스25 나눔등촌CGV점,2026-02-12 15:29:13,I,2026-02-14 00:20:02,,187210.917773717,450631.435497518,20260212.0,제7조의3제2항에따른경우,,지에스25나눔등촌CGV점_서울특별시강서구등촌동639-23
864,담배소매업,11_43_02_P,3700000,2026370023305600010,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,울산광역시 남구 옥동 262-6,울산광역시 남구 문수로352번길 15-1 (옥동),44662,지에스(GS)25 옥동한라점,2026-02-12 16:48:39,I,2026-02-14 00:20:02,,407799.776540287,228367.172902187,20260212.0,제7조의3제2항에따른경우,,지에스(GS)25옥동한라점_울산광역시남구옥동262-6
863,담배소매업,11_43_02_P,3700000,2026370023305600009,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,울산광역시 남구 옥동 157-8,"울산광역시 남구 거마로 16, 1층 (옥동)",44653,씨유 울산남부도서관점,2026-02-12 16:45:40,I,2026-02-14 00:20:02,,408179.555540274,228628.520258288,20260212.0,제7조의3제2항에따른경우,,씨유울산남부도서관점_울산광역시남구옥동157-8
