번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),실험실면적,사업장구분명,영업소면적,위탁업체명,실험실지역코드,실험실우편번호,실험실산,실험실번지,실험실호,실험실통,실험실반,실험실특수주소,실험실특수주소동,실험실특수주소호,실험실도로명주소시군구코드,실험실도로명주소읍면동코드,실험실도로명주소읍면동구분,실험실도로명주소코드,실험실도로명특수주소,실험실도로명주소건물층구분,실험실도로명주소건물본번호,실험실도로명주소건물부번호,실험실도로명주소우편번호,Unnamed: 51,record_key
11,환경관리대행기관,09_30_15_P,6260000,626000010202300002,2026-02-04,,1,영업/정상,N,신규,,,,,,,,부산광역시 사상구 감전동 122-15,"부산광역시 사상구 새벽로 183, 2층 (감전동)",,(주)모리아산업기술,2026-02-04 13:23:54,U,2026-02-06 02:40:00,,,,0.0,환경관리대행기관,0,,,,,,,,,,,,,,,,,,,,,,(주)모리아산업기술_부산광역시사상구감전동122-15
14,환경관리대행기관,09_30_15_P,6260000,626000010202300022,2026-02-03,,1,영업/정상,N,신규,,,,,,,46917,부산광역시 사상구 모라동 283-11,"부산광역시 사상구 사상로525번길 54, 2층 (모라동)",46917,(주)세영환경기술,2026-02-03 18:09:48,U,2026-02-06 02:40:00,,380810.227707175,189958.115183757,0.0,환경관리대행기관,0,,2653010200.0,46917.0,0.0,283.0,11.0,,,,,,26530.0,2653010200.0,1.0,4217272.0,,0.0,54.0,0.0,46917.0,,(주)세영환경기술_부산광역시사상구모라동283-11
13,환경관리대행기관,09_30_15_P,6470000,647000010202200035,2026-02-03,,1,영업/정상,N,신규,,,,,,,38620,경상북도 경산시 중방동 837-7 3층,경상북도 경산시 경안로 234(중방동),38620,(주)우영엔텍,2026-02-03 15:23:42,U,2026-02-06 02:40:00,,356835.895210717,260082.231179291,0.0,환경관리대행기관,0,,,,,,,,,,,,,,,,,,,,,,(주)우영엔텍_경상북도경산시중방동837-73층
12,환경관리대행기관,09_30_15_P,6540000,654000010202400002,2026-02-03,,1,영업/정상,N,신규,,,,,,,,전북특별자치도 전주시 덕진구 팔복동2가 738번지,전북특별자치도 전주시 덕진구 비석날로 99 (팔복동2가),,(유)지구엔비텍,2026-02-03 16:07:56,U,2026-02-06 02:40:00,,,,0.0,환경관리대행기관,0,,,,,,,,,,,,,,,,,,,,,,(유)지구엔비텍_전북특별자치도전주시덕진구팔복동2가738번지
9,환경관리대행기관,09_30_15_P,6480000,648000010202600004,2026-02-03,,1,영업/정상,N,신규,,,,,,,51778,경상남도 창원시 마산합포구 현동 371번지,경상남도 창원시 마산합포구 현동로 50(현동),51778,한종산업개발,2026-02-03 07:59:00,I,2026-02-06 00:20:02,,341492.497820881,184654.191598663,0.0,환경관리대행기관,0,,,,,,,,,,,,,,,,,,,,,,한종산업개발_경상남도창원시마산합포구현동371번지
8,환경관리대행기관,09_30_15_P,6410000,641000010202600019,2026-02-03,,1,영업/정상,N,신규,,,,,,,16589,경기도 수원시 권선구 세류동 1125-1 혜성빌딩 1호,"경기도 수원시 권선구 세지로4번길 18, 혜성빌딩 1층 1호(세류동)",16589,혜성크린텍크(주),2026-02-03 10:29:00,I,2026-02-06 00:20:02,,201285.950433738,416683.806401347,0.0,환경관리대행기관,0,,4111312600.0,16589.0,0.0,1125.0,1.0,,,혜성빌딩,,1.0,41113.0,4111312600.0,1.0,4325349.0,혜성빌딩,0.0,18.0,0.0,16589.0,,혜성크린텍크(주)_경기도수원시권선구세류동1125-1혜성빌딩1호
4,환경관리대행기관,09_30_15_P,6260000,626000010201300004,2026-02-02,,1,영업/정상,N,신규,,,,,,,,,부산광역시 동래구 명륜로 121 (명륜동),607-804,(주)대진환경개발,2026-02-02 17:40:54,U,2026-02-04 02:40:00,,389563.586926279,191472.329138465,0.0,환경관리대행기관,0,,2641010900.0,609822.0,1.0,280.0,2.0,,,,,,26410.0,2641010900.0,1.0,4205140.0,,0.0,30.0,,609822.0,,(주)대진환경개발_
3,환경관리대행기관,09_30_15_P,6480000,648000010202600003,2026-02-02,,1,영업/정상,N,신규,,,,,,,53261,경상남도 거제시 장평동 530번지 삼성중공업(주)거제조선소 .동 .호,"경상남도 거제시 장평3로 80, 삼성중공업(주)거제조선소 .동 .층 .호 (장평동)",53261,에코그린(주),2026-02-02 18:05:30,I,2026-02-04 00:20:02,,346399.237199992,156840.927799368,0.0,환경관리대행기관,0,,,,,,,,,,,,,,,,,,,,,,에코그린(주)_경상남도거제시장평동530번지삼성중공업(주)거제조선소.동.호
1,환경관리대행기관,09_30_15_P,6430000,643000010202600004,2026-02-02,,1,영업/정상,N,신규,,,,,,,361-816,충청북도 청주시흥덕구 봉명1동   168번지 4호,충청북도 청주시 흥덕구 직지대로 578 (봉명동),361-816,(주)천수환경산업,2026-02-02 13:26:28,I,2026-02-04 00:20:02,,240808.80479993,349184.412819324,62.0,환경관리대행기관,0,,4311311500.0,361816.0,1.0,168.0,4.0,,,,,,43113.0,4311311500.0,1.0,3236058.0,,0.0,578.0,,361816.0,,(주)천수환경산업_충청북도청주시흥덕구봉명1동168번지4호
6,환경관리대행기관,09_30_15_P,6440000,644000010201900010,2026-01-30,,1,영업/정상,N,신규,,,,,,,31767,충청남도 당진시 원당동 940번지 서진산업(주),"충청남도 당진시 원당로 9-17, 서진산업(주) (원당동)",31767,서진산업,2026-01-30 15:43:15,U,2026-02-04 11:04:37,,167718.001748161,378105.598165034,0.0,환경관리대행기관,0,,,,,,,,,,,,,,,,,,,,,,서진산업_충청남도당진시원당동940번지서진산업(주)
5,환경관리대행기관,09_30_15_P,6440000,644000010202400002,2026-01-30,,1,영업/정상,N,신규,,,,,,,,,"충청남도 천안시 서북구 2공단2로 95, 407호 (차암동,천안테크노타운)",331-200,금강엔지니어링(주) - 대기,2026-01-30 15:48:12,U,2026-02-04 11:04:37,,210646.828903587,372990.587733578,74.0,환경관리대행기관,214,,,,,,,,,,,,44133.0,4413310600.0,1.0,3250002.0,천안테크노타운,0.0,95.0,,331200.0,,금강엔지니어링(주)-대기_
7,환경관리대행기관,09_30_15_P,6460000,646000010202500003,2026-01-30,,1,영업/정상,N,신규,,,,,,,57310,전라남도 담양군 담양읍 삼만리 534-1,전라남도 담양군 담양읍 추월산로 70-16,57310,(주)바른환경연구소,2026-01-30 11:20:11,U,2026-02-04 11:04:37,,,,0.0,환경관리대행기관,0,,4671025035.0,57310.0,0.0,534.0,1.0,,,,,,46710.0,4671025035.0,0.0,3286020.0,,0.0,70.0,16.0,57310.0,,(주)바른환경연구소_전라남도담양군담양읍삼만리534-1
18,환경관리대행기관,09_30_15_P,6430000,643000010202500065,2025-11-17,,3,폐업,Q,폐업,2026-02-05,,,,,,28345,충청북도 청주시 청원구 내덕동 597-29,충청북도 청주시 청원구 새터로 124 (내덕동),28345,영우종합환경(주),2026-02-05 13:41:06,U,2026-02-07 02:40:00,,242690.333015719,351232.821076215,21.0,환경관리대행기관,0,,4311111400.0,360806.0,1.0,597.0,29.0,,,,,,43111.0,4311111400.0,1.0,3236029.0,,0.0,124.0,,360806.0,,영우종합환경(주)_충청북도청주시청원구내덕동597-29
