"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수","주사육업종",
"36","가축사육업","02_04_01_P","4751000","475100003320080132","2008-06-10","","01","영업/정상","0000","정상","","","","","","0","597-853","전북특별자치도 장수군 천천면 오봉리 ****-** ,산***-**","","","천천농장","2026-03-03 17:09:38","U","2026-03-05 02:40:00","","249321.968198318","253710.34196069","가축사육업","","2040","000","0","한우",
"37","가축사육업","02_04_01_P","4701000","470100003320220013","2022-06-24","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 남원시 사매면 관풍리 *-** , *-**","","","제2 소풍농장","2026-03-03 11:39:22","U","2026-03-05 02:40:00","","234808.537232706","221638.139300065","가축사육업","","1762","000","0","한우",
"38","가축사육업","02_04_01_P","5160000","516000003320150028","2015-10-19","","01","영업/정상","0000","정상","","","","","","","763-813","경상북도 청송군 진보면 후평리 *** 외 ***번지","","","박주혁(청명농장)","2026-03-03 10:06:10","U","2026-03-05 02:40:00","","381408.228631126","337805.017789343","가축사육업","","431","000","0","한우",
"39","가축사육업","02_04_01_P","5220000","522000003320050249","2005-12-08","","01","영업/정상","0000","정상","","","","","","0","718-811","경상북도 칠곡군 약목면 관호리 ***","경상북도 칠곡군 약목면 무림*길 **","39828","아침농장","2026-03-03 16:28:40","U","2026-03-05 02:40:00","","324280.034924656","280588.377398315","가축사육업","","271","000","0","한우",
"40","가축사육업","02_04_01_P","5090000","509000003320120054","2012-11-26","","01","영업/정상","0000","정상","","","","","","","","경상북도 영주시 문수면 권선리 ***-*","경상북도 영주시 문수면 반구로 ***-*","36172","없음","2026-03-03 14:55:32","U","2026-03-05 02:40:00","","343390.142231195","365159.575441786","가축사육업","","1523","000","0","한우",
"41","가축사육업","02_04_01_P","5230000","523000003320160062","2016-12-13","","01","영업/정상","0000","정상","","","","","","","","경상북도 예천군 용문면 능천리 ***","경상북도 예천군 용문면 반서울로 *** (용문한우영농조합법인)","36836","용문생축장","2026-03-03 16:56:48","U","2026-03-05 02:40:00","","327696.203023292","356380.655370417","가축사육업","","1884","L00","0","한우",
"42","가축사육업","02_04_01_P","5230000","523000003320160063","2016-12-13","","01","영업/정상","0000","정상","","","","","","","","경상북도 예천군 지보면 만화리 산 **-*","","","만화생축장","2026-03-03 16:49:40","U","2026-03-05 02:40:00","","321862.112517482","340405.551992238","가축사육업","","1885","L00","0","한우",
"43","가축사육업","02_04_01_P","5230000","523000003320050228","2005-09-09","","01","영업/정상","0000","정상","","","","","","0","757-851","경상북도 예천군 지보면 어신리 ****-*","","","어신생축장","2026-03-03 16:43:28","U","2026-03-05 02:40:00","","326266.376991261","341483.071895363","가축사육업","","276","L00","0","한우",
"44","가축사육업","02_04_01_P","4711000","471100003320080393","2008-07-31","","03","폐업","0002","폐업","2026-03-03","","","","","0","576-360","전북특별자치도 김제시 신덕동 ***-* 외*필지","전북특별자치도 김제시 신덕*길 **-** (신덕동,외*필지)","","무너미농장","2026-03-03 13:05:16","U","2026-03-05 02:40:00","","186444.504381367","251769.46648722","가축사육업","","1672","000","0","한우",
"45","가축사육업","02_04_01_P","4691000","469100003320110088","2011-05-12","","01","영업/정상","0000","정상","","","","","","","580-871","전북특별자치도 정읍시 소성면 기린리 ***","전북특별자치도 정읍시 소성면 입고로 ***-**","56213","이안농장","2026-03-03 09:19:23","U","2026-03-05 02:40:00","","179300.14038091","229413.948228781","가축사육업","","3297","000","0","육계",
"46","가축사육업","02_04_01_P","4691000","469100003320090204","2009-05-11","","01","영업/정상","0000","정상","","","","2026-01-26","","0","580-831","전북특별자치도 정읍시 덕천면 달천리 ****-*","전북특별자치도 정읍시 덕천면 태고로 ***-**","56143","최양기농장","2026-03-03 10:23:32","U","2026-03-05 02:40:00","","187277.315989931","237709.244625495","가축사육업","","2929","000","0","한우",
"47","가축사육업","02_04_01_P","4430000","443000003320240001","2024-01-12","","01","영업/정상","0000","정상","","","","","","","","충청북도 옥천군 안남면 도덕리 ***-*","","29010","청정농장","2026-03-03 17:14:45","U","2026-03-05 02:40:00","","262252.94819911","317230.694416365","가축사육업","","996","000","0","한우",
"48","가축사육업","02_04_01_P","4771000","477100003320050121","2005-08-02","","01","영업/정상","0000","정상","","","","","","0","","전북특별자치도 순창군 인계면 노동리 ***-* ***-*,***-*,***,***-*,***-*,***-*,***-**,***-**,***-*","","","순창농장","2026-03-03 09:35:49","U","2026-03-05 02:40:00","","214293.074951077","210024.089256712","가축사육업","","224","L00","0","돼지",
"49","가축사육업","02_04_01_P","4771000","477100003320080236","2008-07-11","","01","영업/정상","0000","정상","","","","","","0","","전북특별자치도 순창군 풍산면 우곡리 **","전북특별자치도 순창군 풍산면 풍산로 ***-**","56055","현선목장2","2026-03-03 14:54:23","U","2026-03-05 02:40:00","","214564.348706475","203550.108554043","가축사육업","","576","000","0","한우",
"50","가축사육업","02_04_01_P","5230000","523000003320220011","2022-02-09","","01","영업/정상","0000","정상","","","","","","","","경상북도 예천군 풍양면 낙상리 ***-* , ***-*","","","신동우축사","2026-03-03 15:59:29","U","2026-03-05 02:40:00","","314830.944706708","333681.288069252","가축사육업","","2759","L00","0","육우",
"51","가축사육업","02_04_01_P","5230000","523000003320220024","2022-03-10","","01","영업/정상","0000","정상","","","","","","","","경상북도 예천군 풍양면 괴당리 *** ***","","","농업회사법인㈜웰피그-신희도 농장","2026-03-03 15:21:37","U","2026-03-05 02:40:00","","315516.846370213","333040.951025316","가축사육업","","2772","L00","0","육우",
"52","가축사육업","02_04_01_P","4261000","426000003320210021","2021-09-30","","03","폐업","0002","폐업","2026-03-03","","","","","","","강원특별자치도 횡성군 공근면 초원리 **-*","","","서광목장","2026-03-03 15:28:42","U","2026-03-05 02:40:00","","282885.0447985","447598.618665047","가축사육업","","2339","000","0","한우",
"53","가축사육업","02_04_01_P","4191000","419000003320140253","2014-04-05","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 원주시 귀래면 귀래리 ***","강원특별자치도 원주시 귀래면 귀운길 **-**","26500","무시점농장","2026-03-03 15:15:57","U","2026-03-05 02:40:00","","277758.088499456","413785.832725061","가축사육업","","1050","000","0","종계/산란계",
"54","가축사육업","02_04_01_P","4261000","426000003320080110","2008-04-14","","03","폐업","0002","폐업","2026-03-03","","","","","0","","강원특별자치도 횡성군 안흥면 송한리 **-*","강원특별자치도 횡성군 안흥면 실미송한길 ***-**","25271","송한목장","2026-03-03 15:28:13","U","2026-03-05 02:40:00","","301086.551898299","437202.275955766","가축사육업","","961","000","0","한우",
"55","가축사육업","02_04_01_P","4261000","426000003320130402","2013-09-04","","03","폐업","0002","폐업","2026-03-03","","","","","","222-863","강원특별자치도 횡성군 서원면 유현리 산 ***-*","","","동욱농장","2026-03-03 15:28:28","U","2026-03-05 02:40:00","","278465.939942405","447278.160900851","가축사육업","","1978","000","0","한우",
"56","가축사육업","02_04_01_P","4900000","490000003320230011","2023-06-08","","01","영업/정상","0000","정상","","","","","","","","전라남도 화순군 사평면 대곡리 ***","전라남도 화순군 사평면 대곡길 ***-**","58144","무","2026-03-03 17:00:06","U","2026-03-05 02:40:00","","209517.303933705","165822.88790096","가축사육업","","1412","000","0","한우",
"57","가축사육업","02_04_01_P","5230000","523000003320240016","2024-07-31","","01","영업/정상","0000","정상","","","","","","","","경상북도 예천군 풍양면 괴당리 ***","","","농업회사법인㈜웰피그-풍양농장","2026-03-03 15:31:48","U","2026-03-05 02:40:00","","315850.247910258","333188.843102406","가축사육업","","2878","L00","0","육우",
"58","가축사육업","02_04_01_P","4920000","492000003320050096","2005-06-03","","01","영업/정상","0000","정상","","","","","","0","","전라남도 강진군 마량면 영동리 ***","전라남도 강진군 마량면 마량영동로 ***-*","59265","지성농장","2026-03-03 09:42:22","U","2026-03-05 02:40:00","","183531.190581822","109545.317536111","가축사육업","","153","000","0","한우",
"59","가축사육업","02_04_01_P","5010000","501000003320050155","2005-12-16","","02","휴업","0001","휴업","","2026-03-03","2027-03-02","","271-2003","0","535-861","전라남도 신안군 암태면 송곡리 ***","","","세권축산","2026-03-03 15:40:53","U","2026-03-05 02:40:00","","119762.661010292","149895.101128765","가축사육업","","173","000","0","한우",
"60","가축사육업","02_04_01_P","5010000","501000003320070014","2007-07-13","","02","휴업","0001","휴업","","2026-03-03","2027-03-02","","262-1139","0","535-807","전라남도 신안군 지도읍 태천리 ****","전라남도 신안군 지도읍 태천안길 **","58815","영식축산","2026-03-03 13:31:27","U","2026-03-05 02:40:00","","129719.794507432","171536.319036932","가축사육업","","193","000","0","한우",
"61","가축사육업","02_04_01_P","4830000","483000003320050931","2005-11-08","","01","영업/정상","0000","정상","","","","","","0","520-840","전라남도 나주시 남평읍 오계리 ***","","","성호농장","2026-03-03 21:30:45","U","2026-03-05 02:40:00","","187447.596870395","166056.163857054","가축사육업","","983","000","0","육계",
"62","가축사육업","02_04_01_P","5010000","501000003320080329","2008-08-01","","03","폐업","0002","폐업","2026-03-03","","","","","0","535-807","전라남도 신안군 지도읍 자동리 ***","전라남도 신안군 지도읍 원자동길 **","","동광축사","2026-03-03 13:28:14","U","2026-03-05 02:40:00","","131448.943986568","173799.767482064","가축사육업","","523","000","0","한우",
"63","가축사육업","02_04_01_P","5390000","539000003320140009","2014-11-14","","01","영업/정상","0000","정상","","","","","","","636-981","경상남도 의령군 지정면 두곡리","경상남도 의령군 지정면 고루로 **","52118","태백농장","2026-03-03 09:32:58","U","2026-03-05 02:40:00","","328607.201644013","211774.489225179","가축사육업","","486","000","0","한우",
"64","가축사육업","02_04_01_P","5310000","531000003320240001","2024-02-06","","01","영업/정상","0000","정상","","","","2026-02-24","","","","경상남도 진주시 대곡면 단목리 ***","경상남도 진주시 대곡면 오방로 ***-**","52606","영오한우구소골농장","2026-03-03 10:23:38","U","2026-03-05 02:40:00","","303565.063950953","197199.719695254","가축사육업","","937","L00","0","한우",
"65","가축사육업","02_04_01_P","4810000","481000003320240005","2024-02-19","","01","영업/정상","0000","정상","","","","","","","","전라남도 여수시 화양면 옥적리 ***","전라남도 여수시 화양면 옥천로 ***","59652","신백호농장","2026-03-03 10:21:08","U","2026-03-05 02:40:00","","254600.776850903","134631.53468861","가축사육업","","1020","000","0","염소",
"66","가축사육업","02_04_01_P","4771000","477100003320190012","2019-02-19","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 순창군 풍산면 우곡리 ** ,** ,**, ***-**","","","현선목장","2026-03-03 14:44:16","U","2026-03-05 02:40:00","","214550.179637047","203573.116374081","가축사육업","","1307","000","0","한우",
"67","가축사육업","02_04_01_P","4960000","496000003320260002","2026-02-26","","01","영업/정상","0000","정상","","","","","","","","전라남도 함평군 월야면 정산리 ***-**","전라남도 함평군 월야면 해삼로 ***","57121","신기농장","2026-03-03 14:58:03","U","2026-03-05 02:40:00","","165021.012625456","189316.441234769","가축사육업","","2520","000","0","한우",
"68","가축사육업","02_04_01_P","4791000","479100003320080262","2008-07-04","","03","폐업","0002","폐업","2026-03-03","","","","","0","579-873","전북특별자치도 부안군 보안면 유천리 ***-**","","","유천농장","2026-03-03 15:33:00","U","2026-03-05 02:40:00","","169573.890471386","234679.985197057","가축사육업","","803","000","0","한우",
"69","가축사육업","02_04_01_P","5310000","531000003320230001","2023-01-20","","01","영업/정상","0000","정상","","","","2026-02-24","","","","경상남도 진주시 대곡면 단목리 ***-*","경상남도 진주시 대곡면 오방로 ***-**","52606","제3축사","2026-03-03 10:18:31","U","2026-03-05 02:40:00","","303925.178053343","197123.208531483","가축사육업","","932","L00","0","한우",
"70","가축사육업","02_04_01_P","4741000","474100003320200005","2020-03-24","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 무주군 부남면 가당리 ****","","","농업회사법인 피그말리온허브(주)","2026-03-03 09:13:22","U","2026-03-05 02:40:00","","249964.299951695","279975.208654097","가축사육업","","399","L00","0","산양",
"71","가축사육업","02_04_01_P","5350000","535000003320110022","2011-04-22","","03","폐업","0002","폐업","2026-03-03","","","","","0","621-843","경상남도 김해시 주촌면 덕암리 ***","경상남도 김해시 주촌면 서부로****번길 ***","","최찬권농장","2026-03-03 15:52:18","U","2026-03-05 02:40:00","","365376.482638737","197524.51100434","가축사육업","","916","000","0","한우",
"72","가축사육업","02_04_01_P","5430000","543000003320150111","2015-09-15","","01","영업/정상","0000","정상","","","","","","","","경상남도 남해군 삼동면 영지리 ***-*","경상남도 남해군 삼동면 삼이로 ***","52443","박명선농장","2026-03-03 13:49:57","U","2026-03-05 02:40:00","","290021.04384295","146593.187337128","가축사육업","","737","000","0","한우",
"73","가축사육업","02_04_01_P","5230000","523000003320200116","2020-11-11","","01","영업/정상","0000","정상","","","","","","","","경상북도 예천군 호명읍 담암리 ***","","","봇뜰농장","2026-03-03 17:05:29","U","2026-03-05 02:40:00","","","","가축사육업","","2592","000","0","한우",
"74","가축사육업","02_04_01_P","5230000","523000003320220051","2022-09-07","","01","영업/정상","0000","정상","","","","","","","","경상북도 예천군 풍양면 괴당리 ***-* , ***-*","","","농업회사법인(주)웰피그-한울농장","2026-03-03 15:47:41","U","2026-03-05 02:40:00","","315846.267358437","333275.204259519","가축사육업","","2799","L00","0","육우",
"75","가축사육업","02_04_01_P","5480000","548000003320050064","2005-03-28","","01","영업/정상","0000","정상","","","","","","0","678-873","경상남도 합천군 묘산면 반포리 *** , ***-*, ***-*, ***, ***-*","경상남도 합천군 묘산면 영서로 ****-**","50209","동화농장","2026-03-03 17:55:05","U","2026-03-05 02:40:00","","299226.138242997","239267.681050185","가축사육업","","245","000","0","돼지",
"76","가축사육업","02_04_01_P","4400000","440000003320080031","2008-05-14","","01","영업/정상","0000","정상","","","","","","0","","충청북도 제천시 봉양읍 미당리 *** 외 *필지(미당리 ***)","충청북도 제천시 봉양읍 용두대로**길 **","27109","왕미축산","2026-03-03 19:21:09","U","2026-03-05 02:40:00","","303149.007222378","407240.631343001","가축사육업","","228","000","0","한우",
"77","가축사육업","02_04_01_P","5710000","572500003320260001","2026-03-04","","01","영업/정상","0000","정상","","","","","","","","충청북도 청주시 서원구 현도면 중척리 ***-* 외*(***-*)","","","청운목장-2","2026-03-04 14:08:54","I","2026-03-06 00:20:02","","236466.803577251","329830.20973904","가축사육업","","2631","000","0","육우",
"78","가축사육업","02_04_01_P","4590000","459000003320260020","2026-03-04","","01","영업/정상","0000","정상","","","","","","","","충청남도 청양군 장평면 지천리 산 **-**","충청남도 청양군 장평면 지천로 ****-**","33361","김진환농장","2026-03-04 17:03:03","I","2026-03-06 00:20:02","","187550.345036049","320457.56841887","가축사육업","","1911","000","0","염소",
