"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"11","당구장업","10_32_01_P","4840000","CDFH3301082026000001","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","전라남도 광양시 중동 1419-1","전라남도 광양시 중마로 229, 1동 2층 (중동)","57780","선샤인당구클럽","2026-03-04 10:35:31","I","2026-03-06 00:20:02","","262852.399120207","160929.087130781","당구장업","사립","","0","1","832.88","0","","",
"12","당구장업","10_32_01_P","5310000","CDFH3301082026000001","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경상남도 진주시 상대동 245-27","경상남도 진주시 도동천로 127 (상대동)","52784","프리미엄당구클럽","2026-03-04 17:19:44","I","2026-03-06 00:20:02","","301307.847692726","187565.714731641","당구장업","사립","","0","0","0","0","","",
"13","당구장업","10_32_01_P","4201000","CDFH3301082004000007","2004-05-08","","01","영업/정상","13","영업중","","","","","642-8398","","","강원특별자치도 강릉시 성남동 105-1","강원특별자치도 강릉시 금성로 41, 4층 (성남동)","25544","썬프라자 당구장","2026-03-04 17:13:03","U","2026-03-06 02:40:00","","367069.470086189","473930.28557202","당구장업","사립","","0","1","0","0","","",
"14","당구장업","10_32_01_P","4800000","CDFH3301082003000019","2003-02-05","","03","폐업","03","폐업","2026-03-03","","","","","","530-822","전라남도 목포시 상동 817-5 2층","전라남도 목포시 백년대로307번길 39, 2층 (상동)","58666","월당구장","2026-03-04 17:37:11","U","2026-03-06 02:40:00","","146744.705650644","145582.778855995","당구장업","사립","","0","2","0","0","","",
"15","당구장업","10_32_01_P","4281000","CDFH3301082014000002","2014-02-13","","01","영업/정상","13","영업중","","","","","","","232-807","강원특별자치도 평창군 평창읍 하리","강원특별자치도 평창군 평창읍 송학로 7","25376","평창당구클럽","2026-03-04 17:38:57","U","2026-03-06 02:40:00","","323282.55067235","430290.470571404","당구장업","사립","","0","0","827.58","0","","",
"16","당구장업","10_32_01_P","3540000","CDFH3301082010000019","2010-11-23","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 삼산동 463-4 C＆C로데오Ⅱ","인천광역시 부평구 길주로647번길 17, C＆C로데오Ⅱ 6층 (삼산동)","21344","캐슬당구장","2026-03-04 10:50:52","U","2026-03-06 02:40:00","","176434.165633854","445113.676316538","당구장업","사립","","0","0","0","0","","",
"17","당구장업","10_32_01_P","3530000","CDFH3301082010000004","2010-04-15","","01","영업/정상","13","영업중","","","","","4673814","","405-250","인천광역시 남동구 장수동 785-1 (3층)","인천광역시 남동구 장자로 2  (장수동,(3층))","","SBS당구장","2026-03-04 17:07:00","U","2026-03-06 02:40:00","","177799.825354325","438707.385218812","당구장업","사립","","0","0","228.79","0","","",
"18","당구장업","10_32_01_P","3530000","CDFH3301082009000018","2009-04-30","","01","영업/정상","13","영업중","","","","","432-4580","","405-300","인천광역시 남동구 논현동 616-2 5층","인천광역시 남동구 논고개로 118 (논현동,5층)","","VIP 당구클럽","2026-03-04 16:59:34","U","2026-03-06 02:40:00","","175538.396386538","433325.394009666","당구장업","사립","","0","0","383.3","0","","",
"19","당구장업","10_32_01_P","3000000","CDFH3301082023000001","2023-04-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 창신동 693-3 영화빌딩","서울특별시 종로구 창신길 1, 영화빌딩 지하1층 (창신동)","03101","스타인터네셔널","2026-03-04 16:52:28","U","2026-03-06 02:40:00","","200830.570275099","452174.480627819","당구장업","사립","","0","0","0","0","","",
"20","당구장업","10_32_01_P","3380000","CDFH3301081997000002","1997-04-01","","01","영업/정상","13","영업중","","","","","611-4675","","613-815","부산광역시 수영구 남천동 28-1 3층","부산광역시 수영구 수영로464번길 18, 지상동 3층 (남천동)","48314","에이스당구장","2026-03-04 17:03:17","U","2026-03-06 02:40:00","","392320.183379874","185133.447210949","당구장업","사립","","","","","","","",
"21","당구장업","10_32_01_P","3860000","CDFH3301082017000008","2017-04-14","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 중동 752-3","경기도 부천시 원미구 중동로 153, 4층 (중동)","14608","마징가 당구클럽","2026-03-04 10:04:09","U","2026-03-06 02:40:00","","179304.57696226","443503.217779161","당구장업","사립","","0","0","0","0","","",
"22","당구장업","10_32_01_P","4390000","CDFH3301082014000005","2014-05-29","","01","영업/정상","13","영업중","","","","","","","380-040","충청북도 충주시 충인동 36","충청북도 충주시 충인3길 23 (충인동)","27386","보스당구장","2026-03-04 16:22:04","U","2026-03-06 02:40:00","","282883.57514395","386317.257351201","당구장업","사립","","0","0","0","0","","",
"23","당구장업","10_32_01_P","3670000","CDFH3301082026000002","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","대전광역시 유성구 궁동 482-1 누드캐슬빌딩","대전광역시 유성구 대학로 90, 누드캐슬빌딩 301호 (궁동)","34183","플레이박스","2026-03-05 16:39:46","I","2026-03-07 00:20:02","","230882.523285773","317912.062657883","당구장업","사립","","0","0","4011.63","0","","",
"24","당구장업","10_32_01_P","3240000","CDFH3301082026000002","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강동구 암사동 512-22 대명빌딩","서울특별시 강동구 올림픽로 763, 대명빌딩 2층 (암사동)","05242","빅뱅당구장","2026-03-05 10:51:52","I","2026-03-07 00:20:02","","211148.199981362","449679.571982382","당구장업","사립","","0","0","1434","0","","",
"25","당구장업","10_32_01_P","4050000","CDFH3301082012000001","2012-01-04","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 포곡읍 둔전리 155-4 2층","경기도 용인시 처인구 포곡읍 포곡로118번길 7, 2층","17027","프로당구장","2026-03-05 15:44:19","U","2026-03-07 02:40:00","","219359.348473927","418640.283834778","당구장업","사립","","0","0","0","0","","",
"26","당구장업","10_32_01_P","4671000","CDFH3301081998000001","1998-02-16","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 군산시 미원동 416","전북특별자치도 군산시 월명로 374, 2층 201호 (미원동)","54041","클럽당구의 성지","2026-03-05 09:28:26","U","2026-03-07 02:40:00","","174297.286024141","275285.220049334","당구장업","사립","0","0","0","1550.72","0","","",
"27","당구장업","10_32_01_P","4520000","CDFH3301082012000005","2012-05-10","","01","영업/정상","13","영업중","","","","","041-547-5888","","336-751","충청남도 아산시 모종동 576-1","충청남도 아산시 삼동로 34 (모종동)","31521","다빈치당구클럽","2026-03-05 13:52:28","U","2026-03-07 02:40:00","","201005.83396122","364614.416479624","당구장업","사립","","0","0","413.89","0","","",
"28","당구장업","10_32_01_P","4490000","CDFH3301082011000020","2011-09-29","","01","영업/정상","13","영업중","","","","","554-4459","","331-752","충청남도 천안시 서북구 직산읍 모시리 206-13 우성아파트 상가 5층 501호","충청남도 천안시 서북구 직산읍 자은가리1길 68, 5층 501호","31038","우성당구장","2026-03-05 15:24:43","U","2026-03-07 02:40:00","","211265.609342902","374262.516561785","당구장업","사립","","0","0","4408","0","","",
"29","당구장업","10_32_01_P","4390000","CDFH3301082009000011","2009-08-14","","01","영업/정상","13","영업중","","","","","","","380-956","충청북도 충주시 문화동 250","충청북도 충주시 대림9길 37  (문화동)","","럭키당구장","2026-03-05 13:52:25","U","2026-03-07 02:40:00","","281851.347585528","385535.764208836","당구장업","사립","","0","1","0","0","","",
