번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),목재생산업구분코드명,목재생산업종류명,취급목재제품,인력보유현황,년간생산량,자본금,상태구분명,Unnamed: 35,record_key
340,원목생산업,09_27_02_P,5690000,569000090202600003,2026-02-13,,1,영업/정상,1,정상,,,,,,,,세종특별자치시 연서면 청라리 121,세종특별자치시 연서면 양대길 9,30041,세종임업,2026-02-13 09:26:57,I,2026-02-15 00:20:02,,218726.382498323,343730.904604739,원목생산업,2종,원목,1명,0,50,영업,,세종임업_세종특별자치시연서면청라리121
260,원목생산업,09_27_02_P,5190000,519000090202600002,2026-02-11,,1,영업/정상,1,정상,,,,,,,,,경상북도 청도군 화양읍 노산길 71,38326,***,2026-02-11 07:58:09,I,2026-02-13 00:20:38,,354176.259721559,242557.637607158,원목생산업,2종,참나무 등 잡목,산림경영기술자 기능1급,0,10,영업,,***_
429,원목생산업,09_27_02_P,5390000,539000090202600001,2026-02-11,,1,영업/정상,1,정상,,,,,,,,경상남도 의령군 화정면 상정리 407-2,경상남도 의령군 화정면 화정로2길 19,52157,(주)누리숲,2026-02-19 17:34:37,I,2026-02-21 00:20:05,,310249.441235203,198428.790825211,원목생산업,1종,,,0,0,영업,,(주)누리숲_경상남도의령군화정면상정리407-2
338,원목생산업,09_27_02_P,5090000,509000090202600001,2026-02-10,,3,폐업,3,폐업,,,,,,,,경상북도 영주시 장수면 반구리 838-10,경상북도 영주시 장수면 반구로 55,36145,영주국유림영림단사회적협동조합,2026-02-12 13:15:09,U,2026-02-14 02:40:00,,341324.15737045,364676.676965023,원목생산업,2종,원목,,0,0,폐업,,영주국유림영림단사회적협동조합_경상북도영주시장수면반구리838-10
204,원목생산업,09_27_02_P,4580000,458000090202600001,2026-02-10,,1,영업/정상,1,정상,,,,,,,,충청남도 서천군 장항읍 창선1리 160-4,충청남도 서천군 장항읍 장서로30번길 11,33673,서천산림,2026-02-10 19:40:28,I,2026-02-12 00:20:02,,172793.267003052,278949.102763997,원목생산업,2종,,,0,20,영업,,서천산림_충청남도서천군장항읍창선1리160-4
155,원목생산업,09_27_02_P,5250000,525000090202600001,2026-02-09,,1,영업/정상,1,정상,,,,,054-782-7335,,,경상북도 울진군 매화면 매화리 165-1 동네방네식당,"경상북도 울진군 매화면 매화1길 68, 동네방네식당",36339,***,2026-02-09 12:55:25,I,2026-02-11 00:20:41,,412248.745946774,381556.07226965,원목생산업,2종,,1명,0,10,영업,,***_경상북도울진군매화면매화리165-1동네방네식당
154,원목생산업,09_27_02_P,5250000,525000090202600002,2026-02-09,,1,영업/정상,1,정상,,,,,,,,경상북도 울진군 기성면 봉산리 388-1 봉산산업,"경상북도 울진군 기성면 구산봉산로 445-12, 봉산산업",36353,㈜에스엠디,2026-02-09 17:46:32,I,2026-02-11 00:20:41,,419805.260959316,367592.421012019,원목생산업,1종,,,0,0,영업,,㈜에스엠디_경상북도울진군기성면봉산리388-1봉산산업
99,원목생산업,09_27_02_P,4820000,482000090202600004,2026-02-05,,1,영업/정상,1,정상,,,,,,,,,전라남도 순천시 송광면 쌍향수길 1571,540-933,늘푸른조경,2026-02-05 10:13:23,I,2026-02-07 00:20:02,,222402.023346062,165089.795213953,원목생산업,2종,,,0,0,영업,,늘푸른조경_
102,원목생산업,09_27_02_P,4820000,482000090202600009,2026-02-05,,1,영업/정상,1,정상,,,,,,,,전라남도 순천시 승주읍 서평리 390-5,전라남도 순천시 승주읍 승주로 717,57908,수림임업,2026-02-05 10:53:37,I,2026-02-07 00:20:02,,235363.19682577,168421.447481836,원목생산업,2종,침엽수,2,0,10,영업,,수림임업_전라남도순천시승주읍서평리390-5
98,원목생산업,09_27_02_P,4820000,482000090202600006,2026-02-05,,1,영업/정상,BBBB,,,,,,,,,전라남도 순천시 인제동 370-2,"전라남도 순천시 장평6길 17, 101호 (인제동)",57959,상록수국유림영림단사회적협동조합,2026-02-05 10:19:37,I,2026-02-07 00:20:02,,244933.392415098,160883.311173027,원목생산업,2종,,,0,0,,,상록수국유림영림단사회적협동조합_전라남도순천시인제동370-2
103,원목생산업,09_27_02_P,4820000,482000090202600007,2026-02-05,,1,영업/정상,1,정상,,,,,,,,,"전라남도 순천시 대석길 35 (연향동, 순천시 산림조합)",57986,순천시산림조합,2026-02-05 10:37:12,I,2026-02-07 00:20:02,,247974.324937798,160927.332140907,원목생산업,1종,원목,7,9000,13849,영업,,순천시산림조합_
100,원목생산업,09_27_02_P,4820000,482000090202600008,2026-02-05,,1,영업/정상,1,정상,,,,,,,,전라남도 순천시 서면 동산리 870-2 상가,"전라남도 순천시 서면 임촌동길 88, 상가 2층",57906,순천향림국유림영림단 사회적협동조합,2026-02-05 10:44:38,I,2026-02-07 00:20:02,,244472.854742579,166388.313299374,원목생산업,2종,,3,0,10,영업,,순천향림국유림영림단사회적협동조합_전라남도순천시서면동산리870-2상가
101,원목생산업,09_27_02_P,4820000,482000090202600005,2026-02-05,,1,영업/정상,1,정상,,,,,,,,,전라남도 순천시 황전면 미초길 10,540-822,미초원목,2026-02-05 10:15:37,I,2026-02-07 00:20:02,,245591.458021668,178656.354946692,원목생산업,2종,,,0,0,영업,,미초원목_
145,원목생산업,09_27_02_P,4641000,464100090202600002,2026-02-04,,1,영업/정상,1,정상,,,,,,,,전북특별자치도 전주시 완산구 효자동2가 1383 전주효천 대방노블랜드 에코파크,"전북특별자치도 전주시 완산구 효천중앙로 20, 106동 2층 202호 (효자동2가, 전주효천 대방노블랜드 에코파크)",55152,(유)금일임업,2026-02-06 13:36:25,U,2026-02-08 02:40:00,,209365.128227484,255274.910171811,원목생산업,1종,,,0,0,영업,,(유)금일임업_전북특별자치도전주시완산구효자동2가1383전주효천대방노블랜드에코파크
28,원목생산업,09_27_02_P,4820000,482000090202600003,2026-02-03,,1,영업/정상,1,정상,,,,,,,,전라남도 순천시 가곡동 1037-3,"전라남도 순천시 고지5길 11, 102호 (가곡동)",57924,유한회사 금강임업,2026-02-04 10:27:45,I,2026-02-06 00:20:02,,244152.476648589,165105.991814553,원목생산업,1종,,2,0,50,영업,,유한회사금강임업_전라남도순천시가곡동1037-3
104,원목생산업,09_27_02_P,4600000,460000090202600001,2026-02-03,,1,영업/정상,1,정상,,,,,,,,충청남도 홍성군 홍북읍 신경리 897 국제아르페온2차,"충청남도 홍성군 홍북읍 충남대로 50, 국제아르페온2차 -동 -층 208-22호",32263,운산임업,2026-02-05 15:51:11,I,2026-02-07 00:20:02,,170996.859123806,350567.652985686,원목생산업,2종,원목,산림경영기술자기능1급,5000,31,영업,,운산임업_충청남도홍성군홍북읍신경리897국제아르페온2차
4,원목생산업,09_27_02_P,5180000,518000090202600001,2026-02-02,,1,영업/정상,1,정상,,,,,054-232-8207,,,경상북도 영덕군 영덕읍 덕곡리 156-2,경상북도 영덕군 영덕읍 중앙길 96-16,36432,삼정에코림(주),2026-02-02 13:44:08,I,2026-02-04 00:20:02,,412517.977475997,326024.020683907,원목생산업,1종,벌채(벌채량 제한없음),,0,500,영업,,삼정에코림(주)_경상북도영덕군영덕읍덕곡리156-2
1,원목생산업,09_27_02_P,4890000,489000090202600001,2026-02-02,,1,영업/정상,1,정상,,,,,061-853-3285,,,전라남도 보성군 미력면 도개리 959-4,전라남도 보성군 미력면 농공길 41,59443,(주)우리이엔씨,2026-02-02 13:42:36,I,2026-02-04 00:20:02,,208115.300132176,144083.120656657,원목생산업,1종,,,0,0,영업,,(주)우리이엔씨_전라남도보성군미력면도개리959-4
26,원목생산업,09_27_02_P,4460000,446000090202600001,2026-01-26,,1,영업/정상,1,정상,,,,,,,,충청북도 괴산군 사리면 노송리 170-1,충청북도 괴산군 사리면 사리로송오길 22,28045,정호철,2026-02-04 09:20:17,I,2026-02-06 00:20:02,,258222.725561986,372228.186905957,원목생산업,2종,,,0,0,영업,,정호철_충청북도괴산군사리면노송리170-1
27,원목생산업,09_27_02_P,4820000,482000090202600002,2025-12-22,,1,영업/정상,1,정상,,,,,,,,전라남도 순천시 연향동 1459-3 생오리숯불구이,"전라남도 순천시 하대석길 78, 생오리숯불구이 2층층 (연향동)",57982,주식회사 수성원,2026-02-04 10:00:32,I,2026-02-06 00:20:02,,247883.193658675,161245.803121631,원목생산업,1종,,7,0,50,영업,,주식회사수성원_전라남도순천시연향동1459-3생오리숯불구이
21,원목생산업,09_27_02_P,5440000,544000090202500002,2025-11-25,,1,영업/정상,1,정상,,,,,,,,경상남도 하동군 진교면 진교리 302-69,경상남도 하동군 진교면 진교중앙길 13-8,52344,주식회사 에덴,2026-02-02 10:33:32,U,2026-02-04 02:40:00,,282361.840345674,170328.340524815,원목생산업,2종,원목(국산재),산림경영 기술사 1명 이상,5000,170,영업,,주식회사에덴_경상남도하동군진교면진교리302-69
92,원목생산업,09_27_02_P,4460000,446000090202500003,2025-10-02,,1,영업/정상,1,정상,,,,,,,,충청북도 괴산군 불정면 목도리 536,충청북도 괴산군 불정면 목도로 58,28002,***,2026-02-04 11:01:19,U,2026-02-06 02:40:00,,275883.109657584,375104.029455754,원목생산업,2종,원목,,0,0,영업,,***_충청북도괴산군불정면목도리536
258,원목생산업,09_27_02_P,5080000,508000090202500003,2025-09-11,,1,영업/정상,1,정상,,,,,,,,경상북도 구미시 부곡동 47,경상북도 구미시 야은로7길 47 (부곡동),39203,태봉임업,2026-02-10 14:25:14,U,2026-02-12 02:40:00,,317275.890117861,294764.092536327,원목생산업,2종,,,0,0,영업,,태봉임업_경상북도구미시부곡동47
509,원목생산업,09_27_02_P,5050000,505000090202500007,2025-09-01,,1,영업/정상,1,정상,,,,,,,,경상북도 경주시 양남면 효동리 1158,경상북도 경주시 양남면 명주길 921,38216,주식회사 오라컴퍼니,2026-02-23 19:22:33,U,2026-02-25 02:40:00,,415565.610903843,251563.136304446,원목생산업,2종,원목류,,0,0,영업,,주식회사오라컴퍼니_경상북도경주시양남면효동리1158
510,원목생산업,09_27_02_P,5050000,505000090202500005,2025-08-27,,1,영업/정상,1,정상,,,,,,,,경상북도 경주시 양남면 효동리 1158 양남목재,"경상북도 경주시 양남면 명주길 921, 양남목재",38216,해솔우드 이상헌,2026-02-23 19:20:21,U,2026-02-25 02:40:00,,415565.610903843,251563.136304446,원목생산업,2종,원목류,,0,0,영업,,해솔우드이상헌_경상북도경주시양남면효동리1158양남목재
498,원목생산업,09_27_02_P,4440000,444000090202500001,2025-08-21,,1,영업/정상,1,정상,,,,,,,,충청북도 영동군 용산면 천작리 4,충청북도 영동군 용산면 금곡길 271,29107,(주)가양산업,2026-02-20 16:59:53,U,2026-02-22 02:40:00,,271393.388619219,309576.254542594,원목생산업,2종,원목,,0,0,영업,,(주)가양산업_충청북도영동군용산면천작리4
311,원목생산업,09_27_02_P,5470000,547000090202500002,2025-07-23,,1,영업/정상,1,정상,,,,,,,,경상남도 거창군 거창읍 대동리 980-15,경상남도 거창군 거창읍 소만1길 55-16,50135,주남목재,2026-02-11 17:10:40,U,2026-02-13 02:40:00,,283217.77445963,244216.16359857,원목생산업,2종,원목,,0,0,영업,,주남목재_경상남도거창군거창읍대동리980-15
147,원목생산업,09_27_02_P,4160000,416000090202400003,2025-07-07,,1,영업/정상,1,정상,,,,,,,,경기도 가평군 가평읍 읍내리 460,"경기도 가평군 가평읍 연인2길 12, 순영빌라 207호",12418,***,2026-02-06 17:18:36,U,2026-02-08 02:40:00,,245022.798082033,480967.478779119,원목생산업,2종,"원목, 펄프재",1명,0,10,영업,,***_경기도가평군가평읍읍내리460
94,원목생산업,09_27_02_P,5420000,542000090202500002,2025-06-27,,1,영업/정상,1,정상,,,,,,,,경상남도 고성군 고성읍 죽계리 202-11,경상남도 고성군 고성읍 우산4길 6,52930,주식회사 푸른솔,2026-02-04 13:17:44,U,2026-02-06 02:40:00,,322106.997472966,168146.250998988,원목생산업,2종,"편백, 삼나무, 소나무 등",2명,0,300,영업,,주식회사푸른솔_경상남도고성군고성읍죽계리202-11
91,원목생산업,09_27_02_P,5420000,542000090202000003,2025-06-23,,1,영업/정상,1,정상,,,,,,,,경상남도 고성군 동해면 내산리 535-1,경상남도 고성군 동해면 조선특구로 1863,52918,***,2026-02-04 13:15:21,U,2026-02-06 02:40:00,,333116.302351867,173201.581332751,원목생산업,2종,"편백, 소나무류, 참나무류, 기타 활엽수",,0,0,영업,,***_경상남도고성군동해면내산리535-1
313,원목생산업,09_27_02_P,3680000,368000090202500001,2025-04-22,,1,영업/정상,1,정상,,,,,,,,대전광역시 대덕구 오정동 449-12,"대전광역시 대덕구 한남로 115, 2층 (오정동)",34435,태산임업,2026-02-11 11:24:00,U,2026-02-13 02:40:00,,237357.006616173,316538.174899033,원목생산업,2종,"원목, 미이용 산림바이오매스",1,0,10,영업,,태산임업_대전광역시대덕구오정동449-12
314,원목생산업,09_27_02_P,5710000,571000090202500002,2025-03-31,,2,휴업,2,휴업,,,,,,,,충청북도 청주시 흥덕구 가경동 1554 태경빌딩,"충청북도 청주시 흥덕구 가경로 8-1, 태경빌딩 5층 5464호 (가경동)",28409,***,2026-02-11 11:00:21,U,2026-02-13 02:40:00,,239656.578868217,346277.541044043,원목생산업,2종,,원목생산업과정 교육수료(전시균),0,10,휴업,,***_충청북도청주시흥덕구가경동1554태경빌딩
138,원목생산업,09_27_02_P,5360000,536000090202500002,2025-03-07,,1,영업/정상,1,정상,,,,,,,,경상남도 밀양시 부북면 춘화리 419-1,경상남도 밀양시 부북면 춘화로 348,50402,(주)케이포레스트리,2026-02-05 14:32:37,U,2026-02-07 02:40:00,,356632.940084252,226565.460967895,원목생산업,2종,원목 생산,박성희,5000,10,영업,,(주)케이포레스트리_경상남도밀양시부북면춘화리419-1
202,원목생산업,09_27_02_P,5360000,536000090202500001,2025-02-18,,1,영업/정상,1,정상,,,,,055-356-3738,,,경상남도 밀양시 교동 861-2,"경상남도 밀양시 밀양대로 2124, 주식회사 숲아리랑 (교동)",50421,주식회사 케이우드,2026-02-09 09:12:12,U,2026-02-11 02:40:00,,359199.064679482,224107.059688766,원목생산업,1종,원목 생산,,0,0,영업,,주식회사케이우드_경상남도밀양시교동861-2
95,원목생산업,09_27_02_P,5110000,511000090202500001,2025-01-31,,1,영업/정상,1,정상,,,,,,,,경상북도 상주시 서곡동 70-1,경상북도 상주시 식산로 119 (서곡동),37243,***,2026-02-03 15:22:00,U,2026-02-06 02:40:00,,305896.420027865,323549.361358229,원목생산업,2종,원목,원목생산산업과정 이수(강형수),0,10,영업,,***_경상북도상주시서곡동70-1
259,원목생산업,09_27_02_P,5080000,508000090202500001,2025-01-10,,3,폐업,3,폐업,,,,,,,,경상북도 구미시 송정동 447-2,"경상북도 구미시 구미중앙로42길 5-66, 송정동 3층 33호 (송정동)",39271,주식회사 태성임업,2026-02-10 14:22:35,U,2026-02-12 02:40:00,,321756.407245933,291848.485397961,원목생산업,1종,,,0,0,폐업,,주식회사태성임업_경상북도구미시송정동447-2
499,원목생산업,09_27_02_P,4440000,444000090202400007,2024-12-23,,1,영업/정상,1,정상,,,,,,,,충청북도 영동군 영동읍 동정리 114-1,충청북도 영동군 영동읍 동정로1길 37-7,29140,***,2026-02-20 16:58:19,U,2026-02-22 02:40:00,,270677.448915755,297775.00284469,원목생산업,2종,원목,,0,11,영업,,***_충청북도영동군영동읍동정리114-1
152,원목생산업,09_27_02_P,5310000,531000090202400001,2024-12-11,,1,영업/정상,1,정상,,,,,055-755-7474,,,경상남도 진주시 상대동 288-11,"경상남도 진주시 솔밭로 141, 2층 (상대동)",52788,주식회사 서평임산,2026-02-08 17:45:03,U,2026-02-10 02:40:00,,300727.054393613,187512.202831313,원목생산업,1종,"활엽수, 소나무",산림경영기술자 기술초급 2인,5000,93,영업,,주식회사서평임산_경상남도진주시상대동288-11
96,원목생산업,09_27_02_P,4850000,485000090202400006,2024-12-10,,1,영업/정상,1,정상,,,,,070-7864-1025,,,전라남도 담양군 창평면 창평리 189,전라남도 담양군 창평면 시동길 14,57389,유한회사 초록산림,2026-02-03 14:01:46,U,2026-02-06 02:40:00,,201308.420452212,193081.795037705,원목생산업,1종,일반제재용,,30000,150,영업,,유한회사초록산림_전라남도담양군창평면창평리189
97,원목생산업,09_27_02_P,4820000,482000090202400001,2024-11-21,,1,영업/정상,1,정상,,,,,,,,전라남도 순천시 인제동 370-2,"전라남도 순천시 장평6길 17, 101호 (인제동)",57959,주식회사 산청임업,2026-02-04 15:30:22,U,2026-02-06 02:40:00,,244933.392415098,160883.311173027,원목생산업,2종,,,0,10,영업,,주식회사산청임업_전라남도순천시인제동370-2
32,원목생산업,09_27_02_P,4460000,446000090202400002,2024-09-20,,2,휴업,2,휴업,,,,,,,,충청북도 괴산군 문광면 송평리 605,충청북도 괴산군 문광면 괴산로 3419-9,28057,벌목우죽뿌리,2026-02-04 10:59:49,U,2026-02-06 02:40:00,,269434.664263794,365689.570148594,원목생산업,2종,원목,,0,0,휴업,,벌목우죽뿌리_충청북도괴산군문광면송평리605
31,원목생산업,09_27_02_P,4460000,446000090202400001,2024-09-10,,1,영업/정상,1,정상,,,,,,,,충청북도 괴산군 사리면 화산리 671,충청북도 괴산군 사리면 화산재로2길 63-11,28047,문화임산,2026-02-04 10:58:04,U,2026-02-06 02:40:00,,264931.267370643,367772.975094367,원목생산업,2종,원목,,0,0,영업,,문화임산_충청북도괴산군사리면화산리671
149,원목생산업,09_27_02_P,5700000,570000090202400003,2024-08-27,,1,영업/정상,1,정상,,,,,,,,경기도 여주시 대신면 계림리 345-2,경기도 여주시 대신면 대신2로 407,12609,가람임업(김명순),2026-02-08 17:13:13,U,2026-02-10 02:40:00,,252312.438450227,434336.479509379,원목생산업,2종,벌채,김명순,5000,10,영업,,가람임업(김명순)_경기도여주시대신면계림리345-2
336,원목생산업,09_27_02_P,5690000,569000090202400002,2024-05-28,,1,영업/정상,1,정상,,,,,,,,세종특별자치시 연서면 성제리 206-2,세종특별자치시 연서면 도신고복로 1218-39,30043,아름다운조경,2026-02-12 13:55:11,U,2026-02-14 02:40:00,,223101.051196128,343683.080760093,원목생산업,2종,,,0,0,영업,,아름다운조경_세종특별자치시연서면성제리206-2
81,원목생산업,09_27_02_P,5210000,521000090202400001,2024-03-27,,1,영업/정상,1,정상,,,,,,,,경상북도 성주군 용암면 대봉리 487,경상북도 성주군 용암면 대송로 92,40049,케이씨바이오칩주식회사성주사업소,2026-02-03 20:41:04,U,2026-02-06 02:40:00,,316499.424599161,260740.496516055,원목생산업,2종,원목,,0,0,영업,,케이씨바이오칩주식회사성주사업소_경상북도성주군용암면대봉리487
71,원목생산업,09_27_02_P,4671000,467100090202400001,2024-01-23,,1,영업/정상,1,정상,,,,,,,,전북특별자치도 군산시 소룡동 98 공단주유소,"전북특별자치도 군산시 외항6길 6, 공단주유소 (소룡동)",54008,대송임업,2026-02-04 13:27:33,U,2026-02-06 02:40:00,,167472.84538667,274519.670741026,원목생산업,2종,원목,,0,0,영업,,대송임업_전북특별자치도군산시소룡동98공단주유소
187,원목생산업,09_27_02_P,5670000,567000090202400001,2024-01-19,,1,영업/정상,1,정상,,,,,,,,경상남도 창원시 진해구 안골동 351-8 씨티빌,"경상남도 창원시 진해구 안청남로6번길 10-1, 씨티빌 (안골동)",51609,창원임업,2026-02-09 16:21:07,U,2026-02-11 02:40:00,,364364.552354943,179411.910271335,원목생산업,1종,원목,"정명서, 정용권",0,50,영업,,창원임업_경상남도창원시진해구안골동351-8씨티빌
140,원목생산업,09_27_02_P,4160000,416000090202300003,2023-12-11,,3,폐업,3,폐업,,,,,,,,경기도 가평군 설악면 엄소리 80-1,"경기도 가평군 설악면 묵안로 219-15, 101호",12470,***,2026-02-06 16:58:08,U,2026-02-08 02:40:00,,244092.158584851,460698.139195132,원목생산업,1종,"소나무류, 활엽수류",,0,0,폐업,,***_경기도가평군설악면엄소리80-1
143,원목생산업,09_27_02_P,4160000,416000090202300007,2023-12-11,,1,영업/정상,1,정상,,,,,,,,경기도 가평군 가평읍 대곡리 402-1 가평선힐아파트,"경기도 가평군 가평읍 문화로 63, 102동 602호 (가평선힐아파트)",12416,***,2026-02-06 17:14:54,U,2026-02-08 02:40:00,,244863.2919226,479689.491314225,원목생산업,2종,"원목, 펄프목",,0,0,영업,,***_경기도가평군가평읍대곡리402-1가평선힐아파트
141,원목생산업,09_27_02_P,4160000,416000090202300005,2023-12-11,,1,영업/정상,1,정상,,,,,,,,경기도 가평군 가평읍 읍내리 95,경기도 가평군 가평읍 잎너비길 17-74,12411,***,2026-02-06 17:10:08,U,2026-02-08 02:40:00,,244777.782335992,483169.085116235,원목생산업,2종,"국산목재, 펄프목",,0,0,영업,,***_경기도가평군가평읍읍내리95
303,원목생산업,09_27_02_P,5470000,547000090202300001,2023-11-29,,1,영업/정상,1,정상,,,,,,,,경상남도 거창군 거창읍 대평리 1055-5,"경상남도 거창군 거창읍 대평3길 51, 백두빌 202호",50145,행복목재,2026-02-11 17:11:10,U,2026-02-13 02:40:00,,283275.53828174,243162.0438421,원목생산업,2종,원목,,5000,10,영업,,행복목재_경상남도거창군거창읍대평리1055-5
497,원목생산업,09_27_02_P,4440000,444000090202300003,2023-11-21,,1,영업/정상,1,정상,,,,,,,,충청북도 영동군 추풍령면 신안리 96,,,***,2026-02-20 16:55:32,U,2026-02-22 02:40:00,,291198.077231955,305846.750902178,원목생산업,2종,원목,,0,0,영업,,***_충청북도영동군추풍령면신안리96
504,원목생산업,09_27_02_P,5050000,505000090202300004,2023-10-27,,1,영업/정상,1,정상,,,,,,,,경상북도 포항시 남구 효자동 608-2,"경상북도 포항시 남구 형산강북로 137, 성림빌딩 5층 (효자동)",37835,조은건설,2026-02-23 19:11:17,U,2026-02-25 02:40:00,,411094.249445643,280769.327232679,원목생산업,1종,원목류,,0,0,영업,,조은건설_경상북도포항시남구효자동608-2
249,원목생산업,09_27_02_P,5100000,510000090202300004,2023-10-12,,1,영업/정상,1,정상,,,,,,,,경상북도 영천시 청통면 우천리 1012-5,경상북도 영천시 청통면 청통로 296,38872,***,2026-02-10 10:05:04,U,2026-02-12 02:40:00,,367671.688779635,278153.894337463,원목생산업,2종,제재목,강창규,0,0,영업,,***_경상북도영천시청통면우천리1012-5
502,원목생산업,09_27_02_P,5050000,505000090202300003,2023-10-11,,1,영업/정상,1,정상,,,,,,,,경상북도 경주시 내남면 덕천리 821 (주)푸른환경,"경상북도 경주시 내남면 내외로 1622-8, (주)푸른환경",38193,푸른환경㈜,2026-02-23 19:10:15,U,2026-02-25 02:40:00,,397911.358771111,251958.466086873,원목생산업,1종,원목류,,0,0,영업,,푸른환경㈜_경상북도경주시내남면덕천리821(주)푸른환경
257,원목생산업,09_27_02_P,5100000,510000090202300003,2023-09-26,,1,영업/정상,1,정상,,,,,,,,경상북도 영천시 야사동 178-29,경상북도 영천시 호국로 54-1 (야사동),38860,영남임업,2026-02-10 09:45:57,U,2026-02-12 02:40:00,,375272.358115428,276510.386301202,원목생산업,2종,일반제재,김정훈,0,0,영업,,영남임업_경상북도영천시야사동178-29
