번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),수리대상 의료기기의 유형,다른 겸업 여부,총규모,영업규모,Unnamed: 32,record_key
20,의료기기수리업,01_02_02_P,3780000,PHMG320263780064047400001,2026-02-06,,1,영업/정상,13,영업중,,,,,031-709-0853,,,경기도 성남시 분당구 야탑동 297-13,"경기도 성남시 분당구 매화로38번길 7, 102호 (야탑동)",13504,드림보조기구센터,2026-02-11 14:12:33,I,2026-02-13 00:20:38,,211847.827409523,434324.959067278,,,,,,드림보조기구센터_경기도성남시분당구야탑동297-13
18,의료기기수리업,01_02_02_P,3660000,PHMG320263660023047400001,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 도마동 91-23,"대전광역시 서구 도마6길 65, 1층 (도마동)",35331,렌탈스토리,2026-02-11 17:21:23,I,2026-02-13 00:20:38,,234109.208043229,313060.01866871,,,,,,렌탈스토리_대전광역시서구도마동91-23
31,의료기기수리업,01_02_02_P,3190000,PHMG320263190033047400001,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,서울특별시 동작구 대방동 500 성원아파트,"서울특별시 동작구 여의대방로 256, 성원아파트 상가동 지층 5호 (대방동)",6941,(사)한국장애인환경지킴이실천협회,2026-02-23 14:57:59,I,2026-02-25 00:20:01,,193350.622041291,445242.968886465,,,,,,(사)한국장애인환경지킴이실천협회_서울특별시동작구대방동500성원아파트
28,의료기기수리업,01_02_02_P,5600000,PHMG320265600005047400001,2026-01-29,,1,영업/정상,13,영업중,,,,,,,,경기도 포천시 군내면 용정리 47-5,"경기도 포천시 군내면 포천로 1333, 나동 2호",11154,대왕 헬스케어,2026-02-19 16:40:23,U,2026-02-21 02:40:00,,218732.866541151,486305.079934535,,,,,,대왕헬스케어_경기도포천시군내면용정리47-5
9,의료기기수리업,01_02_02_P,3020000,PHMG320253020033047400001,2025-11-03,,1,영업/정상,13,영업중,,,,,02-3451-4319,,,서울특별시 용산구 한남동 714 일신빌딩,"서울특별시 용산구 한남대로 98, 일신빌딩 4층 (한남동)",4418,(유)짐머바이오메트코리아,2026-02-03 15:53:51,U,2026-02-06 02:40:00,,200423.418748471,448324.779015334,,,,,,(유)짐머바이오메트코리아_서울특별시용산구한남동714일신빌딩
13,의료기기수리업,01_02_02_P,5530000,PHMG320255530506047400003,2025-09-24,,1,영업/정상,13,영업중,,,,,031-266-0107,,,경기도 화성시 동탄구 영천동 652-5,"경기도 화성시 동탄구 동탄대로21길 10, 제지하1층 제비104호 (영천동)",18471,케어닉스(carenix),2026-02-06 16:49:37,U,2026-02-08 02:40:00,,208609.77242468,411784.124303502,,,,,,케어닉스(carenix)_경기도화성시동탄구영천동652-5
29,의료기기수리업,01_02_02_P,5530000,PHMG320255530506047400002,2025-06-27,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 동탄구 영천동 827-2 서린글로벌센터,"경기도 화성시 동탄구 동탄기흥로 593-16, 서린글로벌센터 4층 (영천동)",18469,(주)스타온메디컬,2026-02-19 16:27:11,U,2026-02-21 02:40:00,,208098.511435298,412428.243121482,,,,,,(주)스타온메디컬_경기도화성시동탄구영천동827-2서린글로벌센터
11,의료기기수리업,01_02_02_P,3230000,PHMG320253230034047400002,2025-01-08,,1,영업/정상,13,영업중,,,,,02-3432-8555,,,서울특별시 송파구 문정동 642 송파 테라타워2,"서울특별시 송파구 송파대로 201, 송파 테라타워2 2층 B-209호 (문정동)",5854,(주)진엑스,2026-02-05 10:09:35,U,2026-02-07 02:40:00,,,,,,,,,(주)진엑스_서울특별시송파구문정동642송파테라타워2
43,의료기기수리업,01_02_02_P,3100000,PHMG320243100034047400002,2024-11-05,,3,폐업,3,폐업,2026-02-26,,,,,,,서울특별시 노원구 상계동 456-99 대도빌딩,"서울특별시 노원구 한글비석로47길 28, 대도빌딩 지층 (상계동)",1679,사랑의줄잇기,2026-02-26 17:56:35,U,2026-02-28 02:40:00,,205820.246516586,462290.92149826,,,,,,사랑의줄잇기_서울특별시노원구상계동456-99대도빌딩
39,의료기기수리업,01_02_02_P,3660000,PHMG320263660023047400002,2024-06-24,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 만년동 324,"대전광역시 서구 만년로67번길 22, 402호 (만년동)",35203,국일텍,2026-02-25 09:06:09,I,2026-02-28 00:20:02,,234076.605289131,318681.776217486,,,,,,국일텍_대전광역시서구만년동324
44,의료기기수리업,01_02_02_P,4641000,PHMG320244641050047400002,2024-05-17,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 서노송동 660-51,"전북특별자치도 전주시 완산구 팔달로 284, 2층 (서노송동)",54993,(주)이노헬스케어,2026-02-25 17:58:38,U,2026-02-28 02:40:00,,212888.587638022,258598.446890946,,,,,,(주)이노헬스케어_전북특별자치도전주시완산구서노송동660-51
36,의료기기수리업,01_02_02_P,3230000,PHMG320233230034047400007,2023-08-23,,3,폐업,3,폐업,2026-02-25,,,,02-3484-1157,,,서울특별시 송파구 신천동 29 롯데월드타워앤드롯데월드몰,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 37층 (신천동)",5551,한국다케다제약(주),2026-02-25 15:54:05,U,2026-02-27 02:40:00,,209074.900840074,445657.80932984,,,,,,한국다케다제약(주)_서울특별시송파구신천동29롯데월드타워앤드롯데월드몰
2,의료기기수리업,01_02_02_P,3590000,PHMG320233590019047400001,2023-07-12,,3,폐업,3,폐업,2025-09-30,,,,062-234-0427,,,광주광역시 동구 학동 112,"광주광역시 동구 제봉로 37-1, 1층 (학동)",61489,광주 보청기,2026-01-30 10:23:30,U,2026-02-04 11:04:37,,192690.022956927,182536.184133372,,,,,,광주보청기_광주광역시동구학동112
24,의료기기수리업,01_02_02_P,3730000,PHMG320263730017047400001,2023-04-17,,1,영업/정상,13,영업중,,,,,,,,울산광역시 울주군 청량읍 상남리 879-5,"울산광역시 울주군 청량읍 상남길 7, 1층",44985,위니아에이드 울산서비스,2026-02-13 10:05:28,I,2026-02-15 00:20:02,,409322.069543725,222901.02161813,,,,,,위니아에이드울산서비스_울산광역시울주군청량읍상남리879-5
14,의료기기수리업,01_02_02_P,3350000,PHMG320223350024047400001,2022-03-28,,1,영업/정상,13,영업중,,,,,,,,부산광역시 금정구 두구동 1058-3,부산광역시 금정구 체육공원로 675 (두구동),46206,(주)한결랩,2026-02-10 08:58:51,U,2026-02-12 02:40:00,,392033.038312073,202201.645506735,,,,,,(주)한결랩_부산광역시금정구두구동1058-3
26,의료기기수리업,01_02_02_P,3470000,PHMG320203470022047400003,2021-10-01,,1,영업/정상,13,영업중,,,,,,,,대구광역시 달서구 월성동 1800 더 하이브,"대구광역시 달서구 월곡로 495, 더 하이브 4층 412호 (월성동)",42723,필코리아,2026-02-13 09:33:27,U,2026-02-15 02:40:00,,337454.096025233,260376.619013943,,,,,,필코리아_대구광역시달서구월성동1800더하이브
8,의료기기수리업,01_02_02_P,4181000,PHMG320214180029047400002,2021-06-30,,3,폐업,3,폐업,2026-02-04,,,,,,,강원특별자치도 춘천시 석사동 311-5,강원특별자치도 춘천시 공지로 133(석사동),24389,주식회사 위니아서비스춘천점,2026-02-04 16:14:48,U,2026-02-06 02:40:00,,265599.154602506,484186.366387599,,,,,,주식회사위니아서비스춘천점_강원특별자치도춘천시석사동311-5
34,의료기기수리업,01_02_02_P,3670000,PHMG320193670022047400001,2019-09-26,,3,폐업,3,폐업,2026-02-24,,,,042-716-2345,,,대전광역시 유성구 봉명동 551번지 11호 하이프라자,"대전광역시 유성구 대학로 2, 하이프라자 4층 (봉명동)",34187,엘지전자주식회사 유성서비스지점,2026-02-24 17:30:46,U,2026-02-26 02:40:00,,230639.66905118,317054.999342251,,,,,,엘지전자주식회사유성서비스지점_대전광역시유성구봉명동551번지11호하이프라자
1,의료기기수리업,01_02_02_P,3990000,PHMG320263990309047400001,2019-09-16,,1,영업/정상,13,영업중,,,,,031-553-7776,,,경기도 남양주시 다산동 6205-2,"경기도 남양주시 다산지금로36번길 21-8, 트윈타워 B동 301~304호 (다산동)",12284,엘지전자㈜구리서비스센터,2026-02-02 17:23:52,I,2026-02-04 00:20:02,,214984.981840514,456209.725418647,,,,,,엘지전자㈜구리서비스센터_경기도남양주시다산동6205-2
37,의료기기수리업,01_02_02_P,3230000,PHMG320213230034047400005,2019-05-28,,1,영업/정상,13,영업중,,,,,3140-2636,,,서울특별시 송파구 문정동 641-3 대명타워,"서울특별시 송파구 법원로 135, 소노타워 1301호 (문정동)",5836,칼자이스(주),2026-02-25 17:36:26,U,2026-02-27 02:40:00,,,,,,,,,칼자이스(주)_서울특별시송파구문정동641-3대명타워
17,의료기기수리업,01_02_02_P,3550000,PHMG320263550020047400001,2019-01-30,,1,영업/정상,13,영업중,,,,,,,,인천광역시 계양구 용종동 210-2 레드몰1차,"인천광역시 계양구 계산새로87번길 5, 레드몰1차 A동 204-2호 (용종동)",21065,미르테크놀로지,2026-02-11 11:05:18,I,2026-02-13 00:20:38,,176737.188860293,448498.786895427,,,,,,미르테크놀로지_인천광역시계양구용종동210-2레드몰1차
25,의료기기수리업,01_02_02_P,3070000,PHMG320183070034047400004,2018-07-27,,3,폐업,3,폐업,2026-02-13,,,,02-943-4416,,,서울특별시 성북구 정릉동 142번지 1호,서울특별시 성북구 정릉로26가길 8 (정릉동),2814,엔티바이오,2026-02-13 17:39:00,U,2026-02-15 02:40:00,,201048.060161314,455604.450856387,,,,,,엔티바이오_서울특별시성북구정릉동142번지1호
12,의료기기수리업,01_02_02_P,4020000,PHMG320184020028047400001,2018-04-09,,1,영업/정상,13,영업중,,,,,031-399-1275,,,경기도 군포시 금정동 845-1,"경기도 군포시 청백리길 13, 지하 1층 (금정동)",15829,(사)한국지체장애인협회경기도협회군포시지회,2026-02-06 17:55:17,U,2026-02-08 02:40:00,,193996.037956732,428827.332030966,,,,,,(사)한국지체장애인협회경기도협회군포시지회_경기도군포시금정동845-1
48,의료기기수리업,01_02_02_P,4400000,PHMG320124400020047400001,2012-09-27,,3,폐업,3,폐업,2026-02-26,,,,043-648-3100,,,충청북도 제천시 화산동 935,충청북도 제천시 내토로 518 (화산동),27197,100세동안 제천점,2026-02-26 17:33:35,U,2026-02-28 02:40:00,,307838.986536903,403494.219591544,,,,,,100세동안제천점_충청북도제천시화산동935
3,의료기기수리업,01_02_02_P,3350000,PHMG320123350024047400002,2012-08-09,,3,폐업,3,폐업,2026-01-30,,,,,,609-843,부산광역시 금정구 청룡동 126번지 1호,"부산광역시 금정구 놀이마당로 32, 1층 (청룡동)",46201,현메디칼,2026-01-30 16:17:55,U,2026-02-04 11:04:37,,389615.348832719,199498.092856905,,,,,,현메디칼_부산광역시금정구청룡동126번지1호
45,의료기기수리업,01_02_02_P,3820000,PHMG320213820050047400001,2011-12-28,,1,영업/정상,13,영업중,,,,,,,,경기도 의정부시 금오동 215-11,"경기도 의정부시 중금로 1, 1층 (금오동)",11762,동아메디칼,2026-02-25 16:25:54,U,2026-02-28 02:40:00,,206575.93,472432.02,,,,,,동아메디칼_경기도의정부시금오동215-11
7,의료기기수리업,01_02_02_P,4191000,PHMG320114191050047400003,2011-11-17,,1,영업/정상,13,영업중,,,,,033-744-1007,,,강원특별자치도 원주시 중앙동 60-54,"강원특별자치도 원주시 원일로 112-1, 2층 (중앙동)",26428,독일지멘스 보청기 중앙점,2026-02-03 13:43:03,I,2026-02-06 00:20:02,,283997.616947783,427960.882701915,,,,,,독일지멘스보청기중앙점_강원특별자치도원주시중앙동60-54
6,의료기기수리업,01_02_02_P,4191000,PHMG320114191050047400002,2011-10-10,,1,영업/정상,13,영업중,,,,,033-764-1364,,,강원특별자치도 원주시 중앙동 114-18,"강원특별자치도 원주시 중평길 4, 중앙빌딩 2층 (중앙동)",26428,금강디지털보청기 병원사업부,2026-02-03 10:35:45,I,2026-02-06 00:20:02,,284104.793335059,427879.616554239,,,,,,금강디지털보청기병원사업부_강원특별자치도원주시중앙동114-18
30,의료기기수리업,01_02_02_P,3060000,PHMG320113060034047400001,2011-03-11,,1,영업/정상,13,영업중,,,,,,,,서울특별시 중랑구 면목동 102-17,"서울특별시 중랑구 면목로74길 16, A동 3층 319호 (면목동)",2161,누리케어,2026-02-19 13:04:50,U,2026-02-21 02:40:00,,207727.590672444,454084.635304618,,,,,,누리케어_서울특별시중랑구면목동102-17
5,의료기기수리업,01_02_02_P,4191000,PHMG320114191050047400001,2011-03-10,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 원주시 평원동 216-1,강원특별자치도 원주시 중평길 69-3 (평원동),26430,중앙의료기,2026-02-03 16:58:20,I,2026-02-06 00:20:02,,284309.401170197,428128.276246893,,,,,,중앙의료기_강원특별자치도원주시평원동216-1
27,의료기기수리업,01_02_02_P,3830000,PHMG320103830263047400004,2010-12-14,,1,영업/정상,13,영업중,,,,,031-381-0076,,,경기도 안양시 동안구 평촌동 900번지 1호 평촌트윈마트,"경기도 안양시 동안구 평촌대로 142, 평촌트윈마트 303호 (평촌동)",14103,평촌덴마크보청기 안양센터,2026-02-19 13:08:32,U,2026-02-21 02:40:00,,196377.88153844,431435.688645893,,,,,,평촌덴마크보청기안양센터_경기도안양시동안구평촌동900번지1호평촌트윈마트
10,의료기기수리업,01_02_02_P,3230000,PHMG320253230034047400003,2010-05-19,,1,영업/정상,13,영업중,,,,,070-8855-6985~6,,,서울특별시 송파구 장지동 875 서울복합물류,"서울특별시 송파구 송파대로 55, 서울복합물류 A동 305호 (장지동)",5842,스테리스솔루션즈코리아 유한회사,2026-02-04 10:00:35,U,2026-02-06 02:40:00,,,,,,,,,스테리스솔루션즈코리아유한회사_서울특별시송파구장지동875서울복합물류
22,의료기기수리업,01_02_02_P,3030000,PHMG320093030033047400003,2009-10-09,,1,영업/정상,13,영업중,,,,,02-2290-3140,,,서울특별시 성동구 마장동 527번지 2호,"서울특별시 성동구 청계천로 506 (마장동, 성동종합사회복지관)",4704,성동장애인종합복지관,2026-02-11 15:59:13,U,2026-02-13 02:40:00,,202904.368442576,452010.908223981,,,,,,성동장애인종합복지관_서울특별시성동구마장동527번지2호
4,의료기기수리업,01_02_02_P,4191000,PHMG320054191050047400001,2005-06-22,,1,영업/정상,13,영업중,,,,,033-744-8332,,,강원특별자치도 원주시 단계동 921-5,강원특별자치도 원주시 이화4길 35 (단계동),26474,계림메디칼,2026-02-03 11:05:46,I,2026-02-06 00:20:02,,282562.167994724,426907.955662528,,,,,,계림메디칼_강원특별자치도원주시단계동921-5
33,의료기기수리업,01_02_02_P,3620000,PHMG320053620020047400003,2005-05-30,,1,영업/정상,13,영업중,,,,,062-574-0178,,,광주광역시 북구 두암동 54 두암2차 무등파크맨션,"광주광역시 북구 월동로 50-1, 상가동 102호 (두암동, 두암2차 무등파크맨션)",61153,한성메디칼,2026-02-23 14:12:40,U,2026-02-25 02:40:00,,194146.014675472,186324.50204438,,,,,,한성메디칼_광주광역시북구두암동54두암2차무등파크맨션
16,의료기기수리업,01_02_02_P,3620000,PHMG320053620020047400005,2005-05-04,,1,영업/정상,13,영업중,,,,,062-521-6227,,500-828,"광주광역시 북구 신안동 125번지 1호 부강오피스텔(1층,6층 611호)","광주광역시 북구 자미로10번길 33, 6층 (신안동, 부강오피스텔)",61229,(주)호남메디칼,2026-02-10 13:49:44,U,2026-02-12 02:40:00,,191226.927364722,185281.920540901,,,,,,"(주)호남메디칼_광주광역시북구신안동125번지1호부강오피스텔(1층,6층611호)"
32,의료기기수리업,01_02_02_P,3830000,PHMG320053830263047400004,2005-04-25,,1,영업/정상,13,영업중,,,,,031-8033-0643,,,경기도 안양시 동안구 호계동 899-6 2층,"경기도 안양시 동안구 안양천동로 60, 2층 (호계동)",14042,영인과학㈜,2026-02-23 14:41:31,U,2026-02-25 02:40:00,,194758.035421182,431429.929596515,,,,,,영인과학㈜_경기도안양시동안구호계동899-62층
