"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"11","국내외여행업","03_12_02_P","3040000","CDFI2260022024000005","2024-07-03","","04","취소/말소/만료/정지/중지","25","영업정지","","2026-01-21","2026-02-20","","","","","서울특별시 광진구 중곡동 645-7","서울특별시 광진구 긴고랑로14길 64 (중곡동)","04918","클락스카이투어","2026-02-02 16:48:45","U","2026-02-04 02:40:00","","207002.785697952","450846.436421639","국내외여행업","","","0","","","관광공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","32563228","20260130","20270130","","0","",
"12","국내외여행업","03_12_02_P","5680000","CDFI2260022024000003","2024-08-13","","01","영업/정상","13","영업중","","","","","041-362-0035","","","충청남도 당진시 신평면 신흥리 42-54 (주)핫밀크","충청남도 당진시 신평면 원신당로 175-6 (주)핫밀크","31745","해나루금오여행사","2026-02-02 17:43:15","U","2026-02-04 02:40:00","","182245.047800816","375154.285186529","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","61.93","","0","","","","","","","0","","","","62","",
"13","국내외여행업","03_12_02_P","3050000","CDFI2260022019000009","2019-10-31","","03","폐업","03","폐업","2026-01-30","","","","","","","서울특별시 동대문구 답십리동 488-46 계림빌딩 4층 25호","서울특별시 동대문구 전농로 24, 4층 25호 (답십리동)","02621","주식회사 씨앤에프그룹 (C&F Group)","2026-02-02 13:17:35","U","2026-02-04 02:40:00","","204960.697866881","451636.873332084","국내외여행업","","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20241010","20251010","","0","",
"14","국내외여행업","03_12_02_P","3220000","CDFI2260022022000001","2022-01-03","","01","영업/정상","13","영업중","","","","","070-4128-8971","","","서울특별시 강남구 논현동 130-29 2층호","서울특별시 강남구 논현로 653, 2층 (논현동)","06112","(주)지니웍스","2026-02-02 14:38:31","U","2026-02-04 02:40:00","","202690.19781214","445554.647438824","국내외여행업","","","0","","","서울보증보험(3천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260103","20270102","","0","",
"15","국내외여행업","03_12_02_P","3180000","CDFI2260022026000001","2026-01-28","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 여의도동 14-21 엘지여의도에클라트","서울특별시 영등포구 국회대로 780, 엘지여의도에클라트 1108호 (여의도동)","07237","주식회사 바이트렌드","2026-02-02 16:14:48","U","2026-02-04 02:40:00","","192785.997964211","447523.1165117","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20260202","20270201","","0","",
"16","국내외여행업","03_12_02_P","5670000","CDFI2260022019000020","2006-02-20","","01","영업/정상","13","영업중","","","","","055-332-9988","","","경상남도 창원시 의창구 도계동 404-1 서광데파트 2동 202호","경상남도 창원시 의창구 태복산로3번길 41, 2층 202호 (도계동, 서광데파트)","51166","(주)퍼시픽투어","2026-02-02 15:14:46","U","2026-02-04 02:40:00","","348847.533900607","196344.50359825","국내외여행업","관광사업","근린상업지역","0","기타","","서울보증보험(주)","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","150000000","20260216","20270215","","0","",
"17","국내외여행업","03_12_02_P","3240000","CDFI2260022020000003","2015-03-10","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강동구 길동 323-4","서울특별시 강동구 양재대로126길 29, 나동 303호 (길동)","05302","주식회사 유로파트너","2026-02-02 16:57:43","U","2026-02-04 02:40:00","","212676.979615083","449073.775454882","국내외여행업","","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20260309","20270309","","0","",
"18","국내외여행업","03_12_02_P","3220000","CDFI2260021999000002","1999-01-18","","01","영업/정상","13","영업중","","","","","02-3443-7722","","135-814","서울특별시 강남구 논현동 22 논현아파트 201동 203호","서울특별시 강남구 강남대로146길 28, 201동 203호 (논현동, 논현아파트)","06043","(주)색깔여행","2026-02-02 09:54:04","U","2026-02-04 02:40:00","","201934.407645119","445832.337182704","국내외여행업","관광사업","","0","","","관광공제회(3천만원)","","0","0","0","0","","","0","0","","0","0","","0","122.1","","0","","","","","","","100000000","20260224","20270224","","122","",
"19","국내외여행업","03_12_02_P","3240000","CDFI2260022000000001","2000-06-05","","01","영업/정상","13","영업중","","","","","02-470-3322","","134-840","서울특별시 강동구 성내동 64-13 브라운스톤 천호오피스텔 801호","서울특별시 강동구 천호대로 1006, 801호 (성내동,브라운스톤 천호오피스텔)","","민산관광(주)","2026-02-02 15:14:10","U","2026-02-04 02:40:00","","210871.293674366","448421.092547965","국내외여행업","관광사업","","0","","","한국관광협회중앙회 관광공제회","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20251028","20261028","","0","",
"20","국내외여행업","03_12_02_P","3050000","CDFI2260022022000008","2017-07-24","","01","영업/정상","13","영업중","","","","","070-7704-0222","","","서울특별시 동대문구 답십리동 497-9 젠트리움 714호","서울특별시 동대문구 천호대로 249, 714호 (답십리동)","02603","시너지 투어","2026-02-02 12:57:23","U","2026-02-04 02:40:00","","204360.949154983","451884.39573264","국내외여행업","","","0","","","관광공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20260128","20270128","","0","",
"21","국내외여행업","03_12_02_P","3220000","CDFI2260022016000018","2016-02-17","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 642-9 송촌빌딩","서울특별시 강남구 논현로 503, 송촌빌딩 1601호 (역삼동)","06132","(주)투어민","2026-02-02 13:15:39","U","2026-02-04 02:40:00","","203129.501105555","444340.670924301","국내외여행업","","","0","","","서울보증보험(1억원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","20260404","20270403","60000000","20260203","20270202","","0","",
"22","국내외여행업","03_12_02_P","3180000","CDFI2260022011000005","2010-02-19","","01","영업/정상","13","영업중","","","","","02-784-6660","","","서울특별시 영등포구 양평동4가 207","서울특별시 영등포구 선유로53길 34-9, 5층 (양평동4가)","07206","주식회사 골프비즈코리아","2026-02-02 10:34:49","U","2026-02-04 02:40:00","","190661.621435466","448497.695424055","국내외여행업","","","0","","","한국관광협회 관광공제회","사무실","0","0","0","0","GOLFBIZ KOREA CO.,LTD.","OVERSEAS and DOMESTIC TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","60000000","20260316","20270316","","0","",
"23","국내외여행업","03_12_02_P","3220000","CDFI2260022023000037","2005-01-29","","01","영업/정상","13","영업중","","","","","070-7722-5591","","","서울특별시 강남구 논현동 215-2","서울특별시 강남구 논현로128길 8, 304호 (논현동)","06105","(주)지에이치앤코","2026-02-02 11:29:42","U","2026-02-04 02:40:00","","202746.899700002","445683.819995885","국내외여행업","관광사업","","0","","","서울보증보험(3천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20251201","20261130","","0","",
"24","국내외여행업","03_12_02_P","3480000","CDFI2260022000000002","2000-03-30","","01","영업/정상","13","영업중","","","","","053-635-9955","","711-856","대구광역시 달성군 논공읍 노이리 1080","대구광역시 달성군 논공읍 노이길 202","42975","비젼투어(주)","2026-01-30 10:59:25","U","2026-02-04 11:04:37","","329632.740897502","252113.071996862","국내외여행업","관광사업","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","Vision Tour Co.,Ltd","Overseas and Domestic travel business","0","0","","0","0","","0","79.34","","0","","","","","","","150000000","20250403","20260403","","79","",
"25","국내외여행업","03_12_02_P","3470000","CDFI2260021999000001","1999-01-30","","01","영업/정상","13","영업중","","","","","053-583-0881","","704-701","대구광역시 달서구 신당동 1000-2 계명대학교성서캠퍼스","대구광역시 달서구 달구벌대로 1095, 바우어관동 지하1층 (신당동, 계명대학교성서캠퍼스)","42601","(주)계명항공여행사","2026-01-30 16:45:34","U","2026-02-04 11:04:37","","334461.497981241","262699.052324095","국내외여행업","관광사업","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260216","20270216","","0","",
"26","국내외여행업","03_12_02_P","3000000","CDFI2260022010000062","2010-09-17","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 내수동 72 경희궁의아침 3단지","서울특별시 종로구 사직로8길 34, 경희궁의아침 3단지 1309호 (내수동)","03174","(주)프레지던트투어","2026-01-30 17:00:25","U","2026-02-04 11:04:37","","197465.223921125","452366.613899898","국내외여행업","","","0","","","서울보증보험(30,000,000)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20251119","20261118","","0","",
"27","국내외여행업","03_12_02_P","4580000","CDFI2260022010000001","2010-11-11","","03","폐업","03","폐업","2026-01-30","","","","041-953-6280","","325-802","충청남도 서천군 서천읍 군사리 566-5","충청남도 서천군 서천읍 서천로 37","33646","드림관광 여행사","2026-01-30 10:30:28","U","2026-02-04 11:04:37","","172479.038240099","286180.647200377","국내외여행업","","","2","","","서울보증보험주식회사","근린생활시설","2","0","0","0","DREAM TOUR","FOREIGN PARTS TRAVEL AGENTS","0","0","","0","0","","0","99.17","","0","","","","","","","60000000","20250401","20260331","","99","",
"28","국내외여행업","03_12_02_P","3210000","CDFI2260022014000060","2012-02-27","","03","폐업","03","폐업","2026-01-30","","","","","","","서울특별시 서초구 잠원동 19-5 영서빌딩","서울특별시 서초구 나루터로 70, 영서빌딩 302호 (잠원동)","06526","(주)에스앤티커뮤니케이션즈","2026-01-30 13:23:38","U","2026-02-04 11:04:37","","201492.473245157","445897.49249113","국내외여행업","","","0","","","한국관광협회(4천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20191223","20201223","","0","",
"29","국내외여행업","03_12_02_P","3130000","CDFI2260022019000028","2014-11-14","","03","폐업","03","폐업","2026-01-30","","","","02-3141-3800","","","서울특별시 마포구 합정동 362-8","서울특별시 마포구 독막로6길 9, 2층 2827호 (합정동)","04072","에이아이디(AID)","2026-01-30 16:57:00","U","2026-02-04 11:04:37","","192652.282023976","449483.723207355","국내외여행업","","","0","","","공제(제01-25-0829호)","근린생활시설","0","0","0","0","AID","Overseas travel business","0","0","","0","0","","0","0","","0","","","","","","","60000000","20250701","20260701","","0","",
"30","국내외여행업","03_12_02_P","3940000","CDFI2260022024000025","2005-01-17","","01","영업/정상","13","영업중","","","","","0507-1375-2186","","","경기도 고양시 일산서구 주엽동 73 태영프라자","경기도 고양시 일산서구 중앙로 1388, 201호 (주엽동, 태영프라자)","10366","하나여행","2026-01-30 15:22:35","U","2026-02-04 11:04:37","","179238.725261115","462941.223697841","국내외여행업","관광사업","","0","","","서울보증보험(3천만원)","사무실","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20250608","20260607","","0","",
"31","국내외여행업","03_12_02_P","3230000","CDFI2260022019000036","2019-11-07","","01","영업/정상","13","영업중","","","","","02-400-1054","","","서울특별시 송파구 문정동 642-3 문정역SKV1","서울특별시 송파구 법원로 128, 문정역SKV1 A동 613호 (문정동)","05854","주식회사 래온즈","2026-01-30 17:30:43","U","2026-02-04 11:04:37","","","","국내외여행업","","","0","","","서울보증보험(일억원)","","0","0","0","0","","","0","0","","0","0","","0","70.47","","0","","","","","","","60000000","20260130","20280129","","70","",
"32","국내외여행업","03_12_02_P","4020000","CDFI2260022024000001","2024-07-10","","01","영업/정상","13","영업중","","","","","","","","경기도 군포시 금정동 916 힐스테이트 금정역","경기도 군포시 엘에스로 143, 201동 401호 (금정동, 힐스테이트 금정역)","15809","북 골프 투어(Book golf tour)","2026-01-30 16:59:48","U","2026-02-04 11:04:37","","195045.840185728","430029.875659413","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20250717","20260716","","0","",
"33","국내외여행업","03_12_02_P","3270000","CDFI2260022016000003","2016-01-29","","01","영업/정상","13","영업중","","","","","051-462-6725","","","부산광역시 동구 초량동 1209-14 마린리더스타워 602호","부산광역시 동구 중앙대로 193, 602호 (초량동, 마린리더스타워)","48818","(주)크루즈투어","2026-01-30 09:04:48","U","2026-02-04 11:04:37","","385823.810820446","181413.75440485","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260216","20270215","","0","",
"34","국내외여행업","03_12_02_P","3270000","CDFI2260022016000004","2016-02-04","","01","영업/정상","13","영업중","","","","","051-466-5222","","","부산광역시 동구 초량동 1209-14 마린리더스타워 602호","부산광역시 동구 중앙대로 193, 602호 (초량동, 마린리더스타워)","48818","(주)예인투어","2026-01-30 09:03:54","U","2026-02-04 11:04:37","","385823.810820446","181413.75440485","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","20250919","20260918","0","20260216","20270215","","0","",
"35","국내외여행업","03_12_02_P","4020000","CDFI2260022026000001","2024-01-29","","01","영업/정상","13","영업중","","","","","","","","경기도 군포시 금정동 689-18","경기도 군포시 공단로 300, 우림빌딩 202동 2층 2090호 (금정동)","15809","에어라인카페","2026-01-30 17:52:22","U","2026-02-04 11:04:37","","195037.329564845","429883.209048484","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20260129","20270128","","0","",
"36","국내외여행업","03_12_02_P","4090000","CDFI2260022024000005","2024-05-14","","03","폐업","03","폐업","2026-01-30","","","","","","","경기도 김포시 통진읍 고정리 400-10 3동","경기도 김포시 통진읍 고정로 154, 3동","10009","와이에스알 컴퍼니","2026-01-30 15:49:21","U","2026-02-04 11:04:37","","163388.700304652","469067.119028381","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","","","","0","",
"37","국내외여행업","03_12_02_P","5670000","CDFI2260022007000012","2007-10-08","","01","영업/정상","13","영업중","","","","","055-277-2111","","","경상남도 창원시 성산구 상남동 12-1 삼원회관 6층(604-2호)","경상남도 창원시 성산구 마디미로9번길 4, 삼원회관 6층 (604-2)호 (상남동)","51495","세상구경여행사","2026-01-30 15:22:21","U","2026-02-04 11:04:37","","353377.531303645","192833.84942116","국내외여행업","관광사업","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260227","20270226","","0","",
"38","국내외여행업","03_12_02_P","5670000","CDFI2260022013000003","2013-02-19","","01","영업/정상","13","영업중","","","","","055-274-3900","","","경상남도 창원시 성산구 용호동 73-2 라이크빌-1 705호","경상남도 창원시 성산구 용지로169번길 13, 705호 (용호동, 라이크빌-1)","51436","주식회사 체인지투어","2026-01-30 17:22:22","U","2026-02-04 11:04:37","","352951.544723242","193645.197610782","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","90000000","20260219","20270218","","0","",
"39","국내외여행업","03_12_02_P","3860000","CDFI2260022021000006","2021-12-06","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 심곡동 130-6 화신오피스텔","경기도 부천시 원미구 부일로 519, 화신오피스텔 204호 (심곡동)","14642","주식회사 세븐스타골프클럽","2026-01-30 18:02:33","U","2026-02-04 11:04:37","","181183.064851423","442594.945271695","국내외여행업","","","0","","","SGI서울보증","","0","0","0","0","","","0","0","","0","0","","0","48.68","","0","","","","","","","30000000","20251207","20261206","","49","",
"40","국내외여행업","03_12_02_P","6510000","CDFI2260022023000005","2023-03-09","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 노형동 2578-3 2층 6-71호","제주특별자치도 제주시 달마루길 18, 2층 6-71호 (노형동)","63100","주식회사 리브애니웨어","2026-01-30 16:44:34","U","2026-02-04 11:04:37","","151061.77169138","-635.775066212426","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20250729","20260728","","0","",
"41","국내외여행업","03_12_02_P","3190000","CDFI2260022018000004","2018-06-19","","03","폐업","03","폐업","2026-01-30","","","","","","","서울특별시 동작구 상도동 312-1","서울특별시 동작구 성대로 32 (상도동)","07042","엄지투어","2026-01-30 17:52:21","U","2026-02-04 11:04:37","","194006.732968171","444107.903364227","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20190621","20200621","","0","",
"42","국내외여행업","03_12_02_P","3230000","CDFI2260022025000011","2025-09-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 문정동 634 가든파이브라이프","서울특별시 송파구 충민로 66, 가든파이브라이프 지하1층 Y-B1045호 (문정동)","05838","일진몽 투어","2026-01-30 15:50:58","U","2026-02-04 11:04:37","","210986.460698452","441725.293491662","국내외여행업","","","0","","","서울보증보험(3천만원)","","0","0","0","0","ILJINMONG TOUR","Overseas and Domestic travel business","0","0","","0","0","","0","6.52","","0","","","","","","","30000000","20260128","20270127","","7","",
"43","국내외여행업","03_12_02_P","3290000","CDFI2260022022000018","2022-12-29","","03","폐업","03","폐업","2026-01-28","","","","","","","부산광역시 부산진구 양정동 336-4 경도블리스타워","부산광역시 부산진구 연수로 6-1, 경도블리스타워 912호 (양정동)","47221","(주)클럽엠투어","2026-01-30 13:07:40","U","2026-02-04 11:04:37","","388711.021832736","187950.126924825","국내외여행업","","","0","","","폐업예정","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","250000000","20240303","20250303","","0","",
"44","국내외여행업","03_12_02_P","4020000","CDFI2260022002000001","2002-01-15","","01","영업/정상","13","영업중","","","","","","","","경기도 군포시 산본동 224-11","경기도 군포시 산본천로 188-1, 1층 (산본동)","15810","(주)한빛여행사","2026-01-30 16:59:16","U","2026-02-04 11:04:37","","194533.519451191","429726.485507766","국내외여행업","관광사업","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260115","20270114","","0","",
"45","국내외여행업","03_12_02_P","4020000","CDFI2260022007000002","2007-01-22","","01","영업/정상","13","영업중","","","","","031-397-5335","","435-776","경기도 군포시 당정동 522 SK벤티움 101동 217호","경기도 군포시 고산로 166, 101동 217호 (당정동, SK벤티움)","15850","(주)오렌지투어","2026-01-30 17:00:29","U","2026-02-04 11:04:37","","195723.686533605","427447.95777886","국내외여행업","관광사업","","8","","","서울보증보험주식회사","","7","1","0","0","ORANGE TOUR CO.,LTD","Oversea Travel Agency","0","0","","0","0","","0","70.85","","0","","","","","","","100000000","20260122","20270121","","71","",
"46","국내외여행업","03_12_02_P","3220000","CDFI2260022014000068","2014-11-10","","01","영업/정상","13","영업중","","","","","02-568-8077","","","서울특별시 강남구 대치동 316 은마상가 비블럭 108호","서울특별시 강남구 삼성로 212, 비블럭 1층 108호 (대치동, 은마아파트)","06284","퍼스트클래스","2026-01-30 13:23:24","U","2026-02-04 11:04:37","","205707.089399978","443914.194133105","국내외여행업","","","0","","","서울보증보험(4천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","110595864","20251201","20261130","","0","",
"47","국내외여행업","03_12_02_P","3230000","CDFI2260022022000014","2006-03-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 잠실동 35-2 트리지움 B125호","서울특별시 송파구 석촌호수로 61, 트리지움 B125호 (잠실동)","05555","(주)한빛여행","2026-01-30 15:38:20","U","2026-02-04 11:04:37","","207553.918225133","445383.338011122","국내외여행업","관광사업","준주거지역","1","기타","","서울보증보험(사천만원)","사무실","1","0","0","0","","","0","0","","0","0","","0","15.84","","0","","","","","","","100000000","20260202","20270201","","16","",
"48","국내외여행업","03_12_02_P","3120000","CDFI2260022018000005","2012-06-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서대문구 남가좌동 351-13 1층","서울특별시 서대문구 거북골로 73-4, 1층 (남가좌동)","03694","류투어","2026-01-30 15:25:22","U","2026-02-04 11:04:37","","192934.20130876","452747.047657539","국내외여행업","","","0","","","서울보증보험주식회사(3천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20260201","20270131","","0","",
"49","국내외여행업","03_12_02_P","3220000","CDFI2260022023000035","2023-11-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 756-17","서울특별시 강남구 선릉로 317, 지하1층 (역삼동)","06218","에스골프투어","2026-01-30 13:32:27","U","2026-02-04 11:04:37","","204511.299954446","443962.02919818","국내외여행업","","","0","","","서울보증보험(3천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","31596684","20251130","20261129","","0","",
