"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"11","의원","01_01_02_P","3430000","PHMA120193430019041100006","2019-08-21","","01","영업/정상","13","영업중","","","","","053-716-2772","","","대구광역시 서구 내당동 65번지 2호","대구광역시 서구 달구벌대로 1805, 2층 (내당동)","41863","사암당한의원","2026-04-01 11:27:58","U","2026-04-03 02:40:00","한의원","341040.103900417","263314.572475937","한의원","3","0","0","500.2","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"12","의원","01_01_02_P","3230000","PHMA120263230034041100021","2026-03-20","","01","영업/정상","13","영업중","","","","","02-2039-3322","","","서울특별시 송파구 신천동 7-19 잠실시그마타워","서울특별시 송파구 올림픽로 289, 잠실시그마타워 4층 일부호 (신천동)","05510","메디엘산부인과의원","2026-04-01 10:51:49","U","2026-04-03 02:40:00","의원","208994.017991356","445826.545566831","의원","1","1","2","164.67","110","산부인과","","","","0","0","","","0","",
"13","의원","01_01_02_P","4800000","PHMA120084800026041100047","2008-04-01","","01","영업/정상","13","영업중","","","","","061-287-5535","","","","전라남도 목포시 비파로51번길 31, 2층 (상동)","58691","참조은치과의원","2026-04-01 14:04:32","U","2026-04-03 02:40:00","치과의원","147196.471764316","144937.8456436","치과의원","1","0","0","234.1","402 403 405 406 407 408 409 410 411 412","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"14","의원","01_01_02_P","6520000","PHMA120176520074041100005","2017-04-04","","03","폐업","03","폐업","2026-04-01","","","","064-739-2879","","","","제주특별자치도 서귀포시 대청로 41, 403호 (강정동)","63559","서울미치과의원","2026-04-01 13:04:42","U","2026-04-03 02:40:00","치과의원","153728.395512419","-26915.0003750262","치과의원","1","0","0","137.4","411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과","","","","0","0","","","0","",
"15","의원","01_01_02_P","3330000","PHMA120263330024041100003","2026-03-05","","01","영업/정상","13","영업중","","","","","051-947-5000","","","부산광역시 해운대구 좌동 1466-4 일진빌딩(101호,201호)","부산광역시 해운대구 세실로 75, 일진빌딩 101호,201호 (좌동)","48106","365만세곰한의원","2026-04-01 11:28:53","U","2026-04-03 02:40:00","한의원","398239.876524922","187950.287932934","한의원","1","0","0","365.15","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"16","의원","01_01_02_P","3060000","PHMA120253060034041100011","2025-12-31","","01","영업/정상","13","영업중","","","","","02-433-2222","","","서울특별시 중랑구 신내동 785 건영2차아파트","서울특별시 중랑구 신내로7길 16, 건영2차아파트 상가동 3층 306,307호 (신내동)","02085","그린치과의원","2026-04-01 15:08:58","U","2026-04-03 02:40:00","치과의원","208383.030760914","455488.083271563","치과의원","1","0","0","108.74","412 411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"17","의원","01_01_02_P","3650000","PHMA120053650023041100008","2005-06-28","","01","영업/정상","13","영업중","","","","","042-535-6931","","","대전광역시 중구 태평동 409번지 20호 하나빌딩","대전광역시 중구 동서대로 1198, 2,3,5층 (태평동)","34884","강남한의원","2026-04-01 10:40:31","U","2026-04-03 02:40:00","한의원","235208.976774529","313994.761619943","한의원","2","0","0","532.73","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"18","의원","01_01_02_P","3310000","PHMA120033310024041100005","2003-02-28","","03","폐업","03","폐업","2026-04-05","","","","051-634-7776","","","","부산광역시 남구 진남로 205-1 (문현동)","48409","따뜻한 한의원","2026-04-01 09:25:11","U","2026-04-03 02:40:00","한의원","389164.275374448","184758.712130387","한의원","1","0","0","162","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"19","의원","01_01_02_P","3700000","PHMA119963700018041100012","1996-11-20","","03","폐업","03","폐업","2026-04-01","","","","052-268-7901","","","울산광역시 남구 신정4동 852-86","울산광역시 남구 수암로 113 (신정동)","44739","한나산부인과의원","2026-04-01 17:19:58","U","2026-04-03 02:40:00","의원","410359.433388541","227919.47917159","의원","1","2","2","162.19","110","산부인과","","","","0","0","","","0","",
"20","의원","01_01_02_P","5020000","PHMA120015020056041100002","2001-01-10","","03","폐업","03","폐업","2026-03-27","","","","284-2849","","","포항시 북구죽도2동618-2번지","경상북도 포항시 북구 중흥로 225 (죽도동)","37751","유제통의원","2026-04-01 09:11:41","U","2026-04-03 02:40:00","의원","412522.730143747","282927.000429468","의원","2","0","0","264","109","마취통증의학과","","","","0","0","","","0","",
"21","의원","01_01_02_P","3780000","PHMA120203780063041100005","2020-04-07","","02","휴업","02","휴업","","2026-04-01","2026-06-30","","031-755-3215","","","경기도 성남시 중원구 성남동 4943 708,709호","경기도 성남시 중원구 둔촌대로 84, 708,709호 (성남동)","13383","이광우신경과의원","2026-04-01 11:31:57","U","2026-04-03 02:40:00","의원","211321.984142903","436405.892298736","의원","1","0","0","104.64","103 102","신경과, 정신건강의학과","","","","0","0","","","0","",
"22","의원","01_01_02_P","4040000","PHMA120214040023041100042","2021-10-07","","01","영업/정상","13","영업중","","","","","031-792-2233","","","","경기도 하남시 신평로 45, SN 타워 4층 401호 일부호 (신장동)","12978","신장경희한의원","2026-04-01 14:09:17","U","2026-04-03 02:40:00","한의원","217985.639381467","448423.347902957","한의원","1","0","0","142","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"23","의원","01_01_02_P","3370000","PHMA120013370022041100009","2001-08-01","","03","폐업","03","폐업","2026-04-01","","","","051-864-2511","","","","부산광역시 연제구 중앙대로 1043, 3층 (연산동)","47542","송창원신경과의원","2026-04-01 18:13:09","U","2026-04-03 02:40:00","의원","389206.183108627","188927.158883672","의원","1","0","0","96.53","101 102 103 106 111","내과, 신경과, 정신건강의학과, 신경외과, 소아청소년과","","","","0","0","","","0","",
"24","의원","01_01_02_P","3350000","PHMA120153350024041100010","2015-08-27","","01","영업/정상","13","영업중","","","","","051-714-5772","","","부산광역시 금정구 남산동 24-13 수광빌딩","부산광역시 금정구 중앙대로 2093, 수광빌딩 5,6,7층 일부호 (남산동)","46219","민들레내과의원","2026-04-01 11:20:10","U","2026-04-03 02:40:00","의원","390316.249489251","198875.545060975","의원","12","0","0","679.79","101 111 113 120 122","내과, 소아청소년과, 이비인후과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"25","의원","01_01_02_P","5330000","PHMA120095330023041100005","2009-04-24","","03","폐업","03","폐업","2026-03-15","","","","055-646-4800","","","경상남도 통영시 중앙동 58-1","경상남도 통영시 중앙로 150-1, 6층 601호 (중앙동)","53053","통영중앙신경외과의원","2026-04-01 11:20:42","U","2026-04-03 02:40:00","의원","330145.407627814","150515.632297394","의원","1","0","0","196.3","109 106","신경외과, 마취통증의학과","","","","0","0","","","0","",
"26","의원","01_01_02_P","5330000","PHMA119795330023041100001","1979-04-10","","01","영업/정상","13","영업중","","","","","055-645-4451","","650-070","경상남도 통영시 동호동 94번지 2호","경상남도 통영시 통영해안로 361-1 (동호동)","","현대한의원","2026-04-01 13:40:53","U","2026-04-03 02:40:00","한의원","330449.922875659","150472.920060899","한의원","1","0","0","69.93","300 301 307 304 302 308 305 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"27","의원","01_01_02_P","3740000","PHMA119883740033041100003","1988-04-23","","01","영업/정상","13","영업중","","","","","031-247-3421","","","","경기도 수원시 팔달구 동말로 83 (화서동)","16441","우리맘소아청소년과의원","2026-04-01 15:53:31","U","2026-04-03 02:40:00","의원","200227.522679955","419665.498254623","의원","4","0","0","506.56","101 111 113 114","내과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
"28","의원","01_01_02_P","3740000","PHMA120053740032041100173","2005-03-07","","01","영업/정상","13","영업중","","","","","031-294-0706","","","","경기도 수원시 권선구 수인로 255-1 (구운동)","16407","다나한의원","2026-04-01 17:43:21","U","2026-04-03 02:40:00","한의원","197619.380650785","419875.034604655","한의원","1","0","0","97.5","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"29","의원","01_01_02_P","4641000","PHMA119994640131041100044","1999-12-09","","03","폐업","03","폐업","2026-04-05","","","","228-7528","","560-867","전북특별자치도 전주시 완산구 평화동2가 849번지 3호","전북특별자치도 전주시 완산구 모악로 4733, 2,3층 (평화동2가, 미소빌딩)","55134","이건치과의원","2026-04-01 08:56:42","U","2026-04-03 02:40:00","치과의원","211807.279239345","254692.287961149","치과의원","0","0","0","278.27","411","예방치과","","","","0","0","","","0","",
"30","의원","01_01_02_P","3220000","PHMA120233220033041100011","2023-01-27","","01","영업/정상","13","영업중","","","","","02-6956-8522","","","서울특별시 강남구 역삼동 815-4 만이빌딩","서울특별시 강남구 강남대로 428, 만이빌딩 6층,9층 (역삼동)","06129","강남새로치과의원","2026-04-01 09:34:46","U","2026-04-03 02:40:00","치과의원","202292.352706149","444285.071455487","치과의원","8","0","0","892.2","411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과","","","","0","0","","","0","",
"31","의원","01_01_02_P","4910000","PHMA120264910015041100001","2026-02-06","","01","영업/정상","13","영업중","","","","","061-862-2828","","","전라남도 장흥군 장흥읍 건산리 750-12","전라남도 장흥군 장흥읍 동교1길 3-1, 2, 4층","59327","서울감동치과의원","2026-04-01 17:49:14","U","2026-04-03 02:40:00","치과의원","191323.519662887","130905.482807307","치과의원","3","0","0","310","412 411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"32","의원","01_01_02_P","3130000","PHMA119653130033041100005","1965-12-17","","01","영업/정상","13","영업중","","","","","02-712-0772","","","","서울특별시 마포구 마포대로4나길 13 (도화동)","04173","안중한의원","2026-04-01 11:01:49","U","2026-04-03 02:40:00","한의원","195186.605649098","448459.488112945","한의원","3","0","0","54.95","301 302 303 304 305 306 307 308 309","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과","","","","0","0","","","0","",
"33","의원","01_01_02_P","3520000","PHMA120203520019041100019","2020-10-19","","01","영업/정상","13","영업중","","","","","032-851-1365","","","인천광역시 연수구 송도동 311 랜드마크시티센트럴더샵","인천광역시 연수구 랜드마크로 68, 2층 204,205,207,208252,255,256,257호 (송도동, 랜드마크시티센트럴더샵)","22018","송도맘편한소아청소년과의원","2026-04-01 13:27:25","U","2026-04-03 02:40:00","의원","166239.007830646","434891.007675792","의원","7","0","0","209.5","114 113 111 101","내과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
"34","의원","01_01_02_P","5710000","PHMA120255710108041100006","2025-05-12","","01","영업/정상","13","영업중","","","","","043-715-7587","","","","충청북도 청주시 흥덕구 대농로 66, 302호 (복대동)","28427","프로한의원","2026-04-01 17:54:59","U","2026-04-03 02:40:00","한의원","238338.058930046","349013.75761523","한의원","1","0","0","248.52","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"35","의원","01_01_02_P","5670000","PHMA119655280165041100001","1965-08-17","","03","폐업","03","폐업","2026-04-01","","","","055-246-8640","","","경상남도 창원시 마산합포구 중성동 6번지 3호","경상남도 창원시 마산합포구 북성로 36 (중성동, 마산치과)","51283","마산치과의원","2026-04-01 10:56:08","U","2026-04-03 02:40:00","치과의원","343118.568362563","191279.032793295","치과의원","1","0","0","72","406 403","치과보철과, 치주과","","","","0","0","","","0","",
"36","의원","01_01_02_P","5540000","PHMA120135540016041100005","2013-06-03","","03","폐업","03","폐업","2026-04-02","","","","031-766-7579","","464-801","경기도 광주시 경안동 20번지 14호 6층","경기도 광주시 광주대로 35 (경안동)","12758","새봄피부과의원","2026-04-01 17:34:13","U","2026-04-03 02:40:00","의원","222966.376546546","434212.615121506","의원","1","0","0","196.84","114","피부과","","","","0","0","","","0","",
"37","의원","01_01_02_P","3930000","PHMA120153930162041100002","2015-02-17","","02","휴업","02","휴업","","2026-04-01","2026-05-31","","031-401-7577","","426-813","경기도 안산시 상록구 본오동 870번지 2층","경기도 안산시 상록구 석호로 292, 2층 (본오동)","15551","안산의료복지사회적협동조합새안산상록의원","2026-04-01 13:31:03","U","2026-04-03 02:40:00","의원","187792.761375252","421271.855615334","의원","1","0","0","146.46","101 104 111 113 114 122","내과, 외과, 소아청소년과, 이비인후과, 피부과, 가정의학과","","","","0","0","","","0","",
"38","의원","01_01_02_P","4080000","PHMA120094080023041100010","2009-11-19","","03","폐업","03","폐업","2026-03-31","","","","031-654-7600","","456-823","경기도 안성시 공도읍 만정리 821번지 1호 성지프라자 2층 202호","경기도 안성시 공도읍 공도로 91, 2층 (성지프라자)","17561","서울소아청소년과의원","2026-04-01 15:37:24","U","2026-04-03 02:40:00","의원","215162.144633529","388730.857212394","의원","1","0","0","123.28","101 111 113 114","내과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
"39","의원","01_01_02_P","3470000","PHMA120253470022041100009","2025-04-29","","01","영업/정상","13","영업중","","","","","053-716-6446","","","","대구광역시 달서구 조암로 25, 402호 (월성동)","42758","지금한의원","2026-04-01 18:12:23","U","2026-04-03 02:40:00","한의원","337963.508272895","259365.927778071","한의원","1","0","0","256.4","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"40","의원","01_01_02_P","3410000","PHMA120223410023041100008","2015-12-31","","02","휴업","02","휴업","","2026-04-01","2026-10-01","","053-759-0222","","","대구광역시 중구 대봉동 23-1","대구광역시 중구 달구벌대로 2188, 6층 (대봉동)","41950","프롤로의원","2026-04-01 20:13:48","U","2026-04-03 02:40:00","의원","344665.47184605","263704.295468183","의원","1","0","0","578","122 113 109 106 105 102 101","내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 이비인후과, 가정의학과","","","","0","0","","","0","",
"41","의원","01_01_02_P","3860000","PHMA120123860273041100008","2012-08-03","","01","영업/정상","13","영업중","","","","","032-664-2222","","","","경기도 부천시 소사구 심곡로21번길 53, 110호·111호 (심곡본동)","14712","다빈치한의원","2026-04-01 11:19:22","U","2026-04-03 02:40:00","한의원","180367.653631261","442215.664869907","한의원","1","0","0","115.4","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"42","의원","01_01_02_P","3860000","PHMA120113860272041100018","2011-08-22","","01","영업/정상","13","영업중","","","","","032-328-7070","","","","경기도 부천시 원미구 길주로 273, 신명타운 302호 (중동)","14539","미라온한의원","2026-04-01 10:24:22","U","2026-04-03 02:40:00","한의원","179843.93","444665.525","한의원","2","0","0","138.15","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"43","의원","01_01_02_P","3220000","PHMA119903220033041100088","1990-03-24","","03","폐업","03","폐업","2026-04-01","","","","545-5414","","","서울특별시 강남구 신사동 638-2","서울특별시 강남구 압구정로 306(신사동)","06017","윤병일성형외과의원","2026-04-01 17:09:16","U","2026-04-03 02:40:00","의원","202993.437818281","447400.303560123","의원","1","0","0","66","108","성형외과","","","","0","0","","","0","",
"44","의원","01_01_02_P","3220000","PHMA120013220033041101830","2001-11-02","","01","영업/정상","13","영업중","","","","","02-451-7566","","","서울특별시 강남구 개포동 12-4 석탑프라자, 개포3동주민센터 3층","서울특별시 강남구 개포로 615, 석탑프라자, 개포3동주민센터 3층 309호 (개포동)","06335","개포경희한의원","2026-04-01 13:40:26","U","2026-04-03 02:40:00","한의원","206618.425209149","443390.560639694","한의원","1","0","0","70.73","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"45","의원","01_01_02_P","3220000","PHMA120173220033041100140","2017-09-12","","01","영업/정상","13","영업중","","","","","02-3453-7575","","","서울특별시 강남구 대치동 889-13 금강타워","서울특별시 강남구 테헤란로 410, 금강타워 5층 503~505, 508호 (대치동)","06192","강남아름다운유외과의원","2026-04-01 20:03:42","U","2026-04-03 02:40:00","의원","204415.919755218","444704.997994924","의원","1","1","2","334.1","108 104","외과, 성형외과","","","","0","0","","","0","",
"46","의원","01_01_02_P","3130000","PHMA120153130033041100010","2015-03-31","","03","폐업","03","폐업","2026-03-10","","","","02-3142-2828","","","서울특별시 마포구 동교동 160-1","서울특별시 마포구 양화로 151, 3,4층 (동교동)","03995","연세파미에치과의원","2026-04-01 16:07:13","U","2026-04-03 02:40:00","치과의원","193062.886812135","450454.422526448","치과의원","2","0","0","478.33","412 411 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"47","의원","01_01_02_P","3120000","PHMA120183120033041100005","2018-05-15","","01","영업/정상","13","영업중","","","","","02-303-2876","","","서울특별시 서대문구 북가좌동 487번지 성공타워1","서울특별시 서대문구 수색로 56, 성공타워1 4층 409호 (북가좌동)","03709","연세아이소망치과의원","2026-04-01 10:34:11","U","2026-04-03 02:40:00","치과의원","192209.323632506","452067.039429636","치과의원","1","0","0","113.04","411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과","","","","0","0","","","0","",
"48","의원","01_01_02_P","3230000","PHMA120033230034041101161","2003-07-18","","01","영업/정상","13","영업중","","","","","02-413-5336","","","","서울특별시 송파구 올림픽로 424, 국민체력센터의원 (방이동)","05540","국민체력센터의원","2026-04-01 16:50:07","U","2026-04-03 02:40:00","의원","210199.45921923","446539.279382444","의원","5","0","0","1748","101 102 103 109 117 118 120 122","내과, 신경과, 정신건강의학과, 마취통증의학과, 방사선종양학과, 병리과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"49","의원","01_01_02_P","3530000","PHMA120183530019041100041","2018-12-21","","01","영업/정상","13","영업중","","","","","032-424-1007","","","인천광역시 남동구 간석동 395번지 2호","인천광역시 남동구 주안로 231, 4층 (간석동)","21506","삼성성심의원","2026-04-01 10:30:35","U","2026-04-03 02:40:00","의원","172998.88119624","440195.295106322","의원","1","0","0","251.04","114 109 108 105 104","외과, 정형외과, 성형외과, 마취통증의학과, 피부과","","","","0","0","","","0","",
"50","의원","01_01_02_P","5530000","PHMA120265530658041100002","2026-02-25","","01","영업/정상","13","영업중","","","","","031-356-6233","","","","경기도 화성시 만세구 남양읍 시청로 113, 205호","18271","보름한의원","2026-04-01 15:56:32","U","2026-04-03 02:40:00","한의원","184486.375460274","411022.505880841","한의원","1","0","0","96","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"51","의원","01_01_02_P","4040000","PHMA120224040023041100014","2022-04-28","","01","영업/정상","13","영업중","","","","","031-8027-8375","","","","경기도 하남시 미사강변동로 81, 미사역 큐브앤 타워 6층 601~603호 (망월동)","12913","미사제일한의원","2026-04-01 14:18:50","U","2026-04-03 02:40:00","한의원","216958.556381829","451126.031040344","한의원","1","4","5","239.96","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
