"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"30","통신판매업","08_26_04_P","5530000","2026577000730200830","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 동탄구 반송동 *** 솔빛마을서해그랑블아파트","경기도 화성시 동탄구 동탄문화센터로 **, ***동 ****호 (반송동, 솔빛마을서해그랑블아파트)","18443","돌담마켓","2026-04-01 14:06:31","I","2026-04-03 00:20:02","종합몰 의류/패션/잡화/뷰티","206160.904371994","410653.97403738","0","0","0","인터넷, 기타",
"31","통신판매업","08_26_04_P","5530000","2026577000730200831","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 동탄구 영천동 ***-*","경기도 화성시 동탄구 지산*길 **-*, 지하 *층 P***호 (영천동)","18466","젠스투스토어","2026-04-01 14:12:17","I","2026-04-03 00:20:02","종합몰","209913.508794638","411728.876798634","0","0","0","인터넷",
"32","통신판매업","08_26_04_P","3190000","2026319027130200443","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 대방동 ***-* 서울가족플라자","서울특별시 동작구 노량진로 **, 서울창업센터 동작 *층 ***호 (대방동)","06938","주식회사 콤마스페이스","2026-04-01 13:12:25","I","2026-04-03 00:20:02","레져/여행/공연","193567.129806476","445574.102705065","0","0","0","인터넷",
"33","통신판매업","08_26_04_P","3190000","2026319027130200444","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 노량진동 ***","서울특별시 동작구 만양로**길 **, ***호 (노량진동)","06913","에테호랩스","2026-04-01 13:23:01","I","2026-04-03 00:20:02","기타","195268.972049201","445606.488136274","0","0","0","인터넷",
"34","통신판매업","08_26_04_P","3190000","2026319027130200445","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 대방동 ***-** 원동방좋은집","서울특별시 동작구 대방동**가길 *, 원동방좋은집 지층 B***호 (대방동)","06945","엠케이 엘이디 라이팅(MK LED LIGHTING)","2026-04-01 13:29:49","I","2026-04-03 00:20:02","종합몰","193197.595146912","444690.810296469","0","0","0","인터넷",
"35","통신판매업","08_26_04_P","3190000","2026319027130200446","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 사당동 ****-*","서울특별시 동작구 사당로**길 **, *층 ***호 (사당동)","07015","주식회사 엠아이지코리아(MIG KOREA Inc.)","2026-04-01 13:40:41","I","2026-04-03 00:20:02","종합몰","198000.489477342","442020.60617076","0","0","0","인터넷",
"36","통신판매업","08_26_04_P","3210000","2026321015330201169","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 서초구 방배동 ***-**","서울특별시 서초구 서초대로**길 **, ***호 (방배동)","06588","틈새하우스","2026-04-01 16:53:17","I","2026-04-03 00:20:02","가구/수납용품","199414.977554966","442927.800546585","0","0","0","인터넷",
"37","통신판매업","08_26_04_P","3210000","2026321015330201170","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 서초구 서초동 **** 서초래미안아파트","서울특별시 서초구 서초대로**길 **-**, 상가 B**-D**호 (서초동, 서초래미안아파트)","06602","명성사","2026-04-01 17:00:07","I","2026-04-03 00:20:02","기타","201600.394681612","444038.762540109","0","0","0","인터넷",
"38","통신판매업","08_26_04_P","3210000","2026321015330201171","2026-04-01","","01","영업/정상","01","정상영업","","","","","02-6243-2880","","","서울특별시 서초구 서초동 ****-*","서울특별시 서초구 강남대로 ***, *층 (서초동)","06615","맥스구강악안면외과 치과의원","2026-04-01 17:10:03","I","2026-04-03 00:20:02","기타","202281.646294237","444086.638163389","0","0","0","인터넷",
"39","통신판매업","08_26_04_P","3830000","2026384003330200277","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 안양시 만안구 석수동 ***-*","경기도 안양시 만안구 안양로 ***-*, ***F**호 (석수동)","13967","황금상사","2026-04-01 09:18:38","I","2026-04-03 00:20:02","가전 컴퓨터/사무용품 가구/수납용품","","","0","0","0","인터넷",
"40","통신판매업","08_26_04_P","3830000","2026384003330200278","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 안양시 만안구 안양동 ***-***","경기도 안양시 만안구 장내로***번길 **, *층 ***-A**호 (안양동)","13992","지현","2026-04-01 17:53:02","I","2026-04-03 00:20:02","의류/패션/잡화/뷰티","","","0","0","0","인터넷",
"41","통신판매업","08_26_04_P","5530000","2026576000730200355","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 병점구 병점동 ***-** 병점프라자","경기도 화성시 병점구 경기대로 ****, 병점프라자 *층 ***-**호 (병점동)","18411","록스","2026-04-01 14:01:00","I","2026-04-03 00:20:02","종합몰","203183.50218523","411623.345827012","0","0","0","인터넷",
"42","통신판매업","08_26_04_P","4050000","2026563001830200597","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 기흥구 공세동 *** 탑실마을 대주피오레*단지 ***동 ***호","경기도 용인시 기흥구 탑실로 ***, ***동 ***호 (공세동, 탑실마을 대주피오레*단지)","17084","베이비조","2026-04-01 15:08:56","I","2026-04-03 00:20:02","종합몰","210734.681988952","415691.153403461","0","0","0","인터넷",
"43","통신판매업","08_26_04_P","4050000","2026563001830200598","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 기흥구 구갈동 *** 라파빌딩 *층 ***-A***호","경기도 용인시 기흥구 구갈로**번길 *-*, 라파빌딩 *층 ***-A***호 (구갈동)","16972","초이엑스닷","2026-04-01 16:32:52","I","2026-04-03 00:20:02","의류/패션/잡화/뷰티","209893.255313201","419791.218270032","0","0","0","인터넷",
"44","통신판매업","08_26_04_P","4050000","2026563001830200599","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 기흥구 마북동 *** 삼성래미안*차아파트 ***동 ***호","경기도 용인시 기흥구 용구대로****번길 **, ***동 ***호 (마북동, 삼성래미안*차아파트)","16909","한강","2026-04-01 16:57:30","I","2026-04-03 00:20:02","의류/패션/잡화/뷰티","209828.770491134","421910.772019172","0","0","0","인터넷",
"45","통신판매업","08_26_04_P","4050000","2026563001830200600","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 기흥구 중동 ***-* 새롬프라자 ***-**호","경기도 용인시 기흥구 동백*로**번길 **, 새롬프라자 ***-**호 (중동)","17006","주식회사 탐미인","2026-04-01 17:08:44","I","2026-04-03 00:20:02","기타","213342.743030201","418843.806151861","0","0","0","인터넷",
"46","통신판매업","08_26_04_P","4050000","2026563001830200601","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 기흥구 마북동 *** 교동마을쌍용아파트 상가동 *층 ***호","경기도 용인시 기흥구 마북로***번길 **, 상가동 *층 ***호 (마북동, 교동마을쌍용아파트)","16911","아이엠 서플라이(IM SUPPLY)","2026-04-01 18:38:24","I","2026-04-03 00:20:02","의류/패션/잡화/뷰티","211245.902239117","422359.624615069","0","0","0","인터넷",
"47","통신판매업","08_26_04_P","4050000","2026564001830201509","2026-03-31","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 프라임조명","경기도 용인시 수지구 용구대로****번길 *, 프라임조명 ***호 S**호 (죽전동)","16866","스튜디오 너바나(STUDIO NIRVANA)","2026-04-01 14:51:14","I","2026-04-03 00:20:02","종합몰 건강/식품 의류/패션/잡화/뷰티","209672.025599037","425857.769482926","0","0","0","인터넷",
"48","통신판매업","08_26_04_P","4050000","2026564001830201522","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ****-* 건영타운","경기도 용인시 수지구 현암로 ***, 건영타운 *층 ***-F***호 (죽전동)","16876","루콩매","2026-04-01 09:26:13","I","2026-04-03 00:20:02","종합몰","211121.410692837","425555.502838459","0","0","0","인터넷",
"49","통신판매업","08_26_04_P","4050000","2026564001830201523","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, 상가동 *층 ***호-D***호 (죽전동, 죽전퍼스트하임)","16872","직구마실","2026-04-01 09:31:23","I","2026-04-03 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"50","통신판매업","08_26_04_P","4050000","2026564001830201524","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, 제*층 제***호 B***호 (죽전동, 죽전퍼스트하임)","16872","라인마켓24","2026-04-01 09:36:05","I","2026-04-03 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"51","통신판매업","08_26_04_P","4050000","2026564001830201525","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ****-* 단국프라자","경기도 용인시 수지구 죽전로 ***, 단국프라자 *층 ***호 알**호 (죽전동)","16889","주식회사 어반피크(Urban Peack Corp.)","2026-04-01 09:50:08","I","2026-04-03 00:20:02","기타","211010.645990444","424901.537212703","0","0","0","인터넷, 기타",
"52","통신판매업","08_26_04_P","4050000","2026564001830201526","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, *층 ***호 D***호 (죽전동, 죽전퍼스트하임)","16872","윤느셀렉트(Yune Select)","2026-04-01 09:55:34","I","2026-04-03 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"53","통신판매업","08_26_04_P","4050000","2026564001830201527","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ***-*","경기도 용인시 수지구 대지로 **, *층 ***-Q**호 (죽전동)","16873","윤맹솔","2026-04-01 10:16:52","I","2026-04-03 00:20:02","종합몰 가구/수납용품","210009.059030465","425096.423013189","0","0","0","인터넷",
"54","통신판매업","08_26_04_P","4050000","2026564001830201528","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 성복동 *** 버들치마을 성복자이*차","경기도 용인시 수지구 성복*로***번길 **, ***동 ***호 (성복동, 버들치마을 성복자이*차)","16853","윤슬상점","2026-04-01 10:22:19","I","2026-04-03 00:20:02","종합몰","205721.405183607","423906.534225469","0","0","0","인터넷",
"55","통신판매업","08_26_04_P","4050000","2026564001830201529","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, *층 ***호 D***호 (죽전동, 죽전퍼스트하임)","16872","여러분직구","2026-04-01 10:37:11","I","2026-04-03 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"56","통신판매업","08_26_04_P","4070000","2026407026530200259","2026-03-31","","01","영업/정상","01","정상영업","","","","","","","","경기도 이천시 사음동 **-* ***호","경기도 이천시 양진로***번길 *, ***호 (사음동)","17308","대손기획","2026-04-01 14:25:40","I","2026-04-03 00:20:02","건강/식품","237640.210097019","422230.944406459","0","0","0","인터넷",
"57","통신판매업","08_26_04_P","4980000","2026498014130200029","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","전라남도 장성군 남면 덕성리 ***-*","전라남도 장성군 남면 자풍길 **-**","57250","성화농장","2026-04-01 15:54:25","I","2026-04-03 00:20:02","건강/식품","178952.699192523","194753.04545371","0","0","0","인터넷",
"58","통신판매업","08_26_04_P","6510000","2026651004030200051","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","제주특별자치도 제주시 조천읍 신촌리 ****","제주특별자치도 제주시 조천읍 신촌북*길 **","63338","시적인순간 스테이","2026-04-01 17:50:33","I","2026-04-03 00:20:02","레져/여행/공연","164014.205368847","4535.99157769244","0","0","0","인터넷",
"59","통신판매업","08_26_04_P","6510000","2026651005130200019","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","제주특별자치도 제주시 용담이동 ****-*","제주특별자치도 제주시 용문로 *** (용담이동)","63161","고맙수다","2026-04-01 14:29:49","I","2026-04-03 00:20:02","기타 종합몰","154382.869265736","1376.43917953166","0","0","0","인터넷",
"60","통신판매업","08_26_04_P","6510000","2026651005630200042","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","제주특별자치도 제주시 아라이동 **-**","제주특별자치도 제주시 제주대학로*길 **-**, *층 (아라이동)","63249","스페이스숨","2026-04-01 15:50:42","I","2026-04-03 00:20:02","기타","159155.034825415","-3774.22977333553","0","0","0","인터넷",
"61","통신판매업","08_26_04_P","6510000","2026651005830200101","2026-04-01","","01","영업/정상","01","정상영업","","","","","064-742-2300","","","제주특별자치도 제주시 연동 ***-**","제주특별자치도 제주시 신광로*길 ** (연동)","63129","바오리국제 유한회사","2026-04-01 09:31:32","I","2026-04-03 00:20:02","기타","152161.752572154","-692.978668784864","0","0","0","인터넷",
"62","통신판매업","08_26_04_P","6510000","2026651005830200102","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","제주특별자치도 제주시 연동 ***-**","제주특별자치도 제주시 신대로**길 **, ***호 (연동)","63121","뉴스피킹(NewSpeaking)","2026-04-01 09:34:12","I","2026-04-03 00:20:02","기타","153572.184188459","-936.496835362542","0","0","0","인터넷",
"63","통신판매업","08_26_04_P","6510000","2026651005830200103","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","제주특별자치도 제주시 연동 ****-** 대옥스위트빌","제주특별자치도 제주시 도령로 ***-*, ***호 (연동, 대옥스위트빌)","63126","더솔트픽","2026-04-01 13:27:24","I","2026-04-03 00:20:02","종합몰","152560.943600093","-252.420960591448","0","0","0","인터넷",
"64","통신판매업","08_26_04_P","6510000","2026651005930200060","2026-04-01","","01","영업/정상","01","정상영업","","","","","","","","제주특별자치도 제주시 노형동 ***-*","제주특별자치도 제주시 노연로 **, ***호 (노형동)","63081","카마에듀커머스","2026-04-01 09:03:50","I","2026-04-03 00:20:02","종합몰 건강/식품","152108.7819567","-1014.09473987613","0","0","0","인터넷, 카다로그",
"65","통신판매업","08_26_04_P","5700000","2026570013030200118","2026-03-08","","01","영업/정상","01","정상영업","","","","","","","","경기도 여주시 가남읍 본두리 ***","경기도 여주시 가남읍 여주남로 ***-*, 공드린로스트볼 *층","12656","공드린골프(가남점)","2026-04-01 13:11:12","I","2026-04-03 00:20:02","기타","250676.756098384","414843.474158567","0","0","0","인터넷",
"66","통신판매업","08_26_04_P","5700000","2026570013030200119","2026-03-31","","01","영업/정상","01","정상영업","","","","","","","","경기도 여주시 교동 *** 여주역푸르지오클라테르","경기도 여주시 세종로 ***, ***동 ***호 (교동, 여주역푸르지오클라테르)","12652","투윤마켓","2026-04-01 11:19:38","I","2026-04-03 00:20:02","종합몰","256203.131180161","419734.108315332","0","0","0","인터넷",
"67","통신판매업","08_26_04_P","5700000","2026570013030200120","2026-04-01","","01","영업/정상","01","정상영업","","","","","031-8087-7756","","","경기도 여주시 천송동 ***-* 여주 서해스카이팰리스","경기도 여주시 여양로***번길 *-**, *층 ***호 (천송동, 여주 서해스카이팰리스)","12639","피케이 맨즈살롱","2026-04-01 14:38:09","I","2026-04-03 00:20:02","기타","257432.585127543","422397.650768745","0","0","0","인터넷",
