번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,Unnamed: 44,record_key
19,의원,01_01_02_P,3370000,PHMA120263370022041100002,2026-03-03,,1,영업/정상,13,영업중,,,,,051-717-3909,,,부산광역시 연제구 연산동 701-4,"부산광역시 연제구 중앙대로 1098, 2층 202호 (연산동)",47596,우유니의원,2026-03-03 13:40:33,I,2026-03-05 00:20:02,의원,389529.517654144,189324.730324163,의원,2,0,0,278.17,114 111 108 101,"내과, 성형외과, 소아청소년과, 피부과",,,,0,0,,,0,,,우유니의원_부산광역시연제구연산동701-4
524,의원,01_01_02_P,5690000,PHMA120265690045041100004,2026-03-03,,1,영업/정상,13,영업중,,,,,044-417-6107,,,세종특별자치시 나성동 799 MVG,"세종특별자치시 나성북로 15, MVG 307, 308호 (나성동)",30128,세종유영상의학과의원,2026-03-05 23:43:19,U,2026-03-07 02:40:00,의원,223082.154561222,332111.535873778,의원,1,0,0,202.99,116,영상의학과,,,,0,0,,,0,,,세종유영상의학과의원_세종특별자치시나성동799MVG
526,의원,01_01_02_P,4341000,PHMA120264341009041100001,2026-03-03,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 고성군 토성면 봉포리 296-2 봉포프라자,"강원특별자치도 고성군 토성면 토성로 89, 봉포프라자",24764,봉포의원,2026-03-05 21:13:23,U,2026-03-07 02:40:00,의원,336728.519296662,529041.408645247,의원,1,0,0,181.5,122 109 105 104 101,"내과, 외과, 정형외과, 마취통증의학과, 가정의학과",,,,0,0,,,0,,,봉포의원_강원특별자치도고성군토성면봉포리296-2봉포프라자
525,의원,01_01_02_P,3740000,PHMA120263740032041100004,2026-03-03,,1,영업/정상,13,영업중,,,,,031-501-7775,,,경기도 수원시 권선구 당수동 0,"경기도 수원시 권선구 당수로 124, 성산타워 503,504,505,506호 (당수동)",16373,위드원내과의원,2026-03-05 23:13:37,U,2026-03-07 02:40:00,의원,,,의원,1,0,0,495.3,101,내과,,,,0,0,,,0,,,위드원내과의원_경기도수원시권선구당수동0
14,의원,01_01_02_P,3060000,PHMA120263060034041100002,2026-03-03,,1,영업/정상,13,영업중,,,,,02-2209-1119,,,서울특별시 중랑구 면목동 636-4,"서울특별시 중랑구 사가정로 386, 9층 (면목동)",2238,엘앤에스비뇨의학과의원 동부점,2026-03-03 17:01:54,I,2026-03-05 00:20:02,의원,207651.224114999,453137.793531482,의원,1,0,0,180.6,115 114 110 108,"성형외과, 산부인과, 피부과, 비뇨의학과",,,,0,0,,,0,,,엘앤에스비뇨의학과의원동부점_서울특별시중랑구면목동636-4
13,의원,01_01_02_P,3220000,PHMA120263220033041100034,2026-03-03,,1,영업/정상,13,영업중,,,,,02-515-3333,,,서울특별시 강남구 논현동 62-13 8층,"서울특별시 강남구 언주로 735, 8층 (논현동)",6048,연세리셀재활의학과의원,2026-03-03 17:47:44,I,2026-03-05 00:20:02,의원,202908.172497688,446506.036610977,의원,1,0,0,359.31,120 109 105 102,"신경과, 정형외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,연세리셀재활의학과의원_서울특별시강남구논현동62-138층
10,의원,01_01_02_P,3210000,PHMA120263210034041100025,2026-03-03,,1,영업/정상,13,영업중,,,,,02-593-7528,,,서울특별시 서초구 방배동 3001-2 방배디오슈페리움Ⅰ,"서울특별시 서초구 서초대로 3-4, 305호 (방배동, 방배디오슈페리움Ⅰ)",6568,바른이앤유치과교정과치과의원,2026-03-03 11:34:37,I,2026-03-05 00:20:02,치과의원,198432.354182494,442643.16392201,치과의원,1,0,0,185.5,404,치과교정과,,,,0,0,,,0,,,바른이앤유치과교정과치과의원_서울특별시서초구방배동3001-2방배디오슈페리움Ⅰ
12,의원,01_01_02_P,3220000,PHMA120263220033041100033,2026-03-01,,1,영업/정상,13,영업중,,,,,02-6956-0363,,,서울특별시 강남구 역삼동 824-19 동경빌딩,"서울특별시 강남구 테헤란로 116, 동경빌딩 1~2층 (역삼동)",6233,역삼밴스피부과의원,2026-03-03 09:42:25,I,2026-03-05 00:20:02,의원,202632.445261107,444024.960364014,의원,1,0,0,616.62,114 108,"성형외과, 피부과",,,,0,0,,,0,,,역삼밴스피부과의원_서울특별시강남구역삼동824-19동경빌딩
763,의원,01_01_02_P,4050000,PHMA120264050149041100006,2026-02-27,,1,영업/정상,13,영업중,,,,,031-8019-8119,,,경기도 용인시 수지구 풍덕천동 715-2 현대그린프라자,"경기도 용인시 수지구 풍덕천로 149, 현대그린프라자 601호 (풍덕천동)",16837,모두탑365정형외과의원,2026-03-05 21:13:44,U,2026-03-07 02:40:00,의원,208580.71713056,424737.738121321,의원,1,4,10,730.61,120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,모두탑365정형외과의원_경기도용인시수지구풍덕천동715-2현대그린프라자
9,의원,01_01_02_P,3210000,PHMA120263210034041100024,2026-02-27,,1,영업/정상,13,영업중,,,,,02-6242-7588,,,서울특별시 서초구 서초동 1672-9 일이타워,"서울특별시 서초구 서초중앙로 130, 일이타워 2층 (서초동)",6634,뷰웰의원,2026-03-03 09:01:23,I,2026-03-05 00:20:02,의원,201175.934576163,443456.651776438,의원,1,0,0,307.5,122 114 113 101,"내과, 이비인후과, 피부과, 가정의학과",,,,0,0,,,0,,,뷰웰의원_서울특별시서초구서초동1672-9일이타워
15,의원,01_01_02_P,4970000,PHMA120264970018041100001,2026-02-26,,1,영업/정상,13,영업중,,,,,061-353-8572,,,전라남도 영광군 영광읍 신하리 10-1,"전라남도 영광군 영광읍 신남로 180, 1~2층 112~117/202~204호",57043,바른이진희신경과의원,2026-03-03 16:40:04,I,2026-03-05 00:20:02,의원,154604.794130273,197506.292795883,의원,3,0,0,339.0,120 109 106 103 102 101,"내과, 신경과, 정신건강의학과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,바른이진희신경과의원_전라남도영광군영광읍신하리10-1
645,의원,01_01_02_P,4520000,PHMA120264520031041100002,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 배방읍 북수리 1694,"충청남도 아산시 배방읍 북수동로 3, 3층 303호",31492,배방으뜸치과의원,2026-03-05 23:43:29,U,2026-03-07 02:40:00,치과의원,206637.321555937,363328.839684828,치과의원,1,0,0,155.78,412 411 410 409 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,,배방으뜸치과의원_충청남도아산시배방읍북수리1694
521,의원,01_01_02_P,3180000,PHMA120263180034041100006,2026-02-26,,1,영업/정상,13,영업중,,,,,02-6204-0322,,,,"서울특별시 영등포구 양평로 116-1, 더 레드 빌딩 4층 (양평동4가)",7206,경희소로한의원,2026-03-05 21:13:20,U,2026-03-07 02:40:00,한의원,190625.445005943,448385.07386401,한의원,1,0,0,181.98,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,경희소로한의원_
522,의원,01_01_02_P,3050000,PHMA120263050034041100010,2026-02-26,,1,영업/정상,13,영업중,,,,,02-957-7575,,,서울특별시 동대문구 이문동 149-8,"서울특별시 동대문구 이문로 120, 이문아이파크자이상가 3층 C301,C302~303(일부)호 (이문동)",2418,두리이비인후과의원,2026-03-05 21:13:15,U,2026-03-07 02:40:00,의원,205541.211931615,455132.605075423,의원,1,1,1,187.2,122 113 111 101,"내과, 소아청소년과, 이비인후과, 가정의학과",,,,0,0,,,0,,,두리이비인후과의원_서울특별시동대문구이문동149-8
762,의원,01_01_02_P,3190000,PHMA120263190033041100004,2026-02-26,,1,영업/정상,13,영업중,,,,,02-000-0000,,,서울특별시 동작구 사당동 147-53 골든시네마타워 406호,"서울특별시 동작구 동작대로 89, 골든시네마타워 406호 (사당동)",7013,온누리필모어의원,2026-03-05 20:29:47,U,2026-03-07 02:40:00,의원,198295.843258378,442507.699069196,의원,1,0,0,82.17,122 115 114 113 101,"내과, 이비인후과, 피부과, 비뇨의학과, 가정의학과",,,,0,0,,,0,,,온누리필모어의원_서울특별시동작구사당동147-53골든시네마타워406호
520,의원,01_01_02_P,6520000,PHMA120266520074041100003,2026-02-25,,1,영업/정상,13,영업중,,,,,064-792-7571,,,제주특별자치도 서귀포시 안덕면 화순리 1810-6,제주특별자치도 서귀포시 안덕면 화순로 157,63530,신윤호 베스트 내과의원,2026-03-05 23:43:28,U,2026-03-07 02:40:00,의원,137439.08306071,-27532.8686986667,의원,1,0,0,416.0,101,내과,,,,0,0,,,0,,,신윤호베스트내과의원_제주특별자치도서귀포시안덕면화순리1810-6
20,의원,01_01_02_P,3970000,PHMA120263970017041100002,2026-02-25,,1,영업/정상,13,영업중,,,,,02-2039-5922,,,경기도 과천시 갈현동 0 디센트로 2차,"경기도 과천시 과천대로 112, 디센트로 2차 223호 (갈현동)",13824,소월애산부인과의원,2026-03-03 17:02:47,I,2026-03-05 00:20:02,의원,,,의원,1,0,0,71.99,122 110,"산부인과, 가정의학과",,,,0,0,,,0,,,소월애산부인과의원_경기도과천시갈현동0디센트로2차
761,의원,01_01_02_P,3030000,PHMA120263030033041100002,2026-02-24,,1,영업/정상,13,영업중,,,,,02-2215-1190,,,서울특별시 성동구 용답동 62-2 인암빌딩,"서울특별시 성동구 천호대로 308, 인암빌딩 4층 (용답동)",4804,365답십리탑정형외과의원,2026-03-05 21:13:26,U,2026-03-07 02:40:00,의원,204722.109659204,451439.816099616,의원,1,0,0,365.97,120 109 106 105 102 101,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,365답십리탑정형외과의원_서울특별시성동구용답동62-2인암빌딩
202,의원,01_01_02_P,4070000,PHMA120264070023041100001,2026-02-23,,1,영업/정상,13,영업중,,,,,031-634-7544,,,경기도 이천시 증포동 27-10,"경기도 이천시 이섭대천로 1440-5, 101호, 201호 (증포동)",17348,365마디튼튼의원,2026-03-05 13:53:43,I,2026-03-07 00:20:02,의원,240523.970527854,421663.004046032,의원,1,0,0,322.72,120 109 106 105 104 101,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,365마디튼튼의원_경기도이천시증포동27-10
206,의원,01_01_02_P,3330000,PHMA120263330024041100004,2026-02-23,,1,영업/정상,13,영업중,,,,,,,,"부산광역시 해운대구 우동 1408 해운대아이파크(T1R 104,105호)","부산광역시 해운대구 마린시티2로 38, T1R동 1층 104,105호 (우동, 해운대아이파크)",48120,경희림다한의원,2026-03-05 17:29:33,I,2026-03-07 00:20:02,한의원,395164.437852508,186231.014715022,한의원,1,0,0,269.44,308 303 302 301,"한방내과, 한방부인과, 한방소아과, 침구과",,,,0,0,,,0,,,"경희림다한의원_부산광역시해운대구우동1408해운대아이파크(T1R104,105호)"
534,의원,01_01_02_P,5710000,PHMA120265710108041100004,2026-02-23,,1,영업/정상,13,영업중,,,,,043-715-7523,,,,"충청북도 청주시 흥덕구 오송읍 오송생명7로 136, 7층 701A,701B,702호",28222,가온마디의원·한의원,2026-03-05 21:15:34,U,2026-03-07 02:40:00,한의원,,,한의원,1,0,0,370.12,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,가온마디의원·한의원_
527,의원,01_01_02_P,5670000,PHMA120265670066041100003,2026-02-23,,1,영업/정상,13,영업중,,,,,055-244-6994,,,경상남도 창원시 마산합포구 서성동 83-23 2층,"경상남도 창원시 마산합포구 3·15대로 293, 2층 (서성동)",51285,친절한미소의원,2026-03-05 21:13:40,U,2026-03-07 02:40:00,의원,342903.484830454,190460.244955439,의원,0,0,0,295.18,114,피부과,,,,0,0,,,0,,,친절한미소의원_경상남도창원시마산합포구서성동83-232층
16,의원,01_01_02_P,3240000,PHMA120263240033041100004,2026-02-20,,1,영업/정상,13,영업중,,,,,02-470-8875,,,서울특별시 강동구 길동 389-5 삼환빌딩,"서울특별시 강동구 양재대로 1477, 삼환빌딩 2층 (길동)",5353,길동올바른마취통증의학과의원,2026-03-03 14:28:44,I,2026-03-05 00:20:02,의원,212276.401389259,448401.777927216,의원,1,0,0,338.0,120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,길동올바른마취통증의학과의원_서울특별시강동구길동389-5삼환빌딩
651,의원,01_01_02_P,4060000,PHMA120264060482041100002,2026-02-20,,1,영업/정상,13,영업중,,,,,031-943-3651,,,경기도 파주시 동패동 1758 신한프라자,"경기도 파주시 와석순환로 135, 신한프라자 201,202,301,302호 (동패동)",10905,골든타임365정형외과의원,2026-03-05 21:13:49,U,2026-03-07 02:40:00,의원,177399.189379121,467765.114929425,의원,3,8,21,855.82,122 120 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,,골든타임365정형외과의원_경기도파주시동패동1758신한프라자
529,의원,01_01_02_P,3070000,PHMA120263070034041100003,2026-02-20,,1,영업/정상,13,영업중,,,,,02-941-7579,,,서울특별시 성북구 정릉동 401-46 청수프라자 3층 304호,"서울특별시 성북구 보국문로 50, 청수프라자 3층 304호 (정릉동)",2717,바른플러스내과의원,2026-03-05 23:13:17,U,2026-03-07 02:40:00,의원,200824.604254737,456284.330878228,의원,1,0,0,153.21,101,내과,,,,0,0,,,0,,,바른플러스내과의원_서울특별시성북구정릉동401-46청수프라자3층304호
199,의원,01_01_02_P,3990000,PHMA120263990309041100001,2026-02-20,,1,영업/정상,13,영업중,,,,,0315542879,,,경기도 남양주시 다산동 6063-1 신해센트럴타워Ⅱ,"경기도 남양주시 다산중앙로145번길 15, 신해센트럴타워Ⅱ 4층 407~411호 (다산동)",12248,신통재생치과의원,2026-03-05 14:26:13,I,2026-03-07 00:20:02,치과의원,213243.423019049,458126.562883049,치과의원,2,0,0,227.68,412 406,"치주과, 통합치의학과",,,,0,0,,,0,,,신통재생치과의원_경기도남양주시다산동6063-1신해센트럴타워Ⅱ
157,의원,01_01_02_P,3210000,PHMA120263210034041100026,2026-02-20,,1,영업/정상,13,영업중,,,,,02-591-7776,,,서울특별시 서초구 서초동 1303-3 듀오 신논현빌딩,"서울특별시 서초구 사평대로 368, 듀오 신논현빌딩 12층 (서초동)",6611,고와의원,2026-03-04 14:56:57,I,2026-03-06 00:20:02,의원,202007.712884057,444624.615304658,의원,1,0,0,307.0,122 114 104,"외과, 피부과, 가정의학과",,,,0,0,,,0,,,고와의원_서울특별시서초구서초동1303-3듀오신논현빌딩
201,의원,01_01_02_P,6520000,PHMA120266520074041100004,2026-02-20,,1,영업/정상,13,영업중,,,,,064-738-7533,,,제주특별자치도 서귀포시 강정동 232,"제주특별자치도 서귀포시 월드컵로 14, 4층 402호 (강정동)",63560,바른삼성마취통증의학과의원,2026-03-05 23:43:28,I,2026-03-07 00:20:02,의원,153992.70418533,-27387.6864226451,의원,2,0,0,165.54,114 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 피부과",,,,0,0,,,0,,,바른삼성마취통증의학과의원_제주특별자치도서귀포시강정동232
757,의원,01_01_02_P,3530000,PHMA120263530019041100005,2026-02-19,,1,영업/정상,13,영업중,,,,,032-424-4114,,,인천광역시 남동구 만수동 956 정은프라자,"인천광역시 남동구 구월로 376, 정은프라자 (만수동)",21539,삼성리더스정형외과의원,2026-03-05 21:13:26,U,2026-03-07 02:40:00,의원,176246.984172641,439204.59253977,의원,3,0,0,442.28,120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,삼성리더스정형외과의원_인천광역시남동구만수동956정은프라자
155,의원,01_01_02_P,3170000,PHMA120263170035041100004,2026-02-19,,1,영업/정상,13,영업중,,,,,02-892-0111,,,"서울특별시 금천구 시흥동 889-19 1,2층","서울특별시 금천구 시흥대로 208, 1,2층 (시흥동)",8628,1층본튼튼의원,2026-03-04 11:14:21,I,2026-03-06 00:20:02,의원,191241.46167871,438929.317725804,의원,1,0,0,373.24,109 105,"정형외과, 마취통증의학과",,,,0,0,,,0,,,"1층본튼튼의원_서울특별시금천구시흥동889-191,2층"
170,의원,01_01_02_P,5690000,PHMA120265690045041100003,2026-02-19,,1,영업/정상,13,영업중,,,,,044-715-7515,,,,"세종특별자치시 남세종로 458, 아리랑빌딩 5층 503호 (보람동)",30150,이응한의원,2026-03-04 09:22:44,U,2026-03-06 02:40:00,한의원,225849.04081324,330711.601979172,한의원,1,0,0,130.2,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,이응한의원_
17,의원,01_01_02_P,5670000,PHMA120265670554041100006,2026-02-19,,1,영업/정상,13,영업중,,,,,055-262-2727,,,경상남도 창원시 성산구 상남동 74-3 힐스테이트 창원 센트럴,"경상남도 창원시 성산구 중앙대로 74, 힐스테이트 창원 센트럴 405,406호 (상남동)",51504,창원다나은의원,2026-03-03 10:11:22,I,2026-03-05 00:20:02,의원,352782.450226249,192618.033277196,의원,2,1,1,526.96,120 109 106 105 102,"신경과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,창원다나은의원_경상남도창원시성산구상남동74-3힐스테이트창원센트럴
53,의원,01_01_02_P,3080000,PHMA120263080033041100003,2026-02-19,,1,영업/정상,13,영업중,,,,,02-993-7585,,,서울특별시 강북구 수유동 174-17 래산빌딩 지상3층,"서울특별시 강북구 한천로 1038, 래산빌딩 3층 (수유동)",1054,수유성모탑신경외과의원,2026-03-03 15:43:13,U,2026-03-05 02:40:00,의원,202320.107705421,459762.443159939,의원,1,0,0,758.95,120 109 106 105 102,"신경과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,수유성모탑신경외과의원_서울특별시강북구수유동174-17래산빌딩지상3층
18,의원,01_01_02_P,3180000,PHMA120263180034041100007,2026-02-13,,1,영업/정상,13,영업중,,,,,02-2632-7575,,,서울특별시 영등포구 당산동5가 33-6,"서울특별시 영등포구 선유동2로 74, 4층 (당산동5가)",7213,에센트피부과의원,2026-03-03 09:56:26,I,2026-03-05 00:20:02,의원,190989.730847765,448074.434862873,의원,1,0,0,318.3,114 108,"성형외과, 피부과",,,,0,0,,,0,,,에센트피부과의원_서울특별시영등포구당산동5가33-6
334,의원,01_01_02_P,4810000,PHMA120264810029041100001,2026-02-13,,1,영업/정상,13,영업중,,,,,061-920-7599,,,전라남도 여수시 돌산읍 우두리 1067-1,"전라남도 여수시 돌산읍 강남9길 10, 2층",59769,강남연합의원,2026-03-05 23:13:24,U,2026-03-07 02:40:00,의원,268761.720276161,135917.032740379,의원,3,0,0,156.0,122 114 109 101,"내과, 마취통증의학과, 피부과, 가정의학과",,,,0,0,,,0,,,강남연합의원_전라남도여수시돌산읍우두리1067-1
194,의원,01_01_02_P,3210000,PHMA120263210034041100028,2026-02-13,,1,영업/정상,13,영업중,,,,,02-598-4550,,,서울특별시 서초구 서초동 1327-13 강남지웰타워,"서울특별시 서초구 서초대로78길 36, 강남지웰타워 7층 701호 (서초동)",6621,강남채원의원,2026-03-05 10:59:37,I,2026-03-07 00:20:02,의원,202417.165841398,443620.723028184,의원,1,0,0,114.0,122 114 113 111 101,"내과, 소아청소년과, 이비인후과, 피부과, 가정의학과",,,,0,0,,,0,,,강남채원의원_서울특별시서초구서초동1327-13강남지웰타워
649,의원,01_01_02_P,3470000,PHMA120263470022041100002,2026-02-12,,1,영업/정상,13,영업중,,,,,053-651-8880,,,대구광역시 달서구 성당동 825-27,"대구광역시 달서구 구마로 197, 1층,7~8층 (성당동)",42681,대한정형외과의원,2026-03-05 21:13:30,U,2026-03-07 02:40:00,의원,339917.713869857,260808.937629041,의원,1,7,19,1288.7,125 122 120 118 116 114 113 111 109 106 105 104 102 101,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 영상의학과, 병리과, 재활의학과, 가정의학과, 응급의학과",,,,0,0,,,0,,,대한정형외과의원_대구광역시달서구성당동825-27
173,의원,01_01_02_P,3940000,PHMA120263940139041100001,2026-02-11,,1,영업/정상,13,영업중,,,,,031-967-7312,,,경기도 고양시 일산동구 식사동 1587,"경기도 고양시 일산동구 고양대로1021번길 33, 스타타워3 3층 301호 (식사동)",10324,진심인한의원,2026-03-04 17:36:21,U,2026-03-06 02:40:00,한의원,182995.103899595,463533.615560276,한의원,1,0,0,146.46,308 307 306 305 304 303 302 301,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,진심인한의원_경기도고양시일산동구식사동1587
