번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,Unnamed: 63,record_key
2309,외국인관광도시민박업,03_11_04_P,3110000,CDFI2262212026000015,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 은평구 응암동 581-22,"서울특별시 은평구 가좌로10길 29-29, 201호 (응암동)",03457,Stay2929,2026-02-26 17:51:24,I,2026-02-28 00:20:02,,192526.278243947,454549.427057389,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,Stay2929_서울특별시은평구응암동581-22
2312,외국인관광도시민박업,03_11_04_P,3160000,CDFI2262212026000012,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 구로구 개봉동 403-214,"서울특별시 구로구 남부순환로95길 38-8, 001호 (개봉동)",08328,기프트 스테이,2026-02-26 11:16:13,I,2026-02-28 00:20:02,,187242.595295462,443589.090917102,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,기프트스테이_서울특별시구로구개봉동403-214
2311,외국인관광도시민박업,03_11_04_P,5670000,CDFI2262212026000001,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 의창구 소답동 113-19,"경상남도 창원시 의창구 의안로2번길 3, 2층 (소답동)",51199,리 하우스,2026-02-26 17:12:59,I,2026-02-28 00:20:02,,347713.868285985,197050.643400788,외국인관광 도시민박업,,일반주거지역,2,주택가주변,,,단독주택,2,0,0,0,,,0,0,,0,0,,0,63.29,,0,,,,,,,100000000,,,,63,,리하우스_경상남도창원시의창구소답동113-19
2310,외국인관광도시민박업,03_11_04_P,3660000,CDFI2262212026000015,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 괴정동 78-12,"대전광역시 서구 도솔로335번길 8, 3층 302호 (괴정동)",35292,대성,2026-02-26 17:40:42,I,2026-02-28 00:20:02,,234418.167316444,315313.166340656,외국인관광 도시민박업,,일반주거지역,4,,,,,4,0,0,0,,,0,0,,0,0,,0,46.6,,0,,,,,,,0,,,,47,,대성_대전광역시서구괴정동78-12
2308,외국인관광도시민박업,03_11_04_P,3220000,CDFI2262212026000074,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 청담동 18-32,"서울특별시 강남구 도산대로68길 30, 204호 (청담동)",06064,라라스테이,2026-02-26 17:24:07,I,2026-02-28 00:20:02,,203845.30104579,446597.119924124,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,42.26,,0,,,,,,,0,,,,42,,라라스테이_서울특별시강남구청담동18-32
2307,외국인관광도시민박업,03_11_04_P,3220000,CDFI2262212026000073,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 107 삼성동 미켈란 107,"서울특별시 강남구 영동대로 602, 1902호 (삼성동, 삼성동 미켈란 107)",06083,107,2026-02-26 09:55:00,I,2026-02-28 00:20:02,,205271.275273064,445852.638814088,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,83.0,,0,,,,,,,0,,,,83,,107_서울특별시강남구삼성동107삼성동미켈란107
2257,외국인관광도시민박업,03_11_04_P,4641000,CDFI2262212026000013,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 교동 56-5,"전북특별자치도 전주시 완산구 오목대길 28, 1층 (교동)",55045,토스티 스테이(Toasty Stay),2026-02-25 09:19:17,I,2026-02-27 00:20:02,,213910.615453691,257020.820624823,외국인관광 도시민박업,,,0,,,,,0,0,1,0,,,0,0,,0,0,,0,48.57,,0,,,,,,,0,,,,49,,토스티스테이(ToastyStay)_전북특별자치도전주시완산구교동56-5
2276,외국인관광도시민박업,03_11_04_P,3080000,CDFI2262212026000008,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 번동 445-30,"서울특별시 강북구 오패산로 401-14, B층 1호 (번동)",01065,레미네(Re-mine),2026-02-25 17:28:07,I,2026-02-27 00:20:02,,202280.051112161,459351.541971259,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,레미네(Re-mine)_서울특별시강북구번동445-30
2262,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000094,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 연남동 453-26,"서울특별시 마포구 동교로51길 117-4, 4층 401호 (연남동)",03979,두꺼비 하우스,2026-02-25 11:16:40,I,2026-02-27 00:20:02,,192906.719101101,451567.99760508,외국인관광 도시민박업,,,0,,,4,다가구용 주택(공동주택적용),0,0,1,0,dukkubi house,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,43.15,,0,,,,,,,0,,,,43,,두꺼비하우스_서울특별시마포구연남동453-26
2277,외국인관광도시민박업,03_11_04_P,3200000,CDFI2262212026000051,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 관악구 신림동 1487-19 금성빌라 B01호,"서울특별시 관악구 난곡로61길 48, B01호 (신림동, 금성빌라)",08771,강스테이,2026-02-25 08:45:55,I,2026-02-27 00:20:02,,192105.629395122,442008.807647042,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,강스테이_서울특별시관악구신림동1487-19금성빌라B01호
2258,외국인관광도시민박업,03_11_04_P,3220000,CDFI2262212026000071,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 도곡동 554-2 경덕빌딩,"서울특별시 강남구 강남대로58길 34, 경덕빌딩 602호 (도곡동)",06259,블랑누아 스테이,2026-02-25 13:39:55,I,2026-02-27 00:20:02,,203010.396924369,443064.564915801,외국인관광 도시민박업,,주거지역,10,주택가주변,,,다가구용 주택(공동주택적용),9,1,0,0,,,0,0,,0,0,,0,59.0,,0,,,,,,,60000000,,,,59,,블랑누아스테이_서울특별시강남구도곡동554-2경덕빌딩
2278,외국인관광도시민박업,03_11_04_P,3200000,CDFI2262212026000052,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 관악구 신림동 515-17,"서울특별시 관악구 난곡로74길 10, B02호 (신림동)",08705,공감나눔 NO.2,2026-02-25 09:41:53,I,2026-02-27 00:20:02,,192357.927215611,442628.627574423,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,공감나눔NO.2_서울특별시관악구신림동515-17
2279,외국인관광도시민박업,03_11_04_P,3690000,CDFI2262212026000002,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,울산광역시 중구 서동 295-2,"울산광역시 중구 고복수1길 27, 401호 (서동)",44489,울산 Premium Family Suite,2026-02-25 14:43:42,I,2026-02-27 00:20:02,,412527.496836658,232994.640536973,외국인관광 도시민박업,,일반주거지역,0,,,,다가구용 주택(공동주택적용),0,0,0,0,,,0,0,,0,0,,0,104.91,,0,,,,,,,0,,,,105,,울산PremiumFamilySuite_울산광역시중구서동295-2
2274,외국인관광도시민박업,03_11_04_P,3380000,CDFI2262212026000035,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 남천동 33-13,"부산광역시 수영구 남천바다로10번길 14, 2층 202호 (남천동)",48314,물결스테이,2026-02-25 10:58:55,I,2026-02-27 00:20:02,,392357.976291782,185400.515074404,외국인관광 도시민박업,,,0,,,,다가구용 주택(공동주택적용),2,0,0,0,,,0,0,,0,0,,0,48.83,,0,,,,,,,0,,,,49,,물결스테이_부산광역시수영구남천동33-13
2273,외국인관광도시민박업,03_11_04_P,3740000,CDFI2262212026000018,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 수원시 팔달구 화서동 272-5,"경기도 수원시 팔달구 화양로56번길 8-6, B01호 (화서동)",16434,화서 스테이 101,2026-02-25 09:02:17,I,2026-02-27 00:20:02,,199611.411914108,420119.235449142,외국인관광 도시민박업,,일반주거지역,0,,,,다가구용 주택(공동주택적용),0,1,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,화서스테이101_경기도수원시팔달구화서동272-5
2272,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000103,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 성산동 277-18,"서울특별시 마포구 성산로2길 21-35, 102호 (성산동)",03965,스테이 어슬렁,2026-02-25 14:27:56,I,2026-02-27 00:20:02,,191669.108975672,451205.513031296,외국인관광 도시민박업,,,0,,,4,다가구용 주택(공동주택적용),0,0,1,0,stay asleung,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,42.12,,0,,,,,,,0,,,,42,,스테이어슬렁_서울특별시마포구성산동277-18
2266,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000098,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 동교동 177-7 위저드 빌 II,"서울특별시 마포구 신촌로2안길 42, 위저드 빌 II 2층 (동교동)",04056,스테이 에스제이,2026-02-25 14:04:33,I,2026-02-27 00:20:02,,193676.020742456,450498.238201357,외국인관광 도시민박업,,,0,,,14,단독주택,0,0,4,0,Stay SJ,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,109.61,,0,,,,,,,0,,,,110,,스테이에스제이_서울특별시마포구동교동177-7위저드빌II
2263,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000095,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 335-33,"서울특별시 마포구 와우산로29나길 14-4, 201호 (서교동)",04053,온가 스테이,2026-02-25 14:02:29,I,2026-02-27 00:20:02,,193557.669931487,450283.417729417,외국인관광 도시민박업,,,0,,,8,다가구용 주택(공동주택적용),0,0,2,0,ONGA Stay,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,92.57,,0,,,,,,,0,,,,93,,온가스테이_서울특별시마포구서교동335-33
2264,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000096,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 노고산동 19-200,"서울특별시 마포구 신촌로24길 16-10, 2층 (노고산동)",04103,써니즈 하우스,2026-02-25 13:36:16,I,2026-02-27 00:20:02,,194724.607411893,450366.893784257,외국인관광 도시민박업,,,0,,,6,다가구용 주택(공동주택적용),0,0,2,0,Sunny's house,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,42.34,,0,,,,,,,0,,,,42,,써니즈하우스_서울특별시마포구노고산동19-200
2265,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000097,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 402-4,"서울특별시 마포구 양화로6길 99-3, 2층 (서교동)",04048,아몬드 스태이,2026-02-25 13:51:23,I,2026-02-27 00:20:02,,192840.842376268,449589.606044241,외국인관광 도시민박업,,,0,,,6,단독주택,0,0,2,0,Almond Stay,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,55.17,,0,,,,,,,0,,,,55,,아몬드스태이_서울특별시마포구서교동402-4
2268,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000100,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 469-68 수정빌라,"서울특별시 마포구 잔다리로9길 3, 301호 (서교동, 수정빌라)",03997,BTS Guest house,2026-02-25 13:38:38,I,2026-02-27 00:20:02,,192279.421125872,450572.766773072,외국인관광 도시민박업,,,0,,,4,다세대주택,0,0,2,0,BTS Guest house,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,80.0,,0,,,,,,,0,,,,80,,BTSGuesthouse_서울특별시마포구서교동469-68수정빌라
2267,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000099,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 상수동 345-9,"서울특별시 마포구 와우산로 8-9, B01호 (상수동)",04075,우즈맨션,2026-02-25 13:54:43,I,2026-02-27 00:20:02,,193166.017452009,449235.062823126,외국인관광 도시민박업,,,0,,,4,다가구용 주택(공동주택적용),0,0,1,0,Woods Mansion,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,50.0,,0,,,,,,,0,,,,50,,우즈맨션_서울특별시마포구상수동345-9
2255,외국인관광도시민박업,03_11_04_P,3150000,CDFI2262212026000015,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 방화동 562-11 101호,"서울특별시 강서구 양천로14길 7-5, 101호 (방화동)",07603,오투하우스,2026-02-25 09:40:09,I,2026-02-27 00:20:02,,183193.351722661,452283.494408146,외국인관광 도시민박업,,일반주거지역,3,,,,,2,1,0,0,,,0,0,,0,0,,0,61.13,,0,,,,,,,0,,,,61,,오투하우스_서울특별시강서구방화동562-11101호
2271,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000102,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 신수동 177-17,"서울특별시 마포구 독막로29길 1, 2층 (신수동)",04097,다스숀스테 하우스,2026-02-25 13:43:37,I,2026-02-27 00:20:02,,194425.418631366,449487.988904747,외국인관광 도시민박업,,,0,,,4,다가구용 주택(공동주택적용),0,0,2,0,DAS SCHONSTE HAUS,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,61.8,,0,,,,,,,0,,,,62,,다스숀스테하우스_서울특별시마포구신수동177-17
2259,외국인관광도시민박업,03_11_04_P,3220000,CDFI2262212026000072,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 대치동 959-24,"서울특별시 강남구 역삼로81길 19, B101호 (대치동)",06185,하이 서울,2026-02-25 13:40:55,I,2026-02-27 00:20:02,,205121.228850104,444707.251549489,외국인관광 도시민박업,,주거지역,4,주택가주변,,,다가구용 주택(공동주택적용),3,1,0,0,,,0,0,,0,0,,0,41.7,,0,,,,,,,30000000,,,,42,,하이서울_서울특별시강남구대치동959-24
2270,외국인관광도시민박업,03_11_04_P,3110000,CDFI2262212026000014,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 은평구 갈현동 12-437,"서울특별시 은평구 갈현로45길 30, 1층 나호 (갈현동)",03313,소울 오브 서울,2026-02-25 09:06:24,I,2026-02-27 00:20:02,,192518.610650546,458394.690085464,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,소울오브서울_서울특별시은평구갈현동12-437
2269,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000101,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 창전동 6-46 삼익빌라,"서울특별시 마포구 와우산로 144-10, B1호 (창전동, 삼익빌라)",04059,홍대 가(家)스테이,2026-02-25 13:57:29,I,2026-02-27 00:20:02,,193703.876150304,450151.741093554,외국인관광 도시민박업,,,0,,,2,다세대주택,0,0,1,0,Hongdae ga stay,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,36.48,,0,,,,,,,0,,,,36,,홍대가(家)스테이_서울특별시마포구창전동6-46삼익빌라
2256,외국인관광도시민박업,03_11_04_P,3150000,CDFI2262212026000016,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 방화동 592-121 2층,"서울특별시 강서구 금낭화로7길 20, 2층 (방화동)",07608,허쉬 하우스,2026-02-25 09:40:32,I,2026-02-27 00:20:02,,183202.352948126,451843.544057097,외국인관광 도시민박업,,일반주거지역,3,,,,단독주택,2,1,0,0,,,0,0,,0,0,,0,39.87,,0,,,,,,,0,,,,40,,허쉬하우스_서울특별시강서구방화동592-1212층
2261,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000093,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 연남동 453-26,"서울특별시 마포구 동교로51길 117-4, 2층 201호 (연남동)",03979,파크엔드스테이,2026-02-25 11:16:05,I,2026-02-27 00:20:02,,192906.719101101,451567.99760508,외국인관광 도시민박업,,,0,,,4,다가구용 주택(공동주택적용),0,0,1,0,PARKENDSTAY,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,43.15,,0,,,,,,,0,,,,43,,파크엔드스테이_서울특별시마포구연남동453-26
2254,외국인관광도시민박업,03_11_04_P,3150000,CDFI2262212026000014,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 방화동 562-11 201호,"서울특별시 강서구 양천로14길 7-5, 201호 (방화동)",07603,오투게스트하우스,2026-02-25 09:38:58,I,2026-02-27 00:20:02,,183193.351722661,452283.494408146,외국인관광 도시민박업,,일반주거지역,3,,,,,2,1,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,오투게스트하우스_서울특별시강서구방화동562-11201호
