"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"22","의료법인","01_01_08_P","3860000","PHMA419983860050021400001","1998-10-19","","01","영업/정상","10","변경","","","","","032-343-4114","","422-090","경기도 부천시 소사구 괴안동 188-13번지","경기도 부천시 소사구 경인로 567 (괴안동)","","의료법인운천의료재단","2026-02-06 14:41:40","U","2026-02-08 02:40:00","","183802.051135567","442778.484671517","","0","0","0","0","","","","","","0","0","","","0","",
"23","의료법인","01_01_08_P","6430000","200964300001000005","2009-09-28","","01","영업/정상","BBBB","","","","","","0436427606","","","충청북도 제천시 서부동  176번지","충청북도 제천시 숭문로 57 (서부동)","","의료법인 자산의료재단","2026-02-07 00:00:00","U","2026-02-09 02:40:00","의료법인","307124.632771765","404766.337505443","","0","0","299","0","","","","","","0","0","","","0","",
"24","의료법인","01_01_08_P","5540000","PHMA420135540016021400001","2013-04-26","","01","영업/정상","10","변경","","","","","","","464-861","경기도 광주시 초월읍 산이리 110번지 8호","경기도 광주시 초월읍 경충대로 974-43","464-861","해강 의료재단","2026-02-09 17:43:12","U","2026-02-11 02:40:00","","227470.225280418","429523.219087416","","0","0","0","0","","","","","","0","0","","","0","",
"25","의료법인","01_01_08_P","3930000","PHMA420103930162021400001","2010-10-21","","01","영업/정상","10","변경","","","","","4393119","","426-070","경기도 안산시 상록구 월피동 508번지 1호","경기도 안산시 상록구 광덕산2로 22 (월피동)","426-855","의료법인 호원의료재단","2026-02-10 14:23:11","U","2026-02-12 02:40:00","","186220.095361832","425933.041729603","","0","0","0","0","","","","","","0","0","","","0","",
"26","의료법인","01_01_08_P","3930000","PHMA419963930162021400001","1996-10-10","","01","영업/정상","10","변경","","","","","439-3000","","426-837","경기도 안산시 상록구 성포동 593번지 4호","경기도 안산시 상록구 예술광장로 69 (성포동)","426-837","칠석의료재단","2026-02-10 08:42:21","U","2026-02-12 02:40:00","","186173.235763478","425010.121160451","","0","0","0","0","","","","","","0","0","","","0","",
"27","의료법인","01_01_08_P","4010000","PHMA420184010281021400002","2018-08-03","","01","영업/정상","10","변경","","","","","031-432-2600","","","경기도 시흥시 정왕동 1842-3 시화병원","경기도 시흥시 군자천로 381, 시화병원 (정왕동)","15034","의료법인 남촌의료재단","2026-02-10 14:07:04","U","2026-02-12 02:40:00","","176644.513028873","427587.809327063","","0","0","0","0","","","","","","0","0","","","0","",
"28","의료법인","01_01_08_P","4060000","PHMA420154060023021400001","2015-12-07","","01","영업/정상","10","변경","","","","","","","","","경기도 파주시 금빛로 19 (금촌동, 파주프라임타워 5층, 6층, 7층)","10915","의료법인수현의료재단","2026-02-11 11:10:10","U","2026-02-13 02:40:00","","179349.516188193","472107.243860378","","0","0","0","0","","","","","","0","0","","","0","",
"29","의료법인","01_01_08_P","6270000","197562700001000001","1975-12-22","","01","영업/정상","BBBB","","","","","","0536597000","","","대구광역시 남구 대명동  3037번지 36호","대구광역시 남구 성당로 168 (대명동)","","의료법인 문성의료재단","2026-02-11 00:00:00","U","2026-02-13 02:40:00","의료법인","341803.863974508","262097.880177324","","0","0","200","0","","","","","","0","0","","","0","",
"30","의료법인","01_01_08_P","6470000","200464700001000008","2004-12-27","","01","영업/정상","BBBB","","","","","","","","","경상북도 경산시 중방동  340번지 10호 영남요양병원 0동","경상북도 경산시 강변동로 110-0, 0동 영남요양병원층 (중방동,영남요양병원)","","의료법인 수성의료재단","2026-02-11 00:00:00","U","2026-02-13 02:40:00","의료법인","356495.630931702","259213.435196759","","0","0","0","0","","","","","","0","0","","","0","",
"31","의료법인","01_01_08_P","6280000","200362800001000001","2003-01-16","","01","영업/정상","BBBB","","","","","","0325546906","","","인천광역시 계양구 계산동  1063-14","","","의료법인 가창의료재단(설립허가 취소_2025.11.20.)","2026-02-11 00:00:00","U","2026-02-13 02:40:00","의료법인","","","","0","0","0","0","","","","","","0","0","","","0","",
"32","의료법인","01_01_08_P","3000000","PHMA419923000034021400001","1992-01-28","","01","영업/정상","10","변경","","","","","7259-9792","","110-776","서울특별시 종로구 경운동 196번지 10호 운현궁SK허브 101동 205호외호","서울특별시 종로구 삼일대로 461, 101동 205,206,208,209,210,211호 (경운동, 운현궁SK허브)","110-776","해정의료재단","2026-02-11 14:24:04","U","2026-02-14 02:40:00","","198658.943470079","452604.254902527","","0","0","0","0","","","","","","0","0","","","0","",
"33","의료법인","01_01_08_P","3910000","PHMA419953910168021400001","1995-04-12","","01","영업/정상","10","변경","","","","","","","450-832","경기도 평택시 합정동 774번지 1호","경기도 평택시 조개터로42번길 61 (합정동)","","양진의료재단","2026-02-11 17:52:24","U","2026-02-14 02:40:00","","209381.442674186","387646.071544417","","0","0","0","0","","","","","","0","0","","","0","",
"34","의료법인","01_01_08_P","6530000","201164200001000002","2011-06-27","","01","영업/정상","BBBB","","","","","","0334553131","","","강원특별자치도 철원군 동송읍 이평리 730번지 8호","강원특별자치도 철원군 동송읍 금학로157번길 23-17","","의료법인 하영의료재단","2026-02-12 00:00:00","U","2026-02-14 02:40:00","의료법인","219225.238872663","522044.742484309","","0","0","154","0","","","","","","0","0","","","0","",
"35","의료법인","01_01_08_P","6260000","201262600001000001","2012-12-27","","01","영업/정상","BBBB","","","","","","0513321114","","","부산광역시 북구 만덕동  72번지 1호","부산광역시 북구 만덕고개길 60-12 (만덕동)","","의료법인 패밀리의료재단","2026-02-12 00:00:00","U","2026-02-14 02:40:00","의료법인","386284.085437406","192274.201256004","","0","0","100","0","","","","","","0","0","","","0","",
"36","의료법인","01_01_08_P","6260000","201562600001000001","2015-03-30","","01","영업/정상","BBBB","","","","","","0517156000","","","부산광역시 해운대구 중동  1533번지 2호 힐마루요양병원","부산광역시 해운대구 달맞이길117번나길 174-0, 힐마루요양병원층 (중동,힐마루요양병원)","","의료법인 해올의료재단","2026-02-12 00:00:00","U","2026-02-14 02:40:00","의료법인","399026.88960257","187172.761860652","","0","0","159","0","","","","","","0","0","","","0","",
"37","의료법인","01_01_08_P","4050000","PHMA420124050148021400001","2012-02-15","","01","영업/정상","10","변경","","","","","031-288-0510","","446-512","경기도 용인시 기흥구 상하동 33번지","경기도 용인시 기흥구 중부대로874번길 1-30 (상하동)","446-512","의료법인효녀의료재단","2026-02-13 16:28:53","U","2026-02-15 02:40:00","","213403.54809467","416505.842925606","","0","0","0","0","","","","","","0","0","","","0","",
"38","의료법인","01_01_08_P","6270000","200062700001000003","2000-06-03","","01","영업/정상","BBBB","","","","","","0535893000","","","대구광역시 달서구 이곡동  1196번지 1호","대구광역시 달서구 계대동문로 96 (이곡동)","","의료법인 해성의료재단","2026-02-13 00:00:00","U","2026-02-15 02:40:00","의료법인","335681.886405936","262679.912743511","","0","0","152","0","","","","","","0","0","","","0","",
"39","의료법인","01_01_08_P","6300000","200763000001000001","2007-03-29","","01","영업/정상","BBBB","","","","","","0424789915","","","대전광역시 서구 둔산동  1141번지","대전광역시 서구 계룡로491번길 8 (둔산동)","","의료법인 대전참사랑의료재단","2026-02-13 00:00:00","U","2026-02-15 02:40:00","의료법인","234062.524757032","316149.480875104","","0","0","56","0","","","","","","0","0","","","0","",
"40","의료법인","01_01_08_P","6470000","200664700001000009","2006-10-16","","01","영업/정상","BBBB","","","","","","","","","","경상북도 울진군 후포면 동해대로 441","","동제의료재단","2026-02-13 00:00:00","U","2026-02-15 02:40:00","의료법인","417674.478500188","355870.205638523","","0","0","110","0","","","","","","0","0","","","0","",
"41","의료법인","01_01_08_P","6430000","199564300001000001","1995-04-01","","01","영업/정상","BBBB","","","","","","0432306114","","","충청북도 청주시 흥덕구 가경동  566번지","","","의료법인 한마음의료재단 하나병원","2026-02-13 00:00:00","U","2026-02-15 02:40:00","","","","","0","0","176","0","","","","","","0","0","","","0","",
