번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수,사업자등록번호,Unnamed: 37,record_key
2226,대기오염물질배출시설설치사업장,09_30_08_P,5530000,553000021202600015,2026-02-23,,1,영업/정상,11,영업,,,,,0313545522,,,경기도 화성시 만세구 팔탄면 노하리 621-17,경기도 화성시 만세구 팔탄면 현대기아로 25-6,18576,주식회사 티맥스,2026-02-23 20:04:17,I,2026-02-25 00:20:01,그외 기타 분류 안된 섬유제품 제조업,186445.936629825,406178.796493473,대기배출업소관리,그외 기타 분류 안된 섬유제품 제조업,5종,,,0.0,,240.0,6958602528.0,,주식회사티맥스_경기도화성시만세구팔탄면노하리621-17
2225,대기오염물질배출시설설치사업장,09_30_08_P,3990000,399000021202600004,2026-02-23,,1,영업/정상,11,영업,,,,,031-571-6475,,,경기도 남양주시 진접읍 부평리 16,경기도 남양주시 진접읍 부마로80번길 69-24,12000,에이웍스원(주),2026-02-23 11:10:37,I,2026-02-25 00:20:01,간판 및 광고물 제조업,217825.124090486,472821.295281422,대기배출업소관리,간판 및 광고물 제조업,5종,,8.0,260.0,8.0,260.0,1268670215.0,,에이웍스원(주)_경기도남양주시진접읍부평리16
2562,대기오염물질배출시설설치사업장,09_30_08_P,3860000,386000021202600001,2026-02-23,,1,영업/정상,11,영업,,,,,,,,경기도 부천시 오정구 오정동 604-5,경기도 부천시 오정구 부천로477번길 25 (오정동),14443,대호정밀,2026-02-26 13:19:20,U,2026-02-28 02:40:00,플라스틱제품 제조업,180617.360973975,447028.010287374,대기배출업소관리,플라스틱제품 제조업,5종,,7.0,300.0,7.0,300.0,1300399203.0,,대호정밀_경기도부천시오정구오정동604-5
2215,대기오염물질배출시설설치사업장,09_30_08_P,6470000,647000001202600002,2026-02-21,,1,영업/정상,1,영업,,,,,0544633408,,,경상북도 구미시 공단동   157번지,경상북도 구미시 수출대로7길 11 (공단동),,(주)TSR,2026-02-21 10:27:25,I,2026-02-23 00:20:02,,323888.908653676,291088.354349685,대기배출업소관리,고무제품 및 플라스틱제품 제조업,4종,자동차고무제품,,0.0,,0.0,5138102008.0,,(주)TSR_경상북도구미시공단동157번지
2152,대기오염물질배출시설설치사업장,09_30_08_P,5530000,553000021202600013,2026-02-20,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 중동  42-1,경기도 화성시 동탄구 중리북길 56 (중동),18465,휠마켓,2026-02-20 17:26:49,I,2026-02-22 00:20:02,자동차 수리업,210683.7079569,412938.302568241,대기배출업소관리,자동차 수리업,5종,,9.0,240.0,9.0,240.0,,,휠마켓_경기도화성시동탄구중동42-1
2151,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001202600002,2026-02-20,,1,영업/정상,1,영업,,,,,0327292000,,,인천광역시 중구 운서동 2850-8 그랜드하얏트인천웨스트타워,"인천광역시 중구 영종해안남로321번길 190, 그랜드하얏트인천웨스트타워 (운서동)",22382,파라다이스세가사미하얏트,2026-02-20 13:11:34,I,2026-02-22 00:20:02,,151811.802443159,437653.715118863,대기배출업소관리,호텔업,4종,,0.0,0.0,0.0,0.0,,,파라다이스세가사미하얏트_인천광역시중구운서동2850-8그랜드하얏트인천웨스트타워
2583,대기오염물질배출시설설치사업장,09_30_08_P,4470000,447000021202600004,2026-02-20,,1,영업/정상,11,영업,,,,,0438826951,,,충청북도 음성군 금왕읍 봉곡리 91-3,충청북도 음성군 금왕읍 덕금로 842,27681,넥상스전선(주) 제2공장,2026-02-26 10:53:03,U,2026-02-28 02:40:00,기타 절연선 및 케이블 제조업,251877.82835805,384422.294836632,대기배출업소관리,기타 절연선 및 케이블 제조업,5종,,24.0,300.0,24.0,300.0,,,넥상스전선(주)제2공장_충청북도음성군금왕읍봉곡리91-3
2148,대기오염물질배출시설설치사업장,09_30_08_P,3340000,334000021202600001,2026-02-20,,1,영업/정상,11,영업,,,,,051-260-2612,,,부산광역시 사하구 다대동 1618-2,부산광역시 사하구 홍티로 78 (다대동),49490,동양제강주식회사 2공장,2026-02-20 13:15:01,I,2026-02-22 00:20:02,끈 및 로프 제조업,378855.97551545,175380.908629948,대기배출업소관리,끈 및 로프 제조업,,로프,24.0,300.0,,0.0,8108502789.0,,동양제강주식회사2공장_부산광역시사하구다대동1618-2
2149,대기오염물질배출시설설치사업장,09_30_08_P,4070000,407000021202600001,2026-02-19,,1,영업/정상,11,영업,,,,,,,,경기도 이천시 부발읍 고백리 158-3,,,고백모터스,2026-02-20 09:09:38,I,2026-02-22 00:20:02,,247494.724302534,422414.174993829,대기배출업소관리,,5종,,8.0,300.0,8.0,300.0,,,고백모터스_경기도이천시부발읍고백리158-3
2150,대기오염물질배출시설설치사업장,09_30_08_P,3480000,348000021202600004,2026-02-19,,1,영업/정상,11,영업,,,,,053-611-3399,,,대구광역시 달성군 논공읍 상리 694,"대구광역시 달성군 논공읍 비슬로262길 75-8, 외 1필지",42976,백안케미칼,2026-02-20 16:31:58,I,2026-02-22 00:20:02,동물성 유지 제조업,327960.004710292,250906.857956315,대기배출업소관리,동물성 유지 제조업,5종,UCO(회수유),7.0,264.0,7.0,264.0,8273301794.0,,백안케미칼_대구광역시달성군논공읍상리694
2153,대기오염물질배출시설설치사업장,09_30_08_P,4060000,406000021202600004,2026-02-19,,1,영업/정상,11,영업,,,,,0319540109,,,경기도 파주시 법원읍 가야리 357-5,경기도 파주시 법원읍 가좌울길 131-56 (가야리 357-5),10827,화담CNC,2026-02-20 08:56:56,I,2026-02-22 00:20:02,기타 목재가구 제조업,187350.45291073,483781.262013395,대기배출업소관리,기타 목재가구 제조업,5종,가구,8.0,300.0,8.0,300.0,5721502394.0,,화담CNC_경기도파주시법원읍가야리357-5
2039,대기오염물질배출시설설치사업장,09_30_08_P,3400000,340000021202600003,2026-02-19,,1,영업/정상,11,영업,,,,,0517447784,,,부산광역시 기장군 장안읍 임랑리 402-5,부산광역시 기장군 장안읍 의과학6로 12-7,46038,(주)로토테크,2026-02-19 09:47:52,I,2026-02-21 00:20:05,전동기 및 발전기 제조업,,,대기배출업소관리,전동기 및 발전기 제조업,5종,,8.0,240.0,8.0,240.0,7408602959.0,,(주)로토테크_부산광역시기장군장안읍임랑리402-5
2038,대기오염물질배출시설설치사업장,09_30_08_P,6310000,631000001202600004,2026-02-19,,1,영업/정상,1,영업,,,,,0522381474,,,울산광역시 울주군 온산읍 당월리  229번지 7호,울산광역시 울주군 온산읍 당월로 72-40,,태경산업(주)온산공장,2026-02-19 09:35:48,I,2026-02-21 00:20:05,,414019.44151671,214836.704369935,대기배출업소관리,기타 기초무기화학물질 제조업,4종,습식중질탄산칼슘,,0.0,,0.0,6108540669.0,,태경산업(주)온산공장_울산광역시울주군온산읍당월리229번지7호
2037,대기오염물질배출시설설치사업장,09_30_08_P,5180000,518000021202600005,2026-02-19,,1,영업/정상,11,영업,,,,,,,,"경상북도 영덕군 영덕읍 우곡리 7-1 외 3필지(5, 6, 6-1)",,,㈜위드젠,2026-02-19 10:10:46,I,2026-02-21 00:20:05,제재 및 목재 가공업,413788.584064621,327608.231442169,대기배출업소관리,제재 및 목재 가공업,5종,,8.0,170.0,8.0,170.0,3788103438.0,,"㈜위드젠_경상북도영덕군영덕읍우곡리7-1외3필지(5,6,6-1)"
2036,대기오염물질배출시설설치사업장,09_30_08_P,3010000,301000021202600001,2026-02-19,,1,영업/정상,11,영업,,,,,02-739-6775,,,서울특별시 중구 을지로3가 65-14,,,을지로75피에프브이(주),2026-02-19 16:57:24,I,2026-02-21 00:20:05,부동산업,199182.529034232,451605.405089685,대기배출업소관리,부동산업,4종,,10.0,300.0,,0.0,6808601677.0,,을지로75피에프브이(주)_서울특별시중구을지로3가65-14
2241,대기오염물질배출시설설치사업장,09_30_08_P,5220000,522000021202600003,2026-02-19,,1,영업/정상,11,영업,,,,,054-974-1329,,,경상북도 칠곡군 북삼읍 율리 769,경상북도 칠곡군 북삼읍 외율5길 121-18,39805,(주)금오몰드,2026-02-23 18:09:32,U,2026-02-25 02:40:00,,320149.720812591,284512.795732696,대기배출업소관리,,5종,,8.0,300.0,0.0,0.0,5138166661.0,,(주)금오몰드_경상북도칠곡군북삼읍율리769
2012,대기오염물질배출시설설치사업장,09_30_08_P,6430000,643000001202600007,2026-02-14,,1,영업/정상,1,영업,,,,,0221817939,,,충청북도 괴산군 칠성면 율원리 1289번지 로움호텔3관,"충청북도 괴산군 칠성면 자연드림3길 63, 로움호텔3관",28019,인라이프케어이종협동조합연합회 괴산점,2026-02-14 12:01:40,I,2026-02-16 00:20:01,,,,대기배출업소관리,숙박시설 운영업,5종,,0.0,0.0,0.0,0.0,8608200728.0,,인라이프케어이종협동조합연합회괴산점_충청북도괴산군칠성면율원리1289번지로움호텔3관
1905,대기오염물질배출시설설치사업장,09_30_08_P,3450000,345000021202600001,2026-02-13,,1,영업/정상,11,영업,,,,,,,,대구광역시 북구 침산동 999,"대구광역시 북구 오봉로 166, 401호 (침산동)",41500,티에스아이웨어(주),2026-02-13 14:58:16,I,2026-02-15 00:20:02,안경 및 안경렌즈 제조업,342535.202371455,268102.949572544,대기배출업소관리,안경 및 안경렌즈 제조업,5종,,8.0,300.0,8.0,300.0,8488701926.0,,티에스아이웨어(주)_대구광역시북구침산동999
2163,대기오염물질배출시설설치사업장,09_30_08_P,5530000,553000021202600011,2026-02-13,,1,영업/정상,11,영업,,,,,070-7543-8042,,,경기도 화성시 만세구 우정읍 호곡리 230-166,경기도 화성시 만세구 우정읍 호곡길168번길 84,18558,코스모랩,2026-02-20 15:29:05,U,2026-02-22 02:40:00,포장용 플라스틱 성형용기 제조업,180012.823428075,402799.653847018,대기배출업소관리,포장용 플라스틱 성형용기 제조업,5종,,24.0,240.0,0.0,0.0,3020548394.0,,코스모랩_경기도화성시만세구우정읍호곡리230-166
1907,대기오염물질배출시설설치사업장,09_30_08_P,5530000,553000021202600012,2026-02-13,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 사강리 391-1,경기도 화성시 만세구 송산면 송산포도로307번길 20,18551,주식회사 시큐리티존,2026-02-13 15:17:32,I,2026-02-15 00:20:02,폐기물 처리업,174632.902275836,412722.930544618,대기배출업소관리,폐기물 처리업,5종,,,0.0,,0.0,7508100308.0,,주식회사시큐리티존_경기도화성시만세구송산면사강리391-1
1909,대기오염물질배출시설설치사업장,09_30_08_P,6520000,652000021202600001,2026-02-13,,1,영업/정상,11,영업,,,,,064-787-2254,,,제주특별자치도 서귀포시 표선면 성읍리 2197-1 녹차가공공장,"제주특별자치도 서귀포시 표선면 중산간동로 4778, 녹차가공공장",63624,성읍녹차마을영농조합법인,2026-02-13 16:43:17,I,2026-02-15 00:20:02,차류 가공업,180401.306076138,-12781.0548336749,대기배출업소관리,차류 가공업,5종,,8.0,0.0,,240.0,6168165035.0,,성읍녹차마을영농조합법인_제주특별자치도서귀포시표선면성읍리2197-1녹차가공공장
1908,대기오염물질배출시설설치사업장,09_30_08_P,6430000,643000001202600006,2026-02-13,,1,영업/정상,1,영업,,,,,,,,충청북도 청주시 흥덕구 강내면 다락리 1번지 청주하이테크밸리산업14B-1L,,,(주)농협사료 충청지사,2026-02-13 10:13:01,I,2026-02-15 00:20:02,,,,대기배출업소관리,배합 사료 제조업,3종,,0.0,0.0,0.0,0.0,3018521680.0,,(주)농협사료충청지사_충청북도청주시흥덕구강내면다락리1번지청주하이테크밸리산업14B-1L
2436,대기오염물질배출시설설치사업장,09_30_08_P,5020000,502000021202600001,2026-02-13,,1,영업/정상,11,영업,,,,,,,,경상북도 포항시 남구 연일읍 우복리 261-1,경상북도 포항시 남구 연일읍 남성길1번길 94-17,37855,(주)에이스알앤씨,2026-02-25 09:36:38,U,2026-02-27 02:40:00,폐기물 처리업,411233.302658566,277536.50338411,대기배출업소관리,폐기물 처리업,5종,,,0.0,,300.0,5068172199.0,,(주)에이스알앤씨_경상북도포항시남구연일읍우복리261-1
2052,대기오염물질배출시설설치사업장,09_30_08_P,5180000,518000021202600004,2026-02-13,,1,영업/정상,11,영업,,,,,,,,경상북도 영덕군 영덕읍 우곡리 21-1,,,더그린㈜,2026-02-19 09:55:45,U,2026-02-21 02:40:00,제재 및 목재 가공업,414039.147924965,327321.068989483,대기배출업소관리,제재 및 목재 가공업,5종,,10.0,72.0,10.0,72.0,7728603464.0,,더그린㈜_경상북도영덕군영덕읍우곡리21-1
