"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"11","사료제조업","02_04_05_P","6530000","642000050220190004","2019-01-15","","03","폐업","0002","폐업","2026-03-03","","","","","0","","강원특별자치도 춘천시 운교동  184번지 5호","강원특별자치도 춘천시 춘천로185번길 15, 1층 (운교동)","24349","쿠키멍스터","2026-03-04 09:42:27","U","2026-03-06 02:40:00","사료제조업(단미)","264508.842542791","486380.232173383","사료제조업","","0","000","0",
"12","사료제조업","02_04_05_P","3740000","374000003420230008","2023-06-08","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 권선구 곡반정동 653 라퍼스트 215호","경기도 수원시 권선구 곡반정로 160, 라퍼스트 2층 215호 (곡반정동)","16668","JUNTOS(훈또스)","2026-03-04 11:02:22","U","2026-03-06 02:40:00","단미","","","사료제조업","단미","0","000","0",
"13","사료제조업","02_04_05_P","3740000","374000003420220002","2022-01-07","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 영통구 원천동 589 광교중흥에스클래스 어뮤즈스퀘어 B1-6호","경기도 수원시 영통구 광교호수공원로 277, B1-006호 (원천동, 광교중흥에스클래스)","16517","오몬드","2026-03-04 11:27:48","U","2026-03-06 02:40:00","단미","205026.079641798","420062.878231009","사료제조업","단미","0","000","0",
"14","사료제조업","02_04_05_P","3740000","374000003420230006","2023-05-17","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 영통구 이의동 1248-3 811-1호","경기도 수원시 영통구 대학4로 17, 811-1호 (이의동)","16226","(주)에버셀","2026-03-04 11:27:38","U","2026-03-06 02:40:00","수입","204053.159882023","422057.64974689","사료제조업","수입","0","L00","0",
"15","사료제조업","02_04_05_P","3740000","374000003420230005","2023-05-03","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 영통구 영통동 1000-18 1층","경기도 수원시 영통구 청명남로4번길 28, 1층 (영통동)","16705","꼬미네까까","2026-03-04 10:53:29","U","2026-03-06 02:40:00","단미","206555.106287","416405.981371637","사료제조업","단미","0","000","0",
"16","사료제조업","02_04_05_P","3740000","374000003420240007","2024-04-04","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 권선구 금곡동 1081 호매실역 서희 스타힐스","경기도 수원시 권선구 금곡로 46, 523동 1302호 (금곡동, 호매실역 서희 스타힐스)","16385","우노스몰","2026-03-04 11:03:23","U","2026-03-06 02:40:00","수입","194577.417397656","418939.663116028","사료제조업","수입","0","000","0",
"17","사료제조업","02_04_05_P","3740000","374000003420070003","2007-08-20","","04","취소/말소/만료/정지/중지","0004","말소","","","","","031-206-8854","0","","경기도 수원시 영통구 영통동 998-4","경기도 수원시 영통구 반달로7번길 16 (영통동)","","(주)코리아플로라","2026-03-04 10:53:40","U","2026-03-06 02:40:00","수입","206527.053165779","416748.278403711","사료제조업","수입","0","L00","0",
"18","사료제조업","02_04_05_P","3740000","374000003420100007","2010-07-12","","04","취소/말소/만료/정지/중지","0004","말소","","","","","031-231-0066","0","","경기도 수원시 팔달구 인계동 990 삼호파크타워 522동","경기도 수원시 팔달구 장다리로195번길 15, 522동 (인계동,삼호파크타워 )","","(주)태산 CMI","2026-03-04 10:55:16","U","2026-03-06 02:40:00","수입","202064.40477281","418378.073782872","사료제조업","수입","0","000","0",
"19","사료제조업","02_04_05_P","3740000","374000003420140004","2014-05-30","","04","취소/말소/만료/정지/중지","0004","말소","","","","","031-214-0084","0","","경기도 수원시 영통구 원천동 552 이노플렉스 1동 610호","경기도 수원시 영통구 신원로 306, 1동 610호 (원천동, 이노플렉스)","16675","주식회사 드림바이오","2026-03-04 10:57:43","U","2026-03-06 02:40:00","수입","205402.657621328","417839.727063851","사료제조업","수입","0","L00","0",
"20","사료제조업","02_04_05_P","3740000","374000003420170003","2017-03-02","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 영통구 매탄동 1172-4 102호","경기도 수원시 영통구 매탄로37번길 11, 102호 (매탄동)","16546","리라로 펫(LILARO PET)","2026-03-04 10:44:31","U","2026-03-06 02:40:00","단미","203430.498174154","417043.849620337","사료제조업","단미","0","000","0",
"21","사료제조업","02_04_05_P","3740000","374000003420170011","2017-11-30","","04","취소/말소/만료/정지/중지","0004","말소","","","","","070-8977-5059","0","","경기도 수원시 권선구 곡반정동 548 권선신일유토빌 112동 B107호","경기도 수원시 권선구 동수원로146번길 281-25, 112동 B107호 (곡반정동, 권선신일유토빌)","16670","퍼피바게트","2026-03-04 11:00:23","U","2026-03-06 02:40:00","단미","202583.673673568","415360.147461226","사료제조업","단미","0","000","0",
"22","사료제조업","02_04_05_P","3740000","374000003420210014","2021-11-18","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 권선구 권선동 1240 현대아파트 상가동 108호","경기도 수원시 권선구 매탄로 11, 상가동 108호 (권선동, 현대아파트)","16550","꼼당","2026-03-04 11:00:46","U","2026-03-06 02:40:00","단미","203184.065707921","416820.596791578","사료제조업","단미","0","000","0",
"23","사료제조업","02_04_05_P","3740000","374000003420210010","2021-08-31","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 권선구 금곡동 1118-3","경기도 수원시 권선구 금곡로196번길 15, 커낼파크 110호 (금곡동)","16397","리잇","2026-03-04 11:07:51","U","2026-03-06 02:40:00","단미","195735.034431988","419010.268537411","사료제조업","단미","0","000","0",
"24","사료제조업","02_04_05_P","6440000","644000050220220062","2022-08-16","","01","영업/정상","0000","정상","","","","","","","","충청남도 천안시 서북구 불당동  1846번지 0호 불당호반써밋플레이스센터시티 113호","충청남도 천안시 서북구 불당25로 8, 113호(불당동, 불당호반써밋플레이스 센터시티)","","꼬르륵댕댕","2026-03-04 20:46:11","U","2026-03-06 02:40:00","사료제조업(단미)","209270.749318635","366885.316648061","사료제조업","","0","000","0",
"25","사료제조업","02_04_05_P","3740000","374000003420260004","2026-03-05","","01","영업/정상","0000","정상","","","","","","0","","경기도 수원시 팔달구 화서동 721-2","경기도 수원시 팔달구 일월로42번길 8-4, 1층 (화서동)","16422","멍마루","2026-03-05 15:57:45","I","2026-03-07 00:20:02","단미","198078.626448028","420522.592902844","사료제조업","단미","0","000","0",
"26","사료제조업","02_04_05_P","6270000","627000050220130007","2013-05-31","","01","영업/정상","0000","정상","","","","","0535738826","","","대구광역시 달서구 신당동  1893번지 대구드림파크 103호","대구광역시 달서구 성서공단북로 235, 103호 (신당동,대구드림파크)","","(주)코넴바이오","2026-03-05 15:28:17","U","2026-03-07 02:40:00","사료제조업(보조)","335334.429366382","261589.453297486","사료제조업","","0","L00","0",
"27","사료제조업","02_04_05_P","3740000","374000003420230009","2023-06-29","","04","취소/말소/만료/정지/중지","0004","말소","","","","","070-4213-7096","0","","경기도 수원시 장안구 율전동 414-33 2층","경기도 수원시 장안구 율전로64번길 16, 2층 (율전동)","16362","픽원커머스","2026-03-05 20:13:47","U","2026-03-07 02:40:00","수입","197024.929853321","421500.076530203","사료제조업","수입","0","000","0",
"28","사료제조업","02_04_05_P","6260000","626000050220230016","2023-04-12","","01","영업/정상","0000","정상","","","","","","","","부산광역시 동구 초량동  1169번지 1호 동아빌딩 401호","부산광역시 동구 중앙대로274번길 4, 4층 401호 (초량동)","48731","씨케이(CK)트레이딩","2026-03-05 10:52:05","U","2026-03-07 02:40:00","사료제조업(수입)","386199.486310653","182100.294558175","사료제조업","","0","000","0",
"29","사료제조업","02_04_05_P","3740000","374000003420240010","2024-05-14","","01","영업/정상","0000","정상","","","","","","0","","경기도 수원시 장안구 영화동 445-10 다원주택","경기도 수원시 장안구 팔달로199번길 15, 101호 (영화동, 다원주택)","16272","재화애견수제간식","2026-03-05 19:46:31","U","2026-03-07 02:40:00","단미","200586.366003177","420475.246943901","사료제조업","단미","0","000","0",
"30","사료제조업","02_04_05_P","3740000","374000003420170012","2017-12-14","","04","취소/말소/만료/정지/중지","0004","말소","","","","","031-212-7491","0","","경기도 수원시 영통구 이의동 1298-4","경기도 수원시 영통구 센트럴파크로128번길 94, 1층 (이의동)","16504","스페이스바이샤샤","2026-03-05 20:18:54","U","2026-03-07 02:40:00","단미","205032.253566502","421463.992593038","사료제조업","단미","0","000","0",
"31","사료제조업","02_04_05_P","3740000","374000003420180002","2018-02-14","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 장안구 조원동 519-111","경기도 수원시 장안구 송정로190번길 16, 2층 (조원동)","16287","RP무역","2026-03-05 20:24:49","U","2026-03-07 02:40:00","수입","201483.848459703","421835.208446131","사료제조업","수입","0","000","0",
"32","사료제조업","02_04_05_P","3740000","374000003420150004","2015-11-12","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 권선구 권선동 949","경기도 수원시 권선구 세지로140번길 12, 1층 (권선동)","16569","글램독스","2026-03-05 20:16:27","U","2026-03-07 02:40:00","단미","201795.703477695","417985.089620599","사료제조업","단미","0","000","0",
"33","사료제조업","02_04_05_P","3740000","374000003420170006","2017-07-19","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 권선구 호매실동 1414 호매실20단지(능실마을) 2002동 301호","경기도 수원시 권선구 호매실로166번길 70, 2002동 301호 (호매실동, 호매실20단지(능실마을))","16629","요세라코리아","2026-03-05 20:16:45","U","2026-03-07 02:40:00","수입","196482.263993586","417299.803753223","사료제조업","수입","0","000","0",
"34","사료제조업","02_04_05_P","3740000","374000003420170009","2017-09-29","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 장안구 정자동 45-38","경기도 수원시 장안구 수성로261번길 46-21, 1층 102호 (정자동)","16314","유니온 펫","2026-03-05 20:18:41","U","2026-03-07 02:40:00","단미","199994.571287492","421149.724584199","사료제조업","단미","0","000","0",
"35","사료제조업","02_04_05_P","3740000","374000003420190001","2019-01-16","","04","취소/말소/만료/정지/중지","0004","말소","","","","","031-896-8801","0","","경기도 수원시 영통구 이의동 1256-3 U-city 204호","경기도 수원시 영통구 대학3로4번길 7, U-city 2층 04호 (이의동)","16225","주식회사 정수사료","2026-03-05 20:14:30","U","2026-03-07 02:40:00","수입","203732.967200708","422005.79169121","사료제조업","수입","0","L00","0",
"36","사료제조업","02_04_05_P","3080000","308000003420200001","2020-04-07","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강북구 수유동 279-126 층","서울특별시 강북구 4.19로 8, 1층 (수유동)","01011","스낵몽","2026-03-05 21:51:10","U","2026-03-07 02:40:00","단미","201112.979509575","460649.252164988","사료제조업","단미","0","000","0",
"37","사료제조업","02_04_05_P","6260000","626000050220250033","2025-12-16","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 강서구 대저1동  3043번지 8호","부산광역시 강서구 경전철로188번길 125-11 (대저1동)","","제이와이펫푸드(주)","2026-03-05 16:45:41","U","2026-03-07 02:40:00","사료제조업(단미)","379074.805718082","190708.784798998","사료제조업","","0","000","0",
"38","사료제조업","02_04_05_P","3740000","374000003420200018","2020-10-22","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 권선구 고색동 374-19","경기도 수원시 권선구 고산로27번길 25, 1층 (고색동)","16650","부흥상회","2026-03-05 20:12:12","U","2026-03-07 02:40:00","단미","198185.190029401","416295.255431894","사료제조업","단미","0","000","0",
"39","사료제조업","02_04_05_P","3080000","308000003420220002","2022-06-07","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강북구 우이동 72-75","서울특별시 강북구 삼양로 526, 1층 (우이동)","01044","헤이 레몬","2026-03-05 21:50:09","U","2026-03-07 02:40:00","단미","201142.083018683","460836.299215417","사료제조업","단미","0","000","0",
"40","사료제조업","02_04_05_P","3740000","374000003420230017","2023-11-07","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","경기도 수원시 영통구 원천동 627 현대 테라타워 영통","경기도 수원시 영통구 신원로250번길 13, 현대 테라타워 영통 지하2층 G208호 (원천동)","16675","까까묵자","2026-03-05 20:13:05","U","2026-03-07 02:40:00","단미","205364.888863894","417331.067527829","사료제조업","단미","0","000","0",
