"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"11","의료법인","01_01_08_P","6530000","201864200001000001","2018-11-26","","01","영업/정상","BBBB","","","","","","0338139920","","","강원특별자치도 원주시 문막읍 문막리 304번지 0호","강원특별자치도 원주시 문막읍 문막시장1길 16-0","","의료법인와이의료재단","2026-04-03 00:00:00","U","2026-04-05 02:40:00","의료법인","272365.940089907","423177.951148618","","0","0","189","0","","","","","","0","0","","","0","",
"12","의료법인","01_01_08_P","6270000","200662700001000001","2006-01-11","","01","영업/정상","BBBB","","","","","","0537632000","","","대구광역시 수성구 지산동  1054번지 5호","대구광역시 수성구 동대구로 12 (지산동)","","의료법인 정목의료재단","2026-04-03 00:00:00","U","2026-04-05 02:40:00","의료법인","346682.865386337","260248.958087944","","0","0","184","0","","","","","","0","0","","","0","",
"13","의료법인","01_01_08_P","3050000","PHMA419953050034021400001","1995-05-24","","01","영업/정상","10","변경","","","","","","","130-813","서울특별시 동대문구 신설동 103번지 10호","서울특별시 동대문구 천호대로 20 (신설동)","130-812","의료법인 마리아의료재단","2026-04-03 16:01:55","U","2026-04-05 02:40:00","","202156.509173229","452453.201004356","","0","0","0","0","","","","","","0","0","","","0","",
"14","의료법인","01_01_08_P","6530000","201164200001000002","2011-06-27","","01","영업/정상","BBBB","","","","","","0334553131","","","강원특별자치도 철원군 동송읍 이평리 730번지 8호","강원특별자치도 철원군 동송읍 금학로157번길 23-17","","의료법인 하영의료재단","2026-04-04 00:00:00","U","2026-04-06 02:40:00","의료법인","219225.238872663","522044.742484309","","0","0","154","0","","","","","","0","0","","","0","",
"15","의료법인","01_01_08_P","6430000","200964300001000004","2009-09-24","","01","영업/정상","BBBB","","","","","","0438343900","","","충청북도 괴산군 괴산읍 서부리 752번지 2호","충청북도 괴산군 괴산읍 임꺽정로 116","","의료법인 대광의료재단","2026-04-04 00:00:00","U","2026-04-06 02:40:00","의료법인","269903.037846474","368505.72325436","","0","0","110","0","","","","","","0","0","","","0","",
"16","의료법인","01_01_08_P","6530000","200964200001000001","2009-04-13","","01","영업/정상","BBBB","","","","","","0335544717","","","강원특별자치도 삼척시 도계읍 심포리 197번지 6호","강원특별자치도 삼척시 도계읍 강원남부로 632","","의료법인 도경의료재단","2026-04-05 00:00:00","U","2026-04-07 02:40:00","의료법인","380673.482125389","410583.346035512","","0","0","80","0","","","","","","0","0","","","0","",
"17","의료법인","01_01_08_P","6530000","201064200001000002","2010-03-16","","01","영업/정상","BBBB","","","","","","0336398800","","","강원특별자치도 속초시 교동  669번지 1호","강원특별자치도 속초시 중앙로 11 (교동)","","의료법인 온세움의료재단","2026-04-05 00:00:00","U","2026-04-07 02:40:00","의료법인","338197.766804118","522865.442373193","","0","0","299","0","","","","","","0","0","","","0","",
"18","의료법인","01_01_08_P","6530000","201164200001000001","2011-06-27","","01","영업/정상","BBBB","","","","","","0333747575","","","강원특별자치도 영월군 영월읍 하송리 252번지 2호 푸른사랑병원 0동","강원특별자치도 영월군 영월읍 중앙로 10-0, 0동 푸른사랑병원층 (푸른사랑병원)","","의료법인 금석의료재단","2026-04-05 00:00:00","U","2026-04-07 02:40:00","의료법인","330015.564028515","410050.982404069","","0","0","46","0","","","","","","0","0","","","0","",
"19","의료법인","01_01_08_P","6530000","201264200001000004","2012-10-31","","01","영업/정상","BBBB","","","","","","0335300114","","","강원특별자치도 동해시 천곡동  884번지 0호 동해요양병원 0동 0호","강원특별자치도 동해시 중앙로 218-0, 0동 동해요양병원층 0호 (천곡동,동해요양병원)","","의료법인 기호의료재단","2026-04-05 00:00:00","U","2026-04-07 02:40:00","의료법인","386974.192783286","448557.45116627","","0","0","624","0","","","","","","0","0","","","0","",
"20","의료법인","01_01_08_P","6530000","199264200001000001","1992-12-31","","01","영업/정상","BBBB","","","","","","0336490100","","","강원특별자치도 강릉시 옥천동  286번지 6호","강원특별자치도 강릉시 옥가로 30 (옥천동)","","의산의료재단","2026-04-05 00:00:00","U","2026-04-07 02:40:00","의료법인","367350.283573308","474653.814138023","","0","0","120","0","","","","","","0","0","","","0","",
"21","의료법인","01_01_08_P","6530000","201564200001000001","2015-04-09","","01","영업/정상","BBBB","","","","","","","","","","강원특별자치도 평창군 봉평면 기풍로 199","","의료법인 유안의료재단","2026-04-05 00:00:00","U","2026-04-07 02:40:00","의료법인","321414.822893207","458363.631656906","","0","0","50","0","","","","","","0","0","","","0","",
"22","의료법인","01_01_08_P","6530000","200464200001000001","2005-05-30","","01","영업/정상","BBBB","","","","","","0336421100","","","강원특별자치도 강릉시 옥천동  326번지","강원특별자치도 강릉시 용지로 129 (옥천동)","","의료법인아나의료재단","2026-04-05 00:00:00","U","2026-04-07 02:40:00","의료법인","367629.928350308","474812.329131094","","0","0","202","0","","","","","","0","0","","","0","",
"23","의료법인","01_01_08_P","6530000","201764200001000001","2017-11-23","","01","영업/정상","BBBB","","","","","","","","","강원특별자치도 속초시 교동  977번지 25호","강원특별자치도 속초시 온천로 291-0 (교동)","","의료법인 신의의료재단","2026-04-05 00:00:00","U","2026-04-07 02:40:00","의료법인","337836.052479028","522299.520965202","","0","0","151","0","","","","","","0","0","","","0","",
"24","의료법인","01_01_08_P","6530000","201964200001000001","2019-11-19","","01","영업/정상","BBBB","","","","","","0335338275","","","강원특별자치도 동해시 천곡동  888번지 0호 한마음병원","강원특별자치도 동해시 중앙로 210-0, 한마음병원층 (천곡동,한마음병원)","","의료법인 해솔의료재단","2026-04-05 00:00:00","U","2026-04-07 02:40:00","의료법인","386995.199984986","448481.419892167","","0","0","109","0","","","","","","0","0","","","0","",
"25","의료법인","01_01_08_P","6530000","198164200001000003","1981-08-06","","01","영업/정상","BBBB","","","","","","0336516161","","","강원특별자치도 강릉시 포남동  1085번지 1호 동인병원 0동","강원특별자치도 강릉시 강릉대로419번길 42-0, 0동 동인병원층 (포남동,동인병원)","","의료법인 강릉동인병원","2026-04-05 00:00:00","U","2026-04-07 02:40:00","의료법인","367907.742253301","476277.486798588","","0","0","443","0","","","","","","0","0","","","0","",
"26","의료법인","01_01_08_P","6530000","201964200001000002","2019-12-23","","01","영업/정상","BBBB","","","","","","0335923121","","","강원특별자치도 정선군 사북읍 사북리 305번지 16호 정선군립병원","강원특별자치도 정선군 사북읍 지장천로 727-0, 정선군립병원층 (정선군립병원)","","재단법인 정선의료재단","2026-04-05 00:00:00","U","2026-04-07 02:40:00","재단법인","362023.877879962","415331.483541067","","0","0","30","0","","","","","","0","0","","","0","",
"27","의료법인","01_01_08_P","6530000","200164200001000004","2001-10-25","","01","영업/정상","BBBB","","","","","","0334823001","","","강원특별자치도 양구군 양구읍 상리 256번지 9호","강원특별자치도 양구군 양구읍 중심로 160","","성심의료재단","2026-04-05 00:00:00","U","2026-04-07 02:40:00","의료법인","286872.070865377","511751.83541539","","0","0","65","0","","","","","","0","0","","","0","",
"28","의료법인","01_01_08_P","6530000","200064200001000001","2000-04-04","","01","영업/정상","BBBB","","","","","","0335631911","","","강원특별자치도 정선군 정선읍 봉양리 390번지 11호","강원특별자치도 정선군 정선읍 비봉로 53","","벧엘의료재단","2026-04-05 00:00:00","U","2026-04-07 02:40:00","의료법인","347326.26760385","432331.809061914","","0","0","0","0","","","","","","0","0","","","0","",
"29","의료법인","01_01_08_P","6530000","198964200001000001","1989-09-09","","01","영업/정상","BBBB","","","","","","0338547114","","","강원특별자치도 양구군 양구읍 정림리 188번지 3호","강원특별자치도 양구군 양구읍 양구새싹로 7-7","","희정의료재단","2026-04-05 00:00:00","U","2026-04-07 02:40:00","의료법인","286428.645589124","511504.251536348","","0","0","60","0","","","","","","0","0","","","0","",
