번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업무구분명,상세업무구분명,권리주체일련번호,총직원수,Unnamed: 32,record_key
114,동물약국,02_03_02_P,3700000,370000001120260002,2026-02-11,,1,영업/정상,0,정상,,,,,052-258-6821,,,울산광역시 남구 신정동 1233-7,울산광역시 남구 삼산로 8 (신정동),44730,조은약국,2026-02-11 14:06:29,I,2026-02-13 00:20:38,,409349.898389904,228297.985487498,동물약국,,000,0,,조은약국_울산광역시남구신정동1233-7
115,동물약국,02_03_02_P,4520000,452000001120260004,2026-02-11,,1,영업/정상,0,정상,,,,,,,,충청남도 아산시 배방읍 장재리 1782 미유빌딩 제지1층 101호,"충청남도 아산시 배방읍 고속철대로 69, 미유빌딩 제지1층 101호",31470,치유약국,2026-02-11 17:05:13,I,2026-02-13 00:20:38,,209536.776799444,365463.110659166,동물약국,,000,0,,치유약국_충청남도아산시배방읍장재리1782미유빌딩제지1층101호
109,동물약국,02_03_02_P,3020000,302000001120260004,2026-02-10,,1,영업/정상,0,정상,,,,,027156083,,,서울특별시 용산구 용문동 41-2 경인약국,"서울특별시 용산구 새창로14길 50, 경인약국 (용문동)",04356,경인약국,2026-02-10 13:31:46,I,2026-02-12 00:20:02,,196346.747418612,448347.230300053,동물약국,,000,0,,경인약국_서울특별시용산구용문동41-2경인약국
104,동물약국,02_03_02_P,3490000,349000001120260002,2026-02-10,,1,영업/정상,0,정상,,,,,,,,인천광역시 중구 중산동 1875-3,"인천광역시 중구 하늘달빛로 94, 113호 (중산동)",22402,영종길온누리약국,2026-02-10 13:13:35,I,2026-02-12 00:20:02,,160792.572558199,442883.033748172,동물약국,,000,0,,영종길온누리약국_인천광역시중구중산동1875-3
103,동물약국,02_03_02_P,4010000,401000001120260003,2026-02-10,,1,영업/정상,0,정상,,,,,,,,경기도 시흥시 목감동 407 M 테라스,"경기도 시흥시 솔고개길 4-3, M 테라스 112호 (목감동)",14985,시흥약국,2026-02-10 10:07:51,I,2026-02-12 00:20:02,,187662.883248269,431192.704170737,동물약국,,000,0,,시흥약국_경기도시흥시목감동407M테라스
106,동물약국,02_03_02_P,4490000,566000001120260003,2026-02-10,,1,영업/정상,0,정상,,,,,,,,충청남도 천안시 서북구 불당동 727,"충청남도 천안시 서북구 번영로 100, 109호,110호 (불당동)",31163,불당센트럴약국,2026-02-10 14:32:41,I,2026-02-12 00:20:02,,209613.172421654,367649.092728018,동물약국,,000,0,,불당센트럴약국_충청남도천안시서북구불당동727
107,동물약국,02_03_02_P,5370000,537000001120260002,2026-02-10,,1,영업/정상,0,정상,,,,,,,,경상남도 거제시 고현동 970-2 우형빌딩 104호,"경상남도 거제시 서문로5길 6, 우형빌딩 104호 (고현동)",53252,고현서울약국,2026-02-10 14:25:16,I,2026-02-12 00:20:02,,348113.819569219,155705.850872118,동물약국,,000,0,,고현서울약국_경상남도거제시고현동970-2우형빌딩104호
108,동물약국,02_03_02_P,5080000,508000001120260002,2026-02-10,,1,영업/정상,0,정상,,,,,,990.17,,경상북도 구미시 진평동 29-6 초석빌딩,"경상북도 구미시 인동26길 22, 초석빌딩 1층 (진평동)",39408,매일25시약국,2026-02-10 09:00:33,I,2026-02-12 00:20:02,,328482.995729941,289242.314755961,동물약국,,000,0,,매일25시약국_경상북도구미시진평동29-6초석빌딩
105,동물약국,02_03_02_P,5580000,558000001120260001,2026-02-10,,1,영업/정상,0,정상,,,,,042-841-8857,,,충청남도 계룡시 금암동 163-1 천마빌딩,"충청남도 계룡시 장안로 59-3, 천마빌딩 103호 (금암동)",32826,참조은약국,2026-02-10 11:21:52,I,2026-02-12 00:20:02,,222440.162450552,308002.690224818,동물약국,,000,0,,참조은약국_충청남도계룡시금암동163-1천마빌딩
150,동물약국,02_03_02_P,4040000,404000001120260001,2026-02-10,,1,영업/정상,0,정상,,,,,,0.0,,경기도 하남시 감이동 512 현대타워,"경기도 하남시 감일백제로 169, 현대타워 1층 115,116호 (감이동)",13003,감일드림약국,2026-02-12 14:25:32,U,2026-02-14 02:40:00,,213626.321165845,445022.753828606,동물약국,,000,0,,감일드림약국_경기도하남시감이동512현대타워
84,동물약국,02_03_02_P,3480000,348000001120260002,2026-02-09,,1,영업/정상,0,정상,,,,,053-616-3737,,,대구광역시 달성군 현풍읍 하리 76,대구광역시 달성군 현풍읍 비슬로130길 97,43003,행복한약국,2026-02-09 13:26:28,I,2026-02-11 00:20:41,,330544.959971131,244885.917703746,동물약국,,000,0,,행복한약국_대구광역시달성군현풍읍하리76
85,동물약국,02_03_02_P,6520000,652000001120260001,2026-02-09,,1,영업/정상,0,정상,,,,,,,,제주특별자치도 서귀포시 안덕면 서광리 산 24,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, HB1-28",63522,황금약국,2026-02-09 09:09:15,I,2026-02-11 00:20:41,,136356.94232239,-20780.8074935676,동물약국,,000,0,,황금약국_제주특별자치도서귀포시안덕면서광리산24
86,동물약국,02_03_02_P,5700000,570000001120260002,2026-02-09,,1,영업/정상,0,정상,,,,,,,,경기도 여주시 가남읍 신해리 638,경기도 여주시 가남읍 경충대로 1473-7,12655,매머드약국,2026-02-09 08:21:33,I,2026-02-11 00:20:41,,247404.384409705,412652.52022909,동물약국,,000,0,,매머드약국_경기도여주시가남읍신해리638
87,동물약국,02_03_02_P,3230000,323000001120260003,2026-02-09,,1,영업/정상,0,정상,,,,,,,,서울특별시 송파구 장지동 884 위례2차아이파크 B동 207호,"서울특별시 송파구 위례광장로 230, B동 207호 (장지동, 위례2차아이파크)",05849,아이파크약국,2026-02-09 17:29:26,I,2026-02-11 00:20:41,,212641.295329373,441934.252100339,동물약국,,000,0,,아이파크약국_서울특별시송파구장지동884위례2차아이파크B동207호
88,동물약국,02_03_02_P,5130000,513000001120260002,2026-02-09,,1,영업/정상,0,정상,,,,,,,,경상북도 경산시 진량읍 봉회리 71-1,경상북도 경산시 진량읍 봉황길 29,38450,새삼주약국,2026-02-09 14:59:31,I,2026-02-11 00:20:41,,364490.88406221,266546.481950727,동물약국,,000,0,,새삼주약국_경상북도경산시진량읍봉회리71-1
89,동물약국,02_03_02_P,4050000,563000001120260002,2026-02-09,,1,영업/정상,0,정상,,,,,,,,경기도 용인시 기흥구 보라동 555,경기도 용인시 기흥구 사은로126번길 25 (보라동),17079,보라시민약국,2026-02-09 13:10:44,I,2026-02-11 00:20:41,,210567.849202969,416906.338894804,동물약국,,000,0,,보라시민약국_경기도용인시기흥구보라동555
90,동물약국,02_03_02_P,3390000,339000001120260001,2026-02-09,,1,영업/정상,0,정상,,,,,,,,부산광역시 사상구 엄궁동 690 롯데마트 사상점,"부산광역시 사상구 낙동대로 733, 롯데마트 사상점 3층 (엄궁동)",47032,메가 자이언트,2026-02-09 13:12:44,I,2026-02-11 00:20:41,,379352.805619145,182712.079140728,동물약국,,000,0,,메가자이언트_부산광역시사상구엄궁동690롯데마트사상점
83,동물약국,02_03_02_P,3780000,378000001120260005,2026-02-09,,1,영업/정상,0,정상,,,,,,,,경기도 성남시 분당구 수내동 19-2 그린프라자빌딩,"경기도 성남시 분당구 백현로101번길 20, 그린프라자빌딩 1층 102호 (수내동)",13595,참약사수내튼튼약국,2026-02-09 14:33:04,I,2026-02-11 00:20:41,,209944.170274259,430582.126593785,동물약국,,000,0,,참약사수내튼튼약국_경기도성남시분당구수내동19-2그린프라자빌딩
74,동물약국,02_03_02_P,3680000,368000001120260001,2026-02-06,,1,영업/정상,0,정상,,,,,0429317570,,,대전광역시 대덕구 덕암동 10-6 (주)하늘과땅,"대전광역시 대덕구 덕암로265번길 25, (주)하늘과땅 (덕암동)",34330,영화약국,2026-02-06 09:02:45,I,2026-02-08 00:20:01,,237972.368997333,327137.453301094,동물약국,,000,0,,영화약국_대전광역시대덕구덕암동10-6(주)하늘과땅
75,동물약국,02_03_02_P,3290000,329000001120260003,2026-02-06,,1,영업/정상,0,정상,,,,,,,,부산광역시 부산진구 부전동 262-14,부산광역시 부산진구 새싹로14번길 14 (부전동),47254,부전 신신약국,2026-02-06 17:01:19,I,2026-02-08 00:20:01,,387502.193407594,186419.186053557,동물약국,,000,0,,부전신신약국_부산광역시부산진구부전동262-14
80,동물약국,02_03_02_P,3130000,313000001120260005,2026-02-06,,1,영업/정상,0,정상,,,,,,,,서울특별시 마포구 상암동 1684 월드프라자,"서울특별시 마포구 상암산로1길 73, 월드프라자 103호 (상암동)",03905,메디팜상암약국,2026-02-06 10:33:26,I,2026-02-08 00:20:01,,189611.288903747,453102.501535521,동물약국,,000,0,,메디팜상암약국_서울특별시마포구상암동1684월드프라자
76,동물약국,02_03_02_P,3630000,363000001120260001,2026-02-06,,1,영업/정상,0,정상,,,,,062-452-0317,0.0,,광주광역시 광산구 우산동 1582-1,광주광역시 광산구 사암로 211 (우산동),62359,건강약국,2026-02-06 09:28:10,I,2026-02-08 00:20:01,,182433.427811002,184931.108855947,동물약국,,000,0,,건강약국_광주광역시광산구우산동1582-1
77,동물약국,02_03_02_P,4820000,482000001120260002,2026-02-06,,1,영업/정상,0,정상,,,,,061-753-3334,,,전라남도 순천시 행동 32-1,"전라남도 순천시 호남길 3, 1층 (행동)",57941,세명약국,2026-02-06 15:55:44,I,2026-02-08 00:20:01,,244103.293868401,162113.226634087,동물약국,,000,0,,세명약국_전라남도순천시행동32-1
78,동물약국,02_03_02_P,3040000,304000001120260002,2026-02-06,,1,영업/정상,0,정상,,,,,,,,서울특별시 광진구 자양동 8-3 상록빌딩,"서울특별시 광진구 아차산로 208, 상록빌딩 1층 3호 (자양동)",05072,참약사도담약국,2026-02-06 09:53:27,I,2026-02-08 00:20:01,,205804.747421072,448755.939202523,동물약국,,000,0,,참약사도담약국_서울특별시광진구자양동8-3상록빌딩
79,동물약국,02_03_02_P,3060000,306000001120260002,2026-02-06,,1,영업/정상,0,정상,,,,,,,,서울특별시 중랑구 망우동 598 신내역 힐데스하임 아파트 511동 지하105호,"서울특별시 중랑구 봉화산로 301, 511동 지하1층 105호 (망우동, 신내역 힐데스하임 아파트)",02057,포레스트약국,2026-02-06 13:46:28,I,2026-02-08 00:20:01,,209260.893826078,456404.206110095,동물약국,,000,0,,포레스트약국_서울특별시중랑구망우동598신내역힐데스하임아파트511동지하105호
73,동물약국,02_03_02_P,6510000,651000001120260004,2026-02-06,,1,영업/정상,0,정상,,,,,,,,제주특별자치도 제주시 아라일동 1594-2,"제주특별자치도 제주시 아연로 603, 1층 (아라일동)",63236,포도약국,2026-02-06 16:52:32,I,2026-02-08 00:20:01,,157497.290260411,-1976.34191034625,동물약국,,000,0,,포도약국_제주특별자치도제주시아라일동1594-2
55,동물약국,02_03_02_P,5710000,571000001120260004,2026-02-05,,1,영업/정상,0,정상,,,,,,,,충청북도 청주시 청원구 주중동 195-1,충청북도 청주시 청원구 2순환로 276-1 (주중동),28308,메가타운약국,2026-02-05 16:44:37,I,2026-02-07 00:20:02,,243694.860030635,352908.360314348,동물약국,,000,0,,메가타운약국_충청북도청주시청원구주중동195-1
61,동물약국,02_03_02_P,4550000,455000001120260001,2026-02-05,,1,영업/정상,0,정상,,,,,,,,충청남도 금산군 금산읍 중도리 56-9 금산종로약국,"충청남도 금산군 금산읍 비단로 184, 금산종로약국",32738,금산종로약국,2026-02-05 16:13:43,I,2026-02-07 00:20:02,,244652.994685819,289383.721923846,동물약국,,000,0,,금산종로약국_충청남도금산군금산읍중도리56-9금산종로약국
57,동물약국,02_03_02_P,4030000,403000001120260001,2026-02-05,,1,영업/정상,0,정상,,,,,,,,경기도 의왕시 포일동 539-10 삼우상가,"경기도 의왕시 포일로 81, 삼우상가 1층 109호 (포일동)",16018,해든현송약국,2026-02-05 09:49:11,I,2026-02-07 00:20:02,,198281.793435316,432159.158801914,동물약국,,000,0,,해든현송약국_경기도의왕시포일동539-10삼우상가
56,동물약국,02_03_02_P,3180000,318000001120260005,2026-02-05,,1,영업/정상,0,정상,,,,,02-303-9519,,,서울특별시 영등포구 여의도동 44-5 111호,"서울특별시 영등포구 여의대방로69길 19, 지하1층 111호 (여의도동)",07333,파인루체온누리약국,2026-02-05 09:27:03,I,2026-02-07 00:20:02,,193781.852246267,446488.190917868,동물약국,,000,0,,파인루체온누리약국_서울특별시영등포구여의도동44-5111호
31,동물약국,02_03_02_P,3780000,378000001120260004,2026-02-04,,1,영업/정상,0,정상,,,,,,,,경기도 성남시 중원구 성남동 2509 대연빌딩,"경기도 성남시 중원구 광명로 120, 대연빌딩 1층 (성남동)",13361,휴베이스비타민약국,2026-02-04 17:19:33,I,2026-02-06 00:20:02,,212482.030168928,437144.61777695,동물약국,,000,0,,휴베이스비타민약국_경기도성남시중원구성남동2509대연빌딩
28,동물약국,02_03_02_P,3070000,307000001120260002,2026-02-04,,1,영업/정상,0,정상,,,,,,,,서울특별시 성북구 동소문동4가 75 흥화브라운 동소문빌딩,"서울특별시 성북구 동소문로 43, 흥화브라운 동소문빌딩 1층 (동소문동4가)",02832,매일행복약국,2026-02-04 15:41:36,I,2026-02-06 00:20:02,,200820.261137542,454256.676715286,동물약국,,000,0,,매일행복약국_서울특별시성북구동소문동4가75흥화브라운동소문빌딩
60,동물약국,02_03_02_P,3220000,322000001120260007,2026-02-04,,1,영업/정상,0,정상,,,,,,,,서울특별시 강남구 대치동 889-72 선릉 MT 빌딩,"서울특별시 강남구 선릉로86길 17, 선릉 MT 빌딩 102호 (대치동)",06192,테헤란건강약국,2026-02-04 13:25:48,I,2026-02-07 00:20:02,,204446.310610522,444593.146154758,동물약국,,000,0,,테헤란건강약국_서울특별시강남구대치동889-72선릉MT빌딩
59,동물약국,02_03_02_P,3220000,322000001120260006,2026-02-04,,1,영업/정상,0,정상,,,,,,,,서울특별시 강남구 일원동 684-5 대훈빌딩,"서울특별시 강남구 일원로 45, 대훈빌딩 1층 (일원동)",06343,무지개삼성약국,2026-02-04 13:08:05,I,2026-02-07 00:20:02,,207141.700774416,443082.75805221,동물약국,,000,0,,무지개삼성약국_서울특별시강남구일원동684-5대훈빌딩
38,동물약국,02_03_02_P,5530000,553000001120260009,2026-02-04,,1,영업/정상,0,정상,,,,,,,,경기도 화성시 효행구 봉담읍 왕림리 103,"경기도 화성시 효행구 봉담읍 삼천병마로 1013, 1동",18332,화성백화점대형약국,2026-02-04 09:51:34,I,2026-02-06 00:20:02,,194573.753392684,410692.264520368,동물약국,,000,0,,화성백화점대형약국_경기도화성시효행구봉담읍왕림리103
37,동물약국,02_03_02_P,3050000,305000001120260005,2026-02-04,,1,영업/정상,0,정상,,,,,02-968-1011,,,서울특별시 동대문구 청량리동 40-16,"서울특별시 동대문구 왕산로45길 8, 1층 (청량리동)",02488,후문약국,2026-02-04 10:03:58,I,2026-02-06 00:20:02,,204302.908830289,453544.486124736,동물약국,,000,0,,후문약국_서울특별시동대문구청량리동40-16
41,동물약국,02_03_02_P,4191000,419100001120260003,2026-02-04,,1,영업/정상,0,정상,,,,,033-813-2617,78.44,,강원특별자치도 원주시 무실동 1857-2 법조타워,"강원특별자치도 원주시 능라동길 63, 법조타워 107호 (무실동)",26392,비타민약국,2026-02-04 15:11:17,I,2026-02-06 00:20:02,,282437.807220583,426154.817544334,동물약국,,000,0,,비타민약국_강원특별자치도원주시무실동1857-2법조타워
39,동물약국,02_03_02_P,3020000,302000001120260003,2026-02-04,,1,영업/정상,0,정상,,,,,0220782930,0.0,,서울특별시 용산구 한강로3가 16-9 전자랜드,"서울특별시 용산구 청파로 74, 전자랜드 116호 (한강로3가)",04372,메디킹덤약국,2026-02-04 16:12:16,I,2026-02-06 00:20:02,,196370.746398773,447841.698787531,동물약국,,000,0,,메디킹덤약국_서울특별시용산구한강로3가16-9전자랜드
42,동물약국,02_03_02_P,4181000,418100001120260003,2026-02-04,,1,영업/정상,0,정상,,,,,033-262-9328,,,강원특별자치도 춘천시 신동면 증리 715-7,강원특별자치도 춘천시 신동면 김유정로 1634,24412,남춘천대형약국,2026-02-04 11:22:37,I,2026-02-06 00:20:02,,264119.522154871,481446.000583604,동물약국,,000,0,,남춘천대형약국_강원특별자치도춘천시신동면증리715-7
43,동물약국,02_03_02_P,3300000,330000001120260001,2026-02-03,,1,영업/정상,0,정상,,,,,0515526100,,,부산광역시 동래구 수안동 182 성완 세띠앙,"부산광역시 동래구 충렬대로238번길 7 (수안동, 성완 세띠앙)",47877,신성약국,2026-02-03 13:44:54,I,2026-02-06 00:20:02,,389852.38719487,191077.466795013,동물약국,,000,0,,신성약국_부산광역시동래구수안동182성완세띠앙
26,동물약국,02_03_02_P,3040000,304000001120260001,2026-02-03,,1,영업/정상,0,정상,,,,,,,,서울특별시 광진구 중곡동 93-13 백악관타워,"서울특별시 광진구 천호대로 643, 1층 2호 (중곡동, 백악관타워)",04953,아차산천사약국,2026-02-03 09:31:33,I,2026-02-06 00:20:02,,207803.437100953,450163.257978009,동물약국,,000,0,,아차산천사약국_서울특별시광진구중곡동93-13백악관타워
27,동물약국,02_03_02_P,3230000,323000001120260002,2026-02-03,,1,영업/정상,0,정상,,,,,,,,서울특별시 송파구 풍납동 497 A동 1층 101호,"서울특별시 송파구 올림픽로 577, A동 1층 101호 (풍납동)",05520,풍납제일약국,2026-02-03 17:40:04,I,2026-02-06 00:20:02,,210637.134120319,447914.521145312,동물약국,,000,0,,풍납제일약국_서울특별시송파구풍납동497A동1층101호
62,동물약국,02_03_02_P,3100000,310000001120260004,2026-02-03,,4,취소/말소/만료/정지/중지,4,말소,,,,,,0.0,,서울특별시 노원구 공릉동 109 비선상가 103호,"서울특별시 노원구 화랑로51길 78, 103호 (공릉동, 비선아파트)",01799,딸기약국,2026-02-05 13:29:04,I,2026-02-07 00:20:02,,207642.144523897,458161.832815426,동물약국,,000,0,,딸기약국_서울특별시노원구공릉동109비선상가103호
40,동물약국,02_03_02_P,3010000,301000001120260003,2026-02-03,,1,영업/정상,0,정상,,,,,0507-1413-3481,,,서울특별시 중구 명동2가 51-18,"서울특별시 중구 명동8길 18, 1층 외 1개소 (명동2가)",04536,명동베리뉴약국,2026-02-03 09:03:00,I,2026-02-06 00:20:02,,198564.909644852,451181.843485339,동물약국,,000,0,,명동베리뉴약국_서울특별시중구명동2가51-18
33,동물약국,02_03_02_P,6510000,651000001120260002,2026-02-03,,1,영업/정상,0,정상,,,,,,,,제주특별자치도 제주시 삼양이동 2300-9 삼화빌딩,"제주특별자치도 제주시 화삼북로 63, 삼화빌딩 1층 102호 (삼양이동)",63322,푸른약국,2026-02-03 15:24:26,I,2026-02-06 00:20:02,,160892.909001765,2419.97232927071,동물약국,,000,0,,푸른약국_제주특별자치도제주시삼양이동2300-9삼화빌딩
58,동물약국,02_03_02_P,5670000,567000001120260003,2026-02-03,,1,영업/정상,0,정상,,,,,,,,경상남도 창원시 진해구 자은동 143-1,"경상남도 창원시 진해구 장복대로 171, 다온빌딩 104호 (자은동)",51593,건강약국,2026-02-03 14:27:00,I,2026-02-07 00:20:02,,355989.583845141,185340.131413016,동물약국,,000,0,,건강약국_경상남도창원시진해구자은동143-1
44,동물약국,02_03_02_P,4520000,452000001120260002,2026-02-03,,1,영업/정상,0,정상,,,,,,0.0,,충청남도 아산시 모종동 565-10,"충청남도 아산시 번영로 214, 101호 (모종동)",31521,아산대형약국,2026-02-03 13:08:32,I,2026-02-06 00:20:02,,201193.235991313,364754.610573116,동물약국,,000,0,,아산대형약국_충청남도아산시모종동565-10
45,동물약국,02_03_02_P,4520000,452000001120260003,2026-02-03,,1,영업/정상,0,정상,,,,,,,,충청남도 아산시 탕정면 매곡리 1210,"충청남도 아산시 탕정면 한들물빛6로 32, 106동-107동",31465,탕정힘찬약국,2026-02-03 11:47:48,I,2026-02-06 00:20:02,,207658.002455162,365195.163302908,동물약국,,000,0,,탕정힘찬약국_충청남도아산시탕정면매곡리1210
54,동물약국,02_03_02_P,3150000,315000001120260004,2026-02-03,,1,영업/정상,0,정상,,,,,,,,서울특별시 강서구 마곡동 739-3 에스비타운,"서울특별시 강서구 마곡중앙5로 81, 에스비타운 107,108호 (마곡동)",07599,마곡메디칼약국,2026-02-03 14:08:24,I,2026-02-07 00:20:02,,183902.043509212,451664.251457054,동물약국,,000,0,,마곡메디칼약국_서울특별시강서구마곡동739-3에스비타운
29,동물약국,02_03_02_P,3550000,355000001120260002,2026-02-03,,1,영업/정상,0,정상,,,,,,,,"인천광역시 계양구 계산동 918-6 인평프라자 6,7호","인천광역시 계양구 경명대로 1115, 인평프라자 106,107호 (계산동)",21030,365햇살약국,2026-02-03 18:38:59,I,2026-02-06 00:20:02,,176137.852610443,449065.153215463,동물약국,,000,0,,"365햇살약국_인천광역시계양구계산동918-6인평프라자6,7호"
30,동물약국,02_03_02_P,3780000,378000001120260003,2026-02-03,,1,영업/정상,0,정상,,,,,,,,경기도 성남시 수정구 고등동 593-6,"경기도 성남시 수정구 청계산로 689, 1층 103호 (고등동)",13105,별약국,2026-02-03 14:49:59,I,2026-02-06 00:20:02,,208324.664569686,436154.264894236,동물약국,,000,0,,별약국_경기도성남시수정구고등동593-6
35,동물약국,02_03_02_P,3050000,305000001120260003,2026-02-03,,1,영업/정상,0,정상,,,,,0507-1358-6911,,,서울특별시 동대문구 전농동 295-410,"서울특별시 동대문구 전농로 126, 102호 (전농동)",02531,베스트약국,2026-02-03 14:29:48,I,2026-02-06 00:20:02,,205059.607130198,452671.291805888,동물약국,,000,0,,베스트약국_서울특별시동대문구전농동295-410
32,동물약국,02_03_02_P,3170000,317000001120260003,2026-02-03,,1,영업/정상,0,정상,,,,,02-802-8788,,,서울특별시 금천구 시흥동 954-10,"서울특별시 금천구 시흥대로26길 9, 1층 (시흥동)",08652,다보약국,2026-02-03 09:41:33,I,2026-02-06 00:20:02,,191459.522639876,437752.098773321,동물약국,,F00,0,,다보약국_서울특별시금천구시흥동954-10
36,동물약국,02_03_02_P,3050000,305000001120260004,2026-02-03,,1,영업/정상,0,정상,,,,,,,,서울특별시 동대문구 이문동 149-8,"서울특별시 동대문구 이문로 120, 이문아이파크자이 상가동 2층 A224호 (이문동)",02418,바로약국,2026-02-03 14:41:39,I,2026-02-06 00:20:02,,205541.211931615,455132.605075423,동물약국,,000,0,,바로약국_서울특별시동대문구이문동149-8
2,동물약국,02_03_02_P,3900000,390000001120260004,2026-02-02,,1,영업/정상,0,정상,,,,,02-2612-2342,,,"경기도 광명시 철산동 484-5 일청빌딩 1동 9, 10호","경기도 광명시 오리로 857, 일청빌딩 1동 9, 10호 (철산동)",14250,철산약국,2026-02-02 11:08:54,I,2026-02-04 00:20:02,,188097.706266613,441420.597996993,동물약국,,000,0,,"철산약국_경기도광명시철산동484-5일청빌딩1동9,10호"
