번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),법인구분명,구분명,Unnamed: 30,record_key
516,유료직업소개소,11_50_02_P,3240000,2026324028914500002,2026-02-25,,1,영업/정상,20,영업중,,,,,,,,서울특별시 강동구 성내동 610 힐스테이트 천호역 젠트리스,"서울특별시 강동구 천호대로 1024, 힐스테이트 천호역 젠트리스 제B동 10층 1010호 (성내동)",05378,주식회사 인사이드앤써,2026-02-25 11:20:04,I,2026-02-27 00:20:02,,,,법인,유료,,주식회사인사이드앤써_서울특별시강동구성내동610힐스테이트천호역젠트리스
509,유료직업소개소,11_50_02_P,3390000,2026339010914500001,2026-02-25,,1,영업/정상,20,영업중,,,,,,,,부산광역시 사상구 주례동 52-15,"부산광역시 사상구 가야대로 401, 2층 (주례동)",47005,고고인력,2026-02-25 17:56:06,I,2026-02-27 00:20:02,,383670.898726649,185506.612779317,개인,유료,,고고인력_부산광역시사상구주례동52-15
510,유료직업소개소,11_50_02_P,5530000,2026575000714500001,2026-02-25,,1,영업/정상,20,영업중,,,,,,,,경기도 화성시 효행구 비봉면 자안리 570-1,경기도 화성시 효행구 비봉면 푸른들판로1125번길 22-9,18293,유원아트,2026-02-25 08:55:05,I,2026-02-27 00:20:02,,188504.834862219,411299.167878567,개인,유료,,유원아트_경기도화성시효행구비봉면자안리570-1
517,유료직업소개소,11_50_02_P,3620000,2026362026314500002,2026-02-25,,1,영업/정상,20,영업중,,,,,,,,광주광역시 북구 동림동 37-10 삼호가든아파트,"광주광역시 북구 북문대로 235, 109동 104호 (동림동, 삼호가든아파트)",61265,참조은간병인센터,2026-02-25 08:51:48,I,2026-02-27 00:20:02,,187671.833957126,187452.467798146,개인,유료,,참조은간병인센터_광주광역시북구동림동37-10삼호가든아파트
512,유료직업소개소,11_50_02_P,5710000,2026573002314500001,2026-02-25,,1,영업/정상,20,영업중,,,,,,,,충청북도 청주시 흥덕구 오송읍 연제리 660-2 청주 SB플라자,"충청북도 청주시 흥덕구 오송읍 오송생명1로 194-25, 청주 SB플라자 3층 에이-13호",28160,(주)씨디알아이,2026-02-25 10:52:46,I,2026-02-27 00:20:02,,229065.138651001,348362.009579036,법인,유료,,(주)씨디알아이_충청북도청주시흥덕구오송읍연제리660-2청주SB플라자
518,유료직업소개소,11_50_02_P,3600000,2026360023114500003,2026-02-25,,1,영업/정상,20,영업중,,,,,,,,광주광역시 서구 치평동 1190-1,"광주광역시 서구 시청서편로8번길 4, 102호 (치평동)",61944,치유,2026-02-25 11:31:47,I,2026-02-27 00:20:02,,185889.698184607,184489.416364132,개인,유료,,치유_광주광역시서구치평동1190-1
513,유료직업소개소,11_50_02_P,5100000,2026510023714500005,2026-02-25,,1,영업/정상,20,영업중,,,,,,,,경상북도 영천시 대창면 대창리 1038-1,"경상북도 영천시 대창면 금창로 676, 2층",38911,대창 직업소개소,2026-02-25 11:20:25,I,2026-02-27 00:20:02,,371160.122121994,265622.911679472,개인,유료,,대창직업소개소_경상북도영천시대창면대창리1038-1
508,유료직업소개소,11_50_02_P,5050000,2026505039114500002,2026-02-25,,1,영업/정상,20,영업중,,,,,,,,경상북도 경주시 동천동 587,"경상북도 경주시 알천북로 255-1, 2층 202호 (동천동)",38111,양동주미디어,2026-02-25 09:08:05,I,2026-02-27 00:20:02,,401065.845165915,263118.436302242,개인,유료,,양동주미디어_경상북도경주시동천동587
466,유료직업소개소,11_50_02_P,5170000,2026517009114500001,2026-02-24,,1,영업/정상,20,영업중,,,,,,,,경상북도 영양군 입암면 신구리 438-6 우리직업소개소,"경상북도 영양군 입암면 입암로 126, 우리직업소개소 2층",36548,우리직업소개소,2026-02-24 18:17:53,I,2026-02-26 00:20:08,,386904.039479623,345922.373645443,개인,유료,,우리직업소개소_경상북도영양군입암면신구리438-6우리직업소개소
463,유료직업소개소,11_50_02_P,3650000,2026365014714500006,2026-02-24,,1,영업/정상,20,영업중,,,,,,,,대전광역시 중구 유천동 328-4,"대전광역시 중구 계백로 1540, 2층 (유천동)",34977,서부인력공사,2026-02-24 09:56:38,I,2026-02-26 00:20:08,,235083.666083975,312944.685598204,개인,유료,,서부인력공사_대전광역시중구유천동328-4
585,유료직업소개소,11_50_02_P,3070000,2026307029814500003,2026-02-24,,1,영업/정상,20,영업중,,,,,,,,서울특별시 성북구 삼선동4가 333-1 3층,"서울특별시 성북구 보문로 181, 3층 (삼선동4가)",02861,든든한 파출부 성북구점,2026-02-26 16:57:46,U,2026-02-28 02:40:00,,201252.616507913,454191.018333473,개인,유료,,든든한파출부성북구점_서울특별시성북구삼선동4가333-13층
454,유료직업소개소,11_50_02_P,4830000,2026483019114500004,2026-02-24,,1,영업/정상,20,영업중,,,,,,,,전라남도 나주시 송월동 1111-12,전라남도 나주시 구진포로 499-2 (송월동),58263,남경인력,2026-02-24 18:37:28,I,2026-02-26 00:20:08,,173644.256743972,168055.069549505,개인,유료,,남경인력_전라남도나주시송월동1111-12
588,유료직업소개소,11_50_02_P,3430000,2026343012714500003,2026-02-24,,1,영업/정상,20,영업중,,,,,,,,대구광역시 서구 평리동 1349-1,"대구광역시 서구 국채보상로46길 41, 202호 (평리동)",41828,가온케어 간병인 소개센터,2026-02-26 14:05:08,U,2026-02-28 02:40:00,,340516.388093402,264072.672094173,개인,유료,,가온케어간병인소개센터_대구광역시서구평리동1349-1
455,유료직업소개소,11_50_02_P,4820000,2026482033714500003,2026-02-24,,1,영업/정상,20,영업중,,,,,,,,전라남도 순천시 조례동 1607 동신2차아파트,"전라남도 순천시 조례못등길 5, 상가 1동 2층 204호 (조례동, 동신2차아파트)",57969,노을꽃간병센터,2026-02-24 17:38:23,I,2026-02-26 00:20:08,,248068.946517408,161983.601807325,개인,유료,,노을꽃간병센터_전라남도순천시조례동1607동신2차아파트
458,유료직업소개소,11_50_02_P,4600000,2026460021014500002,2026-02-24,,1,영업/정상,20,영업중,,,,,,,,충청남도 홍성군 홍성읍 오관리 167-5,"충청남도 홍성군 홍성읍 월계천길 264, 2층",32222,마초인력,2026-02-24 17:34:32,I,2026-02-26 00:20:08,,169944.79541666,344789.02177891,개인,유료,,마초인력_충청남도홍성군홍성읍오관리167-5
459,유료직업소개소,11_50_02_P,4600000,2026460021014500001,2026-02-24,,1,영업/정상,20,영업중,,,,,,,,충청남도 홍성군 홍성읍 내법리 409-11,"충청남도 홍성군 홍성읍 도청대로 132, 202호",32217,365라이프케어,2026-02-24 10:47:10,I,2026-02-26 00:20:08,,169952.117719419,346200.398896547,개인,유료,,365라이프케어_충청남도홍성군홍성읍내법리409-11
460,유료직업소개소,11_50_02_P,4900000,2026490010214500001,2026-02-24,,1,영업/정상,20,영업중,,,,,,,,전라남도 화순군 능주면 잠정리 253-2,전라남도 화순군 능주면 정암길 62,58153,매일인력사무소,2026-02-24 08:47:09,I,2026-02-26 00:20:08,,195858.685817087,165768.676428614,개인,유료,,매일인력사무소_전라남도화순군능주면잠정리253-2
462,유료직업소개소,11_50_02_P,3940000,2026410012514500001,2026-02-24,,1,영업/정상,20,영업중,,,,,,,,경기도 고양시 일산서구 대화동 2054-7,"경기도 고양시 일산서구 성저로50번길 2, 1층 일부호 (대화동)",10368,미소직업소개소,2026-02-24 15:40:19,I,2026-02-26 00:20:08,,178138.725267173,464672.274767692,개인,유료,,미소직업소개소_경기도고양시일산서구대화동2054-7
453,유료직업소개소,11_50_02_P,4390000,2026439025914500003,2026-02-24,,1,영업/정상,20,영업중,,,,,,,,충청북도 충주시 봉방동 57-1,충청북도 충주시 봉황1길 2 (봉방동),27427,영인인력,2026-02-24 10:49:34,I,2026-02-26 00:20:08,,281955.821580358,386536.976156953,개인,유료,,영인인력_충청북도충주시봉방동57-1
465,유료직업소개소,11_50_02_P,3220000,2026322025014500008,2026-02-24,,1,영업/정상,20,영업중,,,,,,,,서울특별시 강남구 역삼동 720-7 아이타워,"서울특별시 강남구 테헤란로 242, 아이타워 14층 1407호 (역삼동)",06221,주식회사 디얼엑스퍼트,2026-02-24 17:03:35,I,2026-02-26 00:20:08,,203698.737137846,444439.683653923,법인,유료,,주식회사디얼엑스퍼트_서울특별시강남구역삼동720-7아이타워
418,유료직업소개소,11_50_02_P,4681000,2026468110214500002,2026-02-23,,1,영업/정상,20,영업중,,,,,,,,전북특별자치도 익산시 신흥동 405-67,전북특별자치도 익산시 선화로 502-1 (신흥동),54591,성하인력,2026-02-23 12:56:17,I,2026-02-25 00:20:01,,198576.25366683,271854.273724365,개인,유료,,성하인력_전북특별자치도익산시신흥동405-67
419,유료직업소개소,11_50_02_P,3550000,2026355012814500002,2026-02-23,,1,영업/정상,20,영업중,,,,,,,,인천광역시 계양구 작전동 856-129 하이클래스,"인천광역시 계양구 계산로112번길 17, 하이클래스 101호 (작전동)",21088,글로벌케어인재협회,2026-02-23 17:54:21,I,2026-02-25 00:20:01,,175673.983248942,448217.100286894,개인,유료,,글로벌케어인재협회_인천광역시계양구작전동856-129하이클래스
421,유료직업소개소,11_50_02_P,5600000,2026560022914500003,2026-02-23,,1,영업/정상,20,영업중,,,,,,,,경기도 포천시 가산면 정교리 238-2 나동,"경기도 포천시 가산면 정금로 170, 나동",11167,삼성인력,2026-02-23 09:13:52,I,2026-02-25 00:20:01,,215741.834173796,479028.00946619,개인,유료,,삼성인력_경기도포천시가산면정교리238-2나동
422,유료직업소개소,11_50_02_P,3520000,2026352029314500005,2026-02-23,,1,영업/정상,20,영업중,,,,,,,,인천광역시 연수구 송도동 29-8 송도씨워크인테라스한라,"인천광역시 연수구 센트럴로 313, 송도씨워크인테라스한라 B동 2026호 (송도동)",22006,주식회사 프로맘스케어,2026-02-23 13:16:53,I,2026-02-25 00:20:01,,167306.809226746,433346.288587482,법인,유료,,주식회사프로맘스케어_인천광역시연수구송도동29-8송도씨워크인테라스한라
420,유료직업소개소,11_50_02_P,4000000,2026400024214500006,2026-02-23,,1,영업/정상,20,영업중,,,,,,,,경기도 오산시 궐동 709-2 해피타임,"경기도 오산시 법원로 11, 해피타임 205호 (궐동)",18123,제이엠(JM),2026-02-23 14:47:49,I,2026-02-25 00:20:01,,204857.495,405875.02,개인,유료,,제이엠(JM)_경기도오산시궐동709-2해피타임
385,유료직업소개소,11_50_02_P,4050000,2026562002714500015,2026-02-20,,1,영업/정상,20,영업중,,,,,,,,경기도 용인시 처인구 운학동 604-4,"경기도 용인시 처인구 묵동로39번길 39-4, 다동 (운학동)",17141,평화인력,2026-02-20 09:27:25,I,2026-02-22 00:20:02,,220959.557956218,412954.112397733,개인,유료,,평화인력_경기도용인시처인구운학동604-4
387,유료직업소개소,11_50_02_P,4080000,2026408026214500002,2026-02-20,,1,영업/정상,20,영업중,,,,,,,,경기도 안성시 삼죽면 용월리 465-10,"경기도 안성시 삼죽면 보삼로 745, 가동 102호",17513,인력왕,2026-02-20 16:07:34,I,2026-02-22 00:20:02,,233232.369428324,396960.880303574,개인,유료,,인력왕_경기도안성시삼죽면용월리465-10
388,유료직업소개소,11_50_02_P,4000000,2026400024214500005,2026-02-20,,1,영업/정상,20,영업중,,,,,,,,경기도 오산시 궐동 687-2 드라마타워,"경기도 오산시 대호로 83, 드라마타워 801호 (궐동)",18123,환인력,2026-02-20 10:23:49,I,2026-02-22 00:20:02,,204724.457532906,406215.365222222,개인,유료,,환인력_경기도오산시궐동687-2드라마타워
383,유료직업소개소,11_50_02_P,3220000,2026322025014500006,2026-02-20,,1,영업/정상,20,영업중,,,,,025581949,,,서울특별시 강남구 역삼동 642-1 역삼현대벤쳐텔,"서울특별시 강남구 테헤란로25길 20, 역삼현대벤쳐텔 1605호 (역삼동)",06132,(주)아람인메디,2026-02-20 17:21:16,I,2026-02-22 00:20:02,,203081.161708641,444381.101104143,법인,유료,,(주)아람인메디_서울특별시강남구역삼동642-1역삼현대벤쳐텔
384,유료직업소개소,11_50_02_P,3700000,2026370023414500003,2026-02-19,,1,영업/정상,20,영업중,,,,,,,,울산광역시 남구 달동 880-6,"울산광역시 남구 중앙로 170, 5층 (달동)",44691,브릿지케어,2026-02-20 09:19:14,I,2026-02-22 00:20:02,,409789.261176439,228740.529458117,개인,유료,,브릿지케어_울산광역시남구달동880-6
361,유료직업소개소,11_50_02_P,5480000,2026548013614500001,2026-02-19,,1,영업/정상,20,영업중,,,,,,,,경상남도 합천군 합천읍 합천리 616-3,경상남도 합천군 합천읍 동서로 67,50233,금강직업소개소,2026-02-19 11:08:18,I,2026-02-21 00:20:05,,305063.376197589,230342.019174261,개인,유료,,금강직업소개소_경상남도합천군합천읍합천리616-3
358,유료직업소개소,11_50_02_P,5530000,2026574000714500001,2026-02-19,,1,영업/정상,20,영업중,,,,,,,,경기도 화성시 만세구 장안면 어은리 367-4,경기도 화성시 만세구 장안면 3.1만세로 138,18584,기화인력,2026-02-19 11:25:35,I,2026-02-21 00:20:05,,184641.782897044,398328.980455479,개인,유료,,기화인력_경기도화성시만세구장안면어은리367-4
357,유료직업소개소,11_50_02_P,4251000,2026425102214500001,2026-02-19,,1,영업/정상,20,영업중,,,,,,,,강원특별자치도 홍천군 홍천읍 희망리 78-5 범창빌딩 201호,"강원특별자치도 홍천군 홍천읍 희망로 34, 범창빌딩 201호",25134,홍천19인력,2026-02-19 13:11:22,I,2026-02-21 00:20:05,,278115.16373287,466077.679788523,개인,유료,,홍천19인력_강원특별자치도홍천군홍천읍희망리78-5범창빌딩201호
360,유료직업소개소,11_50_02_P,3550000,2026355012814500001,2026-02-19,,1,영업/정상,20,영업중,,,,,,,,인천광역시 계양구 계산동 1062 하이베라스,"인천광역시 계양구 계산새로 71, 하이베라스 B동 302호 (계산동)",21060,엠에스솔루션,2026-02-19 13:18:11,I,2026-02-21 00:20:05,,176607.326609066,448516.12033842,개인,유료,,엠에스솔루션_인천광역시계양구계산동1062하이베라스
359,유료직업소개소,11_50_02_P,3630000,2026363034314500008,2026-02-19,,1,영업/정상,20,영업중,,,,,,,,광주광역시 광산구 산정동 934-10,광주광역시 광산구 산정공원로 77-12 (산정동),62334,한울 인력,2026-02-19 18:49:18,I,2026-02-21 00:20:05,,182225.852187518,186183.561307693,개인,유료,,한울인력_광주광역시광산구산정동934-10
321,유료직업소개소,11_50_02_P,4840000,2026484026414500002,2026-02-13,,1,영업/정상,20,영업중,,,,,,,,전라남도 광양시 광양읍 읍내리 114-2,전라남도 광양시 광양읍 읍내중앙길 1,57743,은성인력,2026-02-13 13:23:24,I,2026-02-15 00:20:02,,253578.009172287,164239.020721212,개인,유료,,은성인력_전라남도광양시광양읍읍내리114-2
318,유료직업소개소,11_50_02_P,4170000,2026417023214500001,2026-02-13,,1,영업/정상,20,영업중,,,,,,,,경기도 양평군 양평읍 백안리 535,"경기도 양평군 양평읍 중앙로167번길 89, 1층 105호",12549,퍼스널비,2026-02-13 10:53:19,I,2026-02-15 00:20:02,,245330.121786086,443930.821043483,개인,유료,,퍼스널비_경기도양평군양평읍백안리535
319,유료직업소개소,11_50_02_P,5070000,2026507028614500004,2026-02-13,,1,영업/정상,20,영업중,,,,,,,,경상북도 안동시 태화동 242-16,경상북도 안동시 태화길 57 (태화동),36677,더채움인력,2026-02-13 16:59:26,I,2026-02-15 00:20:02,,353296.016870168,341417.453460692,개인,유료,,더채움인력_경상북도안동시태화동242-16
327,유료직업소개소,11_50_02_P,3460000,2026346019714500002,2026-02-13,,1,영업/정상,20,영업중,,,,,,,,대구광역시 수성구 범물동 1262-13 1층,"대구광역시 수성구 지범로39길 114-20, 1층 (범물동)",42191,한사랑간병센터,2026-02-13 10:31:33,I,2026-02-15 00:20:02,,348584.707505739,259390.558494131,개인,유료,,한사랑간병센터_대구광역시수성구범물동1262-131층
320,유료직업소개소,11_50_02_P,3180000,2026318027014500003,2026-02-13,,1,영업/정상,20,영업중,,,,,,,,서울특별시 영등포구 신길동 302-7 호루스벤누빌딩,"서울특별시 영등포구 가마산로65길 15, 호루스벤누빌딩 1층 102호 (신길동)",07383,여명종합인력개발,2026-02-13 13:37:34,I,2026-02-15 00:20:02,,191648.256516192,444992.541871962,개인,유료,,여명종합인력개발_서울특별시영등포구신길동302-7호루스벤누빌딩
323,유료직업소개소,11_50_02_P,3910000,2026391003514500002,2026-02-13,,1,영업/정상,20,영업중,,,,,031 666 3089,,,경기도 평택시 서정동 552-165,경기도 평택시 복창로 40 (서정동),17768,송서인력,2026-02-13 10:42:51,I,2026-02-15 00:20:02,,204507.72517109,396701.189336332,개인,유료,,송서인력_경기도평택시서정동552-165
324,유료직업소개소,11_50_02_P,3640000,2026364018114500002,2026-02-13,,1,영업/정상,20,영업중,,,,,,,,대전광역시 동구 대성동 322,대전광역시 동구 산내로 1396-37 (대성동),34699,탄탄재활사업장,2026-02-13 09:47:20,I,2026-02-15 00:20:02,,241847.600570199,309707.188301267,개인,유료,,탄탄재활사업장_대전광역시동구대성동322
325,유료직업소개소,11_50_02_P,4050000,2026562002714500013,2026-02-13,,1,영업/정상,20,영업중,,,,,,,,경기도 용인시 처인구 양지읍 양지리 486-9,"경기도 용인시 처인구 양지읍 중부대로 2235, 101호",17158,초원인력,2026-02-13 14:50:55,I,2026-02-15 00:20:02,,225548.842963002,414692.428550176,개인,유료,,초원인력_경기도용인시처인구양지읍양지리486-9
326,유료직업소개소,11_50_02_P,4050000,2026562002714500014,2026-02-13,,1,영업/정상,20,영업중,,,,,,,,경기도 용인시 처인구 원삼면 고당리 79,"경기도 용인시 처인구 원삼면 고당로 6, 3층 301호",17168,용인OK인력사무소,2026-02-13 14:52:53,I,2026-02-15 00:20:02,,227633.588224987,407129.726753456,개인,유료,,용인OK인력사무소_경기도용인시처인구원삼면고당리79
322,유료직업소개소,11_50_02_P,5710000,2026572002514500002,2026-02-13,,1,영업/정상,20,영업중,,,,,,,,충청북도 청주시 상당구 남일면 효촌리 251-23,"충청북도 청주시 상당구 남일면 효촌송암길 3-2, 2층",28187,광성 인력 사무소,2026-02-13 10:10:53,I,2026-02-15 00:20:02,,245351.676173,343318.623285769,개인,유료,,광성인력사무소_충청북도청주시상당구남일면효촌리251-23
475,유료직업소개소,11_50_02_P,3620000,2026362026314500001,2026-02-12,,1,영업/정상,20,영업중,,,,,,,,광주광역시 북구 양산동 288-2,광주광역시 북구 하서로 326 (양산동),61068,로또직업소개소,2026-02-24 17:56:38,U,2026-02-26 02:40:00,,188446.972517665,189440.246403495,개인,유료,,로또직업소개소_광주광역시북구양산동288-2
301,유료직업소개소,11_50_02_P,4810000,2026481045114500003,2026-02-12,,1,영업/정상,20,영업중,,,,,,,,전라남도 여수시 학동 206-3,"전라남도 여수시 시청서1길 50-3, 2층 201호 (학동)",59674,산모피아 전남여수점,2026-02-12 17:40:47,I,2026-02-14 00:20:02,,260349.035,140110.655,개인,유료,,산모피아전남여수점_전라남도여수시학동206-3
299,유료직업소개소,11_50_02_P,3730000,2026373025414500001,2026-02-12,,1,영업/정상,20,영업중,,,,,,,,울산광역시 울주군 범서읍 구영리 796-2 한신아파트,"울산광역시 울주군 범서읍 점촌4길 77, 2층 101호 (한신아파트)",44923,라임간병인센터,2026-02-12 18:23:57,I,2026-02-14 00:20:02,,403039.364416377,232573.884052302,개인,유료,,라임간병인센터_울산광역시울주군범서읍구영리796-2한신아파트
298,유료직업소개소,11_50_02_P,4641000,2026466100614500002,2026-02-12,,1,영업/정상,20,영업중,,,,,,,,전북특별자치도 전주시 덕진구 호성동1가 732-1,"전북특별자치도 전주시 덕진구 호성1길 33-10, 302호 (호성동1가)",54905,백합화간병인유료직업소개소,2026-02-12 16:23:47,I,2026-02-14 00:20:02,,213717.091709496,261794.062595882,개인,유료,,백합화간병인유료직업소개소_전북특별자치도전주시덕진구호성동1가732-1
297,유료직업소개소,11_50_02_P,3020000,2026302019914500001,2026-02-12,,1,영업/정상,20,영업중,,,,,,,,서울특별시 용산구 서계동 238-32,"서울특별시 용산구 만리재로28길 15, 지층 1호 (서계동)",04302,세종 글로벌 직업 소개센터,2026-02-12 13:41:14,I,2026-02-14 00:20:02,,196867.215508123,450068.93535358,개인,유료,,세종글로벌직업소개센터_서울특별시용산구서계동238-32
296,유료직업소개소,11_50_02_P,3010000,2026301024314500005,2026-02-12,,1,영업/정상,20,영업중,,,,,02  22330224,,,서울특별시 중구 신당동 251-130,서울특별시 중구 퇴계로71길 34-3 (신당동),04566,세종그룹 주식회사,2026-02-12 09:11:44,I,2026-02-14 00:20:02,,201085.236731867,451553.719005525,법인,유료,,세종그룹주식회사_서울특별시중구신당동251-130
300,유료직업소개소,11_50_02_P,3190000,2026319028214500001,2026-02-12,,1,영업/정상,20,영업중,,,,,,,,서울특별시 동작구 사당동 148-16 에스엔빌딩,"서울특별시 동작구 동작대로25길 47, 에스엔빌딩 (사당동)",07008,한일인력개발,2026-02-12 15:36:07,I,2026-02-14 00:20:02,,198163.406852914,442551.091942446,개인,유료,,한일인력개발_서울특별시동작구사당동148-16에스엔빌딩
265,유료직업소개소,11_50_02_P,3140000,2026314027214500001,2026-02-11,,1,영업/정상,20,영업중,,,,,,,,서울특별시 양천구 신정동 940-38,"서울특별시 양천구 오목로 129, 3층 A303호 (신정동)",07942,이레아이맘 강서양천,2026-02-11 15:29:03,I,2026-02-13 00:20:38,,186823.332741331,446925.235591521,개인,유료,,이레아이맘강서양천_서울특별시양천구신정동940-38
274,유료직업소개소,11_50_02_P,4271000,2026427105014500003,2026-02-11,,1,영업/정상,20,영업중,,,,,,,,강원특별자치도 영월군 주천면 주천리 1264-1,강원특별자치도 영월군 주천면 주천로84번길 5,26203,우리인력,2026-02-11 14:21:06,I,2026-02-13 00:20:38,,312412.921840693,419479.665317924,개인,유료,,우리인력_강원특별자치도영월군주천면주천리1264-1
349,유료직업소개소,11_50_02_P,5670000,2026567057214500001,2026-02-11,,1,영업/정상,20,영업중,,,,,,,,경상남도 창원시 마산회원구 봉암동 352-23,"경상남도 창원시 마산회원구 봉암북14길 16, 3층 (봉암동)",51348,케이파트너스,2026-02-13 14:50:37,U,2026-02-15 02:40:00,,346119.482163543,192174.383572682,개인,유료,,케이파트너스_경상남도창원시마산회원구봉암동352-23
589,유료직업소개소,11_50_02_P,3180000,2026318027014500002,2026-02-11,,1,영업/정상,20,영업중,,,,,,,,서울특별시 영등포구 대림동 808-26 영진빌딩,"서울특별시 영등포구 대림로29길 43, 영진빌딩 1층 (대림동)",07415,월드취업정보,2026-02-26 11:21:45,U,2026-02-28 02:40:00,,190686.640202175,443515.170917694,개인,유료,,월드취업정보_서울특별시영등포구대림동808-26영진빌딩
268,유료직업소개소,11_50_02_P,3600000,2026360023114500002,2026-02-11,,1,영업/정상,20,영업중,,,,,,,,광주광역시 서구 농성동 649-20,광주광역시 서구 군분로 240 (농성동),61981,탑인력대기소,2026-02-11 16:23:11,I,2026-02-13 00:20:38,,189151.344740895,183661.622835731,개인,유료,,탑인력대기소_광주광역시서구농성동649-20
