"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"11","당구장업","10_32_01_P","3910000","CDFH3301082008000024","2008-07-15","","03","폐업","03","폐업","2026-04-01","","","","031-611-7077","","","경기도 평택시 진위면 견산리 479-1","경기도 평택시 진위면 경기대로 1838","17714","당구박사","2026-04-01 13:29:25","U","2026-04-03 02:40:00","","205668.589669656","400771.300655046","당구장업","사립","","0","0","1293.02","0","","",
"12","당구장업","10_32_01_P","3560000","CDFH3301082020000002","2020-11-04","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 석남동 477-10 한송빌딩","인천광역시 서구 신석로 81, 한송빌딩 3층 (석남동)","22785","도깨비 당구클럽","2026-04-01 17:41:25","U","2026-04-03 02:40:00","","170848.669843364","445370.111578317","당구장업","사립","","0","0","0","0","","",
"13","당구장업","10_32_01_P","3210000","CDFH3301082021000001","2021-03-17","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 방배동 922-15 한울서리풀베아체","서울특별시 서초구 방배로13길 28, 한울서리풀베아체 지하1층층 b101,b102,b103호 (방배동)","06683","방배캐롬클럽","2026-04-01 10:51:25","U","2026-04-03 02:40:00","","199477.831460879","442295.403051316","당구장업","사립","","0","0","0","0","","",
"14","당구장업","10_32_01_P","5600000","CDFH3301082023000003","2023-11-14","","03","폐업","03","폐업","2026-04-01","","","","","","","경기도 포천시 소흘읍 송우리 729-8","경기도 포천시 소흘읍 송우로 63, 4층 405호","11177","그린당구장","2026-04-01 10:08:03","U","2026-04-03 02:40:00","","212420.889855337","480746.464439704","당구장업","사립","","0","0","0","0","","",
"15","당구장업","10_32_01_P","3700000","CDFH3301082026000003","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 무거동 621-1","울산광역시 남구 대학로 74, 2층 (무거동)","44611","74당구장","2026-04-02 14:37:10","I","2026-04-04 00:20:02","","404817.507152811","229219.390708214","당구장업","사립","","0","0","878","0","","",
"16","당구장업","10_32_01_P","3990000","CDFH3301082026000003","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 평내동 579-3 평내엠투프라자","경기도 남양주시 평내로29번길 49, 평내엠투프라자 310, 311호 (평내동)","12223","쭌당구장","2026-04-02 10:38:34","I","2026-04-04 00:20:02","","220727.00788657","460412.806742584","당구장업","사립","","0","0","0","0","","",
"17","당구장업","10_32_01_P","3940000","CDFH3301082026000003","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산동구 장항동 756 에메랄드빌딩","경기도 고양시 일산동구 중앙로1275번길 60-31, 에메랄드빌딩 304호 (장항동)","10401","일산캐롬파크","2026-04-02 14:07:36","I","2026-04-04 00:20:02","","179502.712269637","461994.779346791","당구장업","사립","","0","0","0","0","","",
"18","당구장업","10_32_01_P","3620000","CDFH3301082004000011","2004-03-08","","01","영업/정상","13","영업중","","","","","576-0909","","500-867","광주광역시 북구 일곡동 832-1 (2층 201호)","광주광역시 북구 설죽로 496-5  (일곡동,(2층 201호))","","영구당구클럽","2026-04-02 15:22:38","U","2026-04-04 02:40:00","","190733.688350499","189422.200120133","당구장업","사립","","0","0","0","0","","",
"19","당구장업","10_32_01_P","4800000","CDFH3301082003000024","2003-06-18","","01","영업/정상","13","영업중","","","","","","","530-843","전라남도 목포시 죽교동 6-6 3층","전라남도 목포시 수문로 103-1 (죽교동)","58720","복당구장","2026-04-02 16:05:39","U","2026-04-04 02:40:00","","143042.582471625","144492.667780297","당구장업","사립","0","0","0","1157.13","0","","",
"20","당구장업","10_32_01_P","4820000","CDFH3301082006000002","2006-04-18","","01","영업/정상","13","영업중","","","","","751-9627","","","전라남도 순천시 용당동 211-1","전라남도 순천시 삼산로 103-11 (용당동, 모범약국)","57936","J&J당구클럽","2026-04-02 19:02:06","U","2026-04-04 02:40:00","","245009.505128832","164002.782459496","당구장업","사립","","0","0","417.71","0","","",
"21","당구장업","10_32_01_P","4820000","CDFH3301082012000007","2012-07-10","","01","영업/정상","13","영업중","","","","","","","","전라남도 순천시 남정동 488-14 1층","전라남도 순천시 우석로 95, 1층 (남정동)","57958","백산당구클럽","2026-04-02 08:46:20","U","2026-04-04 02:40:00","","244526.692081476","159940.73057967","당구장업","사립","","0","1","167.76","0","","",
"22","당구장업","10_32_01_P","4641000","CDFH3301082024000002","2024-05-01","","03","폐업","03","폐업","2026-03-31","","","","","","","전북특별자치도 전주시 완산구 효자동3가 1183-10","전북특별자치도 전주시 완산구 백마산길 25, 3층 (효자동3가)","55068","플러스 포켓","2026-04-02 15:18:31","U","2026-04-04 02:40:00","","208102.397479562","257443.41736358","당구장업","사립","","0","0","0","0","","",
"23","당구장업","10_32_01_P","3010000","CDFH3301081998000006","1998-03-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 저동2가 47-9","서울특별시 중구 수표로 28, 지하1층 (저동2가)","04555","원 당구클럽","2026-04-02 11:00:19","U","2026-04-04 02:40:00","","199083.229260527","451270.280774734","당구장업","사립","","0","0","0","0","","",
"24","당구장업","10_32_01_P","3180000","CDFH3301082025000005","2025-10-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 대림동 721-13","서울특별시 영등포구 대림로27나길 14-1, 지하1층 (대림동)","07413","블랙홀 당구장","2026-04-02 19:00:07","U","2026-04-04 02:40:00","","190926.622236747","443770.549099182","당구장업","사립","","0","0","0","0","","",
"25","당구장업","10_32_01_P","4520000","CDFH3301082021000003","2021-09-09","","03","폐업","03","폐업","2026-04-01","","","","","","","충청남도 아산시 음봉면 덕지리 21-3 초원그린타운","충청남도 아산시 음봉면 음봉로681번길 24, 상가동 지하층 106호 (초원그린타운)","31416","초원당구장","2026-04-02 21:20:47","U","2026-04-04 02:40:00","","207555.16628316","370777.815688783","당구장업","사립","","0","0","1776","0","","",
"26","당구장업","10_32_01_P","4930000","CDFH3301082020000002","2020-09-10","","01","영업/정상","13","영업중","","","","","","","","전라남도 해남군 북일면 신월리 180-6","전라남도 해남군 북일면 백도로 789","59051","북일당구장","2026-04-02 14:11:58","U","2026-04-04 02:40:00","","169926.577816254","107283.047735539","당구장업","사립","","","","264.32","","","",
"27","당구장업","10_32_01_P","4060000","CDFH3301082011000019","2011-12-07","","01","영업/정상","13","영업중","","","","","","","413-876","경기도 파주시 법원읍 법원리 434-28 2층","경기도 파주시 법원읍 법원로 20, 2층","10826","땅구 당구클럽","2026-04-02 10:17:41","U","2026-04-04 02:40:00","","189116.651994004","482848.410680188","당구장업","사립","","0","0","0","0","","",
"28","당구장업","10_32_01_P","3240000","CDFH3301082004000009","2004-09-23","","03","폐업","03","폐업","2026-04-02","","","","427-0707","","","서울특별시 강동구 암사동 479-9","서울특별시 강동구 암사길 40 (암사동)","05260","프로당구장","2026-04-02 13:24:03","U","2026-04-04 02:40:00","","211750.534380491","449945.629142981","당구장업","사립","","0","1","771.52","0","","",
"29","당구장업","10_32_01_P","3270000","CDFH3301082022000001","2022-05-04","","03","폐업","03","폐업","2026-04-02","","","","","","","부산광역시 동구 수정동 3-3","부산광역시 동구 중앙대로371번길 9, 3층 (수정동)","48789","CR 당구클럽","2026-04-02 16:48:27","U","2026-04-04 02:40:00","","386588.145009868","182998.50961823","당구장업","사립","","0","0","0","0","","",
"30","당구장업","10_32_01_P","4390000","CDFH3301082025000002","2025-02-04","","01","영업/정상","13","영업중","","","","","","","","충청북도 충주시 성서동 475","충청북도 충주시 성서1길 32, 2층 (성서동)","27387","충주당구장","2026-04-02 10:58:04","U","2026-04-04 02:40:00","","282832.129564954","385764.76413948","당구장업","사립","","0","1","648","0","","",
"31","당구장업","10_32_01_P","5230000","CDFH3301082026000001","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","경상북도 예천군 예천읍 남본리 221-8","경상북도 예천군 예천읍 시장로 102, 2층","36828","그린당구클럽","2026-04-03 13:47:31","I","2026-04-05 00:20:22","","330043.753353248","351531.44514161","당구장업","사립","","0","0","368.8","0","","",
"32","당구장업","10_32_01_P","4191000","CDFH3301082026000002","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단구동 1523-7","강원특별자치도 원주시 천매봉길 143 (단구동)","26483","구곡당구클럽","2026-04-03 16:08:55","I","2026-04-05 00:20:22","","283657.478862898","425470.266894697","당구장업","사립","","0","0","0","0","","",
"33","당구장업","10_32_01_P","3710000","CDFH3301082008000003","2008-03-17","","01","영업/정상","13","영업중","","","","","","","","울산광역시 동구 전하동 626-11","울산광역시 동구 진성2길 18, 2층 (전하동)","44042","클라우스 캐롬 클럽","2026-04-03 09:26:06","U","2026-04-05 02:40:00","","420315.940438143","226243.062068022","당구장업","사립","","0","1","0","0","","",
"34","당구장업","10_32_01_P","3940000","CDFH3301082007000014","2007-05-04","","01","영업/정상","13","영업중","","","","","031-918-3580","","","경기도 고양시 일산서구 탄현동 1563-7 예성프라자2차 501호","경기도 고양시 일산서구 일현로 41, 501호 (탄현동, 예성프라자 2차)","10343","알마니 당구클럽","2026-04-03 11:35:39","U","2026-04-05 02:40:00","","178975.88848431","465430.760993735","당구장업","사립","","0","1","1599.74","0","","",
"35","당구장업","10_32_01_P","3900000","CDFH3301082010000004","2010-04-04","","01","영업/정상","13","영업중","","","","","","","423-858","경기도 광명시 광명동 158-817 2층","경기도 광명시 오리로985번길 10 (광명동)","14286","연예인당구클럽","2026-04-03 16:48:02","U","2026-04-05 02:40:00","","186942.224932583","441853.536474531","당구장업","사립","","0","1","296.37","0","","",
"36","당구장업","10_32_01_P","3060000","CDFH3301082024000003","2024-04-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중랑구 중화동 304-38 세원빌딩","서울특별시 중랑구 중랑역로 76, 세원빌딩 3층 (중화동)","02102","파도 당구장","2026-04-03 15:07:43","U","2026-04-05 02:40:00","","206842.431237468","455324.874063379","당구장업","사립","","0","0","0","0","","",
"37","당구장업","10_32_01_P","3540000","CDFH3301082025000008","2025-12-01","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 삼산동 460-2 대상프라자","인천광역시 부평구 충선로209번길 21, 대상프라자 5층 501호 (삼산동)","21344","빅박스중대클럽","2026-04-03 16:06:43","U","2026-04-05 02:40:00","","176509.112612227","445108.895705482","당구장업","사립","","0","0","4825.52","0","","",
"38","당구장업","10_32_01_P","4470000","CDFH3301082023000001","2023-02-03","","01","영업/정상","13","영업중","","","","","","","","충청북도 음성군 금왕읍 무극리 78-7","충청북도 음성군 금왕읍 무극로308번길 19, 2층","27636","Q당구장","2026-04-03 15:31:22","U","2026-04-05 02:40:00","","253049.376984833","387987.969133631","당구장업","사립","","0","0","0","0","","",
"39","당구장업","10_32_01_P","4641000","CDFH3301082021000006","2021-09-14","","03","폐업","03","폐업","2026-04-02","","","","","","","전북특별자치도 전주시 완산구 효자동1가 205-113","전북특별자치도 전주시 완산구 효동2길 17-4 (효자동1가)","55094","메가당구장","2026-04-03 15:17:00","U","2026-04-05 02:40:00","","211406.877843023","256071.129254427","당구장업","사립","","0","0","0","0","","",
"40","당구장업","10_32_01_P","4050000","CDFH3301082015000012","2015-07-14","","01","영업/정상","13","영업중","","","","","","","448-140","경기도 용인시 수지구 성복동 71-3","경기도 용인시 수지구 수지로 125, 3층 (성복동)","16849","마운틴클럽","2026-04-03 16:33:54","U","2026-04-05 02:40:00","","206979.003386539","423485.691185308","당구장업","사립","","0","0","0","0","","",
"41","당구장업","10_32_01_P","4050000","CDFH3301082025000005","2025-07-04","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 구갈동 354-4 금강프라자","경기도 용인시 기흥구 구갈로60번길 19, 금강프라자 407호 (구갈동)","16972","매치업","2026-04-03 14:54:02","U","2026-04-05 02:40:00","","209995.682493683","419780.396053803","당구장업","사립","","0","0","0","0","","",
"42","당구장업","10_32_01_P","4761000","CDFH3301082009000001","2009-06-17","","01","영업/정상","13","영업중","","","","","","","566-812","전북특별자치도 임실군 관촌면 관촌리 352","전북특별자치도 임실군 관촌면 사선로 32","","백마당구장","2026-04-03 15:41:14","U","2026-04-05 02:40:00","","224388.55607967","241497.340513604","당구장업","사립","","0","0","809.05","0","","",
"43","당구장업","10_32_01_P","5670000","CDFH3301082009000031","2009-07-16","","03","폐업","03","폐업","2026-04-03","","","","","","641-836","경상남도 창원시 의창구 소답동 133-5 2층(전부)","경상남도 창원시 의창구 의창대로261번길 36 (소답동,2층(전부))","51200","큰당구장","2026-04-03 14:05:19","U","2026-04-05 02:40:00","","347960.461090588","197353.367183804","당구장업","사립","","0","0","0","0","","",
"44","당구장업","10_32_01_P","5420000","CDFH3301082018000001","2018-07-02","","01","영업/정상","13","영업중","","","","","055-672-2588","","","경상남도 고성군 고성읍 성내리 31-2","경상남도 고성군 고성읍 성내로143번길 14, 3층","52943","선 당구장","2026-04-04 13:16:38","U","2026-04-06 02:40:00","","320858.189892729","164669.194917052","당구장업","사립","","0","0","810.4","0","","",
"45","당구장업","10_32_01_P","3640000","CDFH3301082026000001","2026-04-05","","01","영업/정상","13","영업중","","","","","","","","대전광역시 동구 홍도동 79-29","대전광역시 동구 홍도로 51, HB빌딩 2층 (홍도동)","34554","37 Billiards Club","2026-04-05 11:28:58","I","2026-04-07 00:20:01","","238351.008472241","316728.22755374","당구장업","사립","","0","0","1087.23","0","","",
