"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"11","체육도장업","10_41_01_P","3460000","CDFH3301022023000001","2023-01-12","","03","폐업","03","폐업","2026-03-31","","","","","","","대구광역시 수성구 신매동 246-11","대구광역시 수성구 달구벌대로649길 22-5, 2층 2호 (신매동)","42270","라온스포츠센터","2026-04-01 09:28:20","U","2026-04-03 02:40:00","태권도","354755.033316725","261377.093168073","체육도장업","사립","","1","0","0","0","","",
"12","체육도장업","10_41_01_P","4711000","CDFH3301022001000003","2001-02-23","","03","폐업","03","폐업","2026-03-31","","","","","","576-804","전북특별자치도 김제시 신풍동 596-5","전북특별자치도 김제시 도작8길 75-18 (신풍동)","54396","국기태권도장","2026-04-01 17:16:48","U","2026-04-03 02:40:00","태권도","190601.382737929","255690.379273022","체육도장업","사립","","0","0","128.55","0","","",
"13","체육도장업","10_41_01_P","5330000","CDFH3301022013000002","2013-04-18","","03","폐업","03","폐업","2025-12-31","","","","","","650-829","경상남도 통영시 광도면 죽림리 1585-61 404호","경상남도 통영시 광도면 신죽1길 90","53017","통영유도관","2026-04-01 16:47:17","U","2026-04-03 02:40:00","유도","329560.826037338","153788.126401455","체육도장업","사립","","0","0","0","0","","",
"14","체육도장업","10_41_01_P","4701000","CDFH3301022003000003","2003-11-17","","01","영업/정상","13","영업중","","","","","","","590-190","전북특별자치도 남원시 도통동 562-6","전북특별자치도 남원시 오들1길 71-10 (도통동)","","학사검도관","2026-04-01 09:25:58","U","2026-04-03 02:40:00","검도","236283.427615476","213484.846282322","체육도장업","사립","","1","0","93.77","0","","",
"15","체육도장업","10_41_01_P","3560000","CDFH3301022025000005","2025-02-19","","03","폐업","03","폐업","2026-03-31","","","","","","","인천광역시 서구 당하동 1280-11","인천광역시 서구 이음대로 459, 404,405호 (당하동)","22882","위너태권도장","2026-04-01 14:09:33","U","2026-04-03 02:40:00","태권도","","","체육도장업","사립","","1","0","0","0","","",
"16","체육도장업","10_41_01_P","5580000","CDFH3301022015000001","2015-03-26","","01","영업/정상","13","영업중","","","","","","","","충청남도 계룡시 두마면 두계리 56-1 201호","충청남도 계룡시 두마면 팥거리로 169, 시티원 2층 201호","32837","경희대 석사 이루다 태권도장 계룡점","2026-04-01 14:32:58","U","2026-04-03 02:40:00","태권도","224349.35894909","307644.660767892","체육도장업","사립","","1","0","0","15","","",
"17","체육도장업","10_41_01_P","3830000","CDFH3301022012000002","2012-02-20","","01","영업/정상","13","영업중","","","","","031-387-3613","","431-805","경기도 안양시 동안구 관양동 1390-3","경기도 안양시 동안구 관평로327번길 29, 2층 (관양동)","13936","경희대석사화랑체육관","2026-04-01 16:49:43","U","2026-04-03 02:40:00","태권도","196032.666997974","433720.138161794","체육도장업","사립","","1","1","1283.62","0","","",
"18","체육도장업","10_41_01_P","3050000","CDFH3301022007000004","2007-06-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 장안동 326-13 이제이빌딩","서울특별시 동대문구 답십리로69길 71, 이제이빌딩 3층 301호 (장안동)","02522","장안태권도장","2026-04-01 12:41:05","U","2026-04-03 02:40:00","태권도","206465.013697789","452586.826063053","체육도장업","사립","","0","0","464.25","0","","",
"19","체육도장업","10_41_01_P","3660000","CDFH3301022026000005","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 괴정동 125-6","대전광역시 서구 괴정로 16-1, 2층 (괴정동)","35290","히트런태권도","2026-04-02 14:40:26","I","2026-04-04 00:20:02","태권도","233698.743797895","315556.95691649","체육도장업","사립","","1","0","834.88","0","","",
"20","체육도장업","10_41_01_P","3450000","CDFH3301022026000003","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","대구광역시 북구 동천동 872 칠곡2차보성서한타운","대구광역시 북구 팔거천동로 104, 205동 302호 (동천동, 칠곡2차보성서한타운)","41431","범 태권도장","2026-04-02 17:45:22","I","2026-04-04 00:20:02","태권도","340439.491773063","271441.238803684","체육도장업","사립","","1","0","877.5","0","","",
"21","체육도장업","10_41_01_P","4520000","CDFH3301022026000004","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","충청남도 아산시 둔포면 석곡리 1776","충청남도 아산시 둔포면 아산밸리중앙로 21, 2층 203, 204호","31406","온태권도","2026-04-02 08:47:32","I","2026-04-04 00:20:02","태권도","204404.676909543","380243.887500415","체육도장업","사립","","1","0","4994.77","0","","",
"22","체육도장업","10_41_01_P","3660000","CDFH3301022023000004","2023-08-09","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 도마동 52-6","대전광역시 서구 조달청길 7, 2층 (도마동)","35337","가호유도관","2026-04-02 17:35:16","U","2026-04-04 02:40:00","유도","233301.646012327","313241.194488569","체육도장업","사립","","1","0","373.67","0","","",
"23","체육도장업","10_41_01_P","3940000","CDFH3301022010000018","2010-08-11","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 행신동 998-1 원빌딩 8층","경기도 고양시 덕양구 중앙로557번길 10, 원빌딩 8층 (행신동)","10518","레드복싱","2026-04-02 10:31:30","U","2026-04-04 02:40:00","권투","185334.943961829","457888.659885044","체육도장업","사립","","","","","","","",
"24","체육도장업","10_41_01_P","3630000","CDFH3301022009000005","2009-05-25","","01","영업/정상","13","영업중","","","","","","","","광주광역시 광산구 장덕동 1115 수완루아채","광주광역시 광산구 풍영로 294-8, 상가동 201호 (장덕동, 수완루아채)","62222","고실태권도","2026-04-02 17:36:56","U","2026-04-04 02:40:00","태권도","183235.489655477","188648.624754904","체육도장업","사립","","1","0","0","0","","",
"25","체육도장업","10_41_01_P","3780000","CDFH3301021994000009","1994-06-24","","03","폐업","03","폐업","2026-04-01","","","","755-3396","","","경기도 성남시 수정구 태평동 2338","경기도 성남시 수정구 시민로 234 (태평동)","13276","금광태권도","2026-04-02 10:09:17","U","2026-04-04 02:40:00","태권도","212364.717660032","438500.480197366","체육도장업","사립","","0","0","111.18","0","","",
"26","체육도장업","10_41_01_P","4520000","CDFH3301022022000004","2022-02-25","","01","영업/정상","13","영업중","","","","","","","","충청남도 아산시 탕정면 매곡리 1386 한들물빛도시지웰시티센트럴푸르지오2단지","충청남도 아산시 탕정면 한들물빛도시로 70, B동 3층 301, 302, 315, 316, 317호 (한들물빛도시지웰시티센트럴푸르지오2단지)","31465","충효태권도(한들물빛관)","2026-04-02 20:43:37","U","2026-04-04 02:40:00","태권도","207535.89200575","364953.760702976","체육도장업","사립","","1","0","5018.23","0","","",
"27","체육도장업","10_41_01_P","4530000","CDFH3301022024000001","2024-04-04","","03","폐업","03","폐업","2026-04-02","","","","","","","충청남도 서산시 동문동 17-4","충청남도 서산시 쌍연북2로 25, 2층 (동문동)","31967","도담 태권도","2026-04-02 17:59:11","U","2026-04-04 02:40:00","태권도","152246.681620909","365272.188695395","체육도장업","사립","","1","0","0","0","","",
"28","체육도장업","10_41_01_P","3620000","CDFH3301022020000014","2020-08-04","","01","영업/정상","13","영업중","","","","","062-575-8833","","","광주광역시 북구 연제동 217","광주광역시 북구 양일1로 50, 2층 (연제동)","61092","아이랑 태권도","2026-04-02 15:24:38","U","2026-04-04 02:40:00","태권도","187954.697836228","188436.395831682","체육도장업","사립","","1","0","0","0","","",
"29","체육도장업","10_41_01_P","3220000","CDFH3301022021000004","2021-07-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 청담동 120-13","서울특별시 강남구 압구정로79길 14, B1층 (청담동)","06011","VTA청담수련관","2026-04-02 15:52:45","U","2026-04-04 02:40:00","태권도","204191.45450026","446975.607703825","체육도장업","사립","","1","0","0","0","","",
"30","체육도장업","10_41_01_P","3450000","CDFH3301021996000004","1996-11-21","","01","영업/정상","13","영업중","","","","","","","","대구광역시 북구 동천동 872 205동","대구광역시 북구 팔거천동로 104, 205동 지하층 (동천동, 칠곡2차보성서한타운)","41431","하늘빛 태권도","2026-04-02 16:06:41","U","2026-04-04 02:40:00","태권도","340439.491773063","271441.238803684","체육도장업","사립","","1","0","0","0","","",
"31","체육도장업","10_41_01_P","4060000","CDFH3301022014000012","2014-11-13","","01","영업/정상","13","영업중","","","","","948-0727","","413-826","경기도 파주시 금촌동 988-4 6층","경기도 파주시 금빛로 24-17, 6층 (금촌동)","10915","A 짐","2026-04-02 11:01:12","U","2026-04-04 02:40:00","권투","179451.64","472188.68","체육도장업","사립","","1","0","0","0","","",
"32","체육도장업","10_41_01_P","3540000","CDFH3301022025000003","2025-06-13","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부개동 502-5 주화빌딩","인천광역시 부평구 부흥로 420, 주화빌딩 4층 (부개동)","21398","나래 태권도장","2026-04-02 09:19:54","U","2026-04-04 02:40:00","태권도","176818.990429591","443935.041965919","체육도장업","사립","","0","0","0","0","","",
"33","체육도장업","10_41_01_P","3420000","CDFH3301022008000005","2008-11-10","","01","영업/정상","13","영업중","","","","","","","","대구광역시 동구 신서동 828 신서화성파크드림아파트 상가 301동 205,206호","대구광역시 동구 반야월북로 221 (신서동, 신서화성파크드림)","41074","계명대 윙2 태권도장","2026-04-02 16:27:05","U","2026-04-04 02:40:00","태권도","355482.435571958","265110.866676298","체육도장업","사립","","1","1","0","0","","",
"34","체육도장업","10_41_01_P","3830000","CDFH3301021998000008","1998-02-25","","01","영업/정상","13","영업중","","","","","031-454-2985","","","경기도 안양시 동안구 호계동 822-4 두성상가 B동 203호","경기도 안양시 동안구 호성로 43-1, B동 203호 (호계동, 두성상가)","14127","청학태권도장","2026-04-02 13:31:05","U","2026-04-04 02:40:00","태권도","196770.166351748","429332.016117017","체육도장업","사립","","1","0","0","0","","",
"35","체육도장업","10_41_01_P","3830000","CDFH3301022025000001","2025-02-14","","01","영업/정상","13","영업중","","","","","","","","경기도 안양시 만안구 안양동 618-12 안양어반포레자연앤이편한세상 3단지","경기도 안양시 만안구 냉천로 125, 201~205호 (안양동, 안양어반포레자연앤이편한세상 3단지)","14029","한국체대 금빛태권도장","2026-04-02 11:05:17","U","2026-04-04 02:40:00","태권도","","","체육도장업","사립","","0","0","0","0","","",
"36","체육도장업","10_41_01_P","3120000","CDFH3301022026000003","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서대문구 연희동 78-37","서울특별시 서대문구 연희로 181, 지층 (연희동)","03697","머슐랭 복싱","2026-04-03 08:56:42","I","2026-04-05 00:20:22","권투","194216.476180987","452324.393797439","체육도장업","사립","","1","1","654.03","0","","",
"37","체육도장업","10_41_01_P","3900000","CDFH3301022026000006","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","경기도 광명시 광명동 247-2 청원빌딩","경기도 광명시 광화로38번길 13, 청원빌딩 2층 201호 (광명동)","14293","광명나래태권도장","2026-04-03 13:57:55","I","2026-04-05 00:20:22","태권도","186459.499338595","441448.287987152","체육도장업","사립","","0","0","542","0","","",
"38","체육도장업","10_41_01_P","3780000","CDFH3301022026000006","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 야탑동 355-1 세화2001빌딩 202~4호","경기도 성남시 분당구 야탑로75번길 15, 세화2001빌딩 2층 202~204호 (야탑동)","13497","수 복싱","2026-04-03 15:05:18","I","2026-04-05 00:20:22","권투","211158.416766327","434347.516390071","체육도장업","사립","","1","0","0","0","","",
"39","체육도장업","10_41_01_P","3370000","CDFH3301022026000002","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 303-1","부산광역시 연제구 신금로17번길 30-18, 4층 (연산동)","47560","THE 드림 부부 태권도","2026-04-03 09:39:59","I","2026-04-05 00:20:22","태권도","390617.817997638","190038.989275379","체육도장업","사립","","1","0","3191.01","0","","",
"40","체육도장업","10_41_01_P","5530000","CDFH3301022025000029","2025-12-09","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 만세구 향남읍 상신리 1350 201호","경기도 화성시 만세구 향남읍 향남로39번길 19-17, 2층 1호","18614","트루무브 운동센터","2026-04-03 13:55:15","D","2026-04-05 02:30:00","","","","체육도장업","사립","","0","0","1152.6","0","","",
"41","체육도장업","10_41_01_P","3220000","CDFH3301022019000006","2019-05-28","","03","폐업","03","폐업","2026-03-30","","","","","","","서울특별시 강남구 개포동 1259-5 건우빌딩","서울특별시 강남구 개포로 245, 건우빌딩 지하1층 (개포동)","06306","개포검도관","2026-04-03 09:22:54","U","2026-04-05 02:40:00","검도","204291.882276123","441889.796028315","체육도장업","사립","","1","0","0","0","","",
"42","체육도장업","10_41_01_P","4201000","CDFH3301022020000003","2020-01-17","","01","영업/정상","13","영업중","","","","","033-643-7811","","","강원특별자치도 강릉시 입암동 204-4","강원특별자치도 강릉시 성덕포남로 17, 1층 2호 (입암동)","25616","신진 합기도 체육관","2026-04-03 14:32:03","U","2026-04-05 02:40:00","합기도","369294.376547046","474499.054557629","체육도장업","사립","","0","1","687.49","0","","",
"43","체육도장업","10_41_01_P","4010000","CDFH3301022017000007","2017-02-24","","01","영업/정상","13","영업중","","","","","031-316-2121","","","경기도 시흥시 은행동 529-6 반도프라자","경기도 시흥시 은행로 154, 반도프라자 7층 (은행동)","14916","히트런복싱 은행점","2026-04-03 11:12:36","U","2026-04-05 02:40:00","권투","182195.538353151","438084.701611369","체육도장업","사립","","1","0","0","0","","",
"44","체육도장업","10_41_01_P","3910000","CDFH3301022019000017","2019-10-17","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 고덕동 1904-2 고덕국제신도시파라곤 102~104호","경기도 평택시 고덕국제대로 180, 102~104호 (고덕동, 고덕국제신도시파라곤)","18008","경희대 석사 슈퍼키즈 태권도장","2026-04-03 17:30:51","U","2026-04-05 02:40:00","태권도","203956.512985445","394664.468517983","체육도장업","사립","","1","0","0","0","","",
"45","체육도장업","10_41_01_P","4060000","CDFH3301022020000006","2020-06-15","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 적성면 마지리 54-4","경기도 파주시 적성면 청송로 996-1, 지1층","10803","레드포트복싱","2026-04-03 10:37:56","U","2026-04-05 02:40:00","권투","192653.92185174","494441.352570986","체육도장업","사립","","1","0","0","0","","",
"46","체육도장업","10_41_01_P","3720000","CDFH3301022021000003","2021-11-03","","03","폐업","03","폐업","2026-04-03","","","","","","","울산광역시 북구 송정동 1235-4 인터메디타워 501~503호","울산광역시 북구 박상진11로 1, 인터메디타워 501~503호 (송정동)","44236","프리미어 스포츠 송정태권도","2026-04-03 17:18:07","U","2026-04-05 02:40:00","태권도","414148.385801716","235960.452363709","체육도장업","사립","","1","0","0","0","","",
"47","체육도장업","10_41_01_P","4010000","CDFH3301022021000008","2021-11-08","","01","영업/정상","13","영업중","","","","","031-316-2121","","","경기도 시흥시 능곡동 741 태영프라자","경기도 시흥시 승지로 58, 태영프라자 4층 406~408호 (능곡동)","14995","히트런복싱 능곡점","2026-04-03 11:10:13","U","2026-04-05 02:40:00","권투","183158.752737336","429679.870178966","체육도장업","사립","","1","0","0","0","","",
"48","체육도장업","10_41_01_P","3450000","CDFH3301022000000009","2000-05-03","","01","영업/정상","13","영업중","","","","","381-5977","","","대구광역시 북구 복현동 539-106 복현보성타운","대구광역시 북구 검단로 64, 3층 (복현동, 복현보성타운)","41523","대구 세계제일 태권도장","2026-04-03 15:30:24","U","2026-04-05 02:40:00","태권도","345966.073058296","268211.780614351","체육도장업","사립","","1","0","0","0","","",
"49","체육도장업","10_41_01_P","5330000","CDFH3301022002000002","2002-08-21","","03","폐업","03","폐업","2026-03-16","","","","","","","경상남도 통영시 무전동 1057-13 장인가구","경상남도 통영시 무전3길 11-10, 장인가구 (무전동)","53035","우리태권도장","2026-04-03 15:25:48","U","2026-04-05 02:40:00","태권도","330174.116467459","152288.523730249","체육도장업","사립","","0","0","0","0","","",
"50","체육도장업","10_41_01_P","3910000","CDFH3301021990000001","1990-01-18","","03","폐업","03","폐업","2026-04-03","","","","031-662-5353","","","경기도 평택시 이충동 594-2 부영아파트","경기도 평택시 이충로 93-20 (이충동, 부영아파트)","17734","태권도범일체육관","2026-04-03 13:09:23","U","2026-04-05 02:40:00","태권도","205814.312696818","395521.013760156","체육도장업","사립","","0","0","813.96","0","","",
"51","체육도장업","10_41_01_P","3220000","CDFH3301022004000005","2004-10-07","","01","영업/정상","13","영업중","","","","","02-2226-1710","","135-940","서울특별시 강남구 개포동 12 대치2단지 종합상가 301호","서울특별시 강남구 개포로109길 5, 301호 (개포동, 대치2단지 종합상가)","06335","태권메이트 태권도장","2026-04-03 11:28:40","U","2026-04-05 02:40:00","","206581.787067095","443555.991242524","체육도장업","사립","","0","0","173.52","0","","",
"52","체육도장업","10_41_01_P","3740000","CDFH3301022023000028","2023-12-21","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 인계동 158-9","경기도 수원시 팔달구 중부대로 206, 3층 (인계동)","16530","엠짐 JNS 유도체육관","2026-04-03 11:26:16","U","2026-04-05 02:40:00","유도","203351.589441725","419357.085957791","체육도장업","사립","","1","0","0","0","","",
"53","체육도장업","10_41_01_P","3220000","CDFH3301022014000015","2014-09-29","","03","폐업","03","폐업","2026-03-31","","","","571-3882","","","서울특별시 강남구 도곡동 902-2 201호","서울특별시 강남구 남부순환로363길 16, 201호 (도곡동)","06269","품 태권도 & 언주효 줄넘기","2026-04-03 09:29:09","U","2026-04-05 02:40:00","","203304.684521205","442693.039067585","체육도장업","사립","","1","0","0","0","","",
"54","체육도장업","10_41_01_P","3050000","CDFH3301022003000012","2003-11-28","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 장안동 336 장안현대홈타운","서울특별시 동대문구 장안벚꽃로 107, 상가동 312호 (장안동, 장안현대홈타운)","02638","한결태권도장","2026-04-03 17:19:24","U","2026-04-05 02:40:00","태권도","206521.405320134","451940.119059947","체육도장업","사립","","0","0","0","0","","",
"55","체육도장업","10_41_01_P","3740000","CDFH3301022023000023","2023-09-20","","01","영업/정상","13","영업중","","","","","031-204-3332","","","경기도 수원시 영통구 망포동 690 동수원 자이2차 아파트 상가동 301호","경기도 수원시 영통구 태장로71번길 15, 동수원 자이2차 아파트 상가동 301호 (망포동)","16688","용인대 망포 백호 태권도장","2026-04-03 06:49:21","U","2026-04-05 02:40:00","태권도","204596.059979716","415409.118758925","체육도장업","사립","","1","0","0","0","","",
