"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분","건축물명","건축물연면적","건축물상태명","청소대상시작일자","청소대상종료일자","휴업폐지사유","업무구분명",
"19","저수조청소업","09_30_14_P","3740000","374000031202300002","2026-02-04","","01","영업/정상","11","정상","","","","","031-245-9661","","","경기도 수원시 영통구 이의동 **** 광교파크자이더테라스 상가동 ***호","경기도 수원시 영통구 웰빙타운로 ***, 상가동 ***호 (이의동, 광교파크자이더테라스)","16224","(주)클래식테라스","2026-02-04 14:40:39","U","2026-02-06 02:40:00","","203322.097847508","423207.111558069","31","","0","","","","","저수조청소업",
"20","저수조청소업","09_30_14_P","3440000","344000031200300007","2015-01-29","","01","영업/정상","11","정상","","","","","053-471-7751","","","대구광역시 남구 봉덕동 ***-**","대구광역시 남구 봉덕남로 * (봉덕동)","","(주)엔가드대구방역","2026-02-04 20:22:21","U","2026-02-06 02:40:00","","343995.225894427","261668.530778304","31","","0","","","","","저수조청소업",
"21","저수조청소업","09_30_14_P","4540000","454000031201000002","2026-02-03","","01","영업/정상","11","정상","","","","","","","","충청남도 논산시 반월동 ***-*","충청남도 논산시 계백로 ****-* (반월동)","32971","중부기업(주)","2026-02-03 16:49:56","U","2026-02-06 02:40:00","","207725.595505711","299296.372968775","31","","0","","","","","저수조청소업",
"22","저수조청소업","09_30_14_P","4191000","419100031201400007","2014-11-14","","01","영업/정상","11","정상","","","","","033-748-5891","","","강원특별자치도 원주시 단구동 ****-**","강원특별자치도 원주시 천매봉길 ***-*, *층 (단구동)","26483","(주)더피플","2026-02-05 10:36:19","U","2026-02-07 02:40:00","","283724.141726471","425486.67039459","31","","0","","","","","저수조청소업",
"23","저수조청소업","09_30_14_P","4191000","419100031202000001","2021-07-14","","01","영업/정상","11","정상","","","","","0337659046","","","강원특별자치도 원주시 소초면 흥양리 ***-*","강원특별자치도 원주시 소초면 황골로 ***-*","26310","우림청정방역","2026-02-05 14:37:22","U","2026-02-07 02:40:00","","288734.297037417","429685.252364107","31","","0","","","","","저수조청소업",
"24","저수조청소업","09_30_14_P","5350000","535000031200300002","2021-06-17","","03","폐업","2","폐업","2025-10-15","","","","337-7624","","","경상남도 김해시 외동 ****-*","경상남도 김해시 금관대로****번길 **-** (외동)","50956","미래개발","2026-02-05 15:57:09","U","2026-02-07 02:40:00","","368835.404892485","194191.794482627","31","","0","","","","실적 부진","저수조청소업",
"25","저수조청소업","09_30_14_P","3820000","382000031202200002","2026-02-05","","01","영업/정상","11","정상","","","","","1688-5792","","","경기도 의정부시 가능동 ***-**","경기도 의정부시 서부로***번길 **, *층 ***호 (가능동)","11615","다한종합관리","2026-02-05 17:53:18","U","2026-02-07 02:40:00","","203245.32636828","472523.544164297","31","","0","","","","","저수조청소업",
"26","저수조청소업","09_30_14_P","3450000","345000031202500002","2025-04-22","","01","영업/정상","11","정상","","","","","053-985-0006","","","대구광역시 북구 산격동 ****","대구광역시 북구 유통단지로*길 ***-** (산격동)","41516","아이엠개발(주)","2026-02-05 16:12:17","U","2026-02-07 02:40:00","","345981.800129238","268619.790706466","31","","0","","","","","저수조청소업",
"27","저수조청소업","09_30_14_P","4050000","405000031202600001","2026-02-06","","01","영업/정상","11","정상","","","","","031-284-0122","","","경기도 용인시 기흥구 신갈동 ** 피자세계로","경기도 용인시 기흥구 신갈로**번길 **-**, 피자세계로 ***호 (신갈동)","16969","대건엔터프라이즈","2026-02-06 13:54:34","I","2026-02-08 00:20:01","","209462.705388675","419186.835790622","31","","0","","","","","저수조청소업",
"28","저수조청소업","09_30_14_P","3600000","360000031202600001","2026-02-06","","01","영업/정상","11","정상","","","","","062-385-5101","","","광주광역시 서구 쌍촌동 ****-**","광주광역시 서구 월드컵*강로***번길 **-*, *층 (쌍촌동)","61984","주식회사 행복한사람들","2026-02-06 13:21:36","I","2026-02-08 00:20:01","","188244.812367611","183516.699236661","31","","0","","","","","저수조청소업",
"29","저수조청소업","09_30_14_P","3990000","399000031202600001","2026-02-06","","01","영업/정상","11","정상","","","","","","","","경기도 남양주시 다산동 ****","경기도 남양주시 다산지금로 *** (다산동)","12284","한결환경관리","2026-02-06 15:13:38","I","2026-02-08 00:20:01","","215139.954217956","454827.048367444","31","","0","","","","","저수조청소업",
"30","저수조청소업","09_30_14_P","5700000","570000031202600001","2026-01-30","","01","영업/정상","11","정상","","","","","031-574-5658","","","경기도 여주시 오학동 ***-* 여주현진아파트 ***-*호","경기도 여주시 여양로 ***-**, ***-*호 (오학동, 여주현진아파트)","12637","(주)태양","2026-02-09 16:58:57","I","2026-02-11 00:20:41","","256991.411700536","423660.211235932","31","","0","","","","","저수조청소업",
"31","저수조청소업","09_30_14_P","3210000","321000031202600001","2026-02-09","","01","영업/정상","11","정상","","","","","02-793-5552","","","서울특별시 서초구 서초동 ****-**","서울특별시 서초구 사임당로 ***-**, *층 (서초동)","06636","영지이엔지(주)","2026-02-09 17:03:49","I","2026-02-11 00:20:41","","201864.500837787","443208.144690835","31","","0","","","","","저수조청소업",
"32","저수조청소업","09_30_14_P","3940000","394000031200700002","2017-12-27","","01","영업/정상","11","정상","","","","","031-907-4121","","","경기도 고양시 일산동구 설문동 ***-** *층","경기도 고양시 일산동구 장진천길***번길 **-**, *층 (설문동)","10253","(주)동남","2026-02-09 14:22:50","U","2026-02-11 02:40:00","","183426.303098229","468565.188549784","31","","0","","","","","저수조청소업",
"33","저수조청소업","09_30_14_P","3940000","394000031200300008","2013-02-25","","03","폐업","2","폐업","2026-01-30","","","","921-3991","","","경기도 고양시 일산동구 정발산동 ****-* *층호","경기도 고양시 일산동구 경의로 ***-**, *층 (정발산동)","10358","연흥산업","2026-02-09 11:25:30","U","2026-02-11 02:40:00","","180820.297478421","463589.659310162","31","","0","","","","개인사정","저수조청소업",
"34","저수조청소업","09_30_14_P","3690000","369000031202400003","2024-11-18","","03","폐업","2","폐업","2026-02-04","","","","","","","울산광역시 중구 남외동 ***-**","울산광역시 중구 병영*길 **, *층 (남외동)","44494","대산","2026-02-09 15:59:35","U","2026-02-11 02:40:00","","412870.883498454","232737.918550892","31","","0","","","","실적없음","저수조청소업",
"35","저수조청소업","09_30_14_P","3540000","354000031200300005","2017-01-31","","01","영업/정상","11","정상","","","","","032-524-4420","","","인천광역시 부평구 부개동 **-*","인천광역시 부평구 부흥로***번길 * (부개동)","","경인클린환경","2026-02-09 15:21:36","U","2026-02-11 02:40:00","","176405.617665558","444033.051912977","31","","0","","","","","저수조청소업",
"36","저수조청소업","09_30_14_P","3540000","354000031201600001","2017-03-09","","01","영업/정상","11","정상","","","","","032-517-4446","","","인천광역시 부평구 십정동 ***-** ***동 ***호","인천광역시 부평구 마장로 **, ***동 *층 ***호 (십정동, 대주상가)","","가람솔","2026-02-09 15:24:32","U","2026-02-11 02:40:00","","174109.184539612","442356.111148905","31","","0","","","","","저수조청소업",
"37","저수조청소업","09_30_14_P","3460000","346000031200900003","2009-03-25","","01","영업/정상","11","정상","","","","","783-0527","","","대구광역시 수성구 상동 *-**","대구광역시 수성구 수성로**길 ** (상동)","","그린종합관리(연락안됨,이사감)","2026-02-09 15:03:43","U","2026-02-11 02:40:00","","345705.190802431","261184.625014336","31","","0","","","","","저수조청소업",
"38","저수조청소업","09_30_14_P","4540000","454000031202600001","2026-02-04","","01","영업/정상","11","정상","","","","","","","","충청남도 논산시 성동면 삼산리 ***-*","충청남도 논산시 성동면 성동로***번길 **-*","32927","백제기업","2026-02-10 19:17:08","I","2026-02-12 00:20:02","","202997.821967282","300042.131854626","31","","0","","","","","저수조청소업",
"39","저수조청소업","09_30_14_P","4191000","419100031202600001","2026-02-10","","01","영업/정상","11","정상","","","","","0337635747","","","강원특별자치도 원주시 단구동 ****-**","강원특별자치도 원주시 천매봉길 ***-* (단구동)","26483","(주)수피다","2026-02-10 17:08:54","I","2026-02-12 00:20:02","","283732.609483918","425477.903272831","31","","0","","","","","저수조청소업",
"40","저수조청소업","09_30_14_P","3430000","343000031200600002","2026-02-09","","01","영업/정상","11","정상","","","","","053)383-7080","","","대구광역시 서구 원대동*가 **-*","대구광역시 서구 원대로 ** (원대동*가)","","(주)창덕","2026-02-10 15:09:36","U","2026-02-12 02:40:00","","342691.059464689","265975.072752894","31","","0","","","","","저수조청소업",
"41","저수조청소업","09_30_14_P","3740000","374000031201000005","2026-02-10","","01","영업/정상","11","정상","","","","","234-3895","","","경기도 수원시 권선구 고색동 ***-*","경기도 수원시 권선구 서부로 ****-** (고색동)","16643","명성엔지니어링(주)","2026-02-10 14:07:39","U","2026-02-12 02:40:00","","198070.44472275","415138.488611302","31","","0","","","","","저수조청소업",
"42","저수조청소업","09_30_14_P","3940000","394000031200400001","2004-01-13","","03","폐업","2","폐업","2026-02-10","","","","","","","경기도 고양시 덕양구 용두동 ***-*","경기도 고양시 덕양구 서오릉로 *** (용두동)","10548","(주)하이테크환경","2026-02-10 17:04:58","U","2026-02-12 02:40:00","","189552.458799209","458672.784716941","31","","0","","","","개인 사정","저수조청소업",
"43","저수조청소업","09_30_14_P","3060000","306000031200500003","2005-04-11","","03","폐업","2","폐업","2026-02-09","","","","2208-6399","","","서울특별시 중랑구 신내동 *** 성원상가 지하*층 *호","서울특별시 중랑구 신내로 ** (신내동,성원상가 지하*층 *호)","","정아환경개발","2026-02-10 13:07:54","U","2026-02-12 02:40:00","","208294.31154469","455843.287574845","31","","0","","","","자진 폐업","저수조청소업",
"44","저수조청소업","09_30_14_P","3540000","354000031202600002","2026-02-02","","01","영업/정상","11","정상","","","","","","","","인천광역시 부평구 산곡동 ***-* 현대아파트","인천광역시 부평구 안남로 ***, 상가*동 ****호 (산곡동, 현대아파트)","21363","에스제이클린","2026-02-10 10:53:54","U","2026-02-12 02:40:00","","174336.502608179","444859.765407744","31","","0","","","","","저수조청소업",
"45","저수조청소업","09_30_14_P","3730000","373000031202500007","2026-02-10","","01","영업/정상","11","정상","","","","","052-281-4141","","","울산광역시 울주군 웅촌면 대복리 ***-* ***호","울산광역시 울주군 웅촌면 삼동로 ****, *층 ***호","44962","시온랩","2026-02-10 17:10:57","U","2026-02-12 02:40:00","","400502.905868887","223816.035169196","31","","0","","","","","저수조청소업",
"46","저수조청소업","09_30_14_P","3930000","393000031202400002","2026-02-10","","01","영업/정상","11","정상","","","","","031-402-0889","","","경기도 안산시 상록구 성포동 ***-** 성포타운 ***호","경기도 안산시 상록구 예술광장로 **, 성포타운 ***호 (성포동)","15291","디와이종합관리(주)","2026-02-10 11:15:08","U","2026-02-12 02:40:00","","186380.453675059","424996.83601283","31","","0","","","","","저수조청소업",
"47","저수조청소업","09_30_14_P","3930000","393000031201800001","2025-05-02","","03","폐업","2","폐업","2026-02-11","","","","031-416-4964","","","경기도 안산시 단원구 와동 ***-** ***호","경기도 안산시 단원구 사세충열로 **, *층 ***호 (와동)","15255","우미이앤씨","2026-02-11 09:22:49","U","2026-02-13 02:40:00","","184761.248422062","426480.44579261","31","","0","","","","사업부진","저수조청소업",
"48","저수조청소업","09_30_14_P","3900000","390000031200300006","2026-02-10","","01","영업/정상","11","정상","","","","","02-898-8425","","","경기도 광명시 하안동 ***-* 지하*층 **호","경기도 광명시 오리로***번길 * (하안동)","14303","기산종합환경","2026-02-11 09:15:12","U","2026-02-13 02:40:00","","188977.547910215","439709.295802523","31","","0","","","","","저수조청소업",
"49","저수조청소업","09_30_14_P","3180000","318000031199500002","2026-02-11","","01","영업/정상","11","정상","","","","","849-6290","","","서울특별시 영등포구 신길동 ***-*","서울특별시 영등포구 도신로 ***-* (신길동)","","홍선산업(주)","2026-02-11 17:35:22","U","2026-02-13 02:40:00","","192471.417363082","445548.541099692","31","","0","","","","","저수조청소업",
"50","저수조청소업","09_30_14_P","5690000","569000031202300006","2026-02-06","","01","영업/정상","11","정상","","","","","","","","세종특별자치시 장군면 봉안리 **-*","세종특별자치시 장군면 당암길 **-**","30055","그린관리시스템","2026-02-11 15:33:01","U","2026-02-13 02:40:00","","220596.606840586","332924.873318035","31","","0","","","","","저수조청소업",
"51","저수조청소업","09_30_14_P","3340000","334000031200300004","2026-02-11","","01","영업/정상","11","정상","","","","","202-2993","","","부산광역시 사하구 하단동 ***-* 대우에덴프라자","부산광역시 사하구 낙동대로 ***, *층 ***-A호 (하단동, 대우에덴프라자)","49324","주식회사 승학환경","2026-02-11 16:55:32","U","2026-02-13 02:40:00","","379052.480675244","181034.181864204","31","","0","","","","","저수조청소업",
"52","저수조청소업","09_30_14_P","3450000","345000031202000001","2020-12-29","","03","폐업","2","폐업","2026-02-11","","","","053-381-0404","","","대구광역시 북구 태전동 ***-* 한신중앙아파트","대구광역시 북구 영송로 **, 상가동 *층 ***호 (태전동, 한신중앙아파트)","41450","승민건설(주)","2026-02-11 09:58:15","U","2026-02-13 02:40:00","","339221.939423931","271375.215119697","31","","0","","","","저수조청소업 실적부진","저수조청소업",
"53","저수조청소업","09_30_14_P","3450000","345000031202500001","2025-01-24","","01","영업/정상","11","정상","","","","","053-354-9210","","","대구광역시 북구 검단동 ****-* *층","대구광역시 북구 검단로**길 **, *층 (검단동)","41511","(주)제이피에스","2026-02-11 17:24:29","U","2026-02-13 02:40:00","","346684.131909251","269556.615656428","31","","0","","","","","저수조청소업",
"54","저수조청소업","09_30_14_P","3620000","362000031202600001","2026-02-12","","01","영업/정상","11","정상","","","","","","","","광주광역시 북구 우산동 ***-* 주공*차아파트","광주광역시 북구 중문로 **-*, 주공*차아파트 ***호 (우산동)","61190","이음종합관리","2026-02-12 09:48:38","I","2026-02-14 00:20:02","","192545.822617285","186493.029054205","31","","0","","","","","저수조청소업",
"55","저수조청소업","09_30_14_P","3440000","344000031201300001","2013-06-14","","01","영업/정상","11","정상","","","","","053-766-5924","","","대구광역시 남구 대명동 ***-**","대구광역시 남구 큰골*길 ** (대명동)","42453","한일종합방역공사","2026-02-12 15:23:37","U","2026-02-14 02:40:00","","343068.986845454","260576.729654841","31","","0","","","","","저수조청소업",
"56","저수조청소업","09_30_14_P","3440000","344000031201000001","2010-05-11","","01","영업/정상","11","정상","","","","","053-629-2299","","","대구광역시 남구 대명동 ****-** *층","대구광역시 남구 성당로 *** (대명동,*층)","","대주서비스","2026-02-12 14:55:41","U","2026-02-14 02:40:00","","341360.025509751","261758.126509457","31","","0","","","","","저수조청소업",
"57","저수조청소업","09_30_14_P","3440000","344000031201100001","2024-05-07","","01","영업/정상","11","정상","","","","","474-0140","","","대구광역시 남구 봉덕동 ****-**","대구광역시 남구 봉덕로 * (봉덕동)","","(주)영원씨앤에스","2026-02-12 15:03:09","U","2026-02-14 02:40:00","","343655.590463188","261720.37827519","31","","0","","","","","저수조청소업",
"58","저수조청소업","09_30_14_P","3440000","344000031201100002","2011-08-09","","01","영업/정상","11","정상","","","","","","","","대구광역시 남구 봉덕동 ****-*","대구광역시 남구 삼정길 ** (봉덕동)","","(주)국제그린케어","2026-02-12 15:17:06","U","2026-02-14 02:40:00","","343881.692831413","261114.061060717","31","","0","","","","","저수조청소업",
"59","저수조청소업","09_30_14_P","3440000","344000031200600001","2019-10-24","","01","영업/정상","11","정상","","","","","756-6792","","","대구광역시 남구 대명동 ****-*","대구광역시 남구 대명로**길 **-* (대명동)","42420","경북물탱크","2026-02-12 14:51:50","U","2026-02-14 02:40:00","","342846.694432607","261538.15788362","31","","0","","","","","저수조청소업",
"60","저수조청소업","09_30_14_P","5680000","568000031201300002","2013-10-30","","01","영업/정상","11","정상","","","","","041-357-8833","","","충청남도 당진시 수청동 ****","충청남도 당진시 남부로 ***-**, ***호 (수청동)","31778","(주) 대원지앤지","2026-02-12 14:33:41","U","2026-02-14 02:40:00","","168187.114720593","375981.224286993","31","","0","","","","","저수조청소업",
"61","저수조청소업","09_30_14_P","4610000","461000031202600001","2026-02-03","","01","영업/정상","11","정상","","","","","041-333-3356","","","충청남도 예산군 예산읍 주교리 ***-*","충청남도 예산군 예산읍 역전로**번길 **, ***호","32431","그린케어","2026-02-13 09:50:34","I","2026-02-15 00:20:02","","184768.744510766","353790.312114669","31","","0","","","","","저수조청소업",
"62","저수조청소업","09_30_14_P","3990000","399000031202600002","2026-02-13","","01","영업/정상","11","정상","","","","","031-841-8886","","","경기도 남양주시 별내면 광전리 ***-*","경기도 남양주시 별내면 송산로***번길 *-**, *층","12090","(주)21세기매니지먼트","2026-02-13 16:30:15","I","2026-02-15 00:20:02","","211656.230841818","465331.778255866","31","","0","","","","","저수조청소업",
"63","저수조청소업","09_30_14_P","3140000","314000031202600001","2026-02-13","","01","영업/정상","11","정상","","","","","","","","서울특별시 양천구 신월동 ***-**","서울특별시 양천구 가로공원로**길 **, 지하층 ***호 (신월동)","07913","삼원종합관리","2026-02-13 16:41:17","I","2026-02-15 00:20:02","","184494.442787063","447867.654721175","31","","0","","","","","저수조청소업",
"64","저수조청소업","09_30_14_P","3910000","391000031200800002","2026-02-13","","01","영업/정상","11","정상","","","","","031-611-7861","","","경기도 평택시 합정동 ***-*","경기도 평택시 중앙*로 ***, ***호 (합정동)","17914","(주)천지개발","2026-02-13 13:07:26","U","2026-02-15 02:40:00","","208844.137537873","387553.277410345","31","","0","","","","","저수조청소업",
"65","저수조청소업","09_30_14_P","3820000","382000031200300003","2003-03-07","","01","영업/정상","11","정상","","","","","031-855-0085","","","경기도 의정부시 녹양동 ***-** 에벤에셀빌딩","경기도 의정부시 진등로 **, 에벤에셀빌딩 *층 *호 (녹양동)","11608","(주)낙원건설","2026-02-13 17:42:02","U","2026-02-15 02:40:00","","202818.825442843","473016.183690712","31","","0","","","","","저수조청소업",
"66","저수조청소업","09_30_14_P","3440000","344000031201400002","2014-06-11","","01","영업/정상","11","정상","","","","","053-656-2900","","","대구광역시 남구 대명동 ****-*","대구광역시 남구 삼각지*길 ** (대명동)","42413","(주)엘인케이","2026-02-13 13:08:11","U","2026-02-15 02:40:00","","343054.946898449","262352.49241826","31","","0","","","","","저수조청소업",
"67","저수조청소업","09_30_14_P","5350000","535000031202600001","2026-02-13","","01","영업/정상","11","정상","","","","","055-321-0718","","","경상남도 김해시 삼정동 **-* 백제삼정데파트 상가 ***호","경상남도 김해시 분성로***번길 *, ***호 (삼정동, 백제삼정데파트 상가)","50928","퓨어픽스","2026-02-13 17:16:48","U","2026-02-15 02:40:00","","372533.54382803","194410.000830267","31","","0","","","","","저수조청소업",
"68","저수조청소업","09_30_14_P","3910000","391000031202300002","2026-02-13","","01","영업/정상","11","정상","","","","","031-666-8906","","","경기도 평택시 신장동 ***-**","경기도 평택시 목천로**번길 *** (신장동)","17752","주식회사 클영","2026-02-13 13:07:27","U","2026-02-15 02:40:00","","204583.637964877","398402.012618182","31","","0","","","","","저수조청소업",
"69","저수조청소업","09_30_14_P","3230000","323000031202400002","2024-12-17","","01","영업/정상","11","정상","","","","","02-538-0281","","","서울특별시 송파구 신천동 *-** 현대타워아파트","서울특별시 송파구 올림픽로 ***-**, ***,***호 (신천동, 현대타워아파트)","05510","(주)동우라이프산업","2026-02-13 09:28:57","U","2026-02-15 02:40:00","","208992.217212857","445885.719952303","31","","0","","","","","저수조청소업",
"70","저수조청소업","09_30_14_P","5690000","569000031202200002","2025-11-25","","01","영업/정상","11","정상","","","","","044-868-0944","","","세종특별자치시 대평동 *** 쁘띠테라스","세종특별자치시 대평*길 **, 쁘띠테라스 *층 ***호 (대평동)","30152","행복종합자산관리(주)","2026-02-14 12:03:53","U","2026-02-16 02:40:00","","224639.428614204","330349.030473047","31","","0","","","","","저수조청소업",
