"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"11","축산가공업","07_22_05_P","6410000","641000000420190063","2019-04-29","","03","폐업","0002","폐업","2026-04-02","","","","0317450080","830.8","","경기도 성남시 중원구 상대원동  344번지 12호","경기도 성남시 중원구 둔촌대로541번길 20 (상대원동)","","아침주식회사 2공장","2026-04-02 17:44:45","U","2026-04-04 02:40:00","식육가공업","215625.64909708","436819.166080746","축산물가공업","식육가공업","0","L00","16",
"12","축산가공업","07_22_05_P","6470000","647000000420210011","2021-04-26","","01","영업/정상","0000","정상","","","","","0544551161","417.49","","경상북도 구미시 봉곡동  137번지 6호","경상북도 구미시 봉곡북로1길 16 (봉곡동)","","주식회사 성보","2026-04-02 09:52:44","U","2026-04-04 02:40:00","식육가공업","317293.39097321","295863.200978945","축산물가공업","식육가공업","0","L00","0",
"13","축산가공업","07_22_05_P","6260000","626000000420220017","2022-10-06","","01","영업/정상","0000","정상","","","","","0513283393","257.4","","부산광역시 사상구 감전동  158번지 19호 호텔자","부산광역시 사상구 학감대로222번길 22, 호텔자 2층(감전동)","","주식회사 쿡앤팩토리","2026-04-02 11:13:28","U","2026-04-04 02:40:00","식육가공업","381370.197477756","185325.979575497","축산물가공업","식육가공업","0","L00","0",
"14","축산가공업","07_22_05_P","6430000","643000000420160004","2016-01-14","","01","영업/정상","0000","정상","","","","","","2170.16","","충청북도 괴산군 괴산읍 능촌리산43번지 1호","충청북도 괴산군 괴산읍 자연식품1길 30","","건강한한우 미토리 1공방","2026-04-02 10:06:16","U","2026-04-04 02:40:00","식육가공업","273346.501142972","371423.455778687","축산물가공업","식육가공업","0","L00","0",
"15","축산가공업","07_22_05_P","6410000","641000000420260026","2026-04-03","","01","영업/정상","0000","정상","","","","","0314583009","1549.43","","경기도 의왕시 고천동  348번지 7호 ㈜지비오","경기도 의왕시 고산로 8, ㈜지비오 (고천동)","","(주)지비오","2026-04-03 12:56:36","I","2026-04-05 00:20:22","식육가공업","197308.077846385","427839.312628787","축산물가공업","식육가공업","0","L00","21",
"16","축산가공업","07_22_05_P","6410000","641000000420260027","2026-04-03","","01","영업/정상","0000","정상","","","","","","0","","경기도 부천시 오정구 작동  113번지 1호","경기도 부천시 오정구 까치로74번길 85, 1,2층 (작동)","","주식회사 유원축산","2026-04-03 17:20:08","I","2026-04-05 00:20:22","식육가공업","183190.803892814","445745.842822176","축산물가공업","식육가공업","0","L00","3",
"17","축산가공업","07_22_05_P","6410000","641000000420260028","2026-04-03","","01","영업/정상","0000","정상","","","","","0319660343","","","경기도 고양시 덕양구 관산동  685번지 41호","경기도 고양시 덕양구 통일로 1028-41, 304동 1406호 (관산동)","","하나푸드","2026-04-03 20:20:27","I","2026-04-05 00:20:22","식육가공업","187399.365347755","467419.907258622","축산물가공업","식육가공업","0","000","0",
"18","축산가공업","07_22_05_P","6280000","628000000420260005","2026-04-03","","01","영업/정상","0000","정상","","","","","","100.21","","인천광역시 서구 가좌동  476번지 12호 106호","인천광역시 서구 열우물로197번길 8, 106호 (가좌동)","","수지식품","2026-04-03 10:39:05","I","2026-04-05 00:20:22","식육가공업","172241.941323204","442078.80248663","축산물가공업","식육가공업","0","000","2",
"19","축산가공업","07_22_05_P","6470000","647000000420190010","2019-04-11","","02","휴업","0001","휴업","","2026-04-03","2027-03-31","","0542323788","28.3","","경상북도 포항시 북구 남빈동  989번지 35호","경상북도 포항시 북구 칠성로 54, 1층 (남빈동)","","동아축산","2026-04-03 09:41:51","U","2026-04-05 02:40:00","식육가공업","413327.443351638","284403.093556422","축산물가공업","식육가공업","0","000","2",
"20","축산가공업","07_22_05_P","6270000","627000000420070014","2007-06-29","","02","휴업","0001","휴업","","2026-04-03","2026-04-03","","","0","716-832","대구광역시 군위군 부계면 남산리 1139번지 4호","대구광역시 군위군 부계면 한티로 1557","716-832","팔공산 염소집","2026-04-03 10:55:31","U","2026-04-05 02:40:00","식육가공업","347116.077327655","282213.710301251","축산물가공업","식육가공업","0","000","2",
"21","축산가공업","07_22_05_P","3180000","318000000419690002","1969-03-07","","01","영업/정상","0000","정상","","","","","2670-6651","0","","서울특별시 영등포구 양평동4가 16-1","서울특별시 영등포구 양평로21길 25 (양평동4가)","07209","롯데웰푸드(주)","2026-04-03 13:49:31","U","2026-04-05 02:40:00","유가공업","190452.870313631","448107.484024722","축산물가공업","유가공업","0","L00","0",
"22","축산가공업","07_22_05_P","6410000","641000000420030014","2003-03-15","","01","영업/정상","0000","정상","","","","","0314333883","15098.24","425-835","경기도 안산시 단원구 성곡동  659번지 시화공단 4다 201호","경기도 안산시 단원구 시화로 38 (성곡동,시화공단 4다 201호)","425-835","(주)조흥","2026-04-03 16:12:27","U","2026-04-05 02:40:00","유가공업","176932.993675632","425042.117616111","축산물가공업","유가공업","0","L00","144",
"23","축산가공업","07_22_05_P","6430000","643000000420160008","2016-02-19","","01","영업/정상","0000","정상","","","","","","6081.51","","충청북도 진천군 덕산읍 신척리 893번지 0호","충청북도 진천군 덕산읍 신척산단4로 79","","농업회사법인 주식회사 사조프레시미트","2026-04-03 14:13:09","U","2026-04-05 02:40:00","식육가공업","242956.76147332","380150.969609273","축산물가공업","식육가공업","0","L00","0",
"24","축산가공업","07_22_05_P","6430000","643000000420140006","2014-02-26","","01","영업/정상","0000","정상","","","","","","819.78","","충청북도 청주시 흥덕구 봉명동  2369번지 1호","충청북도 청주시 흥덕구 덕암로47번길 73 (봉명동)","361-856","주식회사 으뜸식품","2026-04-03 14:13:43","U","2026-04-05 02:40:00","식육가공업","240985.464039879","350677.955024789","축산물가공업","식육가공업","0","L00","0",
"25","축산가공업","07_22_05_P","6260000","626000000420200037","2020-12-04","","01","영업/정상","0000","정상","","","","","0517283442","451.29","","부산광역시 기장군 정관읍 모전리 121번지 0호","부산광역시 기장군 정관읍 병산로 2, 1동 2층","","주식회사 제이엔푸드","2026-04-03 17:05:37","U","2026-04-05 02:40:00","식육가공업","397240.395858018","206113.881439318","축산물가공업","식육가공업","0","L00","0",
