"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","실험실면적","사업장구분명","영업소면적","위탁업체명","실험실지역코드","실험실우편번호","실험실산","실험실번지","실험실호","실험실통","실험실반","실험실특수주소","실험실특수주소동","실험실특수주소호","실험실도로명주소시군구코드","실험실도로명주소읍면동코드","실험실도로명주소읍면동구분","실험실도로명주소코드","실험실도로명특수주소","실험실도로명주소건물층구분","실험실도로명주소건물본번호","실험실도로명주소건물부번호","실험실도로명주소우편번호",
"11","환경측정대행업","09_30_17_P","6280000","628000008202100004","2026-04-01","","01","영업/정상","N","신규","","","","","","","22110","인천광역시 미추홀구 도화동 952번지","인천광역시 미추홀구 염전로 114, 4층(도화동)","22110","삼화환경연구소(주)","2026-04-01 14:34:28","U","2026-04-03 02:40:00","","169451.980952078","442005.729860964","0","측정대행업","0","","2817710400","22110","0","952","0","","","","","","28177","2817710400","1","3150038","","0","114","0","22110",
"12","환경측정대행업","09_30_17_P","6280000","628000008200700007","2026-04-01","","01","영업/정상","N","신규","","","","","","","405-869","인천광역시 남동구 만수6동   1095번지 3호","인천광역시 남동구 장승로 65 (만수동)","405-869","(주)제일엔비텍","2026-04-01 17:19:48","U","2026-04-03 02:40:00","","176909.593552688","438224.484959992","90.4","측정대행업","0","","","","","","","","","","","","28200","2820010300","1","3153071","","0","65","","405869",
"13","환경측정대행업","09_30_17_P","6260000","626000008201500003","2026-04-01","","01","영업/정상","N","신규","","","","","","","","","부산광역시 북구 만덕2로17번길 1, 402호 (만덕동)","46607","세영환경산업주식회사","2026-04-01 17:43:11","U","2026-04-03 02:40:00","","385468.443590649","192213.626512424","83.38","측정대행업","0","","","","","","","","","","","","26320","2632010300","1","4196163","","0","1","","46607",
"14","환경측정대행업","09_30_17_P","3860000","386000066201900002","2019-01-04","","01","영업/정상","BBBB","영업","","","","","032-663-6326~8","","","경기도 부천시 원미구 도당동 187-7 부천대우테크노파크 1303호","경기도 부천시 원미구 도약로 261, 부천대우테크노파크 A동 1303~4호 (도당동)","14523","(주)대일환경","2026-04-01 14:03:50","U","2026-04-03 02:40:00","","180347.364342392","445487.202175751","0","측정대행업","0","","4119210400","","1","187","7","","","부천대우테크노파크","","1303","41192","4119210400","1","3184002","부천대우테크노파크   A동 1303~4호 (도당동)","0","261","","14523",
"15","환경측정대행업","09_30_17_P","4490000","449000066202200002","2022-05-04","","01","영업/정상","BBBB","영업","","","","","041-414-7797","","","충청남도 천안시 동남구 청당동 518 5층 502,505호","충청남도 천안시 동남구 청수11로 26, 5층 502,505호 (청당동)","31198","블루이엔텍㈜","2026-04-01 17:18:01","U","2026-04-03 02:40:00","","213784.851225742","364582.509494198","65","측정대행업","0","","4413111100","","1","518","","","","5층 502,505호","","","44131","4413111100","1","3249074","5층 502,505호 (청당동)","0","26","","31198",
"16","환경측정대행업","09_30_17_P","6540000","654000008202500001","2026-04-01","","01","영업/정상","N","신규","","","","","","","54001","전북특별자치도 군산시 오식도동 515-5 전북대학교창업보육센터 201호","전북특별자치도 군산시 산단남북로 193, 전북대학교창업보육센터 201호(오식도동)","54001","주식회사 웨니테크","2026-04-01 17:50:09","U","2026-04-03 02:40:00","","160290.561884082","273723.13031418","0","측정대행업","0","","5213014700","54001","0","515","5","","","전북대학교창업보육센터","","201","52130","5213014700","1","3268045","전북대학교창업보육센터","0","193","0","54001",
"17","환경측정대행업","09_30_17_P","6460000","646000008202500002","2026-04-01","","01","영업/정상","N","신규","","","","","07071149900","","59337","전라남도 장흥군 장흥읍 평화리 519번지","전라남도 장흥군 장흥읍 외평길 84","59337","(주)한미엔텍","2026-04-01 17:20:52","U","2026-04-03 02:40:00","","191123.137936771","129385.438331079","0","측정대행업","0","","4680025035","59337","0","519","0","","","","","","46800","4680025035","0","4676334","","0","84","0","59337",
"18","환경측정대행업","09_30_17_P","6310000","631000008202600024","2026-04-02","","01","영업/정상","N","신규","","","","","","","44776","울산광역시 남구 두왕동 763번지","울산광역시 남구 테크노산업로29번길 39, 에이동 1층(두왕동)","44776","주식회사 보아스환경기술","2026-04-02 11:09:19","I","2026-04-04 00:20:02","","408783.645882839","226222.34475794","0","측정대행업","0","","3114010300","44776","0","763","0","","","","","","31140","3114010300","1","4854917","","0","39","0","44776",
"19","환경측정대행업","09_30_17_P","3930000","393000066201900019","2019-01-04","","01","영업/정상","BBBB","영업","","","","","0314949191","","","경기도 안산시 단원구 고잔동 729-9 Win-Win프라자","경기도 안산시 단원구 광덕4로 260, Win-Win프라자 4층 (고잔동)","15464","보성환경이엔텍(주)","2026-04-02 17:48:40","U","2026-04-04 02:40:00","","185871.930223931","423597.658528151","0","측정대행업","0","","4127310100","","1","729","9","","","Win-Win프라자","","401","41273","4127310100","1","3190012","Win-Win프라자 401,402호 (고잔동)","0","260","","15464",
"20","환경측정대행업","09_30_17_P","3930000","393000066201900020","2019-01-04","","01","영업/정상","BBBB","영업","","","","","0314949191","","","경기도 안산시 단원구 고잔동 729-9 Win-Win프라자","경기도 안산시 단원구 광덕4로 260, Win-Win프라자 4층 (고잔동)","15464","보성환경이엔텍(주)","2026-04-02 17:48:50","U","2026-04-04 02:40:00","","185871.930223931","423597.658528151","0","측정대행업","0","","4127310100","","1","729","9","","","Win-Win프라자","","401","41273","4127310100","1","3190012","Win-Win프라자 401,402호 (고잔동)","0","260","","15464",
"21","환경측정대행업","09_30_17_P","3930000","393000066201900027","2019-01-04","","01","영업/정상","BBBB","영업","","","","","031-439-4349","","","경기도 안산시 단원구 원시동 784-2","경기도 안산시 단원구 별망로 555, 805,806호 (원시동)","15434","(주)해솔환경컨설팅[일시]","2026-04-02 17:49:28","U","2026-04-04 02:40:00","","181041.227729424","422140.831653563","160","측정대행업","0","","4127310500","","1","784","2","","","","","","41273","4127310500","1","3191028","805,806호 (원시동)","0","555","","15434",
"22","환경측정대행업","09_30_17_P","3830000","383000066201900003","2019-01-09","","01","영업/정상","BBBB","영업","","","","","031-689-3350","","","경기도 안양시 동안구 호계동 921-4","경기도 안양시 동안구 귀인로79번길 35 (호계동)","431-837","(주)한국환경연구소","2026-04-02 17:37:14","U","2026-04-04 02:40:00","","195299.383396423","431308.429954024","0","측정대행업","0","","4117310400","","1","921","4","","","","","","41173","4117310400","1","4349098","(호계동)","0","35","","14079",
"23","환경측정대행업","09_30_17_P","3830000","383000066201900005","2019-01-15","","01","영업/정상","BBBB","영업","","","","","0313600808","","","경기도 안양시 동안구 관양동 799 메가밸리","경기도 안양시 동안구 학의로 268, 메가밸리 727,321호 (관양동)","","(주)한국이엠씨","2026-04-02 10:06:37","U","2026-04-04 02:40:00","","197069.82356942","433267.205928793","0","측정대행업","0","","4117310200","","1","799","","","","메가밸리 727,321호","","","41173","4117310200","1","3012016","메가밸리 (관양동)","0","268","","14056",
"24","환경측정대행업","09_30_17_P","3830000","383000066201900009","2019-03-19","","01","영업/정상","BBBB","영업","","","","","031-473-9131","","","경기도 안양시 만안구 안양동 218 명지e스페이스 605호","경기도 안양시 만안구 덕천로 34, 명지e스페이스 605호 (안양동)","14088","명화환경산업(주)","2026-04-02 14:31:12","U","2026-04-04 02:40:00","","","","0","측정대행업","0","","4117110100","","1","218","","","","명지e스페이스","","605","41171","4117110100","1","3183014","명지e스페이스 605호 (안양동)","0","34","","14088",
"25","환경측정대행업","09_30_17_P","3930000","393000066202300002","2023-06-16","","01","영업/정상","BBBB","영업","","","","","031-413-4903","","","경기도 안산시 단원구 초지동 742-2 키즈타워2","경기도 안산시 단원구 원포공원1로 64, 키즈타워2 (초지동)","15455","케비환경기술(주)","2026-04-02 16:51:30","U","2026-04-04 02:40:00","","183165.555491372","422378.87289029","100","측정대행업","0","","4127310700","","1","742","2","","","키즈타워2","","","41273","4127310700","1","3191064","키즈타워2 (초지동)","0","64","","15455",
"26","환경측정대행업","09_30_17_P","6260000","626000008202000012","2026-04-02","","01","영업/정상","N","신규","","","","","","","46917","부산광역시 사상구 모라동 283-11","부산광역시 사상구 사상로525번길 54, 2층 (모라동)","46917","(주)세영환경기술","2026-04-02 15:19:29","U","2026-04-04 02:40:00","","380810.227707175","189958.115183757","0","측정대행업","0","","2653010200","46917","0","283","11","","","","","","26530","2653010200","1","4217272","","0","54","0","46917",
"27","환경측정대행업","09_30_17_P","3740000","374000066202000001","2020-02-07","","01","영업/정상","BBBB","영업","","","","","223-0044","","","경기도 수원시 권선구 세류동 1125-1 혜성 빌딩","경기도 수원시 권선구 세지로4번길 18, 혜성 빌딩 (세류동)","16589","혜성크린텍크 주식회사","2026-04-02 09:03:50","U","2026-04-04 02:40:00","","201285.950433738","416683.806401347","68","측정대행업","0","","4111313700","","1","989","1","","","","","","41113","4111313700","1","2012008","2층 (권선동)","0","355","","16565",
"28","환경측정대행업","09_30_17_P","6260000","626000008202100007","2026-04-02","","01","영업/정상","N","신규","","","","","","","","부산광역시 강서구 대저1동 1316-2","부산광역시 강서구 대저로89번가길 108(대저1동)","","(주)부경이엔지","2026-04-02 15:28:06","U","2026-04-04 02:40:00","","","","96.9","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"29","환경측정대행업","09_30_17_P","5670000","567012366202500002","2025-08-29","","01","영업/정상","BBBB","영업","","","","","070-4667-1730","","","경상남도 창원시 의창구 서상동 655-19","경상남도 창원시 의창구 의창대로210번길 13, 지하 1, 지상 3층 (서상동)","51370","케이지이 주식회사","2026-04-02 13:46:00","U","2026-04-04 02:40:00","","347436.32122158","196838.134109451","89","측정대행업","0","","4812110300","","1","655","19","","","","","","48121","4812110300","1","4781525","지하 1층 (서상동)","0","13","","51370",
"30","환경측정대행업","09_30_17_P","6300000","630000008202500002","2026-04-02","","01","영업/정상","N","신규","","","","","","","34028","대전광역시 유성구 용산동 544번지","대전광역시 유성구 테크노8로 53-10, 1층 (용산동)","34028","(주)대성환경연구소","2026-04-02 10:50:21","U","2026-04-04 02:40:00","","236218.233242576","324712.782221177","0","측정대행업","0","","3020014400","34028","0","544","0","","","","","","30200","3020014400","1","3167078","","0","53","10","34028",
"31","환경측정대행업","09_30_17_P","3740000","374000066202100001","2021-04-21","","01","영업/정상","BBBB","영업","","","","","","","","경기도 수원시 권선구 권선동 989-1","경기도 수원시 권선구 경수대로 355, 3층 (권선동)","16565","혜성크린텍크(주)","2026-04-02 09:03:57","U","2026-04-04 02:40:00","","201934.829246138","417388.591223299","0","측정대행업","0","","4111313700","","1","989","1","","","","","","41113","4111313700","1","2012008","3층 (권선동)","0","355","","16565",
"32","환경측정대행업","09_30_17_P","6270000","627000008201700003","2026-04-02","","01","영업/정상","N","신규","","","","","","","703-834","대구광역시 서구 평리6동   567번지","대구광역시 서구 북비산로 165 (평리동)","703-834","(주)한국이앤씨","2026-04-02 13:28:08","U","2026-04-04 02:40:00","","340008.783916204","265447.982845799","98.8","측정대행업","0","","2717010300","703834","1","567","","","","","","","27170","2717010300","1","3143005","","0","165","","703834",
"33","환경측정대행업","09_30_17_P","6270000","627000008201700002","2026-04-02","","01","영업/정상","N","신규","","","","","","","703-839","대구광역시 서구 평리3동   719번지 1호","대구광역시 서구 서대구로 230 (평리동)","703-839","케이지엔텍","2026-04-02 13:13:20","U","2026-04-04 02:40:00","","340371.264861843","265362.72131847","184.08","측정대행업","0","","2717010300","703839","1","719","1","","","","","","27170","2717010300","1","3143006","","0","230","","703839",
"34","환경측정대행업","09_30_17_P","6270000","627000008200600008","2026-04-02","","01","영업/정상","N","신규","","","","","","","","대구광역시 달서구 이곡동 541번지 10호","대구광역시 달서구 달구벌대로 1222 (이곡동)","","제일환경측정(주)","2026-04-02 13:09:58","U","2026-04-04 02:40:00","","","","90.6","측정대행업","0","","2729010800","42703","0","541","10","","","3,4층","","","27290","2729010800","1","2007002","","0","1222","0","42703",
"35","환경측정대행업","09_30_17_P","6530000","653000008202300035","2026-04-02","","01","영업/정상","N","신규","","","","","0337645807","","220-934","강원특별자치도 원주시 관설동   634번지 3호","강원특별자치도 원주시 치악로 1351 (관설동)","","(주)선진환경","2026-04-02 16:33:39","U","2026-04-04 02:40:00","","286539.562056716","423342.277511088","120","측정대행업","0","","5113011600","220934","1","634","3","","","","","","51130","5113011600","1","3219054","","0","1351","","220180",
"36","환경측정대행업","09_30_17_P","3930000","393000066202400005","2025-01-10","","01","영업/정상","BBBB","영업","","","","","031-439-4349","","","경기도 안산시 단원구 원시동 784-2 타원 TAKRA V 지식산업센터","경기도 안산시 단원구 별망로 555, 타원 TAKRA V 지식산업센터 (원시동)","15434","(주)해솔환경컨설팅[일시]","2026-04-02 17:48:59","U","2026-04-04 02:40:00","","181041.227729424","422140.831653563","0","측정대행업","0","","4127310500","","1","784","2","","","타원 TAKRA V 지식산업센터","","","41273","4127310500","1","3191028","타원 TAKRA V 지식산업센터 (원시동)","0","555","","15434",
"37","환경측정대행업","09_30_17_P","6310000","631000008202600025","2026-04-03","","01","영업/정상","N","신규","","","","","","","44774","울산광역시 남구 선암동 558-11","울산광역시 남구 두왕로126번길 13-1 (선암동)","44774","미래환경기술 주식회사","2026-04-03 10:06:02","I","2026-04-05 00:20:22","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"38","환경측정대행업","09_30_17_P","6310000","631000008202600026","2026-04-03","","01","영업/정상","N","신규","","","","","","","44776","울산광역시 남구 두왕동 764-12 (주)미래숲환경연구소","울산광역시 남구 테크노산업로29번길 88, (주)미래숲환경연구소 (두왕동)","44776","(주)미래숲환경연구소","2026-04-03 10:07:13","I","2026-04-05 00:20:22","","408972.580662688","225782.812066486","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"39","환경측정대행업","09_30_17_P","3780000","378000066202600001","2026-04-03","","01","영업/정상","BBBB","영업","","","","","","","","경기도 성남시 중원구 상대원동 223-27","경기도 성남시 중원구 사기막골로62번길 33, F동 1135호 (상대원동)","13211","노바랩 주식회사","2026-04-03 09:22:00","I","2026-04-05 00:20:22","","215437.434416183","437027.119985202","0","측정대행업","0","","4113310500","","1","223","27","","","","","","41133","4113310500","1","4337206","성남센터엠 F동 1135호 (상대원동)","0","33","","13211",
"40","환경측정대행업","09_30_17_P","3150000","315000066201500002","2015-02-09","","01","영업/정상","BBBB","영업","","","","","6210-1400","","","서울특별시 강서구 가양동 1488-6","서울특별시 강서구 허준로 202-26 (가양동)","157-810","재단법인환경보건기술연구원","2026-04-03 15:42:20","U","2026-04-05 02:40:00","","187561.265938558","450958.580192166","490","측정대행업","0","","1150010400","","1","1488","6","","","","","","11500","1150010400","1","3115013","(가양동)","0","202","26","",
"41","환경측정대행업","09_30_17_P","3230000","323000066201700002","2017-01-25","","01","영업/정상","BBBB","영업","","","","","02-556-6929","","","서울특별시 송파구 문정동 651 문정역테라타워 A동 410호","서울특별시 송파구 송파대로 167, 문정역테라타워 A동 410호 (문정동)","05855","상록환경위생(주)","2026-04-03 17:03:57","U","2026-04-05 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","11710","1171010800","1","2005011","(문정동)","0","167","","",
"42","환경측정대행업","09_30_17_P","3200000","320000066201600002","2016-03-21","","01","영업/정상","BBBB","영업","","","","","","","","서울특별시 관악구 봉천동 1729-1 그린빌딩","서울특별시 관악구 청림3길 9, 그린빌딩 (봉천동)","08732","(주)푸른환경산업연구소","2026-04-03 14:23:47","U","2026-04-05 02:40:00","","196293.25961572","442941.188639656","0","측정대행업","0","","","","","","","","","","","","11620","1162010100","1","4160731","(봉천동)","0","9","","",
"43","환경측정대행업","09_30_17_P","3780000","378000066201800001","2018-12-20","","01","영업/정상","BBBB","영업","","","","","031-743-6517","","","경기도 성남시 중원구 상대원동 344-5","경기도 성남시 중원구 순환로 111 (상대원동)","13215","(주)이푸른환경","2026-04-03 09:21:17","U","2026-04-05 02:40:00","","215710.812392661","436860.993563671","0","측정대행업","0","","4113310500","","1","344","5","","","","","","41133","4113310500","1","3179014","(상대원동)","0","111","","13215",
"44","환경측정대행업","09_30_17_P","3780000","378000066201900001","2019-01-03","","01","영업/정상","BBBB","영업","","","","","031-733-0505","","","경기도 성남시 중원구 상대원동 442-5 쌍용IT트윈타워 B동","경기도 성남시 중원구 둔촌대로 531, 쌍용IT트윈타워 B동 610호 (상대원동)","13216","유앤아이환경기술(주)","2026-04-03 09:21:27","U","2026-04-05 02:40:00","","215489.920945354","436659.439393206","0","측정대행업","0","","4113310500","","1","442","5","","","쌍용IT트윈타워 B동","","","41133","4113310500","1","2179001","쌍용IT트윈타워 B동 610호 (상대원동)","0","531","","13216",
"45","환경측정대행업","09_30_17_P","4050000","405000066202000001","2020-03-16","","01","영업/정상","BBBB","영업","","","","","031-889-1760","","","경기도 용인시 수지구 죽전동 1254-3 선진포리스트 307호","경기도 용인시 수지구 대지로 58, 선진포리스트 307호 (죽전동)","16873","(주)주영기술환경","2026-04-03 08:29:07","U","2026-04-05 02:40:00","","210159.350235868","425189.454948553","0","측정대행업","0","","4146510200","","1","1254","3","","","선진포리스트","","204","41465","4146510200","1","3205001","선진포리스트 204호 (죽전동)","0","58","","16873",
"46","환경측정대행업","09_30_17_P","6300000","630000008202200001","2026-04-03","","01","영업/정상","N","신규","","","","","","","34574","대전광역시 동구 가양동 429-7","대전광역시 동구 동대전로 309, 1.6층 (가양동)","34574","(주)케미","2026-04-03 10:34:31","U","2026-04-05 02:40:00","","239738.615994589","316465.057620824","0","측정대행업","0","","3011011400","34574","0","429","7","","","","","","30110","3011011400","1","3164009","","0","309","0","34574",
"47","환경측정대행업","09_30_17_P","6280000","628000008202300003","2026-04-03","","01","영업/정상","N","신규","","","","","","","22772","인천광역시 서구 석남동 223-242","인천광역시 서구 건지로97번길 51, 2층 (석남동)","22772","(주)서강엔지니어링","2026-04-03 10:04:06","U","2026-04-05 02:40:00","","169190.619569289","444678.892609514","0","측정대행업","0","","2826011000","22772","0","223","242","","","","","","28260","2826011000","1","4268118","","0","51","0","22772",
"48","환경측정대행업","09_30_17_P","3060000","306000066202100003","2021-11-26","","01","영업/정상","BBBB","영업","","","","","762-0293","","","서울특별시 중랑구 신내동 821-2","서울특별시 중랑구 신내역로 111, b동 지하1층 148호 (신내동)","02262","재단법인 지구환경연구소","2026-04-03 15:28:36","U","2026-04-05 02:40:00","","209856.1161416","456761.921129526","233","측정대행업","0","","1126010600","","1","821","2","","","","","","11260","1126010600","1","3106013","b동 지하1층 148호 (신내동)","0","111","","02262",
"49","환경측정대행업","09_30_17_P","6410000","641000008202500241","2026-04-03","","01","영업/정상","N","신규","","","","","","","","경기도 의정부시 고산동 996-2 한강듀클래스의정부고산 씨동 814호","경기도 의정부시 문화로 10, 한강듀클래스의정부고산 씨동 814호 (고산동)","","(주)청담이엠텍","2026-04-03 13:31:28","U","2026-04-05 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"50","환경측정대행업","09_30_17_P","4050000","405000066202500003","2025-12-26","","01","영업/정상","BBBB","영업","","","","","031-339-9640","","","경기도 용인시 기흥구 상갈동 125-14","경기도 용인시 기흥구 금화로 106, 3층 301호 (상갈동)","17067","한국환경보건연구소(주)","2026-04-03 10:39:48","U","2026-04-05 02:40:00","","209374.782513152","418299.492284428","46","측정대행업","0","","4146310300","","1","125","14","","","","","","41463","4146310300","1","3204014","3층 301호 (상갈동)","0","106","","17067",
"51","환경측정대행업","09_30_17_P","6460000","646000008202400016","2026-04-03","","01","영업/정상","N","신규","","","","","","","58023","전라남도 순천시 해룡면 호두리 0번지","전라남도 순천시 해룡면 해룡산단6로 100, 2층","58023","주식회사 윤테크(대기)","2026-04-03 15:50:42","U","2026-04-05 02:40:00","","251340.17383273","156473.247425943","50","측정대행업","0","","4615031030","58023","0","0","0","","","","","","46150","4615031030","0","3283058","","0","100","0","58023",
"52","환경측정대행업","09_30_17_P","6260000","626000008202000013","2026-04-03","","01","영업/정상","N","신규","","","","","","","46980","부산광역시 사상구 감전동 122-15","부산광역시 사상구 새벽로 183, 2층층 (감전동)","46980","(주)모리아산업기술","2026-04-03 17:46:57","U","2026-04-05 02:40:00","","380645.672312821","186073.362666348","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"53","환경측정대행업","09_30_17_P","6410000","641000008202500210","2026-04-03","","01","영업/정상","N","신규","","","","","","","","경기도 하남시 풍산동 489번지 미사테스타타워지식산업센터 F839-840호","경기도 하남시 미사강변서로 25, 미사테스타타워지식산업센터 F839-840호 (풍산동)","","미령환경개발(주)","2026-04-03 09:01:33","U","2026-04-05 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"54","환경측정대행업","09_30_17_P","6410000","641000008202500220","2026-04-03","","01","영업/정상","N","신규","","","","","","","","경기도 오산시 세교동 595-1 507,742호","경기도 오산시 독산성로 425, 507,742호 (세교동)","","(주)환경티에스","2026-04-03 09:06:36","U","2026-04-05 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"55","환경측정대행업","09_30_17_P","6260000","626000008202200008","2026-04-03","","01","영업/정상","N","신규","","","","","","","46980","부산광역시 사상구 감전동 122-15","부산광역시 사상구 새벽로 183, 3층(감전동)","46980","초석환경기술단","2026-04-03 17:38:27","U","2026-04-05 02:40:00","","380645.672312821","186073.362666348","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"56","환경측정대행업","09_30_17_P","5710000","571000066201900018","2019-04-14","","01","영업/정상","BBBB","영업","","","","","043-237-7825","","","충청북도 청주시 서원구 남이면 양촌리 26-6","충청북도 청주시 서원구 남이면 양촌3길 7-30","28805","(주)한국환경안전연구소","2026-04-04 12:46:37","U","2026-04-06 02:40:00","","242143.542234623","343612.805377402","0","측정대행업","0","","4311231037","","1","26","6","","","","","","43112","4311231037","0","4520445","","0","7","30","28805",
