"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"18","비디오물제작업","03_10_05_P","3940000","CDFF1241072026000026","2016-03-14","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 덕은동 ***","경기도 고양시 덕양구 청초로 **, 덕은리버워크 A동 ****호 (덕은동)","10543","주식회사 테이크볼드","2026-03-03 14:11:36","U","2026-03-05 02:40:00","","","","비디오물제작업","","0","","광고 영상 제작","52.14","8","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"19","비디오물제작업","03_10_05_P","3370000","CDFF1241072026000001","2022-05-25","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 거제동 ***-* 희망센트럴뷰","부산광역시 연제구 거제시장로**번길 *, ***호 (거제동, 희망센트럴뷰)","47544","소나무프로덕션","2026-03-03 09:40:46","U","2026-03-05 02:40:00","","388600.33285598","188926.905125438","비디오물제작업","","0","","광고,홍보","50","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"20","비디오물제작업","03_10_05_P","4641000","CDFF1241072022000021","2022-06-10","","03","폐업","03","폐업","2026-02-27","","","","070-5033-0379","","","전북특별자치도 전주시 완산구 중앙동*가 **-** 성원오피스텔 ****호","전북특별자치도 전주시 완산구 풍남문*길 **-**, 성원오피스텔 ****호 (중앙동*가)","55043","에스라이브","2026-03-03 10:47:20","U","2026-03-05 02:40:00","","212993.319516944","257202.999800212","비디오물제작업","","0","","영화 비디오물 및 방송프로그램 등","35.79","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"21","비디오물제작업","03_10_05_P","4191000","CDFF1241072025000007","2025-03-07","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 반곡동 ****-** 엔터비즈타워","강원특별자치도 원주시 입춘로 **, 엔터비즈타워 B동 ****호 (반곡동)","26460","스튜디오 때지","2026-03-03 18:33:02","U","2026-03-05 02:40:00","","286650.196160256","425529.258545694","비디오물제작업","","0","","비디오, 영상","38.49","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"22","비디오물제작업","03_10_05_P","3220000","CDFF1241072025000062","2025-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 **-* 앳플리빌딩","서울특별시 강남구 강남대로***길 **, 앳플리빌딩 지하*층, *, *층 (논현동)","06039","㈜모팩스튜디오","2026-03-03 10:07:54","U","2026-03-05 02:40:00","","201973.665104727","445929.698870131","비디오물제작업","","0","","영상","268","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"23","비디오물제작업","03_10_05_P","5310000","CDFF1241072025000001","2025-02-25","","01","영업/정상","13","영업중","","","","","","","","경상남도 진주시 망경동 **-* 진주지식산업센터","경상남도 진주시 망경남길**번길 **, 진주지식산업센터 ***호 (망경동)","52711","지역문화콘텐츠연구소 사회적협동조합","2026-03-03 15:00:39","U","2026-03-05 02:40:00","","298806.723239529","187634.438497587","비디오물제작업","","0","","동영상 콘텐츠","66","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"24","비디오물제작업","03_10_05_P","3000000","CDFF1241072025000002","2025-01-13","","01","영업/정상","13","영업중","","","","","02-734-6514","","","서울특별시 종로구 적선동 ***-* 한국생산성본부","서울특별시 종로구 새문안로*가길 **, 한국생산성본부 *층 (적선동)","03170","(주)한국사회능력개발원","2026-03-03 09:19:43","U","2026-03-05 02:40:00","","197583.394691008","452513.612017871","비디오물제작업","","0","","동영상제작","243.24","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"25","비디오물제작업","03_10_05_P","3130000","CDFF1241072026000019","2026-03-04","","01","영업/정상","13","영업중","","","","","02-751-9354","","","서울특별시 마포구 상암동 **** 중앙일보빌딩","서울특별시 마포구 상암산로 **-*, 중앙일보빌딩 (상암동)","03909","중앙일보(주)","2026-03-04 19:02:25","I","2026-03-06 00:20:02","","190221.187884898","452753.974615352","비디오물제작업","","0","","비디오물, 홍보영상, 방송프로그램 등","49486.46","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"26","비디오물제작업","03_10_05_P","6520000","CDFF1241072026000001","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 법환동 ***-*","제주특별자치도 서귀포시 신서로**번길 **-*, ***호 (법환동)","63566","(주)오름애니메이션","2026-03-04 10:43:12","I","2026-03-06 00:20:02","","154308.256592461","-26971.00515975","비디오물제작업","","4","","애니메이션","168.03","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"27","비디오물제작업","03_10_05_P","3210000","CDFF1241072026000023","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 방배동 ***-* 수향빌딩","서울특별시 서초구 방배중앙로 ***, 수향빌딩 B*층 (방배동)","06558","(주)에이이미지스튜디오165","2026-03-04 15:47:07","I","2026-03-06 00:20:02","","198700.157761156","443507.323512821","비디오물제작업","","0","","사진 및 영상","190","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"28","비디오물제작업","03_10_05_P","3220000","CDFF1241072026000045","2026-03-04","","01","영업/정상","13","영업중","","","","","02-518-9810","","","서울특별시 강남구 대치동 ***-*","서울특별시 강남구 영동대로 ***, *층 (대치동)","06283","주식회사 에스엠유니버스","2026-03-04 15:11:42","I","2026-03-06 00:20:02","","205980.489521086","443997.301828734","비디오물제작업","","0","","뮤직비디오 등","1254.5","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"29","비디오물제작업","03_10_05_P","3180000","CDFF1241072026000013","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 여의도동 **-** 하남빌딩","서울특별시 영등포구 의사당대로*길 **, 하남빌딩 *층 ***호 (여의도동)","07333","주식회사 어파이어프로덕션","2026-03-04 19:06:08","I","2026-03-06 00:20:02","","193717.614335836","446460.363567554","비디오물제작업","","0","","비디오영상물","92.86","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"30","비디오물제작업","03_10_05_P","3220000","CDFF1241072026000046","2026-03-04","","01","영업/정상","13","영업중","","","","","02-3014-5000","","","서울특별시 강남구 역삼동 ***-* 아모제역삼빌딩","서울특별시 강남구 봉은사로**길 *, 아모제역삼빌딩 *층 (역삼동)","06143","주식회사 크리에이티브에어","2026-03-04 18:03:00","I","2026-03-06 00:20:02","","203466.555","445170.635","비디오물제작업","","0","","영상제작물, 광고 및 홍보물","289.48","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"31","비디오물제작업","03_10_05_P","3170000","CDFF1241072026000008","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 가산동 ***-** 에이스 비즈포레 지식산업센터","서울특별시 금천구 가산디지털*로 ***, 에이스 비즈포레 지식산업센터 ****호 (가산동)","08500","스테디온","2026-03-04 17:42:17","I","2026-03-06 00:20:02","","189065.818334596","442338.144130222","비디오물제작업","","0","","동영상","24.68","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"32","비디오물제작업","03_10_05_P","3150000","CDFF1241072026000022","2026-03-04","","01","영업/정상","13","영업중","","","","","02-2646-3338","","","서울특별시 강서구 등촌동 ***-* 비**호","서울특별시 강서구 등촌로 ***, 비**호 (등촌동)","07668","커머스코 주식회사","2026-03-04 16:53:24","I","2026-03-06 00:20:02","","187793.85040284","449457.277324245","비디오물제작업","","0","","광고ㆍ홍보영 영상, 콘텐츠","196.15","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"33","비디오물제작업","03_10_05_P","3040000","CDFF1241072023000012","2023-07-24","","03","폐업","03","폐업","2026-03-03","","","","","","","서울특별시 광진구 중곡동 ***-** 그린타워","서울특별시 광진구 능동로**길 **, ***호 (중곡동, 그린타워)","04919","코발트필름","2026-03-04 15:31:29","U","2026-03-06 02:40:00","","206806.937607047","450754.970826786","비디오물제작업","","0","","영상 제작 서비스","29.86","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"34","비디오물제작업","03_10_05_P","3180000","CDFF1241072022000020","2022-02-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 양평동*가 *-* 선유도역*차아이에스비즈타워","서울특별시 영등포구 양평로**길 **, 선유도역*차아이에스비즈타워 지층 비***호 (양평동*가)","07207","주식회사 멜로펀치","2026-03-04 13:33:16","U","2026-03-06 02:40:00","","190372.127120283","448218.446478138","비디오물제작업","","0","","방송광고, 동영상","189.24","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"35","비디오물제작업","03_10_05_P","3220000","CDFF1241072009000045","2009-04-06","","03","폐업","03","폐업","2026-03-03","","","","","","135-939","서울특별시 강남구 개포동 **-* 대청타워 ****호","서울특별시 강남구 개포로 ***  (개포동,대청타워 ****호)","","이타디 PR","2026-03-04 13:15:39","U","2026-03-06 02:40:00","","206970.919291372","443574.411625824","비디오물제작업","","0","","기업홍보영상","1","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"36","비디오물제작업","03_10_05_P","3030000","CDFF1241072025000023","2025-06-10","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동*가 ***-* 생각공장데시앙플렉스","서울특별시 성동구 아차산로**길 **, 생각공장데시앙플렉스 제*층 ***호 (성수동*가)","04799","주식회사 엠지시지","2026-03-04 14:14:48","U","2026-03-06 02:40:00","","205638.676388032","449369.788095658","비디오물제작업","","0","","영상디자인","89.1","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"37","비디오물제작업","03_10_05_P","5220000","CDFF1241072021000001","2021-02-26","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 왜관읍 삼청리 ***-*","경상북도 칠곡군 왜관읍 현대로 ***-**","39871","한국영상협동조합","2026-03-04 17:41:08","U","2026-03-06 02:40:00","","329509.995602639","276813.765091416","비디오물제작업","","0","","홍보영상, 교육영상, 유튜브영상, 3D영상","1157","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"38","비디오물제작업","03_10_05_P","3920000","CDFF1241072021000001","2021-03-09","","01","영업/정상","13","영업중","","","","","","","","경기도 동두천시 지행동 *** 효원월드타워","경기도 동두천시 지행로 **, 효원월드타워 *층 **호 (지행동)","11350","주식회사 러닝메이트","2026-03-04 11:13:41","U","2026-03-06 02:40:00","","204665.189000161","487715.541128452","비디오물제작업","","0","","뉴미디어 뉴스 콘텐츠, 공기관 기업 학교 등의 홍보 영상 기획 제작 등","153.18","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"39","비디오물제작업","03_10_05_P","3220000","CDFF1241072018000107","2018-10-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 **-** 논현아테나니케","서울특별시 강남구 학동로**길 **, ***호 (논현동, 논현아테나니케)","06042","주식회사 에피파니모먼츠","2026-03-04 17:58:10","U","2026-03-06 02:40:00","","202317.275371115","445867.725398785","비디오물제작업","","0","","광고홍보영상물제작","3.3","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"40","비디오물제작업","03_10_05_P","4800000","CDFF1241072022000002","2022-08-16","","01","영업/정상","13","영업중","","","","","","","","전라남도 목포시 죽동 **-* 초원빌라","전라남도 목포시 수문로**번길 *, ***호 (죽동, 초원빌라)","58727","목포미디어","2026-03-04 17:31:36","U","2026-03-06 02:40:00","","143337.410479696","143919.09357498","비디오물제작업","","0","","홍보영상,방송프로그램,영상콘텐츠","132","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"41","비디오물제작업","03_10_05_P","3220000","CDFF1241072022000110","2022-05-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-*","서울특별시 강남구 학동로**길 * (논현동)","06061","(주)차이커뮤니케이션","2026-03-04 15:58:11","U","2026-03-06 02:40:00","","203240.528812955","446019.786273871","비디오물제작업","","0","","광고,홍보,영상물,비디오물 제작","1642.94","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"42","비디오물제작업","03_10_05_P","3180000","CDFF1241072022000042","2008-02-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 문래동*가 ** 에이스엔에스타워","서울특별시 영등포구 문래북로 *, 에이스엔에스타워 **층 ****호 (문래동*가)","07280","(주)판테라픽쳐스","2026-03-04 18:33:03","U","2026-03-06 02:40:00","","189825.743146319","446574.176568125","비디오물제작업","","0","","비디오물","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"43","비디오물제작업","03_10_05_P","3220000","CDFF1241072026000047","2026-03-05","","01","영업/정상","13","영업중","","","","","02-569-0323","","","서울특별시 강남구 역삼동 ***-** 아남타워빌딩","서울특별시 강남구 테헤란로 ***, 아남타워빌딩 ****호 (역삼동)","06151","주식회사 태성에이치에스","2026-03-05 15:16:20","I","2026-03-07 00:20:02","","203894.031407652","444624.818170279","비디오물제작업","","0","","영상","77.21","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"44","비디오물제작업","03_10_05_P","3590000","CDFF1241072026000001","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","광주광역시 동구 불로동 *** *동 ***호","광주광역시 동구 문화전당로**번길 **, *동 *층 ***호 (불로동)","61488","에디트비(Edit.B)","2026-03-05 13:35:44","I","2026-03-07 00:20:02","","192305.846722215","182868.750316669","비디오물제작업","","0","","영상","26.57","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"45","비디오물제작업","03_10_05_P","3940000","CDFF1241072026000027","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 향동동 ***","경기도 고양시 덕양구 향동로 ***, 현대테라타워 비***호 (향동동)","10545","(주)메이크원","2026-03-05 13:56:55","I","2026-03-07 00:20:02","","190571.011617033","456226.711628653","비디오물제작업","","0","","동영상 제작 서비스","25.92","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"46","비디오물제작업","03_10_05_P","5150000","CDFF1241072026000001","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경상북도 의성군 의성읍 후죽리 ***-** 의성군종합지원센터","경상북도 의성군 의성읍 북원*길 **, 의성군종합지원센터 *층 *호","37336","주식회사 트라이앵글십","2026-03-05 14:44:48","I","2026-03-07 00:20:02","","352292.50112881","319028.816907482","비디오물제작업","","0","","비디오 영상물","36.3","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"47","비디오물제작업","03_10_05_P","3330000","CDFF1241072026000005","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 중동 ****-*** 크리스탈비치오피스텔","부산광역시 해운대구 해운대해변로 ***, 크리스탈비치오피스텔 ****호 (중동)","48095","(주)유니콘커뮤니케이션","2026-03-05 13:39:44","I","2026-03-07 00:20:02","","396962.538162221","186759.94170898","비디오물제작업","","0","","일반 비디오물","33.07","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"48","비디오물제작업","03_10_05_P","4641000","CDFF1241072026000007","2026-03-05","","01","영업/정상","13","영업중","","","","","063-254-4717","","","전북특별자치도 전주시 완산구 효자동*가 ****-*","전북특별자치도 전주시 완산구 호암로 **, ***호 (효자동*가)","55062","스튜디오 포브","2026-03-05 17:06:12","I","2026-03-07 00:20:02","","209313.466792929","256502.583444154","비디오물제작업","","0","","홍보영상 제작 등","122.5","6","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"49","비디오물제작업","03_10_05_P","3450000","CDFF1241072026000003","2023-12-01","","01","영업/정상","13","영업중","","","","","","","","대구광역시 북구 고성동*가 *** 대구역 오페라 W ***동 ****호","대구광역시 북구 칠성남로 **, ***동 **층 ****호 (고성동*가, 대구역 오페라 W)","41597","스튜디오 닷(Studio Dot)","2026-03-05 11:36:08","I","2026-03-07 00:20:02","","","","비디오물제작업","","0","","광고 홍보 영상","23","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"50","비디오물제작업","03_10_05_P","3310000","CDFF1241072026000003","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 용호동 ***-** 엘지메트로시티","부산광역시 남구 분포로 ***, ***동 ***호 (용호동, 엘지메트로시티)","48516","주식회사 바오밥","2026-03-05 17:40:28","I","2026-03-07 00:20:02","","392474.578116018","183052.21115244","비디오물제작업","","8","","동영상, 방송콘텐츠","102.52","8","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"51","비디오물제작업","03_10_05_P","6520000","CDFF1241072026000002","2023-05-16","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 서호동 ****","제주특별자치도 서귀포시 서호중앙로 **, 씨존동 ***호 (서호동)","63568","주식회사 스토리아일랜드","2026-03-05 16:16:11","I","2026-03-07 00:20:02","","155038.7986753","-27005.0142352937","비디오물제작업","","0","","드라마, 방송프로그램, 영화","16","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"52","비디오물제작업","03_10_05_P","3860000","CDFF1241072026000005","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 소사구 옥길동 ***-* 골든IT타워","경기도 부천시 소사구 양지로 ***, 골든IT타워 ***,***호 (옥길동)","14786","주빌리프로덕션","2026-03-05 09:32:19","I","2026-03-07 00:20:02","","184592.83170206","440538.408421706","비디오물제작업","","0","","홍보및광고영상,교육영상,영화,드라마,온라인콘텐츠,SNS영상,AI영상,그래픽영상 등 전반적인 콘텐츠영상 관련 제작","65","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"53","비디오물제작업","03_10_05_P","3040000","CDFF1241072026000005","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 광장동 ***-* 워커힐아파트","서울특별시 광진구 아차산로 ***, **동 ***호 (광장동, 워커힐아파트)","04964","송곡필름","2026-03-05 15:06:29","I","2026-03-07 00:20:02","","209345.941766315","449811.718207794","비디오물제작업","","0","","영화제작","162.41","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
