"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"19","관광숙박업","03_11_01_P","5670000","CDFI2260032024000001","2024-04-29","","01","영업/정상","13","영업중","","","","","055-713-1700","","","경상남도 창원시 마산회원구 합성동 266-11","경상남도 창원시 마산회원구 합성옛길 160 (합성동)","51357","바이브호텔 마산합성점","2026-04-02 17:45:39","U","2026-04-04 02:40:00","","344135.531820549","194396.026983825","관광숙박업","","일반상업지역","10","","","","","10","0","36","0","","","0","0","","0","0","","0","2799.05","","0","","","","","","","100000000","","","","2799","관광호텔업",
"20","관광숙박업","03_11_01_P","3930000","CDFI2260032008000002","2008-04-16","","01","영업/정상","13","영업중","","","","","032-888-3860","","425-330","경기도 안산시 단원구 대부북동 1845-1","경기도 안산시 단원구 사근여길 5 (대부북동)","15638","대부도호텔 마리나","2026-04-02 17:10:24","U","2026-04-04 02:40:00","","162061.022453955","420458.553354013","관광숙박업","관광사업","자연녹지지역","6","기타","","DB손해보험","숙박시설","5","1","37","2586","","","0","0","","0","0","","0","2586.39","","0","","","","","","","300000000","","","","2586","관광호텔업",
"21","관광숙박업","03_11_01_P","3220000","CDFI2260031994000001","1994-03-30","","01","영업/정상","13","영업중","","","","","545-0015","","","서울특별시 강남구 청담동 132-17","서울특별시 강남구 영동대로 712 (청담동)","06075","라비타 호텔","2026-04-02 15:29:04","U","2026-04-04 02:40:00","","204964.378144648","446579.714676861","관광숙박업","관광사업","일반주거지역","0","기타","","","호텔","7","1","0","0","","","0","0","","0","0","","0","2848.67","","0","","","","","","","0","","","","2849","",
"22","관광숙박업","03_11_01_P","3220000","CDFI2260032018000005","2018-09-14","","01","영업/정상","13","영업중","","","","","02-517-8833","","","서울특별시 강남구 논현동 74 PATIO7","서울특별시 강남구 논현로 736, PATIO7 (논현동)","06049","파티오7","2026-04-02 09:26:24","U","2026-04-04 02:40:00","","202516.646578688","446175.67162737","관광숙박업","","일반주거지역","16","주택가주변","","","호텔","12","4","106","5335","PATIO7","HOSTEL","0","0","","0","0","","0","5335.19","","0","","","","","","","0","","","","5335","호스텔업",
"23","관광숙박업","03_11_01_P","3000000","CDFI2260032016000002","2016-02-02","","01","영업/정상","13","영업중","","","","","02-747-5000","","","서울특별시 종로구 낙원동 132-2","서울특별시 종로구 돈화문로11길 33 (낙원동)","03139","베스트웨스턴 종로(인사동)","2026-04-02 17:29:08","U","2026-04-04 02:40:00","","199006.673946375","452233.299150748","관광숙박업","","일반상업지역","12","","","","숙박시설","10","2","42","1604","Best Western Jongno (Insadong)","Tourist Accomodation Business","0","0","","0","0","","0","1603.84","","0","","","","","","","0","","","","1604","관광호텔업",
"24","관광숙박업","03_11_01_P","3440000","CDFI2260032024000001","2024-12-30","","01","영업/정상","13","영업중","","","","","","","","대구광역시 남구 대명동 1656-5","대구광역시 남구 현충로19길 97-2 (대명동)","42469","다감","2026-04-02 11:23:17","U","2026-04-04 02:40:00","","342207.261860086","261414.625509369","관광숙박업","","일반주거지역","0","","","재난배상책임보험","","0","0","5","281","","","0","0","","0","0","","0","280.88","","0","","","","","","","0","","","","281","호스텔업",
"25","관광숙박업","03_11_01_P","3130000","CDFI2260032026000006","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 노고산동 56-7 백산빌딩","서울특별시 마포구 신촌로16길 34, 백산빌딩 (노고산동)","04057","K-그랜드 호스텔 신촌","2026-04-03 17:14:49","I","2026-04-05 00:20:22","","194117.365875122","450220.187710375","관광숙박업","","준주거지역","0","","","","","7","1","0","0","","","0","0","","0","0","","0","840.06","","0","","","","","","","0","","","","840","호스텔업",
"26","관광숙박업","03_11_01_P","3130000","CDFI2260032026000007","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 354-12","서울특별시 마포구 양화로 118, 4층 (서교동)","04038","홍대 온기","2026-04-03 17:16:23","I","2026-04-05 00:20:22","","192880.563694394","450175.878676492","관광숙박업","","근린상업지역","0","","","","숙박시설","0","0","0","0","","","0","0","","0","0","","0","242.93","","0","","","","","","","0","","","","243","호스텔업",
"27","관광숙박업","03_11_01_P","3380000","CDFI2260032016000001","2016-03-23","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 203-4","부산광역시 수영구 남천바다로33번길 15 (광안동, 미라쥬)","48303","라메르 광안 스테이","2026-04-03 09:01:41","U","2026-04-05 02:40:00","","392604.242607755","185383.828715169","관광숙박업","","일반상업지역","6","기타","","","숙박시설","6","0","16","0","","","0","0","","0","0","","0","597.8","","0","","","","","","","800000000","","","","598","호스텔업",
"28","관광숙박업","03_11_01_P","3380000","CDFI2260032017000002","2017-03-15","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 192-1","부산광역시 수영구 광안로62번길 1, 3~4층 (광안동)","48303","온더베이 스테이","2026-04-03 09:01:22","U","2026-04-05 02:40:00","","392991.419288377","185987.297434754","관광숙박업","","상업지역","4","","","","","4","0","8","616","SOL HOSTEL(BUSAN)","TOURIST ACCOMMODATION(HOSTEL)","0","0","","0","0","","0","225.16","","0","","","","","","","0","","","","225","호스텔업",
"29","관광숙박업","03_11_01_P","5330000","CDFI2260032019000004","2019-10-11","","02","휴업","02","휴업","","2025-07-15","2025-11-30","","","","","경상남도 통영시 태평동 440","경상남도 통영시 동피랑길 101 (태평동)","53052","동피랑스테이.H","2026-04-03 17:56:13","U","2026-04-05 02:40:00","","330324.737193251","150581.309167546","관광숙박업","","일반주거지역","4","","","","","4","0","10","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","호스텔업",
"30","관광숙박업","03_11_01_P","3000000","CDFI2260032026000021","2026-03-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 묘동 121","서울특별시 종로구 돈화문로 56-1, 2, 3층 (묘동)","03134","스테이 안 익선","2026-04-03 09:24:31","U","2026-04-05 02:40:00","","199177.064296757","452360.626823417","관광숙박업","","","6","","","","","6","0","0","0","Stay An Ikseon","Tourist Accommodation Business(Hostel)","0","0","","0","0","","0","291.24","","0","","","","","","","0","","","","291","호스텔업",
"31","관광숙박업","03_11_01_P","4990000","CDFI2260032021000001","2021-11-15","","01","영업/정상","13","영업중","","","","","061-554-1000","","","전라남도 완도군 신지면 대곡리 206-1","전라남도 완도군 신지면 울몰길 49","59146","루미아호텔앤리조트","2026-04-03 14:28:25","U","2026-04-05 02:40:00","","184626.976057085","92578.823477463","관광숙박업","","관리지역","3","기타","","","호텔","3","1","60","4566","","","0","0","","0","0","","0","36895","","0","","","","","","","200000000","","","","36895","가족호텔업",
"32","관광숙박업","03_11_01_P","3080000","CDFI2260031998000001","1998-07-13","","02","휴업","02","휴업","","2026-03-01","2026-04-30","","","","142-070","서울특별시 강북구 수유동 산 76","서울특별시 강북구 4.19로 135 (수유동)","01018","호텔더숲아카데미하우스","2026-04-03 14:46:46","U","2026-04-05 02:40:00","","200020.571943402","459790.386206253","관광숙박업","관광사업","","0","","","","","0","0","0","0","HotelDeosupAcademyHouse","Tourist Hotel","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","관광호텔업",
"33","관광숙박업","03_11_01_P","5330000","CDFI2260032018000003","2018-10-10","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 동호동 338-1","경상남도 통영시 해송정4길 37 (동호동)","53051","강구앙 하이볼호스텔","2026-04-03 10:11:34","U","2026-04-05 02:40:00","","330721.482414872","150309.77709791","관광숙박업","","상업지역","3","","","현대해상화재보홈","숙박시설","3","1","9","711","","","0","0","","0","0","","0","386.22","","0","","","","","","","1000000000","","","","386","호스텔업",
