"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"11","대기오염물질배출시설설치사업장","09_30_08_P","6300000","630000001201700011","2017-06-02","","01","영업/정상","01","영업","","","","","","","","","대전광역시 유성구 테크노11로 50 (탑립동)","34036","(주)단단","2026-04-01 15:00:13","U","2026-04-03 02:40:00","","236494.501200862","323759.133696157","대기배출업소관리","반도체 제조용 기계 제조업","5종","","0","0","0","0","5068133819",
"12","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201500028","2015-12-28","","01","영업/정상","11","영업","","","","","033-250-7069","","","","강원특별자치도 춘천시 강원대학길 1 (효자동, 강원대학교)","24341","강원대학교","2026-04-01 09:51:26","U","2026-04-03 02:40:00","대학교","265481.557982219","485420.871953344","대기배출업소관리","대학교","3종","","12","365","12","365","2218301195",
"13","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021201800003","2018-01-09","","01","영업/정상","11","영업","","","","","0313550022","","","경기도 화성시 만세구 마도면 송정리 107-14","경기도 화성시 만세구 마도면 송정로264번길 32","","(주)두솔","2026-04-01 18:54:12","U","2026-04-03 02:40:00","폐기물 처리업","181906.45273735","413305.929723466","대기배출업소관리","폐기물 처리업","5종","","24","300","9","300","1248619978",
"14","대기오염물질배출시설설치사업장","09_30_08_P","4490000","449000021202200013","2022-04-11","","01","영업/정상","11","영업","","","","","","","","충청남도 천안시 동남구 수신면 신풍리 180-6","충청남도 천안시 동남구 수신면 5산단로 235","31251","동천안모터스 주식회사","2026-04-01 13:30:00","U","2026-04-03 02:40:00","자동차 수리 및 세차업","223956.406494582","360790.777916164","대기배출업소관리","자동차 수리 및 세차업","5종","","8","300","8","300","8788102434",
"15","대기오염물질배출시설설치사업장","09_30_08_P","3480000","348000021202600003","2026-02-12","","01","영업/정상","11","영업","","","","","053-631-0805","","","대구광역시 달성군 논공읍 상리 775-3","대구광역시 달성군 논공읍 비슬로264길 30","42976","주식회사 디와이푸드텍 농업회사법인","2026-04-01 10:55:44","U","2026-04-03 02:40:00","기타 육류 가공 및 저장처리업","327488.372246248","250643.021945941","대기배출업소관리","기타 육류 가공 및 저장처리업","5종","","8","240","8","240","5288803366",
"16","대기오염물질배출시설설치사업장","09_30_08_P","3620000","362000021202200003","2022-03-17","","01","영업/정상","11","영업","","","","","062-575-5001","","","광주광역시 북구 용전동 1152-13","","","(주)그린자동차공업사","2026-04-01 15:40:42","U","2026-04-03 02:40:00","자동차 종합 수리업","189354.072462346","193776.507930169","대기배출업소관리","자동차 종합 수리업","5종","","6","300","6","300","4518802766",
"17","대기오염물질배출시설설치사업장","09_30_08_P","3470000","347000021202600004","2026-03-30","","01","영업/정상","11","영업","","","","","0535921826","","","대구광역시 달서구 월암동 1074","대구광역시 달서구 성서공단로50길 9 (월암동)","42721","(주)비에스이엔지 2공장","2026-04-01 09:11:03","U","2026-04-03 02:40:00","금속 절삭기계 제조업","336397.640863822","260487.437305321","대기배출업소관리","금속 절삭기계 제조업","5종","","4","300","4","300","5148177972",
"18","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021202600018","2026-03-10","","01","영업/정상","11","영업","","","","","","","","경기도 화성시 만세구 남양읍 북양리 535-1","경기도 화성시 만세구 남양읍 주석로 228-10","18255","주식회사 비담","2026-04-01 14:29:51","U","2026-04-03 02:40:00","","186944.496889712","412179.510068396","대기배출업소관리","","5종","","","0","","300","",
"19","대기오염물질배출시설설치사업장","09_30_08_P","4191000","419100021202400011","2024-07-24","","01","영업/정상","11","영업","","","","","737-3872","","","강원특별자치도 원주시 무실동 1 원주시청","강원특별자치도 원주시 시청로 1, 원주시청 (무실동)","26384","원주시청","2026-04-01 13:11:42","U","2026-04-03 02:40:00","일반 공공 행정","281363.212332511","426976.044990489","대기배출업소관리","일반 공공 행정","5종","보일러","","0","","170","2248300026",
"20","대기오염물질배출시설설치사업장","09_30_08_P","3530000","353000021202000002","2020-01-13","","01","영업/정상","11","영업","","","","","032-435-9321","","","인천광역시 남동구 고잔동 390-8 (주)엠알메탈로 1공장","인천광역시 남동구 앵고개로719번길 89 (주)엠알메탈로 (고잔동)","21678","(주)엠알메탈로","2026-04-01 14:13:02","U","2026-04-03 02:40:00","지정 폐기물 처리업","175012.956531834","432308.788584319","대기배출업소관리","지정 폐기물 처리업","5종","","","0","","0","1318636387",
"21","대기오염물질배출시설설치사업장","09_30_08_P","5350000","535000021202600006","2026-03-10","","01","영업/정상","11","영업","","","","","051-972-0042","","","경상남도 김해시 진영읍 하계리 779-1","경상남도 김해시 진영읍 하계로240번길 209-31","50871","(주)진영에스티","2026-04-01 09:40:15","U","2026-04-03 02:40:00","자동차용 금속 압형제품 제조업","358244.962413303","198900.604141224","대기배출업소관리","자동차용 금속 압형제품 제조업","5종","","8","300","8","300","3668604104",
"22","대기오염물질배출시설설치사업장","09_30_08_P","3180000","318000021202400001","2024-05-02","","02","휴업","1","휴업","","2026-04-01","2026-03-31","","02-2670-0703","","","서울특별시 영등포구 양평동4가 1-6","서울특별시 영등포구 선유로 234 (양평동4가)","07212","한국지엠(주) 서울서비스센터","2026-04-01 09:21:50","U","2026-04-03 02:40:00","자동차 수리 및 세차업","190754.497857411","447925.176614453","대기배출업소관리","자동차 수리 및 세차업","4종","","8","240","8","240","1228174534",
"23","대기오염물질배출시설설치사업장","09_30_08_P","6470000","647000001201900008","2019-08-30","","01","영업/정상","01","영업","","","","","0544339724","","","경상북도 김천시 다수동 500번지","경상북도 김천시 영남대로 1192 (다수동)","39640","태아산업(주)김천공장","2026-04-01 17:56:52","U","2026-04-03 02:40:00","","295957.737704528","292273.803454436","대기배출업소관리","담배 제조업","2종","판상엽","24","270","0","0","2778501057",
"24","대기오염물질배출시설설치사업장","09_30_08_P","3930000","393000021202000027","2020-04-23","","01","영업/정상","11","영업","","","","","031  3197990","","","경기도 안산시 단원구 신길동 1055-3","경기도 안산시 단원구 만해로169번길 10 (신길동)","425-839","(주)바로퍼니처","2026-04-01 13:17:12","U","2026-04-03 02:40:00","가구 제조업","178454.143565262","424816.488311455","대기배출업소관리","가구 제조업","4종","주방가구","","0","","0","1348172562",
"25","대기오염물질배출시설설치사업장","09_30_08_P","4701000","470100021202500001","2025-11-27","","01","영업/정상","11","영업","","","","","0636268177","","","전북특별자치도 남원시 인월면 유곡리 1108-2 지리산낙농농협육성우유탁사업장(축사)","전북특별자치도 남원시 인월면 유곡로 472-218, 지리산낙농농협육성우유탁사업장(축사)","55714","전북지리산낙농농협인월사업소","2026-04-01 14:04:47","U","2026-04-03 02:40:00","유기질 비료 및 상토 제조업","258647.186934316","221530.188647677","대기배출업소관리","유기질 비료 및 상토 제조업","5종","","8","365","8","365","4078204557",
"26","대기오염물질배출시설설치사업장","09_30_08_P","5050000","505000021202500025","2025-10-28","","01","영업/정상","11","영업","","","","","07070931700","","","경상북도 경주시 천북면 화산리 1189-15 (주)KFTC","경상북도 경주시 천북면 화산공단길 247-70 (주)KFTC","38034","코리아에프티","2026-04-01 16:06:18","U","2026-04-03 02:40:00","그 외 자동차용 신품 부품 제조업","404734.684578699","272584.85137147","대기배출업소관리","그 외 자동차용 신품 부품 제조업","5종","","","0","","365","5058521754",
"27","대기오염물질배출시설설치사업장","09_30_08_P","5050000","505000021202400004","2024-02-05","","01","영업/정상","11","영업","","","","","","","","경상북도 경주시 천북면 오야리 1391-2 삼호스틸(주)","경상북도 경주시 천북면 천북산단로 76, 삼호스틸(주)","38034","(주)선일플라스틱 2공장","2026-04-01 16:06:08","U","2026-04-03 02:40:00","","405107.321843197","273078.27269075","대기배출업소관리","","5종","","24","330","24","330","5058136526",
"28","대기오염물질배출시설설치사업장","09_30_08_P","6280000","628000001202000046","2020-08-04","","01","영업/정상","01","영업","","","","","0327246605","","","인천광역시 남동구 논현동 440-1 (주)진명프리텍","인천광역시 남동구 남동동로 259, (주)진명프리텍 (논현동)","21642","(주)진명프리텍","2026-04-01 18:18:11","U","2026-04-03 02:40:00","","173766.605798978","433912.181438893","대기배출업소관리","유압기기 제조업","5종","","0","0","0","0","1378117817",
"29","대기오염물질배출시설설치사업장","09_30_08_P","4070000","407000021202500011","2025-08-06","","01","영업/정상","11","영업","","","","","031-632-1482","","","경기도 이천시 백사면 신대리 111-4","경기도 이천시 백사면 이여로253번길 33-61, 1층","17310","(주)한국에프앤에이","2026-04-01 10:19:36","U","2026-04-03 02:40:00","표면가공 목재 및 특수 제재목 제조업","241157.957737065","424397.484168082","대기배출업소관리","표면가공 목재 및 특수 제재목 제조업","5종","","8","240","8","240","1278195946",
"30","대기오염물질배출시설설치사업장","09_30_08_P","3450000","345000021201500019","2015-06-02","","01","영업/정상","11","영업","","","","","0533845211","","","대구광역시 북구 검단동 887-166","대구광역시 북구 검단로27길 65 (검단동)","702-800","(주)씨엠에스","2026-04-01 09:25:45","U","2026-04-03 02:40:00","그외 기타 자동차 부품 제조업","345936.92369307","269258.332931527","대기배출업소관리","그외 기타 자동차 부품 제조업","5종","","8","300","8","300","5048609259",
"31","대기오염물질배출시설설치사업장","09_30_08_P","5230000","523000021200600002","2006-10-19","","01","영업/정상","11","영업","","","","","054-652-1117","","","경상북도 예천군 풍양면 공덕리 318-6","경상북도 예천군 풍양면 삼강로 355","","영농조합법인 연자방아 친환경쌀","2026-04-01 10:09:10","U","2026-04-03 02:40:00","곡물 도정업","317214.87479767","334358.022656235","대기배출업소관리","곡물 도정업","4종","","8","300","8","300","5128112861",
"32","대기오염물질배출시설설치사업장","09_30_08_P","4820000","482000021200300009","2003-09-17","","01","영업/정상","11","영업","","","","","0617541616","","","전라남도 순천시 주암면 궁각리 483-2","전라남도 순천시 주암면 주석로 276-23","540-843","(주)삼정철망","2026-04-01 16:42:41","U","2026-04-03 02:40:00","","222571.523832578","177750.751771825","대기배출업소관리","","4종","","20","300","20","300","4128100920",
"33","대기오염물질배출시설설치사업장","09_30_08_P","3480000","348000021200600001","2006-01-24","","01","영업/정상","11","영업","","","","","0536109000","","","대구광역시 달성군 논공읍 본리리 29-221","대구광역시 달성군 논공읍 논공중앙로 407","","(주)피에프에스 제2공장","2026-04-01 09:56:57","U","2026-04-03 02:40:00","그외 기타 자동차 부품 제조업","333130.339042558","250278.144276639","대기배출업소관리","그외 기타 자동차 부품 제조업","4종","자동차부품","21","300","21","300","6568601922",
"34","대기오염물질배출시설설치사업장","09_30_08_P","4820000","482000021200900006","2009-11-30","","01","영업/정상","11","영업","","","","","0617549988","","","전라남도 순천시 주암면 궁각리 482-8","전라남도 순천시 주암면 주석로 276-35","540-841","이노타이어(주)","2026-04-01 16:41:54","U","2026-04-03 02:40:00","타이어 재생업","222669.881215136","177683.734331949","대기배출업소관리","타이어 재생업","5종","","8","300","8","300","4168151964",
"35","대기오염물질배출시설설치사업장","09_30_08_P","3930000","393000021201700178","2017-07-10","","01","영업/정상","11","영업","","","","","031-495-8931","","","경기도 안산시 단원구 목내동 448-9","경기도 안산시 단원구 목내로 125 (목내동)","425-100","(주)다우환경","2026-04-01 17:28:26","U","2026-04-03 02:40:00","도금업","179938.889813734","423205.89533253","대기배출업소관리","도금업","4종","커넥터","","0","","0","1348717367",
"36","대기오염물질배출시설설치사업장","09_30_08_P","3930000","393000021200600008","2006-10-23","","01","영업/정상","11","영업","","","","","4087548","","","경기도 안산시 상록구 사동 1487","경기도 안산시 상록구 선진로 19 (사동)","426-825","TUNIST(튜니스트)","2026-04-01 16:42:50","U","2026-04-03 02:40:00","자동차 수리업","186400.883222435","419791.900935297","대기배출업소관리","자동차 수리업","5종","","6","20","6","20","4810300215",
"37","대기오염물질배출시설설치사업장","09_30_08_P","5380000","538000021199900235","1999-05-03","","01","영업/정상","11","영업","","","","","005503839100","","","경상남도 양산시 교동 48","경상남도 양산시 유산공단3길 29-20 (교동)","","목본산업","2026-04-01 14:16:10","U","2026-04-03 02:40:00","","384458.788330573","208036.142328145","대기배출업소관리","","5종","","8","240","0","0","",
"38","대기오염물질배출시설설치사업장","09_30_08_P","5380000","538000021200410073","2004-07-26","","01","영업/정상","11","영업","","","","","","","","경상남도 양산시 유산동 215","경상남도 양산시 유산공단4길 77 (유산동)","","(주)파카하니핀커넥터","2026-04-01 10:53:34","U","2026-04-03 02:40:00","","384343.397873757","208531.113990544","대기배출업소관리","","4종","","16","300","16","300","",
"39","대기오염물질배출시설설치사업장","09_30_08_P","5090000","509000021200000101","1998-05-06","","01","영업/정상","11","영업","","","","","054-632-4572","","","경상북도 영주시 안정면 안심리 262","경상북도 영주시 안정면 안풍로 37","750-873","영주연합농협미곡처리장","2026-04-01 13:36:50","U","2026-04-03 02:40:00","곡물 도정업","338956.939508069","373585.599769585","대기배출업소관리","곡물 도정업","4종","쌀","8","272","8","272","5128204335",
"40","대기오염물질배출시설설치사업장","09_30_08_P","5090000","509000021200100006","2001-05-07","","01","영업/정상","11","영업","","","","","054-637-3452","","","경상북도 영주시 장수면 반구리 249-1","경상북도 영주시 장수면 장수로220번길 15","750-862","합자회사소백산업","2026-04-01 16:40:42","U","2026-04-03 02:40:00","금속 절삭가공기계 제조업","342128.230403248","366212.514968604","대기배출업소관리","금속 절삭가공기계 제조업","4종","스텐레스 관","8","240","8","240","5128103324",
"41","대기오염물질배출시설설치사업장","09_30_08_P","3480000","348000021201100011","2011-06-14","","01","영업/정상","11","영업","","","","","0535859834","","","대구광역시 달성군 다사읍 세천리 1674-5 외 1필지","대구광역시 달성군 다사읍 세천로7길 17-24","711-814","(주)진양오일씰","2026-04-01 17:00:03","U","2026-04-03 02:40:00","전기용 탄소제품 및 절연제품 제조업","332538.236567614","264886.111840416","대기배출업소관리","전기용 탄소제품 및 절연제품 제조업","3종","","24","300","24","300","5048136289",
"42","대기오염물질배출시설설치사업장","09_30_08_P","3470000","347000021200500019","2005-08-30","","01","영업/정상","11","영업","","","","","5832992","","","대구광역시 달서구 장동 317-1","대구광역시 달서구 성서동로 235 (장동)","704-190","벽진BIO텍","2026-04-01 10:55:43","U","2026-04-03 02:40:00","섬유 염색 및 가공업","336830.469762279","261218.641229416","대기배출업소관리","섬유 염색 및 가공업","4종","섬유샌딩","24","320","24","320","5043087734",
"43","대기오염물질배출시설설치사업장","09_30_08_P","5340000","534000021201000011","2010-11-15","","01","영업/정상","11","영업","","","","","055-763-3881","","","경상남도 사천시 축동면 반용리 140-2","경상남도 사천시 축동면 관동마을길 5, 외 1필지(내축로 255)","52509","(주)이담 사천공장","2026-04-01 09:54:18","U","2026-04-03 02:40:00","가공 및 재생 플라스틱원료 생산업","294891.335237391","180098.360329016","대기배출업소관리","가공 및 재생 플라스틱원료 생산업","5종","","8","300","","0","7488603632",
"44","대기오염물질배출시설설치사업장","09_30_08_P","5710000","573000021200900006","2009-12-07","","01","영업/정상","11","영업","","","","","","","","충청북도 청주시 흥덕구 석곡동 23-13","충청북도 청주시 흥덕구 서부로1168번길 8 (석곡동)","361-390","제이제이모터스","2026-04-01 13:26:59","U","2026-04-03 02:40:00","자동차 종합 수리업","238531.208400898","345429.618979933","대기배출업소관리","자동차 종합 수리업","5종","","8","300","8","300","2817500039",
"45","대기오염물질배출시설설치사업장","09_30_08_P","6300000","630000001202500008","2025-06-20","","01","영업/정상","01","영업","","","","","0426376981","","","대전광역시 유성구 신성동 485번지 (주)부강테크","대전광역시 유성구 유성대로1184번길 52, (주)부강테크 (신성동)","34109","(주)세프라텍","2026-04-01 16:51:31","U","2026-04-03 02:40:00","","231836.540460392","321476.042451755","대기배출업소관리","그외 기타 특수목적용 기계 제조업","5종","","0","0","0","0","1318198694",
"46","대기오염물질배출시설설치사업장","09_30_08_P","6540000","654000001201400226","2014-10-21","","01","영업/정상","01","영업","","","","","0637152505","","","전북특별자치도 전주시 덕진구 팔복동2가 835-1","전북특별자치도 전주시 덕진구 운암로 30(팔복동2가)","54853","(주)데크카본","2026-04-01 05:09:15","U","2026-04-03 02:40:00","","207896.995088833","262155.692593099","대기배출업소관리","항공기용 부품 제조업","5종","탄화규소","0","0","0","0","4188148878",
"47","대기오염물질배출시설설치사업장","09_30_08_P","4160000","416000021202100003","2021-04-23","","01","영업/정상","11","영업","","","","","02-3143-4082","","","경기도 가평군 상면 태봉리 49-2","경기도 가평군 상면 비룡로 2118","12442","(주)카브루 비전브루어리","2026-04-01 08:57:58","U","2026-04-03 02:40:00","맥아 및 맥주 제조업","229643.385758158","477298.303487106","대기배출업소관리","맥아 및 맥주 제조업","4종","맥주","3","365","3","365","5658501503",
"48","대기오염물질배출시설설치사업장","09_30_08_P","5340000","534000021199500056","1995-09-15","","01","영업/정상","11","영업","","","","","0558528384","","","경상남도 사천시 사남면 월성리 421","경상남도 사천시 사남면 공단2로 20","","서강유업(주)","2026-04-01 16:42:55","U","2026-04-03 02:40:00","음·식료품 제조업","297733.494655733","174389.777064822","대기배출업소관리","음·식료품 제조업","3종","분말유지","24","300","24","300","6198100540",
"49","대기오염물질배출시설설치사업장","09_30_08_P","4470000","447000021201400023","2014-07-29","","01","영업/정상","11","영업","","","","","0438789833","","","충청북도 음성군 금왕읍 오선리 405-5","충청북도 음성군 금왕읍 멍심이길264번길 55-2","27679","(주)강남식품","2026-04-01 17:11:42","U","2026-04-03 02:40:00","장류 제조업","248917.453300663","385860.780145947","대기배출업소관리","장류 제조업","5종","고추장, 된장, 혼합장, 춘장","8","300","0","0","3078129644",
"50","대기오염물질배출시설설치사업장","09_30_08_P","4000000","400000021200100169","2001-02-21","","01","영업/정상","11","영업","","","","","031 3773311","","","경기도 오산시 원동 541-3","경기도 오산시 남부대로 380 (원동)","","(주)엔케이텍","2026-04-01 17:14:39","U","2026-04-03 02:40:00","용기세척, 포장 및 충전기 제조업","206826.367651385","403725.427056998","대기배출업소관리","용기세척, 포장 및 충전기 제조업","4종","","8","300","8","300","6038126701",
"51","대기오염물질배출시설설치사업장","09_30_08_P","3280000","328000021200100013","2001-01-04","","01","영업/정상","11","영업","","","","","0514147201","","","부산광역시 영도구 남항동3가 141-66","부산광역시 영도구 남항서로 20 (남항동3가)","606-033","(주)한조","2026-04-01 18:01:04","U","2026-04-03 02:40:00","선박 구성부분품 제조업","385705.850961957","178014.038176607","대기배출업소관리","선박 구성부분품 제조업","4종","","10","300","10","300","6108122173",
"52","대기오염물질배출시설설치사업장","09_30_08_P","3540000","354000021201500023","2015-12-31","","01","영업/정상","11","영업","","","","","032-5105500","","","인천광역시 부평구 부평동 665-8","","","가톨릭대학교인천성모병원","2026-04-01 15:51:10","U","2026-04-03 02:40:00","의료업","175622.257385639","442491.782160183","대기배출업소관리","의료업","2종","","24","365","24","365","1228200887",
"53","대기오염물질배출시설설치사업장","09_30_08_P","3460000","346000021201600002","2016-11-01","","01","영업/정상","11","영업","","","","","0537680119","","","대구광역시 수성구 상동 644-7","대구광역시 수성구 신천동로 25 (상동)","42201","수성서비스 기아오토큐(주)","2026-04-01 13:24:23","U","2026-04-03 02:40:00","자동차 종합 수리업","345305.246062805","259746.541990146","대기배출업소관리","자동차 종합 수리업","4종","","8","300","","300","5028619784",
"54","대기오염물질배출시설설치사업장","09_30_08_P","5690000","569000021200300020","2004-04-26","","01","영업/정상","11","영업","","","","","","","","세종특별자치시 부강면 노호리 9","세종특별자치시 부강면 노호등곡로 30-27","339-943","다성엔텍","2026-04-01 17:49:00","U","2026-04-03 02:40:00","폐기물 처리업","236549.718703014","332819.279131999","대기배출업소관리","폐기물 처리업","4종","파지, 스티로폼","8","300","8","300","8802300161",
"55","대기오염물질배출시설설치사업장","09_30_08_P","4450000","445000021201600016","2016-04-25","","01","영업/정상","11","영업","","","","","5303328","","","충청북도 진천군 진천읍 장관리 332-3","충청북도 진천군 진천읍 부영길 49","","(주)현대에버다임 제1공장","2026-04-01 17:33:11","U","2026-04-03 02:40:00","토목공사 및 유사용 기계장비 제조업","238865.553803214","374771.220989914","대기배출업소관리","토목공사 및 유사용 기계장비 제조업","4종","펌프카","8","300","8","300","1078145758",
"56","대기오염물질배출시설설치사업장","09_30_08_P","4510000","451000021200800004","2008-12-26","","01","영업/정상","11","영업","","","","","9319851","","","충청남도 보령시 오천면 영보리 305-4","충청남도 보령시 오천면 오천해안로 274","355-844","㈜에스피네이처 보령FA공장","2026-04-01 18:05:31","U","2026-04-03 02:40:00","비금속원료 재생업","155901.410875849","323503.082859729","대기배출업소관리","비금속원료 재생업","4종","콘크리트혼화제,고화제","24","360","24","300","1438116021",
"57","대기오염물질배출시설설치사업장","09_30_08_P","4450000","445000021201110216","2011-03-07","","01","영업/정상","11","영업","","","","","5303300","","","충청북도 진천군 진천읍 장관리 370-1 외 14","충청북도 진천군 진천읍 문화6길 77-3","365-802","(주)현대에버다임 제3공장","2026-04-01 17:33:21","U","2026-04-03 02:40:00","토목공사 및 유사용 기계장비 제조업","238697.794098457","374802.974703119","대기배출업소관리","토목공사 및 유사용 기계장비 제조업","4종","크롤러드릴 및 소방차","8","300","8","300","",
"58","대기오염물질배출시설설치사업장","09_30_08_P","3560000","356000021201700062","2017-09-29","","01","영업/정상","11","영업","","","","","","","","인천광역시 서구 가좌동 173-632","인천광역시 서구 보도진로 80-1 (가좌동)","22844","메르카바 종합정비","2026-04-01 15:51:04","U","2026-04-03 02:40:00","자동차 종합 수리업","169588.983558732","443673.471762248","대기배출업소관리","자동차 종합 수리업","5종","","","0","","300","",
"59","대기오염물질배출시설설치사업장","09_30_08_P","5210000","521000021201600035","2016-12-14","","01","영업/정상","11","영업","","","","","","","","경상북도 성주군 대가면 옥련리 545-2","경상북도 성주군 대가면 참별로 2152","719-862","코닐 주식회사","2026-04-01 10:00:26","U","2026-04-03 02:40:00","","309964.862304871","268422.534458047","대기배출업소관리","","5종","압축폐지중간가공폐기물","10","300","","0","5138178473",
"60","대기오염물질배출시설설치사업장","09_30_08_P","3730000","373000021201600014","2016-05-24","","01","영업/정상","11","영업","","","","","055-372-6081","","","","울산광역시 울주군 삼남읍 가천금사길 71","689-813","지우테크","2026-04-01 15:59:43","U","2026-04-03 02:40:00","그외 기타 자동차 부품 제조업","389325.236600186","225693.843854691","대기배출업소관리","그외 기타 자동차 부품 제조업","5종","","","0","","300","6106446394",
"61","대기오염물질배출시설설치사업장","09_30_08_P","4550000","455000021200100273","2004-07-02","","01","영업/정상","11","영업","","","","","0417538947","","","충청남도 금산군 추부면 자부리 418","충청남도 금산군 추부면 추풍로 241","","(주)아미텍","2026-04-01 17:13:56","U","2026-04-03 02:40:00","농업","243295.917507246","299719.113172986","대기배출업소관리","농업","5종","","0","0","0","0","3148134295",
