"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"13","대기오염물질배출시설설치사업장","09_30_08_P","6410000","641000001202200202","2022-10-21","","01","영업/정상","01","영업","","","","","","","","경기도 고양시 일산서구 대화동 2321번지 일산서구청사","경기도 고양시 일산서구 중앙로 1600, 일산서구청사 (대화동)","10226","고양시 일산서구청","2026-03-03 18:02:05","I","2026-03-05 00:20:02","","177460.685927044","463971.768725785","대기배출업소관리","지방행정 집행기관","5종","","0","0","0","0","",
"14","대기오염물질배출시설설치사업장","09_30_08_P","3560000","356000021202600003","2026-03-03","","01","영업/정상","11","영업","","","","","","","","인천광역시 서구 오류동 434-110","인천광역시 서구 두루물로48번길 10 (오류동)","22669","(주)선정유리 오류지점","2026-03-03 15:02:33","I","2026-03-05 00:20:02","비금속류 해체, 선별 및 원료 재생업","167298.299822167","453798.463233454","대기배출업소관리","비금속류 해체, 선별 및 원료 재생업","5종","","8","300","8","300","1218165842",
"15","대기오염물질배출시설설치사업장","09_30_08_P","5050000","505000021202600006","2023-10-17","","01","영업/정상","11","영업","","","","","053-719-5913","","","경상북도 경주시 외동읍 냉천리 1145-38","경상북도 경주시 외동읍 내외로 352-161","38204","정안철강(주)","2026-03-03 18:16:55","I","2026-03-05 00:20:02","그 외 기타 화학제품 제조업","407536.732192681","248600.224698914","대기배출업소관리","그 외 기타 화학제품 제조업","4종","","","0","","348","5048114174",
"16","대기오염물질배출시설설치사업장","09_30_08_P","4940000","494000021202600001","2026-01-05","","01","영업/정상","11","영업","","","","","","","","전라남도 영암군 도포면 영호리 825-28","","","오선농장","2026-03-03 11:33:35","I","2026-03-05 00:20:02","","167115.463232275","153084.772587553","대기배출업소관리","","5종","","8","52","","0","4129015158",
"17","대기오염물질배출시설설치사업장","09_30_08_P","5350000","535000021202503176","2025-12-29","","01","영업/정상","11","영업","","","","","055-333-7433","","","경상남도 김해시 어방동 1066-4","경상남도 김해시 김해대로2553번길 8 (어방동)","50931","김해제일정비공업사","2026-03-03 15:45:46","I","2026-03-05 00:20:02","자동차 종합 수리업","373484.09891505","193899.675234651","대기배출업소관리","자동차 종합 수리업","5종","","","0","","0","6151382202",
"18","대기오염물질배출시설설치사업장","09_30_08_P","3290000","329000021202600001","2026-03-03","","01","영업/정상","11","영업","","","","","","","","부산광역시 부산진구 부전동 534-6","부산광역시 부산진구 신천대로 66 (부전동)","47289","서면자동차서비스(주)","2026-03-03 11:31:07","I","2026-03-05 00:20:02","자동차 수리업","387489.769298595","185457.266629155","대기배출업소관리","자동차 수리업","5종","","","0","","0","4038603869",
"19","대기오염물질배출시설설치사업장","09_30_08_P","3400000","340000021202600004","2026-03-03","","01","영업/정상","11","영업","","","","","0517284755","","","부산광역시 기장군 정관읍 예림리 1091-5 (주)기영포맥스","부산광역시 기장군 정관읍 산단7로 77 (주)기영포맥스","46026","(주)기영포맥스","2026-03-03 14:52:46","I","2026-03-05 00:20:02","기타 목재가구 제조업","400998.578121847","204523.383471535","대기배출업소관리","기타 목재가구 제조업","5종","","8","240","8","240","2938600533",
"20","대기오염물질배출시설설치사업장","09_30_08_P","4810000","481000021202600001","2026-03-03","","01","영업/정상","11","영업","","","","","061-692-3023","","","전라남도 여수시 소라면 사곡리 32","전라남도 여수시 소라면 사곡로 74","59607","성산가설산업㈜[소라면]","2026-03-03 14:45:15","I","2026-03-05 00:20:02","그외 기타 건축자재 도매업","253724.205475984","143307.872126634","대기배출업소관리","그외 기타 건축자재 도매업","5종","","5","25","5","25","2088702151",
"21","대기오염물질배출시설설치사업장","09_30_08_P","4080000","408000021202600006","2026-03-03","","01","영업/정상","11","영업","","","","","0316708185","","","경기도 안성시 미양면 계륵리 272","경기도 안성시 미양면 제2공단4길 36","17599","(주)케이씨텍 5공장","2026-03-03 15:59:23","I","2026-03-05 00:20:02","디스플레이 제조용 기계 제조업","222882.715818925","386384.474817984","대기배출업소관리","디스플레이 제조용 기계 제조업","5종","","8","300","8","300","6128153314",
"22","대기오염물질배출시설설치사업장","09_30_08_P","6310000","631000001200400322","2004-03-25","","01","영업/정상","01","영업","","","","","0522381106","","","울산광역시 울주군 온산읍 화산리 355 355번지","울산광역시 울주군 온산읍 화산1길 82","45009","코린화학(주)","2026-03-03 14:09:55","U","2026-03-05 02:40:00","","412225.291718277","216284.410059022","대기배출업소관리","그외 기타 식료품 제조업","5종","","0","0","0","0","6108110003",
"23","대기오염물질배출시설설치사업장","09_30_08_P","6280000","628000001201600059","2016-04-28","","03","폐업","02","폐업","2026-03-03","","","","0328167742","","","","인천광역시 남동구 남동대로49번길 69, -동 (고잔동,137B-2L)","21700","(주)에이에스피","2026-03-03 15:13:54","U","2026-03-05 02:40:00","","171930.598828696","432347.614666608","대기배출업소관리","도장 및 기타 피막처리업","4종","","0","0","0","0","1318192273",
"24","대기오염물질배출시설설치사업장","09_30_08_P","6310000","631000001200400222","2016-09-11","","01","영업/정상","01","영업","","","","","0522593512","","","울산광역시 남구 여천동  363-49번지","울산광역시 남구 납도로 158 (여천동)","680-090","크나우프석고보드(주)","2026-03-03 18:04:08","U","2026-03-05 02:40:00","","413802.80647719","227475.262915902","대기배출업소관리","플라스터 제품 제조업","1종","시멘트","0","0","0","0","4178117256",
"25","대기오염물질배출시설설치사업장","09_30_08_P","5690000","569000021202200004","2022-04-21","","01","영업/정상","11","영업","","","","","044-866-6789","","","세종특별자치시 연동면 내판리 산 703 리봄화장품","세종특별자치시 연동면 명학산단서로 6","30068","리봄화장품(주)","2026-03-03 21:17:38","U","2026-03-05 02:40:00","화장품 제조업","","","대기배출업소관리","화장품 제조업","5종","기초화장품","24","365","24","365","3078132061",
"26","대기오염물질배출시설설치사업장","09_30_08_P","4440000","444000021202300003","2023-09-04","","01","영업/정상","11","영업","","","","","043-743-2005","","","충청북도 영동군 용산면 법화리 345-20","충청북도 영동군 용산면 법화공단길 40","29108","케이앱패널(주)","2026-03-03 15:22:45","U","2026-03-05 02:40:00","기타 구조용 금속제품 제조업","273230.983110631","310990.615206627","대기배출업소관리","기타 구조용 금속제품 제조업","5종","","8","200","8","200","3028108381",
"27","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021201900084","2019-05-29","","01","영업/정상","11","영업","","","","","031-355-5766","","","경기도 화성시 만세구 팔탄면 창곡리 31-3","경기도 화성시 만세구 팔탄면 언창공단길 31-22","18525","(주)피티테크","2026-03-03 17:48:13","U","2026-03-05 02:40:00","알루미늄주물 주조업","189899.141775058","410214.224817385","대기배출업소관리","알루미늄주물 주조업","4종","전기 부품","8","300","8","300","1073861897",
"28","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021202600006","2026-01-23","","01","영업/정상","11","영업","","","","","02-2204-7883","","","경기도 화성시 만세구 양감면 신왕리 1995","경기도 화성시 만세구 양감면 요당길320번길 52","18633","기산바이오텍(주)","2026-03-03 14:46:03","U","2026-03-05 02:40:00","유기질 비료 및 상토 제조업","","","대기배출업소관리","유기질 비료 및 상토 제조업","4종","유기질 비료,
상토(토양 개량제)","8","300","8","300","4258103243",
"29","대기오염물질배출시설설치사업장","09_30_08_P","5690000","569000021202200002","2004-07-03","","01","영업/정상","11","영업","","","","","044-277-5922","","","세종특별자치시 부강면 부강리 673-1","세종특별자치시 부강면 시목부강로 608","30074","(주)대명산업레미콘","2026-03-03 10:05:43","U","2026-03-05 02:40:00","레미콘 제조업","233949.952226578","335428.091285243","대기배출업소관리","레미콘 제조업","4종","레미콘","8","300","8","300","1428601442",
"30","대기오염물질배출시설설치사업장","09_30_08_P","3730000","373000021202000005","2020-03-17","","01","영업/정상","11","영업","","","","","052-225-1234","","","울산광역시 울주군 웅촌면 대복리 508 (507-3, 507-7, 507-9, 508-2)","","","1급고래공업사","2026-03-03 11:06:22","U","2026-03-05 02:40:00","자동차 종합 수리업","401404.382771971","222304.438087634","대기배출업소관리","자동차 종합 수리업","5종","","8","300","8","300","2800200110",
"31","대기오염물질배출시설설치사업장","09_30_08_P","5700000","570000021202000002","2020-03-31","","01","영업/정상","11","영업","","","","","031-882-1381","","","경기도 여주시 북내면 내룡리 161-3","경기도 여주시 북내면 내룡길 38","12612","석성기업(주)","2026-03-03 13:22:52","U","2026-03-05 02:40:00","콘크리트 타일, 기와, 벽돌 및 블록 제조업","259734.69113211","430492.470210111","대기배출업소관리","콘크리트 타일, 기와, 벽돌 및 블록 제조업","5종","","8","270","8","270","1268153720",
"32","대기오염물질배출시설설치사업장","09_30_08_P","5050000","505000021202100030","2021-12-27","","01","영업/정상","11","영업","","","","","054-613-8004","","","경상북도 경주시 건천읍 화천리 1010 신경주KTX역사","경상북도 경주시 건천읍 신경주역로 80, 신경주KTX역사","38183","한국철도공사(경주역)","2026-03-03 18:20:52","U","2026-03-05 02:40:00","기타 도시 정기 육상 여객 운송업","393380.445232482","257620.363912735","대기배출업소관리","기타 도시 정기 육상 여객 운송업","5종","","","0","","0","3148210024",
"33","대기오염물질배출시설설치사업장","09_30_08_P","5360000","536000021202500010","2025-12-30","","01","영업/정상","11","영업","","","","","031-499-1245","","","경상남도 밀양시 부북면 감천리 0 A동","경상남도 밀양시 부북면 나노국가산단2로 115, A동","50404","㈜에이치에이코리아","2026-03-03 16:39:29","U","2026-03-05 02:40:00","그 외 기타 분류 안된 화학제품 제조업","","","대기배출업소관리","그 외 기타 분류 안된 화학제품 제조업","5종","","16","240","","240","1338125673",
"34","대기오염물질배출시설설치사업장","09_30_08_P","4711000","471100021202500003","2026-01-05","","01","영업/정상","11","영업","","","","","063-835-7825","","","전북특별자치도 김제시 백구면 반월리 779","전북특별자치도 김제시 백구면 백구공단길 45","54328","(주)금호철강 김제지점","2026-03-03 15:44:45","U","2026-03-05 02:40:00","차체 및 특장차 제조업","196451.941212116","265824.228769101","대기배출업소관리","차체 및 특장차 제조업","5종","","3","300","3","300","1518601086",
"35","대기오염물질배출시설설치사업장","09_30_08_P","4090000","409000021202300034","2023-05-31","","01","영업/정상","11","영업","","","","","","","","경기도 김포시 월곶면 갈산리 269-26","경기도 김포시 월곶면 안진골로 113-11 (갈산리 269-26, -28)","10022","(주)스카이에너지 김포지사","2026-03-03 09:25:29","U","2026-03-05 02:40:00","식물성 유지 제조업","162143.32254565","468899.939492102","대기배출업소관리","식물성 유지 제조업","5종","바이오디젤원료","8","300","8","300","2228515134",
"36","대기오염물질배출시설설치사업장","09_30_08_P","5380000","538000021202300008","2023-04-18","","01","영업/정상","11","영업","","","","","055-374-2269","","","경상남도 양산시 상북면 소토리 244-21 경남수지","경상남도 양산시 상북면 소토1길 33-16, 경남수지","50566","경남수지","2026-03-03 09:37:14","U","2026-03-05 02:40:00","폐기물 수집, 운반, 처리 및 원료 재생업","386875.665408636","210871.912005639","대기배출업소관리","폐기물 수집, 운반, 처리 및 원료 재생업","5종","","","0","","300","6210451740",
"37","대기오염물질배출시설설치사업장","09_30_08_P","5180000","518000021202600005","2026-02-19","","01","영업/정상","11","영업","","","","","","","","경상북도 영덕군 영덕읍 우곡리 7-1 외 3필지(5, 6, 6-1)","","","㈜위드젠","2026-03-03 11:19:43","U","2026-03-05 02:40:00","제재 및 목재 가공업","413788.584064621","327608.231442169","대기배출업소관리","제재 및 목재 가공업","5종","","8","170","8","170","3788103438",
"38","대기오염물질배출시설설치사업장","09_30_08_P","3990000","399000021202500015","2025-10-20","","01","영업/정상","11","영업","","","","","","","","경기도 남양주시 화도읍 금남리 605-3","","","㈜완성기업","2026-03-03 10:29:19","U","2026-03-05 02:40:00","","229988.567599096","459081.604020698","대기배출업소관리","","5종","","12","240","12","240","2048638441",
"39","대기오염물질배출시설설치사업장","09_30_08_P","5380000","538000021202300004","2023-03-07","","01","영업/정상","11","영업","","","","","0553856047","","","경상남도 양산시 소주동 1119-13","경상남도 양산시 소주공단7길 30-27 (소주동)","50511","(주)케이엔에프씨","2026-03-03 09:06:33","U","2026-03-05 02:40:00","유리섬유 및 광학용 유리 제조업","394835.598933403","215067.636890436","대기배출업소관리","유리섬유 및 광학용 유리 제조업","5종","용접방화포","8","240","8","240","2388801956",
"40","대기오염물질배출시설설치사업장","09_30_08_P","3740000","377000021201500006","2015-11-09","","01","영업/정상","11","영업","","","","","031-230-5030","","","경기도 수원시 팔달구 인계동 1132-12 이비스앰배서더호텔","경기도 수원시 팔달구 권광로 132, 이비스앰배서더호텔 (인계동)","16491","(주)호텔앙코르","2026-03-03 08:58:03","U","2026-03-05 02:40:00","호텔업","202711.35924603","417476.017840307","대기배출업소관리","호텔업","4종","","24","365","24","365","1358197061",
"41","대기오염물질배출시설설치사업장","09_30_08_P","3740000","377000021201500005","2015-11-05","","01","영업/정상","11","영업","","","","","","","","경기도 수원시 팔달구 인계동 468 KBS수원방송센타","경기도 수원시 팔달구 인계로 123, KBS수원방송센타 (인계동)","16487","한국방송공사","2026-03-03 08:57:24","U","2026-03-05 02:40:00","방송업","202771.605116862","418595.813512506","대기배출업소관리","방송업","4종","","5","365","5","365","1168200640",
"42","대기오염물질배출시설설치사업장","09_30_08_P","3450000","345000021202500007","2025-09-15","","01","영업/정상","11","영업","","","","","053-950-7302","","","대구광역시 북구 산격동 1370-1 경북대학교","대구광역시 북구 대학로 80, 경북대학교 (산격동)","41566","경북대학교 실험동물자원관리원추진단","2026-03-03 15:05:12","U","2026-03-05 02:40:00","대학교","345299.742438478","266806.443246079","대기배출업소관리","대학교","4종","","24","365","24","365","7358300036",
"43","대기오염물질배출시설설치사업장","09_30_08_P","5220000","522000021202500017","2025-08-28","","01","영업/정상","11","영업","","","","","","","","경상북도 칠곡군 북삼읍 어로리 산 20-19 외 2필지(산20-6, 산20-20)","충청북도 음성군 소이면 충청대로 1764","27709","(주)리브라에코","2026-03-03 11:42:07","U","2026-03-05 02:40:00","","264395.023368525","382405.047335634","대기배출업소관리","","5종","","12","276","12","276","",
"44","대기오염물질배출시설설치사업장","09_30_08_P","5540000","554000021201700024","2017-07-05","","01","영업/정상","11","영업","","","","","031-768-4330","","","경기도 광주시 문형동 641-2","경기도 광주시 수렁개길 31","12774","(주)대호식품","2026-03-03 10:25:16","U","2026-03-05 02:40:00","천연 및 혼합조제 조미료 제조업","","","대기배출업소관리","천연 및 혼합조제 조미료 제조업","4종","","8","300","8","300","2338107465",
"45","대기오염물질배출시설설치사업장","09_30_08_P","4610000","461000021200700206","2007-07-20","","01","영업/정상","11","영업","","","","","041-338-6900","","","충청남도 예산군 봉산면 구암리 42-2","충청남도 예산군 봉산면 봉산로 300-15","","정우레미콘(주)","2026-03-03 19:31:01","U","2026-03-05 02:40:00","레미콘 제조업","171570.308166893","360241.06335275","대기배출업소관리","레미콘 제조업","5종","레미콘","8","200","8","200","3118125948",
"46","대기오염물질배출시설설치사업장","09_30_08_P","5060000","506000021201200002","2012-01-17","","01","영업/정상","11","영업","","","","","0544698285","","","경상북도 김천시 남면 월명리 207 외37필지","경상북도 김천시 남면 주천로 1487","740-872","엘아이지넥스원(주)","2026-03-03 15:21:05","U","2026-03-05 02:40:00","항공기, 우주선 및 보조장치 제조업","314201.758242802","284344.286182978","대기배출업소관리","항공기, 우주선 및 보조장치 제조업","5종","방위산업제품","8","260","8","260","2158635051",
"47","대기오염물질배출시설설치사업장","09_30_08_P","4870000","487000021200600002","2006-05-10","","01","영업/정상","11","영업","","","","","061-783-8277","","","전라남도 구례군 마산면 광평리 555-9","전라남도 구례군 마산면 섬진강대로 5407-15","57620","(주)동방산업","2026-03-03 17:57:09","U","2026-03-05 02:40:00","레미콘 제조업","244443.046942962","189706.896901592","대기배출업소관리","레미콘 제조업","4종","레미콘","8","200","8","200","4168151872",
"48","대기오염물질배출시설설치사업장","09_30_08_P","3340000","334000021201100017","2011-07-12","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-03-03","","","","051-264-9881","","","부산광역시 사하구 장림동 404-1 (주)금오테크","부산광역시 사하구 다대로300번길 21 (주)금오테크 (장림동)","49468","(주)금오테크","2026-03-03 11:25:22","U","2026-03-05 02:40:00","기타 건축용 플라스틱 조립제품 제조업","380018.955388077","176860.225311777","대기배출업소관리","기타 건축용 플라스틱 조립제품 제조업","4종","","8","300","","0","6038175371",
"49","대기오염물질배출시설설치사업장","09_30_08_P","4090000","409000021201000102","2010-11-22","","01","영업/정상","11","영업","","","","","0319881944","","","경기도 김포시 하성면 원산리 572-4","경기도 김포시 하성면 월하로 634-1","","(주)서강데칼","2026-03-03 15:34:00","U","2026-03-05 02:40:00","기타 인쇄업","166901.682382875","467381.454074814","대기배출업소관리","기타 인쇄업","5종","전사지인쇄","8","30","","0","",
"50","대기오염물질배출시설설치사업장","09_30_08_P","5080000","508000021200700003","2007-02-08","","01","영업/정상","11","영업","","","","","0544755734","","","경상북도 구미시 공단동 321-31","","","부창SF","2026-03-03 15:39:54","U","2026-03-05 02:40:00","도장 및 기타 피막처리업","324123.332137111","288215.940414269","대기배출업소관리","도장 및 기타 피막처리업","4종","","24","300","24","300","5131418696",
"51","대기오염물질배출시설설치사업장","09_30_08_P","5310000","531000021201500007","2015-05-07","","01","영업/정상","11","영업","","","","","055-753-2055","","","경상남도 진주시 문산읍 삼곡리 1661-2 한국실크연구원","경상남도 진주시 문산읍 월아산로996번길 5, 한국실크연구원","52834","한국실크연구원","2026-03-03 13:09:59","U","2026-03-05 02:40:00","","306091.171061667","185209.372479696","대기배출업소관리","","4종","","8","240","8","240","6138203717",
"52","대기오염물질배출시설설치사업장","09_30_08_P","5380000","538000021200800028","2008-06-13","","01","영업/정상","11","영업","","","","","3856282","","","경상남도 양산시 소주동 1020-72","경상남도 양산시 소주공단6길 48-3 (소주동)","","(주)신성화학","2026-03-03 09:06:43","U","2026-03-05 02:40:00","기타 자동차부품 제조업","395070.921538785","214936.980506053","대기배출업소관리","기타 자동차부품 제조업","5종","","11","252","","0","6218195114",
"53","대기오염물질배출시설설치사업장","09_30_08_P","4890000","489000021200100004","2001-12-11","","01","영업/정상","11","영업","","","","","061 8579900","","","전라남도 보성군 벌교읍 연산리 615","전라남도 보성군 벌교읍 농공단지길 32","","보성포리테크","2026-03-03 16:50:52","U","2026-03-05 02:40:00","합성수지 및 기타 플라스틱 물질 제조업","231275.712017451","151752.644268307","대기배출업소관리","합성수지 및 기타 플라스틱 물질 제조업","5종","","2","300","2","300","",
"54","대기오염물질배출시설설치사업장","09_30_08_P","4890000","489000021200200005","2002-07-23","","01","영업/정상","11","영업","","","","","","","","전라남도 보성군 득량면 예당리 1105","전라남도 보성군 득량면 파청길 4","59436","(주)제일모터스","2026-03-03 16:53:46","U","2026-03-05 02:40:00","자동차 종합 수리업","216728.752042342","142300.850867965","대기배출업소관리","자동차 종합 수리업","5종","","8","300","7","300","8818700962",
"55","대기오염물질배출시설설치사업장","09_30_08_P","4890000","489000021200300001","2003-05-06","","01","영업/정상","11","영업","","","","","061-858-8008","","","전라남도 보성군 벌교읍 회정리 21-2","전라남도 보성군 벌교읍 홍암로 191","","회신자동차공업사","2026-03-03 16:56:23","U","2026-03-05 02:40:00","자동차 종합 수리업","233085.033980004","150030.739974537","대기배출업소관리","자동차 종합 수리업","5종","","2","15","2","300","5564900569",
"56","대기오염물질배출시설설치사업장","09_30_08_P","4890000","489000021200600002","2006-03-30","","01","영업/정상","11","영업","","","","","0618501115","","","전라남도 보성군 회천면 동율리 528-1","전라남도 보성군 회천면 충의로 36","546-870","(주)모아레저산업","2026-03-03 17:43:49","U","2026-03-05 02:40:00","휴양콘도 운영업","208282.18863469","130309.710479197","대기배출업소관리","휴양콘도 운영업","5종","","4","300","4","300","",
"57","대기오염물질배출시설설치사업장","09_30_08_P","3930000","393000021201600108","2016-06-19","","01","영업/정상","11","영업","","","","","031-495-2221","","","경기도 안산시 단원구 원시동 737-9","경기도 안산시 단원구 산단로83번길 51 (원시동)","15600","(주)우주플레이팅","2026-03-03 20:26:47","U","2026-03-05 02:40:00","","180545.185869837","422490.239691422","대기배출업소관리","","4종","","","0","","300","1318635210",
"58","대기오염물질배출시설설치사업장","09_30_08_P","3930000","393000021201600090","2016-06-08","","01","영업/정상","11","영업","","","","","031-508-1878~9","","","경기도 안산시 단원구 원시동 833-1","경기도 안산시 단원구 별망로 576 (원시동)","","(주)신성프리시젼 단원지점","2026-03-03 09:59:01","U","2026-03-05 02:40:00","도금업","181171.773256139","421969.407129622","대기배출업소관리","도금업","4종","전자부품","","0","","300","1288134369",
"59","대기오염물질배출시설설치사업장","09_30_08_P","3930000","393000021201700211","2017-09-09","","01","영업/정상","11","영업","","","","","031-493-5434","","","경기도 안산시 단원구 목내동 447-6","경기도 안산시 단원구 목내로119번길 26 (목내동, 반월테크노시티)","15602","삼인테크(주)","2026-03-03 13:11:38","U","2026-03-05 02:40:00","도금업","179796.069972876","423266.488032155","대기배출업소관리","도금업","5종","","","0","","0","5268600578",
"60","대기오염물질배출시설설치사업장","09_30_08_P","5670000","567014021200500062","2005-06-08","","01","영업/정상","11","영업","","","","","","","","경상남도 창원시 성산구 성주동 52","경상남도 창원시 성산구 정동로62번길 44 (성주동)","","유진기업","2026-03-03 09:19:35","U","2026-03-05 02:40:00","조립금속제품 제조업 기계 및 가구 제외","353716.69210954","189703.326880006","대기배출업소관리","조립금속제품 제조업 기계 및 가구 제외","5종","","0","0","0","0","",
"61","대기오염물질배출시설설치사업장","09_30_08_P","5380000","538000021202000027","2020-09-24","","01","영업/정상","11","영업","","","","","055-781-1115","","","","경상남도 양산시 산막공단남12길 49 (호계동)","626-140","(주)바이오포트코리아","2026-03-03 09:46:20","U","2026-03-05 02:40:00","","387169.53744245","209064.375441769","대기배출업소관리","","4종","엑기스류, 음료","","0","","288","6068189006",
