"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"14","국내여행업","03_12_01_P","5220000","CDFI2260012019000002","2019-09-04","","03","폐업","03","폐업","2026-02-27","","","","054-973-1330","","","경상북도 칠곡군 석적읍 중지리 578","경상북도 칠곡군 석적읍 석적로 152","39848","주식회사 더원여행","2026-03-04 09:22:09","U","2026-03-06 02:40:00","","326219.703677922","280031.828265766","국내여행업","","관리지역","2","","","","","2","0","0","0","","","0","0","","0","0","","0","29.76","","0","","","","","","","15000000","","","","30","",
"15","국내여행업","03_12_01_P","6510000","CDFI2260012013000004","2013-01-16","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 연동 314-50 2층","제주특별자치도 제주시 선덕로 20, 2층 (연동)","63134","제주파크투어","2026-03-04 18:16:21","U","2026-03-06 02:40:00","","153337.493434133","-1103.30177080281","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20250630","20260629","","0","",
"16","국내여행업","03_12_01_P","3370000","CDFI2260012019000008","2019-10-08","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 615-130","부산광역시 연제구 쌍미천로161번길 4, 지하1층 (연산동)","47551","도담여행사","2026-03-04 17:02:53","U","2026-03-06 02:40:00","","390037.800169952","189542.520970732","국내여행업","","","0","","","한국관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","20000000","20251114","20261114","","0","",
"17","국내여행업","03_12_01_P","5310000","CDFI2260012009000002","2009-08-10","","01","영업/정상","13","영업중","","","","","055-753-6644","","660-320","경상남도 진주시 상대동 198-17","경상남도 진주시 대신로 279-1 (상대동)","52774","(주)하나여행사","2026-03-04 13:52:30","U","2026-03-06 02:40:00","","301651.184978216","187932.604800615","국내여행업","","상업지역","4","기타","","서울보증보험주식회사","근린생활시설","3","1","0","0","HANA TOUR Ltd.,Co","Domesti Tourism Business","0","0","","0","0","","0","33","","0","","","","","","","50000000","20250320","20260319","","33","",
"18","국내여행업","03_12_01_P","3190000","CDFI2260012005000003","2005-06-24","","01","영업/정상","13","영업중","","","","","02-815-1144","","","서울특별시 동작구 상도1동 642-2","서울특별시 동작구 양녕로 286 (상도1동)","06969","(주)케이에스케이상사","2026-03-04 10:10:34","U","2026-03-06 02:40:00","","195568.486137982","444704.081882568","국내여행업","관광사업","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20250621","20260620","","0","",
"19","국내여행업","03_12_01_P","3980000","CDFI2260012013000001","2013-06-04","","01","영업/정상","13","영업중","","","","","031-564-1600","","471-833","경기도 구리시 인창동 450-9 2층","경기도 구리시 동구릉로 145, 2층 (인창동)","11914","하나네트관광(주)","2026-03-04 14:50:40","U","2026-03-06 02:40:00","","212074.479831","456607.248076293","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","60","","0","","","","","","","30000000","20260227","20270226","","60","",
"20","국내여행업","03_12_01_P","3370000","CDFI2260012022000002","2019-01-22","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 700-23","부산광역시 연제구 월드컵대로 82-1, 2층 (연산동)","47580","드림여행사","2026-03-04 13:01:56","U","2026-03-06 02:40:00","","389748.52132034","188946.956807465","국내여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","19000000","20260201","20270131","","0","",
"21","국내여행업","03_12_01_P","4490000","CDFI2260012017000009","2015-01-28","","04","취소/말소/만료/정지/중지","35","직권말소","2026-03-05","","","","070-4099-7135","","","충청남도 천안시 동남구 신부동 966 더샾오피스텔","충청남도 천안시 동남구 만남로 9, 16층 1617호 (신부동)","31120","주식회사 가자닷컴투어","2026-03-05 17:41:57","U","2026-03-07 02:40:00","","213580.890985251","368651.289029421","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20200128","20210127","","0","",
"22","국내여행업","03_12_01_P","4490000","CDFI2260011983000002","1983-02-18","","04","취소/말소/만료/정지/중지","35","직권말소","2026-03-05","","","","","","330-260","충청남도 천안시 동남구 신방동","충청남도 천안시 동남구 신방남부길 87 (신방동)","31210","(주)하늘안관광","2026-03-05 17:40:53","U","2026-03-07 02:40:00","","211454.520247627","363003.721180383","국내여행업","관광사업","일반주거지역","6","주택가주변","","한국관광협회중앙회 여행공제회","사무실","5","1","0","0","","","0","0","","0","0","","0","98.58","","0","","","","","","","150000000","20190412","20200412","","99","",
"23","국내여행업","03_12_01_P","3290000","CDFI2260012019000008","2019-03-22","","01","영업/정상","13","영업중","","","","","051-851-9320","","","부산광역시 부산진구 양정동 271-50","부산광역시 부산진구 연수로 31, 202호 (양정동)","47216","월드여행사","2026-03-05 16:10:31","U","2026-03-07 02:40:00","","388922.806889486","188106.837170815","국내여행업","","","0","","","한국관광협회중앙회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20250324","20260324","","0","",
"24","국내여행업","03_12_01_P","6510000","CDFI2260012019000009","2019-03-05","","01","영업/정상","13","영업중","","","","","064-746-4158","","","제주특별자치도 제주시 연동 314-50 2층","제주특별자치도 제주시 선덕로 20, 2층 (연동)","63134","제주여행플래너","2026-03-05 17:40:54","U","2026-03-07 02:40:00","","153337.493434133","-1103.30177080281","국내여행업","","","0","","","제주특별자치도관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260312","20270312","","0","",
"25","국내여행업","03_12_01_P","6510000","CDFI2260012018000018","2018-03-29","","01","영업/정상","13","영업중","","","","","0647478855","","","제주특별자치도 제주시 노형동 722-3 메르헨하우스","제주특별자치도 제주시 연북로 45, 메르헨하우스 1101호 (노형동)","63084","주식회사 지유투어","2026-03-05 18:07:59","U","2026-03-07 02:40:00","","152176.732979127","-1444.42184312915","국내여행업","","","0","","","제주특별자치도관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260329","20270329","","0","",
"26","국내여행업","03_12_01_P","6510000","CDFI2260012018000006","2018-01-29","","01","영업/정상","13","영업중","","","","","070-4001-3260","","","제주특별자치도 제주시 구좌읍 송당리 2764-1 4동 1호","제주특별자치도 제주시 구좌읍 번영로 2172-80, 4동 1호","63355","(주)내쇼날츄래블","2026-03-05 17:33:35","U","2026-03-07 02:40:00","","176227.42249951","-7887.01584200359","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","79880448","20260129","20270128","","0","",
"27","국내여행업","03_12_01_P","4281000","CDFI2260012021000001","2021-04-14","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 용평면 장평리 355-1","강원특별자치도 평창군 용평면 금송1길 27","25315","에스제이 강원","2026-03-05 16:29:56","U","2026-03-07 02:40:00","","324816.218606642","454695.890460549","국내여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","15119805","20250722","20260721","","0","",
"28","국내여행업","03_12_01_P","4281000","CDFI2260012021000002","2021-10-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 미탄면 마하리 198-7","강원특별자치도 평창군 미탄면 마하길 41-5","25384","와우미탄협동조합","2026-03-05 21:33:54","U","2026-03-07 02:40:00","","336568.010493472","422193.807210666","국내여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","15000000","20251127","20261127","","0","",
"29","국내여행업","03_12_01_P","4281000","CDFI2260012021000003","2021-11-11","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 대화면 대화리 851-3","강원특별자치도 평창군 대화면 대화중앙로 40","25359","너나드리","2026-03-05 16:36:33","U","2026-03-07 02:40:00","","328830.806607294","444387.110222164","국내여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","15000000","20251024","20261024","","0","",
"30","국내여행업","03_12_01_P","4281000","CDFI2260011986000001","1986-11-05","","01","영업/정상","13","영업중","","","","","033-335-2000","","","강원특별자치도 평창군 진부면 하진부리 206-82","강원특별자치도 평창군 진부면 진부중앙로 77, 오대산관광(합명)","25325","오대산관광(합명)","2026-03-05 16:18:14","U","2026-03-07 02:40:00","","337555.044518965","460713.365478409","국내여행업","관광사업","근린상업지역","0","기타","","한국관광협회중앙회 여행공제회","사무실","0","0","0","0","","","0","0","","0","0","","0","63.44","","0","","","","","","","60000000","20251228","20261228","","63","",
"31","국내여행업","03_12_01_P","4281000","CDFI2260012000000001","2000-09-25","","01","영업/정상","13","영업중","","","","","033-334-6541","","","강원특별자치도 평창군 평창읍 하리 72-1","강원특별자치도 평창군 평창읍 송학로 52","25376","(합명)마루투어","2026-03-05 16:18:48","U","2026-03-07 02:40:00","","323333.758819602","430503.437134438","국내여행업","관광사업","근린상업지역","0","기타","","서울보증보험주식회사","사무실","0","0","0","0","","","0","0","","0","0","","0","103.85","","0","","","","","","","50000000","20250701","20260630","","104","",
"32","국내여행업","03_12_01_P","4281000","CDFI2260012011000002","2011-05-26","","01","영업/정상","13","영업중","","","","","033-330-6535","","","강원특별자치도 평창군 봉평면 면온리 1095-1 (주)휘닉스평창","강원특별자치도 평창군 봉평면 태기로 174 (주)휘닉스평창","25307","휘닉스투어","2026-03-05 16:20:04","U","2026-03-07 02:40:00","","317177.713905004","454046.509523181","국내여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","28600000500","20250701","20260630","","0","",
"33","국내여행업","03_12_01_P","4281000","CDFI2260012013000003","2013-09-04","","01","영업/정상","13","영업중","","","","","0333369307","","","강원특별자치도 평창군 미탄면 창리 718-1","강원특별자치도 평창군 미탄면 미탄문화길 50, 1층","25382","미탄주민 주식회사","2026-03-05 16:20:47","U","2026-03-07 02:40:00","","332841.864755087","427532.632238848","국내여행업","","","0","","","한국관광협회중앙회 여행공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20250718","20260718","","0","",
"34","국내여행업","03_12_01_P","4281000","CDFI2260012014000002","2014-03-20","","01","영업/정상","13","영업중","","","","","033-333-6600","","232-821","강원특별자치도 평창군 미탄면 마하리 198-7","강원특별자치도 평창군 미탄면 마하길 41-5","25384","동강 디자인","2026-03-05 16:21:20","U","2026-03-07 02:40:00","","336568.010493472","422193.807210666","국내여행업","","","0","","","한국관광협회중앙회 여행공제회","","0","0","0","0","Dgecotour","Domestic travel agency","0","0","","0","0","","0","0","","0","","","","","","","0","20250722","20260721","","0","",
"35","국내여행업","03_12_01_P","4281000","CDFI2260012016000001","2003-05-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 대관령면 횡계리 590-2","강원특별자치도 평창군 대관령면 경강로 5178","25347","주)아이에이코리아(여행사)","2026-03-05 21:34:31","U","2026-03-07 02:40:00","","349767.755168792","465617.275940575","국내여행업","관광사업","중심상업지역","0","기타","","서울보증보험주식회사","근린생활시설","11","3","0","0","","","0","0","","0","0","","0","54.12","","0","","","","","","","50000000","20251010","20261011","","54","",
"36","국내여행업","03_12_01_P","4281000","CDFI2260012017000002","2017-08-02","","01","영업/정상","13","영업중","","","","","033-335-6675","","","강원특별자치도 평창군 대관령면 용산리 383-3 티롤빌리지 124호","강원특별자치도 평창군 대관령면 솔봉로 296, 티롤빌리지 124호","25348","바우뜰트래블","2026-03-05 21:33:08","U","2026-03-07 02:40:00","","346773.222909135","463549.275333196","국내여행업","","","0","","","한국관광협회중앙회 여행공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","1500000","20251113","20261113","","0","",
"37","국내여행업","03_12_01_P","3290000","CDFI2260012016000018","2016-08-17","","01","영업/정상","13","영업중","","","","","051-897-7577","","","부산광역시 부산진구 양정동 131-8","부산광역시 부산진구 중앙대로 971, 1층 (양정동)","47209","희망여행사","2026-03-05 17:06:25","U","2026-03-07 02:40:00","","388831.274729038","188316.420801974","국내여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","18000000","20240401","20250331","","0","",
"38","국내여행업","03_12_01_P","6510000","CDFI2260012011000029","2011-03-25","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 이도이동 105","제주특별자치도 제주시 연신로 130, 에이동 1층 (이도이동)","63245","(주)피앤피제주","2026-03-05 16:35:21","U","2026-03-07 02:40:00","","158195.814675812","-555.818743874173","국내여행업","","일반주거지역","5","","","서울보증보험","사무실","4","1","0","0","","","0","0","","0","0","","0","50.42","","0","","","","","","","50000000","20260324","20270323","","50","",
"39","국내여행업","03_12_01_P","6510000","CDFI2260012011000024","2011-03-03","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 연동 320-1 영동빌딩","제주특별자치도 제주시 연삼로 72, 203호 (연동, 영동빌딩)","63120","(주)소리바다여행사","2026-03-05 16:33:51","U","2026-03-07 02:40:00","","153477.672468195","-245.070558382799","국내여행업","","","1","","","서울보증보험","","1","0","0","0","","","0","0","","0","0","","0","59.4","","0","","","","","","","50000000","20260304","20270303","","59","",
"40","국내여행업","03_12_01_P","6510000","CDFI2260012013000016","2013-02-21","","01","영업/정상","13","영업중","","","","","1566-8666","","","제주특별자치도 제주시 용담일동 231-7 2층","제주특별자치도 제주시 용담로 124, 2층 (용담일동)","63174","(주)제주속으로","2026-03-05 13:36:38","U","2026-03-07 02:40:00","","154828.417192467","1585.4083361668","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260222","20270221","","0","",
"41","국내여행업","03_12_01_P","3220000","CDFI2260012021000003","2021-03-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 청담동 21","서울특별시 강남구 선릉로148길 26, 6층 (청담동)","06064","나보다","2026-03-05 16:07:24","U","2026-03-07 02:40:00","","203613.253044879","446710.914960024","국내여행업","","","0","","","서울보증보험(2천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260325","20270324","","0","",
"42","국내여행업","03_12_01_P","6510000","CDFI2260012021000009","2021-03-26","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 한림읍 귀덕리 721-1","제주특별자치도 제주시 한림읍 귀덕로 73, 2층","63024","자주올레여행사","2026-03-05 18:09:27","U","2026-03-07 02:40:00","","134616.136329339","-6248.23925279341","국내여행업","","","0","","","제주특별자치도관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260327","20270327","","0","",
"43","국내여행업","03_12_01_P","3630000","CDFI2260012012000006","2012-10-11","","01","영업/정상","13","영업중","","","","","","","","광주광역시 광산구 수완동 1630 BYC 수완비스타오피스텔","광주광역시 광산구 장신로 52, 404호 (수완동)","62306","(주)비경투어여행사","2026-03-05 13:57:11","U","2026-03-07 02:40:00","","184590.50167841","187873.434622601","국내여행업","","","0","","","한국관광협회중앙회여행공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","90000000","20241120","20251120","","0","",
"44","국내여행업","03_12_01_P","3630000","CDFI2260012017000002","2017-04-26","","01","영업/정상","13","영업중","","","","","062-376-2301","","","광주광역시 광산구 안청동 735-12","광주광역시 광산구 하남산단8번로 33 (안청동)","62212","(주)기아두바이여행사","2026-03-05 13:56:47","U","2026-03-07 02:40:00","","181590.704848413","190106.454583891","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20240413","20250412","","0","",
"45","국내여행업","03_12_01_P","3630000","CDFI2260012007000003","2007-09-21","","01","영업/정상","13","영업중","","","","","062-974-3050","","","광주광역시 광산구 쌍암동 694-14","광주광역시 광산구 임방울대로826번길 7-36 (쌍암동)","62279","투어디자인(주)","2026-03-05 13:58:28","U","2026-03-07 02:40:00","","186341.685068041","190867.790154967","국내여행업","관광사업","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","70000000","20241012","20251011","","0","",
"46","국내여행업","03_12_01_P","3630000","CDFI2260012007000004","2007-11-10","","01","영업/정상","13","영업중","","","","","062-942-6300","","","광주광역시 광산구 송정동 1001-9","광주광역시 광산구 송정로 1, 2층 (송정동)","62430","(합)신나투어","2026-03-05 13:57:33","U","2026-03-07 02:40:00","","180975.663604128","182062.105168334","국내여행업","관광사업","","0","","","한국관광협회중앙회 여행공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20181112","20191112","","0","",
"47","국내여행업","03_12_01_P","6510000","CDFI2260012021000004","2021-01-20","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 도두이동 301-1 2층","제주특별자치도 제주시 공항서로 89, 2층 (도두이동)","63116","제주로닷컴","2026-03-05 18:08:35","U","2026-03-07 02:40:00","","151997.768665073","345.07069233099","국내여행업","","","0","","","제주특별자치도관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260305","20270305","","0","",
