"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"11","숙박업","03_11_03_P","3180000","3180000-201-2003-00183","2003-02-26","","01","영업/정상","01","영업","","","","","0226353033","265.00","150-036","서울특별시 영등포구 영등포동6가 49-2","서울특별시 영등포구 영등포로35길 17-4 (영등포동6가)","07251","모텔 욜로(YOLO)","2026-03-03 10:57:54","U","2026-03-05 02:40:00","여관업","191458.008113425","446620.592520735","여관업","4","1","2","4","0","0","3","14","","","","자가","0","0","N",
"12","숙박업","03_11_03_P","5530000","5770000-201-2011-00002","2011-07-05","","01","영업/정상","01","영업","","","","","031 80150009","2651.89","","경기도 화성시 동탄구 석우동 34-3","경기도 화성시 동탄구 큰재봉길 31-9 (석우동)","18450","제이에스부티크호텔(Js Boutique Hotel)","2026-03-03 13:57:44","U","2026-03-05 02:40:00","일반호텔","206943.639364427","412948.996961588","일반호텔","10","1","10","1","0","0","0","47","","","","자가","0","0","N",
"13","숙박업","03_11_03_P","5530000","5770000-201-2013-00005","2013-09-23","","01","영업/정상","01","영업","","","","","031 80151300","2111.77","","경기도 화성시 동탄구 석우동 34-4","경기도 화성시 동탄구 큰재봉길 31-7 (석우동)","18450","주식회사 더클래식호텔","2026-03-03 14:02:57","U","2026-03-05 02:40:00","일반호텔","206952.844240578","412931.356793352","일반호텔","10","2","1","10","0","0","0","50","","","","","0","0","N",
"14","숙박업","03_11_03_P","5530000","5740000-201-2021-00002","2021-02-15","","01","영업/정상","01","영업","","","","","031 358 5244","1266.88","","경기도 화성시 만세구 우정읍 조암리 277-22","경기도 화성시 만세구 우정읍 3.1만세로 63, 1~6층","18565","장안모텔","2026-03-03 11:58:32","U","2026-03-05 02:40:00","여관업","183984.090891483","398017.080816506","여관업","0","0","1","6","0","0","6","45","","","","","0","0","N",
"15","숙박업","03_11_03_P","3420000","3420000-201-2003-00014","2003-05-28","","01","영업/정상","01","영업","","","","","053 7440058","1789.64","701-827","대구광역시 동구 신천동 292-13","대구광역시 동구 동부로22길 40 (신천동)","41242","샹그리라모텔","2026-03-03 10:04:54","U","2026-03-05 02:40:00","여관업","346822.524165634","264874.04300953","여관업","6","1","1","6","1","1","4","36","","","","자가","0","0","N",
"16","숙박업","03_11_03_P","4540000","4540000-201-1989-00002","1989-11-04","","01","영업/정상","01","영업","","","","","041 7456235","36.53","320-902","충청남도 논산시 강경읍 대흥리 10-70","충청남도 논산시 강경읍 계백로133번길 9-14","32936","금빛","2026-03-03 13:34:46","U","2026-03-05 02:40:00","여인숙업","201196.408206843","295105.651156944","여인숙업","0","0","0","0","0","0","7","0","","","","","","","N",
"17","숙박업","03_11_03_P","3910000","3910000-201-2003-00014","2003-02-26","","01","영업/정상","01","영업","","","","","031 6189020","1311.38","450-831","경기도 평택시 합정동 733-2","경기도 평택시 자유로8번길 18 (합정동)","17909","호텔애니(HOTEL ANY)","2026-03-03 10:46:22","U","2026-03-05 02:40:00","여관업","208006.531981065","387801.384705593","여관업","6","1","1","6","0","0","0","34","","","","","0","0","N",
"18","숙박업","03_11_03_P","4201000","4201000-201-2003-00012","2003-06-04","","01","영업/정상","01","영업","","","","","033 645 8533","456.00","","강원특별자치도 강릉시 교동 136-9","강원특별자치도 강릉시 옥천로62번길 20 (교동)","25551","그리다, 강릉","2026-03-03 14:38:49","U","2026-03-05 02:40:00","여관업","367332.232040965","474894.662441492","여관업","5","0","0","5","0","0","0","12","","","","자가","0","0","N",
"19","숙박업","03_11_03_P","4251000","4251000-201-1996-00002","1996-10-31","","01","영업/정상","01","영업","","","","","033 4355656","679.66","","강원특별자치도 홍천군 홍천읍 갈마곡리 135","강원특별자치도 홍천군 홍천읍 공작산로 93","25150","달꿈호텔","2026-03-03 15:09:42","U","2026-03-05 02:40:00","여관업","279489.357563651","465820.823102666","여관업","3","0","1","3","0","0","11","20","","","","","0","0","N",
"20","숙박업","03_11_03_P","3540000","3540000-201-2002-00208","1995-09-14","","01","영업/정상","01","영업","","","","","","746.08","403-848","인천광역시 부평구 십정동 402-49","인천광역시 부평구 열우물로38번길 12-6 (십정동)","21445","3.4호텔","2026-03-03 09:48:02","U","2026-03-05 02:40:00","여관업","173564.348938226","441101.985808795","여관업","0","0","0","0","0","0","1","39","","","","","0","0","N",
"21","숙박업","03_11_03_P","3540000","3540000-201-2007-00008","2007-12-27","","01","영업/정상","01","영업","","","","","032 428 1199","872.25","403-848","인천광역시 부평구 십정동 409-1","인천광역시 부평구 동암광장로8번길 24 (십정동)","21446","피카소모텔","2026-03-03 17:32:54","U","2026-03-05 02:40:00","여관업","173582.577498017","440904.00920128","여관업","5","1","1","5","1","1","1","25","","","","자가","0","0","N",
"22","숙박업","03_11_03_P","3540000","3540000-201-2002-00096","1990-11-28","","03","폐업","02","폐업","2026-03-03","","","","032 3623604","617.74","403-819","인천광역시 부평구 부평동 341-19","인천광역시 부평구 경원대로1367번길 9 (부평동)","21389","탑 스테이","2026-03-03 16:45:49","U","2026-03-05 02:40:00","여관업","175233.392260773","443326.323094713","여관업","0","0","0","0","0","0","0","20","","","","","0","0","N",
"23","숙박업","03_11_03_P","6520000","6520000-201-2013-00047","2013-11-27","","01","영업/정상","01","영업","","","","","064 732 3210","741.83","697-855","제주특별자치도 서귀포시 신효동 506-9","제주특별자치도 서귀포시 하신상로 166 (신효동)","63605","월라산스테이","2026-03-03 17:27:29","U","2026-03-05 02:40:00","관광호텔","163610.327656409","-24796.3688727133","관광호텔","4","1","1","4","1","1","0","20","","","","","0","0","N",
"24","숙박업","03_11_03_P","4800000","4800000-201-2003-00013","2003-03-18","","01","영업/정상","01","영업","","","","","061 2450041","2496.62","530-846","전라남도 목포시 죽교동 620-108","전라남도 목포시 북항로 163 (죽교동)","58626","호텔이한","2026-03-03 10:51:45","U","2026-03-05 02:40:00","여관업","142029.71966043","145110.38983764","여관업","9","1","1","9","0","0","10","51","","","","","0","0","N",
"25","숙박업","03_11_03_P","4810000","4810000-214-2021-00042","2021-12-28","","01","영업/정상","01","영업","","","","","","8654.00","550-807","전라남도 여수시 국동 105","전라남도 여수시 국동남6길 49-10 (국동)","59761","주) 유블레스 포~유","2026-03-03 13:17:03","U","2026-03-05 02:40:00","숙박업(생활)","265764.089061875","136693.509978701","숙박업(생활)","11","2","1","11","1","2","0","41","","","","자가","0","0","N",
"26","숙박업","03_11_03_P","4620000","4620000-214-2020-00021","2020-07-17","","01","영업/정상","01","영업","","","","","041 674 6989","650.89","357-953","충청남도 태안군 남면 신온리 168-10","충청남도 태안군 남면 마검포길 219-13","32158","미라클","2026-03-03 17:09:57","U","2026-03-05 02:40:00","숙박업(생활)","137474.624181828","346098.105091524","숙박업(생활)","0","0","3","3","0","0","0","4","","","","","0","0","N",
"27","숙박업","03_11_03_P","5080000","5080000-201-2024-00001","2024-04-26","","01","영업/정상","01","영업","","","","","","893.40","730-913","경상북도 구미시 송정동 446-12 2~5층","경상북도 구미시 구미중앙로42길 5-42, 2~5층 (송정동)","39271","투야모텔","2026-03-03 11:06:06","U","2026-03-05 02:40:00","여관업","321748.329383879","291913.701689441","여관업","5","1","2","5","0","0","3","24","","","","","0","0","N",
"28","숙박업","03_11_03_P","3540000","3540000-201-2018-00004","2018-08-02","","01","영업/정상","01","영업","","","","","","718.29","403-824","인천광역시 부평구 부평동 583-6","인천광역시 부평구 경원대로1417번길 18-9 (부평동)","21395","굿타임호텔","2026-03-03 09:21:18","U","2026-03-05 02:40:00","여관업","175804.403822286","443374.36334505","여관업","5","1","1","5","0","0","0","24","","","","","0","0","N",
"29","숙박업","03_11_03_P","5370000","5370000-214-2023-00003","2023-03-02","","01","영업/정상","01","영업","","","","","","4065.38","656-904","경상남도 거제시 옥포동 552-22","경상남도 거제시 옥포로 161, 1,6~14(일부)층 (옥포동)","53233","호텔케이(K)","2026-03-03 09:49:26","U","2026-03-05 02:40:00","숙박업(생활)","354690.635728822","155852.009773953","숙박업(생활)","14","3","6","14","0","0","0","50","접객대 1층","","","","0","0","N",
"30","숙박업","03_11_03_P","3010000","3010000-214-2023-00004","2023-03-31","","01","영업/정상","01","영업","","","","","0222757790","2022.76","100-866","서울특별시 중구 필동1가 43-1","서울특별시 중구 충무로 3, 3~20층 (필동1가)","04554","위코스테이 남산","2026-03-03 13:55:40","U","2026-03-05 02:40:00","숙박업(생활)","199297.876590178","451025.516575091","숙박업(생활)","0","0","0","0","0","0","0","112","","","","임대","0","0","N",
"31","숙박업","03_11_03_P","6510000","6510000-214-2024-00012","2024-02-16","","01","영업/정상","01","영업","","","","","","1843.30","690-813","제주특별자치도 제주시 연동 263-2 제주1번가 더테라스","제주특별자치도 제주시 연동6길 5, 제주1번가 더테라스 (연동)","63132","힐스테이트제주비","2026-03-03 15:51:48","U","2026-03-05 02:40:00","숙박업(생활)","152474.096060369","-1072.77590391526","숙박업(생활)","0","0","3","19","0","0","0","49","","","","","0","0","N",
"32","숙박업","03_11_03_P","5370000","5370000-201-1995-00011","1995-11-18","","01","영업/정상","01","영업","","","","","055 6372194","751.50","656-935","경상남도 거제시 고현동 961-163","경상남도 거제시 고현로11길 15 (고현동)","53251","하이엔드호텔 거제","2026-03-03 09:50:48","U","2026-03-05 02:40:00","일반호텔","348429.101592483","155631.782757629","일반호텔","0","0","0","0","0","0","12","17","","","","","0","0","N",
"33","숙박업","03_11_03_P","5370000","5370000-201-2003-00036","2003-11-13","","01","영업/정상","01","영업","","","","","055633 6357","993.71","656-935","경상남도 거제시 고현동 961-122","경상남도 거제시 거제중앙로25길 13-1 (고현동)","53253","MONO(모노)모텔","2026-03-03 15:26:17","U","2026-03-05 02:40:00","여관업","348197.542036245","155529.421520269","여관업","9","0","1","9","0","0","6","25","","","","자가","0","0","N",
"34","숙박업","03_11_03_P","5310000","5310000-201-1990-00002","1990-12-17","","01","영업/정상","01","영업","","","","","055 745 6131","288.09","660-240","경상남도 진주시 계동 102-2","경상남도 진주시 비봉로50번길 3 (계동)","52683","더퍼스트","2026-03-03 10:09:33","U","2026-03-05 02:40:00","여관업","298335.694493377","188978.423416489","여관업","0","0","0","0","0","0","6","8","","","","","0","0","N",
"35","숙박업","03_11_03_P","5310000","5310000-201-1999-00010","1999-09-16","","01","영업/정상","01","영업","","","","","055 7551030","366.31","660-802","경상남도 진주시 상대동 330-78","경상남도 진주시 상대로 57-2 (상대동)","52776","더온모텔","2026-03-03 08:52:45","U","2026-03-05 02:40:00","여관업","301794.003505516","187841.518166914","여관업","0","0","0","0","0","0","5","12","","","","","0","0","N",
"36","숙박업","03_11_03_P","5310000","5310000-201-2018-00001","2018-02-02","","01","영업/정상","01","영업","","","","","055 756 7777","2306.00","660-031","경상남도 진주시 충무공동 40-8 5층~9층","경상남도 진주시 에나로 97, 5층~9층 (충무공동)","52851","뉴그랜드호텔","2026-03-03 08:51:58","U","2026-03-05 02:40:00","일반호텔","303769.161726305","187105.537219013","일반호텔","9","2","5","9","0","0","1","52","","","","","0","0","N",
"37","숙박업","03_11_03_P","5310000","5310000-201-1985-00020","1985-10-16","","01","영업/정상","01","영업","","","","","055 7483038","403.92","660-040","경상남도 진주시 봉곡동 443-6","경상남도 진주시 진주대로 1172-4 (봉곡동)","52663","거북이모텔","2026-03-03 08:51:33","U","2026-03-05 02:40:00","여관업","297823.092540673","189013.989439813","여관업","0","0","0","0","0","0","6","8","","","","","0","0","N",
"38","숙박업","03_11_03_P","3050000","3050000-201-2016-00002","2016-03-11","","01","영업/정상","01","영업","","","","","02 548 9433","11588.98","130-811","서울특별시 동대문구 신설동 98-24","서울특별시 동대문구 왕산로 22 (신설동)","02582","맹그로브신설","2026-03-03 16:20:25","U","2026-03-05 02:40:00","관광호텔","202233.604900045","452654.5266264","관광호텔","20","6","20","0","6","0","0","332","","","","임대","0","0","N",
"39","숙박업","03_11_03_P","3090000","3090000-201-1972-00039","1972-08-03","","01","영업/정상","01","영업","","","","","02 9975770","137.54","132-863","서울특별시 도봉구 쌍문동 81-227","서울특별시 도봉구 도봉로125길 7 (쌍문동)","01437","동원모텔","2026-03-03 13:23:53","U","2026-03-05 02:40:00","여인숙업","203171.986799116","461177.116646993","여인숙업","2","0","2","2","0","0","0","8","","","","자가","","","N",
"40","숙박업","03_11_03_P","3190000","3190000-201-1973-00049","1973-04-30","","03","폐업","02","폐업","2026-03-03","","","","02 8166092","66.12","156-803","서울특별시 동작구 노량진동 231-110","서울특별시 동작구 장승배기로 132-2 (노량진동)","06924","화신","2026-03-03 14:14:12","U","2026-03-05 02:40:00","여인숙업","194666.595766274","445219.966153074","여인숙업","1","0","0","0","0","0","0","10","","","","","0","0","N",
"41","숙박업","03_11_03_P","3990000","3990000-201-1982-00010","1982-11-18","","01","영업/정상","01","영업","","","","","","175.00","","경기도 남양주시 다산동 4338-31","경기도 남양주시 미금로56번길 3 (다산동)","12252","로얄 스테이","2026-03-03 13:58:26","U","2026-03-05 02:40:00","여관업","213387.618641092","456429.055189067","여관업","2","1","2","2","0","0","3","6","","","","","0","0","N",
"42","숙박업","03_11_03_P","4080000","4080000-201-1997-00008","1997-12-03","","01","영업/정상","01","영업","","","","","031 6180051","1212.22","456-822","경기도 안성시 공도읍 마정리 45-66","경기도 안성시 공도읍 가족공원길 54-6","17548","루엠호텔 공도점","2026-03-03 10:22:02","U","2026-03-05 02:40:00","여관업","218459.016698464","390322.434437957","여관업","5","1","1","5","0","0","31","4","","","","자가","0","0","N",
"43","숙박업","03_11_03_P","3740000","3760000-201-1986-00001","1986-03-31","","01","영업/정상","01","영업","","","","","031 221 8008","189.59","441-821","경기도 수원시 권선구 권선동 993-6","경기도 수원시 권선구 장다리로 75 (권선동)","16564","자니비","2026-03-03 11:07:07","U","2026-03-05 02:40:00","일반호텔","201734.98856954","417255.157833247","일반호텔","3","0","0","0","0","0","2","25","","","","","0","0","N",
"44","숙박업","03_11_03_P","3740000","3760000-201-2015-00101","2015-03-30","","01","영업/정상","01","영업","","","","","031 237 3400","2593.58","441-822","경기도 수원시 권선구 권선동 1011-17","경기도 수원시 권선구 권선로669번길 26 (권선동)","16571","호텔델라고","2026-03-03 11:07:28","U","2026-03-05 02:40:00","일반호텔","202167.591633743","417670.287368812","일반호텔","7","2","1","7","1","2","0","41","","","","임대","0","0","N",
"45","숙박업","03_11_03_P","3780000","3790000-201-1990-00004","1990-12-05","","01","영업/정상","01","영업","","","","","031 7557005","650.37","461-822","경기도 성남시 수정구 태평동 3487-2","경기도 성남시 수정구 탄리로74번길 7 (태평동)","13292","박스인호텔","2026-03-03 14:06:51","U","2026-03-05 02:40:00","여관업","212011.857548679","437870.182221324","여관업","0","0","0","0","0","0","4","25","","","","","0","0","N",
"46","숙박업","03_11_03_P","4701000","4701000-201-1973-00001","1973-08-29","","03","폐업","02","폐업","2026-03-03","","","","063 6314662","29.90","","전북특별자치도 남원시 동충동 345-4","전북특별자치도 남원시 비석길 214-8 (동충동)","55749","애마여인숙","2026-03-03 10:29:07","U","2026-03-05 02:40:00","여인숙업","234879.601601799","212748.525509231","여인숙업","0","0","0","0","0","0","6","0","","","","","0","0","N",
"47","숙박업","03_11_03_P","4390000","4390000-201-2004-00007","2004-09-07","","01","영업/정상","01","영업","","","","","043 8483392","781.74","380-020","충청북도 충주시 성서동 519","충청북도 충주시 성서8길 6-1 (성서동)","27387","브라운도트 젊음의거리점","2026-03-03 14:59:31","U","2026-03-05 02:40:00","여관업","282993.228478924","385766.628672213","여관업","5","0","1","4","0","0","0","31","","","","임대","0","0","N",
"48","숙박업","03_11_03_P","3010000","3010000-201-1960-00184","1960-12-30","","03","폐업","02","폐업","2026-03-03","","","","02 7778553","280.77","100-051","서울특별시 중구 회현동1가 70-0","서울특별시 중구 퇴계로10길 20-3 (회현동1가)","04634","미도호텔","2026-03-03 13:12:12","U","2026-03-05 02:40:00","일반호텔","198212.188791315","450689.354073285","일반호텔","4","0","0","0","0","0","0","32","","","","","0","0","N",
"49","숙박업","03_11_03_P","3000000","3000000-201-2015-00009","2015-12-23","","01","영업/정상","01","영업","","","","","050714285613","1434.04","110-320","서울특별시 종로구 낙원동 108-1","서울특별시 종로구 돈화문로11길 44 (낙원동)","03133","헤르츠","2026-03-03 15:10:14","U","2026-03-05 02:40:00","일반호텔","198952.439753114","452272.204980861","일반호텔","12","1","1","12","0","0","0","44","","","","자가","0","0","N",
"50","숙박업","03_11_03_P","3220000","3220000-214-2026-00003","2026-02-27","","01","영업/정상","01","영업","","","","","","447.94","135-888","서울특별시 강남구 신사동 526-15","서울특별시 강남구 압구정로4길 14-6, 지하1층-지상3층 (신사동)","06027","다도","2026-03-03 10:06:41","U","2026-03-05 02:40:00","숙박업(생활)","201696.517569908","446580.462094002","숙박업(생활)","0","0","1","3","1","1","0","14","","","","","0","0","N",
"51","숙박업","03_11_03_P","3010000","3010000-214-2022-00001","2022-05-16","","01","영업/정상","01","영업","","","","","0222757790","6153.57","100-014","서울특별시 중구 충무로4가 334","서울특별시 중구 창경궁로1길 14, 3층~15층 (충무로4가)","04558","위코스테이 명동","2026-03-03 14:30:36","U","2026-03-05 02:40:00","숙박업(생활)","199711.205550174","451182.224072035","숙박업(생활)","0","0","3","15","0","0","0","230","","","","임대","0","0","Y",
"52","숙박업","03_11_03_P","3250000","3250000-214-2026-00003","2026-03-03","","01","영업/정상","01","영업","","","","","","147.56","600-022","부산광역시 중구 동광동2가 2-1","부산광역시 중구 대청로134번길 22, 2~3층 (동광동2가)","48955","플로우스테이(FLOW STAY)","2026-03-04 11:06:26","I","2026-03-06 00:20:02","숙박업(생활)","385488.889849933","179870.476049334","숙박업(생활)","0","0","2","3","0","0","0","4","","","","","0","0","N",
"53","숙박업","03_11_03_P","4201000","4201000-214-2026-00004","2026-03-04","","01","영업/정상","01","영업","","","","","","3141.00","","강원특별자치도 강릉시 사천면 사천진리 86-81 컨피네스 오션스위트","강원특별자치도 강릉시 사천면 진리항구2길 5, 컨피네스 오션스위트","25435","하버블루오션스위트","2026-03-04 10:09:12","I","2026-03-06 00:20:02","숙박업(생활)","364956.617705235","483211.601501235","숙박업(생활)","0","0","0","0","0","0","0","27","","","","","0","0","N",
"54","숙박업","03_11_03_P","3010000","3010000-201-2026-00010","2026-03-04","","01","영업/정상","01","영업","","","","","07077803650","294.39","100-837","서울특별시 중구 신당동 775 신한빌딩","서울특별시 중구 마장로 11, 신한빌딩 3층 (신당동)","04567","케이그랜드호텔 DDP","2026-03-04 11:57:15","I","2026-03-06 00:20:02","관광호텔","200938.52813687","451798.00308625","관광호텔","6","0","3","3","0","0","0","13","","","","","0","0","N",
"55","숙박업","03_11_03_P","3000000","3000000-214-2026-00012","2026-02-27","","01","영업/정상","01","영업","","","","","","95.32","110-850","서울특별시 종로구 효제동 19-4","서울특별시 종로구 대학로 42-13, 2층 201호 (효제동)","03122","더도아스테이","2026-03-04 14:23:38","I","2026-03-06 00:20:02","숙박업(생활)","200155.102293406","452477.571800737","숙박업(생활)","10","1","2","0","0","0","0","1","","","","임대","0","0","N",
"56","숙박업","03_11_03_P","4160000","4160000-214-2026-00005","2026-03-03","","01","영업/정상","01","영업","","","","","","297.27","477-854","경기도 가평군 설악면 사룡리 133-3 , 1~3층","경기도 가평군 설악면 자잠로282번길 93, 주1동, 1~3층","12460","AUGUST(어거스트) 호스텔","2026-03-04 09:53:49","I","2026-03-06 00:20:02","숙박업(생활)","243779.529878746","466611.569694143","숙박업(생활)","3","0","1","3","0","0","2","0","","","","","0","0","N",
"57","숙박업","03_11_03_P","5530000","5740000-201-2006-00001","2006-08-08","","01","영업/정상","01","영업","","","","","031 3537833","4129.75","","경기도 화성시 만세구 향남읍 927-10","경기도 화성시 만세구 향남읍 발안공단로5길 7-23","18623","월드관광호텔","2026-03-04 17:23:06","U","2026-03-06 02:40:00","관광호텔","191802.064668503","398270.704200977","관광호텔","9","1","1","9","0","0","7","74","","","","자가","0","0","N",
"58","숙박업","03_11_03_P","5220000","5220000-201-2002-00003","2002-02-21","","03","폐업","02","폐업","2026-03-04","","","","054 9711918","468.50","718-833","경상북도 칠곡군 석적읍 중리 89-9","경상북도 칠곡군 석적읍 북중리2길 41-8","39839","꿈의궁전모텔","2026-03-04 14:59:34","U","2026-03-06 02:40:00","여관업","326970.10365795","287468.882430002","여관업","0","0","0","0","0","0","0","28","","","","","0","0","N",
"59","숙박업","03_11_03_P","5050000","5050000-201-2007-00003","2007-03-20","","01","영업/정상","01","영업","","","","","054 7782100","1529.81","780-290","경상북도 경주시 신평동 719-70","경상북도 경주시 엑스포로 55-12 (신평동)","38116","신라밀레니엄 라궁","2026-03-04 14:44:52","U","2026-03-06 02:40:00","관광호텔","407429.947428169","261792.468889804","관광호텔","2","0","1","0","0","0","16","0","","","","자가","0","0","N",
"60","숙박업","03_11_03_P","5050000","5050000-201-1998-00002","1998-05-14","","01","영업/정상","01","영업","","","","","054 7629500","807.62","780-805","경상북도 경주시 안강읍 옥산리 1440-1 ,1440-5,1441-1,1446-1","경상북도 경주시 안강읍 옥산서원길 217 (,1440-5,1441-1,1446-1)","38000","옥산서원길 게스트하우스","2026-03-04 11:25:34","U","2026-03-06 02:40:00","여관업","394962.56936903","280945.319467891","여관업","3","0","2","3","0","0","4","20","","","","","1","1","N",
"61","숙박업","03_11_03_P","5090000","5090000-201-2003-00002","2003-08-11","","01","영업/정상","01","영업","","","","","054 637 4111","788.84","750-893","경상북도 영주시 봉현면 오현리 255-5 외2필지","경상북도 영주시 봉현면 풍기로 12 (외2필지)","36044","케이모텔","2026-03-04 14:25:15","U","2026-03-06 02:40:00","여관업","335784.267239303","374955.199396702","여관업","4","1","1","4","0","0","5","21","","","","자가","0","0","N",
"62","숙박업","03_11_03_P","4500000","4500000-201-2011-00003","2011-04-06","","01","영업/정상","01","영업","","","","","042 825 6595","1040.70","314-924","충청남도 공주시 반포면 학봉리 906","충청남도 공주시 반포면 임금봉길 49-10","32626","호텔 궁","2026-03-04 16:43:05","U","2026-03-06 02:40:00","여관업","222307.782378871","318406.156598006","여관업","1","3","1","3","0","0","0","13","","","","자가","","","N",
"63","숙박업","03_11_03_P","6510000","6510000-214-2019-00007","2019-04-09","","01","영업/정상","01","영업","","","","","","141.36","695-980","제주특별자치도 제주시 우도면 연평리 1289","제주특별자치도 제주시 우도면 하고수길 64","63365","우도고래","2026-03-04 09:55:07","U","2026-03-06 02:40:00","숙박업(생활)","195919.896035166","1813.80898399501","숙박업(생활)","0","0","2","2","0","0","0","7","","","","","0","0","N",
