"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"13","식품자동판매기업","07_22_10_P","3240000","3240000-112-2026-00005","2026-04-01","","01","영업/정상","01","영업","","","","","","3.30","134-800","서울특별시 강동구 고덕동 85 강동구 자원순환센터","서울특별시 강동구 아리수로87길 272, 강동구 자원순환센터 2층 (고덕동)","05202","커피보라 강동자원순환센터","2026-04-01 11:18:16","I","2026-04-03 00:20:02","식품자동판매기영업","214123.216787094","451974.126224383","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"14","식품자동판매기업","07_22_10_P","3910000","3910029-112-2026-00004","2026-04-01","","01","영업/정상","01","영업","","","","","","3.30","","경기도 평택시 고덕동 2720-1 고덕국제신도시 다해브","경기도 평택시 고덕로 190, 다해브3동 10,11호 (고덕동, 고덕국제신도시 다해브)","18022","이마트24 고덕다해브2호점","2026-04-01 10:59:12","I","2026-04-03 00:20:02","식품자동판매기영업","","","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","임대","0","0","N","0","","","",
"15","식품자동판매기업","07_22_10_P","3170000","3170000-112-2026-00004","2026-04-01","","01","영업/정상","01","영업","","","","","02 15883613","3.30","153-801","서울특별시 금천구 가산동 233-5 가산 센트럴 푸르지오 시티","서울특별시 금천구 디지털로10길 69, 가산 센트럴 푸르지오 시티 1동 지하1층 G07일부호 (가산동)","08516","오롯미니 CU 가산센트럴푸르지오점","2026-04-01 08:43:23","I","2026-04-03 00:20:02","식품자동판매기영업","190278.679728809","441481.431441947","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"16","식품자동판매기업","07_22_10_P","4500000","4500000-112-1999-00006","1999-02-18","","03","폐업","02","폐업","2026-04-01","","","","041 8528693","","314-802","충청남도 공주시 신관동 651-3 종합상가101","충청남도 공주시 번영2로 67 (신관동,종합상가101)","32583","고려인삼센터자판기","2026-04-01 13:33:22","U","2026-04-03 02:40:00","식품자동판매기영업","212115.456558041","330257.898395189","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"17","식품자동판매기업","07_22_10_P","3000000","3000000-112-2017-00002","2017-02-07","","03","폐업","02","폐업","2026-04-01","","","","","2.00","110-861","서울특별시 종로구 창신동 20-8 6호선창신역","서울특별시 종로구 지봉로 지하 112, 지층층 (창신동, 6호선창신역)","03108","GS25 S6창신역점","2026-04-01 11:56:40","U","2026-04-03 02:40:00","식품자동판매기영업","201272.166156223","453016.957398342","식품자동판매기영업","0","0","","","","0","0","0","0","0","자가","0","0","N","2","","","",
"18","식품자동판매기업","07_22_10_P","3010000","3010000-112-2004-00020","2004-06-24","","01","영업/정상","01","영업","","","","","02  22303237","9.90","100-856","서울특별시 중구 장충동2가 202","서울특별시 중구 동호로 249 (장충동2가)","04605","호텔신라 새마을금고","2026-04-01 15:23:29","U","2026-04-03 02:40:00","식품자동판매기영업","200463.625303538","450497.460903907","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","9.9","","","",
"19","식품자동판매기업","07_22_10_P","3350000","3350000-112-2026-00004","2026-03-09","","01","영업/정상","01","영업","","","","","","","609-804","부산광역시 금정구 구서동 203-5 금정산온천 레포츠","부산광역시 금정구 구서중앙로15번길 20, 금정산온천 레포츠 2층 (구서동)","46230","승산카페","2026-04-01 16:18:30","U","2026-04-03 02:40:00","식품자동판매기영업","390057.531834683","196950.450593302","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"20","식품자동판매기업","07_22_10_P","3690000","3690000-112-2018-00007","2018-03-29","","03","폐업","02","폐업","2026-04-01","","","","052 248 0918","","681-819","울산광역시 중구 태화동 593-4","울산광역시 중구 태화강국가정원길 231 (태화동)","44456","씨유태화강변점자판기","2026-04-01 16:11:59","U","2026-04-03 02:40:00","식품자동판매기영업","408464.52214969","230337.40909938","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"21","식품자동판매기업","07_22_10_P","4030000","4030000-112-2007-00007","2007-05-04","","01","영업/정상","01","영업","","","","","","","437-837","경기도 의왕시 내손동 791 갈뫼주공상가 105호","경기도 의왕시 갈미1로 18, 105호 (내손동, 갈뫼주공상가)","16040","삼성 자판기","2026-04-01 17:11:30","U","2026-04-03 02:40:00","식품자동판매기영업","197412.533781125","430696.562218129","식품자동판매기영업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"22","식품자동판매기업","07_22_10_P","5710000","5730000-112-2022-00009","2022-04-12","","03","폐업","02","폐업","2026-04-01","","","","","0.00","361-825","충청북도 청주시 흥덕구 비하동 819 청주 비하 2차 대광로제비앙","충청북도 청주시 흥덕구 가로수로1131번길 12, 209동 102호 (비하동, 청주 비하 2차 대광로제비앙)","28366","스위트마마","2026-04-01 11:54:55","U","2026-04-03 02:40:00","식품자동판매기영업","237766.596998613","347420.443601844","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"23","식품자동판매기업","07_22_10_P","5710000","5725000-112-2024-00030","2024-11-15","","01","영업/정상","01","영업","","","","","042 488 4381","0.00","361-711","충청북도 청주시 서원구 개신동 62 충북대학교병원 서관 1층","충청북도 청주시 서원구 1순환로 776, 충북대학교병원 서관 1층 (개신동)","28644","크리스피 크림 충북대병원점","2026-04-01 15:55:13","U","2026-04-03 02:40:00","식품자동판매기영업","241219.392714223","347064.680430908","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"24","식품자동판매기업","07_22_10_P","4810000","4810000-112-2000-00008","2000-03-04","","01","영업/정상","01","영업","","","","","","1.00","556-893","전라남도 여수시 율촌면 신풍리 211-5","전라남도 여수시 율촌면 구암길 308-9","59606","애양슈퍼","2026-04-01 09:15:43","U","2026-04-03 02:40:00","식품자동판매기영업","256926.118234824","149496.442878949","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","1","","","",
"25","식품자동판매기업","07_22_10_P","3670000","3670000-112-2026-00008","2026-03-05","","01","영업/정상","01","영업","","","","","","2.80","305-335","대전광역시 유성구 궁동 482-1 누드캐슬빌딩 지상3층 301호","대전광역시 유성구 대학로 90, 누드캐슬빌딩 지상3층 301호 (궁동)","34183","플레이박스 무인매점","2026-04-01 14:26:57","U","2026-04-03 02:40:00","식품자동판매기영업","230882.523285773","317912.062657883","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"26","식품자동판매기업","07_22_10_P","3660000","3660000-112-2026-00011","2026-03-24","","01","영업/정상","01","영업","","","","","","0.00","302-859","대전광역시 서구 탄방동 781 수팰리스","대전광역시 서구 탄방로 26, 1층 104(일부)호 (탄방동, 수팰리스)","35263","24시카페 만월경 대전탄방점","2026-04-01 16:19:59","U","2026-04-03 02:40:00","식품자동판매기영업","234944.869002187","316018.166355383","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"27","식품자동판매기업","07_22_10_P","3710000","3710000-112-2026-00001","2026-03-19","","01","영업/정상","01","영업","","","","","","0.00","682-814","울산광역시 동구 전하동 309-14","울산광역시 동구 방어진순환도로 841, 103호 (전하동)","44035","MARIANNA(마리안나)","2026-04-01 17:35:36","U","2026-04-03 02:40:00","식품자동판매기영업","420570.20504784","226793.889257744","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"28","식품자동판매기업","07_22_10_P","3660000","3660000-112-2026-00009","2026-03-17","","01","영업/정상","01","영업","","","","","","","302-822","대전광역시 서구 도마동 122-6","대전광역시 서구 도솔로 56, 1층 일부호 (도마동)","35334","이마트24 대전도마점","2026-04-01 16:29:47","U","2026-04-03 02:40:00","식품자동판매기영업","233479.361529375","312829.39585079","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"29","식품자동판매기업","07_22_10_P","3740000","5610000-112-2024-00017","2024-08-01","","03","폐업","02","폐업","2026-04-01","","","","","","443-803","경기도 수원시 영통구 매탄동 511 유니온빌딩","경기도 수원시 영통구 영통로323번길 20, 유니온빌딩 2층 201호 (매탄동)","16676","유니온","2026-04-01 13:59:45","U","2026-04-03 02:40:00","식품자동판매기영업","205444.493233617","416989.621128303","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"30","식품자동판매기업","07_22_10_P","3900000","3900000-112-2026-00001","2026-01-02","","03","폐업","02","폐업","2026-04-01","","","","","2.00","423-741","경기도 광명시 철산동 622 도덕파크타운","경기도 광명시 가림로 150-11, 도덕파크타운 106호 일부호 (철산동)","14255","씨유철산도덕파크점","2026-04-01 13:53:04","U","2026-04-03 02:40:00","식품자동판매기영업","187882.435895005","440829.836279564","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"31","식품자동판매기업","07_22_10_P","3330000","3330000-112-2024-00014","2024-05-17","","03","폐업","02","폐업","2026-04-01","","","","","25.75","612-819","부산광역시 해운대구 우동 552-2 1호","부산광역시 해운대구 우동1로20번길 56, 1호 (우동)","48087","커피1001","2026-04-01 16:26:10","U","2026-04-03 02:40:00","식품자동판매기영업","396720.414022382","187226.168735672","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","25.75","","","",
"32","식품자동판매기업","07_22_10_P","4010000","4010000-112-2024-00023","2024-05-27","","03","폐업","02","폐업","2026-04-01","","","","","31.59","429-766","경기도 시흥시 정왕동 1876-2 모아아파트","경기도 시흥시 함송로 38, 모아아파트 상가동 1층 106호 (정왕동)","15022","더(THE)150시흥정왕점","2026-04-01 11:15:28","U","2026-04-03 02:40:00","식품자동판매기영업","176122.209341791","428925.771173327","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","31.59","","","",
"33","식품자동판매기업","07_22_10_P","3350000","3350000-112-2026-00002","2026-03-04","","01","영업/정상","01","영업","","","","","","0.00","609-837","부산광역시 금정구 장전동 146-6","부산광역시 금정구 수림로85번길 61, 1층 (장전동)","46281","카페16온스24 부산대점","2026-04-01 16:18:14","U","2026-04-03 02:40:00","식품자동판매기영업","389555.134044122","195078.404671604","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"34","식품자동판매기업","07_22_10_P","4590000","4590000-112-2025-00004","2025-10-27","","01","영업/정상","01","영업","","","","","","41.60","345-892","충청남도 청양군 대치면 광대리 316-10","충청남도 청양군 대치면 칠갑산로 704-10, 2층","33344","칠갑타워","2026-04-01 11:40:20","U","2026-04-03 02:40:00","식품자동판매기영업","186345.699044973","326448.049050661","식품자동판매기영업","0","0","","","지하수전용","0","0","0","0","0","","0","0","N","41.6","","","",
"35","식품자동판매기업","07_22_10_P","5670000","5670184-112-2025-00010","2025-10-16","","03","폐업","02","폐업","2026-04-01","","","","","","630-810","경상남도 창원시 마산회원구 양덕동 17-17","경상남도 창원시 마산회원구 양덕로 140, 1층 언니네 내부 (양덕동)","51364","언니네","2026-04-01 17:24:12","U","2026-04-03 02:40:00","식품자동판매기영업","344151.402297048","193571.578983839","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"36","식품자동판매기업","07_22_10_P","4331000","4331000-112-2026-00001","2026-02-19","","01","영업/정상","01","영업","","","","","033 462 5216","3.30","","강원특별자치도 인제군 인제읍 합강리 221-12 합강정휴게소","강원특별자치도 인제군 인제읍 설악로 2254, 합강정휴게소","24628","GS25 합강정","2026-04-01 09:01:07","U","2026-04-03 02:40:00","식품자동판매기영업","303989.083016938","508970.202472598","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"37","식품자동판매기업","07_22_10_P","4820000","4820000-112-2021-00009","2021-07-30","","03","폐업","02","폐업","2026-04-01","","","","","3.30","540-969","전라남도 순천시 조례동 1818-5 1층","전라남도 순천시 연동남길 32, 1층 (조례동)","57971","데이원 순천점","2026-04-01 11:04:18","U","2026-04-03 02:40:00","식품자동판매기영업","248875.392682966","162081.562570431","식품자동판매기영업","0","0","","","","0","0","0","0","0","자가","0","0","N","3.3","","","",
"38","식품자동판매기업","07_22_10_P","4721000","4721000-112-2025-00006","2025-08-11","","01","영업/정상","01","영업","","","","","","1.50","","전북특별자치도 완주군 봉동읍 장기리 205-10","전북특별자치도 완주군 봉동읍 봉동로 158, 101호","55326","지에스25봉동중앙점","2026-04-01 17:16:52","U","2026-04-03 02:40:00","식품자동판매기영업","215117.932271126","271001.317217145","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"39","식품자동판매기업","07_22_10_P","5710000","5735000-112-2025-00011","2025-07-28","","03","폐업","02","폐업","2026-04-01","","","","","0.50","360-819","충청북도 청주시 청원구 율량동 960","충청북도 청주시 청원구 율봉로176번길 55 (율량동)","28332","허니참쌀꽈베기","2026-04-01 14:03:49","U","2026-04-03 02:40:00","식품자동판매기영업","243583.601737703","351777.403302276","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"40","식품자동판매기업","07_22_10_P","3120000","3120000-112-2023-00002","2023-01-25","","03","폐업","02","폐업","2026-04-01","","","","","33.00","120-848","서울특별시 서대문구 홍은동 401-16 1층","서울특별시 서대문구 거북골로 14, 1층 (홍은동)","03675","테이크백 카페 무인24시","2026-04-01 09:57:17","U","2026-04-03 02:40:00","식품자동판매기영업","193354.667840075","453173.535675535","식품자동판매기영업","0","0","","","","0","0","0","0","0","임대","0","0","N","29.7","","","",
"41","식품자동판매기업","07_22_10_P","4641000","4661000-112-2022-00023","2022-06-17","","01","영업/정상","01","영업","","","","","","","","전북특별자치도 전주시 덕진구 송천동2가 1345","전북특별자치도 전주시 덕진구 세병로 134, 103호 (송천동2가)","55150","씨유뉴에코데시앙네스트점","2026-04-01 11:56:14","U","2026-04-03 02:40:00","식품자동판매기영업","212316.279957192","263871.163228277","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"42","식품자동판매기업","07_22_10_P","3510500","3510500-112-2022-00023","2022-07-21","","03","폐업","02","폐업","2026-04-01","","","","","3.30","","인천광역시 미추홀구 주안동 62-2 제에이동호 1층 일부호","인천광역시 미추홀구 석바위로 129, 제에이동호 1층 일부호 (주안동)","22134","씨유 주안웰컴점","2026-04-01 17:05:48","U","2026-04-03 02:40:00","식품자동판매기영업","172261.096109898","439797.552333959","식품자동판매기영업","0","0","","","","0","0","0","0","0","자가","0","0","N","3.3","","","",
"43","식품자동판매기업","07_22_10_P","5130000","5130000-112-2023-00023","2023-12-22","","01","영업/정상","01","영업","","","","","","1.00","712-030","경상북도 경산시 삼남동 119 1층","경상북도 경산시 경안로 89, 1층 (삼남동)","38644","지에스(GS)25 경산삼남점","2026-04-01 09:25:23","U","2026-04-03 02:40:00","식품자동판매기영업","357052.334670529","258655.4776216","식품자동판매기영업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","","",
"44","식품자동판매기업","07_22_10_P","5220000","5220000-112-2022-00006","2022-05-10","","01","영업/정상","01","영업","","","","","","3.40","718-801","경상북도 칠곡군 왜관읍 왜관리 774","경상북도 칠곡군 왜관읍 중앙로 122, 우방타운상가 1층 106호","39898","핑거커피","2026-04-01 16:36:06","U","2026-04-03 02:40:00","식품자동판매기영업","326150.55896625","277015.152987003","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"45","식품자동판매기업","07_22_10_P","4000000","4000000-112-2023-00016","2023-09-18","","03","폐업","02","폐업","2026-04-01","","","","","","447-791","경기도 오산시 양산동 400 한신대학교 성빈학사 2층","경기도 오산시 한신대길 137, 한신대학교 성빈학사 2층 (양산동)","18101","행복한하마(무인카페1)","2026-04-01 09:36:04","U","2026-04-03 02:40:00","식품자동판매기영업","201932.254118508","410242.92621681","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"46","식품자동판매기업","07_22_10_P","3300000","3300000-112-2026-00006","2026-04-02","","01","영업/정상","01","영업","","","","","","","607-803","부산광역시 동래구 명륜동 700-149","부산광역시 동래구 명륜로207번길 41, 1층 (명륜동)","47741","씨유 명륜스카이점","2026-04-02 10:54:34","I","2026-04-04 00:20:02","식품자동판매기영업","389385.014745461","192324.678658911","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"47","식품자동판매기업","07_22_10_P","4400000","4400000-112-2026-00003","2026-04-02","","01","영업/정상","01","영업","","","","","","3.00","390-832","충청북도 제천시 청풍면 물태리 133-6","충청북도 제천시 청풍면 청풍호로52길 5, 1층","27214","청풍무인카페","2026-04-02 13:59:10","I","2026-04-04 00:20:02","식품자동판매기영업","303818.434700561","389371.32753965","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"48","식품자동판매기업","07_22_10_P","3420000","3420000-112-2026-00004","2026-04-02","","01","영업/정상","01","영업","","","","","","1.00","701-843","대구광역시 동구 효목동 168-15","대구광역시 동구 효동로 11, 1층 (효목동)","41176","동촌 스테이션24","2026-04-02 12:26:29","I","2026-04-04 00:20:02","식품자동판매기영업","348814.799695506","265601.69688199","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"49","식품자동판매기업","07_22_10_P","3740000","3760000-112-2026-00010","2026-04-02","","01","영업/정상","01","영업","","","","","","","441-880","경기도 수원시 권선구 세류동 1140-5","경기도 수원시 권선구 경수대로235번길 67, 1층 일부호 (세류동)","16658","이마트24 수원세류센트럴점","2026-04-02 12:01:42","I","2026-04-04 00:20:02","식품자동판매기영업","201164.092649362","416378.673880093","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"50","식품자동판매기업","07_22_10_P","4281000","4281000-112-2026-00002","2026-03-31","","01","영업/정상","01","영업","","","","","","49.50","","강원특별자치도 평창군 대관령면 횡계리 302-2","강원특별자치도 평창군 대관령면 꽃밭양지길 14","25343","무인카페 대관령목장가는길","2026-04-02 09:15:59","I","2026-04-04 00:20:02","식품자동판매기영업","350821.793355412","465055.671167394","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"51","식품자동판매기업","07_22_10_P","4490000","4490000-112-2026-00015","2026-04-02","","01","영업/정상","01","영업","","","","","","0.00","331-805","충청남도 천안시 서북구 성환읍 성환리 449-128 성환역","충청남도 천안시 서북구 성환읍 성환1로 237-5, 성환역 1층","31011","미라클브레드앤커피","2026-04-02 11:03:30","I","2026-04-04 00:20:02","식품자동판매기영업","211226.52158093","379443.438355975","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"52","식품자동판매기업","07_22_10_P","3710000","3710000-112-2026-00002","2026-04-02","","01","영업/정상","01","영업","","","","","","3.30","682-824","울산광역시 동구 화정동 604-18","울산광역시 동구 대송로 80-1, 1층 (화정동)","44064","씨유 울산대송로점","2026-04-02 10:14:53","I","2026-04-04 00:20:02","식품자동판매기영업","419888.849315934","225073.140061547","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"53","식품자동판매기업","07_22_10_P","3560000","3560000-112-2026-00008","2026-04-02","","01","영업/정상","01","영업","","","","","","3.30","","인천광역시 서구 청라동 167-5 인천 청라빌딩","인천광역시 서구 청라에메랄드로 94, 인천 청라빌딩 701호 (청라동)","22739","와이즈 프리미엄 스터디 라운지","2026-04-02 10:32:10","I","2026-04-04 00:20:02","식품자동판매기영업","169597.514249875","447968.822500084","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","3.3","","","",
"54","식품자동판매기업","07_22_10_P","3720000","3720000-112-2026-00007","2026-04-02","","01","영업/정상","01","영업","","","","","","","683-300","울산광역시 북구 화봉동 453 울산에너지고등학교","울산광역시 북구 화동2길 28, 울산에너지고등학교 A동 지상층 (화봉동)","44240","햇살머문자리","2026-04-02 13:50:53","I","2026-04-04 00:20:02","식품자동판매기영업","414658.825403077","234833.474017391","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"55","식품자동판매기업","07_22_10_P","4390000","4390000-112-2026-00021","2026-04-02","","01","영업/정상","01","영업","","","","","","","380-950","충청북도 충주시 교현동 453-2 경안하이빌","충청북도 충주시 교동13길 26, 1층 (교현동, 경안하이빌)","27379","씨유충주경안하이빌점","2026-04-02 14:59:21","I","2026-04-04 00:20:02","식품자동판매기영업","283620.889315572","386405.863581921","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
