"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"11","종합여행업","03_12_03_P","5580000","CDFI2260042019000001","2013-10-08","","01","영업/정상","13","영업중","","","","","","","","충청남도 계룡시 두마면 두계리 56-1","충청남도 계룡시 두마면 팥거리로 169, 108호","32837","코리아나항공여행사","2026-04-01 10:52:34","U","2026-04-03 02:40:00","","224349.35894909","307644.660767892","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","66","","0","","","","","","","200000000","20260317","20270316","","66","",
"12","종합여행업","03_12_03_P","4181000","CDFI2260042023000011","2022-11-07","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 퇴계동 1160-8","강원특별자치도 춘천시 춘천로 34-1, 503호 (퇴계동)","24367","(주)위시트래블","2026-04-01 09:05:16","U","2026-04-03 02:40:00","","263547.394560428","485244.988547348","종합여행업","","","0","","","한국관광협회","","0","0","0","0","WISH TRAVEL Co., Ltd","General travel agency","0","0","","0","0","","0","93.8","","0","","","","","","","100000000","20250714","20260714","","94","",
"13","종합여행업","03_12_03_P","3130000","CDFI2260042024000085","2023-05-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 247-119","서울특별시 마포구 월드컵로20길 68, 2층 (서교동)","03997","바디노트","2026-04-01 16:09:31","U","2026-04-03 02:40:00","","192222.670483092","450652.853419612","종합여행업","","","0","","","서울보증보험(2024 0209 6327)","","0","0","0","0","BODI NOTE","General Travel Business","0","0","","0","0","","0","0","","0","","","","","","","100017056","20240516","20260515","","0","",
"14","종합여행업","03_12_03_P","4181000","CDFI2260042026000003","2026-03-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 후평동 623-58","강원특별자치도 춘천시 후석로462번길 7, ICT벤처센터 3층 322호 (후평동)","24232","주식회사 가르침에듀","2026-04-01 14:24:59","U","2026-04-03 02:40:00","","265180.833588324","487804.980235938","종합여행업","","일반공업지역","0","기타","","서울보증보험","사무실","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","20260324","20270323","0","20260324","20270323","","0","",
"15","종합여행업","03_12_03_P","3130000","CDFI2260042026000032","2026-03-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 망원동 471-2 프리마빌딩","서울특별시 마포구 방울내로11길 37, 프리마빌딩 2층 2342호 (망원동)","03961","아우룸클럽","2026-04-01 15:31:49","U","2026-04-03 02:40:00","","191397.589463829","451116.947315843","종합여행업","","","0","","","서울보증(2026 0252 4152)","","0","0","0","0","AURUM CLUB","General Travel Business","0","0","","0","0","","0","0","","0","","","","","20260401","20270331","0","20260401","20270331","","0","",
"16","종합여행업","03_12_03_P","3860000","CDFI2260042026000007","2026-03-18","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 상동 400 중동다모아쇼핑타운","경기도 부천시 원미구 상일로 82, 중동다모아쇼핑타운 404호 (상동)","14598","주식회사 와일드업","2026-04-01 10:15:24","U","2026-04-03 02:40:00","","177961.836844054","443263.90393206","종합여행업","","","0","","","서울보증보험주식회사","","4","0","0","0","","","0","0","","0","0","","0","3","","0","","","","","","","50000000","20260318","20270317","","3","",
"17","종합여행업","03_12_03_P","3660000","CDFI2260042017000005","2017-04-26","","03","폐업","03","폐업","2026-04-01","","","","","","","대전광역시 서구 둔산동 1420 대전광역시청","대전광역시 서구 둔산로 100, 1층 (둔산동)","35242","(주)제이투어","2026-04-01 14:35:29","U","2026-04-03 02:40:00","","234473.013243674","316662.429832668","종합여행업","","","0","","","대전광역시관광협회","","0","0","0","0","J TOUR","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","23.13","","0","","","","","","","0","20230401","20240331","","23","",
"18","종합여행업","03_12_03_P","3590000","CDFI2260042020000001","2020-02-12","","01","영업/정상","13","영업중","","","","","062-228-3711","","","광주광역시 동구 금남로3가 9-2","광주광역시 동구 금남로 224, 3층 (금남로3가)","61482","(주)광주홍익여행사","2026-04-01 09:20:56","U","2026-04-03 02:40:00","","192303.636509637","183333.697553581","종합여행업","","","0","","","한국관광협회중앙회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","124839040","20260215","20270214","","0","",
"19","종합여행업","03_12_03_P","3130000","CDFI2260042023000044","2023-05-18","","01","영업/정상","13","영업중","","","","","070-8806-7680","","","서울특별시 마포구 서교동 446-15 2층 201호","서울특별시 마포구 동교로 149, 2층 201호 (서교동)","04001","하트레블코리아","2026-04-01 16:23:15","U","2026-04-03 02:40:00","","192739.873928163","450372.138563985","종합여행업","","","0","","","","","0","0","0","0","HA TRAVEL KOREA","General Travel Business","0","0","","0","0","","0","0","","0","","","","","","","50000000","20240524","20260524","","0","",
"20","종합여행업","03_12_03_P","3130000","CDFI2260042023000046","2023-05-18","","01","영업/정상","13","영업중","","","","","02-704-8838","","","서울특별시 마포구 도화동 544 고려빌딩 211호","서울특별시 마포구 큰우물로 76, 211호 (도화동)","04167","주식회사 투어에이스코리아","2026-04-01 16:22:30","U","2026-04-03 02:40:00","","195153.212273485","448725.074636557","종합여행업","","","0","","","여행업협회","","0","0","0","0","TOUR ACE KOREA Co., Ltd","General Travel Business","0","0","","0","0","","0","0","","0","","","","","","","50000000","20250525","20260526","","0","",
"21","종합여행업","03_12_03_P","3530000","CDFI2260042023000003","2023-05-15","","01","영업/정상","13","영업중","","","","","032-464-4835","","","인천광역시 남동구 만수동 961-34","인천광역시 남동구 소래로 705, 2층 (만수동)","21540","(주)농업회사법인 문가숲길","2026-04-01 15:35:09","U","2026-04-03 02:40:00","","176544.485981056","438951.760302931","종합여행업","","일반주거지역","2","기타","","","근린생활시설","3","1","0","0","","","0","0","","0","0","","0","90.64","","0","","","","","","","200000000","20250601","20260531","","91","",
"22","종합여행업","03_12_03_P","3330000","CDFI2260042024000003","2016-05-01","","01","영업/정상","13","영업중","","","","","051-466-1835","","","부산광역시 해운대구 좌동 1460-2 해운대쌍용플래티넘트윈","부산광역시 해운대구 양운로 88, 102동 201호 (좌동, 해운대쌍용플래티넘트윈)","48106","(주)재미난투어","2026-04-01 15:15:52","U","2026-04-03 02:40:00","","398109.116603935","187907.800641685","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20250512","20260511","","0","",
"23","종합여행업","03_12_03_P","3000000","CDFI2260042024000024","2024-04-03","","01","영업/정상","13","영업중","","","","","02-734-9105","","","서울특별시 종로구 당주동 5 로얄빌딩","서울특별시 종로구 새문안로5길 19, 로얄빌딩 8층 2-2호 (당주동)","03173","이스턴크루즈(주)","2026-04-01 13:38:39","U","2026-04-03 02:40:00","","197662.503910553","452189.09236786","종합여행업","","","0","","","서울보증보험(65,000,000)","","0","0","0","0","EASTERN CRUISE Co., Ltd.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260403","20270402","","0","",
"24","종합여행업","03_12_03_P","3130000","CDFI2260042017000060","2017-07-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 도화동 25-13 효성해링턴 스퀘어","서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 에이동 3층 310호 (도화동)","04168","(주)코리아프렌즈","2026-04-01 16:20:55","U","2026-04-03 02:40:00","","195616.580723896","448973.867131637","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","Korea Friends Co., Ltd.","General Travel Business","0","0","","0","0","","0","22.53","","0","","","","","","","0","20240531","20260531","","23","",
"25","종합여행업","03_12_03_P","3130000","CDFI2260042015000050","2015-05-06","","01","영업/정상","13","영업중","","","","","02-2088-7766","","","서울특별시 마포구 성산동 232-13","서울특별시 마포구 월드컵북로 57-7, 2층 (성산동)","03999","이지엘투어스코리아(주)","2026-04-01 16:14:33","U","2026-04-03 02:40:00","","192577.026172265","450763.361224237","종합여행업","","","0","","","공제(제01-24-0554호)","","0","0","0","0","EGL Tours Korea Co.,Ltd.","General travel business","0","0","","0","0","","0","0","","0","","","","","","","200000000","20240521","20260521","","0","",
"26","종합여행업","03_12_03_P","3130000","CDFI2260042017000009","1982-09-15","","01","영업/정상","13","영업중","","","","","02-332-2583","","","서울특별시 마포구 연남동 227-1 3층","서울특별시 마포구 연희로 35, 3층 (연남동)","03982","(주)투어마스터","2026-04-01 16:21:45","U","2026-04-03 02:40:00","","193478.255107747","451077.631724565","종합여행업","","","0","","","여행업협회","","0","0","0","0","TOUR MASTER Co., Ltd.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","0","20250512","20260511","","0","",
"27","종합여행업","03_12_03_P","3130000","CDFI2260042020000033","2013-05-21","","01","영업/정상","13","영업중","","","","","02-3789-9306","","","서울특별시 마포구 신수동 459 밤섬경남아너스빌","서울특별시 마포구 독막로28길 10, 109동 B101-262호 (신수동, 밤섬경남아너스빌)","04089","아론투어","2026-04-01 16:12:30","U","2026-04-03 02:40:00","","194301.304865904","449388.053900946","종합여행업","","","0","","","여행업협회","","0","0","0","0","Aaron Tour","General Travel Business","0","0","","0","0","","0","0","","0","","","","","","","200000000","20240518","20260518","","0","",
"28","종합여행업","03_12_03_P","5350000","CDFI2260042025000006","2025-12-08","","01","영업/정상","13","영업중","","","","","055-323-9700","","","경상남도 김해시 풍유동 264-7","경상남도 김해시 골든루트로66번길 162-6 (풍유동)","50967","가야고속투어(주)","2026-04-01 15:13:30","U","2026-04-03 02:40:00","","367917.242628471","192229.417007519","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","88297984","","","","0","",
"29","종합여행업","03_12_03_P","3620000","CDFI2260042023000002","2023-03-24","","01","영업/정상","13","영업중","","","","","062-412-0102","","","광주광역시 북구 두암동 460-2","광주광역시 북구 면앙로 214-1, 3층 (두암동)","61155","주식회사 국제문화예술진흥원","2026-04-01 13:29:06","U","2026-04-03 02:40:00","","193997.538484568","186161.198746863","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","55000000","20260328","20270327","","0","",
"30","종합여행업","03_12_03_P","3160000","CDFI2260042023000007","2022-06-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 구로동 811 코오롱싸이언스밸리2차","서울특별시 구로구 디지털로34길 55, 코오롱싸이언스밸리2차 비201-에프12호 (구로동)","08378","(주)와우크루즈","2026-04-01 17:56:50","U","2026-04-03 02:40:00","","191020.264430044","442460.919021593","종합여행업","","전용주거지역","0","","","서울보증보험(주)","","0","0","0","0","WOWCRUISE","General Travel Business","0","0","","0","0","","0","8.65","","0","","","","","20260303","20270303","52000000","20260303","20270303","","9","",
"31","종합여행업","03_12_03_P","3170000","CDFI2260042024000007","2024-02-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 가산동 371-16 IT캐슬2차","서울특별시 금천구 가산디지털1로 137, IT캐슬2차 19층 1901호 (가산동)","08506","어니언트래블그룹","2026-04-01 09:46:16","U","2026-04-03 02:40:00","","189497.04098479","441728.27059771","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260226","20270225","","0","",
"32","종합여행업","03_12_03_P","3190000","CDFI2260042017000003","2017-05-17","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 노량진동 100","서울특별시 동작구 노량진로 155 (노량진동)","06902","(주)서문항공","2026-04-01 10:36:38","U","2026-04-03 02:40:00","","194907.438102935","445746.932149292","종합여행업","","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","150000000","20260401","20270401","","0","",
"33","종합여행업","03_12_03_P","3100000","CDFI2260042021000002","2017-01-13","","01","영업/정상","13","영업중","","","","","02-2213-2212","","","서울특별시 노원구 공릉동 622 노원사회적경제지원센터 203호","서울특별시 노원구 동일로174길 27, 노원사회적경제지원센터 203호 (공릉동)","01849","해피쿱투어 협동조합","2026-04-01 10:25:36","U","2026-04-03 02:40:00","","206708.878294585","457477.154924921","종합여행업","","","0","","","서울보증보험","","0","0","0","0","happycooptour cooperative","General Travel Business","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260301","20270228","","0","",
"34","종합여행업","03_12_03_P","3130000","CDFI2260042025000031","2025-05-20","","01","영업/정상","13","영업중","","","","","02-542-7405","","","서울특별시 마포구 동교동 180-14 준빌딩","서울특별시 마포구 신촌로8길 8, 준빌딩 (동교동)","04056","주식회사 모라비안앤코","2026-04-01 16:08:37","U","2026-04-03 02:40:00","","193808.411968108","450501.35540679","종합여행업","","","0","","","여행업협회","사무실","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","205000000","","20260525","","0","",
"35","종합여행업","03_12_03_P","3590000","CDFI2260042021000001","2021-03-08","","01","영업/정상","13","영업중","","","","","062-233-3045","","","광주광역시 동구 금남로5가 151-1 JOY빌딩","광주광역시 동구 구성로 180, JOY빌딩 3층 (금남로5가)","61472","딕스어스광주(주)","2026-04-01 15:04:19","U","2026-04-03 02:40:00","","192001.98717113","183656.512331321","종합여행업","","","0","","","한국관광협회중앙회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260316","20270315","","0","",
"36","종합여행업","03_12_03_P","4470000","CDFI2260042017000001","2015-06-04","","01","영업/정상","13","영업중","","","","","","","","충청북도 음성군 금왕읍 무극리 138-1","충청북도 음성군 금왕읍 금석로 94-1","27636","제일관광여행사","2026-04-01 17:40:16","U","2026-04-03 02:40:00","","253064.880166986","388161.261853716","종합여행업","","","0","","","서울보증보험(50,000,000)","사무실","8","0","0","0","Jeil Tour Agency","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","200180992","20250605","20260604","","0","",
"37","종합여행업","03_12_03_P","3130000","CDFI2260042025000027","2025-04-29","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 공덕동 404 풍림브이아이피텔","서울특별시 마포구 마포대로 127, 풍림브이아이피텔 310호 (공덕동)","04144","주식회사 고니여행사","2026-04-01 15:59:53","U","2026-04-03 02:40:00","","195703.425296812","449330.800717721","종합여행업","","","0","","","여행업협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","20260512","","0","",
"38","종합여행업","03_12_03_P","3130000","CDFI2260042018000084","1998-09-22","","01","영업/정상","13","영업중","","","","","02-3143-5617","","","서울특별시 마포구 성산동 593-5 상암 미르웰 한올림 오피스텔 225호","서울특별시 마포구 모래내로3길 11, 상암 미르웰 한올림 오피스텔 225호 (성산동)","03938","주식회사 새울투어시스템","2026-04-01 16:10:53","U","2026-04-03 02:40:00","","191498.075235141","451415.671168659","종합여행업","","","0","","","공제회","","0","0","0","0","Seul Tour System Co., Ltd.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","350000000","20240503","20260503","","0","",
"39","종합여행업","03_12_03_P","3190000","CDFI2260042020000005","2007-04-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 노량진동 16-1 노량진 드림스퀘어 복합빌딩","서울특별시 동작구 노들로2길 7, 노량진 드림스퀘어 복합빌딩 A동 303호 (노량진동)","06900","(주)아이존투어","2026-04-01 09:54:53","U","2026-04-03 02:40:00","","194571.152376388","445790.549860682","종합여행업","","","0","","","한국여행업협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","350000000","20260217","20270216","","0","",
"40","종합여행업","03_12_03_P","3130000","CDFI2260042022000032","2022-06-21","","01","영업/정상","13","영업중","","","","","02-3142-5999","","","서울특별시 마포구 창전동 6-4","서울특별시 마포구 와우산로 138, A동 4층 (창전동)","04059","주식회사 스퀘어그룹","2026-04-01 16:11:44","U","2026-04-03 02:40:00","","193653.321899008","450154.663122157","종합여행업","","","0","","","공제회(제01-23-0671호)","사무실","5","0","0","0","SQUARE GROUP Co., Ltd.","General Travel Business","0","0","","0","0","","0","0","","0","","","","","","","516750016","20230621","20260516","","0","",
"41","종합여행업","03_12_03_P","3300000","CDFI2260042026000009","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 사직동 71-24 2층 2570호","부산광역시 동래구 석사로 42-1, 2층 2570호 (사직동)","47858","메가세일투어","2026-04-02 17:40:10","I","2026-04-04 00:20:02","","387906.59050205","190934.500141631","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"42","종합여행업","03_12_03_P","3220000","CDFI2260042026000038","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 277-20 아모제논현빌딩","서울특별시 강남구 봉은사로 317, 아모제논현빌딩 2018호 (논현동)","06103","주식회사 덴스컴퍼니","2026-04-02 10:50:48","I","2026-04-04 00:20:02","","203607.068430001","445315.578728921","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"43","종합여행업","03_12_03_P","3220000","CDFI2260042026000039","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 705-1 빅토리아오피스텔","서울특별시 강남구 테헤란로 327, 빅토리아오피스텔 1413호 (역삼동)","06150","주식회사 메디투어코리아","2026-04-02 11:09:15","I","2026-04-04 00:20:02","","204091.578937267","444708.182570037","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","",
"44","종합여행업","03_12_03_P","3220000","CDFI2260042026000040","2026-04-02","","01","영업/정상","13","영업중","","","","","02-6205-4475","","","서울특별시 강남구 논현동 228-1 선일빌딩","서울특별시 강남구 논현로 620, 선일빌딩 5층 (논현동)","06108","주식회사 위메이드","2026-04-02 13:25:33","I","2026-04-04 00:20:02","","202883.46","445205.705","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","","","","0","",
"45","종합여행업","03_12_03_P","5380000","CDFI2260042026000001","2023-12-06","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 물금읍 가촌리 1269-16 인정에코타운","경상남도 양산시 물금읍 백호로 76, 인정에코타운 107호","50613","주식회사 하나글로벌","2026-04-02 09:27:24","I","2026-04-04 00:20:02","","382036.615554538","203840.700255232","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20241218","20251217","","0","",
"46","종합여행업","03_12_03_P","3220000","CDFI2260042026000041","2026-04-02","","01","영업/정상","13","영업중","","","","","02-6203-2070","","","서울특별시 강남구 역삼동 735-36","서울특별시 강남구 테헤란로20길 18, 2층 (역삼동)","06235","주식회사 여행준비니","2026-04-02 17:21:06","I","2026-04-04 00:20:02","","202975.045940135","444034.659792294","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","",
"47","종합여행업","03_12_03_P","3780000","CDFI2260042026000001","2026-04-02","","01","영업/정상","13","영업중","","","","","031-625-7584","","","경기도 성남시 분당구 정자동 157-8 세명타워","경기도 성남시 분당구 정자일로156번길 11, 세명타워 4층 401호 (정자동)","13558","(주)에스제이투어","2026-04-02 14:57:16","I","2026-04-04 00:20:02","","209437.027215438","429144.58604744","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"48","종합여행업","03_12_03_P","5370000","CDFI2260042026000001","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 옥포동 542-8 이던플레이스","경상남도 거제시 옥포성안로 71, 203호 (옥포동, 이던플레이스)","53229","주식회사 연교","2026-04-02 13:31:09","I","2026-04-04 00:20:02","","354824.855857754","156206.550173815","종합여행업","","근린상업지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"49","종합여행업","03_12_03_P","3290000","CDFI2260042026000004","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 417-27","부산광역시 부산진구 부전로 99, 3층 엔8호 (부전동)","47258","주식회사 레나반트","2026-04-02 15:21:25","I","2026-04-04 00:20:02","","387128.804150802","186352.847030423","종합여행업","","","0","","","한국관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260323","20270322","","0","",
"50","종합여행업","03_12_03_P","3200000","CDFI2260042026000005","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 봉천동 1686-13 범산빌딩","서울특별시 관악구 남부순환로 1921-1, 범산빌딩 401-A6호 (봉천동)","08801","루미나레투어/LuminareTour","2026-04-02 17:07:24","I","2026-04-04 00:20:02","","196653.908912407","441720.428445766","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
