번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),용도지역,건물형태구분명,객실수,주택면적,방면적비율,소화기개수,단독경보형감지기개수,자동확산소화기대수,휴대용비상조명등대수,피난구유도등개수,유도표지개수,완강기대수,가스누설경보기대수,일산화탄소감지기대수,조식제공여부,오수처리시설용량,화장실수,화장실종류명,Unnamed: 46,record_key
22,농어촌민박업,03_11_08_P,4510000,AGCV045100002026000003,2026-03-04,,1,영업/정상,1,정상,,,,,,334.0,,,충청남도 보령시 웅천읍 갓골1길 12-14,33508.0,쿠키하우스,2026-03-04 07:22:30,I,2026-03-06 00:20:02,,159545.105832341,306008.306494088,보존간리지역,,2,89.83,0.0,4,4,1,4,0,3,0,1,5,,3.0,2,,,쿠키하우스_
20,농어촌민박업,03_11_08_P,4721000,AGCV047210002026000004,2026-03-04,,1,영업/정상,1,정상,,,,,,134.0,,,전북특별자치도 완주군 상관면 죽림편백길 43-23,55360.0,스테이 산율,2026-03-04 13:04:38,I,2026-03-06 00:20:02,,,,계획관리지역,,2,72.16,72.16,2,5,1,3,0,1,0,1,1,,0.0,2,,,스테이산율_
21,농어촌민박업,03_11_08_P,3730000,AGCV037300002026000002,2026-03-04,,1,영업/정상,1,정상,,,,,,751.0,689-881,울산광역시 울주군 서생면 화산리 288-17,울산광역시 울주군 서생면 마근길 113-4,45012.0,언덕위첫집 서생점,2026-03-04 17:41:12,I,2026-03-06 00:20:02,,406895.124055489,211564.141670073,보전녹지지역,,1,126.84,0.0,8,7,1,6,0,6,0,1,2,,0.0,0,,,언덕위첫집서생점_울산광역시울주군서생면화산리288-17
5,농어촌민박업,03_11_08_P,4850000,AGCV048500002026000004,2026-03-03,,1,영업/정상,1,정상,,,,,,264.0,517-803,전라남도 담양군 담양읍 반룡리 408,전라남도 담양군 담양읍 용주길 59-8,57363.0,담양 담온재 독채 풀빌라 감성숙소,2026-03-03 12:35:05,I,2026-03-05 00:20:02,,198114.972461614,199225.197188855,자연녹지지역,,1,52.89,52.89,3,3,1,3,0,1,0,1,1,,0.0,1,,,담양담온재독채풀빌라감성숙소_전라남도담양군담양읍반룡리408
3,농어촌민박업,03_11_08_P,4160000,AGCV041600002026000010,2026-03-03,,1,영업/정상,1,정상,,,,,,994.0,477-812,경기도 가평군 청평면 대성리 572-2,경기도 가평군 청평면 모꼬지로 124-5,12457.0,모꼬지펜션 플러스,2026-03-03 15:22:11,I,2026-03-05 00:20:02,,232414.419236579,465069.721231643,계획관리지역,,3,195.5,195.5,5,5,3,5,1,4,0,3,3,,6.84,4,,,모꼬지펜션플러스_경기도가평군청평면대성리572-2
2,농어촌민박업,03_11_08_P,3910000,AGCV039100002026000001,2026-02-27,,1,영업/정상,1,정상,,,,,,111.0,451-807,경기도 평택시 팽성읍 안정리 186-1,"경기도 평택시 팽성읍 안정로14번길 38, 2층",17984.0,서정스테이,2026-02-27 20:31:50,I,2026-03-05 00:20:02,,204207.510346572,384076.109249525,일반상업지역,,1,199.8,62.76,1,3,1,3,1,1,0,2,2,,0.0,1,,,서정스테이_경기도평택시팽성읍안정리186-1
4,농어촌민박업,03_11_08_P,4781000,AGCV047810002026000001,2026-02-26,,1,영업/정상,1,정상,,,,,,575.0,,전북특별자치도 고창군 무장면 교흥리 421-1,전북특별자치도 고창군 무장면 교흥교촌길 11-6,56455.0,브라운캄스테이,2026-03-03 09:06:50,I,2026-03-05 00:20:02,,160523.57703826,214432.327449958,계획관리지역,,1,64.68,0.0,3,4,0,3,0,1,0,0,1,,0.0,1,,,브라운캄스테이_전북특별자치도고창군무장면교흥리421-1
24,농어촌민박업,03_11_08_P,4970000,AGCV049700002026000001,2026-02-26,,1,영업/정상,1,정상,,,,,,745.0,513-893,전라남도 영광군 낙월면 송이리 산 78,전라남도 영광군 낙월면 송이길 49-93,57068.0,스테이 송이도,2026-03-04 17:52:26,I,2026-03-06 00:20:02,,122143.66891659,198027.212301868,보전관리지역 외 1,,1,84.99,84.99,2,2,2,2,0,0,0,0,0,,2.97,2,,,스테이송이도_전라남도영광군낙월면송이리산78
19,농어촌민박업,03_11_08_P,4400000,AGCV044000002026000004,2026-02-26,,1,영업/정상,1,정상,,,,,,938.0,,,충청북도 제천시 청풍면 비봉길 121-14,27214.0,애견카페 호수멍,2026-03-04 14:40:54,I,2026-03-06 00:20:02,,,,생산관리지역,,2,125.75,0.0,3,4,1,1,0,1,0,1,0,,5.0,2,,,애견카페호수멍_
7,농어촌민박업,03_11_08_P,3580000,AGCV035800002026000005,2026-02-24,,1,영업/정상,1,정상,,,,,,843.0,409-833,인천광역시 옹진군 북도면 장봉리 902,"인천광역시 옹진군 북도면 장봉로605번길 150, 0415카페 2층",23110.0,0415선셋,2026-03-03 17:54:47,I,2026-03-05 00:20:02,,140657.700344671,449084.390023509,계획관리,,2,189.0,189.0,3,3,2,3,1,1,1,1,1,,0.0,2,,,0415선셋_인천광역시옹진군북도면장봉리902
1,농어촌민박업,03_11_08_P,4311000,AGCV043110002026000002,2026-02-20,,1,영업/정상,1,정상,,,,,,995.0,,,"강원특별자치도 화천군 사내면 작은방단길 49-13, 소나무 숲",24161.0,소나무숲,2026-03-03 16:49:16,I,2026-03-05 00:20:02,,,,계획관리,,2,111.35,111.35,3,3,3,3,3,0,0,1,1,,0.0,3,,,소나무숲_
6,농어촌민박업,03_11_08_P,5070000,AGCV050700002026000003,2026-02-20,,1,영업/정상,1,정상,,,,,,1843.4,760-803,경상북도 안동시 풍산읍 마애리 119-2,경상북도 안동시 풍산읍 마애길 22,36621.0,솔담하우스,2026-03-03 17:21:11,I,2026-03-05 00:20:02,,341727.195683217,340493.432005826,계획관리지역,,2,105.12,78.65,4,3,2,3,0,1,0,1,2,,0.0,2,,,솔담하우스_경상북도안동시풍산읍마애리119-2
45,농어촌민박업,03_11_08_P,6520000,AGCV065200002026000022,2026-02-13,,1,영업/정상,1,정상,,,,,,657.0,699-932,제주특별자치도 서귀포시 대정읍 영락리 1235-10,제주특별자치도 서귀포시 대정읍 영락사독로 24,63502.0,스테이방백,2026-03-04 11:02:15,U,2026-03-06 02:40:00,,126320.929218015,-25790.3063212422,계획관리지역,,1,112.15,0.0,4,3,1,3,2,2,0,1,1,,0.0,2,,,스테이방백_제주특별자치도서귀포시대정읍영락리1235-10
23,농어촌민박업,03_11_08_P,5160000,AGCV051600002026000001,2026-02-12,,1,영업/정상,1,정상,,,,,,,763-852,경상북도 청송군 현동면 인지리 748-3,경상북도 청송군 현동면 안현로 711-13,37455.0,태란정,2026-02-13 13:55:39,I,2026-03-06 00:20:02,,378869.22767852,314544.182142109,,,0,0.0,0.0,3,1,2,1,0,2,0,1,1,,0.0,0,,,태란정_경상북도청송군현동면인지리748-3
59,농어촌민박업,03_11_08_P,4990000,AGCV049900002026000003,2026-02-12,,1,영업/정상,1,정상,,,,,,922.0,,,전라남도 완도군 금일읍 동송2길 95-1,59142.0,금일둘레길,2026-03-05 15:33:44,U,2026-03-07 02:40:00,,204990.920960369,94816.6705626618,생산관리지역,,1,201.48,135.0,2,2,1,1,0,1,0,0,0,,0.0,2,,,금일둘레길_
50,농어촌민박업,03_11_08_P,4390000,AGCV043900002026000004,2026-02-09,,1,영업/정상,1,정상,,,,,,842.0,380-823,충청북도 충주시 금가면 월상리 467-15,충청북도 충주시 금가면 김생로 1226-7,27444.0,월담,2026-03-05 12:58:20,I,2026-03-07 00:20:02,,277378.28838572,393873.718386062,생산관리지역,,2,138.52,36.76,3,4,2,3,0,3,0,2,4,,0.0,2,,,월담_충청북도충주시금가면월상리467-15
44,농어촌민박업,03_11_08_P,6520000,AGCV065200002026000015,2026-02-09,,1,영업/정상,1,정상,,,,,,689.0,,,"제주특별자치도 서귀포시 대정읍 추사로36번길 45-6, 어린왕자 게스트하우스",63520.0,어린왕자게스트하우스,2026-03-04 11:00:35,U,2026-03-06 02:40:00,,132973.485536442,-26715.9904913401,경관보전지구3등급 외2,,8,198.57,0.0,11,9,2,9,0,9,0,0,2,,0.0,0,,,어린왕자게스트하우스_
18,농어촌민박업,03_11_08_P,4170000,AGCV041700002026000009,2026-02-02,,1,영업/정상,1,정상,,,,,,953.0,,,경기도 양평군 청운면 신론새터길 112,12531.0,몽포레밸리,2026-03-03 18:07:04,U,2026-03-05 02:40:00,,270237.85005476,451546.445751558,관리지역,,1,223.78,223.78,2,3,0,2,0,1,0,0,0,,0.0,4,,,몽포레밸리_
64,농어촌민박업,03_11_08_P,5700000,AGCV057000002026000002,2026-01-29,,1,영업/정상,1,정상,,,,,,360.0,,,경기도 여주시 대신면 상구2길 19,12611.0,여주 촌집,2026-03-05 14:34:08,U,2026-03-07 02:40:00,,256900.810512893,430319.542563184,계획관리지역,,1,84.0,39.3,1,4,1,1,0,1,0,1,1,,0.0,1,,,여주촌집_
61,농어촌민박업,03_11_08_P,5710000,AGCV057100002026000001,2026-01-02,,3,폐업,3,폐업,2026-03-05,,,,,329.0,360-220,충청북도 청주시 청원구 사천동 65-2,충청북도 청주시 청원구 발산로 69 (사천동),28353.0,스톤인소울,2026-03-05 16:09:58,U,2026-03-07 02:40:00,,242543.366172025,352942.116167415,자연녹지지역,,1,64.68,0.0,2,3,1,1,1,0,0,1,3,,0.0,1,,,스톤인소울_충청북도청주시청원구사천동65-2
63,농어촌민박업,03_11_08_P,4170000,AGCV041700002026000001,2026-01-02,,1,영업/정상,1,정상,,,,,,679.0,476-833,경기도 양평군 옥천면 용천리 887-2,경기도 양평군 옥천면 사나사길 6,12506.0,양평독채 뮤트스톤,2026-03-05 18:28:59,U,2026-03-07 02:40:00,,242406.148366485,447676.650380078,보전관리지역,,2,95.95,81.16,4,4,2,2,0,2,0,2,2,,0.0,1,,,양평독채뮤트스톤_경기도양평군옥천면용천리887-2
62,농어촌민박업,03_11_08_P,4620000,AGCV046200002025000087,2025-12-30,,1,영업/정상,1,정상,,,,,,,357-971,충청남도 태안군 고남면 고남리 755-7,충청남도 태안군 고남면 가경주길 47-45,32172.0,그날펜션,2026-03-05 13:13:59,U,2026-03-07 02:40:00,,147247.297128368,323552.52881933,,,6,197.64,0.0,7,0,0,6,0,6,0,0,0,,0.0,0,,,그날펜션_충청남도태안군고남면고남리755-7
72,농어촌민박업,03_11_08_P,3400000,AGCV034000002025000020,2025-12-22,,1,영업/정상,1,정상,,,,,,157.0,,부산광역시 기장군 일광읍 동백리 233-16,부산광역시 기장군 일광읍 문오성길 178,46041.0,파란바다 휴,2026-03-05 11:03:21,U,2026-03-07 02:40:00,,405407.26642752,200913.627429953,제1종일반주거지역,,2,181.95,181.95,4,2,0,2,2,2,2,2,4,,0.0,3,,,파란바다휴_부산광역시기장군일광읍동백리233-16
73,농어촌민박업,03_11_08_P,4170000,AGCV041700002025000099,2025-10-30,,1,영업/정상,1,정상,,,,,,0.0,476-831,경기도 양평군 옥천면 신복리 399-3,경기도 양평군 옥천면 검듸길 111,12505.0,니어링111,2026-03-05 18:28:50,U,2026-03-07 02:40:00,,241741.542760384,449694.722633919,보전관리지역,,1,108.07,108.07,2,3,1,1,0,1,0,1,1,,0.0,2,,,니어링111_경기도양평군옥천면신복리399-3
75,농어촌민박업,03_11_08_P,4850000,AGCV048500002025000027,2025-09-11,,1,영업/정상,1,정상,,,,,,929.0,517-832,전라남도 담양군 월산면 중월리 129,전라남도 담양군 월산면 중방길 61,57314.0,가히한옥,2026-03-05 13:49:41,U,2026-03-07 02:40:00,,194487.637664807,204863.763318426,계획관리지역,,4,156.91,156.91,8,6,2,4,0,2,0,0,1,,0.0,2,,,가히한옥_전라남도담양군월산면중월리129
76,농어촌민박업,03_11_08_P,6510000,AGCV065100002025000116,2025-04-04,,3,폐업,3,폐업,2026-03-04,,,,,,,,제주특별자치도 제주시 구좌읍 월정1길 54-10,63358.0,월정마니,2026-03-05 10:57:32,U,2026-03-07 02:40:00,,180701.256417972,6600.08586933331,,,4,228.78,0.0,12,15,3,12,0,3,0,3,3,,0.0,0,,,월정마니_
17,농어촌민박업,03_11_08_P,6520000,AGCV065200002025000028,2025-02-19,,1,영업/정상,1,정상,,,,,,323.5,,,제주특별자치도 서귀포시 안덕면 사계신항로39번길 17-13,63528.0,서론 게스트하우스,2026-03-03 09:21:20,U,2026-03-05 02:40:00,,136792.417542608,-27174.6289162295,1종일반주거지역,,3,152.06,0.0,8,5,2,5,0,3,0,1,2,,0.0,3,,,서론게스트하우스_
79,농어촌민박업,03_11_08_P,6510000,AGCV065100002025000019,2025-01-14,,1,영업/정상,1,정상,,,,,,544.0,695-968,제주특별자치도 제주시 조천읍 와흘리 2570-12,제주특별자치도 제주시 조천읍 중산간동로 380-3,63344.0,베네치아,2026-03-05 13:00:56,U,2026-03-07 02:40:00,,165375.714049587,943.447679937188,계획관리지역,,1,209.44,0.0,15,17,4,7,6,3,2,4,17,,14.0,4,,,베네치아_제주특별자치도제주시조천읍와흘리2570-12
28,농어촌민박업,03_11_08_P,4170000,AGCV041700002024000079,2024-11-11,,3,폐업,3,폐업,2026-03-03,,,,,447.0,476-881,경기도 양평군 양동면 삼산리 95-5,경기도 양평군 양동면 쌍학새마을2길 72,12540.0,일영민박,2026-03-04 09:08:43,U,2026-03-06 02:40:00,,267551.452762553,435314.029219784,계획관리지역,,1,149.87,142.67,3,3,1,3,0,3,0,1,1,,0.0,2,,,일영민박_경기도양평군양동면삼산리95-5
33,농어촌민박업,03_11_08_P,4160000,AGCV041600002024000066,2024-08-14,,3,폐업,3,폐업,2026-03-03,,,,,638.0,477-842,경기도 가평군 북면 목동리 656-6,경기도 가평군 북면 멱골로 87,12403.0,가평 메이드 독채 온수 수영장 펜션,2026-03-04 08:36:37,U,2026-03-06 02:40:00,,249800.570641909,488648.259462429,생산관리,,9,212.22,212.22,3,19,0,6,0,3,0,0,0,,7.43,9,,,가평메이드독채온수수영장펜션_경기도가평군북면목동리656-6
60,농어촌민박업,03_11_08_P,4950000,AGCV049500002024000004,2024-06-07,,1,영업/정상,1,정상,,,,,,990.0,534-813,전라남도 무안군 몽탄면 청용리 576-2,전라남도 무안군 몽탄면 사옥길 105-47,58550.0,별이 내리는 집,2026-03-05 23:18:30,U,2026-03-07 02:40:00,,153379.769564932,155649.313020054,생산관리지역,,2,106.29,106.29,4,4,2,3,0,1,0,1,1,,0.0,2,,,별이내리는집_전라남도무안군몽탄면청용리576-2
71,농어촌민박업,03_11_08_P,4060000,AGCV040600002024000010,2024-04-18,,3,폐업,3,폐업,2026-03-05,,,,,260.0,413-050,경기도 파주시 검산동 301-26,경기도 파주시 평화로 386-13 (검산동),10848.0,퍼니제이,2026-03-05 14:42:48,U,2026-03-07 02:40:00,,,,계획관리지역,,2,180.16,0.0,5,2,2,2,1,1,0,1,2,,0.0,0,,,퍼니제이_경기도파주시검산동301-26
74,농어촌민박업,03_11_08_P,6510000,AGCV065100002024000045,2024-02-01,,3,폐업,3,폐업,2026-03-04,,,,,284.0,695-975,제주특별자치도 제주시 구좌읍 월정리 559,제주특별자치도 제주시 구좌읍 월정1길 66-3,63358.0,우리들의월정리,2026-03-05 10:58:55,U,2026-03-07 02:40:00,,180816.076382972,6696.74973360705,관리지역,,3,69.43,0.0,2,5,0,2,0,2,0,0,2,,1.38,3,,,우리들의월정리_제주특별자치도제주시구좌읍월정리559
39,농어촌민박업,03_11_08_P,4341000,AGCV043410002024000001,2024-01-08,,3,폐업,3,폐업,2024-12-01,,,,,326.0,,강원특별자치도 고성군 죽왕면 삼포리 239-73 송포민박,"강원특별자치도 고성군 죽왕면 삼포민박촌2길 19-5, 송포민박",24750.0,송포민박,2026-03-04 18:15:12,U,2026-03-06 02:40:00,,333648.229449501,535896.009391513,계획관리지역,,5,121.5,0.0,5,5,2,5,5,0,0,1,1,,0.0,6,,,송포민박_강원특별자치도고성군죽왕면삼포리239-73송포민박
77,농어촌민박업,03_11_08_P,5050000,AGCV050500002023000259,2023-11-13,,1,영업/정상,1,정상,,,,,,1005.0,780-873,경상북도 경주시 천북면 물천리 880-4,"경상북도 경주시 천북면 목실길 14-67, (1,2동)",38038.0,경주 숲결 풀빌라,2026-03-05 11:42:09,U,2026-03-07 02:40:00,,405095.035043966,266062.384894035,보전녹지,,2,159.92,159.92,4,6,4,5,0,4,0,0,0,,6.0,4,,,경주숲결풀빌라_경상북도경주시천북면물천리880-4
78,농어촌민박업,03_11_08_P,4060000,AGCV040600002023000024,2023-09-22,,1,영업/정상,1,정상,,,,,,,,,경기도 파주시 탄현면 새오리로161번길 13-29,10858.0,스튜디오161,2026-03-05 13:32:56,U,2026-03-07 02:40:00,,172249.818374091,477274.142112019,계획관리지역,,1,159.32,0.0,3,2,2,1,3,0,1,0,2,,0.0,1,,,스튜디오161_
58,농어촌민박업,03_11_08_P,6510000,AGCV065100002023000394,2023-07-28,,1,영업/정상,1,정상,,,,,,972.0,695-921,제주특별자치도 제주시 한림읍 상대리 3228-2,제주특별자치도 제주시 한림읍 한상로 116-6,63022.0,안도풀빌라 협재,2026-03-05 14:20:18,U,2026-03-07 02:40:00,,133581.647126758,-9536.66963860443,자연녹지지역,,2,220.77,0.0,5,7,2,6,3,0,0,2,2,,0.0,3,,,안도풀빌라협재_제주특별자치도제주시한림읍상대리3228-2
25,농어촌민박업,03_11_08_P,6510000,AGCV065100002023000384,2023-07-24,,3,폐업,3,폐업,2026-03-03,,,,,0.0,,,"제주특별자치도 제주시 구좌읍 종달항길 33, 3동",63364.0,스테이 칠(stay chill),2026-03-04 16:21:16,U,2026-03-06 02:40:00,,191494.386825581,43.3345673291747,,,1,86.94,0.0,3,5,1,2,0,2,0,1,1,,0.0,2,,,스테이칠(staychill)_
65,농어촌민박업,03_11_08_P,6510000,AGCV065100002023000273,2023-05-31,,1,영업/정상,1,정상,,,,,,,695-975,제주특별자치도 제주시 구좌읍 행원리 3433-23,제주특별자치도 제주시 구좌읍 덕행로 450-11,63349.0,제주둘레하우스,2026-03-05 13:16:29,U,2026-03-07 02:40:00,,179386.378733271,1895.21537590906,,,2,221.42,0.0,2,7,1,2,1,2,0,0,0,,0.0,0,,,제주둘레하우스_제주특별자치도제주시구좌읍행원리3433-23
38,농어촌민박업,03_11_08_P,3730000,AGCV037300002023000008,2023-05-03,,1,영업/정상,1,정상,,,,,,1956.0,,,울산광역시 울주군 두동면 은편하리3길 47-1,44916.0,스테이 와이(Y),2026-03-04 17:57:11,U,2026-03-06 02:40:00,,400246.79918124,239849.5280115,자연녹지지역,,2,200.21,0.0,3,2,1,2,1,0,0,0,1,,0.0,0,,,스테이와이(Y)_
69,농어촌민박업,03_11_08_P,4160000,AGCV041600002023000012,2023-02-09,,3,폐업,3,폐업,2026-03-05,,,,,1600.0,477-843,경기도 가평군 북면 화악리 641-6,경기도 가평군 북면 화악지암길 105-12,12402.0,아람,2026-03-05 17:10:12,U,2026-03-07 02:40:00,,250000.9157995,492955.464951497,관리지역,,1,141.52,141.52,2,4,1,4,0,4,0,0,1,,2.0,1,,,아람_경기도가평군북면화악리641-6
11,농어촌민박업,03_11_08_P,4430000,AGCV044300002023000001,2023-01-17,,1,영업/정상,1,정상,,,,,,660.0,373-852,충청북도 옥천군 군북면 이평리 551,충청북도 옥천군 군북면 환산로 874,29003.0,밸리팜,2026-03-03 17:56:03,U,2026-03-05 02:40:00,,249946.349208149,319837.499672119,자연환경보전지역,,1,98.46,0.0,3,3,0,2,0,2,0,0,0,,2.0,1,,,밸리팜_충청북도옥천군군북면이평리551
8,농어촌민박업,03_11_08_P,4251000,AGCV042510002022000031,2022-09-29,,3,폐업,3,폐업,2026-03-01,,,,,1089.0,,강원특별자치도 홍천군 홍천읍 장전평리 868-5,강원특별자치도 홍천군 홍천읍 높은터로 328,25118.0,쓰리웨이2,2026-03-03 16:36:09,U,2026-03-05 02:40:00,,275002.032753029,460100.081109533,계획관리지역,,2,241.5,133.1,3,3,2,3,0,3,0,0,0,,6.0,4,,,쓰리웨이2_강원특별자치도홍천군홍천읍장전평리868-5
30,농어촌민박업,03_11_08_P,4251000,AGCV042510002022000019,2022-07-29,,3,폐업,3,폐업,2026-03-04,,,,,859.0,,강원특별자치도 홍천군 내촌면 문현리 230-2,강원특별자치도 홍천군 내촌면 문현동길 129-13,25161.0,udogpia 유독피아,2026-03-04 15:03:38,U,2026-03-06 02:40:00,,296473.067773554,478230.559719547,생산관리지역,,3,171.64,171.64,5,11,4,5,0,5,0,5,0,,0.0,5,,,udogpia유독피아_강원특별자치도홍천군내촌면문현리230-2
27,농어촌민박업,03_11_08_P,4241000,AGCV042410002022000005,2022-03-28,,1,영업/정상,1,정상,,,,,,357.0,,,강원특별자치도 삼척시 근덕면 장호길 22,25938.0,장호마당펜션,2026-03-04 14:39:32,U,2026-03-06 02:40:00,,,,계획관리지역,,4,228.96,228.96,4,6,8,4,2,0,2,2,0,,10.0,6,,,장호마당펜션_
13,농어촌민박업,03_11_08_P,6510000,AGCV065100002022000085,2022-03-02,,3,폐업,3,폐업,2026-02-25,,,,,,,,제주특별자치도 제주시 구좌읍 월정3길 42,63358.0,Molang-e,2026-03-03 10:26:04,U,2026-03-05 02:40:00,,180801.442294518,6490.81206683888,,,3,156.23,0.0,3,8,2,2,2,0,1,2,2,,0.0,0,,,Molang-e_
41,농어촌민박업,03_11_08_P,3730000,AGCV037300002021000023,2021-07-23,,1,영업/정상,1,정상,,,,,,900.0,,,"울산광역시 울주군 서생면 평동2길 6-8, 2층",45015.0,그라시아,2026-03-04 17:30:01,U,2026-03-06 02:40:00,,413707.947715307,208839.719364257,,,1,229.94,0.0,2,10,0,2,2,0,1,1,1,,0.0,4,,,그라시아_
70,농어촌민박업,03_11_08_P,6520000,AGCV065200002021000044,2021-05-10,,3,폐업,3,폐업,2026-03-04,,,,,335.0,699-936,제주특별자치도 서귀포시 대정읍 가파리 561-3,제주특별자치도 서귀포시 대정읍 가파로 61,63514.0,가파도하우스 J민박,2026-03-05 09:05:37,U,2026-03-07 02:40:00,,132096.82365118,-36434.1897928805,계획관리지역,,1,116.0,85.0,2,3,3,2,0,2,0,2,2,,3.47,2,,,가파도하우스J민박_제주특별자치도서귀포시대정읍가파리561-3
