번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,기타내역2,Unnamed: 60,record_key
986,인터넷컴퓨터게임시설제공업,03_05_05_P,5530000,CDFF2241022026000022,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 만세구 우정읍 조암리 289,"경기도 화성시 만세구 우정읍 3.1만세로 47, 1층 101호",18567,돼지PC,2026-02-26 15:31:58,I,2026-02-28 00:20:02,,183834.836088015,397929.357825521,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,성인PC방,33.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,청소년이용불가,,,,,,,돼지PC_경기도화성시만세구우정읍조암리289
978,인터넷컴퓨터게임시설제공업,03_05_05_P,3470000,CDFF2241022026000003,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,대구광역시 달서구 상인동 1572-10,"대구광역시 달서구 월곡로 150, 1층 (상인동)",42815,크라운PC,2026-02-26 16:11:24,I,2026-02-28 00:20:02,,339773.087265488,257782.518252516,인터넷컴퓨터게임시설제공업,유통관련업,3.0,,,52.7,1.0,0.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,,,,,일반주거지역,성인PC,,크라운PC_대구광역시달서구상인동1572-10
933,인터넷컴퓨터게임시설제공업,03_05_05_P,4820000,CDFF2241022026000003,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 남정동 537-11 1층,"전라남도 순천시 남산로 5, 1층 (남정동)",57959,블랙PC,2026-02-25 17:10:34,I,2026-02-27 00:20:02,,244600.088240033,160252.3550008,인터넷컴퓨터게임시설제공업,유통관련업,2.0,주택가주변,,36.64,0.0,0.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,,,,,일반주거지역,,,블랙PC_전라남도순천시남정동537-111층
977,인터넷컴퓨터게임시설제공업,03_05_05_P,4191000,CDFF2241022026000006,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 원주시 우산동 230-21,"강원특별자치도 원주시 우산초교길 24, 1층 (우산동)",26342,현대PC,2026-02-25 11:07:21,I,2026-02-28 00:20:02,,283060.605388631,429922.315460327,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,52.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,,,,,,,,현대PC_강원특별자치도원주시우산동230-21
935,인터넷컴퓨터게임시설제공업,03_05_05_P,4520000,CDFF2241022026000014,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 인주면 밀두리 130-48,충청남도 아산시 인주면 현대로 1313,31434,사슴PC,2026-02-25 13:34:18,I,2026-02-27 00:20:02,,189744.826871569,374333.64885153,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,174.11,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,,,,,,성인PC방,,사슴PC_충청남도아산시인주면밀두리130-48
932,인터넷컴퓨터게임시설제공업,03_05_05_P,3670000,CDFF2241022026000004,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,대전광역시 유성구 봉명동 617-4 레자미 멀티홈,"대전광역시 유성구 온천북로 7, 203호 (봉명동, 레자미 멀티홈)",34185,퍼펙트PC,2026-02-25 18:01:00,I,2026-02-27 00:20:02,,230800.856778739,317458.924449731,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,121.63,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,12,,,,,,,,,퍼펙트PC_대전광역시유성구봉명동617-4레자미멀티홈
931,인터넷컴퓨터게임시설제공업,03_05_05_P,3550000,CDFF2241022026000003,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,인천광역시 계양구 계산동 988-5,"인천광역시 계양구 계양대로 144-1, 1층 (계산동)",21086,하니 PC,2026-02-25 09:18:53,I,2026-02-27 00:20:02,,175443.731204493,448314.104856694,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,60.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,,,하니PC_인천광역시계양구계산동988-5
934,인터넷컴퓨터게임시설제공업,03_05_05_P,4530000,CDFF2241022026000003,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,충청남도 서산시 동문동 223-3,충청남도 서산시 율지15로 25 (동문동),31992,초이스PC,2026-02-25 14:18:06,I,2026-02-27 00:20:02,,151899.33163144,364392.149490729,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,69.52,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,,,초이스PC_충청남도서산시동문동223-3
974,인터넷컴퓨터게임시설제공업,03_05_05_P,3930000,CDFF2241022026000017,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 안산시 단원구 와동 679-12,"경기도 안산시 단원구 와동로 28, 3층 (와동)",15265,단원PC,2026-02-25 10:33:05,I,2026-02-28 00:20:02,,184710.138269914,425681.715319653,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,154.5,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,9,,청소년이용불가,,,,,,,단원PC_경기도안산시단원구와동679-12
936,인터넷컴퓨터게임시설제공업,03_05_05_P,3910000,CDFF2241022026000018,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 평택시 동삭동 662-2,"경기도 평택시 평남로 1056, 101호 (동삭동)",17848,킹PC,2026-02-25 15:52:55,I,2026-02-27 00:20:02,,208308.295001744,389814.922058563,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,성인PC방,45.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,청소년이용불가,,,,,,,킹PC_경기도평택시동삭동662-2
937,인터넷컴퓨터게임시설제공업,03_05_05_P,3660000,CDFF2241022026000004,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 관저동 1069,대전광역시 서구 관저중로84번길 42 (관저동),35378,놀이터PC방,2026-02-25 09:37:17,I,2026-02-27 00:20:02,,230237.308850809,311088.425403453,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,20.39,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,청소년이용불가,,,,,,,놀이터PC방_대전광역시서구관저동1069
975,인터넷컴퓨터게임시설제공업,03_05_05_P,3930000,CDFF2241022026000018,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 안산시 상록구 월피동 445-21,"경기도 안산시 상록구 예술광장1로 54, 113호 (월피동)",15288,토마토PC,2026-02-25 11:47:52,I,2026-02-28 00:20:02,,186449.486919468,425215.31726255,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,32.3,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,청소년이용불가,,,,,,,토마토PC_경기도안산시상록구월피동445-21
982,인터넷컴퓨터게임시설제공업,03_05_05_P,4090000,CDFF2241022026000001,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 김포시 구래동 6882-5 이너매스한강,"경기도 김포시 김포한강9로75번길 190, 이너매스한강 107호 (구래동)",10071,신세계PC,2026-02-25 12:31:21,I,2026-02-28 00:20:02,,166838.78,460363.05,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,58.11,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,청소년이용불가,,,,,,,신세계PC_경기도김포시구래동6882-5이너매스한강
898,인터넷컴퓨터게임시설제공업,03_05_05_P,3510500,CDFF2241022026000006,2026-02-24,,1,영업/정상,13,영업중,,,,,,,,인천광역시 미추홀구 주안동 24-75,"인천광역시 미추홀구 주염로 9, 2층 (주안동)",22128,모아PC,2026-02-24 14:29:17,I,2026-02-26 00:20:08,,171757.180233496,440517.408785047,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,172.6,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,10,,,,,,자연녹지지역,,,모아PC_인천광역시미추홀구주안동24-75
897,인터넷컴퓨터게임시설제공업,03_05_05_P,3670000,CDFF2241022026000003,2026-02-24,,1,영업/정상,13,영업중,,,,,,,,대전광역시 유성구 봉명동 566-10,"대전광역시 유성구 유성대로694번길 69, 1층 (봉명동)",34177,애플PC,2026-02-24 16:45:51,I,2026-02-26 00:20:08,,230048.967360872,317125.211220831,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,38.01,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,,,애플PC_대전광역시유성구봉명동566-10
896,인터넷컴퓨터게임시설제공업,03_05_05_P,4520000,CDFF2241022026000013,2026-02-24,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 배방읍 북수리 1087 효정샤인입,"충청남도 아산시 배방읍 배방로187번길 28-4, 효정샤인입",31490,참새PC,2026-02-24 15:54:28,I,2026-02-26 00:20:08,,205905.02989916,363494.465324417,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,142.45,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,성인PC방,,참새PC_충청남도아산시배방읍북수리1087효정샤인입
894,인터넷컴퓨터게임시설제공업,03_05_05_P,3740000,CDFF2241022026000010,2026-02-24,,1,영업/정상,13,영업중,,,,,,,,경기도 수원시 권선구 세류동 1005-23,"경기도 수원시 권선구 세지로5번길 4, 1층 (세류동)",16588,로또 PC,2026-02-24 16:57:48,I,2026-02-26 00:20:08,,201217.626364859,416788.041981309,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,31.6,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,,,,,주거지역,,,로또PC_경기도수원시권선구세류동1005-23
893,인터넷컴퓨터게임시설제공업,03_05_05_P,3740000,CDFF2241022026000009,2026-02-24,,1,영업/정상,13,영업중,,,,,,,,경기도 수원시 영통구 이의동 1250,"경기도 수원시 영통구 대학4로 9, 109호 (이의동)",16226,세븐PC,2026-02-24 16:10:59,I,2026-02-26 00:20:08,,203971.403292075,422063.58358921,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,38.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,,,세븐PC_경기도수원시영통구이의동1250
892,인터넷컴퓨터게임시설제공업,03_05_05_P,5020000,CDFF2241022026000004,2026-02-24,,1,영업/정상,13,영업중,,,,,,,,경상북도 포항시 남구 해도동 470-11,"경상북도 포항시 남구 해동로 78-1, 1층 (해도동)",37793,코스모스PC,2026-02-24 20:50:51,I,2026-02-26 00:20:08,,413810.128504576,283268.456416084,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,58.8,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,청소년이용불가,,,,준주거지역,,,코스모스PC_경상북도포항시남구해도동470-11
891,인터넷컴퓨터게임시설제공업,03_05_05_P,5590000,CDFF2241022026000002,2026-02-24,,1,영업/정상,13,영업중,,,,,,,,경기도 양주시 덕계동 928-5 진프라자 201호,"경기도 양주시 덕계로 138-20, 진프라자 2층 201호 (덕계동)",11444,로또PC,2026-02-24 13:20:28,I,2026-02-26 00:20:08,,204785.257846283,479603.493035636,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,59.4,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,청소년이용불가,,,,,,,로또PC_경기도양주시덕계동928-5진프라자201호
895,인터넷컴퓨터게임시설제공업,03_05_05_P,3740000,CDFF2241022026000011,2026-02-24,,1,영업/정상,13,영업중,,,,,,,,경기도 수원시 권선구 세류동 1082,"경기도 수원시 권선구 세지로56번길 52, 101호 (세류동)",16579,그린라이트 PC,2026-02-24 17:05:53,I,2026-02-26 00:20:08,,201669.484922851,417143.663712642,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,29.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,,,,,일반주거지역,,,그린라이트PC_경기도수원시권선구세류동1082
841,인터넷컴퓨터게임시설제공업,03_05_05_P,4530000,CDFF2241022026000002,2026-02-23,,1,영업/정상,13,영업중,,,,,,,,충청남도 서산시 읍내동 22-1 101호,"충청남도 서산시 안견로 280, 101호 (읍내동)",31984,용궁PC,2026-02-23 13:59:38,I,2026-02-25 00:20:01,,151052.729674783,364136.265447508,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,47.17,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,,,,,,,,용궁PC_충청남도서산시읍내동22-1101호
840,인터넷컴퓨터게임시설제공업,03_05_05_P,5380000,CDFF2241022026000003,2026-02-23,,1,영업/정상,13,영업중,,,,,,,,경상남도 양산시 평산동 100-3,경상남도 양산시 평산2길 11 (평산동),50549,모여라PC,2026-02-23 16:25:10,I,2026-02-25 00:20:01,,395638.180739056,211147.462096468,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,48.13,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,,,,,,,,모여라PC_경상남도양산시평산동100-3
958,인터넷컴퓨터게임시설제공업,03_05_05_P,4641000,CDFF2241022026000002,2026-02-23,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 평화동2가 843-1 동아현대아파트,"전북특별자치도 전주시 완산구 맏내3길 22, 상가동 101,102호 (평화동2가, 동아현대아파트)",55134,행운PC,2026-02-25 10:28:26,U,2026-02-27 02:40:00,,211616.58669112,254800.167473795,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,56.16,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,,,,,,성인PC방,,행운PC_전북특별자치도전주시완산구평화동2가843-1동아현대아파트
838,인터넷컴퓨터게임시설제공업,03_05_05_P,3660000,CDFF2241022026000002,2026-02-21,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 갈마동 361-16,대전광역시 서구 갈마중로 6 (갈마동),35272,복두꺼비PC,2026-02-21 12:01:14,I,2026-02-23 00:20:02,,233140.865762407,316352.342311179,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,59.94,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,청소년이용불가,,,,,,,복두꺼비PC_대전광역시서구갈마동361-16
839,인터넷컴퓨터게임시설제공업,03_05_05_P,3660000,CDFF2241022026000003,2026-02-21,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 용문동 259-16,대전광역시 서구 용문로 83 (용문동),35303,킹PC,2026-02-21 12:03:59,I,2026-02-23 00:20:02,,235076.536682956,315148.88842444,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,32.88,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,청소년이용불가,,,,,,,킹PC_대전광역시서구용문동259-16
801,인터넷컴퓨터게임시설제공업,03_05_05_P,3980000,CDFF2241022026000005,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,경기도 구리시 수택동 418-13,"경기도 구리시 안골로85번길 23, 1층 (수택동)",11928,홀덤PC,2026-02-20 15:17:35,I,2026-02-22 00:20:02,,212327.363887134,455137.332060551,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,17.26,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,청소년이용불가,,,,,성인PC방,,홀덤PC_경기도구리시수택동418-13
806,인터넷컴퓨터게임시설제공업,03_05_05_P,4191000,CDFF2241022026000005,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 원주시 중앙동 188-1,"강원특별자치도 원주시 중앙로 58, 2층 (중앙동)",26429,에이스PC,2026-02-20 17:17:42,I,2026-02-22 00:20:02,,284343.96129058,427731.781293167,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,174.71,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,,,,,,,,에이스PC_강원특별자치도원주시중앙동188-1
802,인터넷컴퓨터게임시설제공업,03_05_05_P,6510000,CDFF2241022026000002,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,제주특별자치도 제주시 일도이동 987-2,"제주특별자치도 제주시 삼성로 119, 2층 (일도이동)",63267,행운 PC,2026-02-20 17:12:28,I,2026-02-22 00:20:02,,156868.016323461,1709.86096908133,인터넷컴퓨터게임시설제공업,유통관련업,3.0,,,142.11,2.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,15,,,,,,,,,행운PC_제주특별자치도제주시일도이동987-2
803,인터넷컴퓨터게임시설제공업,03_05_05_P,3530000,CDFF2241022026000006,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,인천광역시 남동구 만수동 922-9 영광약국,"인천광역시 남동구 하촌서로47번길 42, 영광약국 1층 일부호 (만수동)",21535,공주PC,2026-02-20 17:18:24,I,2026-02-22 00:20:02,,175832.340034725,439041.96804146,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,성인PC방,45.2,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,청소년이용불가,,,,,,,공주PC_인천광역시남동구만수동922-9영광약국
804,인터넷컴퓨터게임시설제공업,03_05_05_P,3490000,CDFF2241022026000003,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 신흥동2가 9-2,"인천광역시 중구 서해대로454번길 3, 2층 (신흥동2가)",22329,누리PC,2026-02-20 17:23:23,I,2026-02-22 00:20:02,,167670.511685253,440543.561852657,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,"포커, 바둑이 등",65.36,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,9,,청소년이용불가,,,,,,,누리PC_인천광역시중구신흥동2가9-2
805,인터넷컴퓨터게임시설제공업,03_05_05_P,5710000,CDFF2241022026000012,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,충청북도 청주시 흥덕구 복대동 1114,충청북도 청주시 흥덕구 풍산로 121-1 (복대동),28601,개미PC,2026-02-20 14:42:10,I,2026-02-22 00:20:02,,239589.494283192,347667.986588638,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,27.6,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,청소년이용불가,,,,,,,개미PC_충청북도청주시흥덕구복대동1114
800,인터넷컴퓨터게임시설제공업,03_05_05_P,3910000,CDFF2241022026000017,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,경기도 평택시 서정동 427-28,"경기도 평택시 탄현로 55, 1층 (서정동)",17779,슬롯이야기,2026-02-20 09:19:00,I,2026-02-22 00:20:02,,204698.175521287,395092.740190558,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,44.3,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,,,,,,,,슬롯이야기_경기도평택시서정동427-28
747,인터넷컴퓨터게임시설제공업,03_05_05_P,5710000,CDFF2241022026000011,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,충청북도 청주시 상당구 금천동 118-36,충청북도 청주시 상당구 쇠내로 128-1 (금천동),28740,깐부PC,2026-02-19 17:04:06,I,2026-02-21 00:20:05,,245237.483425458,346911.172413743,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,15.22,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,,,깐부PC_충청북도청주시상당구금천동118-36
746,인터넷컴퓨터게임시설제공업,03_05_05_P,5710000,CDFF2241022026000010,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,충청북도 청주시 서원구 산남동 640,"충청북도 청주시 서원구 두꺼비로94번길 90, 1층 (산남동)",28625,노블레스,2026-02-19 15:51:59,I,2026-02-21 00:20:05,,241857.095268057,345774.733077038,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,164.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,성인PC방,,노블레스_충청북도청주시서원구산남동640
